,종목명,회계년,유동자산(천원),총자산(천원),부채비율(%),차입금의존도(%),자기자본비율(%),재고자산(천원),매출채권(천원),매입채무(천원),단기차입금(천원)
689,SNT다이내믹스,2015,425095624.0,921662680.0,36.02,0.77,73.52,121438153.0,88281575.0,56553357.0,6600000.0
690,SNT다이내믹스,2016,421580737.0,890522084.0,36.26,0.77,73.39,92241762.0,98714681.0,72042165.0,6600000.0
691,SNT다이내믹스,2017,399108316.0,838427549.0,38.69,0.78,72.10,81128806.0,68982827.0,43815755.0,6520000.0
692,SNT다이내믹스,2018,413712117.0,845671572.0,39.20,0.76,71.84,82803028.0,57152295.0,39297023.0,6460000.0
693,SNT모티브,2010,360419387.0,757814401.0,81.33,10.17,55.15,100065250.0,174227207.0,150710531.0,36988429.0
694,SNT모티브,2011,455992508.0,899406231.0,86.13,5.74,53.73,151929976.0,212823550.0,225024028.0,51668324.0
695,SNT모티브,2012,454072273.0,895055890.0,82.64,5.88,54.75,145212382.0,207930776.0,198403686.0,52630834.0
696,SNT모티브,2013,639221031.0,1206018423.0,82.68,6.01,54.74,170844504.0,257713147.0,244240536.0,67284885.0
697,SNT모티브,2014,588020026.0,1115027090.0,68.90,2.29,59.20,161493201.0,238187591.0,208915693.0,20000000.0
698,SNT모티브,2015,645403557.0,1172763190.0,52.53,0.03,65.56,148663223.0,248382913.0,184617052.0,347267.0
699,SNT모티브,2016,716324278.0,1248155630.0,58.24,0.02,63.20,142148536.0,251441355.0,186676878.0,290307.0
700,SNT모티브,2017,707755426.0,1226311096.0,47.97,0.0,67.58,131109968.0,255324368.0,208271604.0,0.0
701,SNT모티브,2018,680052043.0,1196519724.0,45.07,0.54,68.93,133170116.0,226758365.0,191254080.0,6510400.0
702,SNT에너지,2010,122692105.0,253914889.0,51.69,3.94,65.92,5439848.0,24450128.0,41288956.0,10000000.0
703,SNT에너지,2011,145463387.0,276511841.0,72.18,7.23,58.08,15421719.0,61344563.0,44474696.0,20000000.0
704,SNT에너지,2012,161463967.0,292802033.0,59.73,1.66,62.60,17407006.0,55583672.0,39641985.0,0.0
705,SNT에너지,2013,181309369.0,311675279.0,57.28,1.67,63.58,17793150.0,40937334.0,37857624.0,0.0
706,SNT에너지,2014,170494610.0,304511816.0,46.60,1.82,68.21,17747389.0,49187725.0,31040007.0,0.0
707,SNT에너지,2015,184059424.0,316196096.0,36.64,0.0,73.18,10693980.0,64214642.0,29685849.0,0.0
708,SNT에너지,2016,211766053.0,348042346.0,51.45,0.0,66.03,6779276.0,48380811.0,23920463.0,0.0
709,SNT에너지,2017,172919603.0,300266693.0,28.42,0.0,77.87,2324389.0,50797298.0,16893340.0,0.0
710,SNT에너지,2018,155524318.0,280991534.0,21.50,0.0,82.31,5692284.0,25327372.0,13110417.0,0.0
711,SNT홀딩스,2010,953602035.0,2038921397.0,59.55,5.67,62.68,241963700.0,326101801.0,299685718.0,114059332.0
712,SNT홀딩스,2011,1041841182.0,2124828265.0,62.08,4.0,61.70,274834022.0,386556302.0,371854324.0,83747208.0
713,SNT홀딩스,2012,998857779.0,2074903906.0,57.43,3.3,63.52,280540811.0,387803928.0,318705541.0,61474637.0
714,SNT홀딩스,2013,1070812404.0,2149176237.0,56.38,3.76,63.95,311174402.0,346991225.0,317382506.0,74400885.0
715,SNT홀딩스,2014,994978341.0,2039388864.0,50.39,1.65,66.49,283952471.0,313747344.0,257490442.0,27084000.0
716,SNT홀딩스,2015,1140793639.0,2169311305.0,41.85,0.35,70.49,268780766.0,309931982.0,216310412.0,6947267.0
717,SNT홀딩스,2016,1205349271.0,2210178425.0,44.37,0.33,69.27,236908975.0,322379944.0,235495857.0,6890307.0
718,SNT홀딩스,2017,1187727595.0,2146174938.0,41.26,0.31,70.79,215870141.0,309621499.0,244821803.0,6520000.0
719,SNT홀딩스,2018,1168023374.0,2113834573.0,40.62,0.31,71.12,220256725.0,273010297.0,225133544.0,6460000.0
720,SPC삼립,2010,63843664.0,229613295.0,45.63,2.4,68.67,12351076.0,46051539.0,31182373.0,5000000.0
721,SPC삼립,2011,141327491.0,360572786.0,128.90,8.02,43.69,20619215.0,111170547.0,115620243.0,28400000.0
722,SPC삼립,2012,199119413.0,545770666.0,207.44,36.92,32.53,67950215.0,120001608.0,90146731.0,101500000.0
723,SPC삼립,2013,186216117.0,554470820.0,182.77,35.96,35.36,56000928.0,115908387.0,101077224.0,119377856.0
724,SPC삼립,2014,210513866.0,571738945.0,155.74,32.05,39.10,62341400.0,127102866.0,89943542.0,103250000.0
725,SPC삼립,2015,235338027.0,612875035.0,141.53,30.67,41.40,76467768.0,139611910.0,91634936.0,107990000.0
726,SPC삼립,2016,281313647.0,674649804.0,130.78,24.12,43.33,75542023.0,187377624.0,123134244.0,89830000.0
727,SPC삼립,2017,334485783.0,734419791.0,162.27,29.1,38.13,104855469.0,188610747.0,141799416.0,128820000.0
728,SPC삼립,2018,340161799.0,752266530.0,139.61,24.25,41.73,132572750.0,192896062.0,145183538.0,117516844.0
729,SUN&L,2010,187268112.0,461976713.0,72.60,26.02,57.94,43272853.0,80141631.0,40564107.0,56687477.0
730,SUN&L,2011,231078308.0,494311778.0,81.85,29.17,54.99,53390797.0,85583164.0,41988575.0,102151381.0
731,SUN&L,2012,181964039.0,454078035.0,70.91,25.05,58.51,47008851.0,72573126.0,42996211.0,58518588.0
732,SUN&L,2013,235943415.0,519216425.0,96.26,30.89,50.95,51611093.0,103690819.0,58629330.0,91010640.0
733,SUN&L,2014,252435084.0,523959616.0,95.30,28.84,51.20,67337226.0,95865640.0,67666210.0,78938424.0
734,SUN&L,2015,257650636.0,563581137.0,106.48,31.39,48.43,64393087.0,110376154.0,66607363.0,84570408.0
735,SUN&L,2016,265639488.0,577876290.0,104.54,31.09,48.89,64141893.0,113817818.0,72553586.0,106541928.0
736,SUN&L,2017,293686746.0,615266036.0,132.15,34.83,43.07,67776876.0,123412348.0,80715336.0,155402528.0
737,SUN&L,2018,279336118.0,625332075.0,145.13,40.22,40.79,70073112.0,103487009.0,67071074.0,165371696.0
738,TBH글로벌,2010,191596832.0,340743877.0,102.34,27.36,49.42,117342303.0,54684460.0,18815842.0,61677350.0
739,TBH글로벌,2011,277474685.0,437098306.0,125.52,33.4,44.34,159556323.0,80355333.0,31065795.0,115301144.0
740,TBH글로벌,2012,280584396.0,429555750.0,115.28,18.0,46.45,137860068.0,81495066.0,22063048.0,61228030.0
741,TBH글로벌,2013,300128199.0,445654797.0,87.73,11.16,53.27,131137346.0,93393949.0,21953175.0,30083647.0
742,TBH글로벌,2014,343810454.0,523803644.0,92.72,6.68,51.89,156883598.0,100663732.0,37969034.0,19446801.0
743,TBH글로벌,2015,401399588.0,587302248.0,122.47,11.68,44.95,197052046.0,103265681.0,50231356.0,48511852.0
744,TBH글로벌,2016,393429096.0,560936541.0,125.32,10.34,44.38,199193475.0,114610261.0,28705812.0,36082611.0
745,TBH글로벌,2017,397819815.0,553782951.0,141.97,10.54,41.33,198649379.0,106123591.0,35601092.0,32056526.0
746,TBH글로벌,2018,88731786.0,266245868.0,45.14,22.17,68.90,62522850.0,21445572.0,6245291.0,32265291.0
747,TCC스틸,2010,173975801.0,414696288.0,84.12,24.49,54.31,68093710.0,69590514.0,36275191.0,89239597.0
748,TCC스틸,2011,183481284.0,454329510.0,101.53,31.55,49.62,79633257.0,79959792.0,36286014.0,108093746.0
749,TCC스틸,2012,218440703.0,547013976.0,142.04,41.57,41.31,100648536.0,70510520.0,41180367.0,95311816.0
750,TCC스틸,2013,220034732.0,543708595.0,164.27,46.96,37.84,117184576.0,68239462.0,38783690.0,68381264.0
751,TCC스틸,2014,233224033.0,551000563.0,191.48,50.77,34.31,124343812.0,86274023.0,37920177.0,121546985.0
752,TCC스틸,2015,240184174.0,376394571.0,337.60,44.68,22.85,48965898.0,67506469.0,38223007.0,40104555.0
753,TCC스틸,2016,120777516.0,286074924.0,183.62,40.92,35.26,51850499.0,57364688.0,25582561.0,40670209.0
754,TCC스틸,2017,120243911.0,278692540.0,176.16,46.09,36.21,52771855.0,48146583.0,20150484.0,41668435.0
755,TCC스틸,2018,152165969.0,304781579.0,171.53,40.33,36.83,69197191.0,42086256.0,33048342.0,41720322.0
756,TKG휴켐스,2010,381064654.0,590489226.0,35.21,13.67,73.96,16654330.0,71222935.0,38460257.0,80000000.0
757,TKG휴켐스,2011,331910630.0,711538354.0,56.07,22.95,64.07,27090570.0,73805202.0,54136201.0,101688807.0
758,TKG휴켐스,2012,379462567.0,771018336.0,67.43,27.14,59.72,33054608.0,119386458.0,64633316.0,21549506.0
759,TKG휴켐스,2013,402379039.0,776494191.0,67.51,29.31,59.70,32396786.0,105703410.0,54402894.0,34687648.0
760,TKG휴켐스,2014,318618688.0,742872576.0,57.02,24.64,63.68,28467529.0,95279065.0,58448423.0,60512108.0
761,TKG휴켐스,2015,368934116.0,710593242.0,50.27,23.62,66.55,31974127.0,78137728.0,43222501.0,26178502.0
762,TKG휴켐스,2016,319280225.0,748874587.0,51.81,18.75,65.87,27194000.0,95859552.0,66133550.0,22252235.0
763,TKG휴켐스,2017,505731798.0,881579305.0,47.22,16.11,67.93,30893026.0,86197014.0,70248779.0,6507197.0
764,TKG휴켐스,2018,529637193.0,864734491.0,29.83,10.88,77.03,30835764.0,70214126.0,45641344.0,9558627.0
765,TP,2010,128973542.0,284369704.0,172.25,45.05,36.73,70546129.0,32069460.0,25413681.0,68240661.0
766,TP,2011,151120214.0,321869195.0,195.77,48.92,33.81,103433737.0,26550519.0,31248831.0,96921431.0
767,TP,2012,281877975.0,496589143.0,266.70,50.21,27.27,193387386.0,56039384.0,63478769.0,185030070.0
768,TP,2013,343524067.0,567236761.0,252.09,51.47,28.40,228897450.0,72902642.0,67417950.0,156451006.0
769,TP,2014,359344793.0,601877691.0,258.58,51.54,27.89,263230558.0,55824869.0,74953134.0,218813358.0
770,TP,2015,355852980.0,611246572.0,292.10,57.15,25.50,240116977.0,63282016.0,54530625.0,238815563.0
771,TP,2016,290933088.0,553742011.0,388.92,61.43,20.45,154268946.0,65402336.0,59474191.0,223128896.0
772,TP,2017,279709658.0,531201348.0,287.87,54.6,25.78,142830657.0,77933121.0,58044481.0,215716022.0
773,TP,2018,294657961.0,556510004.0,268.57,52.33,27.13,162777944.0,73864172.0,55814392.0,198828533.0
774,TYM,2010,188393761.0,326419130.0,116.42,30.94,46.21,88909824.0,64318657.0,39019972.0,45698652.0
775,TYM,2011,191849321.0,326638660.0,128.49,34.58,43.77,87312494.0,74514682.0,35199462.0,55941514.0
776,TYM,2012,205806316.0,338915310.0,137.28,32.51,42.14,85320203.0,82969889.0,45479480.0,49257062.0
777,TYM,2013,209873904.0,336812212.0,140.33,35.2,41.61,73844999.0,91097346.0,37205911.0,41267400.0
778,TYM,2014,225952516.0,349591690.0,171.31,38.77,36.86,79497095.0,95957227.0,45336618.0,50745382.0
779,TYM,2015,222031282.0,341816689.0,162.61,37.97,38.08,78306501.0,95250401.0,41102694.0,52834927.0
780,TYM,2016,352011162.0,561992852.0,322.71,46.07,23.66,152853976.0,149992064.0,83051376.0,106624583.0
781,TYM,2017,326461493.0,536617638.0,393.37,47.04,20.27,145265834.0,142621750.0,89354264.0,95771917.0
782,TYM,2018,361576996.0,581549457.0,457.77,42.27,17.93,170073144.0,127453696.0,101398759.0,92601007.0
783,WISCOM,2010,82216395.0,127093472.0,16.28,1.26,86.00,7710705.0,37045961.0,7348242.0,1599382.0
784,WISCOM,2011,87669438.0,134406563.0,16.64,4.11,85.73,9039487.0,38987004.0,5741252.0,5519977.0
785,WISCOM,2012,88477779.0,133825895.0,14.57,0.0,87.28,11022416.0,33666769.0,7565981.0,0.0
786,WISCOM,2013,86217724.0,130626774.0,11.28,0.0,89.86,7900541.0,32165887.0,5472100.0,0.0
787,WISCOM,2014,87992062.0,134020212.0,12.78,0.0,88.67,8714470.0,28596553.0,6174575.0,0.0
788,WISCOM,2015,77812592.0,130630753.0,10.79,0.0,90.26,7665077.0,27683926.0,5877030.0,0.0
789,WISCOM,2016,83074451.0,133754645.0,13.14,0.0,88.38,8469201.0,28562889.0,8770757.0,0.0
790,WISCOM,2017,82338292.0,129739854.0,11.35,0.0,89.81,7446828.0,24854292.0,5295844.0,0.0
791,WISCOM,2018,75914969.0,127792595.0,9.08,0.0,91.68,7140969.0,24245114.0,3979022.0,0.0
792,가온전선,2010,266003823.0,485514090.0,73.80,21.76,57.54,62231092.0,168157404.0,41406165.0,35863300.0
793,가온전선,2011,293854380.0,509900791.0,96.10,25.56,51.00,55341262.0,221184323.0,56083337.0,40148959.0
794,가온전선,2012,301511647.0,517141282.0,95.38,26.24,51.18,69603508.0,182904133.0,58898419.0,46252648.0
795,가온전선,2013,297979985.0,539789322.0,99.99,26.87,50.00,59754364.0,184747920.0,66519185.0,29090290.0
796,가온전선,2014,271297105.0,511258653.0,93.97,23.37,51.56,64093781.0,165834471.0,69331031.0,22905699.0
797,가온전선,2015,282044125.0,520474259.0,98.22,24.27,50.45,59430586.0,146933517.0,63729273.0,13421352.0
798,가온전선,2016,284726284.0,518462532.0,96.39,15.99,50.92,55351669.0,166894646.0,106951043.0,14366374.0
799,가온전선,2017,291490986.0,538955918.0,107.20,19.82,48.26,67386013.0,183768345.0,113559072.0,5678329.0
800,가온전선,2018,277829165.0,526494275.0,102.18,18.53,49.46,63213008.0,167741063.0,111102116.0,7847239.0
801,강남제비스코,2010,144091237.0,361754462.0,27.92,3.36,78.17,39756725.0,59938816.0,33843649.0,11953514.0
802,강남제비스코,2011,155025423.0,382288039.0,25.88,1.05,79.44,37663029.0,66028173.0,36479590.0,3851126.0
803,강남제비스코,2012,178308701.0,416128544.0,26.97,2.36,78.76,44076268.0,69036755.0,36525806.0,8030841.0
804,강남제비스코,2013,204633072.0,460559150.0,25.79,1.22,79.50,39947746.0,74040810.0,39835028.0,3861532.0
805,강남제비스코,2014,216632161.0,490785440.0,22.78,1.16,81.45,38598557.0,63244493.0,34980683.0,3904003.0
806,강남제비스코,2015,232732626.0,522260145.0,20.05,0.83,83.30,36803927.0,61609574.0,32793484.0,4218515.0
807,강남제비스코,2016,241277537.0,560934377.0,20.83,0.86,82.76,38720711.0,67219417.0,42086526.0,3615711.0
808,강남제비스코,2017,212085301.0,584684282.0,20.57,0.39,82.94,39136306.0,66693537.0,46691361.0,1196120.0
809,강남제비스코,2018,187924543.0,657866050.0,19.71,0.51,83.53,48083457.0,65718962.0,43796840.0,3357612.0
810,강원랜드,2010,1071382307.0,2609098339.0,24.29,0.0,80.46,1972456.0,3893152.0,1767142.0,0.0
811,강원랜드,2011,1163791156.0,2711401782.0,20.11,0.0,83.25,2245975.0,4788620.0,1884989.0,0.0
812,강원랜드,2012,1165450728.0,2906655321.0,22.54,0.0,81.61,1200611.0,6442079.0,2232677.0,0.0
813,강원랜드,2013,1080401909.0,3102036846.0,23.21,0.0,81.16,1493306.0,6095624.0,2218517.0,0.0
814,강원랜드,2014,1371825587.0,3375127289.0,24.76,0.0,80.16,1204918.0,5283840.0,3263417.0,0.0
815,강원랜드,2015,1750420316.0,3690791830.0,23.12,0.0,81.22,1621646.0,4851317.0,3607101.0,0.0
816,강원랜드,2016,1809513458.0,3978987574.0,22.33,0.02,81.75,1309513.0,4248270.0,3084179.0,0.0
817,강원랜드,2017,2164296051.0,4185657487.0,19.55,0.03,83.65,1299617.0,4653024.0,3361320.0,0.0
818,강원랜드,2018,1759033105.0,4231241354.0,17.97,0.0,84.77,1148805.0,9793400.0,3561607.0,0.0
819,갤럭시아에스엠,2010,16138615.0,38135510.0,63.57,19.81,61.14,45748.0,6016135.0,890894.0,912703.0
820,갤럭시아에스엠,2011,24658098.0,45110356.0,78.49,13.37,56.03,20209.0,6209210.0,1441017.0,1900000.0
821,갤럭시아에스엠,2012,24752609.0,43979072.0,69.76,10.91,58.91,37487.0,2799462.0,1958766.0,1400000.0
822,갤럭시아에스엠,2013,19899780.0,37636664.0,75.11,11.27,57.11,126351.0,2004148.0,1576120.0,3450000.0
823,갤럭시아에스엠,2014,25155935.0,45274078.0,95.10,10.89,51.26,508736.0,5770580.0,2389683.0,1970000.0
824,갤럭시아에스엠,2015,44426010.0,68686992.0,38.09,2.01,72.41,11280.0,4586949.0,2901363.0,0.0
825,갤럭시아에스엠,2016,37929417.0,58444606.0,30.32,0.72,76.73,0.0,6341191.0,4302476.0,0.0
826,갤럭시아에스엠,2017,28750883.0,49831109.0,23.06,0.0,81.26,0.0,7360334.0,2973757.0,0.0
827,갤럭시아에스엠,2018,14251248.0,33253331.0,25.62,1.61,79.61,0.0,3474166.0,1700468.0,0.0
828,경농,2010,119585755.0,198435169.0,34.11,10.12,74.57,71415343.0,8975373.0,16922381.0,20000000.0
829,경농,2011,94363834.0,173774102.0,21.53,0.04,82.28,70194121.0,4422666.0,16144137.0,0.0
830,경농,2012,142516976.0,269412832.0,77.55,26.07,56.32,102583675.0,12453286.0,19656950.0,70186128.0
831,경농,2013,129526582.0,255984725.0,56.89,17.93,63.74,98860077.0,14639503.0,17503694.0,39252112.0
832,경농,2014,139646908.0,284623063.0,68.50,21.92,59.35,98308244.0,18686018.0,22336952.0,52465899.0
833,경농,2015,161184139.0,316341853.0,81.11,27.43,55.21,115444315.0,21182120.0,23122407.0,63164557.0
834,경농,2016,156061222.0,320915151.0,74.44,23.97,57.33,115876266.0,23270507.0,28340442.0,62069012.0
835,경농,2017,163437464.0,335873898.0,74.80,23.68,57.21,119704437.0,22733459.0,29526310.0,65173878.0
836,경농,2018,169982099.0,357260541.0,77.34,23.67,56.39,120967753.0,24732915.0,24114639.0,76252501.0
837,경동나비엔,2010,118542502.0,238612022.0,48.71,5.2,67.24,46470783.0,29672546.0,36075297.0,3416700.0
838,경동나비엔,2011,129512842.0,263211016.0,56.57,5.96,63.87,60788326.0,31251842.0,41324370.0,6919800.0
839,경동나비엔,2012,145371681.0,299729837.0,70.42,8.3,58.68,59527947.0,34857798.0,56130651.0,6133169.0
840,경동나비엔,2013,134043087.0,354779867.0,89.44,13.66,52.79,71724409.0,36420582.0,50650491.0,33221200.0
841,경동나비엔,2014,159947056.0,401658957.0,111.38,26.19,47.31,83525372.0,38873721.0,54242303.0,82110660.0
842,경동나비엔,2015,158254944.0,402084368.0,95.11,17.16,51.25,87185691.0,38993621.0,65252087.0,47715339.0
843,경동나비엔,2016,175420277.0,429754702.0,79.99,7.75,55.56,89997026.0,49296638.0,83657318.0,18305153.0
844,경동나비엔,2017,230894567.0,503697210.0,96.37,11.97,50.92,110374505.0,77490403.0,92109771.0,38519282.0
845,경동나비엔,2018,287001959.0,583595818.0,108.35,20.43,48.00,150049770.0,94018411.0,77239026.0,97542506.0
846,경동인베스트,2010,445846545.0,819480663.0,117.42,7.64,45.99,9648111.0,239799416.0,286513081.0,41481393.0
847,경동인베스트,2011,610411619.0,1001490869.0,145.55,5.24,40.73,6238419.0,348206767.0,422528843.0,13793100.0
848,경동인베스트,2012,814034002.0,1209924561.0,170.97,3.93,36.90,20579836.0,422869709.0,590272557.0,9800000.0
849,경동인베스트,2013,778164231.0,1207295886.0,141.14,3.95,41.47,13656418.0,377298441.0,534969558.0,13489951.0
850,경동인베스트,2014,766552554.0,1320789066.0,117.43,6.53,45.99,18386682.0,339501222.0,420962238.0,6551550.0
851,경동인베스트,2015,571798491.0,1167819522.0,102.58,12.7,49.36,8347076.0,252943763.0,252287992.0,16766667.0
852,경동인베스트,2016,508994824.0,1126122628.0,91.54,13.11,52.21,10949433.0,254319804.0,229971708.0,15300000.0
853,경동인베스트,2017,238339688.0,599276331.0,49.67,21.84,66.81,14232992.0,61113398.0,2330818.0,15181825.0
854,경동인베스트,2018,188460289.0,600099804.0,47.14,19.49,67.96,30703229.0,51295735.0,6953228.0,9000000.0
855,경방,2010,113238016.0,1328917440.0,110.01,27.97,47.62,40901893.0,32918879.0,19491592.0,104452186.0
856,경방,2011,137246473.0,1352324332.0,114.76,30.51,46.56,72996830.0,31053181.0,19598113.0,151249110.0
857,경방,2012,123685731.0,1335039930.0,115.08,31.11,46.49,52907652.0,31060568.0,20758100.0,99503292.0
858,경방,2013,103410904.0,1296989142.0,103.79,28.17,49.07,40216862.0,33668149.0,20361220.0,76186522.0
859,경방,2014,101229398.0,1301841379.0,101.00,28.72,49.75,37758471.0,35171569.0,18551019.0,174843423.0
860,경방,2015,108093423.0,1318643312.0,98.90,28.32,50.28,52862910.0,37854796.0,17651694.0,130833677.0
861,경방,2016,106002223.0,1301910960.0,91.50,25.1,52.22,45810493.0,38686302.0,19400284.0,95137531.0
862,경방,2017,90254697.0,1274042237.0,82.23,22.44,54.88,31921285.0,33953031.0,18728926.0,56680582.0
863,경방,2018,120711492.0,1301792841.0,83.67,23.65,54.45,59792825.0,41217005.0,18980495.0,98123875.0
864,경인양행,2010,168261862.0,321754900.0,82.67,29.11,54.74,89132530.0,58998513.0,19384415.0,73736210.0
865,경인양행,2011,173436585.0,319686464.0,81.34,25.05,55.15,88205209.0,50413831.0,19001502.0,59539540.0
866,경인양행,2012,146242797.0,287452678.0,64.27,23.71,60.88,70357744.0,52561688.0,14019539.0,58180937.0
867,경인양행,2013,175887375.0,316944796.0,67.04,23.13,59.87,90667397.0,62632915.0,18002898.0,70278679.0
868,경인양행,2014,164606526.0,313039125.0,57.91,23.13,63.33,89741323.0,56653129.0,11497378.0,58862976.0
869,경인양행,2015,176664098.0,326687437.0,62.43,24.49,61.57,95494779.0,60317419.0,14596934.0,77495111.0
870,경인양행,2016,191409058.0,344298515.0,65.30,21.11,60.50,99419770.0,65579566.0,25656675.0,71049658.0
871,경인양행,2017,193184742.0,357951470.0,69.70,26.73,58.93,97118533.0,67163671.0,15841108.0,86431633.0
872,경인양행,2018,234817064.0,412996589.0,84.57,30.84,54.18,123873222.0,71595643.0,19996296.0,107171462.0
873,경인전자,2010,41680713.0,62694086.0,12.39,0.0,88.98,2161023.0,5236934.0,2924758.0,0.0
874,경인전자,2011,40876787.0,63394446.0,14.26,0.0,87.52,2667092.0,5076628.0,4440258.0,0.0
875,경인전자,2012,38942180.0,63740263.0,11.86,0.0,89.40,2681889.0,5135891.0,3033272.0,0.0
876,경인전자,2013,42220623.0,66000530.0,13.81,0.0,87.87,3365274.0,6960772.0,4638503.0,0.0
877,경인전자,2014,36612195.0,61733225.0,7.41,0.0,93.10,2075008.0,3572804.0,2235175.0,0.0
878,경인전자,2015,39256977.0,64239944.0,7.74,0.0,92.81,1971381.0,4271644.0,2688545.0,0.0
879,경인전자,2016,46586631.0,64297759.0,7.62,0.0,92.92,3228200.0,2968606.0,2932372.0,0.0
880,경인전자,2017,46772541.0,59851412.0,6.77,0.0,93.66,2379316.0,2892664.0,2210706.0,0.0
881,경인전자,2018,43780372.0,57418578.0,5.08,0.0,95.17,1582096.0,3400569.0,1485051.0,0.0
882,계룡건설,2010,1055770394.0,1465834561.0,190.27,33.05,34.45,124971505.0,354619965.0,281637632.0,83500000.0
883,계룡건설,2011,1138533568.0,1561234850.0,203.97,32.05,32.90,76529085.0,398999630.0,319271915.0,91400000.0
884,계룡건설,2012,1168877370.0,1619835867.0,213.79,36.17,31.87,207329120.0,414786507.0,239496435.0,174379596.0
885,계룡건설,2013,996304844.0,1481928439.0,240.37,34.24,29.38,156301165.0,297489768.0,286472008.0,215936356.0
886,계룡건설,2014,773782689.0,1238256092.0,310.44,35.37,24.36,58131662.0,249476468.0,248871730.0,303481550.0
887,계룡건설,2015,697327096.0,1224683471.0,285.22,32.08,25.96,110176240.0,170110121.0,246568231.0,297755650.0
888,계룡건설,2016,1006807749.0,1513435499.0,359.44,27.52,21.77,209551656.0,224516989.0,327138358.0,328629466.0
889,계룡건설,2017,1014509743.0,1582918161.0,314.02,31.66,24.15,361957986.0,211527125.0,339847030.0,318930430.0
890,계룡건설,2018,1078438581.0,1726211682.0,292.48,30.71,25.48,311519599.0,239331018.0,308421169.0,345310650.0
891,계양전기,2010,106822356.0,160809207.0,19.67,2.43,83.56,34527541.0,35758635.0,10753371.0,3791626.0
892,계양전기,2011,113330257.0,170610595.0,23.10,2.42,81.24,39304818.0,43585933.0,13695659.0,4030672.0
893,계양전기,2012,117501174.0,174553310.0,20.94,1.99,82.69,32694570.0,42523134.0,12231782.0,3385671.0
894,계양전기,2013,122137533.0,180806076.0,21.20,0.34,82.51,35418433.0,44736274.0,17999467.0,522270.0
895,계양전기,2014,115991986.0,204236124.0,33.56,0.73,74.87,43316631.0,52617798.0,30612993.0,1417840.0
896,계양전기,2015,100136207.0,211584625.0,31.87,0.68,75.83,35770341.0,53501321.0,27541160.0,1444400.0
897,계양전기,2016,120473201.0,243982899.0,37.39,1.24,72.79,38659693.0,65423587.0,37726426.0,519780.0
898,계양전기,2017,129672489.0,253948487.0,41.49,0.0,70.68,41183800.0,71346810.0,47742520.0,0.0
899,계양전기,2018,135072512.0,273358875.0,49.65,6.4,66.82,47000266.0,73553593.0,39548833.0,0.0
900,고려산업,2010,57568971.0,119380626.0,130.32,38.62,43.42,16769942.0,22635226.0,6562031.0,34899933.0
901,고려산업,2011,61101602.0,124894379.0,122.77,35.42,44.89,22229677.0,22149640.0,10305180.0,33009430.0
902,고려산업,2012,81540780.0,148319703.0,138.90,41.91,41.86,26149215.0,30503957.0,8318367.0,41129814.0
903,고려산업,2013,79047123.0,148377505.0,123.00,37.53,44.84,22094362.0,35203194.0,10380594.0,34650726.0
904,고려산업,2014,82283635.0,156033056.0,104.99,33.37,48.78,23352146.0,27979725.0,10985472.0,42043969.0
905,고려산업,2015,83060118.0,159959339.0,101.61,36.58,49.60,17581946.0,32748688.0,4659135.0,55476163.0
906,고려산업,2016,86126900.0,167843756.0,97.42,33.62,50.65,14896170.0,28723968.0,7869909.0,52658307.0
907,고려산업,2017,98886628.0,183124063.0,106.32,36.36,48.47,17793914.0,31947423.0,9488515.0,59391773.0
908,고려산업,2018,116104316.0,213622767.0,131.22,43.77,43.25,26250323.0,36696393.0,12542951.0,72921821.0
909,고려아연,2010,2044415135.0,3974021561.0,41.38,14.09,70.73,954740738.0,224067180.0,256928146.0,151747458.0
910,고려아연,2011,2438545202.0,4606179546.0,31.21,10.44,76.21,882471500.0,218949543.0,150607868.0,60523525.0
911,고려아연,2012,2523323061.0,4940542141.0,23.95,6.65,80.68,996778558.0,253641347.0,221309102.0,146876960.0
912,고려아연,2013,2523849164.0,5120964733.0,18.21,3.22,84.59,987068040.0,224099721.0,226706838.0,103484194.0
913,고려아연,2014,2674108069.0,5642418565.0,17.97,3.05,84.77,1278213212.0,230382777.0,149518058.0,121964641.0
914,고려아연,2015,2537906166.0,5907933007.0,13.19,0.9,88.35,1015212270.0,256888712.0,168757519.0,20325674.0
915,고려아연,2016,2894550312.0,6482637892.0,14.48,0.74,87.35,1203959118.0,335832316.0,267113100.0,24341799.0
916,고려아연,2017,3669853352.0,7038142273.0,15.27,0.48,86.75,1355253600.0,320665574.0,342767250.0,16913343.0
917,고려아연,2018,3965909726.0,7225894144.0,13.36,0.42,88.22,1287964177.0,303607865.0,283317944.0,18613887.0
918,고려제강,2010,530845196.0,1659006453.0,43.57,12.37,69.65,197689159.0,248367251.0,103946636.0,135147549.0
919,고려제강,2011,617572955.0,1823262406.0,43.36,11.83,69.75,239222666.0,278812043.0,120846271.0,160884374.0
920,고려제강,2012,556988963.0,1813977723.0,44.08,13.2,69.41,207566133.0,252911599.0,104110777.0,183215383.0
921,고려제강,2013,567026342.0,1823962847.0,43.52,13.24,69.68,200734520.0,268938415.0,110448352.0,178843103.0
922,고려제강,2014,1061913124.0,2522989254.0,71.19,25.37,58.41,361671294.0,410438459.0,155294991.0,580413666.0
923,고려제강,2015,899828894.0,2425786817.0,66.60,23.79,60.02,296212882.0,374856000.0,134685883.0,465816402.0
