,종목명,회계년,유동자산(천원),총자산(천원),부채비율(%),차입금의존도(%),자기자본비율(%),재고자산(천원),매출채권(천원),매입채무(천원),단기차입금(천원)
84,DI동일,2013,312590170.0,994215519.0,74.87,24.44,57.18,160206808.0,83585237.0,37465736.0,199691410.0
85,DI동일,2014,292678829.0,984816252.0,75.62,27.21,56.94,151225319.0,86917448.0,39852482.0,210834720.0
86,DI동일,2015,289599805.0,978717602.0,79.05,30.22,55.85,138147180.0,80527034.0,31858919.0,230910745.0
87,DI동일,2016,340399498.0,986880679.0,81.95,30.23,54.96,152581071.0,93193181.0,37454454.0,228895200.0
88,DI동일,2017,287064454.0,931120054.0,78.66,28.09,55.97,144294817.0,98536769.0,40560437.0,213395776.0
89,DI동일,2018,318892189.0,947634081.0,84.86,28.87,54.10,166132796.0,101491761.0,37478966.0,240766295.0
90,DL,2010,6446652628.0,9743169232.0,129.78,19.37,43.52,1220318641.0,992338732.0,1132445000.0,680206000.0
91,DL,2011,7158837863.0,10764643410.0,132.13,18.46,43.08,1378300987.0,858998000.0,1390620000.0,469366000.0
92,DL,2012,7292090328.0,11006469363.0,123.77,13.66,44.69,1154687292.0,987232429.0,1510322000.0,336368000.0
93,DL,2013,6933025544.0,10783047096.0,121.40,17.1,45.17,1036183567.0,1126780129.0,1612364000.0,327261000.0
94,DL,2014,6423125534.0,10596719329.0,137.31,17.98,42.14,933605182.0,939757997.0,1489924811.0,325936000.0
95,DL,2015,7177289251.0,12064893870.0,151.05,24.49,39.83,829385505.0,1153194000.0,1575599591.0,538644265.0
96,DL,2016,6495943352.0,12391509195.0,140.83,22.82,41.52,901945573.0,1420868000.0,1621956295.0,305319660.0
97,DL,2017,6727694115.0,13402454876.0,135.37,23.54,42.49,718074899.0,1649066519.0,1617317770.0,164688530.0
98,DL,2018,6366648561.0,12833716732.0,112.12,20.72,47.14,998864025.0,1011555123.0,1217807484.0,186862756.0
99,DN오토모티브,2010,372160321.0,747482027.0,64.39,26.23,60.83,74735849.0,77069399.0,47930982.0,172512865.0
100,DN오토모티브,2011,381955931.0,740062652.0,46.37,21.23,68.32,110739903.0,103763204.0,38545833.0,145186160.0
101,DN오토모티브,2012,343763544.0,730588820.0,30.58,9.44,76.58,104370112.0,129856405.0,56762835.0,68665716.0
102,DN오토모티브,2013,365179830.0,798296716.0,33.48,12.29,74.92,139416674.0,123853902.0,59174644.0,85857504.0
103,DN오토모티브,2014,450588805.0,971558345.0,49.41,16.97,66.93,131144491.0,182683069.0,92714563.0,151658544.0
104,DN오토모티브,2015,465383552.0,1064506282.0,46.74,15.16,68.15,129235656.0,188258168.0,101490784.0,151573464.0
105,DN오토모티브,2016,474620149.0,1115539571.0,41.12,12.84,70.86,131619722.0,181086163.0,106172532.0,137543332.0
106,DN오토모티브,2017,387821769.0,778625093.0,51.84,11.86,65.86,119221249.0,150747148.0,121632114.0,84861927.0
107,DN오토모티브,2018,454682427.0,870759626.0,54.52,15.46,64.72,133818791.0,133740703.0,112820466.0,127360523.0
108,DRB동일,2010,200994578.0,470098590.0,137.29,33.74,42.14,55239781.0,99089259.0,42397160.0,117587004.0
109,DRB동일,2011,249262221.0,522115419.0,129.99,32.23,43.48,63960235.0,113257016.0,49382296.0,137089649.0
110,DRB동일,2012,178812735.0,368994998.0,149.14,33.9,40.14,33924895.0,72706595.0,51457345.0,115606468.0
111,DRB동일,2013,284381812.0,567066429.0,95.91,27.68,51.04,57917716.0,122297196.0,52936034.0,147374458.0
112,DRB동일,2014,329055707.0,617244613.0,84.65,25.39,54.16,69289965.0,126329953.0,38927424.0,150940598.0
113,DRB동일,2015,334806963.0,639083096.0,65.94,22.42,60.26,75509050.0,114472152.0,30576266.0,130402183.0
114,DRB동일,2016,344126571.0,701206828.0,62.92,21.98,61.38,80628186.0,114779767.0,47984592.0,114993163.0
115,DRB동일,2017,301053030.0,677426447.0,54.99,20.99,64.52,77490427.0,106341022.0,33871669.0,103199450.0
116,DRB동일,2018,307345463.0,716166879.0,59.78,22.62,62.58,87100027.0,107147537.0,31376727.0,116458417.0
117,DSR제강,2010,73086377.0,156770638.0,72.06,25.34,58.12,24841152.0,38957929.0,8010760.0,32468122.0
118,DSR제강,2011,84490041.0,204273623.0,103.91,38.2,49.04,41731573.0,38024902.0,8732568.0,48361921.0
119,DSR제강,2012,80725468.0,200277496.0,99.72,37.54,50.07,39525199.0,39201017.0,10126270.0,47111450.0
120,DSR제강,2013,86382548.0,203893139.0,101.18,35.15,49.71,36729934.0,46535562.0,14743052.0,51193338.0
121,DSR제강,2014,88853104.0,202111793.0,85.78,33.21,53.83,33383672.0,52250345.0,11178784.0,55966114.0
122,DSR제강,2015,71656759.0,184284619.0,56.08,22.85,64.07,28119062.0,39938392.0,8121222.0,34864427.0
123,DSR제강,2016,80502011.0,190208395.0,50.44,19.1,66.47,29722256.0,42775167.0,10416494.0,31329488.0
124,DSR제강,2017,84846931.0,196090792.0,50.77,21.16,66.32,29640738.0,0.0,0.0,39001376.0
125,DSR제강,2018,89863233.0,205433843.0,50.90,20.73,66.27,33772862.0,46190140.0,9819793.0,40589336.0
126,E1,2010,1132317227.0,3160705293.0,189.95,43.01,34.49,477866684.0,430368323.0,155695292.0,678840508.0
127,E1,2011,1124266311.0,3270355545.0,189.59,39.68,34.53,442399993.0,489077055.0,274828538.0,460711777.0
128,E1,2012,1377147566.0,3512419789.0,192.66,40.38,34.17,506391162.0,652908663.0,415131299.0,457316562.0
129,E1,2013,1487282942.0,3629693275.0,197.19,40.83,33.65,501067134.0,696205943.0,463349368.0,373067553.0
130,E1,2014,1380901392.0,3658165076.0,193.41,46.06,34.08,439818566.0,618955559.0,304666761.0,422595054.0
131,E1,2015,1300240545.0,3509763920.0,183.96,47.0,35.22,295184164.0,546815755.0,181974933.0,373708160.0
132,E1,2016,1477949084.0,3544179098.0,199.53,46.93,33.39,351981920.0,529734227.0,299889107.0,414679477.0
133,E1,2017,1343817539.0,3460084198.0,176.58,46.61,36.16,403962181.0,636670778.0,297471817.0,387745810.0
134,E1,2018,1446394637.0,3565388941.0,170.95,39.35,36.91,348374662.0,479283510.0,253366975.0,307305541.0
135,GKL,2010,237565145.0,338224675.0,76.51,9.37,56.66,6135386.0,13956621.0,0.0,0.0
136,GKL,2011,274909521.0,376356788.0,70.05,2.89,58.81,3037127.0,7525663.0,0.0,0.0
137,GKL,2012,360172053.0,502672156.0,51.67,0.79,65.93,2708789.0,9869733.0,0.0,0.0
138,GKL,2013,435239322.0,562914254.0,42.32,0.15,70.27,2412064.0,6930666.0,0.0,0.0
139,GKL,2014,529154441.0,651013158.0,50.90,0.08,66.27,1951915.0,14825367.0,0.0,0.0
140,GKL,2015,494009242.0,650518244.0,42.58,0.03,70.13,1837336.0,6541612.0,0.0,0.0
141,GKL,2016,557605411.0,730177649.0,40.76,0.0,71.04,2009944.0,9668754.0,0.0,0.0
142,GKL,2017,566196748.0,731904311.0,37.56,0.05,72.69,2293830.0,8889587.0,0.0,0.0
143,GKL,2018,455583241.0,765759332.0,36.24,0.03,73.40,2456505.0,8356312.0,0.0,0.0
144,GS,2010,1770257000.0,9069576000.0,50.38,19.62,66.50,191924000.0,312776000.0,439881000.0,362759000.0
145,GS,2011,1991645000.0,10424837000.0,53.55,22.36,65.13,271952000.0,499934000.0,531426000.0,725246000.0
146,GS,2012,2446093000.0,12712426000.0,77.23,29.9,56.42,289432000.0,618488000.0,770699000.0,929470000.0
147,GS,2013,2323145000.0,12636266000.0,70.20,28.32,58.76,280387000.0,587757000.0,791279000.0,412070000.0
148,GS,2014,2545853000.0,15072770000.0,108.82,39.0,47.89,321947000.0,737858000.0,831126000.0,555950000.0
149,GS,2015,1946287000.0,19023008000.0,134.91,44.01,42.57,282659000.0,723297000.0,676592000.0,706897000.0
150,GS,2016,2472848000.0,20341172000.0,128.03,41.9,43.85,335373000.0,965105000.0,828064000.0,547133000.0
151,GS,2017,2874908000.0,22003689000.0,127.72,41.21,43.91,532893000.0,980700000.0,1009289000.0,1112598000.0
152,GS,2018,3285134000.0,22630978000.0,115.02,39.82,46.51,502910000.0,1022970000.0,820522000.0,1225542000.0
153,GS건설,2010,7643901128.0,11046358014.0,192.90,11.97,34.14,418935422.0,2813856000.0,1606564690.0,603532000.0
154,GS건설,2011,7782408373.0,11263576376.0,184.57,15.76,35.14,494798615.0,2736344000.0,1656595000.0,549124000.0
155,GS건설,2012,7879037253.0,11775952203.0,199.76,20.89,33.36,869064953.0,1900484000.0,1327399567.0,500948610.0
156,GS건설,2013,8414467007.0,12427312942.0,293.36,34.17,25.42,499239807.0,2202998000.0,1382475859.0,702229308.0
157,GS건설,2014,8652947214.0,13094708930.0,265.61,29.93,27.35,613224585.0,1525084000.0,1513449004.0,1025712000.0
158,GS건설,2015,9549473789.0,13005492988.0,288.45,26.62,25.74,795522347.0,2057404879.0,1875842858.0,948108999.0
159,GS건설,2016,9736512655.0,13376589310.0,298.92,25.67,25.07,825250796.0,2203329667.0,2233989425.0,1027109102.0
160,GS건설,2017,9582340457.0,13696614624.0,322.77,28.52,23.65,1090697680.0,2754687007.0,2333025535.0,1684305238.0
161,GS건설,2018,7828165281.0,12033275313.0,231.98,17.48,30.12,1034194955.0,1981167000.0,1756860636.0,593863072.0
162,GS글로벌,2010,413026259.0,633931865.0,486.60,48.02,17.05,120908762.0,185652231.0,153150727.0,257958835.0
163,GS글로벌,2011,678387869.0,1066064452.0,312.92,47.38,24.22,118471541.0,307376370.0,188487588.0,358145600.0
164,GS글로벌,2012,645670508.0,1144032690.0,319.14,48.28,23.86,114097819.0,283959293.0,235302584.0,300420493.0
165,GS글로벌,2013,431383597.0,700315672.0,172.84,30.81,36.65,95428891.0,222007778.0,198330924.0,135971371.0
166,GS글로벌,2014,568236292.0,856611062.0,240.32,38.66,29.38,147128589.0,340534484.0,217078788.0,237710017.0
167,GS글로벌,2015,546421112.0,800714753.0,294.98,43.02,25.32,115511921.0,349651368.0,153880926.0,187585021.0
168,GS글로벌,2016,750971826.0,1326423033.0,274.42,38.21,26.71,146270981.0,479004549.0,258610215.0,219732929.0
169,GS글로벌,2017,841454183.0,1397854513.0,260.58,42.85,27.73,209411521.0,404785782.0,311469043.0,312497677.0
170,GS글로벌,2018,800861547.0,1336006542.0,231.44,38.49,30.17,183088045.0,495546751.0,322993084.0,242566419.0
171,HDC현대EP,2010,225208276.0,297373194.0,174.29,31.86,36.46,74218158.0,134362744.0,77942721.0,71277865.0
172,HDC현대EP,2011,302526881.0,385162508.0,239.34,38.68,29.47,94823169.0,180874318.0,102963597.0,116211092.0
173,HDC현대EP,2012,307629813.0,483464434.0,274.75,48.6,26.68,90896276.0,196736490.0,93472565.0,130604120.0
174,HDC현대EP,2013,365839221.0,547238482.0,265.21,45.19,27.38,114113628.0,225195006.0,125195801.0,137566791.0
175,HDC현대EP,2014,365843925.0,563822640.0,215.10,43.89,31.74,101573806.0,238628086.0,112378648.0,129151432.0
176,HDC현대EP,2015,356051256.0,560624379.0,156.38,38.39,39.01,88626477.0,224464533.0,90481714.0,152406737.0
177,HDC현대EP,2016,365387171.0,577184630.0,117.77,31.8,45.92,94818364.0,230905014.0,99061928.0,136314517.0
178,HDC현대EP,2017,389973778.0,612710406.0,118.96,31.73,45.67,123269206.0,237462559.0,110978347.0,135746962.0
179,HDC현대EP,2018,381127761.0,600353780.0,112.69,32.28,47.02,139901018.0,216255037.0,102262707.0,118116516.0
180,HD현대미포,2010,4798395003.0,9577174157.0,121.55,14.91,45.14,228655712.0,182593200.0,342587571.0,1427831737.0
181,HD현대미포,2011,4133477152.0,7824563657.0,129.55,21.38,43.56,283013642.0,150114769.0,261805718.0,1638596326.0
182,HD현대미포,2012,4169269323.0,7722829117.0,127.63,25.92,43.93,186604984.0,225086025.0,253782140.0,1790797115.0
183,HD현대미포,2013,6532648583.0,10227698199.0,215.57,27.18,31.69,253885067.0,285531057.0,288160992.0,2608461688.0
184,HD현대미포,2014,7450317892.0,10063720316.0,422.36,26.47,19.14,289306459.0,93905559.0,270687000.0,2381343835.0
185,HD현대미포,2015,6853970777.0,9438010980.0,425.27,41.22,19.04,255466974.0,235567000.0,286555880.0,3012533000.0
186,HD현대미포,2016,6546316620.0,9226316948.0,308.54,36.14,24.48,161880947.0,37498000.0,180507000.0,2501791000.0
187,HD현대미포,2017,6776200577.0,8319438717.0,255.66,5.56,28.12,95934524.0,194635564.0,202070891.0,223175871.0
188,HD현대미포,2018,1801359973.0,3463733941.0,49.48,8.17,66.90,160144060.0,29377564.0,190239522.0,241621510.0
189,HD현대인프라코어,2010,3855702977.0,11011597355.0,526.54,55.24,15.96,1419409646.0,1536571274.0,1208175099.0,600840988.0
190,HD현대인프라코어,2011,4232530064.0,11703674631.0,412.15,51.65,19.53,1782004736.0,1422428051.0,961054666.0,616572690.0
191,HD현대인프라코어,2012,3861994578.0,11544990462.0,283.71,53.35,26.06,1662008926.0,1199608423.0,583469351.0,1325079858.0
192,HD현대인프라코어,2013,3706205672.0,11481493540.0,223.51,49.16,30.91,1489497127.0,1232591957.0,687366064.0,730370021.0
193,HD현대인프라코어,2014,4019500373.0,11957427427.0,263.64,50.89,27.50,1705076986.0,1149806953.0,762582369.0,1153808869.0
194,HD현대인프라코어,2015,3876021130.0,11383172816.0,266.85,52.9,27.26,1555734717.0,1129632000.0,556003860.0,1256764552.0
195,HD현대인프라코어,2016,3049570551.0,10026808641.0,190.77,44.11,34.39,1177009111.0,900675672.0,585757892.0,952163757.0
196,HD현대인프라코어,2017,3767433938.0,10276090132.0,223.84,45.24,30.88,1254963516.0,1091755622.0,857644493.0,1409287187.0
197,HD현대인프라코어,2018,4426821770.0,11029166692.0,188.66,38.7,34.64,1524363766.0,1250162884.0,1037814764.0,937599856.0
198,HJ중공업,2010,2757267000.0,7525363000.0,284.77,49.89,25.99,292037000.0,243152000.0,341216000.0,339135000.0
199,HJ중공업,2011,2391530000.0,7036680000.0,276.93,54.92,26.53,360584000.0,283789000.0,214421000.0,410598000.0
200,HJ중공업,2012,2274211000.0,6585093000.0,283.85,56.24,26.05,223809000.0,240313000.0,247973000.0,354648000.0
201,HJ중공업,2013,2788908000.0,6683379000.0,307.77,56.46,24.52,601781000.0,227395000.0,228311000.0,534025000.0
202,HJ중공업,2014,2647534000.0,6470284000.0,311.31,52.4,24.31,655829000.0,276883000.0,292809000.0,489339000.0
203,HJ중공업,2015,2357300000.0,5754767000.0,388.51,53.01,20.47,873978000.0,183171000.0,352916000.0,660354000.0
204,HJ중공업,2016,2264280000.0,5278868000.0,475.29,59.38,17.38,675011000.0,162353000.0,291798000.0,514563000.0
205,HJ중공업,2017,1894161000.0,4206655000.0,628.81,58.61,13.72,709533000.0,130629000.0,279484000.0,243789000.0
206,HJ중공업,2018,1720906000.0,2733620000.0,완전잠식,61.17,완전잠식,519198000.0,109666000.0,197744000.0,104816000.0
207,HLB글로벌,2010,34669630.0,85364497.0,67.92,33.07,59.55,2932757.0,5587512.0,295430.0,16269450.0
208,HLB글로벌,2011,32147351.0,71972091.0,75.72,33.98,56.91,2368014.0,4221330.0,2942333.0,15591467.0
209,HLB글로벌,2012,28475763.0,65291329.0,78.11,35.44,56.15,1626651.0,4109595.0,2359819.0,14980000.0
210,HLB글로벌,2013,30235076.0,58528489.0,113.52,41.97,46.83,1000931.0,4093884.0,2478749.0,17244850.0
211,HLB글로벌,2014,32361876.0,56795640.0,117.45,42.1,45.99,1096093.0,4017125.0,2991762.0,18161714.0
212,HLB글로벌,2015,29709899.0,58354657.0,55.50,12.96,64.31,124550.0,4779234.0,31265.0,7564850.0
213,HLB글로벌,2016,26844967.0,57821449.0,30.48,16.84,76.64,67373.0,6416593.0,18841.0,0.0
214,HLB글로벌,2017,35772218.0,74925487.0,19.22,11.26,83.88,325232.0,2556187.0,9915.0,0.0
215,HLB글로벌,2018,87933978.0,159993622.0,121.12,38.99,45.22,3178463.0,2693340.0,95110.0,254610.0
216,HMM,2010,2792186000.0,8872377000.0,242.85,62.16,29.17,272452000.0,509504000.0,432132000.0,14575000.0
217,HMM,2011,2340425000.0,8799439000.0,403.84,68.35,19.85,412715000.0,510373000.0,638827000.0,89957000.0
218,HMM,2012,2413718000.0,8982427000.0,720.10,74.33,12.19,320371000.0,473718000.0,497746000.0,127108000.0
219,HMM,2013,2367774000.0,8842585000.0,"1,185.82",75.33,7.78,276024000.0,671830000.0,696395000.0,284362000.0
220,HMM,2014,1632047000.0,7265782000.0,959.87,72.69,9.44,201357000.0,453254000.0,613281000.0,527496000.0
221,HMM,2015,1151212000.0,5942501000.0,"2,499.12",81.67,3.85,94882000.0,379052000.0,521664000.0,681527000.0
222,HMM,2016,1289991000.0,4398098000.0,362.31,58.1,21.63,118150000.0,347737000.0,442766000.0,0.0
223,HMM,2017,1386678000.0,3602418000.0,301.64,56.96,24.90,112700000.0,328589000.0,383963000.0,0.0
224,HMM,2018,1747647000.0,4121440000.0,296.42,56.93,25.23,131521000.0,415813000.0,398910000.0,0.0
225,HS애드,2010,294085160.0,318191368.0,218.46,0.11,31.40,0.0,168066196.0,133407626.0,341670.0
226,HS애드,2011,342712727.0,366689626.0,248.24,0.47,28.72,0.0,180123872.0,164367618.0,1156484.0
