,종목명,업종명,종목코드,결산월,회계연도,주기,총자산(천원),유동자산(천원),매출채권(천원),재고자산(천원),유형자산(천원),부채및자본총계(천원),총부채(천원),유동부채(천원),매입채무(천원),단기차입금(천원),장기차입금(천원),총자본(천원),매출액(천원),매출원가(천원),영업이익(천원),연구개발비(천원),광고선전비(천원),당기순이익(천원),영업활동으로인한현금흐름(천원),투자활동으로인한현금흐름(천원),재무활동으로인한현금흐름(천원),자기자본비율(%),차입금의존도(%),부채비율(%),차입금비율(%),*매출원가율(%),ROE(당기순이익)(%),영업이익률(%),EBIT(천원),매출총이익률(%),총자산(천원)_증가율(%),유동자산(천원)_증가율(%),유형자산(천원)_증가율(%),부채및자본총계(천원)_증가율(%),총부채(천원)_증가율(%),유동부채(천원)_증가율(%),총자본(천원)_증가율(%),매출액(천원)_증가율(%),영업이익(천원)_증가율(%),당기순이익(천원)_증가율(%),영업활동으로인한현금흐름(천원)_증가율(%),투자활동으로인한현금흐름(천원)_증가율(%),총자산(천원)_회전율,총자본(천원)_회전율,총부채(천원)_회전율
557,SPC삼립,음식료품,A005610,12,2021,Annual,1222983111,445121394,277784092,131806285,680768503,1222983111,887952393,577185351,196575855,188265008,30000000,335030718,2946653787,2473891785,66177208,0,20496949,40471829,96896093,-47340378,-56370825,27.39,43.81,265.04,159.92,83.96,12.69,2.25,66177207.71,16.04,3.478513902,22.20014724,-4.709103325,3.478513902,1.032701045,1.646743338,10.57290338,15.88637507,29.44637725,-426.9149773,-9.456170525,-41.17526045,2.409398593,8.795174976,3.318481723
558,SPC삼립,음식료품,A005610,12,2022,Annual,1295399586,539519448,273091512,244817711,624243161,1295399586,906290707,649482563,215983968,231339149,30000000,389108878,3314547281,2794159008,89513471,0,18960869,53236797,47760262,-35414326,-12300908,30.04,41.15,232.91,136.99,84.3,14.7,2.7,89513471.49,15.7,5.921298042,21.2072606,-8.303166458,5.921298042,2.065236171,12.5258224,16.14125425,12.4851279,35.26329337,31.54037837,-50.70981655,-25.19213514,2.558706454,8.518302893,3.657267205
559,SPC삼립,음식료품,A005610,12,2023,Annual,1293732305,585928491,327385616,224415016,583712650,1293732305,874719615,683473600,242734201,226895412,0,419012690,3433322296,2899131698,91734323,0,24117430,50228465,123035979,-50455867,-72337026,32.39,38.11,208.76,117.66,84.44,12.43,2.67,91734322.54,15.56,-0.128707853,8.601922168,-6.492744099,-0.128707853,-3.483550229,5.233556517,7.685204242,3.583446092,2.481025454,-5.650850858,157.6116082,42.47304043,2.653811985,8.193838463,3.925054654
561,STX,유통업,A011810,12,2020,Annual,650840000,319912000,145397000,102015000,225864000,650840000,543156000,458275000,103468000,277547000,27300000,107684000,975567000,935285000,-587000,0,41000,-9942000,57915000,-12083000,-57741000,16.55,55.73,504.4,336.84,95.87,-12.13,-0.06,-587000,4.13,16.19922622,-17.2072536,150.1594896,16.19922622,7.808406244,4.199351532,91.29878666,-33.34988939,-121.0394265,-70.07044374,10868.75,-54.79103528,1.498935222,9.059535307,1.7961083
562,STX,유통업,A011810,12,2021,Annual,676149000,366237000,181467000,111881000,245426000,676149000,553619000,448391000,124360000,252281000,30523000,122530000,925509000,870164000,9040000,0,61000,-23318000,-12528000,1726000,2746000,18.12,51.88,451.82,286.28,94.02,-20.26,0.98,9040000,5.98,3.888666953,14.48054465,8.66096412,3.888666953,1.926334239,-2.156783591,13.78663497,-5.131169874,-1640.034072,134.5403339,-121.6317016,-114.284532,1.368794452,7.553325716,1.671743564
563,STX,유통업,A011810,12,2022,Annual,741784000,465066000,256567000,91873000,218439000,741784000,639377000,541861000,98020000,348729000,27979000,102407000,972571000,949474000,-8827000,0,84000,-18650000,-84572000,-16846000,99770000,13.81,59.48,624.35,430.82,97.63,-16.58,-0.91,-8827000,2.37,9.707179926,26.98498513,-10.9959825,9.707179926,15.49043656,20.84564588,-16.42291684,5.084985667,-197.6438053,-20.01886954,575.063857,-1076.013905,1.311124263,9.497114455,1.521122906
564,STX,유통업,A011810,12,2023,Annual,578680000,320667000,120311000,64659000,205004000,578680000,430038000,397619000,56936000,292426000,6953000,148642000,903772000,886640000,-15004000,0,226000,-50368000,-61243000,-2253000,91986000,25.69,54.95,289.31,213.92,98.1,-40.13,-1.66,-15004000,1.9,-21.988072,-31.04914141,-6.15045848,-21.988072,-32.74109015,-26.61974196,45.14828088,-7.073930849,69.97847513,170.0697051,-27.58477983,-86.62590526,1.561781987,6.080192678,2.101609625
566,STX엔진,기계,A077970,12,2020,Annual,809261679,438696469,133537639,152224110,271996993,809261679,542790928,480640015,46898886,101516656,899300,266470752,586695268,531531908,14343662,1947706,225294,20647153,57388056,30207958,-38595894,32.93,32.88,203.7,99.86,90.6,8.19,2.44,14343662.49,9.4,-2.307393395,-0.066710962,-0.466124488,-2.307393395,-8.143198719,35.28867087,12.21443261,-3.916196639,-52.25353226,1.325460887,-21.28917853,114.1351968,0.724975967,2.201724818,1.080886282
567,STX엔진,기계,A077970,12,2021,Annual,837479879,427101245,92652747,181565958,294844151,837479879,553504812,490794110,41554151,257874258,0,283975067,493455302,452220620,3644391,2525350,530861,1005292,18198738,-10101212,-16848169,33.91,31.12,194.91,91.78,91.64,0.37,0.74,3644391.05,8.36,3.486906736,-2.643108577,8.399783302,3.486906736,1.97385097,2.112619566,6.568944197,-15.89240123,-74.59232517,-95.1310866,-68.28828284,-133.4389104,0.589214517,1.737671223,0.89151041
568,STX엔진,기계,A077970,12,2022,Annual,853387673,468459983,96745271,188620080,277600662,853387673,593142012,539905387,55272369,237830134,0,260245660,544021694,507139309,-8815780,3051600,548862,-26682910,26577728,-15224841,-27816555,30.5,28.23,227.92,92.58,93.22,-9.81,-1.62,-8815779.97,6.78,1.899483725,9.683591065,-5.848340197,1.899483725,7.161130155,10.00649274,-8.356158606,10.24741082,-341.8999498,-2754.244737,46.04159915,50.72291325,0.637484828,2.090416009,0.917186244
569,STX엔진,기계,A077970,12,2023,Annual,899134400,490898756,131417796,205831353,276835709,899134400,639500162,577722382,71002119,259304392,0,259634238,630377734,562476184,18868404,4214562,714689,5684681,-13276886,3664004,7779583,28.88,29.07,246.31,100.67,89.23,2.19,2.99,18868403.98,10.77,5.360603211,4.789901766,-0.275558781,5.360603211,7.815691531,7.004374453,-0.234940325,15.87363904,-314.0298873,-121.3045766,-149.9549322,-124.065959,0.701094001,2.427945324,0.985735065
571,STX중공업,기계,A071970,12,2020,Annual,467363346,152537363,23351383,56957772,304824509,467363346,293443430,258518955,15020070,67856730,0,173919916,247959834,220242415,2319415,0,0,1103386,15239525,22534366,-4380260,37.21,36.61,168.72,98.38,88.82,0.73,0.94,2319414.95,11.18,4.427311605,-31.06824276,41.98662198,4.427311605,-7.589828784,30.20845823,33.77997652,-2.371383592,-121.6857966,-103.0738585,-213.9704194,-473.6493444,0.530550451,1.425712706,0.845000462
572,STX중공업,기계,A071970,12,2021,Annual,430406730,182389805,19650321,52868824,239141451,430406730,276445468,244851204,21843076,78390037,0,153961262,137403818,121691317,-8032257,0,0,-7828438,13475983,24101301,-34854131,35.77,33.76,179.56,94.39,88.56,-4.78,-5.85,-8032257.08,11.44,-7.90746992,19.57057695,-21.54782705,-7.90746992,-5.792585644,-5.286943466,-11.47577256,-44.58625989,-446.3052968,-809.4922357,-11.57215858,6.953534881,0.319241797,0.892457078,0.497037694
573,STX중공업,기계,A071970,12,2022,Annual,416290994,165093772,35584067,70980973,241806461,416290994,224154880,184789559,18136546,80976875,0,192136114,177460633,148992284,11120635,0,0,14143937,-20431015,47986226,-58909849,46.15,24.04,116.66,52.1,83.96,8.17,6.27,11120635.29,16.04,-3.279627156,-9.483004272,1.114407389,-3.279627156,-18.91533559,-24.52985487,24.79510203,29.15262151,-238.449691,-280.6738075,-251.6105727,99.10222274,0.426289868,0.923619351,0.791687573
574,STX중공업,기계,A071970,12,2023,Annual,454013908,196470092,34491804,89074959,146404061,454013908,228637993,206642831,28697434,87419644,0,225375915,245020791,202155581,17925000,0,0,31641505,36374056,-13486354,-18577168,49.64,19.99,101.45,40.28,82.51,15.16,7.32,17924999.73,17.49,9.061669492,19.0051506,-39.45403262,9.061669492,2.00000687,11.82603179,17.30013182,38.07050435,61.1868387,123.710732,-278.033524,-128.1046357,0.53967684,1.087164931,1.071653874
576,SUN&L,종이목재,A002820,12,2020,Annual,528379079,225466215,66684372,52400839,256579668,528379079,325109521,234293582,52809779,118607914,70149705,203269558,412530215,375514957,-3864093,1067028,389570,-10471827,7890427,7442071,-8300020,38.47,41.91,159.94,108.95,91.03,-4.99,-0.94,-3864093.44,8.97,-2.791785848,0.179439597,-0.877863294,-2.791785848,-0.502884582,2.197758665,-6.241511147,-9.515331462,-79.38981012,-73.79624512,-57.58592699,-187.7137044,0.780746686,2.029473666,1.268896136
577,SUN&L,종이목재,A002820,12,2021,Annual,566176957,272648391,69396662,91501752,250544009,566176957,397875441,305863901,47266809,179190055,80919087,168301516,465318350,441278219,-21880825,971252,353767,-35296250,-43645136,-7896566,67083072,29.73,51.26,236.41,172.43,94.83,-19,-4.7,-21880824.55,5.17,7.153553103,20.92649491,-2.352352798,7.153553103,22.3819714,30.54728106,-17.20279335,12.79618634,466.26031,237.0591397,-653.140356,-206.1071038,0.821860276,2.764790009,1.169507595
578,SUN&L,종이목재,A002820,12,2022,Annual,524434320,231592368,70456942,76600745,251692334,524434320,373988182,278933732,40407891,168559457,88970123,150446137,506691214,477268675,-17708727,814223,312080,-19156598,-7752484,-16332078,-1457188,28.69,54.78,248.59,190.97,94.19,-12.02,-3.49,-17708726.75,5.81,-7.372719162,-15.05823044,0.458332652,-7.372719162,-6.003702802,-8.804624839,-10.60916112,8.891302911,-19.06737063,-45.72625137,-82.2374617,106.825068,0.966167153,3.367924389,1.354832153
579,SUN&L,종이목재,A002820,12,2023,Annual,628100647,263637310,68759499,39186821,346233655,628100647,396711706,343191450,44969005,170941914,37118047,231388941,441061877,424949835,-30185395,730580,541348,-159209216,-9592952,16404994,-13947945,36.84,43.92,171.45,119.23,96.35,-83.39,-6.84,-30185394.86,3.65,19.76726599,13.83678671,37.56225686,19.76726599,6.076000551,23.03691186,53.80184936,-12.95253109,70.45491186,731.0933705,23.74036502,-200.4464588,0.702215288,1.906149339,1.11179446
581,TBH글로벌,섬유의복,A084870,12,2020,Annual,139428591,69668750,18213104,48627764,31569965,139428591,61332793,44621398,6928289,22924182,2014973,78095798,173139708,80377018,-6925018,1820078,4557791,-30794073,17250274,-9031450,-8476885,56.01,28.81,78.54,51.44,46.42,-33.15,-4,-6925018.11,53.58,-20.56907922,-20.08382138,-5.640961158,-20.56907922,-9.610138707,-10.91742969,-27.47471064,-17.85708442,-256.2399713,-60.21466434,72.7354492,-142.2378718,1.241780518,2.217016951,2.822954891
582,TBH글로벌,섬유의복,A084870,12,2021,Annual,117022490,71417874,16750758,44222860,25399856,117022490,62327748,49743919,9278543,23751538,0,54694742,188075550,81503618,5337806,1970975,4883746,-19619878,19764603,-8555552,-7174049,46.74,31.15,113.96,66.64,43.34,-29.55,2.84,5337805.56,56.66,-16.06994723,2.510629228,-19.5442377,-16.06994723,1.622223531,11.47996528,-29.964552,8.626468285,-177.0800307,-36.28683676,14.57558877,-5.269342132,1.607174399,3.438640409,3.017525196
583,TBH글로벌,섬유의복,A084870,12,2022,Annual,112327632,83592436,15282722,57623217,17254923,112327632,52145159,46335440,10342634,16931469,300000,60182472,203091521,85678566,1957768,0,5831527,4927301,-7881679,19189224,-10897710,53.58,22.54,86.65,42.07,42.19,8.58,0.96,1957768.08,57.81,-4.011927964,17.04693982,-32.06684715,-4.011927964,-16.33716816,-6.852051605,10.03337761,7.984010149,-63.32260858,-125.1138208,-139.8777501,-324.2897244,1.808028153,3.374595862,3.894733948
584,TBH글로벌,섬유의복,A084870,12,2023,Annual,110046703,78531513,13336753,50813642,17411417,110046703,47020622,37927184,6352588,15745753,300000,63026081,197103368,80914016,7860055,0,7401635,6736053,10510451,-283249,-7053792,57.27,23.68,74.61,41.35,41.05,10.93,3.99,7860055.41,58.95,-2.030603654,-6.054283428,0.906952758,-2.030603654,-9.827445343,-18.14649003,4.724978728,-2.948499755,301.4804103,36.70877829,-233.3529442,-101.4760837,1.791088353,3.127330224,4.19184944
586,TCC스틸,철강금속,A002710,12,2020,Annual,306758932,136857884,52142121,54240200,61181028,306758932,185628052,133757972,18949735,30931507,6539560,121130879,431797912,411335226,970928,0,2309,-1687460,-5592098,-4691300,8170194,39.49,45.81,153.25,116.01,95.26,-1.42,0.22,970928.26,4.74,-2.371392679,-8.143921652,3.13320944,-2.371392679,-5.94775408,-19.42092308,3.66965847,-1.229714303,-92.44776633,-133.4995147,-17.11493283,-60.69856411,1.407613168,3.564722023,2.326145792
587,TCC스틸,철강금속,A002710,12,2021,Annual,366996615,201980329,78207462,74684208,63370170,366996615,211767466,138686005,33775524,76517990,5162285,155229149,536651129,487779233,25597716,0,27185,28723275,7630671,27690011,-7758386,42.3,34.12,136.42,80.67,90.89,20.79,4.77,25597715.87,9.11,19.63681468,47.58399231,3.578138635,19.63681468,14.08160767,3.684291057,28.1499402,24.28293748,2536.41753,-1802.160348,-236.4545292,-690.2417454,1.462278144,3.457154358,2.534152857
588,TCC스틸,철강금속,A002710,12,2022,Annual,507482317,276384672,97678603,117113468,122062848,507482317,298677336,251903596,65996328,112275484,35054894,208804980,684414631,605629956,43983211,0,40309,29566778,-12037744,-64577595,67933266,41.15,36.82,143.04,89.5,88.49,16.24,6.43,43983210.88,11.51,38.27983591,36.83742044,92.61877947,38.27983591,41.04023703,81.63591633,34.51402739,27.53436898,71.82474796,2.936653289,-257.7547243,-333.2162129,1.34864725,3.277769673,2.291484986
589,TCC스틸,철강금속,A002710,12,2023,Annual,559737446,229620812,80963890,111271347,212663883,559737446,324690124,219768079,40995694,142521520,63359722,235047322,624418627,583082303,11250766,0,103109,-8293018,5768738,-100750359,88625183,41.99,47.39,138.14,112.85,93.38,-3.74,1.8,11250766.4,6.62,10.29693592,-16.91984569,74.22490666,10.29693592,8.709327714,-12.75706957,12.5678717,-8.766031771,-74.42031688,-128.0484333,-147.9220857,56.014418,1.115556287,2.656565587,1.923121712
591,TKG휴켐스,화학,A069260,12,2020,Annual,866585515,434528069,64548532,27761610,200260047,866585515,179440954,90822911,37775825,4958005,0,687144561,593511362,463902577,95247595,0,0,49786681,90693584,9720297,-93259665,79.29,7.28,26.11,9.18,78.16,7.33,16.05,95247595.16,21.84,-5.173863929,1.802198843,-7.15530304,-5.173863929,-25.91713951,-45.94773447,2.30675181,-10.04304616,-10.44503108,-29.1920604,-15.46287601,-110.6766123,0.684884933,0.863735807,3.307557995
592,TKG휴켐스,화학,A069260,12,2021,Annual,949304335,520470014,99503422,49093707,195922398,949304335,229725000,183240466,74470902,6691635,12000000,719579335,861204656,731813243,93395047,0,0,77566604,83804209,-75153159,-28716473,75.8,8.06,31.92,10.63,84.98,11.03,10.84,93395046.79,15.02,9.545373026,19.77822634,-2.16600818,9.545373026,28.02261406,101.7557728,4.720225676,45.10331413,-1.944981393,55.79790105,-7.596320154,-873.1570239,0.907195537,1.196816826,3.748850391
593,TKG휴켐스,화학,A069260,12,2022,Annual,941352875,514165803,156946484,66467957,269579193,941352875,201162049,156580123,88170766,16905669,15000000,740190827,1235837871,1078570599,117135007,0,0,81809433,44370415,63150224,-79658324,78.63,4.09,27.18,5.2,87.27,11.21,9.48,117135007.1,12.73,-0.837609153,-1.21125345,37.59488234,-0.837609153,-12.43354054,-14.54937525,2.864380757,43.50106707,25.41886402,5.469917182,-47.05467001,-184.028702,1.312831674,1.669620625,6.143494149
594,TKG휴켐스,화학,A069260,12,2023,Annual,1099714172,539940303,137170909,58207874,361200114,1099714172,259255639,212375604,152421750,4871297,15000000,840458533,1052689288,886226585,121230241,0,0,134775149,221565666,-139460719,-49158935,76.43,2.9,30.85,3.79,84.19,17.05,11.52,121230241.1,15.81,16.82273473,5.01287714,33.98664414,16.82273473,28.87900093,35.63382116,13.54619678,-14.81979047,3.496165753,64.74279806,399.3545046,-320.8396268,0.957238994,1.252517818,4.060429667
596,TP,섬유의복,A007980,12,2020,Annual,675981153,344776968,51768978,182656804,189555130,675981153,498737792,368076207,41924963,209361141,12531639,177243361,785040342,675894447,-1965768,31479,810549,-12389207,26710755,-33568267,65302251,26.22,56.7,281.39,216.23,86.1,-6.85,-0.25,-1965767.68,13.9,10.21683736,10.42582569,8.273354679,10.21683736,16.25936845,0.433994311,-3.845650762,-19.20452368,-104.548785,-210.2881973,-407.2185226,228.5147412,1.161334659,4.429166416,1.574054252
597,TP,섬유의복,A007980,12,2021,Annual,764951832,407148189,82622388,241042233,192745837,764951832,600094345,325062628,82969702,186639693,122274074,164857487,892927654,773964634,1375376,30505,631361,-14021096,-43664201,-34007618,26536438,21.55,57.29,364.01,265.81,86.68,-8.2,0.15,1375375.95,13.32,13.16171,18.09030962,1.683260696,13.16171,20.32261333,-11.68605256,-6.988060896,13.74290036,-169.9663439,13.17185999,-263.470486,1.308828365,1.16729919,5.416360945,1.487978784
598,TP,섬유의복,A007980,12,2022,Annual,721226343,351971143,47932873,229932539,194770253,721226343,519858776,368426160,52630116,190106257,79328745,201367567,1084607023,897926965,68441025,11845,821069,24808819,58665278,1381445,-62251892,27.92,53.25,258.16,190.72,82.79,13.55,6.31,68441024.83,17.21,-5.716110109,-13.55207944,1.050303359,-5.716110109,-13.37049243,13.34005458,22.14644944,21.46639407,4876.168335,-276.9392279,-234.3555514,-104.0621634,1.503837226,5.386205133,2.086349357
599,TP,섬유의복,A007980,12,2023,Annual,686463961,313110286,40726010,194334624,194469025,686463961,478794359,286432286,44883154,176093344,76642193,207669602,920175022,767294387,40575172,0,909268,6012388,49017795,-32066548,-27022752,30.25,51.55,230.56,170.39,83.39,2.94,4.41,40575172.34,16.61,-4.819899098,-11.04092133,-0.154658114,-4.819899098,-7.899148556,-22.25517157,3.129617691,-15.16051413,-40.71513102,-75.76511804,-16.44496256,-2421.232333,1.340456418,4.430956737,1.921858528
601,TYM,기계,A002900,12,2020,Annual,656859440,406652440,101241082,178200466,212706864,656859440,486125602,386311967,100414446,91941741,8180000,170733838,713300783,588230054,29086928,0,3244206,6416878,55636851,-12667957,-15143076,25.99,38.92,284.73,149.72,82.47,4.04,4.08,29086927.86,17.53,4.493025105,3.137764212,5.95213036,4.493025105,0.959280301,-1.966394492,16.05942615,15.54134044,112.2812685,22.82455527,241.8566867,-68.6521766,1.085926059,4.177852448,1.46731787
602,TYM,기계,A002900,12,2021,Annual,707428248,410107504,102181832,253099803,252156268,707428248,458227293,380950566,146217092,140878424,1180000,249200955,841455916,683798315,35264240,0,5610915,39502411,36552742,-40637784,-56738681,35.23,27.81,183.88,78.95,81.26,18.81,4.19,35264240.17,18.74,7.698573686,0.849635625,18.54637093,7.698573686,-5.738909633,-1.387842329,45.95873783,17.96649269,21.23741634,515.6017147,-34.30120263,220.791932,1.189457614,3.376615936,1.836328671
603,TYM,기계,A002900,12,2022,Annual,782128427,473214647,131815475,287945336,256670310,782128427,447666197,400434022,123321891,168775944,958620,334462229,1166138767,892256933,122015644,0,7474416,98186110,20784599,-24440509,4870536,42.76,26.94,133.85,63,76.51,33.64,10.46,122015643.8,23.49,10.55940008,15.3879513,1.7901764,10.55940008,-2.304772361,5.114431566,34.21386327,38.58584209,246.0038952,148.5572589,-43.13805788,-39.85767285,1.490981183,3.48660825,2.604929242
604,TYM,기계,A002900,12,2023,Annual,849110905,516796324,113790638,322609210,266974035,849110905,466443819,395279274,82008521,239625107,663660,382667086,836475030,613751605,76461605,0,9735992,60426832,15065239,-33716372,39676840,45.07,31.34,121.89,69.55,73.37,16.85,9.14,76461605.33,26.63,8.564127794,9.209705844,4.014381328,8.564127794,4.194558831,-1.287290219,14.41264598,-28.26968336,-37.33458883,-38.45684283,-27.51729778,37.9528225,0.985118699,2.185907962,1.79330285
606,WISCOM,화학,A024070,12,2020,Annual,130666515,69866065,23889436,5252477,54573816,130666515,13938143,11490261,5167114,0,0,116728371,102450919,97647474,-1721061,687768,5294,-1001070,5893727,-2513137,-2172021,89.33,0,11.94,0,95.31,-0.85,-1.68,-1721060.86,4.69,-3.291626516,-9.368181516,4.103022319,-3.291626516,-15.92465822,-15.75127261,-1.524799208,-11.25954132,-328.4149546,-195.5728336,52.82706871,-52.12410326,0.784064066,0.877686531,7.350399476
607,WISCOM,화학,A024070,12,2021,Annual,135283854,67404348,28341586,6497045,56682021,135283854,15140908,13563310,6306222,0,0,120142945,117607135,111450023,-34184,634060,0,1211762,525775,-1531644,-1724926,88.81,0,12.6,0,94.76,1.02,-0.03,-34184.36,5.24,3.533681908,-3.523480248,3.863033877,3.533681908,8.629305927,18.04179209,2.925230577,14.79363597,-98.01378336,-221.0466801,-91.07907441,-39.05449643,0.869336078,0.978893392,7.767508725
608,WISCOM,화학,A024070,12,2022,Annual,128503266,68374204,28924810,7685911,49559169,128503266,15926877,14870293,5787425,3075000,0,112576389,125682313,118489982,744304,610634,0,-7425222,2594007,-5498467,1970015,87.61,2.39,14.15,2.73,94.28,-6.38,0.59,744304.21,5.72,-5.012119185,1.438862668,-12.56633386,-5.012119185,5.191029494,9.636165508,-6.29796115,6.866231373,-2277.346127,-712.7624071,393.3682659,258.9911886,0.978047616,1.116418053,7.891208867
609,WISCOM,화학,A024070,12,2023,Annual,122990007,53349134,25050681,6651419,47847491,122990007,12077939,11295643,4984522,0,0,110912067,112319255,108844853,-2854536,504293,0,-475565,5845489,-798489,-4184227,90.18,0,10.89,0,96.91,-0.43,-2.54,-2854535.88,3.09,-4.290364885,-21.97476405,-3.453806903,-4.290364885,-24.16630705,-24.03886729,-1.478393484,-10.63240935,-483.5174875,-93.59527567,125.3459224,-85.4779705,0.91323887,1.01268742,9.299538191
611,가온전선,전기전자,A000500,12,2020,Annual,542461378,285786919,167931604,70310727,223241035,542461378,278899162,192305201,81123893,30009875,46292000,263562216,857415249,809450189,12650885,0,0,9505568,4026669,-10280429,10103870,48.59,23.69,105.82,48.75,94.41,3.65,1.48,12650885.27,5.59,5.830937604,7.935760689,4.721078666,5.830937604,9.010851557,14.41969033,2.661959458,3.270145903,77.71416571,74.00210584,-138.4221098,13.8326347,1.580601465,3.253179693,3.074284063
612,가온전선,전기전자,A000500,12,2021,Annual,658966429,401943906,229277143,107032910,232885164,658966429,390851138,246544293,159133234,55203213,82423088,268115290,1070383205,1008608967,16571778,0,0,5854429,-11282516,-11167312,39034191,40.69,26.97,145.78,66.3,94.23,2.2,1.55,16571777.89,5.77,21.47711445,40.64461292,4.320052091,21.47711445,40.14066417,28.20469323,1.727513932,24.83836814,30.99303329,-38.41052949,-380.1947714,8.626906523,1.624336473,3.992249771,2.738595595
613,가온전선,전기전자,A000500,12,2022,Annual,752332445,491767370,252797447,126607484,235335436,752332445,449261889,319323694,200327472,31136498,66205140,303070556,1416454404,1327920806,28462569,0,0,10463889,25464636,-5427267,8951772,40.28,23.89,148.24,59.3,93.75,3.66,2.01,28462568.69,6.25,14.16855425,22.34726355,1.052137439,14.16855425,14.94450069,29.51980762,13.03740119,32.33152364,71.75326027,78.73457856,-325.6999768,-51.40041758,1.882750656,4.673678706,3.152847902
614,가온전선,전기전자,A000500,12,2023,Annual,801805532,545333237,288289347,121163677,239530221,801805532,470794089,376758135,202972189,60483427,47077400,331011443,1498606544,1385917013,43720039,0,0,17898342,19382900,-13425533,9361782,41.28,23.31,142.23,56.46,92.48,5.65,2.92,43720038.99,7.52,6.575960844,10.8925216,1.782470618,6.575960844,4.792794699,17.98627602,9.21926807,5.799843593,53.60538608,71.04866078,-23.8830667,147.3718909,1.869039916,4.527355702,3.183146473
616,강남제비스코,화학,A000860,12,2020,Annual,712155829,201087840,70214602,47598990,274401319,712155829,129656840,68582777,48429204,2050605,16000000,582498989,340807353,298412645,2724672,0,1092000,25067504,30540526,-21026070,12253108,81.79,2.85,22.26,3.49,87.56,4.38,0.8,2724671.5,12.44,5.932958102,12.47273937,2.357027047,5.932958102,16.71286611,14.46738951,3.798981421,2.486303781,-238.7263742,43.96257772,172.9452953,-266.8070207,0.478557275,0.585078016,2.628533543
617,강남제비스코,화학,A000860,12,2021,Annual,904010952,296850342,133230224,92591499,415449863,904010952,242083988,134446268,87487998,1979979,50746200,661926965,590984000,545839622,-12719975,0,2064000,47442441,-1788547,80423142,-89822393,73.22,6.09,36.57,8.32,92.36,7.62,-2.15,-12719974.98,7.64,26.94004812,47.6222242,51.40228353,26.94004812,86.71131272,96.03503078,13.6357277,73.40705674,-566.844266,89.25873513,-105.8563071,-482.4925057,0.653735443,0.892823576,2.441235395
618,강남제비스코,화학,A000860,12,2022,Annual,957791315,318471402,135972582,99412080,422547306,957791315,278945532,190999009,85952115,32185903,50554350,678845783,673166188,607906966,4405119,0,1310000,11666578,14382476,-60048012,58719566,70.88,12.47,41.09,17.6,90.31,1.74,0.65,4405118.56,9.69,5.949083126,7.283488324,1.708375338,5.949083126,15.22675841,42.0634517,2.555994678,13.90599204,-134.6315067,-75.40898454,-904.1430278,-174.6650908,0.702831794,0.991633453,2.413253165
619,강남제비스코,화학,A000860,12,2023,Annual,985686727,329042678,132020220,89123988,439168276,985686727,293589356,220270858,83365006,47067703,37856250,692097371,638789181,552056004,23167971,0,1452000,21726050,65766942,-65231590,6068063,70.21,13.14,42.42,18.71,86.42,3.17,3.63,23167970.91,13.58,2.912472849,3.319379993,3.933516973,2.912472849,5.249707316,15.32565491,1.952076353,-5.10676377,425.9329203,86.22470102,357.2713488,8.632389029,0.648065114,0.922975881,2.175791349
621,강원랜드,서비스업,A035250,12,2020,Annual,3641632201,1498178291,2103086,2159928,1349374167,3641632201,394603621,329969961,1226093,0,0,3247028580,478578866,544499638,-431583874,8215,8830255,-275879104,-655676332,844645283,-183581193,89.16,1.76,12.15,1.98,113.77,-7.92,-90.18,-431583873.6,-13.77,-17.94650054,-20.2329176,-1.546355861,-17.94650054,-45.22134828,-49.34003127,-12.66167297,-68.51621463,-186.1181601,-182.437142,-260.7566485,-499.7206511,0.131418781,0.147389792,1.212809109
622,강원랜드,서비스업,A035250,12,2021,Annual,3827273464,1657033997,3383359,3404349,1303997346,3827273464,574480852,506759505,2653307,0,4550000,3252792611,788432830,726783225,-52695286,10650,6559711,-10582086,210874269,-73863428,3335306,84.99,1.77,17.66,2.09,92.18,-0.33,-6.68,-52695285.79,7.82,5.097748832,10.60325777,-3.362804929,5.097748832,45.58428292,53.5774661,0.177517101,64.74459823,-87.79025604,-96.16423069,-132.1613361,-108.744905,0.206003788,0.242386443,1.372426648
623,강원랜드,서비스업,A035250,12,2022,Annual,4167752671,1328836088,4610524,4027396,1257950924,4167752671,752374770,687658757,3283415,0,4550000,3415377901,1270685819,921790727,217565214,72608,13406529,115612768,420172246,-524207089,-1303699,81.95,1.57,22.03,1.92,72.54,3.47,17.12,217565214.2,27.46,8.896129587,-19.80634734,-3.531174518,8.896129587,30.96603087,35.6972588,4.998329419,61.16602083,-512.8741497,-1192.532871,99.25249676,609.6977533,0.304885131,0.372048381,1.688900093
624,강원랜드,서비스업,A035250,12,2023,Annual,4448655838,1391068809,5998292,5522131,1234407714,4448655838,770755022,701132109,3396652,0,3050000,3677900816,1388572378,979376845,282263015,34004,10220326,340880761,337848836,-202685724,-70037133,82.67,1.28,20.96,1.55,70.53,9.61,20.33,282263014.9,29.47,6.739919308,4.683250369,-1.871552344,6.739919308,2.44296496,1.959307849,7.686496857,9.277396288,29.73719916,194.8469852,-19.59277672,-61.33479912,0.312133019,0.377544814,1.801574221
