,종목명,업종명,종목코드,결산월,회계연도,주기,총자산(천원),유동자산(천원),매출채권(천원),재고자산(천원),유형자산(천원),부채및자본총계(천원),총부채(천원),유동부채(천원),매입채무(천원),단기차입금(천원),장기차입금(천원),총자본(천원),매출액(천원),매출원가(천원),영업이익(천원),연구개발비(천원),광고선전비(천원),당기순이익(천원),영업활동으로인한현금흐름(천원),투자활동으로인한현금흐름(천원),재무활동으로인한현금흐름(천원),자기자본비율(%),차입금의존도(%),부채비율(%),차입금비율(%),*매출원가율(%),ROE(당기순이익)(%),영업이익률(%),EBIT(천원),매출총이익률(%),총자산(천원)_증가율(%),유동자산(천원)_증가율(%),유형자산(천원)_증가율(%),부채및자본총계(천원)_증가율(%),총부채(천원)_증가율(%),유동부채(천원)_증가율(%),총자본(천원)_증가율(%),매출액(천원)_증가율(%),영업이익(천원)_증가율(%),당기순이익(천원)_증가율(%),영업활동으로인한현금흐름(천원)_증가율(%),투자활동으로인한현금흐름(천원)_증가율(%),총자산(천원)_회전율,총자본(천원)_회전율,총부채(천원)_회전율
1559,삼성중공업,운수장비,A010140,12,2023,Annual,15593389152,9245491743,388277470,1729150315,5208721659,15593389152,12184181554,11231917003,832784826,1849594460,311572000,3409207598,8009429912,7363956147,233344768,67821164,0,-155556376,-516466559,-194744489,375999702,21.86,24.43,357.39,111.75,91.94,-4.46,2.91,233344768.1,8.06,7.602222791,9.90910464,-0.509552171,7.602222791,11.57920044,21.87348042,-4.555785304,34.73301874,-127.3102816,-75.20665466,-69.49437443,-117.6708385,0.513642662,2.349352359,0.657362981
1561,삼성출판사,서비스업,A068290,12,2020,Annual,292398203,94523150,10442425,55002881,27710117,292398203,118739112,60820101,5512212,24097400,9000000,173659091,167106176,79098822,-4508254,0,557152,53270131,27149292,7653492,-32029514,59.39,27.21,68.37,45.82,47.33,36.1,-2.7,-4508253.73,52.67,21.00727714,-0.406388871,-22.13497467,21.00727714,-1.179831257,-13.96571614,42.95268901,-17.2919296,-193.9615984,706.7406063,-25.4831228,-200.0900007,0.571502062,0.962265638,1.40733894
1562,삼성출판사,서비스업,A068290,12,2021,Annual,338722413,108574220,12314643,48699107,24847004,338722413,115319935,62500663,7441843,15000000,0,223402478,187479540,86232970,7997004,0,631876,5934977,44630629,-11655283,-35185593,65.95,16.68,51.62,25.29,46,2.99,4.27,7997004.01,54,15.84285044,14.86521556,-10.33237427,15.84285044,-2.879570971,2.76316871,28.64427466,12.19186776,-277.385835,-88.85871522,64.3896607,-252.2871259,0.553490211,0.839200808,1.625734007
1563,삼성출판사,서비스업,A068290,12,2022,Annual,211487638,42688650,5288379,14398866,4401225,211487638,35896218,6848508,1179404,0,0,175591419,44923919,23207614,-1259377,0,761456,16441994,19738978,-87735,-15705170,83.03,0.07,20.44,0.09,51.66,8.24,-2.8,-1259376.55,48.34,-37.56314023,-60.68251745,-82.28669742,-37.56314023,-68.87249546,-89.04250344,-21.40131096,-76.0379618,-115.7481102,177.0355134,-55.77257493,-99.24725123,0.212418652,0.255843476,1.251494489
1564,삼성출판사,서비스업,A068290,12,2023,Annual,196570540,27760118,4995714,11124145,3781975,196570540,30442278,6098730,882278,0,0,166128263,41805583,21066216,-1311945,0,811332,8753854,1948124,-1642634,-2223700,84.51,0.09,18.32,0.1,50.39,5.12,-3.14,-1311944.88,49.61,-7.053413685,-34.97072875,-14.06994644,-7.053413685,-15.19363405,-10.94804883,-5.38930436,-6.941371255,4.174127366,-46.75917045,-90.13057312,1772.267624,0.212674712,0.251646422,1.373273807
1566,삼아알미늄,철강금속,A006110,12,2020,Annual,207542630,76354445,29041484,42259001,121803170,207542630,97148386,79101999,12067537,56112108,7999920,110394244,197013477,177371797,7380513,177985,177710,3511621,11375684,-11726430,-1392638,53.19,32.62,88,61.33,90.03,3.2,3.75,7380512.54,9.97,-0.446276027,-3.454884881,1.356863469,-0.446276027,-2.505224813,-8.417714841,1.43892647,3.081390627,14.58788723,-29.09123805,21.07185627,16.65315413,0.949267517,1.784635411,2.027964489
1567,삼아알미늄,철강금속,A006110,12,2021,Annual,227237961,99114672,38182436,52423261,118882736,227237961,105209850,92624712,20255780,54954195,5333280,122028111,252965525,222436527,15447143,44875,138238,12153040,15829601,-7758747,-5650865,53.7,28.06,86.22,52.25,87.93,10.46,6.11,15447143.09,12.07,9.489776149,29.80864703,-2.397666662,9.489776149,8.298093599,17.09528605,10.53847246,28.40011194,109.2963321,246.0806277,39.15295995,-33.83538724,1.113218601,2.073010251,2.404390131
1568,삼아알미늄,철강금속,A006110,12,2022,Annual,288153290,129950354,47366104,74821150,147918705,288153290,150214355,125330581,16782532,82469045,17472770,137938935,312055883,273482516,22571052,0,0,17206656,-13031681,-24207784,34255803,47.87,34.93,108.9,72.98,87.64,13.24,7.23,22571051.71,12.36,26.80684545,31.11111743,24.42404169,26.80684545,42.77594256,35.31008982,13.03865468,23.35905574,46.11797146,41.58314298,-182.3247598,212.0063588,1.082950963,2.262275571,2.077403874
1569,삼아알미늄,철강금속,A006110,12,2023,Annual,404298806,189503583,41276155,83434517,202741280,404298806,149310133,93699966,19944145,56841873,43799189,254988674,268023420,247571889,3770591,0,0,3406230,13798865,-79017279,124434125,63.07,27.95,58.56,44.32,92.37,1.73,1.41,3770590.73,7.63,40.30685057,45.82767739,37.06263856,40.30685057,-0.601954454,-25.23774704,84.85620032,-14.11044156,-83.29457129,-80.2039978,-205.8870686,226.4126902,0.662933988,1.051118921,1.79507857
1571,삼양사,음식료품,A145990,12,2020,Annual,2576477891,922685412,221213836,289298836,1120872269,2576477891,1223495037,465708224,123803781,70338406,130564875,1352982855,2051766890,1651217295,111572679,21185000,9271000,77030194,199540293,-240016093,49651687,52.51,32.55,90.43,61.99,80.48,5.82,5.44,111572679.3,19.52,7.885467395,14.26577845,2.379402675,7.885467395,11.86849762,16.39652374,4.520227328,-2.128407299,36.79240031,45.64923774,55.1722488,-14.9661809,0.796345623,1.516476637,1.676971976
1572,삼양사,음식료품,A145990,12,2021,Annual,2802047156,985175797,268152428,409694328,1137936431,2802047156,1376110131,749249162,145526149,179109399,17732436,1425937025,2384453624,1997164364,82553256,10458000,10098000,56393155,-17942707,-15660021,47853076,50.89,33.78,96.51,66.38,83.76,4.06,3.46,82553256.13,16.24,8.754946658,6.772664246,1.52240023,8.754946658,12.47369947,60.88381596,5.392098631,16.21464581,-26.00943462,-26.79084386,-108.992022,-93.47542875,0.850968414,1.672201214,1.732749124
1573,삼양사,음식료품,A145990,12,2022,Annual,2949649128,1105795696,280147276,420581354,1158049224,2949649128,1418659358,503590880,104925000,200797907,134195891,1530989770,2652438536,2238554959,82015611,6097000,10698000,82247273,84938718,-142192204,116354989,51.9,35.17,92.66,67.76,84.4,5.56,3.09,82015611.18,15.6,5.26764768,12.24348988,1.767479488,5.26764768,3.09199286,-32.7872615,7.367278018,11.23883934,-0.651270496,45.84619889,-573.3885361,807.9949765,0.899238662,1.73249919,1.869679653
1574,삼양사,음식료품,A145990,12,2023,Annual,3205001055,1209396625,279189260,393118763,1221611466,3205001054,1492906504,824776376,136353000,202124027,98719949,1712094550,2651439171,2187134623,113199758,6876000,15524000,121996688,263293064,-218493408,-48346577,53.42,31.8,87.2,59.54,82.49,7.52,4.27,113199757.7,17.51,8.657027189,9.368903259,5.488734044,8.657027155,5.233613382,63.77905335,11.82926128,-0.037677216,38.02220897,48.32915858,209.9800305,53.66060997,0.82728184,1.548652305,1.776024931
1576,삼양식품,음식료품,A003230,12,2020,Annual,556224426,199991590,44452071,34454114,308693807,556224426,208948913,163553281,47538335,43611586,26080000,347275513,648506611,457034082,95337904,0,7961238,67973728,80883024,-66181962,3459018,62.43,12.99,60.17,20.81,70.47,21.41,14.7,95337903.71,29.53,18.25530519,8.366986491,25.27498533,18.25530519,14.35389111,9.43515304,20.7336713,19.30267267,21.78280353,13.23512398,54.02369283,438.74982,1.165908185,1.867412434,3.10366109
1577,삼양식품,음식료품,A003230,12,2021,Annual,753080321,278912195,53199948,44775562,421088382,753080321,357388871,182419095,68980597,49103507,79340000,395691450,642030314,471392424,65363414,0,15454507,56657566,58357507,-173074820,125202042,52.54,27.51,90.32,52.36,73.42,15.25,10.18,65363413.97,26.58,35.39145097,39.46196188,36.40972784,35.39145097,71.04126835,11.53496517,13.94165013,-0.998647799,-31.44026535,-16.64784665,-27.84949905,161.5135828,0.85253896,1.622552911,1.796447417
1578,삼양식품,음식료품,A003230,12,2022,Annual,924929491,353904952,83610717,110337463,475328033,924929491,470165749,225328098,86461472,46771296,150501411,454763742,909036572,657814038,90375676,0,24244237,80271061,47787143,-99819050,37079297,49.17,30.35,103.39,61.73,72.36,18.88,9.94,90375676.14,27.64,22.81950082,26.88758625,12.88082344,22.81950082,31.55578899,23.52221022,14.92887754,41.58779612,38.26645591,41.67756695,-18.11311782,-42.32607031,0.982817156,1.998920512,1.933438524
1579,삼양식품,음식료품,A003230,12,2023,Annual,1170302771,497338627,79845301,142175086,542993392,1170302771,593512455,402005198,106540360,75543651,140667580,576790316,1192914608,776182563,147514091,0,41144687,126591200,168099691,-23712998,-20067994,49.29,29.18,102.9,59.21,65.07,24.54,12.37,147514090.8,34.93,26.52886327,40.52886918,14.23550776,26.52886327,26.23472813,78.40881877,26.83296022,31.22845051,63.22322281,57.70465523,251.7676104,-76.24401555,1.019321356,2.068194585,2.009923462
1581,삼양통상,기타제조업,A002170,12,2020,Annual,422110653,317230464,60008533,40856153,45788046,422110653,46525861,33410153,2495097,12933891,0,375584792,198417051,133225592,57696602,0,0,49909670,40654969,-36821637,-2479478,88.98,3.14,12.39,3.53,67.14,14.17,29.08,57696601.56,32.86,13.56358644,19.36809469,-3.666772871,13.56358644,8.330363472,8.087908422,14.24726391,3.284410834,16.70817839,12.91823462,-22.08561306,-23.99340741,0.470059331,0.528288299,4.264661561
1582,삼양통상,기타제조업,A002170,12,2021,Annual,459013786,350096214,50901772,60460367,47442265,459013786,52591297,40844808,7548203,21645806,0,406422489,193958607,149891235,36387253,0,0,33139838,19559316,-22047785,4785480,88.54,4.74,12.94,5.35,77.28,8.48,18.76,36387252.62,22.72,8.742525861,10.36021244,3.612774828,8.742525861,13.03669802,22.25268169,8.210581913,-2.247006483,-36.9334558,-33.60036642,-51.88948244,-40.12274631,0.42255508,0.477233943,3.688036197
1583,삼양통상,기타제조업,A002170,12,2022,Annual,457536776,344026136,51272777,63518476,49863102,457536776,40424121,30658721,4533047,16498502,0,417112655,178800834,154095088,16445206,0,0,15100586,5666860,8013424,-8742040,91.16,3.78,9.69,4.15,86.18,3.67,9.2,16445205.67,13.82,-0.321779006,-1.733831375,5.102701146,-0.321779006,-23.1353412,-24.93851116,2.630308679,-7.814952497,-54.80503571,-54.43373622,-71.02730995,-136.34571,0.390790082,0.428663173,4.423122373
1584,삼양통상,기타제조업,A002170,12,2023,Annual,454751843,341393542,48134222,61916868,49285586,454751843,22832802,15281800,5892373,0,0,431919042,179258366,153771930,17683937,0,5000,21640419,25424114,-1798537,-23372910,94.98,0.1,5.29,0.11,85.78,5.1,9.87,17683937.03,14.22,-0.608679596,-0.765230814,-1.158203114,-0.608679596,-43.51688686,-50.15512878,3.549733345,0.255889187,7.532474814,43.30847161,348.6455286,-122.4440514,0.394189422,0.415027699,7.850914049
1586,삼양패키징,화학,A272550,12,2020,Annual,564504328,143749744,62511375,15203363,243289755,564504328,256762736,128486208,10962464,6364855,114260201,307741592,367569271,277020103,52266158,0,323348,32296880,73184688,-26256646,-36516831,54.52,34.52,83.43,63.31,75.37,10.88,14.22,52266158.09,24.63,0.11459868,24.47951364,-9.451288885,0.11459868,-7.51882058,64.18383162,7.519124541,-2.096942645,25.68938977,13.7798368,18.43492783,0.769666191,0.65113632,1.194408818,1.431552244
1587,삼양패키징,화학,A272550,12,2021,Annual,612486514,185164145,64361181,23921685,234062766,612486514,291245808,179584390,17798110,9749655,0,321240705,391946196,307154496,46146456,0,135264,30301541,56247247,-90123854,8650502,52.45,35.75,90.66,68.17,78.37,9.64,11.77,46146456.04,21.63,8.499879207,28.81006939,-3.792592499,8.499879207,13.42993634,39.76939066,4.38650912,6.631926802,-11.70872747,-6.178116896,-23.14342175,243.2420653,0.639926247,1.220101282,1.345757382
1588,삼양패키징,화학,A272550,12,2022,Annual,642561004,177390158,65522232,28154178,268352123,642561004,281486642,81118925,12655755,9658926,81250000,361074362,407352726,335773603,23696363,0,85409,12090047,30940120,-32722950,8790118,56.19,31.82,77.96,56.63,82.43,3.54,5.82,23696363.46,17.57,4.91022893,-4.198429993,14.64964188,4.91022893,-3.350834838,-54.82963469,12.39994072,3.930776764,-48.64965795,-60.10088398,-44.99265004,-63.69113332,0.633951833,1.128168513,1.447147627
1589,삼양패키징,화학,A272550,12,2023,Annual,642040554,142326722,70249373,30858149,308199191,642040554,267466067,183017509,13637097,9196514,56250000,374574488,421668811,339038834,32467578,0,100565,25435266,53444785,-28070422,-31633350,58.34,28.87,71.41,49.49,80.4,6.92,7.7,32467578.42,19.6,-0.080996201,-19.76628038,14.84879924,-0.080996201,-4.980902433,125.6162899,3.738876924,3.514419835,37.01502631,110.381862,72.73619171,-14.21793573,0.656763515,1.125727524,1.576531991
1591,삼양홀딩스,기타금융,A000070,12,2020,Annual,3893564668,1475918359,277561468,332597626,1458210100,3893564668,1737778055,682048881,188295000,70764724,189526560,2155786614,2471226109,1951115806,170336486,38857000,13289000,143264827,245488120,-306669288,88320172,55.37,29.82,80.61,53.86,78.95,6.85,6.89,170336486.5,21.05,8.470527939,17.1849436,3.558594371,8.470527939,11.39550311,29.38890249,6.222206655,-0.696663092,114.5935844,130.9089745,36.17483485,-4.856387943,0.634695021,1.146322225,1.422060833
1592,삼양홀딩스,기타금융,A000070,12,2021,Annual,4460588689,1651027117,335445262,500525433,1616372063,4460588689,2035181761,1002762979,228084000,191385925,165587266,2425406928,3107313357,2378282507,351699775,31220000,14003000,274086323,241427670,-254406605,141048,54.37,29.16,83.91,53.62,76.54,11.97,11.32,351699775,23.46,14.56310783,11.86439324,10.84630829,14.56310783,17.11402127,47.02215735,12.50681827,25.73974294,106.4735414,91.31445501,-1.65403116,-17.04203357,0.696615082,1.281151349,1.526798941
1593,삼양홀딩스,기타금융,A000070,12,2022,Annual,4547780622,1747899297,341064731,530619872,1615969942,4547780622,2024270110,754976733,180005000,276813920,237716311,2523510512,3316777826,2773465999,132324277,25624000,13457000,105849359,95653804,-123729616,85468446,55.49,30.49,80.22,54.95,83.62,4.28,3.99,132324276.9,16.38,1.954718067,5.867388791,-0.024877997,1.954718067,-0.536151179,-24.71035042,4.044829874,6.741015306,-62.37578571,-61.38101389,-60.37993325,-51.36540736,0.729317903,1.314350707,1.638505558
1594,삼양홀딩스,기타금융,A000070,12,2023,Annual,5136660179,1891863242,367182098,516517795,1730068464,5136660179,2340123862,1362419053,214657000,387223795,143547419,2796536317,3210853492,2682163192,94802727,25478000,18590000,227014035,305813890,-462812857,172079189,54.44,31.65,83.68,58.14,83.53,8.53,2.95,94802726.82,16.47,12.94872391,8.236398129,7.060683434,12.94872391,15.60334021,80.45841593,10.81928542,-3.193591478,-28.35575667,114.4689747,219.7090729,274.051801,0.62508583,1.14815369,1.372086984
1596,삼영,화학,A003720,12,2020,Annual,108988417,45948477,26280979,14684033,60162256,108988417,63239100,50649299,12375116,30696626,110838,45749317,117657777,101807251,1317049,3001425,73537,1150858,10777287,-7400743,-980071,41.98,29.75,138.23,70.88,86.53,2.56,1.12,1317049.49,13.47,1.88579139,1.164130603,2.209223201,1.88579139,0.924298756,-3.475315962,3.245425669,5.860585489,-245.4108947,-160.8071173,101.3602713,-13.65228068,1.079543866,2.571793083,1.860522636
1597,삼영,화학,A003720,12,2021,Annual,117674616,51301966,29551219,15259337,62627849,117674616,67128160,56903374,13819200,35444963,10876,50546455,133269776,115305525,2591808,3359436,71428,3631754,7116253,-7978287,3553423,42.95,31.42,132.8,73.14,86.52,7.54,1.94,2591808.23,13.48,7.969836831,11.65106952,4.098238936,7.969836831,6.149771265,12.34780169,10.48570408,13.26899029,96.78903367,215.5692535,-33.96990356,7.803865098,1.132527817,2.636580073,1.985303575
1598,삼영,화학,A003720,12,2022,Annual,135833316,54997552,21727963,19319336,77229032,135833316,83735128,69544846,12972980,44088331,6652242,52098188,135256436,116725576,2764345,3491895,89320,1086767,11561149,-20757861,15869065,38.35,39.5,160.73,102.99,86.3,2.12,2.04,2764345.47,13.7,15.43128044,7.203595277,23.31420164,15.43128044,24.73919738,22.21568092,3.069914596,1.49070559,6.657013174,-70.07597431,62.46118568,160.179422,0.99575303,2.596183115,1.615289058
1599,삼영,화학,A003720,12,2023,Annual,132156559,47764955,19874909,13161455,78834106,132156559,64933628,61013052,13368057,34590237,3800000,67222931,122586708,104215444,6029549,2826555,125151,18914810,16879657,1318537,-18033391,50.87,33.3,96.59,65.46,85.01,31.7,4.92,6029549.09,14.99,-2.706815315,-13.15076169,2.078329818,-2.706815315,-22.45353945,-12.26804643,29.03122658,-9.367190483,118.1185416,1640.465988,46.0032822,-106.3519888,0.927587014,1.823584693,1.88787708
1601,삼영무역,유통업,A002810,12,2020,Annual,533231525,310547003,79149254,35726473,67130268,533231525,111949319,82492182,47241660,16994498,12023401,421282206,392435848,344696268,22352547,0,0,34664569,18405774,13545217,-18139024,79.01,6.02,26.57,7.61,87.84,8.44,5.7,22352546.93,12.16,3.073854068,0.499517031,-2.267285111,3.073854068,-4.381060949,-1.65521495,5.254513503,43.09753684,143.0658761,6.903343404,125.4018211,59.84214764,0.735957702,0.931527234,3.50547776
1602,삼영무역,유통업,A002810,12,2021,Annual,578816472,336617200,100327562,45598169,65436359,578816472,114637440,86059949,54873598,10444201,9311151,464179033,467033282,416121182,23951913,0,0,44918344,8844,19127743,-18492018,80.19,3.94,24.7,4.91,89.1,10.15,5.13,23951912.87,10.9,8.54880945,8.394927901,-2.523316308,8.54880945,2.401194598,4.324975911,10.18244454,19.00882256,7.155184597,29.57998699,-99.95194986,41.21400196,0.80687628,1.006149026,4.074003066
1603,삼영무역,유통업,A002810,12,2022,Annual,624208063,367906366,103193641,39827150,62785855,624208063,112174818,98086686,58427843,12602170,2315300,512033245,492512781,442710058,19352103,0,4928,57700063,28589902,-35124334,-11012413,82.03,3.54,21.91,4.31,89.89,11.82,3.93,19352102.54,10.11,7.842138777,9.29517743,-4.050506539,7.842138777,-2.148183002,13.97483631,10.3094299,5.455606695,-19.20435332,28.45545464,323168.9055,-283.6303112,0.789020216,0.961876569,4.390582394
1604,삼영무역,유통업,A002810,12,2023,Annual,675612521,411192502,112699054,39655055,65072190,675612521,120001033,103835525,72432331,11724110,3293150,555611488,476810216,427985745,17182276,0,2400,55062739,29453710,-6302355,-13318022,82.24,3.33,21.6,4.05,89.76,10.31,3.6,17182275.91,10.24,8.235148029,11.76553058,3.641481031,8.235148029,6.976802048,5.860977911,8.510822964,-3.188255332,-11.21235764,-4.570747176,3.02137447,-82.0570121,0.705745085,0.858171989,3.973384262
1606,삼영전자,전기전자,A005680,12,2020,Annual,513873622,341561232,36210124,37899169,146978146,513873622,22979317,20362285,9926646,360200,0,490894305,200568030,171520562,9249987,572651,0,11424172,20481142,-20142635,-4296703,95.53,0.07,4.68,0.07,85.52,2.34,4.61,9249986.88,14.48,2.226259459,5.786302498,-3.698616031,2.226259459,25.64205243,24.32994686,1.342135779,-0.193718744,99.47758365,33.54911603,-8.915335076,21.05555651,0.39030614,0.408576812,8.728198057
1607,삼영전자,전기전자,A005680,12,2021,Annual,543640907,372337064,43149277,47820662,143139600,543640907,31882386,29302440,14681269,201000,0,511758521,238877795,202267693,15712130,1288633,0,17029949,18766135,-12348570,-5593946,94.14,0.04,6.23,0.04,84.67,3.4,6.58,15712130.45,15.33,5.79272485,9.01034108,-2.611644047,5.79272485,38.74383647,43.90546051,4.250246089,19.10063383,69.86110359,49.06943803,-8.373590691,-38.69436645,0.439403643,0.466778344,7.492469196
1608,삼영전자,전기전자,A005680,12,2022,Annual,543607710,374038956,42613219,52108834,137452180,543607710,20693875,16409171,5278916,0,0,522913834,227806510,191523227,16282037,1104465,0,18761577,6214519,5312409,-6214151,96.19,0,3.96,0,84.07,3.63,7.15,16282037.4,15.93,-0.006106421,0.457083692,-3.973337916,-0.006106421,-35.09307929,-44.00066684,2.179800148,-4.634706629,3.627178492,10.1681338,-66.88439575,-143.0204388,0.419064163,0.435648275,11.00840273
1609,삼영전자,전기전자,A005680,12,2023,Annual,544042880,357467078,32538510,43919752,134812328,544042880,14416675,9673973,4782593,0,0,529626205,177289642,152688379,6457448,1125841,0,13835689,30945827,-22511353,-6001334,97.35,0,2.72,0,86.12,2.63,3.64,6457447.97,13.88,0.080052213,-4.430521937,-1.9205603,0.080052213,-30.33361321,-41.04532764,1.283647623,-22.17533994,-60.34004836,-26.25519166,397.9601317,-523.7503739,0.325874391,0.334744845,12.29754031
1611,삼원강재,운수장비,A023000,12,2020,Annual,257974236,133525134,52523193,32626656,88053044,257974236,45217837,40345491,30806479,0,0,212756399,245989279,225870851,9992552,0,2000,8119325,11763798,-14437387,-9638721,82.47,0,21.25,0,91.82,3.84,4.06,9992552.17,8.18,3.412557562,1.833836997,-5.869633126,3.412557562,14.43109399,16.98221567,1.338684001,-8.668738803,-7.451596534,-22.17910301,-37.2388303,69.87329559,0.953542039,1.156201553,5.440093895
1612,삼원강재,운수장비,A023000,12,2021,Annual,270679644,152524445,50267023,51126560,88937030,270679644,51952908,47757285,37369108,0,0,218726736,299952544,279123500,9549370,0,16921,8804033,6873727,-7457474,-4172695,80.81,0,23.75,0,93.06,4.08,3.18,9549369.58,6.94,4.925068564,14.22901474,1.003924407,4.925068564,14.89472174,18.37081125,2.806184457,21.93724264,-4.43512328,8.433065557,-41.56881137,-48.34609615,1.108145923,1.371357473,5.773546767
1613,삼원강재,운수장비,A023000,12,2022,Annual,293690103,172700064,76011898,49327291,76017321,293690103,62909269,58632016,43263922,0,0,230780834,364111086,334304805,16532526,0,2200,13013318,6224660,27295381,-4172695,78.58,0,27.26,0,91.81,5.79,4.54,16532526.34,8.19,8.500993521,13.22779375,-14.52680509,8.500993521,21.08902354,22.77083172,5.511030897,21.38956421,73.12687643,47.81087259,-9.442722994,-466.0137602,1.239779898,1.577735376,5.787876601
1614,삼원강재,운수장비,A023000,12,2023,Annual,303735701,193498231,77852236,53148634,72547704,303735701,61223759,56945224,41695214,0,0,242511942,359058170,330037822,16504971,0,107854,16609053,17837297,-28472485,-4172695,79.84,0,25.25,0,91.92,7.02,4.6,16504971.4,8.08,3.420475494,12.04294111,-4.564245299,3.420475494,-2.679271317,-2.876912846,5.083224545,-1.387740224,-0.166671445,27.63119291,186.5585751,-204.3124659,1.182140159,1.480579336,5.86468678
1616,삼익THK,기계,A004380,12,2020,Annual,387615060,162922428,50538769,83124037,212269281,387615060,197639469,118202668,30387271,53596860,74563900,189975591,263856444,229890121,5736676,297801,635084,4458300,32690104,-17206739,-6365051,49.01,38.96,104.03,79.5,87.13,2.36,2.17,5736675.84,12.87,-1.270035485,-8.16671047,3.46743674,-1.270035485,-3.237619493,-7.304021048,0.863684589,13.72718021,-23.02664982,36.53055056,-567.3735819,-61.95801257,0.680717731,1.388896556,1.335039227
1617,삼익THK,기계,A004380,12,2021,Annual,378200330,154051792,58545608,68652058,212486022,378200330,180808728,117106847,42964905,53000000,59953600,197391602,310484620,266953521,14809996,171759,1047966,11812259,46661788,-11313721,-37377393,52.19,31.58,91.6,60.52,85.98,6.1,4.77,14809995.79,14.02,-2.428886535,-5.444699118,0.102106626,-2.428886535,-8.5158805,-0.927069599,3.903665182,17.67179732,158.1633685,164.9498464,42.73979673,-34.24831399,0.8209528,1.572937333,1.717199294
1618,삼익THK,기계,A004380,12,2022,Annual,444027584,203694823,81285578,98822361,227393888,444027584,233318683,188140073,46893434,94000000,43000000,210708900,339133931,284526001,20638429,363195,1209541,16648775,-13043195,-24575754,34170241,47.45,36.79,110.73,77.53,83.9,8.16,6.09,20638429.21,16.1,17.40539306,32.22489681,7.015927852,17.40539306,29.04171473,60.65676587,6.746638593,9.227288295,39.35472366,40.94488616,-127.9526258,117.2207888,0.76376771,1.609490302,1.453522395
1619,삼익THK,기계,A004380,12,2023,Annual,473605961,224374758,80066338,105431998,222112479,473605961,270907977,233585374,33597400,169963300,31500000,202697985,315640475,271597143,6935483,330492,1738581,985056,5522721,-28111442,34850991,42.8,45.28,133.65,105.8,86.05,0.48,2.2,6935482.79,13.95,6.661382776,10.1524107,-2.322581775,6.661382776,16.11070897,24.15503528,-3.801887343,-6.927486121,-66.39529588,-94.08331244,-142.3417805,14.38689531,0.666462209,1.557195919,1.165120638
1621,삼익악기,기타제조업,A002450,12,2020,Annual,622371934,205997413,33062583,86228568,223935590,622371934,399474701,235406140,21128505,141851270,131357968,222897233,247857720,180170751,20180616,0,1227245,9961370,38058430,1785074,15095013,35.81,52.59,179.22,146.84,72.69,4.46,8.14,20180616.32,27.31,1.553217342,16.67550023,-5.436416471,1.553217342,2.77514584,54.3259497,-0.565530417,-6.60677463,-27.0728503,-23.89607957,595.1068922,-140.5784773,0.398246943,1.111982041,0.620459116
1622,삼익악기,기타제조업,A002450,12,2021,Annual,585304800,273861932,42952848,95114927,219139847,585304800,331393678,207632311,32428351,136352980,95346862,253911121,295428268,213371803,33347126,0,1627417,23763505,15740941,103263873,-95190388,43.38,40.88,130.52,94.24,72.22,9.97,11.29,33347125.74,27.78,-5.955784954,32.94435499,-2.141572494,-5.955784954,-17.04263695,-11.79826023,13.9139852,19.19268361,65.24335035,138.5565941,-58.64006739,5684.851104,0.504742602,1.16351055,0.891472251
1623,삼익악기,기타제조업,A002450,12,2022,Annual,521558833,210295390,37985932,81638782,210173825,521558833,260906133,134468493,37973052,77348209,99824244,260652700,325699587,258602638,11556311,0,1498177,15067692,23345962,20680688,-64854705,49.98,35.2,100.1,70.44,79.4,5.86,3.55,11556311.06,20.6,-10.89107197,-23.21116394,-4.091461285,-10.89107197,-21.2700331,-35.23720256,2.655094024,10.24658852,-65.34540638,-36.59314146,48.3136364,-79.97296886,0.624473341,1.249553858,1.248340096
1624,삼익악기,기타제조업,A002450,12,2023,Annual,534158280,190271185,27813385,63856751,233396835,534158280,271955667,136862827,22219792,78749422,89101627,262202613,247929199,190002214,6465355,0,2452942,3388985,26763325,-12857932,-6404798,49.09,34.4,103.72,70.08,76.64,1.3,2.61,6465355.4,23.36,2.415728812,-9.521941969,11.04943016,2.415728812,4.235061044,1.780591086,0.594627641,-23.87795106,-44.05347,-77.50826736,14.63791897,-162.1736182,0.464149314,0.945563418,0.911652997
1626,삼일씨엔에스,비금속광물,A004440,12,2020,Annual,326398476,125546352,26343801,24477433,179748288,326398476,49036058,38968700,14034606,1000000,0,277362418,186070865,161417672,-257684,45000,72738,-1035552,11149277,16341969,-38705,84.98,0.85,17.68,1,86.75,-0.37,-0.14,-257683.95,13.25,-3.208966317,-15.39294508,3.942946547,-3.208966317,-16.10313663,-14.22218709,-0.505540515,-4.827238534,-107.2040891,-138.5970392,-4.514438995,85.73562049,0.570072714,0.670858245,3.794572251
1627,삼일씨엔에스,비금속광물,A004440,12,2021,Annual,351874251,127764521,37186694,44541154,191694939,351874251,74842757,54919808,22758724,1050000,10187500,277031494,226606277,188771720,13578851,59683,29613,-3063084,-10858345,-36750126,8597186,78.73,3.59,27.02,4.56,83.3,-1.11,5.99,13578850.94,16.7,7.805114568,1.766812786,6.646322551,7.805114568,52.62800489,40.93312838,-0.119311045,21.78493232,-5369.57475,195.792389,-197.3905752,-324.8818732,0.643997895,0.8179802,3.027764958
