,종목명,회계년,총자산증가율(전년동기)(%),유형자산증가율(전년동기)(%),매출액증가율(전년동기)(%),당기순이익(천원)
34,CJ대한통운,2017,13.85,19.30,16.91,"54,178,650"
35,CJ대한통운,2018,25.18,36.09,29.66,"66,600,069"
36,CJ씨푸드,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"5,347,162"
37,CJ씨푸드,2011,33.90,31.09,22.20,"4,066,803"
38,CJ씨푸드,2012,3.26,-1.44,22.91,"5,695,522"
39,CJ씨푸드,2013,-3.28,-0.65,-7.50,"6,411,522"
40,CJ씨푸드,2014,24.53,7.72,1.31,"3,272,646"
41,CJ씨푸드,2015,-7.50,49.26,3.44,"2,552,395"
42,CJ씨푸드,2016,27.91,4.32,7.43,"5,372,999"
43,CJ씨푸드,2017,0.40,10.14,-5.24,"4,590,049"
44,CJ씨푸드,2018,5.24,-1.42,-8.46,"2,154,614"
45,CJ제일제당,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"659,757,234"
46,CJ제일제당,2011,88.91,78.05,13.16,"314,022,590"
47,CJ제일제당,2012,9.03,11.71,51.07,"310,715,670"
48,CJ제일제당,2013,5.18,12.18,9.82,"71,061,595"
49,CJ제일제당,2014,2.91,2.07,7.87,"137,851,320"
50,CJ제일제당,2015,2.76,4.80,10.45,"253,666,762"
51,CJ제일제당,2016,14.65,8.82,12.68,"353,548,749"
52,CJ제일제당,2017,6.99,12.35,13.14,"412,797,743"
53,CJ제일제당,2018,15.59,19.10,13.31,"925,388,625"
54,CS홀딩스,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"4,998,486"
55,CS홀딩스,2011,17.19,13.05,31.57,"11,767,923"
56,CS홀딩스,2012,15.59,13.50,33.81,"10,688,943"
57,CS홀딩스,2013,7.22,-0.31,-2.05,"13,013,047"
58,CS홀딩스,2014,11.30,-0.24,-1.74,"14,362,390"
59,CS홀딩스,2015,9.44,-3.44,-1.83,"29,603,865"
60,CS홀딩스,2016,3.16,-0.36,-11.39,"17,138,786"
61,CS홀딩스,2017,2.89,-49.02,-1.77,"14,264,795"
62,CS홀딩스,2018,0.66,-3.31,1.32,"12,641,149"
63,DB,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"4,221,758"
64,DB,2011,1.10,14.11,165.75,"5,080,545"
65,DB,2012,0.96,-1.86,6.55,"2,952,394"
66,DB,2013,-7.93,0.90,-18.66,"-63,801,967"
67,DB,2014,-42.69,-8.07,-42.60,"-124,525,731"
68,DB,2015,-24.51,-94.09,-19.88,"13,186,937"
69,DB,2016,-22.17,5.78,0.56,"-20,712,779"
70,DB,2017,-8.12,34.75,-3.90,"-957,332"
71,DB,2018,46.02,-8.22,20.47,"-3,975,420"
72,DB하이텍,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"-191,152,903"
73,DB하이텍,2011,-13.19,-7.89,-10.94,"-97,946,584"
74,DB하이텍,2012,-3.44,-9.69,6.98,"-31,324,452"
75,DB하이텍,2013,-8.58,-7.20,-16.42,"-83,046,768"
76,DB하이텍,2014,-6.95,-6.96,14.98,"-77,008,844"
77,DB하이텍,2015,-0.02,-9.91,17.42,"126,733,352"
78,DB하이텍,2016,0.22,2.73,15.98,"88,344,018"
79,DB하이텍,2017,0.73,1.44,-12.08,"110,175,089"
80,DB하이텍,2018,7.30,7.56,-1.54,"86,828,768"
81,DI동일,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"24,549,688"
82,DI동일,2011,3.07,2.18,10.18,"17,392,359"
83,DI동일,2012,-5.82,-0.82,-3.08,"-5,288,493"
84,DI동일,2013,8.07,6.96,2.77,"14,777,664"
85,DI동일,2014,-0.95,1.29,-1.10,"4,214,217"
86,DI동일,2015,-0.62,1.61,1.24,"-7,462,619"
87,DI동일,2016,0.83,-5.95,6.24,"1,088,501"
88,DI동일,2017,-5.65,0.15,3.00,"-4,101,891"
89,DI동일,2018,1.77,-4.48,7.35,"13,824,872"
90,DL,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"357,959,926"
91,DL,2011,10.48,17.95,7.40,"379,837,529"
92,DL,2012,2.25,-7.20,28.36,"400,787,862"
93,DL,2013,-2.03,-7.58,-3.96,"-10,332,432"
94,DL,2014,-1.73,-4.32,-5.61,"-440,509,288"
95,DL,2015,13.85,36.51,2.36,"216,969,093"
96,DL,2016,2.71,7.24,3.57,"293,195,326"
97,DL,2017,8.16,5.44,25.19,"507,998,796"
98,DL,2018,-4.24,-0.04,-10.95,"678,088,774"
99,DN오토모티브,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"56,833,092"
100,DN오토모티브,2011,-0.99,36.97,17.77,"52,783,691"
101,DN오토모티브,2012,-1.28,25.00,12.44,"57,994,697"
102,DN오토모티브,2013,9.27,16.95,5.33,"48,548,951"
103,DN오토모티브,2014,21.70,36.64,8.33,"44,820,210"
104,DN오토모티브,2015,9.57,1.43,26.10,"74,664,005"
105,DN오토모티브,2016,4.79,0.95,-12.61,"83,981,344"
106,DN오토모티브,2017,-30.20,-18.41,10.33,"53,477,949"
107,DN오토모티브,2018,11.83,4.16,3.49,"58,472,496"
108,DRB동일,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"18,293,864"
109,DRB동일,2011,11.07,0.28,-25.98,"28,175,622"
110,DRB동일,2012,-29.33,-41.48,16.53,"29,877,375"
111,DRB동일,2013,53.68,79.90,25.28,"30,256,316"
112,DRB동일,2014,8.85,1.75,38.96,"48,312,861"
113,DRB동일,2015,3.54,7.02,3.07,"52,578,799"
114,DRB동일,2016,9.72,17.27,-8.59,"48,913,644"
115,DRB동일,2017,-3.39,6.41,-1.33,"19,130,817"
116,DRB동일,2018,5.72,4.38,0.28,"11,328,402"
117,DSR제강,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"12,148,758"
118,DSR제강,2011,30.30,55.32,8.53,"9,433,793"
119,DSR제강,2012,-1.96,-4.80,5.65,"1,236,450"
120,DSR제강,2013,1.81,-0.09,6.17,"1,814,361"
121,DSR제강,2014,-0.87,-7.69,12.45,"7,298,960"
122,DSR제강,2015,-8.82,-5.23,-9.49,"9,867,098"
123,DSR제강,2016,3.21,-9.23,-5.55,"8,688,443"
124,DSR제강,2017,3.09,-3.50,2.90,"5,015,164"
125,DSR제강,2018,4.76,-5.50,4.34,"7,386,782"
126,E1,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"82,291,390"
127,E1,2011,3.47,12.51,21.11,"72,965,002"
128,E1,2012,7.40,4.23,5.02,"90,460,964"
129,E1,2013,3.34,5.32,-2.80,"33,847,406"
130,E1,2014,0.78,2.19,-4.23,"40,879,737"
131,E1,2015,-4.06,-4.99,-33.13,"103,521"
132,E1,2016,0.98,-5.30,-13.40,"-37,939,686"
133,E1,2017,-2.37,-5.76,10.32,"86,762,513"
134,E1,2018,3.04,4.08,5.04,"79,242,176"
135,GKL,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"73,838,705"
136,GKL,2011,11.27,-21.84,6.69,"63,303,582"
137,GKL,2012,33.56,4.41,-2.39,"144,055,181"
138,GKL,2013,11.98,-3.98,11.73,"137,569,887"
139,GKL,2014,15.65,7.69,-3.68,"116,513,611"
140,GKL,2015,-0.08,104.13,-6.48,"91,731,838"
141,GKL,2016,12.25,26.49,8.42,"114,342,570"
142,GKL,2017,0.24,-5.76,-8.56,"80,538,567"
143,GKL,2018,4.63,-7.85,-4.18,"77,740,630"
144,GS,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"979,882,000"
145,GS,2011,14.94,8.43,36.45,"810,143,000"
146,GS,2012,21.94,56.61,14.05,"572,919,000"
147,GS,2013,-0.60,-6.70,-1.36,"435,199,000"
148,GS,2014,19.28,85.85,13.39,"-320,729,000"
149,GS,2015,26.21,63.68,12.09,"509,319,000"
150,GS,2016,6.93,13.27,10.53,"923,311,000"
151,GS,2017,8.17,6.81,15.73,"1,091,904,000"
152,GS,2018,2.85,1.58,13.89,"1,030,460,000"
153,GS건설,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"405,542,777"
154,GS건설,2011,1.97,-6.49,7.51,"427,412,397"
155,GS건설,2012,4.55,2.67,5.70,"94,960,951"
156,GS건설,2013,5.53,-0.49,-0.03,"-827,346,708"
157,GS건설,2014,5.37,9.50,-0.82,"-22,452,683"
158,GS건설,2015,-0.68,-45.50,11.44,"29,476,719"
159,GS건설,2016,2.85,-26.93,4.38,"-20,431,464"
160,GS건설,2017,2.39,-8.24,5.83,"-163,676,082"
161,GS건설,2018,-12.14,-6.29,12.50,"587,434,395"
162,GS글로벌,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"19,723,407"
163,GS글로벌,2011,68.17,145.49,75.73,"-15,461,670"
164,GS글로벌,2012,7.31,35.48,7.10,"23,676,828"
165,GS글로벌,2013,-38.79,-76.60,-22.61,"19,592,910"
166,GS글로벌,2014,22.32,23.68,15.36,"6,953,735"
167,GS글로벌,2015,-6.53,-0.04,-18.34,"-46,728,650"
168,GS글로벌,2016,65.65,295.32,12.90,"16,073,112"
169,GS글로벌,2017,5.39,-7.81,32.64,"22,495,620"
170,GS글로벌,2018,-4.42,-2.52,19.81,"21,058,576"
171,HDC현대EP,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"10,872,695"
172,HDC현대EP,2011,29.52,23.34,38.09,"13,896,311"
173,HDC현대EP,2012,25.52,128.08,12.31,"18,999,595"
174,HDC현대EP,2013,13.19,-18.39,13.76,"22,130,965"
175,HDC현대EP,2014,3.03,4.63,2.92,"27,927,873"
176,HDC현대EP,2015,-0.57,-0.49,-8.18,"44,857,061"
177,HDC현대EP,2016,2.95,0.72,-0.76,"51,137,731"
178,HDC현대EP,2017,6.16,6.79,6.18,"31,042,186"
179,HDC현대EP,2018,-2.02,-2.30,-0.39,"8,496,107"
180,HD현대미포,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"533,219,467"
181,HD현대미포,2011,-18.30,4.27,11.74,"202,353,892"
182,HD현대미포,2012,-1.30,3.21,-4.51,"87,334,808"
183,HD현대미포,2013,32.43,-7.90,-9.73,"-267,114,970"
184,HD현대미포,2014,-1.60,0.75,-0.46,"-679,259,389"
185,HD현대미포,2015,-6.22,-1.83,17.26,"25,678,786"
186,HD현대미포,2016,-2.24,34.76,-25.92,"39,599,709"
187,HD현대미포,2017,-9.83,-3.25,-28.81,"445,156,720"
188,HD현대미포,2018,-58.37,39.38,-2.05,"120,655,434"
189,HD현대인프라코어,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"157,740,032"
190,HD현대인프라코어,2011,6.28,5.78,13.11,"310,810,040"
191,HD현대인프라코어,2012,-1.36,6.10,-3.60,"393,342,557"
192,HD현대인프라코어,2013,-0.55,11.51,-5.17,"-100,949,938"
193,HD현대인프라코어,2014,4.15,1.15,-0.62,"23,972,211"
194,HD현대인프라코어,2015,-4.80,-1.25,-22.42,"-859,505,201"
195,HD현대인프라코어,2016,-11.92,-19.12,-3.95,"115,984,856"
196,HD현대인프라코어,2017,2.49,-1.99,14.63,"296,642,759"
197,HD현대인프라코어,2018,7.33,-0.24,17.70,"394,169,729"
198,HJ중공업,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"-72,295,000"
199,HJ중공업,2011,-6.49,-1.53,-8.72,"-96,920,000"
200,HJ중공업,2012,-6.42,-7.72,-11.83,"-53,214,000"
201,HJ중공업,2013,1.49,-3.21,-0.78,"-190,193,000"
202,HJ중공업,2014,-3.19,-3.73,-0.36,"-299,811,000"
203,HJ중공업,2015,-11.06,1.18,21.56,"-392,257,000"
204,HJ중공업,2016,-8.27,-12.12,-8.17,"-313,395,000"
205,HJ중공업,2017,-20.31,-25.45,-41.43,"-277,978,000"
206,HJ중공업,2018,-35.02,-64.36,3.05,"-1,283,647,000"
207,HLB글로벌,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"-10,172,599"
208,HLB글로벌,2011,-15.69,-9.21,33.26,"-10,113,216"
209,HLB글로벌,2012,-9.28,-39.67,-7.53,"-4,928,547"
210,HLB글로벌,2013,-10.36,-29.15,-9.50,"-9,133,709"
211,HLB글로벌,2014,-2.96,-26.15,16.82,"-1,233,511"
212,HLB글로벌,2015,2.74,-84.43,-33.08,"216,541"
213,HLB글로벌,2016,-0.91,-18.66,19.31,"-2,299,975"
214,HLB글로벌,2017,29.58,261.70,-14.08,"-739,375"
215,HLB글로벌,2018,113.54,36.71,-15.61,"-11,915,113"
216,HMM,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"576,395,000"
217,HMM,2011,-0.82,5.69,-8.66,"-534,314,000"
218,HMM,2012,2.08,3.75,8.44,"-988,556,000"
219,HMM,2013,-1.56,1.75,-12.16,"-714,020,000"
220,HMM,2014,-17.83,-2.28,-7.83,"21,759,000"
221,HMM,2015,-18.21,-19.48,-13.35,"-680,458,000"
222,HMM,2016,-25.99,-33.56,-18.78,"-458,201,000"
223,HMM,2017,-18.09,-29.85,9.67,"-1,190,740,000"
224,HMM,2018,14.41,8.60,3.86,"-790,563,000"
225,HS애드,2010,11.52,18.48,16.64,"11,481,739"
226,HS애드,2011,15.24,50.73,23.29,"7,540,087"
227,HS애드,2012,-0.76,9.53,3.63,"12,284,957"
228,HS애드,2013,12.26,-8.20,3.94,"12,425,607"
229,HS애드,2014,-2.47,0.10,10.46,"9,537,454"
230,HS애드,2015,21.18,12.33,24.30,"11,602,353"
231,HS애드,2016,5.02,-2.29,-14.88,"14,944,295"
232,HS애드,2017,19.06,30.77,22.88,"11,669,200"
233,HS애드,2018,4.82,17.96,7.36,"15,276,268"
234,IHQ,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"-6,230,954"
235,IHQ,2011,28.42,-8.84,24.83,"2,144,493"
236,IHQ,2012,-18.28,11.44,-8.66,"4,368,439"
237,IHQ,2013,77.49,161.95,37.92,"65,361"
238,IHQ,2014,27.23,-51.31,22.19,"5,097,053"
239,IHQ,2015,147.06,97.49,40.28,"3,821,010"
240,IHQ,2016,0.37,-23.20,3.04,"4,223,113"
241,IHQ,2017,-0.61,45.28,15.90,"2,637,301"
242,IHQ,2018,-9.33,-1.59,-13.68,"-9,896,707"
243,JW중외제약,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"3,691,351"
244,JW중외제약,2011,4.86,-0.48,-2.77,"-9,803,596"
245,JW중외제약,2012,-9.59,-35.33,-7.87,"-20,393,601"
246,JW중외제약,2013,-2.28,-5.15,-0.73,"2,274,880"
247,JW중외제약,2014,-0.02,-5.41,4.72,"-2,356,607"
248,JW중외제약,2015,4.11,-4.81,5.22,"1,961,427"
249,JW중외제약,2016,6.13,-2.13,7.62,"-10,933,544"
250,JW중외제약,2017,-3.10,-3.81,7.58,"-742,474"
251,JW중외제약,2018,-5.88,-3.56,6.81,"8,056,889"
252,JW홀딩스,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"-9,691,279"
253,JW홀딩스,2011,10.18,11.60,-6.90,"-44,727,226"
254,JW홀딩스,2012,-1.61,-18.47,-0.79,"-41,470,042"
255,JW홀딩스,2013,-5.82,-35.79,3.58,"16,163,845"
256,JW홀딩스,2014,1.61,-15.31,8.24,"-9,276,558"
257,JW홀딩스,2015,5.06,0.77,8.52,"336,323"
258,JW홀딩스,2016,10.51,-2.09,9.96,"-14,376,495"
259,JW홀딩스,2017,12.59,66.48,-0.54,"56,869,735"
260,JW홀딩스,2018,-5.32,-15.41,6.49,"36,439,377"
261,KCC,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"405,152,609"
262,KCC,2011,-13.74,-2.20,8.19,"327,043,984"
263,KCC,2012,-7.06,1.25,-3.70,"446,319,780"
264,KCC,2013,3.34,-3.01,-0.41,"248,992,624"
265,KCC,2014,22.73,-2.45,5.16,"326,693,598"
266,KCC,2015,0.16,-1.89,0.43,"185,052,521"
267,KCC,2016,5.70,2.30,2.23,"152,961,874"
268,KCC,2017,4.16,7.52,10.70,"42,299,634"
269,KCC,2018,-6.06,-1.30,-20.26,"-23,103,553"
270,KCTC,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"267,272"
271,KCTC,2011,-3.62,-4.05,5.94,"3,432,639"
272,KCTC,2012,9.18,2.17,17.56,"6,965"
273,KCTC,2013,2.20,6.23,11.44,"4,105,328"
274,KCTC,2014,9.68,19.64,-5.24,"17,100,040"
275,KCTC,2015,8.98,15.28,0.27,"9,071,983"
276,KCTC,2016,-5.89,-0.43,-2.03,"8,228,581"
277,KCTC,2017,8.39,7.30,4.22,"8,994,740"
278,KCTC,2018,1.40,2.66,9.85,"7,271,931"
279,KC그린홀딩스,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"13,878,674"
280,KC그린홀딩스,2011,12.04,17.42,44.70,"19,271,205"
281,KC그린홀딩스,2012,16.43,-3.02,56.86,"38,313,935"
282,KC그린홀딩스,2013,-11.41,-11.83,-3.06,"14,473,779"
283,KC그린홀딩스,2014,1.76,8.74,-21.17,"25,803"
284,KC그린홀딩스,2015,2.93,15.60,-1.68,"13,413,053"
285,KC그린홀딩스,2016,2.76,5.98,3.63,"6,737,747"
286,KC그린홀딩스,2017,12.36,-6.16,-9.96,"9,361,783"
287,KC그린홀딩스,2018,29.02,14.42,51.73,"18,769,762"
288,KEC,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"-61,453,023"
289,KEC,2011,-3.97,-9.01,-11.92,"-40,258,079"
290,KEC,2012,-14.54,-10.89,-13.10,"-52,659,479"
291,KEC,2013,-8.11,-16.56,-0.94,"-28,033,543"
292,KEC,2014,-7.86,-9.94,-15.34,"3,237,232"
293,KEC,2015,-1.78,-7.11,-4.93,"523,479"
294,KEC,2016,12.53,20.97,8.89,"75,022"
295,KEC,2017,-6.07,-4.84,-0.62,"1,365,010"
296,KEC,2018,-2.41,-4.25,-3.94,"1,752,673"
297,KG스틸,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"-32,419,717"
298,KG스틸,2011,0.74,-0.41,16.02,"-216,895,612"
299,KG스틸,2012,0.69,-0.74,-7.40,"-110,079,870"
300,KG스틸,2013,-1.97,-2.54,-14.69,"-140,522,544"
301,KG스틸,2014,-35.25,-41.66,-10.11,"-1,281,183,446"
302,KG스틸,2015,-14.83,-0.77,-23.27,"-48,068,315"
303,KG스틸,2016,-2.33,-4.51,0.31,"-72,710,584"
304,KG스틸,2017,-9.59,-16.46,11.52,"-267,453,148"
305,KG스틸,2018,-1.82,-3.17,-1.97,"-66,060,479"
306,KG케미칼,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"6,060,449"
307,KG케미칼,2011,48.06,-1.15,34.50,"12,315,521"
308,KG케미칼,2012,18.44,8.17,51.36,"31,044,723"
309,KG케미칼,2013,-9.92,-3.13,0.12,"22,995,924"
310,KG케미칼,2014,1.95,1.00,3.18,"40,661,444"
311,KG케미칼,2015,22.99,91.08,15.60,"41,854,916"
312,KG케미칼,2016,10.60,-3.04,-20.31,"28,347,117"
313,KG케미칼,2017,17.19,18.56,36.00,"10,207,707"
314,KG케미칼,2018,1.89,-0.71,16.67,"27,765,618"
315,KIB플러그에너지,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"8,803,389"
316,KIB플러그에너지,2011,11.73,1.49,20.60,"-20,800,984"
317,KIB플러그에너지,2012,-6.13,-2.35,11.94,"6,820,025"
318,KIB플러그에너지,2013,0.21,-3.19,-15.19,"9,549,867"
319,KIB플러그에너지,2014,12.50,-0.13,23.90,"289,693"
320,KIB플러그에너지,2015,-6.51,-9.86,-24.76,"-15,082,515"
321,KIB플러그에너지,2016,-14.65,-8.47,-14.47,"-19,305,575"
322,KIB플러그에너지,2017,-13.25,-4.66,-18.38,"-7,056,506"
323,KIB플러그에너지,2018,-3.63,-3.64,-46.91,"-16,268,117"
324,KISCO홀딩스,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"32,766,447"
325,KISCO홀딩스,2011,-14.40,-40.44,8.33,"-26,317,444"
326,KISCO홀딩스,2012,79.38,237.43,136.47,"46,226,857"
327,KISCO홀딩스,2013,-1.52,-2.75,-15.58,"19,980,320"
328,KISCO홀딩스,2014,0.17,-2.80,-12.67,"14,865,818"
329,KISCO홀딩스,2015,1.99,-2.85,-6.21,"78,046,193"
330,KISCO홀딩스,2016,6.17,-3.80,-2.70,"77,864,434"
331,KISCO홀딩스,2017,-0.35,-26.23,15.42,"-7,241,887"
332,KISCO홀딩스,2018,3.79,-1.95,5.52,"36,319,782"
333,KPX케미칼,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"48,480,172"
334,KPX케미칼,2011,23.72,0.75,28.44,"51,639,071"
335,KPX케미칼,2012,1.21,-3.78,-2.36,"37,009,834"
336,KPX케미칼,2013,4.73,-0.02,2.57,"25,547,625"
337,KPX케미칼,2014,8.57,8.49,5.78,"40,934,548"
338,KPX케미칼,2015,-0.87,14.66,-10.01,"35,579,615"
339,KPX케미칼,2016,4.80,4.85,-12.98,"34,059,688"
340,KPX케미칼,2017,3.04,3.62,8.70,"27,116,333"
341,KPX케미칼,2018,-2.34,10.34,8.95,"12,016,347"
342,KPX홀딩스,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"152,333,089"
343,KPX홀딩스,2011,11.07,28.76,7.56,"62,735,096"
344,KPX홀딩스,2012,8.09,1.59,8.42,"42,805,302"
345,KPX홀딩스,2013,-3.65,-2.38,-20.24,"6,240,150"
346,KPX홀딩스,2014,-2.22,-7.47,5.20,"38,096,267"
347,KPX홀딩스,2015,1.48,9.52,-8.38,"61,528,344"
348,KPX홀딩스,2016,3.31,0.46,-31.31,"53,425,479"
349,KPX홀딩스,2017,25.01,36.99,8.16,"58,375,729"
350,KPX홀딩스,2018,-6.34,-20.70,35.72,"14,744,540"
351,KR모터스,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"-500,478"
352,KR모터스,2011,-7.85,-3.04,-11.77,"1,904,749"
353,KR모터스,2012,-10.51,-3.38,-23.33,"-8,232,051"
354,KR모터스,2013,-2.01,1.02,1.66,"-6,614,448"
355,KR모터스,2014,17.03,13.52,-19.90,"-12,727,830"
356,KR모터스,2015,15.14,3.81,1.14,"-16,596,448"
357,KR모터스,2016,-5.51,-11.34,5.10,"-9,978,618"
358,KR모터스,2017,-27.16,-11.87,-50.86,"-31,501,348"
359,KR모터스,2018,42.84,9.44,-12.24,"-24,442,080"
360,KSS해운,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"10,274,254"
361,KSS해운,2011,12.43,15.00,-9.22,"24,134,260"
362,KSS해운,2012,6.51,11.29,14.07,"12,854,377"
363,KSS해운,2013,9.69,12.51,5.73,"26,377,627"
364,KSS해운,2014,45.97,47.39,15.88,"21,030,046"
365,KSS해운,2015,10.25,11.73,4.33,"23,149,462"
366,KSS해운,2016,18.75,20.16,-1.63,"13,272,684"
367,KSS해운,2017,39.63,36.02,25.80,"25,687,512"
368,KSS해운,2018,-0.03,2.76,14.04,"20,578,591"
369,KT,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"1,314,884,000"
370,KT,2011,19.09,4.66,4.65,"1,452,019,000"
371,KT,2012,7.71,12.72,12.15,"1,105,439,000"
372,KT,2013,0.84,3.67,-0.19,"-60,251,000"
373,KT,2014,-3.07,0.50,-6.30,"-966,176,000"
374,KT,2015,-13.13,-12.08,-0.14,"631,288,000"
375,KT,2016,4.25,-1.15,2.08,"797,844,000"
376,KT,2017,-2.80,-5.24,2.83,"561,526,000"
377,KT,2018,8.27,-3.64,0.31,"762,305,000"
378,KT&G,2010,11.70,2.67,-4.55,"1,030,788,607"
379,KT&G,2011,6.61,3.46,7.56,"806,463,278"
380,KT&G,2012,9.00,3.38,5.07,"718,677,658"
381,KT&G,2013,4.31,-0.47,-3.30,"558,194,389"
382,KT&G,2014,4.49,3.98,8.43,"800,411,846"
383,KT&G,2015,17.35,2.27,0.80,"1,046,154,494"
384,KT&G,2016,13.31,-4.30,8.10,"1,203,244,105"
385,KT&G,2017,2.99,8.50,4.44,"1,211,446,576"
386,KT&G,2018,1.77,2.45,-4.19,"903,359,164"
387,LF,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"96,235,850"
388,LF,2011,20.05,8.33,27.63,"93,678,365"
389,LF,2012,3.01,-1.16,1.89,"56,745,578"
390,LF,2013,6.91,-0.68,1.33,"64,914,194"
391,LF,2014,8.62,-2.30,-1.74,"81,064,971"
392,LF,2015,5.12,-3.01,7.59,"50,611,016"
393,LF,2016,7.21,-5.48,-2.66,"51,155,667"
394,LF,2017,0.87,24.79,4.76,"69,953,786"
395,LF,2018,3.57,4.12,6.53,"81,339,779"
396,LG,2010,14.79,11.72,18.51,"1,601,561,000"
397,LG,2011,10.03,10.70,6.11,"1,029,832,000"
398,LG,2012,4.53,4.37,-3.62,"961,702,000"
399,LG,2013,4.43,-0.88,1.07,"830,863,000"
400,LG,2014,4.73,4.88,0.68,"834,264,000"
401,LG,2015,4.56,-0.26,1.01,"943,775,000"
402,LG,2016,7.54,0.41,-2.92,"1,091,258,000"
403,LG,2017,11.07,-22.96,22.40,"2,435,559,000"
404,LG,2018,5.49,-1.77,-34.61,"1,882,897,000"
405,LG디스플레이,2010,21.08,33.54,27.32,"1,159,234,000"
406,LG디스플레이,2011,5.47,14.68,-4.78,"-787,895,000"
