,종목명,회계년,총자산증가율(전년동기)(%),유형자산증가율(전년동기)(%),매출액증가율(전년동기)(%),당기순이익(천원)
1099,깨끗한나라,2011,3.37,0.10,13.87,"1,186,614"
1100,깨끗한나라,2012,-4.11,-3.41,7.75,"14,372,455"
1101,깨끗한나라,2013,6.16,7.19,2.22,"16,070,007"
1102,깨끗한나라,2014,4.41,3.31,1.39,"2,634,568"
1103,깨끗한나라,2015,10.50,10.34,3.38,"-1,409,118"
1104,깨끗한나라,2016,0.65,-0.32,4.04,"7,627,494"
1105,깨끗한나라,2017,9.69,6.50,-6.53,"-22,191,343"
1106,깨끗한나라,2018,4.59,-7.65,-5.09,"-33,648,698"
1107,남선알미늄,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"7,094,295"
1108,남선알미늄,2011,23.23,-4.27,11.64,"24,748,177"
1109,남선알미늄,2012,-8.80,-3.96,2.03,"-16,536,943"
1110,남선알미늄,2013,0.36,-1.94,14.53,"9,655,705"
1111,남선알미늄,2014,1.16,0.34,-3.42,"17,604,236"
1112,남선알미늄,2015,19.05,-3.38,2.64,"14,881,686"
1113,남선알미늄,2016,-0.94,-1.42,14.39,"20,399,638"
1114,남선알미늄,2017,0.44,-3.16,-0.02,"21,742,400"
1115,남선알미늄,2018,6.45,22.39,-13.19,"25,220,519"
1116,남성,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"-807,905"
1117,남성,2011,-0.44,-4.94,-14.28,"-1,822,084"
1118,남성,2012,-0.68,-1.91,2.82,"-6,862,343"
1119,남성,2013,-9.64,-3.48,7.43,"-732,650"
1120,남성,2014,-2.28,0.00,-5.49,"-3,975,359"
1121,남성,2015,3.18,-2.74,9.85,"-520,743"
1122,남성,2016,1.39,0.81,10.36,"1,327,730"
1123,남성,2017,-0.54,-1.65,9.87,"1,356,665"
1124,남성,2018,0.81,-1.74,-9.50,"-3,576,375"
1125,남양유업,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"89,974,749"
1126,남양유업,2011,8.51,11.24,19.87,"47,976,490"
1127,남양유업,2012,2.10,36.82,10.72,"61,072,044"
1128,남양유업,2013,-5.59,22.37,-9.90,"-45,539,806"
1129,남양유업,2014,-1.26,-4.10,-6.35,"164,295"
1130,남양유업,2015,3.21,-5.07,5.50,"26,656,983"
1131,남양유업,2016,4.76,0.58,1.99,"37,176,242"
1132,남양유업,2017,-0.56,4.68,-5.83,"5,020,771"
1133,남양유업,2018,1.64,8.25,-7.47,"2,015,324"
1134,남해화학,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"19,966,119"
1135,남해화학,2011,8.43,1.80,32.94,"-8,360,894"
1136,남해화학,2012,-10.76,-4.65,-2.73,"-24,915,249"
1137,남해화학,2013,-10.49,-5.59,-5.26,"12,947,114"
1138,남해화학,2014,3.17,-1.62,-10.05,"18,164,519"
1139,남해화학,2015,-0.73,4.11,-6.12,"20,453,621"
1140,남해화학,2016,2.76,11.06,-6.69,"14,402,619"
1141,남해화학,2017,5.04,1.77,2.36,"26,703,742"
1142,남해화학,2018,-1.66,-1.21,10.72,"8,350,364"
1143,넥센,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"49,353,648"
1144,넥센,2011,11.54,0.04,12.82,"39,245,536"
1145,넥센,2012,38.11,8.56,24.08,"74,432,025"
1146,넥센,2013,9.20,1.27,8.94,"69,078,325"
1147,넥센,2014,6.36,13.49,-6.72,"78,942,509"
1148,넥센,2015,5.47,-1.50,-13.60,"77,791,797"
1149,넥센,2016,9.91,-3.03,4.99,"99,387,101"
1150,넥센,2017,11.83,29.91,-2.30,"81,842,411"
1151,넥센,2018,252.40,"1,478.62",333.09,"88,542,209"
1152,넥센타이어,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"107,189,831"
1153,넥센타이어,2011,51.11,59.65,24.49,"87,765,441"
1154,넥센타이어,2012,7.88,17.91,19.32,"134,291,537"
1155,넥센타이어,2013,12.07,15.99,1.29,"123,967,608"
1156,넥센타이어,2014,9.89,14.86,1.77,"129,837,531"
1157,넥센타이어,2015,2.12,-0.61,4.47,"127,120,026"
1158,넥센타이어,2016,1.44,-2.65,3.11,"175,961,705"
1159,넥센타이어,2017,6.73,7.20,3.70,"125,401,984"
1160,넥센타이어,2018,16.04,20.55,0.98,"103,543,311"
1161,노루페인트,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"5,456,902"
1162,노루페인트,2011,13.03,1.30,19.61,"9,018,962"
1163,노루페인트,2012,7.82,6.24,8.16,"4,594,714"
1164,노루페인트,2013,0.25,1.55,3.54,"11,801,316"
1165,노루페인트,2014,2.90,1.89,5.69,"15,348,682"
1166,노루페인트,2015,5.27,0.05,0.76,"32,736,913"
1167,노루페인트,2016,-0.40,1.42,3.75,"9,500,106"
1168,노루페인트,2017,3.72,4.50,15.13,"29,444,479"
1169,노루페인트,2018,2.64,0.85,11.48,"12,742,107"
1170,노루홀딩스,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"12,419,444"
1171,노루홀딩스,2011,5.24,0.19,16.97,"16,898,358"
1172,노루홀딩스,2012,6.20,-2.27,6.87,"18,920,682"
1173,노루홀딩스,2013,1.98,0.96,4.71,"35,979,220"
1174,노루홀딩스,2014,5.57,0.20,9.26,"37,093,086"
1175,노루홀딩스,2015,9.62,1.38,2.01,"88,213,849"
1176,노루홀딩스,2016,-1.65,2.59,0.97,"20,862,481"
1177,노루홀딩스,2017,1.90,3.47,11.76,"61,978,338"
1178,노루홀딩스,2018,-0.15,-0.31,8.39,"2,664,076"
1179,녹십자,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"113,974,766"
1180,녹십자,2011,11.91,13.84,-3.17,"57,600,774"
1181,녹십자,2012,10.93,19.55,5.71,"55,611,788"
1182,녹십자,2013,15.70,22.38,9.41,"72,027,708"
1183,녹십자,2014,20.47,11.07,9.81,"86,789,123"
1184,녹십자,2015,6.37,22.39,7.43,"95,687,082"
1185,녹십자,2016,9.57,10.72,14.32,"65,152,451"
1186,녹십자,2017,9.86,-0.37,7.51,"56,711,043"
1187,녹십자,2018,1.16,1.39,3.65,"34,249,900"
1188,녹십자홀딩스,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"130,974,351"
1189,녹십자홀딩스,2011,11.05,1.19,-2.95,"57,069,439"
1190,녹십자홀딩스,2012,-68.58,14.07,4.72,"90,112,725"
1191,녹십자홀딩스,2013,12.29,18.27,9.54,"80,790,983"
1192,녹십자홀딩스,2014,10.27,10.21,11.35,"101,469,183"
1193,녹십자홀딩스,2015,14.95,21.19,8.43,"112,848,610"
1194,녹십자홀딩스,2016,9.26,18.31,19.56,"74,263,537"
1195,녹십자홀딩스,2017,13.85,16.18,8.20,"70,728,142"
1196,녹십자홀딩스,2018,2.65,6.56,5.68,"19,378,934"
1197,농심,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"139,760,984"
1198,농심,2011,4.07,3.55,4.23,"83,877,581"
1199,농심,2012,-5.24,-1.39,0.22,"-9,166,417"
1200,농심,2013,2.98,-1.23,-4.09,"86,896,539"
1201,농심,2014,0.39,2.75,-2.15,"64,454,972"
1202,농심,2015,8.75,4.12,6.85,"117,412,116"
1203,농심,2016,2.59,-3.58,1.62,"199,229,661"
1204,농심,2017,-1.27,2.73,-0.39,"90,685,629"
1205,농심,2018,3.36,3.17,1.28,"84,301,647"
1206,농심홀딩스,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"63,177,059"
1207,농심홀딩스,2011,3.56,0.53,19.97,"42,644,072"
1208,농심홀딩스,2012,-2.12,1.11,-20.10,"15,183,918"
1209,농심홀딩스,2013,6.10,11.52,23.58,"48,857,107"
1210,농심홀딩스,2014,0.69,8.71,8.50,"25,646,283"
1211,농심홀딩스,2015,4.86,-2.36,15.94,"47,616,483"
1212,농심홀딩스,2016,8.04,-2.14,10.85,"79,394,495"
1213,농심홀딩스,2017,-2.27,-1.58,-0.24,"40,697,627"
1214,농심홀딩스,2018,4.32,-2.39,9.39,"46,770,181"
1215,다스코,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"603,849"
1216,다스코,2011,15.38,1.02,15.68,"3,228,018"
1217,다스코,2012,-1.59,16.67,25.15,"7,098,268"
1218,다스코,2013,20.51,12.84,6.33,"7,553,390"
1219,다스코,2014,-1.44,19.85,3.04,"6,340,531"
1220,다스코,2015,21.25,-2.29,21.40,"8,435,624"
1221,다스코,2016,21.99,49.18,16.06,"12,311,539"
1222,다스코,2017,43.80,15.73,42.03,"18,648,663"
1223,다스코,2018,-5.97,-2.57,7.89,"18,160,285"
1224,다우기술,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"124,848,802"
1225,다우기술,2011,-0.84,-6.28,2.61,"121,305,698"
1226,다우기술,2012,14.48,32.41,-0.20,"97,007,480"
1227,다우기술,2013,0.02,25.09,-0.91,"54,080,871"
1228,다우기술,2014,10.08,26.49,4.09,"84,949,965"
1229,다우기술,2015,34.05,-2.15,32.63,"202,618,955"
1230,다우기술,2016,37.20,-7.54,11.07,"191,978,017"
1231,다우기술,2017,33.69,-4.22,15.56,"243,142,590"
1232,다우기술,2018,47.38,12.53,65.23,"225,403,523"
1233,대교,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"53,713,348"
1234,대교,2011,-5.67,15.96,0.42,"50,427,956"
1235,대교,2012,-5.17,-1.43,-4.24,"20,767,695"
1236,대교,2013,3.46,-4.26,-3.44,"32,222,639"
1237,대교,2014,-0.01,8.30,-3.46,"38,224,764"
1238,대교,2015,-2.56,4.83,0.33,"46,060,282"
1239,대교,2016,3.35,18.82,0.92,"41,790,443"
1240,대교,2017,1.06,-0.06,-1.04,"41,618,843"
1241,대교,2018,-3.12,0.11,-6.04,"19,224,517"
1242,대구백화점,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"28,600,108"
1243,대구백화점,2011,-1.46,4.80,-2.94,"17,617,401"
1244,대구백화점,2012,34.38,-0.11,-0.53,"6,306,526"
1245,대구백화점,2013,-4.29,-0.42,-1.10,"5,745,803"
1246,대구백화점,2014,-2.65,-0.06,-7.55,"3,420,596"
1247,대구백화점,2015,0.47,26.70,0.09,"6,356,321"
1248,대구백화점,2016,9.27,19.00,-13.27,"-7,021,333"
1249,대구백화점,2017,5.24,3.72,-31.01,"-15,604,943"
1250,대구백화점,2018,-2.74,-8.92,26.65,"-29,621,331"
1251,대동,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"1,592,290"
1252,대동,2011,5.79,0.88,19.14,"6,288,657"
1253,대동,2012,-2.44,-0.32,-8.99,"-1,364,479"
1254,대동,2013,4.22,-2.40,3.14,"-986,787"
1255,대동,2014,22.36,2.24,3.80,"5,002,864"
1256,대동,2015,-2.65,-1.72,-3.28,"3,539,311"
1257,대동,2016,-3.06,-4.22,0.33,"-17,972,703"
1258,대동,2017,9.50,0.77,4.22,"9,854,811"
1259,대동,2018,5.76,13.15,7.32,"1,464,262"
1260,대동전자,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"1,585,112"
1261,대동전자,2011,-6.82,-12.31,-23.08,"-3,087,760"
1262,대동전자,2012,-0.94,-32.73,-10.40,"13,293,914"
1263,대동전자,2013,-3.41,-11.68,-12.98,"6,557,338"
1264,대동전자,2014,12.79,84.11,3.10,"284,950"
1265,대동전자,2015,5.68,7.86,-10.04,"-2,092,540"
1266,대동전자,2016,-3.17,-2.94,7.86,"2,196,872"
1267,대동전자,2017,2.03,-2.95,-2.94,"680,178"
1268,대동전자,2018,4.16,6.95,20.56,"3,456,273"
1269,대림B&Co,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"1,469,304"
1270,대림B&Co,2011,1.92,-0.73,8.58,"1,165,489"
1271,대림B&Co,2012,2.69,4.17,14.53,"-4,612,562"
1272,대림B&Co,2013,5.29,0.72,14.53,"-2,959,087"
1273,대림B&Co,2014,5.09,1.68,26.83,"3,256,538"
1274,대림B&Co,2015,5.89,2.69,22.69,"7,896,701"
1275,대림B&Co,2016,6.66,1.33,15.56,"7,358,482"
1276,대림B&Co,2017,1.39,-0.55,11.38,"6,735,859"
1277,대림B&Co,2018,-0.98,1.78,6.14,"3,922,309"
1278,대림통상,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"2,001,024"
1279,대림통상,2011,0.29,-2.38,1.77,"-2,034,063"
1280,대림통상,2012,-4.76,-2.90,-5.43,"-7,422,315"
1281,대림통상,2013,-0.07,-2.56,-2.40,"-7,270,814"
1282,대림통상,2014,0.47,-13.65,3.49,"-1,588,604"
1283,대림통상,2015,-8.55,-0.02,0.78,"-3,720,601"
1284,대림통상,2016,-1.23,-0.82,3.98,"339,196"
1285,대림통상,2017,-0.61,-36.25,13.12,"-4,306,828"
1286,대림통상,2018,-13.08,-2.49,2.03,"-1,219,551"
1287,대상,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"31,365,751"
1288,대상,2011,18.07,4.07,21.22,"54,255,802"
1289,대상,2012,3.56,2.98,13.31,"88,256,345"
1290,대상,2013,7.25,0.17,3.69,"105,760,975"
1291,대상,2014,4.37,7.25,1.83,"90,020,443"
1292,대상,2015,15.97,18.12,1.79,"47,195,418"
1293,대상,2016,9.69,6.55,8.35,"60,063,308"
1294,대상,2017,-2.43,4.71,3.99,"51,771,864"
1295,대상,2018,-2.37,6.92,-0.41,"65,398,472"
1296,대상홀딩스,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"18,902,142"
1297,대상홀딩스,2011,4.16,8.79,140.63,"27,267,237"
1298,대상홀딩스,2012,242.86,"1,737.30",864.51,"90,910,110"
1299,대상홀딩스,2013,5.62,0.37,4.07,"84,689,485"
1300,대상홀딩스,2014,4.34,6.36,4.12,"93,074,179"
1301,대상홀딩스,2015,13.77,17.52,3.13,"52,988,790"
1302,대상홀딩스,2016,8.42,6.14,8.73,"67,217,401"
1303,대상홀딩스,2017,-1.42,6.32,1.98,"59,380,602"
1304,대상홀딩스,2018,-0.81,7.23,0.42,"45,638,481"
1305,대성홀딩스,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"27,376,336"
1306,대성홀딩스,2011,4.93,4.35,20.79,"37,743,914"
1307,대성홀딩스,2012,12.92,5.41,10.57,"32,970,985"
1308,대성홀딩스,2013,7.70,3.85,7.58,"28,341,414"
1309,대성홀딩스,2014,4.48,2.68,-0.35,"26,975,107"
1310,대성홀딩스,2015,-4.27,5.42,-16.82,"27,663,013"
1311,대성홀딩스,2016,-0.96,5.25,-17.17,"23,359,911"
1312,대성홀딩스,2017,-1.97,3.89,3.25,"32,183,555"
1313,대성홀딩스,2018,1.01,2.58,0.74,"23,779,129"
1314,대양금속,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"-6,728,852"
1315,대양금속,2011,-39.43,-7.37,-32.13,"-64,301,573"
1316,대양금속,2012,-50.61,-15.49,-28.15,"-71,375,108"
1317,대양금속,2013,-3.76,-14.07,8.11,"-10,008,188"
1318,대양금속,2014,3.37,-4.66,7.64,"-18,097,262"
1319,대양금속,2015,-6.07,-11.70,-0.64,"-17,855,155"
1320,대양금속,2016,1.59,-11.41,20.31,"4,633,576"
1321,대양금속,2017,-4.18,-8.87,18.21,"9,876,011"
1322,대양금속,2018,-3.76,-6.07,-4.53,"5,565,699"
1323,대영포장,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"3,800,013"
1324,대영포장,2011,16.06,7.28,35.31,"-1,748,309"
1325,대영포장,2012,-12.11,-3.58,2.44,"12,341,883"
1326,대영포장,2013,3.05,-1.95,-4.52,"6,670,871"
1327,대영포장,2014,-1.49,5.08,10.26,"6,044,478"
1328,대영포장,2015,4.82,2.81,-0.96,"-7,023,127"
1329,대영포장,2016,-0.51,-3.94,9.38,"10,718,164"
1330,대영포장,2017,-0.98,-4.40,16.83,"-2,965,668"
1331,대영포장,2018,5.33,14.22,-3.85,"10,623,082"
1332,대우건설,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"-827,720,799"
1333,대우건설,2011,-3.97,16.76,4.56,"173,553,923"
1334,대우건설,2012,4.13,-9.82,17.15,"173,028,930"
1335,대우건설,2013,2.67,0.05,6.79,"-718,036,005"
1336,대우건설,2014,1.36,14.25,13.81,"129,710,187"
1337,대우건설,2015,-1.92,17.39,-1.05,"104,648,257"
1338,대우건설,2016,-0.93,-21.90,12.29,"-754,927,284"
1339,대우건설,2017,-11.97,-13.89,5.95,"257,893,627"
1340,대우건설,2018,-0.48,-8.92,-9.87,"297,330,432"
1341,대우부품,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"-5,582,486"
1342,대우부품,2011,-1.12,5.08,-2.62,"-5,595,582"
1343,대우부품,2012,2.02,-2.04,6.38,"-3,291,496"
1344,대우부품,2013,5.96,-37.74,-1.74,"-3,234,934"
1345,대우부품,2014,25.65,113.82,33.81,"331,085"
1346,대우부품,2015,14.16,4.93,52.59,"1,127,999"
1347,대우부품,2016,4.39,0.19,10.36,"2,462,001"
1348,대우부품,2017,1.47,5.10,8.31,"2,908,884"
1349,대우부품,2018,4.67,-8.65,7.94,"1,154,780"
1350,대웅,2010,,,,"17,802,254"
1351,대웅,2011,23.13,18.42,45.81,"44,470,947"
1352,대웅,2012,68.46,166.89,179.56,"65,368,069"
1353,대웅,2013,11.82,3.09,2.51,"74,723,609"
1354,대웅,2014,12.49,6.73,6.00,"37,877,138"
1355,대웅,2015,22.91,13.44,11.50,"54,590,416"
1356,대웅,2016,18.11,27.04,1.83,"34,573,862"
1357,대웅,2017,5.58,4.07,10.74,"85,706,875"
1358,대웅,2018,2.78,4.41,9.55,"32,736,376"
1359,대웅제약,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"17,928,835"
1360,대웅제약,2011,-2.68,-19.33,38.64,"50,728,105"
1361,대웅제약,2012,-3.23,6.38,-5.85,"33,512,864"
1362,대웅제약,2013,20.04,15.47,2.02,"57,974,401"
1363,대웅제약,2014,19.90,20.73,7.82,"30,469,956"
1364,대웅제약,2015,36.05,59.79,14.10,"35,673,702"
1365,대웅제약,2016,21.19,43.48,5.27,"26,125,871"
1366,대웅제약,2017,6.01,7.92,8.64,"35,436,337"
1367,대웅제약,2018,-0.47,1.25,7.41,"-15,417,245"
1368,대원강업,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"48,304,036"
1369,대원강업,2011,14.77,7.21,20.91,"42,429,775"
1370,대원강업,2012,3.46,11.39,0.40,"48,819,238"
1371,대원강업,2013,18.15,18.99,1.02,"37,787,880"
1372,대원강업,2014,-1.70,-1.45,1.86,"18,423,940"
1373,대원강업,2015,0.79,1.30,-1.59,"26,264,887"
1374,대원강업,2016,11.31,6.40,6.23,"46,141,124"
1375,대원강업,2017,-9.47,-5.79,-4.46,"26,231,366"
1376,대원강업,2018,-6.91,-4.12,-3.19,"23,857,286"
1377,대원전선,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"3,418,404"
1378,대원전선,2011,10.53,-0.84,17.43,"1,541,494"
1379,대원전선,2012,-0.42,-2.70,-7.36,"3,078,936"
1380,대원전선,2013,3.31,80.92,6.74,"3,431,234"
1381,대원전선,2014,-5.30,-0.35,-13.45,"1,351,077"
1382,대원전선,2015,1.72,13.89,6.98,"3,511,451"
1383,대원전선,2016,4.06,0.86,-4.80,"2,122,648"
1384,대원전선,2017,-0.55,-42.73,19.58,"1,560,817"
1385,대원전선,2018,-13.70,-0.55,-14.96,"1,238,629"
1386,대원제약,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"13,029,805"
1387,대원제약,2011,6.84,14.82,-4.02,"9,256,910"
1388,대원제약,2012,4.80,0.66,-0.51,"9,766,152"
1389,대원제약,2013,8.85,11.44,14.99,"12,233,291"
1390,대원제약,2014,12.79,19.13,14.54,"15,597,355"
1391,대원제약,2015,7.82,18.61,18.79,"17,333,481"
1392,대원제약,2016,10.23,11.66,11.35,"19,723,252"
1393,대원제약,2017,5.83,7.17,10.28,"10,274,805"
1394,대원제약,2018,21.23,24.60,7.98,"23,286,287"
1395,대원화성,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"-10,774,386"
1396,대원화성,2011,-3.29,7.08,12.29,"-6,410,504"
1397,대원화성,2012,1.08,-8.28,0.30,"-4,980,989"
1398,대원화성,2013,-0.34,-4.69,-10.26,"-1,311,053"
1399,대원화성,2014,7.72,-2.52,21.62,"5,825,496"
1400,대원화성,2015,7.81,0.33,9.94,"11,480,286"
1401,대원화성,2016,6.37,-0.60,-14.02,"7,227,117"
1402,대원화성,2017,-8.49,-2.84,-4.81,"1,585,812"
1403,대원화성,2018,1.10,0.56,-3.17,"1,082,609"
1404,대유에이텍,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"8,371,576"
1405,대유에이텍,2011,78.25,168.91,68.41,"7,730,363"
1406,대유에이텍,2012,6.40,6.79,7.67,"4,046,012"
1407,대유에이텍,2013,13.72,0.65,9.82,"8,716,657"
1408,대유에이텍,2014,70.82,64.59,32.83,"15,304,354"
1409,대유에이텍,2015,0.74,7.07,37.03,"10,013,854"
1410,대유에이텍,2016,11.02,0.78,0.94,"5,831,211"
1411,대유에이텍,2017,6.94,12.12,4.88,"3,056,218"
1412,대유에이텍,2018,-0.74,-2.85,3.77,"-40,274,934"
1413,대유플러스,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"4,267,606"
1414,대유플러스,2011,33.07,16.94,41.75,"-4,626,303"
1415,대유플러스,2012,0.66,4.35,13.29,"-18,142,399"
1416,대유플러스,2013,4.90,7.58,11.66,"7,290,563"
1417,대유플러스,2014,10.55,16.72,18.44,"-3,864,118"
1418,대유플러스,2015,11.01,-3.52,-1.19,"-172,926"
1419,대유플러스,2016,19.81,-11.66,-12.44,"8,531,787"
1420,대유플러스,2017,0.65,-7.44,5.44,"-3,749,288"
1421,대유플러스,2018,5.81,10.78,9.98,"20,694,158"
1422,대창,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"31,058,427"
1423,대창,2011,0.23,-1.44,6.58,"-7,111,227"
1424,대창,2012,-1.69,5.88,-10.05,"8,825,619"
1425,대창,2013,37.90,37.34,-3.38,"-18,615,912"
1426,대창,2014,-0.33,-0.96,75.35,"-7,983,301"
1427,대창,2015,-17.77,5.69,-23.19,"-50,869,561"
1428,대창,2016,4.98,3.93,-19.57,"11,979,505"
1429,대창,2017,-0.46,-0.42,20.25,"14,271,365"
1430,대창,2018,1.06,9.55,-3.26,"12,425,644"
1431,대창단조,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"13,472,064"
1432,대창단조,2011,7.42,5.31,29.25,"22,719,344"
1433,대창단조,2012,-3.28,-2.37,-15.22,"23,336,268"
1434,대창단조,2013,7.75,-2.92,-17.27,"18,058,693"
1435,대창단조,2014,18.61,40.27,-5.13,"18,089,272"
1436,대창단조,2015,6.15,21.67,-5.61,"15,753,505"
1437,대창단조,2016,3.66,-4.79,-7.76,"13,970,140"
1438,대창단조,2017,7.17,-4.45,20.74,"12,710,147"
1439,대창단조,2018,5.56,1.76,24.40,"12,494,892"
1440,대한방직,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"3,612,643"
1441,대한방직,2011,4.36,-2.22,-5.23,"-14,635,803"
1442,대한방직,2012,-11.45,-3.73,-5.69,"-16,845,323"
1443,대한방직,2013,5.84,-3.00,3.76,"1,916,087"
1444,대한방직,2014,42.80,147.89,-14.38,"-11,525,318"
1445,대한방직,2015,1.66,-2.02,0.00,"-7,072,189"
1446,대한방직,2016,0.31,8.54,0.49,"-4,138,013"
1447,대한방직,2017,-4.22,-64.62,-15.05,"-9,603,954"
1448,대한방직,2018,-24.86,-8.02,0.16,"12,434,234"
1449,대한유화,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"80,835,326"
1450,대한유화,2011,0.07,-3.40,10.59,"30,196,094"
1451,대한유화,2012,0.51,0.19,2.88,"-12,240,312"
1452,대한유화,2013,5.98,7.97,-5.61,"45,833,889"
1453,대한유화,2014,6.34,17.76,4.45,"63,848,818"
1454,대한유화,2015,6.15,4.85,-15.90,"200,789,062"
1455,대한유화,2016,15.34,20.96,-7.56,"272,895,473"
1456,대한유화,2017,11.73,19.63,11.47,"214,456,397"
1457,대한유화,2018,0.68,-0.56,43.53,"257,413,487"
1458,대한전선,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"-907,180,667"
1459,대한전선,2011,-23.00,12.78,1.93,"-308,575,678"
1460,대한전선,2012,-18.24,-1.33,-18.65,"-578,062,813"
1461,대한전선,2013,-21.71,-5.81,-0.54,"-593,391,910"
1462,대한전선,2014,-16.92,-4.82,-15.74,"-221,089,258"
1463,대한전선,2015,-17.12,-7.06,-20.26,"-68,345,948"
1464,대한전선,2016,-12.14,-16.53,-18.64,"-15,882,820"
1465,대한전선,2017,-4.13,-5.98,14.28,"-45,540,032"
1466,대한전선,2018,-10.32,-13.95,5.00,"-5,873,191"
1467,대한제강,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"15,340,703"
1468,대한제강,2011,21.73,8.80,12.73,"8,950,652"
1469,대한제강,2012,-2.03,0.23,15.89,"31,035,799"
1470,대한제강,2013,4.08,-1.79,-0.66,"15,535,602"
1471,대한제강,2014,-4.20,-4.14,0.17,"-826,183"
1472,대한제강,2015,-18.18,-9.35,-14.79,"35,923,674"
1473,대한제강,2016,5.37,-9.76,0.93,"39,837,947"
1474,대한제강,2017,12.56,-4.45,36.82,"29,626,726"
1475,대한제강,2018,-12.81,-4.75,-7.71,"-17,788,072"
1476,대한제당,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"9,723,561"
1477,대한제당,2011,3.81,-2.62,6.76,"18,991,599"
1478,대한제당,2012,1.56,1.15,5.48,"29,048,032"
1479,대한제당,2013,-3.13,-1.28,-8.20,"10,440,469"
1480,대한제당,2014,-0.55,1.53,-3.15,"6,535,904"
1481,대한제당,2015,-1.26,-0.95,-7.44,"-17,563,816"
1482,대한제당,2016,-21.48,-5.26,1.48,"22,601,383"
1483,대한제당,2017,-4.77,-0.26,0.81,"10,809,978"
1484,대한제당,2018,-1.51,-1.59,-5.19,"9,753,277"
1485,대한제분,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"44,669,486"
1486,대한제분,2011,6.59,0.62,3.41,"5,206,785"
1487,대한제분,2012,6.45,1.73,18.40,"34,250,069"
1488,대한제분,2013,-0.27,-2.49,-2.84,"18,377,325"
1489,대한제분,2014,0.35,-0.34,0.57,"36,846,461"
1490,대한제분,2015,-0.55,-2.12,-5.04,"34,250,578"
1491,대한제분,2016,-3.12,-4.09,-2.22,"27,428,455"
1492,대한제분,2017,0.69,-5.48,0.41,"51,048,348"
1493,대한제분,2018,5.29,1.09,6.63,"51,472,656"
1494,대한항공,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"623,925,708"
1495,대한항공,2011,11.89,12.61,5.20,"-199,751,062"
1496,대한항공,2012,2.61,4.87,0.78,"256,371,132"
1497,대한항공,2013,-0.23,4.19,-4.00,"-383,555,366"
1498,대한항공,2014,2.38,1.77,0.52,"-612,921,455"
1499,대한항공,2015,3.05,13.14,-3.06,"-562,967,287"
1500,대한항공,2016,-0.93,0.13,1.62,"-556,844,431"
1501,대한항공,2017,2.89,5.79,3.07,"801,897,025"
1502,대한항공,2018,4.84,6.30,7.60,"-161,087,304"
1503,대한화섬,2010,N/A(IFRS),N/A(IFRS),N/A(IFRS),"15,924,199"
1504,대한화섬,2011,17.76,54.48,33.41,"12,204,278"
1505,대한화섬,2012,2.06,-10.68,47.07,"4,546,605"
1506,대한화섬,2013,5.53,-12.31,-37.25,"5,026,262"
