종목코드,종목명,결산월,회계년,주기,총자산(천원),유동자산(천원),재고자산(천원),부채및자본총계(천원),매입채무(천원),단기차입금(천원),장기차입금(천원),매출액(천원),연구개발비(천원),광고선전비(천원),영업이익(천원),당기순이익(천원),영업활동으로인한현금흐름(천원),투자활동으로인한현금흐름(천원),재무활동으로인한현금흐름(천원),매출채권(천원),자기자본비율(%),차입금의존도(%),부채비율(%),차입금비율(%),유보율(%),매출액증가율(전년동기)(%),영업이익증가율(전년동기)(%),당기순이익증가율(전년동기)(%),총자산증가율(전년동기)(%),*매출원가율(%),ROE(당기순이익)(%),총자본회전율(회),총부채회전율(회),총자산회전율(회),영업이익률(%),EBIT(천원),당기순이익률(%),매출총이익률(%),유형자산증가율(전년동기)(%)
A115390,락앤락,12,2020,Annual,"783,185,018","413,963,894","139,284,223","783,185,018","25,775,583","291,776","739,740","501,984,851",0,"8,293,024","28,927,883","11,755,551","78,822,609","10,169,406","-30,694,650","72,408,845",84.95,4.98,17.71,5.87,"2,318.77",3.29,18.97,-28.22,-2.09,55.44,1.74,0.74,4.29,0.63,5.76,"28,927,883",2.34,44.56,-8.65
A115390,락앤락,12,2021,Annual,"829,724,565","542,041,416","191,554,571","829,724,565","29,555,664","6,454,498",0,"543,037,527","3,746,316","10,532,523","32,518,908","16,155,709","18,741,617","27,416,084","-38,175,302","76,901,241",83.64,2.84,19.57,3.39,"2,476.72",8.18,12.41,37.43,5.94,57.16,2.38,0.80,4.28,0.67,5.99,"32,518,908",2.98,42.84,-19.40
A115390,락앤락,12,2022,Annual,"703,428,058","442,262,499","182,777,574","703,428,058","18,321,364","725,220",0,"521,216,117","4,056,469","16,223,811","2,304,046","-20,474,762","31,705,078","-27,526,427","-98,025,578","66,424,275",84.87,4.58,17.83,5.40,"2,070.32",-4.02,-92.91,적전,-15.22,60.05,-3.17,0.81,4.30,0.68,0.44,"2,304,046",-3.93,39.95,-9.00
A115390,락앤락,12,2023,Annual,"601,807,794","379,999,827","120,660,889","601,807,794","13,852,306","460,961",0,"484,764,055","4,045,306","10,127,253","-21,057,063","-39,853,584","69,306,838","-14,897,783","-66,718,866","70,600,944",83.33,4.26,20.01,5.12,"1,983.39",-6.99,적전,적지,-14.45,64.42,-7.26,0.88,4.69,0.74,-4.34,"-21,057,063",-8.22,35.58,-14.36
A115390,락앤락,12,2024,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A032350,롯데관광개발,12,2010,Annual,"203,174,974","29,681,669",0,"203,174,974","344,770","59,000,000",0,"42,460,587",0,"2,548,057","386,378","-14,148,957","-1,481,695","25,173,549","-22,567,273","2,278,974",49.49,39.76,102.06,80.34,"1,707.37",N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),37.21,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),0.91,"386,378",-33.32,62.79,N/A(IFRS)
A032350,롯데관광개발,12,2011,Annual,"224,758,209","24,754,008",0,"224,758,209","264,322","85,160,000",0,"57,925,796",0,"2,673,753","919,920","-10,436,768","1,976,623","-26,842,085","25,879,080","2,078,272",40.03,48.31,149.81,120.67,"1,511.53",36.42,138.09,적지,10.62,40.55,-10.96,0.61,0.49,0.27,1.59,"919,920",-18.02,59.45,-22.17
A032350,롯데관광개발,12,2012,Annual,"142,825,011","20,123,566",0,"142,825,011","285,205","83,126,547",0,"57,310,602",0,"2,413,729","1,173,878","-80,473,193","-3,647,841","4,610,750","-2,033,453","2,072,961",6.03,75.82,"1,557.66","1,256.86",30.05,-1.06,27.61,적지,-36.45,38.91,-163.25,1.16,0.43,0.31,2.05,"1,173,878",-140.42,61.09,-1.19
A032350,롯데관광개발,12,2013,Annual,"138,782,835","23,308,094",0,"138,782,835","159,038","484,708",0,"45,116,342",0,"2,637,581","1,558,252","-3,780,837","-8,128,245","5,480,306","1,507,504","7,668,050",82.49,0.35,21.22,0.42,817.58,-21.28,32.74,적지,-2.83,42.34,-6.14,0.73,0.57,0.32,3.45,"1,558,252",-8.38,57.66,-29.67
A032350,롯데관광개발,12,2014,Annual,"145,286,658","28,247,403",0,"145,286,658","163,954","788,283",0,"42,319,676",0,"3,036,047","-521,740","839,710","953,520","4,280,213","303,575","9,842,821",79.22,0.54,26.24,0.68,821.96,-6.20,적전,흑전,4.69,50.32,0.73,0.37,1.55,0.30,-1.23,"-521,740",1.98,49.68,-28.39
A032350,롯데관광개발,12,2015,Annual,"249,000,437","30,820,840",0,"249,000,437","197,950","1,687,000",0,"44,668,146",0,"3,088,870","1,538,305","-49,895,848","-197,547","-1,954,110","898,717","12,456,213",66.36,0.68,50.70,1.02,980.75,5.55,흑전,적전,71.39,46.90,-35.60,0.32,0.78,0.23,3.44,"1,538,305",-111.70,53.10,"9,263.26"
A032350,롯데관광개발,12,2016,Annual,"362,245,686","46,859,303",0,"362,245,686","168,610","12,673,000",0,"50,376,420",0,"4,082,826","3,292,694","1,519,734","3,116,360","-8,731,342","10,947,201","14,225,941",45.86,3.50,118.03,7.63,624.58,12.78,114.05,흑전,45.48,45.94,0.92,0.30,0.36,0.16,6.54,"3,292,694",3.02,54.06,97.62
A032350,롯데관광개발,12,2017,Annual,"401,786,612","89,438,328",0,"401,786,612","143,690","6,962,457",0,"69,222,757",0,"4,813,700","5,059,254","3,379,268","6,490,239","-3,245,128","29,927,747","15,285,913",42.92,10.06,132.97,23.45,652.28,37.41,53.65,122.36,10.92,55.09,2.00,0.41,0.33,0.18,7.31,"5,059,254",4.88,44.91,-1.13
A032350,롯데관광개발,12,2018,Annual,"506,790,646","220,141,580","119,544","506,790,646","167,920","873,671",0,"76,076,009",0,"5,743,249","3,004,020","-112,874,122","2,053,895","-211,869,646","176,526,112","662,212",55.44,5.81,80.38,10.47,770.55,9.90,-40.62,적전,26.13,58.06,-49.79,0.34,0.33,0.17,3.95,"3,004,020",-148.37,41.94,8.83
A032350,롯데관광개발,12,2019,Annual,"575,034,053","53,095,345","4,150,924","575,034,053","198,920","1,036,616",0,"88,449,398",0,"5,725,087","-16,155,231","-14,681,588","-23,291,651","-38,137,338","64,593,897","392,844",53.16,11.99,88.11,22.56,791.94,16.26,적전,적지,13.47,74.22,-5.01,0.30,0.36,0.16,-18.26,"-16,155,231",-16.60,25.78,105.54
A032350,롯데관광개발,12,2020,Annual,"1,198,450,486","124,776,945","3,965,344","1,198,450,486","693,412","80,585,848","663,030,324","16,769,429",0,"963,057","-71,384,718","-82,068,543","-114,489,713","-578,890,240","735,305,109","624,013",18.87,68.59,430.05,363.58,562.56,-81.04,적지,적지,108.41,0.00,-30.86,0.06,0.03,0.02,-425.68,"-71,384,718",-489.39,100.00,116.36
A032350,롯데관광개발,12,2021,Annual,"1,302,424,557","91,479,671","6,636,477","1,302,424,557","8,334,507","43,713,638","674,935,344","107,071,759",0,"4,248,512","-131,250,266","-200,695,718","-50,901,378","-74,050,890","127,394,122","2,551,878",4.05,85.37,"2,371.97","2,110.41",62.23,538.49,적지,적지,8.68,0.00,-143.98,0.77,0.10,0.09,-122.58,"-131,250,266",-187.44,100.00,-3.10
A032350,롯데관광개발,12,2022,Annual,"1,802,776,594","61,153,936","6,645,527","1,802,776,594","7,128,672","734,006,909",0,"183,670,906",0,"8,553,528","-118,719,753","-224,708,158","-62,856,715","-3,653,803","34,422,969","3,923,303",12.85,71.53,678.10,556.61,544.68,71.54,적지,적지,38.42,0.00,-158.04,1.29,0.13,0.12,-64.64,"-118,719,753",-122.34,100.00,43.49
A032350,롯데관광개발,12,2023,Annual,"1,764,111,056","80,886,866","4,134,584","1,764,111,056","7,049,861","760,586,470",0,"313,548,275",0,"14,560,981","-60,605,788","-202,330,590","-13,077,424","-19,567,438","37,644,347","4,559,853",3.72,75.11,"2,590.85","2,021.20",82.60,70.71,적지,적지,-2.14,0.00,-136.14,2.11,0.19,0.18,-19.33,"-60,605,788",-64.53,100.00,-3.93
A032350,롯데관광개발,12,2024,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A089860,롯데렌탈,12,2010,Annual,"1,196,499,377","261,363,617","643,300","1,196,499,377","7,271,591","20,000,000","547,765,244","409,028,421",0,"8,603,069","55,228,520","11,763,905","-95,291,974","96,506,578","11,534,007","74,179,601",21.76,61.13,359.64,280.98,356.26,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),0.00,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),13.50,"55,228,520",2.88,100.00,N/A(IFRS)
A089860,롯데렌탈,12,2011,Annual,"1,376,665,933","276,390,636","920,676","1,376,665,933","13,147,887","30,000,000","200,608,076","658,887,362",0,"9,207,104","83,282,268","26,965,407","-134,214,544","-6,789,455","137,183,661","92,685,555",18.17,65.77,450.44,362.02,409.08,61.09,50.80,129.22,15.06,0.00,10.57,2.58,0.64,0.51,12.64,"83,282,268",4.09,100.00,15.98
A089860,롯데렌탈,12,2012,Annual,"1,694,021,118","305,651,141","570,279","1,694,021,118","63,468,739","90,000,000","148,696,736","716,207,567",0,"6,959,443","84,074,950","26,018,745","-213,075,816","-20,176,667","234,573,057","88,212,248",15.79,67.82,533.19,429.45,444.57,8.70,0.95,-3.51,23.05,0.00,10.05,2.77,0.56,0.47,11.74,"84,074,950",3.63,100.00,25.85
A089860,롯데렌탈,12,2013,Annual,"2,183,134,452","352,824,793","786,602","2,183,134,452","65,710,928","100,552,312","378,132,988","885,210,394",0,"8,825,584","97,018,657","32,327,640","-346,866,182","-39,463,648","390,294,942","106,245,508",13.39,70.78,647.08,528.81,498.30,23.60,15.40,24.25,28.87,0.00,11.55,3.16,0.53,0.46,10.96,"97,018,657",3.65,100.00,36.54
A089860,롯데렌탈,12,2014,Annual,"2,640,443,032","371,961,859","7,409,905","2,640,443,032","63,044,227","96,082,817","534,040,473","1,070,153,099",0,"8,326,756","90,021,207","35,824,109","-346,328,781","-35,343,216","359,309,490","126,667,281",12.25,72.33,716.53,590.58,562.48,20.89,-7.21,10.82,20.95,0.00,11.64,3.48,0.51,0.44,8.41,"90,021,207",3.35,100.00,29.81
A089860,롯데렌탈,12,2015,Annual,"3,094,625,244","563,989,182","9,220,445","3,094,625,244","24,864,687","211,342,749","612,604,404","1,287,674,530",0,"17,687,533","94,278,289","15,786,868","-149,908,082","-47,828,310","361,102,854","115,340,752",10.83,73.64,823.76,680.30,584.34,20.33,4.73,-55.93,17.20,0.00,4.80,3.91,0.51,0.45,7.32,"94,278,289",1.23,100.00,14.46
A089860,롯데렌탈,12,2016,Annual,"3,497,267,074","525,695,209","12,320,693","3,497,267,074","31,581,150","332,149,255","450,992,000","1,535,683,361",0,"13,702,496","111,723,755","41,986,980","-346,249,067","-38,468,606","283,118,170","125,433,109",16.50,67.57,506.09,409.54,876.26,19.26,18.50,165.96,13.01,0.00,9.21,3.37,0.54,0.47,7.28,"111,723,755",2.73,100.00,14.76
A089860,롯데렌탈,12,2017,Annual,"4,181,136,466","717,249,474","14,391,663","4,181,136,466","12,711,942","518,000,000","353,213,588","1,777,165,802",0,"17,046,870","121,180,224","28,558,329","-443,905,550","21,868,857","609,816,837","144,821,985",14.19,71.14,604.57,501.23,903.12,15.72,8.46,-31.98,19.55,0.00,4.88,3.04,0.55,0.46,6.82,"121,180,224",1.61,100.00,15.65
A089860,롯데렌탈,12,2018,Annual,"4,766,166,550","874,366,914","19,145,132","4,766,166,550","43,006,272","540,420,018","629,275,162","1,866,253,762",0,"17,074,047","112,352,513","30,030,501","-373,548,205","-181,096,804","487,934,509","155,772,400",13.73,71.95,628.10,523.86,998.15,5.01,-7.28,5.15,13.99,0.00,4.81,2.99,0.48,0.42,6.02,"112,352,513",1.61,100.00,11.30
A089860,롯데렌탈,12,2019,Annual,"5,362,045,958","950,006,454","25,606,671","5,362,045,958","25,324,416","597,244,159","447,907,255","2,050,596,655",0,"29,732,736","125,918,253","28,848,316","-294,227,609","-26,926,510","335,713,303","177,864,189",12.46,74.35,702.40,596.59,"1,024.51",9.88,12.07,-3.94,12.50,0.00,4.36,3.10,0.47,0.40,6.14,"125,918,253",1.41,100.00,12.61
A089860,롯데렌탈,12,2020,Annual,"5,349,384,370","826,915,498","41,279,519","5,349,384,370","14,627,374","275,995,430","672,446,546","2,252,072,788",0,"18,027,069","159,948,857","41,514,425","24,993,725","-46,653,016","-69,774,847","161,230,002",13.20,73.53,657.31,556.82,"1,096.55",9.83,27.03,43.91,-0.24,0.00,6.04,3.28,0.48,0.42,7.10,"159,948,857",1.84,100.00,4.14
A089860,롯데렌탈,12,2021,Annual,"5,989,169,174","969,909,893","27,039,403","5,989,169,174","243,449,382","186,427,989","607,508,493","2,422,658,838",0,"14,707,513","245,494,852","113,578,198","38,638,072","-175,719,654","164,041,103","157,037,459",20.66,62.40,384.04,302.03,571.15,7.57,53.48,173.59,11.96,0.00,11.69,2.49,0.52,0.43,10.13,"245,494,852",4.69,100.00,10.42
A089860,롯데렌탈,12,2022,Annual,"6,927,204,106","1,114,873,307","54,215,791","6,927,204,106","90,171,591","420,393,332","925,899,530","2,738,939,589",0,"14,343,098","308,394,413","88,328,519","-419,201,789","-74,877,263","775,112,414","163,048,874",18.71,66.53,434.42,355.57,606.65,13.06,25.62,-22.23,15.66,0.00,6.97,2.16,0.53,0.42,11.26,"308,394,413",3.22,100.00,12.02
A089860,롯데렌탈,12,2023,Annual,"6,718,109,060","1,042,066,610","35,022,926","6,718,109,060","183,226,124","158,231,370","938,595,312","2,752,292,105",0,"19,477,141","305,192,203","115,205,052","498,315,760","-36,430,961","-374,646,736","149,220,717",20.32,63.64,392.07,313.18,647.02,0.49,-1.04,30.43,-3.02,0.00,8.66,2.07,0.50,0.40,11.09,"305,192,203",4.19,100.00,-0.68
A089860,롯데렌탈,12,2024,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A000400,롯데손해보험,3,2010,Annual,"2,955,899,685",,,"2,955,899,685",,,,"1,590,241,214",0,0,"-15,202,153","-12,052,562","451,842,351","-114,018,390","-3,497,186",,6.82,0.00,"1,365.61",0.00,384.42,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),27.88,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),-0.80,"-15,202,153",-0.63,55.42,N/A(IFRS)
A000400,롯데손해보험,3,2011,Annual,"3,467,415,339",,,"3,467,415,339",,,,"1,756,736,985",0,0,"14,754,643","12,778,797","124,434,854","-259,601,206",0,,6.11,0.00,"1,535.69",0.00,408.91,10.47,흑전,흑전,17.30,20.01,6.18,10.08,0.69,0.65,0.71,"14,754,643",0.61,64.23,0.02
A000400,롯데손해보험,3,2012,Annual,"4,485,334,808",,,"4,485,334,808",,,,"1,948,138,804",0,0,"-17,159,649","-13,791,780","402,236,817","-555,612,765","122,709,835",,6.59,1.11,"1,418.40",16.86,342.05,10.90,적전,적전,29.36,23.49,-5.44,9.20,0.63,0.59,-0.73,"-17,159,649",-0.59,59.94,-2.65
A000400,롯데손해보험,12,2013,Annual,"5,245,033,976",,,"5,245,033,976",,,,"1,493,917,820",0,0,"-750,210","-63,743","238,963,307","-335,581,902","42,576,537",,5.05,1.71,"1,880.92",33.85,295.23,-23.32,적지,적지,16.94,22.34,-0.02,6.49,0.40,0.37,-0.04,"-750,210",0.00,59.84,0.16
A000400,롯데손해보험,12,2014,Annual,"6,727,816,133",,,"6,727,816,133",,,,"2,036,746,928",0,0,"6,986,949","2,549,591","144,344,834","120,433,746",0,,4.53,1.33,"2,109.67",29.46,354.23,36.34,흑전,흑전,28.27,19.49,0.90,8.77,0.44,0.42,0.28,"6,986,949",0.10,62.15,-1.52
A000400,롯데손해보험,12,2015,Annual,"8,778,322,829",,,"8,778,322,829",,,,"2,180,286,884",0,0,"11,621,012","9,880,556","472,897,031","-614,238,300","149,974,986",,5.05,1.02,"1,881.51",20.26,230.76,7.05,66.32,287.53,30.48,23.13,2.64,7.49,0.38,0.36,0.42,"11,621,012",0.35,54.76,4.85
A000400,롯데손해보험,12,2016,Annual,"11,097,478,833",,,"11,097,478,833",,,,"2,243,185,604",0,0,"35,815,845","29,053,729","835,207,196","-1,181,131,388","119,658,330",,4.52,1.42,"2,113.35",31.43,274.24,2.88,208.20,194.05,26.42,21.57,6.15,6.41,0.32,0.30,1.18,"35,815,845",0.96,52.54,4.78
A000400,롯데손해보험,12,2017,Annual,"12,802,169,219",,,"12,802,169,219",,,,"2,280,015,204",0,0,"101,061,833","74,645,949","198,074,850","-342,094,031","85,571,043",,4.27,1.93,"2,239.35",45.19,308.39,1.64,182.17,156.92,15.36,17.10,14.24,6.33,0.29,0.28,3.05,"101,061,833",2.25,51.62,17.52
A000400,롯데손해보험,12,2018,Annual,"14,214,988,799",,,"14,214,988,799",,,,"2,363,563,165",0,0,"121,279,009","91,314,265","422,631,968","-343,714,897","46,078,187",,3.96,2.16,"2,423.35",54.54,320.37,3.66,20.00,22.33,11.04,13.10,16.44,6.35,0.27,0.26,3.44,"121,279,009",2.59,53.96,40.63
A000400,롯데손해보험,12,2019,Annual,"16,267,282,836",,,"16,267,282,836",,,,"2,429,126,768",0,0,"-70,939,996","-51,167,420","-120,088,229","-344,352,969","396,941,529",,5.94,2.07,"1,584.25",34.90,211.59,2.77,적전,적전,14.44,11.65,-6.69,4.80,0.25,0.24,-1.93,"-70,939,996",-1.39,54.48,-7.67
A000400,롯데손해보험,12,2020,Annual,"16,348,179,110",,,"16,348,179,110",,,,"2,239,626,507",0,0,"-31,011,766","-24,215,079","64,810,038","4,799,647","16,448,755",,5.79,2.37,"1,627.15",40.87,205.37,-7.80,적지,적지,0.50,14.58,-2.53,4.31,0.27,0.25,-0.75,"-31,011,766",-0.59,39.81,8.54
A000400,롯데손해보험,12,2021,Annual,"18,911,189,698",,,"18,911,189,698",,,,"2,273,955,002",0,0,"129,404,176","119,877,976","126,911,302","-48,776,520","-92,086,152",,5.30,1.69,"1,787.30",31.85,223.25,1.53,흑전,흑전,15.68,5.21,12.30,3.64,0.21,0.20,3.65,"129,404,176",3.38,58.95,-17.42
A000400,롯데손해보험,12,2022,Annual,"16,764,540,172",,,"16,764,540,172",,,,"1,507,745,483",0,"1,024,000","-125,129,668","-99,202,435","-387,314,032","-2,591,674,974","2,948,104,202",,10.76,19.58,829.80,182.08,481.36,-33.70,적전,적전,-11.35,0.00,-7.07,1.75,0.15,0.14,-5.10,"-125,129,668",-4.04,61.41,14.98
A000400,롯데손해보험,12,2023,Annual,"14,842,983,217",,,"14,842,983,217",,,,"1,672,529,412",0,"3,430,000","396,291,203","301,635,926","2,126,461,144","559,106,500","-2,292,776,203",,8.46,6.79,"1,081.55",80.21,305.16,10.93,흑전,흑전,-11.46,0.00,19.72,1.68,0.18,0.16,15.38,"396,291,203",11.71,64.91,-39.30
A000400,롯데손해보험,12,2024,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A023530,롯데쇼핑,12,2010,Annual,"29,191,530,277","10,029,260,134","1,669,797,879","29,191,530,277","2,730,301,646","1,298,596,661","765,346,123","19,017,744,314","624,623","267,757,974","1,658,010,326","1,103,649,483","170,407,633","-2,761,192,323","2,830,259,491",0,46.73,28.76,113.98,61.54,"8,927.47",N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),68.82,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),8.72,"1,658,010,326",5.80,31.18,N/A(IFRS)
A023530,롯데쇼핑,12,2011,Annual,"33,061,119,644","12,728,159,505","2,042,285,059","33,061,119,644","3,188,569,186","1,176,920,601","348,618,830","22,253,087,551","654,422","296,568,679","1,694,898,112","1,012,600,450","870,997,946","-1,756,563,806","1,595,386,407","432,215,307",44.40,30.81,125.23,69.39,"9,517.50",17.01,2.22,-8.25,13.26,69.10,7.15,1.57,1.31,0.71,7.62,"1,694,898,112",4.55,30.90,5.01
A023530,롯데쇼핑,12,2012,Annual,"36,857,044,868","13,070,641,857","2,750,304,239","36,857,044,868","3,313,337,359","2,171,551,111","970,332,741","25,043,680,472","787,508","335,246,556","1,467,467,563","1,157,637,944","903,974,605","-3,073,643,197","1,161,552,263","623,794,217",42.65,32.90,134.48,77.14,"10,145.63",12.54,-13.42,14.32,11.48,69.54,7.62,1.65,1.27,0.72,5.86,"1,467,467,563",4.62,30.46,11.60
A023530,롯데쇼핑,12,2013,Annual,"38,972,565,738","14,291,091,788","3,114,492,222","38,972,565,738","3,533,848,832","1,268,463,508","1,312,334,551","28,211,702,494","1,840,506","349,708,024","1,485,260,918","880,634,147","1,330,665,438","-1,735,627,087","772,200,517","647,498,369",43.43,32.53,130.26,74.90,"10,203.73",12.65,1.21,-23.93,5.74,69.29,5.40,1.73,1.31,0.74,5.26,"1,485,260,918",3.12,30.71,6.49
A023530,롯데쇼핑,12,2014,Annual,"40,072,325,738","14,975,642,817","3,161,054,137","40,072,325,738","3,761,489,218","1,487,332,149","1,369,619,186","28,099,567,272","2,392,281","343,502,458","1,188,378,784","615,724,154","1,629,854,658","-600,049,011","-416,222,905","659,330,170",43.78,31.83,128.41,72.69,"10,522.63",-0.40,-19.99,-30.08,2.82,68.81,3.57,1.63,1.26,0.71,4.23,"1,188,378,784",2.19,31.19,0.71
A023530,롯데쇼핑,12,2015,Annual,"40,693,366,455","15,997,299,615","3,265,996,601","40,693,366,455","3,725,603,013","1,789,818,585","1,856,538,192","29,127,654,925","3,190,522","340,481,165","853,713,008","-345,501,285","641,068,921","-1,558,354,371","731,008,210","569,786,122",41.99,34.72,138.14,82.68,"10,218.83",3.66,-28.16,적전,1.55,69.41,-2.00,1.68,1.26,0.72,2.93,"853,713,008",-1.19,30.59,-0.89
A023530,롯데쇼핑,12,2016,Annual,"41,915,906,500","16,932,314,925","3,324,376,740","41,915,906,500","3,764,738,397","1,537,254,583","1,706,079,723","24,114,328,795","274,150","269,311,280","763,326,206","246,874,755","1,506,866,592","-968,372,685","-21,232,577","663,918,131",41.19,34.66,142.79,84.15,"10,256.23",-17.21,-10.59,흑전,3.00,67.36,1.44,1.40,1.00,0.58,3.17,"763,326,206",1.02,32.64,1.10
A023530,롯데쇼핑,12,2017,Annual,"27,948,488,049","6,295,311,077","1,354,039,250","27,948,488,049","2,175,463,411","923,395,390","1,099,236,493","17,926,062,646","283,749","264,471,210","801,038,446","-20,636,693","1,569,311,967","-1,263,239,164","74,920,393","728,613,672",47.77,27.47,109.33,57.51,"8,905.30",-25.66,4.94,적전,-33.32,57.45,-0.13,1.17,0.91,0.51,4.47,"801,038,446",-0.12,42.55,-6.36
A023530,롯데쇼핑,12,2018,Annual,"26,259,308,858","5,708,395,690","1,267,488,684","26,259,308,858","757,982,397","690,007,783","1,546,700,373","17,820,781,435","300,607","231,817,806","597,003,599","-464,996,591","173,274,992","-286,609,895","-692,635,620","661,425,332",47.33,29.68,111.30,62.72,"8,178.35",-0.59,-25.47,적지,-6.04,57.87,-3.61,1.38,1.25,0.66,3.35,"597,003,599",-2.61,42.13,-3.44
A023530,롯데쇼핑,12,2019,Annual,"33,972,615,752","6,107,298,116","1,459,488,128","33,972,615,752","753,029,730","916,100,982","2,514,547,533","17,622,000,488","343,240","233,328,270","427,910,874","-816,477,652","1,636,785,012","-1,041,054,975","-845,649,926","628,437,410",34.71,47.73,188.12,137.51,"7,406.46",-1.12,-28.32,적지,29.37,57.79,-6.74,1.46,0.98,0.59,2.43,"427,910,874",-4.63,42.21,0.63
A023530,롯데쇼핑,12,2020,Annual,"32,829,404,196","6,290,692,043","1,247,319,667","32,829,404,196","681,214,063","1,553,890,751","2,093,155,248","16,184,381,960","275,993","182,796,368","346,084,472","-686,569,608","1,489,939,446","-598,134,553","-542,693,075","404,468,197",33.78,49.99,196.06,147.99,"6,832.36",-8.16,-19.12,적지,-3.37,59.59,-6.00,1.41,0.74,0.48,2.14,"346,084,472",-4.24,40.41,-0.85
A023530,롯데쇼핑,12,2021,Annual,"33,426,533,819","7,000,185,491","1,395,280,190","33,426,533,819","610,719,891","1,392,799,366","2,731,118,259","15,573,550,043","312,381","181,267,541","207,602,693","-272,964,154","1,828,098,312","201,013,871","-1,570,504,525","443,151,033",35.29,47.56,183.35,134.77,"7,031.66",-3.77,-40.01,적지,1.82,57.99,-2.39,1.36,0.72,0.47,1.33,"207,602,693",-1.75,42.01,1.43
A023530,롯데쇼핑,12,2022,Annual,"31,703,575,873","6,179,514,076","1,386,063,156","31,703,575,873","610,919,597","1,579,073,219","1,715,884,660","15,476,035,657","242,409","180,768,818","386,225,595","-318,692,441","1,627,838,231","-623,455,871","-1,598,680,786","556,801,882",34.81,47.76,187.30,137.22,"6,666.97",-0.63,86.04,적지,-5.15,55.97,-2.79,1.36,0.73,0.48,2.50,"386,225,595",-2.06,44.03,-1.74
A023530,롯데쇼핑,12,2023,Annual,"30,644,698,697","5,563,803,119","1,269,197,362","30,644,698,697","592,993,337","1,970,384,377","1,648,014,467","14,555,863,880","298,443","169,959,065","508,404,732","169,180,436","1,639,812,978","-198,923,685","-1,650,908,714","644,854,198",35.36,46.53,182.79,131.57,"6,614.56",-5.95,31.63,흑전,-3.34,53.46,1.55,1.33,0.72,0.47,3.49,"508,404,732",1.16,46.54,4.76
A023530,롯데쇼핑,12,2024,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A020150,롯데에너지머티리얼즈,12,2010,Annual,"328,868,344","92,347,995","48,608,828","328,868,344","5,822,995","55,314,335","44,378,540","299,914,077",0,"28,983","36,031,170","33,280,534","41,751,200","-88,644,724","46,586,251","23,033,309",42.18,30.56,137.10,72.46,908.64,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),82.84,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),12.01,"36,031,170",11.10,17.16,N/A(IFRS)
A020150,롯데에너지머티리얼즈,12,2011,Annual,"442,163,374","130,245,423","85,221,396","442,163,374","5,674,413","46,229,742","11,335,797","329,574,564",0,"125,176","10,556,736","13,540,537","-31,788,738","-110,004,021","135,139,562","33,904,111",73.96,13.14,35.21,17.76,"1,568.49",9.89,-70.70,-59.31,34.45,91.00,5.81,1.42,2.16,0.85,3.20,"10,556,736",4.11,9.00,42.10
A020150,롯데에너지머티리얼즈,12,2012,Annual,"469,866,854","156,293,333","79,487,482","469,866,854","12,498,796","46,387,762","11,484,543","393,229,382","54,380","108,470","-6,841,915","-57,210,445","61,615,496","-48,710,293","7,749,291","35,714,939",57.70,14.13,73.31,24.49,"1,283.22",19.31,적전,적전,6.27,96.23,-19.13,1.31,2.51,0.86,-1.74,"-6,841,915",-14.55,3.77,-8.76
A020150,롯데에너지머티리얼즈,12,2013,Annual,"580,795,049","176,154,324","82,475,733","580,795,049","43,235,841","85,364,066","18,704,053","349,990,595",0,"104,664","-14,843,478","-8,991,159","-4,085,410","-49,824,301","38,276,407","61,441,643",49.14,19.99,103.48,40.68,"1,272.24",-11.00,적지,적지,23.61,97.83,-3.23,1.26,1.42,0.67,-4.24,"-14,843,478",-2.57,2.17,23.74
A020150,롯데에너지머티리얼즈,12,2014,Annual,"596,095,084","219,936,718","88,134,364","596,095,084","31,440,935","175,074,131","15,065,554","414,835,436",0,"3,536,913","-28,549,803","-1,899,681","-55,450,981","-19,507,916","90,462,669","80,460,125",49.10,33.24,103.66,67.69,"1,284.10",18.53,적지,적지,2.63,96.57,-0.66,1.44,1.39,0.70,-6.88,"-28,549,803",-0.46,3.43,-3.03
