종목코드,종목명,결산월,회계년,주기,총자산(천원),유동자산(천원),재고자산(천원),부채및자본총계(천원),매입채무(천원),단기차입금(천원),장기차입금(천원),매출액(천원),연구개발비(천원),광고선전비(천원),영업이익(천원),당기순이익(천원),영업활동으로인한현금흐름(천원),투자활동으로인한현금흐름(천원),재무활동으로인한현금흐름(천원),매출채권(천원),자기자본비율(%),차입금의존도(%),부채비율(%),차입금비율(%),유보율(%),매출액증가율(전년동기)(%),영업이익증가율(전년동기)(%),당기순이익증가율(전년동기)(%),총자산증가율(전년동기)(%),*매출원가율(%),ROE(당기순이익)(%),총자본회전율(회),총부채회전율(회),총자산회전율(회),영업이익률(%),EBIT(천원),당기순이익률(%),매출총이익률(%),유형자산증가율(전년동기)(%)
A004840,DRB동일,12,2016,Annual,"701,206,828","344,126,571","80,628,186","701,206,828","47,984,592","114,993,163","36,755,482","551,252,492","9,367,172","685,491","67,469,281","48,913,644","62,343,702","-66,428,123","10,703,666","114,779,767",61.38,21.98,62.92,35.82,"3,508.92",-8.59,-8.51,-6.97,9.72,70.94,12.00,1.35,2.10,0.82,12.24,"67,469,281",8.87,29.06,17.27
A004840,DRB동일,12,2017,Annual,"677,426,447","301,053,030","77,490,427","677,426,447","33,871,669","103,199,450","12,020,015","543,929,326","10,296,334","686,850","37,151,762","19,130,817","22,109,975","-41,169,174","-7,309,300","106,341,022",64.52,20.99,54.99,32.53,"3,485.88",-1.33,-44.94,-60.89,-3.39,75.32,4.41,1.25,2.13,0.79,6.83,"37,151,762",3.52,24.68,6.41
A004840,DRB동일,12,2018,Annual,"716,166,879","307,345,463","87,100,027","716,166,879","31,376,727","116,458,417","26,200,943","545,431,367","9,454,830","590,646","27,046,588","11,328,402","29,985,725","-44,717,878","17,010,933","107,147,537",62.58,22.62,59.78,36.14,"3,459.90",0.28,-27.20,-40.78,5.72,78.03,2.56,1.23,2.15,0.78,4.96,"27,046,588",2.08,21.97,4.38
A004840,DRB동일,12,2019,Annual,"745,278,927","319,781,106","84,028,773","745,278,927","32,607,533","115,569,716","31,449,063","546,994,961","8,958,876","573,590","26,475,358","13,479,792","41,831,904","-41,146,629","4,475,864","108,023,643",61.93,23.34,61.48,37.69,"3,477.48",0.29,-2.11,18.99,4.06,78.21,2.96,1.20,1.98,0.75,4.84,"26,475,358",2.46,21.79,11.93
A004840,DRB동일,12,2020,Annual,"776,434,763","360,352,120","78,607,515","776,434,763","35,462,005","146,729,121","42,876,808","496,638,329","8,142,990","249,389","21,049,960","6,267,807","51,978,782","-68,333,033","37,438,487","91,500,033",59.71,27.36,67.47,45.82,"3,463.86",-9.21,-20.49,-53.50,4.18,78.14,1.36,1.07,1.66,0.65,4.24,"21,049,960",1.26,21.86,-1.92
A004840,DRB동일,12,2021,Annual,"831,956,562","384,837,853","110,920,541","831,956,562","40,808,181","192,711,014","23,743,589","551,337,200","8,114,512","171,467","577,562","-2,796,740","-48,338,768","8,215,137","25,514,303","128,277,650",57.16,29.92,74.94,52.33,"3,581.77",11.01,-97.26,적전,7.15,80.56,-0.60,1.17,1.65,0.69,0.10,"577,562",-0.51,19.44,5.92
A004840,DRB동일,12,2022,Annual,"945,238,495","475,692,074","142,723,632","945,238,495","54,832,748","261,081,289","40,507,615","661,814,016","8,228,478","391,546","12,110,321","3,536,815","-11,637,695","-28,563,459","77,976,277","146,658,474",50.76,34.87,97.02,68.71,"3,592.35",20.04,"1,996.80",흑전,13.62,77.94,0.74,1.39,1.61,0.74,1.83,"12,110,321",0.53,22.06,1.19
A004840,DRB동일,12,2023,Annual,"963,651,592","508,096,734","123,096,765","963,651,592","61,681,513","235,490,377","39,770,278","737,777,768","11,805,617","284,416","35,845,946","21,854,908","102,867,585","-52,762,516","-40,983,299","162,349,978",51.69,30.70,93.46,59.40,"3,726.42",11.48,196.00,517.93,1.95,80.33,4.47,1.51,1.58,0.77,4.86,"35,845,946",2.96,19.67,1.55
A004840,DRB동일,12,2024,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A155660,DSR,12,2010,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A155660,DSR,12,2011,Annual,"145,648,115","89,348,266","46,783,569","145,648,115","14,090,037","45,508,070","500,000","212,672,795","1,013,488",0,"11,438,471","8,795,802","12,771,276","-9,110,346","-6,933,053","33,497,046",52.29,31.83,91.23,60.86,"1,146.11",,,,,86.51,,,,,5.38,"11,438,471",4.14,13.49,
A155660,DSR,12,2012,Annual,"144,933,303","91,844,782","52,276,294","144,933,303","12,727,931","38,226,420","300,000","204,350,488",0,0,"11,860,285","9,184,867","6,902,058","389,523","-7,611,818","32,815,967",57.55,26.72,73.76,46.43,"1,267.48",-3.91,3.69,4.42,-0.49,85.81,11.51,2.56,3.12,1.41,5.80,"11,860,285",4.49,14.19,-4.17
A155660,DSR,12,2013,Annual,"168,022,216","111,451,784","52,264,148","168,022,216","16,943,910","36,711,131",0,"201,149,216",0,0,"8,630,766","6,593,786","4,170,587","-15,094,249","13,500,858","36,029,218",62.91,21.85,58.95,34.73,"1,203.90",-1.57,-27.23,-28.21,15.93,86.51,6.97,2.13,3.25,1.29,4.29,"8,630,766",3.28,13.49,7.66
A155660,DSR,12,2014,Annual,"183,845,614","121,140,381","57,114,797","183,845,614","18,500,862","42,920,430",0,"219,767,096",0,0,"8,918,909","6,813,828","2,819,730","-12,316,389","5,630,962","39,235,050",61.26,23.35,63.25,38.11,"1,289.51",9.26,3.34,3.34,9.42,86.57,6.24,2.01,3.29,1.25,4.06,"8,918,909",3.10,13.43,6.00
A155660,DSR,12,2015,Annual,"177,279,718","109,629,412","43,381,655","177,279,718","13,018,611","27,098,009","5,000,000","214,768,291",0,0,"12,740,109","9,987,442","28,237,163","-13,399,622","-11,495,538","37,110,056",68.96,18.11,45.01,26.26,"1,409.22",-2.27,42.84,46.58,-3.57,84.81,8.50,1.83,3.40,1.19,5.93,"12,740,109",4.65,15.19,2.59
A155660,DSR,12,2016,Annual,"195,724,131","122,081,308","45,351,184","195,724,131","12,989,378","30,908,235","2,500,000","201,060,063",0,0,"13,355,716","10,743,310","10,527,608","-12,508,097","4,754,438","39,778,751",68.21,18.35,46.60,26.90,"1,550.48",-6.38,4.83,7.57,10.40,83.33,8.40,1.57,3.43,1.08,6.64,"13,355,716",5.34,16.67,2.85
A155660,DSR,12,2017,Annual,"228,277,239","117,974,862","52,049,658","228,277,239","17,961,182","50,795,708",0,"226,371,577",0,0,"13,891,641","11,030,447","6,412,606","-28,043,902","18,304,113","41,524,315",61.71,23.35,62.04,37.83,"1,644.20",12.59,4.01,2.67,16.63,84.96,8.04,1.65,3.03,1.07,6.14,"13,891,641",4.87,15.04,43.49
A155660,DSR,12,2018,Annual,"225,031,293","118,932,513","62,693,883","225,031,293","17,083,354","46,403,207","4,238,292","236,022,375",0,0,"9,905,832","8,019,140","4,576,785","-3,036,959","-3,636,893","37,887,744",65.54,22.50,52.59,34.34,"1,725.30",4.26,-28.69,-27.30,-1.42,88.33,5.56,1.64,2.86,1.04,4.20,"9,905,832",3.40,11.67,1.80
A155660,DSR,12,2019,Annual,"240,410,407","123,696,804","59,378,664","240,410,407","14,772,220","51,741,172","5,602,191","236,324,123",0,0,"10,659,340","8,785,194","13,763,611","-11,265,379","4,901,420","40,328,915",64.61,24.10,54.77,37.30,"1,822.61",0.13,7.61,9.55,6.83,87.53,5.80,1.56,2.91,1.02,4.51,"10,659,340",3.72,12.47,1.78
A155660,DSR,12,2020,Annual,"252,937,447","134,827,677","58,515,792","252,937,447","16,666,947","52,763,761","6,872,403","230,979,854",0,0,"12,075,680","8,975,950","17,350,176","-16,677,749","-518,598","39,979,034",64.42,23.87,55.22,37.05,"1,917.31",-2.26,13.29,2.17,5.21,85.98,5.64,1.45,2.64,0.94,5.23,"12,075,680",3.89,14.02,-0.95
A155660,DSR,12,2021,Annual,"302,598,631","185,737,507","87,914,953","302,598,631","27,041,890","69,363,277","7,593,902","272,417,652",0,0,"13,454,432","12,538,612","5,332,134","-2,720,103","3,585,136","49,745,298",58.83,25.59,69.98,43.50,"2,098.27",17.94,11.42,39.69,19.63,86.99,7.35,1.60,2.54,0.98,4.94,"13,454,432",4.60,13.01,7.77
A155660,DSR,12,2022,Annual,"364,710,387","176,061,391","85,462,745","364,710,387","33,379,326","75,120,372","22,186,537","367,456,836",0,0,"35,774,891","24,547,772","52,109,331","-84,186,980","24,904,822","55,085,488",55.48,29.93,80.26,53.96,"2,395.92",34.89,165.90,95.78,20.53,82.94,12.91,1.93,2.56,1.10,9.74,"35,774,891",6.68,17.06,15.76
A155660,DSR,12,2023,Annual,"343,481,015","155,280,080","71,553,617","343,481,015","20,053,581","61,272,910","18,036,433","291,095,087",0,0,"24,261,854","17,549,961","22,519,457","-13,625,360","-11,421,114","43,371,557",63.53,26.51,57.41,41.74,"2,593.50",-20.78,-32.18,-28.51,-5.82,83.46,8.35,1.38,2.02,0.82,8.33,"24,261,854",6.03,16.54,-5.18
A155660,DSR,12,2024,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A069730,DSR제강,12,2010,Annual,"156,770,638","73,086,377","24,841,152","156,770,638","8,010,760","32,468,122","7,058,000","147,438,236","496,666","172,209","10,598,771","12,148,758","351,972","-11,775,030","10,322,592","38,957,929",58.12,25.34,72.06,43.60,"1,165.49",N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),82.84,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),7.19,"10,598,771",8.24,17.16,N/A(IFRS)
A069730,DSR제강,12,2011,Annual,"204,273,623","84,490,041","41,731,573","204,273,623","8,732,568","48,361,921","25,716,333","160,020,671","571,199","192,145","7,670,526","9,433,793","-3,890,799","-31,495,462","37,340,418","38,024,902",49.04,38.20,103.91,77.90,"1,291.35",8.53,-27.63,-22.35,30.30,87.05,9.86,1.67,1.89,0.89,4.79,"7,670,526",5.90,12.95,55.32
A069730,DSR제강,12,2012,Annual,"200,277,496","80,725,468","39,525,199","200,277,496","10,126,270","47,111,450","15,979,800","169,058,805","689,266","215,276","-1,422,752","1,236,450","5,634,771","-4,672,705","-2,806,123","39,201,017",50.07,37.54,99.72,74.97,"1,292.79",5.65,적전,-86.89,-1.96,90.83,1.23,1.69,1.66,0.84,-0.84,"-1,422,752",0.73,9.17,-4.80
A069730,DSR제강,12,2013,Annual,"203,893,139","86,382,548","36,729,934","203,893,139","14,743,052","51,193,338","11,159,907","179,491,552","694,425","115,794","4,633,641","1,814,361","13,149,573","-10,019,953","-3,526,377","46,535,562",49.71,35.15,101.18,70.72,"1,307.64",6.17,흑전,46.74,1.81,88.55,1.80,1.78,1.77,0.89,2.58,"4,633,641",1.01,11.45,-0.09
A069730,DSR제강,12,2014,Annual,"202,111,793","88,853,104","33,383,672","202,111,793","11,178,784","55,966,114","3,583,320","201,833,398","788,431","225,427","9,332,869","7,298,960","10,371,226","-4,469,406","-5,350,377","52,250,345",53.83,33.21,85.78,61.70,"1,411.02",12.45,101.42,302.29,-0.87,86.53,6.95,1.92,2.06,0.99,4.62,"9,332,869",3.62,13.47,-7.69
A069730,DSR제강,12,2015,Annual,"184,284,619","71,656,759","28,119,062","184,284,619","8,121,222","34,864,427","5,000,000","182,681,960","894,111","135,287","10,094,944","9,867,098","33,331,813","-6,512,826","-25,557,437","39,938,392",64.07,22.85,56.08,35.67,"1,539.85",-9.49,8.17,35.18,-8.82,85.62,8.70,1.61,2.29,0.95,5.53,"10,094,944",5.40,14.38,-5.23
A069730,DSR제강,12,2016,Annual,"190,208,395","80,502,011","29,722,256","190,208,395","10,416,494","31,329,488","2,500,000","172,535,899","799,028","128,559","7,664,469","8,688,443","13,947,556","-6,424,880","-6,782,471","42,775,167",66.47,19.10,50.44,28.73,"1,656.01",-5.55,-24.08,-11.95,3.21,87.13,7.11,1.41,2.65,0.92,4.44,"7,664,469",5.04,12.87,-9.23
A069730,DSR제강,12,2017,Annual,"196,090,792","84,846,931","29,640,738","196,090,792",0,"39,001,376",0,"177,545,210","740,643","17,940","2,478,368","5,015,164","3,808,807","-10,362,063","5,277,866",0,66.32,21.16,50.77,31.91,"1,706.34",2.90,-67.66,-42.28,3.09,90.13,3.91,1.38,2.74,0.92,1.40,"2,478,368",2.82,9.87,-3.50
A069730,DSR제강,12,2018,Annual,"205,433,843","89,863,233","33,772,862","205,433,843","9,819,793","40,589,336","1,750,000","185,254,014","724,402","19,013","6,237,629","7,386,782","10,290,732","-9,254,187","690,435","46,190,140",66.27,20.73,50.90,31.28,"1,790.88",4.34,151.68,47.29,4.76,90.44,5.55,1.39,2.74,0.92,3.37,"6,237,629",3.99,9.56,-5.50
A069730,DSR제강,12,2019,Annual,"201,633,524","84,455,209","35,894,043","201,633,524","11,089,660","29,493,967","1,875,000","191,479,168","819,045","139,545","5,203,274","6,757,020","14,537,643","-4,622,138","-9,136,112","42,087,618",70.35,16.82,42.14,23.90,"1,870.27",3.36,-16.58,-8.53,-1.85,90.77,4.86,1.38,2.97,0.94,2.72,"5,203,274",3.53,9.23,-3.60
A069730,DSR제강,12,2020,Annual,"206,252,816","86,633,729","33,293,213","206,252,816","10,289,540","31,229,178",0,"176,206,567","835,726","50,293","3,534,043","5,279,451","12,729,487","-13,155,061","-779,476","41,295,754",70.91,16.28,41.02,22.96,"1,931.32",-7.98,-32.08,-21.87,2.29,90.74,3.66,1.22,2.94,0.86,2.01,"3,534,043",3.00,9.26,-6.24
A069730,DSR제강,12,2021,Annual,"241,710,739","122,540,527","50,813,923","241,710,739","13,469,753","54,890,114",0,"207,142,760","927,038","32,873","4,291,637","7,620,490","-13,140,395","1,128,359","21,223,412","53,145,321",63.64,22.82,57.12,35.86,"2,036.59",17.56,21.44,44.34,17.19,91.47,5.08,1.38,2.80,0.92,2.07,"4,291,637",3.68,8.53,-4.38
A069730,DSR제강,12,2022,Annual,"259,398,157","127,187,046","46,821,544","259,398,157","9,644,414","42,567,752",0,"261,687,162","1,286,949","148,060","26,367,414","28,926,448","20,596,556","-16,704,480","-11,160,552","60,296,615",70.58,16.85,41.67,23.88,"2,442.99",26.33,514.39,279.59,7.32,83.54,17.17,1.55,3.19,1.04,10.08,"26,367,414",11.05,16.46,-5.13
A069730,DSR제강,12,2023,Annual,"262,988,107","111,012,055","38,040,687","262,988,107","12,957,670","24,624,123",0,"212,953,621","1,261,844","64,801","23,494,982","12,943,788","41,711,758","-24,379,428","-18,820,628","49,765,093",74.22,9.71,34.73,13.09,"2,611.08",-18.62,-10.89,-55.25,1.38,81.52,6.84,1.13,2.96,0.82,11.03,"23,494,982",6.08,18.48,-3.77
A069730,DSR제강,12,2024,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A017860,DS단석,12,2010,Annual,"184,441,605","66,184,079","26,158,347","184,441,604","11,739,218","68,282,342","16,728,000","204,555,545",0,"69,069","7,828,443","6,084,166","3,136,703","-20,414,286","16,236,637","24,179,903",34.41,54.68,190.64,158.92,"1,369.67",21.79,-29.57,-35.70,14.39,89.72,10.05,3.38,1.82,1.18,3.83,"7,828,443",2.97,10.28,10.58
A017860,DS단석,12,2011,Annual,"201,583,015","68,502,542","31,074,965","201,583,016","7,554,697","79,386,583","20,866,500","287,263,196",0,"40,141","8,701,100","2,094,042","5,752,238","-17,942,456","12,066,992","22,926,750",33.90,56.91,194.95,167.85,"1,485.02",40.43,11.15,-65.58,9.29,92.30,3.18,4.36,2.26,1.49,3.03,"8,701,100",0.73,7.70,13.76
A017860,DS단석,12,2012,Annual,"237,438,896","86,789,951","42,865,564","237,438,896","9,938,197","102,578,944","23,682,460","355,707,025",0,"54,293","698,424","-936,158","-9,519,367","-23,079,885","32,389,020","26,781,531",26.29,61.86,280.34,235.27,"1,342.31",23.83,-91.97,적전,17.79,95.78,-1.43,5.44,2.31,1.62,0.20,"698,424",-0.26,4.22,11.64
A017860,DS단석,12,2013,Annual,"232,412,883","80,907,349","45,684,205","232,412,883","9,379,016","110,207,824","17,977,270","390,910,836",0,"42,766","8,680,862","1,743,796","14,246,449","-10,382,231","-2,535,854","23,823,690",27.32,61.89,265.98,226.50,"1,362.74",9.90,"1,142.92",흑전,-2.12,94.25,2.77,6.21,2.27,1.66,2.22,"8,680,862",0.45,5.75,-0.40
A017860,DS단석,12,2014,Annual,"258,219,691","99,892,109","57,789,148","258,219,691","14,316,313","124,001,830","14,756,110","405,198,340",0,"67,223","9,128,571","1,747,454","-8,070,485","647,694","6,316,349","32,752,395",27.82,58.97,259.40,211.95,"1,556.36",3.65,5.16,0.21,11.10,93.68,2.58,5.99,2.28,1.65,2.25,"9,128,571",0.43,6.32,8.34
A017860,DS단석,12,2015,Annual,"258,014,357","89,937,465","44,273,677","258,014,357","16,504,709","108,333,392","19,289,150","449,164,036",0,"70,331","17,210,005","4,544,000","25,400,556","-17,414,756","-8,357,469","39,957,459",29.43,55.99,239.82,190.28,"1,644.35",10.85,88.53,160.04,-0.08,91.41,6.15,6.08,2.44,1.74,3.83,"17,210,005",1.01,8.59,3.96
A017860,DS단석,12,2016,Annual,"264,967,854","105,482,271","51,527,085","264,967,854","27,005,598","92,573,867","16,231,730","510,175,343",0,"114,446","26,458,475","12,338,120","25,313,928","-2,758,839","-22,942,345","49,715,705",33.47,46.40,198.73,138.62,"1,938.18",13.58,53.74,171.53,2.70,89.85,14.99,6.20,2.85,1.95,5.19,"26,458,475",2.42,10.15,-2.76
A017860,DS단석,12,2017,Annual,"323,950,797","114,562,155","53,758,658","323,950,797","16,719,147","108,330,869","34,436,860","588,674,000",0,"108,083","21,620,397","16,073,084","16,146,175","-58,487,603","42,762,305","50,338,174",34.76,50.12,187.71,144.21,"2,491.98",15.39,-18.29,30.27,22.26,91.89,15.97,5.85,3.04,2.00,3.67,"21,620,397",2.73,8.11,31.43
A017860,DS단석,12,2018,Annual,"341,096,830","125,196,193","68,189,199","341,096,830","14,323,272","131,274,572","32,666,550","591,378,540",0,"89,323","9,925,523","5,075,381","-1,509,961","-16,719,865","20,318,647","44,855,372",34.50,53.49,189.87,155.04,"2,611.67",0.46,-54.09,-68.42,5.29,93.51,4.41,5.14,2.72,1.78,1.68,"9,925,523",0.86,6.49,3.08
A017860,DS단석,12,2019,Annual,"378,596,646","154,641,654","100,401,098","378,596,646","22,737,873","153,012,964","26,275,880","592,264,663","37,490","76,081","13,736,700","2,608,387","-6,026,166","-11,463,636","17,412,735","37,777,628",32.86,53.37,204.32,162.43,"2,768.30",0.15,38.40,-48.61,10.99,92.62,2.15,4.89,2.48,1.65,2.32,"13,736,700",0.44,7.38,5.21
A017860,DS단석,12,2020,Annual,"367,946,509","138,958,401","71,433,471","367,946,509","23,525,901","129,811,493","18,244,890","599,353,509",0,"55,195","24,807,813","7,630,820","40,671,473","-15,172,547","-24,850,770","54,287,159",35.88,47.53,178.67,132.45,"2,947.39",1.20,80.60,192.55,-2.81,90.15,5.95,4.67,2.45,1.61,4.14,"24,807,813",1.27,9.85,1.71
A017860,DS단석,12,2021,Annual,"501,838,763","249,420,778","133,623,292","501,838,763","17,536,226","136,824,696","37,107,496","900,507,214",0,"128,822","72,531,628","39,820,714","-29,780,319","-40,100,940","73,678,940","83,625,979",34.55,50.92,189.48,147.41,"3,904.88",N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),87.44,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),8.05,"72,531,628",4.42,12.56,N/A(IFRS)
A017860,DS단석,12,2022,Annual,"565,587,169","303,351,743","179,401,226","565,587,169","26,691,264","209,641,171","44,155,428","1,133,719,964",0,"118,791","73,985,311","27,181,949","510,264","-33,511,175","37,463,156","95,282,247",24.71,61.67,304.73,249.60,"3,220.64",25.90,2.00,-31.74,12.70,89.73,17.36,7.24,3.01,2.12,6.53,"73,985,311",2.40,10.27,5.19
A017860,DS단석,12,2023,Annual,"718,904,137","351,804,566","195,053,828","718,904,137","25,705,562","188,021,451","37,632,727","1,070,440,043",0,"320,618","76,240,446","39,161,853","35,799,688","-93,352,233","69,152,394","106,921,561",39.11,49.34,155.68,126.16,"5,860.59",-5.58,3.05,44.07,27.11,88.29,18.61,5.09,2.48,1.67,7.12,"76,240,446",3.66,11.71,35.61
A017860,DS단석,12,2024,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A017940,E1,12,2010,Annual,"3,160,705,293","1,132,317,227","477,866,684","3,160,705,293","155,695,292","678,840,508","177,248,798","5,828,580,178",0,"36,805,349","78,706,216","82,291,390","-149,465,815","-7,850,254","137,243,452","430,368,323",34.49,43.01,189.95,124.72,"2,689.02",N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),92.95,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),1.35,"78,706,216",1.41,7.05,N/A(IFRS)
A017940,E1,12,2011,Annual,"3,270,355,545","1,124,266,311","442,399,993","3,270,355,545","274,828,538","460,711,777","290,823,265","7,059,229,696",0,"47,313,565","137,603,694","72,965,002","219,197,981","-143,249,233","-140,716,617","489,077,055",34.53,39.68,189.59,114.90,"2,865.39",21.11,74.83,-11.33,3.47,92.30,6.58,6.36,3.35,2.20,1.95,"137,603,694",1.03,7.70,12.51
A017940,E1,12,2012,Annual,"3,512,419,789","1,377,147,566","506,391,162","3,512,419,789","415,131,299","457,316,562","116,274,544","7,413,322,216",0,"50,050,054","109,883,094","90,460,964","-30,471,840","-52,034,043","102,008,016","652,908,663",34.17,40.38,192.66,118.17,"3,070.16",5.02,-20.15,23.98,7.40,92.11,7.77,6.36,3.33,2.19,1.48,"109,883,094",1.22,7.89,4.23
A017940,E1,12,2013,Annual,"3,629,693,275","1,487,282,942","501,067,134","3,629,693,275","463,349,368","373,067,553","362,723,578","7,205,425,041",0,"36,076,991","108,867,826","33,847,406","47,466,780","-94,098,966","42,374,233","696,205,943",33.65,40.83,197.19,121.35,"3,204.13",-2.80,-0.92,-62.58,3.34,92.23,2.80,5.95,3.05,2.02,1.51,"108,867,826",0.47,7.77,5.32
A017940,E1,12,2014,Annual,"3,658,165,076","1,380,901,392","439,818,566","3,658,165,076","304,666,761","422,595,054","110,674,868","6,900,474,530",0,"35,308,658","86,965,138","40,879,737","42,206,287","-174,211,157","167,344,683","618,955,559",34.08,46.06,193.41,135.13,"3,298.46",-4.23,-20.12,20.78,0.78,92.01,3.31,5.59,2.86,1.89,1.26,"86,965,138",0.59,7.99,2.19
A017940,E1,12,2015,Annual,"3,509,763,920","1,300,240,545","295,184,164","3,509,763,920","181,974,933","373,708,160","216,841,723","4,614,257,044",0,"28,511,130","31,711,514","103,521","184,323,417","-55,086,382","-61,405,943","546,815,755",35.22,47.00,183.96,133.47,"3,325.81",-33.13,-63.54,-99.75,-4.06,89.75,0.01,3.72,1.97,1.29,0.69,"31,711,514",0.00,10.25,-4.99
A017940,E1,12,2016,Annual,"3,544,179,098","1,477,949,084","351,981,920","3,544,179,098","299,889,107","414,679,477","220,798,321","3,995,900,597",0,"29,055,789","11,087,869","-37,939,686","28,158,362","-10,536,397","-16,745,461","529,734,227",33.39,46.93,199.53,140.56,"3,204.73",-13.40,-65.04,적전,0.98,89.66,-3.14,3.30,1.72,1.13,0.28,"11,087,869",-0.95,10.34,-5.30
A017940,E1,12,2017,Annual,"3,460,084,198","1,343,817,539","403,962,181","3,460,084,198","297,471,817","387,745,810","11,719,712","4,408,216,435",0,"25,218,450","93,694,351","86,762,513","-128,972,187","194,176,504","-45,980,233","636,670,778",36.16,46.61,176.58,128.91,"3,395.58",10.32,745.02,흑전,-2.37,90.17,7.13,3.62,1.93,1.26,2.13,"93,694,351",1.97,9.83,-5.76
A017940,E1,12,2018,Annual,"3,565,388,941","1,446,394,637","348,374,662","3,565,388,941","253,366,975","307,305,541","350,399,106","4,630,199,431",0,"21,028,510","14,012,873","79,242,176","184,738,745","-26,810,851","-221,467,461","479,283,510",36.91,39.35,170.95,106.62,"3,581.50",5.04,-85.04,-8.67,3.04,93.66,6.17,3.61,2.08,1.32,0.30,"14,012,873",1.71,6.34,4.08
A017940,E1,12,2019,Annual,"3,594,979,133","1,412,056,939","459,946,043","3,594,979,133","383,304,156","189,749,644","360,144,035","4,608,269,823",0,"20,109,043","106,309,925","-52,402,497","54,693,465","-1,758,605","-75,077,517","539,387,425",33.47,44.30,198.76,132.34,"3,297.60",-0.47,658.66,적전,0.83,91.55,-4.16,3.66,1.99,1.29,2.31,"106,309,925",-1.14,8.45,-0.21
A017940,E1,12,2020,Annual,"3,731,448,422","1,358,137,166","418,597,248","3,731,448,422","366,274,788","276,666,785","21,997,000","3,927,554,237",0,"17,791,258","39,530,859","56,330,569","175,086,208","-72,870,708","-25,541,950","505,644,552",33.32,46.55,200.09,139.70,"3,425.87",-14.77,-62.82,흑전,3.80,91.99,4.60,3.21,1.61,1.07,1.01,"39,530,859",1.43,8.01,1.93
A017940,E1,12,2021,Annual,"3,999,326,311","1,629,020,624","466,148,349","3,999,326,311","409,018,723","283,308,617","387,844,343","5,152,300,897",0,"17,997,652","5,575,315","138,568,375","51,299,646","-83,904,028","-17,039,582","616,352,618",34.34,44.32,191.20,129.06,"3,784.94",31.18,-85.90,145.99,7.18,94.72,10.59,3.94,2.02,1.33,0.11,"5,575,315",2.69,5.28,-1.77
A017940,E1,12,2022,Annual,"4,339,655,186","1,930,286,689","550,041,846","4,339,655,186","475,048,611","593,938,668","407,931,275","7,990,767,898",0,"18,520,369","278,730,692","141,465,520","-7,478,572","-35,498,690","10,835,583","811,215,101",34.80,42.23,187.33,121.33,"4,178.54",55.09,"4,899.37",2.09,8.51,92.90,9.81,5.54,2.93,1.92,3.49,"278,730,692",1.77,7.10,-1.68
A017940,E1,12,2023,Annual,"4,597,407,646","1,953,815,462","614,972,740","4,597,407,646","411,743,973","472,923,990","18,315,000","7,827,737,067",0,"19,620,394","93,175,066","214,389,245","389,812,396","-76,923,551","-202,963,571","708,116,231",36.94,43.45,170.73,117.64,"4,707.54",-2.04,-66.57,51.55,5.94,94.77,13.36,4.88,2.73,1.75,1.19,"93,175,066",2.74,5.23,-1.87
A017940,E1,12,2024,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A383220,F&F,12,2010,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A383220,F&F,12,2011,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A383220,F&F,12,2012,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A383220,F&F,12,2013,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A383220,F&F,12,2014,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A383220,F&F,12,2015,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A383220,F&F,12,2016,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A383220,F&F,12,2017,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A383220,F&F,12,2018,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A383220,F&F,12,2019,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A383220,F&F,12,2020,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A383220,F&F,12,2021,Annual,"1,140,330,108","388,466,888","242,296,850","1,140,330,108","105,196,255","210,642,100",0,"1,089,172,087",0,"40,306,031","322,683,780","225,761,328","291,504,267","-567,516,337","158,384,395","100,086,295",47.47,23.76,110.68,50.06,"14,124.41",,,,,26.88,,,,,29.63,"322,683,780",20.73,73.12,
