,종목명,회계년,총자산(천원),EBIT(천원),총차입금(천원)
1174,노루홀딩스,2014,"899,883,032","33,741,697","96,689,02664,640,530"
1175,노루홀딩스,2015,"986,460,689","27,230,575","57,726,90993,793,060"
1176,노루홀딩스,2016,"970,205,089","22,703,393","26,376,86375,230,493"
1177,노루홀딩스,2017,"988,648,437","17,260,449","26,834,25476,284,552"
1178,노루홀딩스,2018,"987,142,342","10,236,607","31,781,51379,793,652"
1179,녹십자,2010,"768,823,264","155,937,696","34,030,2614,118,902"
1180,녹십자,2011,"860,353,832","85,385,142","28,460,3149,271,270"
1181,녹십자,2012,"954,379,520","74,355,683","73,951,4178,129,212"
1182,녹십자,2013,"1,104,264,801","78,808,461","27,705,68120,590,000"
1183,녹십자,2014,"1,330,351,374","96,965,896","122,456,08138,024,670"
1184,녹십자,2015,"1,415,128,446","91,680,270","58,685,58274,000,000"
1185,녹십자,2016,"1,550,614,664","78,451,576","15,300,0000"
1186,녹십자,2017,"1,703,581,525","90,297,778","5,594,1987,710,029"
1187,녹십자,2018,"1,723,409,866","50,150,708","2,061,4824,884,815"
1188,녹십자홀딩스,2010,"4,145,127,086","175,433,708","94,784,231137,102,327"
1189,녹십자홀딩스,2011,"4,603,216,704","105,781,013","198,870,32515,812,687"
1190,녹십자홀딩스,2012,"1,446,337,218","88,978,261","134,551,41726,422,096"
1191,녹십자홀딩스,2013,"1,624,124,363","94,901,865","135,463,25461,104,474"
1192,녹십자홀딩스,2014,"1,790,874,896","115,192,883","202,896,89952,113,073"
1193,녹십자홀딩스,2015,"2,058,661,120","107,609,077","213,238,694124,751,917"
1194,녹십자홀딩스,2016,"2,249,277,259","99,255,537","155,967,042251,057,174"
1195,녹십자홀딩스,2017,"2,560,695,918","111,971,957","235,580,000151,371,673"
1196,녹십자홀딩스,2018,"2,628,599,972","49,332,045","233,697,769156,450,732"
1197,농심,2010,"2,181,583,573","153,280,319","74,733,21538,614"
1198,농심,2011,"2,270,287,656","101,554,618","116,601,0623,705,539"
1199,농심,2012,"2,151,310,878","96,891,951","100,795,57061,906"
1200,농심,2013,"2,215,391,017","92,602,717","88,329,9846,028,501"
1201,농심,2014,"2,224,132,075","73,543,113","74,524,16119,834,886"
1202,농심,2015,"2,418,707,598","118,287,933","96,644,42155,412,235"
1203,농심,2016,"2,481,287,284","89,702,884","39,880,50059,196,050"
1204,농심,2017,"2,449,898,373","96,383,976","11,707,88956,436,164"
1205,농심,2018,"2,532,286,535","88,559,996","35,191,86653,076,660"
1206,농심홀딩스,2010,"955,282,042","16,597,916","25,475,0699,000,000"
1207,농심홀딩스,2011,"989,299,514","50,864,811","36,732,9217,216,000"
1208,농심홀딩스,2012,"968,293,002","17,541,449","34,505,736216,000"
1209,농심홀딩스,2013,"1,027,316,750","52,689,304","68,170,296205,200"
1210,농심홀딩스,2014,"1,034,455,583","31,698,775","82,518,3702,351,200"
1211,농심홀딩스,2015,"1,084,728,406","55,682,329","43,393,4111,108,000"
1212,농심홀딩스,2016,"1,171,929,234","86,852,708","54,859,75864,800"
1213,농심홀딩스,2017,"1,145,342,998","47,059,612","13,718,12821,600"
1214,농심홀딩스,2018,"1,194,827,993","41,106,517","69,604,5490"
1215,다스코,2010,"78,758,145","1,584,958","8,617,1420"
1216,다스코,2011,"90,869,794","4,873,911","13,637,3870"
1217,다스코,2012,"89,424,962","8,281,762","14,539,1480"
1218,다스코,2013,"107,762,576","9,081,610","16,935,1390"
1219,다스코,2014,"106,205,861","8,406,949","13,588,7240"
1220,다스코,2015,"128,773,589","10,376,844","14,675,4690"
1221,다스코,2016,"157,087,156","15,833,487","13,348,9078,173,752"
1222,다스코,2017,"225,894,571","21,053,050","31,694,48711,424,970"
1223,다스코,2018,"212,416,938","19,431,919","28,826,0707,529,100"
1224,다우기술,2010,"4,270,819,266","155,072,066","430,610,25030,840,775"
1225,다우기술,2011,"4,235,093,248","173,614,927","590,340,84121,548,493"
1226,다우기술,2012,"4,848,503,131","104,171,567","686,189,30520,236,225"
1227,다우기술,2013,"4,849,467,515","81,203,508","540,043,20615,312,377"
1228,다우기술,2014,"5,338,504,904","120,242,100","821,889,973469,271"
1229,다우기술,2015,"7,156,248,386","260,489,428","1,013,302,332495,725"
1230,다우기술,2016,"9,818,253,246","253,412,926","2,112,876,486528,773"
1231,다우기술,2017,"13,126,401,794","330,201,995","3,090,620,383563,406,994"
1232,다우기술,2018,"19,345,653,730","324,051,877","5,352,167,8421,052,744,891"
1233,대교,2010,"910,050,496","68,399,937","12,444,419958,988"
1234,대교,2011,"858,490,568","61,151,303","20,540,247936,214"
1235,대교,2012,"814,113,140","31,654,977","23,274,150891,174"
1236,대교,2013,"842,291,284","31,706,546","28,507,225117,618"
1237,대교,2014,"842,177,325","30,685,187","35,586,86041,819"
1238,대교,2015,"820,643,070","43,044,537","5,100,00023,204,077"
1239,대교,2016,"848,138,969","42,846,850","18,774,1459,460,350"
1240,대교,2017,"857,097,479","45,484,920","19,929,8378,200,717"
1241,대교,2018,"830,328,382","25,606,558","21,572,0298,341,742"
1242,대구백화점,2010,"504,984,223","31,354,381",00
1243,대구백화점,2011,"497,635,407","19,179,815",00
1244,대구백화점,2012,"668,725,167","4,525,097",00
1245,대구백화점,2013,"640,060,609","4,350,970",00
1246,대구백화점,2014,"623,073,741","1,283,843","22,000,0000"
1247,대구백화점,2015,"626,013,405","652,885","22,700,54119,986,510"
1248,대구백화점,2016,"684,071,097","-8,427,823","35,133,02693,650,040"
1249,대구백화점,2017,"719,935,624","-13,050,961","99,155,53265,000,000"
1250,대구백화점,2018,"700,202,374","-18,417,446","110,659,59960,500,000"
1251,대동,2010,"537,197,200","8,589,317","97,020,86239,786,516"
1252,대동,2011,"568,320,324","11,542,761","90,747,96350,391,496"
1253,대동,2012,"554,436,780","652,028","99,757,74328,742,068"
1254,대동,2013,"577,832,578","5,935,336","96,605,34735,894,624"
1255,대동,2014,"707,010,305","6,463,561","138,212,72354,864,873"
1256,대동,2015,"688,285,313","5,433,244","143,952,95451,248,477"
1257,대동,2016,"667,215,742","-12,977,718","164,847,56919,625,487"
1258,대동,2017,"730,626,224","17,177,383","191,572,25029,301,913"
1259,대동,2018,"772,716,728","5,219,511","255,601,85129,821,835"
1260,대동전자,2010,"156,315,269","3,955,496","5,785,2916,642,404"
1261,대동전자,2011,"145,653,122","-1,972,436","2,111,435111,358"
1262,대동전자,2012,"144,289,133","-999,092","0531,629"
1263,대동전자,2013,"139,373,324","-3,061,191","0584,197"
1264,대동전자,2014,"157,202,277","-2,859,680",00
1265,대동전자,2015,"166,137,829","-2,779,655",00
1266,대동전자,2016,"160,876,566","1,175,450",00
1267,대동전자,2017,"164,138,409","-260,924",00
1268,대동전자,2018,"170,960,180","-203,455",00
1269,대림B&Co,2010,"229,757,323","1,409,892","19,495,00013,238,800"
1270,대림B&Co,2011,"234,172,469","802,514","29,211,305910,000"
1271,대림B&Co,2012,"240,467,705","-3,587,740","16,190,51031,650,000"
1272,대림B&Co,2013,"253,188,281","1,445,306","36,798,14120,890,000"
1273,대림B&Co,2014,"266,069,640","8,026,488","20,138,16026,713,333"
1274,대림B&Co,2015,"281,739,517","12,127,539","16,558,89424,555,507"
1275,대림B&Co,2016,"300,494,198","14,349,729","14,300,00031,227,704"
1276,대림B&Co,2017,"304,673,007","12,117,331","22,690,00014,562,075"
1277,대림B&Co,2018,"301,673,358","7,366,682","19,708,33331,381,735"
1278,대림통상,2010,"266,284,089","5,628,806","31,096,32042,351,695"
1279,대림통상,2011,"267,062,895","2,220,711","38,862,65217,454,136"
1280,대림통상,2012,"254,351,458","615,300","60,206,9824,375,000"
1281,대림통상,2013,"254,173,374","1,145,650","66,255,24418,332,337"
1282,대림통상,2014,"255,369,179","2,965,744","70,962,21514,867,590"
1283,대림통상,2015,"233,526,337","-2,294,119","67,658,5369,375,000"
1284,대림통상,2016,"230,655,433","4,321,021","65,149,2596,389,993"
1285,대림통상,2017,"229,258,429","1,990,118","57,790,345508,328"
1286,대림통상,2018,"199,273,221","-1,050,297","50,219,8560"
1287,대상,2010,"1,325,998,897","90,888,072","287,306,15431,798,294"
1288,대상,2011,"1,565,601,613","108,870,434","406,288,54418,773,339"
1289,대상,2012,"1,621,341,813","129,677,751","396,506,93223,353,935"
1290,대상,2013,"1,738,880,015","155,822,848","305,958,89067,747,096"
1291,대상,2014,"1,814,827,132","140,316,106","263,711,122151,073,724"
1292,대상,2015,"2,104,598,662","109,865,738","274,205,80865,752,829"
1293,대상,2016,"2,308,460,528","111,069,964","308,996,977186,321,690"
1294,대상,2017,"2,252,431,436","96,720,755","204,023,034136,404,954"
1295,대상,2018,"2,198,994,807","120,161,764","227,806,08588,208,962"
1296,대상홀딩스,2010,"553,960,726","20,089,943","18,682,95967,343,363"
1297,대상홀딩스,2011,"576,988,559","30,257,867","20,628,55571,897,761"
1298,대상홀딩스,2012,"1,978,239,055","146,311,191","408,684,68296,341,191"
1299,대상홀딩스,2013,"2,089,472,920","172,533,927","311,248,17080,391,135"
1300,대상홀딩스,2014,"2,180,120,102","159,508,474","279,140,646217,491,679"
1301,대상홀딩스,2015,"2,480,427,275","133,036,632","291,653,323130,842,300"
1302,대상홀딩스,2016,"2,689,293,818","136,065,552","324,405,627250,186,345"
1303,대상홀딩스,2017,"2,651,135,199","114,467,722","212,837,114207,848,789"
1304,대상홀딩스,2018,"2,629,588,765","132,872,633","253,285,205193,262,690"
1305,대성홀딩스,2010,"892,762,661","26,517,873","1,242,29640,628,313"
1306,대성홀딩스,2011,"936,801,247","22,136,677","15,083,97739,727,727"
1307,대성홀딩스,2012,"1,057,796,637","20,122,168","17,137,37136,668,814"
1308,대성홀딩스,2013,"1,139,214,524","25,928,600","37,189,81234,443,452"
1309,대성홀딩스,2014,"1,190,198,480","24,612,230","36,714,43633,427,880"
1310,대성홀딩스,2015,"1,139,355,864","24,047,008","44,312,23528,510,070"
1311,대성홀딩스,2016,"1,128,442,415","26,940,082","35,210,32020,874,973"
1312,대성홀딩스,2017,"1,106,188,485","24,525,074","20,037,40018,046,609"
1313,대성홀딩스,2018,"1,117,337,450","18,440,131","20,133,9129,700,672"
1314,대양금속,2010,"352,555,306","9,932,779","129,685,9988,904,046"
1315,대양금속,2011,"213,532,161","-23,938,942","111,638,6726,153,306"
1316,대양금속,2012,"105,457,033","-29,215,302","17,810,6360"
1317,대양금속,2013,"101,489,299","-4,107,540","5,897,4544,981,281"
1318,대양금속,2014,"104,908,934","-10,506,718","15,079,5020"
1319,대양금속,2015,"98,535,738","-6,828,255","30,037,6770"
1320,대양금속,2016,"100,099,259","9,842,031","25,050,0320"
1321,대양금속,2017,"95,910,308","12,949,438","8,403,5422,461,586"
1322,대양금속,2018,"92,308,411","7,524,766","2,620,7410"
1323,대영포장,2010,"194,223,076","5,620,885","28,667,53533,232,575"
1324,대영포장,2011,"225,413,474","2,372,214","35,156,13650,732,962"
1325,대영포장,2012,"198,105,801","16,386,835","10,800,00048,125,411"
1326,대영포장,2013,"204,157,019","8,627,472","13,632,87025,505,726"
1327,대영포장,2014,"201,109,312","11,340,257","11,006,59915,975,000"
1328,대영포장,2015,"210,805,563","8,360,710","31,194,2127,500,000"
1329,대영포장,2016,"209,726,030","6,732,164","26,463,2702,083,333"
1330,대영포장,2017,"207,669,261","-2,746,291","35,144,739416,667"
1331,대영포장,2018,"218,730,444","9,507,994","30,969,28914,587,500"
1332,대우건설,2010,"9,860,185,837","-210,114,242","339,837,196469,055,323"
1333,대우건설,2011,"9,468,578,921","297,554,445","23,081,920579,066,169"
1334,대우건설,2012,"9,859,319,181","345,686,550","585,129,896785,017,316"
1335,대우건설,2013,"10,122,312,287","-244,664,406","1,085,126,408462,108,893"
1336,대우건설,2014,"10,260,218,124","426,972,474","968,760,892421,335,974"
1337,대우건설,2015,"10,063,706,512","168,935,164","769,163,071492,349,527"
1338,대우건설,2016,"9,970,246,457","-467,242,255","1,435,253,38046,421,162"
1339,대우건설,2017,"8,776,332,436","429,026,367","1,038,618,379276,338,000"
1340,대우건설,2018,"8,733,846,010","628,733,744","1,141,678,662542,023,518"
1341,대우부품,2010,"41,659,101","-4,821,884","1,587,07913,300,000"
1342,대우부품,2011,"41,190,858","-3,275,761","2,383,31611,521,667"
1343,대우부품,2012,"42,021,212","-3,384,237","4,397,2889,362,503"
1344,대우부품,2013,"44,526,886","-1,723,018","2,965,3324,000,003"
1345,대우부품,2014,"55,946,294","1,501,919","3,881,8884,000,000"
1346,대우부품,2015,"63,868,170","2,432,524","4,986,5956,450,000"
1347,대우부품,2016,"66,674,665","2,704,694","3,139,8715,952,972"
1348,대우부품,2017,"67,657,879","2,980,711","2,875,3615,738,685"
1349,대우부품,2018,"70,820,674","2,121,537","5,114,6213,011,500"
1350,대웅,2010,"387,364,967","23,931,701","14,646,99514,900,000"
1351,대웅,2011,"476,954,187","51,319,479","38,055,62611,061,620"
1352,대웅,2012,"803,483,145","72,815,259","49,978,8573,194,980"
1353,대웅,2013,"898,471,403","97,202,104","32,017,637200,000"
1354,대웅,2014,"1,010,731,916","78,669,953","27,740,7410"
1355,대웅,2015,"1,242,301,736","79,660,101","11,665,6350"
1356,대웅,2016,"1,467,286,018","60,994,092","24,051,8880"
1357,대웅,2017,"1,549,153,182","84,543,011","5,790,1720"
1358,대웅,2018,"1,592,170,452","89,212,215","7,298,978200,000"
1359,대웅제약,2010,"512,193,759","73,218,151","029,934,652"
1360,대웅제약,2011,"498,461,064","59,288,726","1,740,6190"
1361,대웅제약,2012,"482,344,106","36,882,819","2,856,7030"
1362,대웅제약,2013,"579,012,972","71,371,633","3,003,1850"
1363,대웅제약,2014,"694,263,908","51,944,394","4,851,4730"
1364,대웅제약,2015,"944,529,005","43,564,445","7,480,8790"
1365,대웅제약,2016,"1,144,699,986","25,893,485","7,870,5990"
1366,대웅제약,2017,"1,213,524,544","38,957,149","5,790,1720"
1367,대웅제약,2018,"1,207,846,352","27,596,205","7,498,9780"
1368,대원강업,2010,"832,648,374","69,559,361","169,952,15473,193,616"
1369,대원강업,2011,"955,647,662","63,446,901","203,733,98346,999,996"
1370,대원강업,2012,"988,715,803","62,683,423","206,448,77433,507,880"
1371,대원강업,2013,"1,168,191,180","63,809,138","301,584,84358,707,255"
1372,대원강업,2014,"1,148,371,744","37,085,755","310,193,99766,041,137"
1373,대원강업,2015,"1,157,468,859","52,798,318","266,270,32867,454,841"
1374,대원강업,2016,"1,288,363,972","59,687,893","294,494,89063,926,792"
1375,대원강업,2017,"1,166,363,520","38,152,597","212,572,04177,309,694"
1376,대원강업,2018,"1,085,767,330","42,231,280","143,669,60257,293,291"
1377,대원전선,2010,"195,821,817","6,720,225","42,298,6996,380,800"
1378,대원전선,2011,"216,443,383","7,398,009","23,302,81416,272,000"
1379,대원전선,2012,"215,527,769","8,711,369","41,417,8643,163,200"
1380,대원전선,2013,"222,652,611","5,400,450","53,707,62212,204,650"
1381,대원전선,2014,"210,852,479","4,257,947","51,379,74513,555,880"
1382,대원전선,2015,"214,471,796","9,830,542","53,330,7628,350,700"
1383,대원전선,2016,"223,175,696","7,222,482","44,185,1285,859,020"
1384,대원전선,2017,"221,940,568","976,224","40,010,7650"
1385,대원전선,2018,"191,535,435","4,336,641","36,109,8362,000,000"
1386,대원제약,2010,"131,398,922","21,926,614","3,000,0000"
1387,대원제약,2011,"140,388,079","13,381,608","6,200,0000"
1388,대원제약,2012,"147,125,433","13,498,102","3,000,0000"
1389,대원제약,2013,"160,139,939","15,544,343","3,000,0000"
1390,대원제약,2014,"180,616,842","17,806,143","3,000,0000"
1391,대원제약,2015,"194,749,289","23,085,030",00
1392,대원제약,2016,"214,681,777","29,147,609",00
1393,대원제약,2017,"227,202,070","25,294,455","10,000,0000"
1394,대원제약,2018,"275,438,692","30,745,583","19,000,0009,000,000"
1395,대원화성,2010,"112,118,645","-2,926,848","37,294,7454,529,657"
1396,대원화성,2011,"108,431,492","-2,095,616","38,089,0797,547,104"
1397,대원화성,2012,"109,600,307","912,690","36,492,4536,095,709"
1398,대원화성,2013,"109,226,542","5,224,058","36,346,6361,466,481"
1399,대원화성,2014,"117,653,986","14,063,678","39,386,433923,128"
1400,대원화성,2015,"126,841,403","18,430,448","31,604,0357,020,340"
1401,대원화성,2016,"134,921,898","12,437,540","35,015,6543,413,890"
1402,대원화성,2017,"123,462,620","10,020,855","30,594,098763,686"
1403,대원화성,2018,"124,822,514","3,612,484","30,265,543525,350"
1404,대유에이텍,2010,"203,384,445","11,743,818","26,645,11524,144,000"
1405,대유에이텍,2011,"362,524,758","15,981,227","70,349,57529,133,770"
1406,대유에이텍,2012,"385,720,682","17,702,062","72,015,39923,499,517"
1407,대유에이텍,2013,"438,652,143","13,011,509","97,796,57021,819,100"
1408,대유에이텍,2014,"749,322,316","14,217,134","151,839,21560,808,563"
1409,대유에이텍,2015,"754,878,946","19,797,644","139,928,06754,605,937"
1410,대유에이텍,2016,"838,062,939","20,477,255","148,249,66647,108,981"
1411,대유에이텍,2017,"896,203,333","18,430,650","136,954,55663,125,068"
1412,대유에이텍,2018,"889,580,574","6,690,127","152,795,64158,400,208"
1413,대유플러스,2010,"454,915,973","5,458,651","38,105,7478,383,570"
1414,대유플러스,2011,"605,360,116","-604,730","56,273,14213,317,430"
1415,대유플러스,2012,"609,385,380","-18,206,227","52,360,86510,054,230"
1416,대유플러스,2013,"639,239,249","9,297,789","23,656,43512,571,810"
1417,대유플러스,2014,"706,651,399","613,857","45,188,62319,475,140"
1418,대유플러스,2015,"784,472,056","1,460,003","54,070,00717,733,390"
1419,대유플러스,2016,"939,900,841","9,451,644","65,181,9026,931,320"
1420,대유플러스,2017,"945,974,763","6,882,656","55,744,4807,712,500"
1421,대유플러스,2018,"1,000,928,259","36,513,814","53,451,3639,881,899"
1422,대창,2010,"484,151,718","41,175,093","201,737,19936,730,550"
1423,대창,2011,"485,259,912","17,050,306","218,084,0929,589,549"
1424,대창,2012,"477,036,779","7,929,707","207,620,50630,354,831"
1425,대창,2013,"657,836,001","724,240","341,763,36047,499,471"
1426,대창,2014,"655,670,847","16,273,246","360,330,78225,205,814"
1427,대창,2015,"539,125,755","-31,994,204","316,565,13824,704,658"
1428,대창,2016,"565,993,244","30,239,649","291,073,74719,401,840"
1429,대창,2017,"563,388,104","40,620,081","263,191,72526,381,837"
1430,대창,2018,"569,358,623","17,326,993","251,105,09834,859,620"
1431,대창단조,2010,"138,549,551","17,695,488","34,767,2781,656,500"
1432,대창단조,2011,"148,832,447","31,559,318","23,044,1195,199,500"
1433,대창단조,2012,"143,955,197","30,571,367","4,631,6082,142,500"
1434,대창단조,2013,"155,109,304","22,535,320","4,849,95585,500"
1435,대창단조,2014,"183,977,542","18,349,795","10,029,3850"
1436,대창단조,2015,"195,292,739","18,934,948","11,556,0200"
1437,대창단조,2016,"202,433,476","16,466,773","3,413,8080"
1438,대창단조,2017,"216,950,066","18,866,029","5,688,0700"
1439,대창단조,2018,"229,017,785","13,922,738","5,953,6600"
1440,대한방직,2010,"260,942,649","14,094,332","104,618,1523,298,359"
1441,대한방직,2011,"272,312,547","-9,357,138","136,308,5261,851,675"
1442,대한방직,2012,"241,130,687","-10,200,444","123,722,7401,626,412"
1443,대한방직,2013,"255,211,371","40,217","117,111,36716,508,813"
1444,대한방직,2014,"364,449,488","-8,417,692","111,473,3771,657,555"
1445,대한방직,2015,"370,516,547","4,293,590","137,678,590737,012"
1446,대한방직,2016,"371,647,517","1,207,868","127,323,863736,272"
1447,대한방직,2017,"355,954,577","-9,933,503","102,161,098371,708"
1448,대한방직,2018,"267,468,485","-12,495,102","48,687,986480,622"
1449,대한유화,2010,"1,270,765,056","103,556,586","140,772,66719,000,000"
1450,대한유화,2011,"1,271,667,971","40,939,427","176,978,24025,400,000"
1451,대한유화,2012,"1,278,129,428","-4,798,306","132,923,68237,000,000"
1452,대한유화,2013,"1,354,531,211","17,946,054","111,926,72750,000,000"
1453,대한유화,2014,"1,440,420,697","69,904,495","90,000,000110,000,000"
1454,대한유화,2015,"1,529,064,058","271,184,230","50,000,00070,000,000"
1455,대한유화,2016,"1,763,643,254","343,018,079","43,000,00058,000,000"
1456,대한유화,2017,"1,970,580,429","284,222,355","45,000,000141,500,000"
1457,대한유화,2018,"1,983,913,415","318,813,179","5,000,00051,000,000"
1458,대한전선,2010,"4,575,396,802","40,251,768","950,221,000336,038,000"
1459,대한전선,2011,"3,522,892,708","6,888,340","854,277,546196,869,548"
1460,대한전선,2012,"2,880,338,773","-64,646,831","614,474,156471,784,395"
1461,대한전선,2013,"2,254,974,431","-198,518,508","324,612,152557,873,179"
1462,대한전선,2014,"1,873,492,658","15,559,849","337,477,184251,105,558"
1463,대한전선,2015,"1,552,803,066","28,070,670","285,400,877399,580,187"
1464,대한전선,2016,"1,364,242,167","48,678,987","209,167,500402,521,623"
1465,대한전선,2017,"1,307,860,246","49,595,982","138,278,782486,646,726"
1466,대한전선,2018,"1,172,944,859","49,460,575","128,571,446450,716,109"
1467,대한제강,2010,"653,032,267","25,158,058","65,534,54516,119,513"
1468,대한제강,2011,"794,943,509","17,437,367","89,975,998117,945,918"
1469,대한제강,2012,"778,837,588","17,491,588","33,963,92578,766,600"
1470,대한제강,2013,"810,646,282","15,457,964","45,505,66795,771,265"
1471,대한제강,2014,"776,610,882","10,415,211","37,664,41395,311,320"
1472,대한제강,2015,"635,458,249","55,712,856","19,343,05952,868,900"
1473,대한제강,2016,"669,562,190","56,280,872","13,481,21245,282,200"
1474,대한제강,2017,"753,638,612","47,115,921","10,962,61113,087,079"
1475,대한제강,2018,"657,105,860","4,553,307","16,554,82317,088,420"
1476,대한제당,2010,"1,537,242,552","27,950,403","192,366,21872,066,896"
1477,대한제당,2011,"1,595,832,317","42,604,518","202,577,75476,526,045"
1478,대한제당,2012,"1,620,715,653","53,562,367","187,416,95347,488,033"
1479,대한제당,2013,"1,570,047,193","44,746,935","154,003,00553,584,824"
1480,대한제당,2014,"1,561,333,927","43,864,897","198,534,585126,261,150"
1481,대한제당,2015,"1,541,681,141","22,905,718","167,885,990104,938,700"
1482,대한제당,2016,"1,210,586,736","44,793,879","148,231,32898,708,950"
1483,대한제당,2017,"1,152,870,713","16,450,262","108,663,36086,101,350"
1484,대한제당,2018,"1,135,447,475","32,729,828","137,139,08844,245,750"
1485,대한제분,2010,"792,870,935","54,112,015","131,276,84614,396,000"
1486,대한제분,2011,"845,150,369","5,749,429","160,792,6247,979,143"
1487,대한제분,2012,"899,689,781","34,023,637","153,194,81118,640,586"
1488,대한제분,2013,"897,265,128","27,257,119","151,165,33025,027,509"
1489,대한제분,2014,"900,381,934","52,967,909","155,318,8165,816,990"
1490,대한제분,2015,"895,425,738","47,285,331","136,469,0851,170,090"
1491,대한제분,2016,"867,495,382","44,162,235","97,072,6005,673,650"
1492,대한제분,2017,"873,461,795","36,178,257","51,052,2665,420,650"
1493,대한제분,2018,"919,690,199","32,798,360","51,281,0094,463,250"
1494,대한항공,2010,"20,009,972,247","1,235,755,913","836,778,7262,446,643,566"
1495,대한항공,2011,"22,388,342,727","452,612,126","1,010,814,0492,365,457,764"
1496,대한항공,2012,"22,973,401,146","228,567,063","1,265,615,8312,092,987,690"
1497,대한항공,2013,"22,920,438,008","-19,562,089","817,466,0771,256,763,589"
1498,대한항공,2014,"23,465,724,376","395,335,342","1,634,526,4171,627,346,387"
1499,대한항공,2015,"24,180,351,113","883,088,281","869,438,2881,108,519,735"
1500,대한항공,2016,"23,956,534,894","1,120,809,171","1,167,972,2501,016,089,496"
1501,대한항공,2017,"24,648,674,122","939,782,250","772,624,6181,941,915,172"
1502,대한항공,2018,"25,842,500,933","671,227,882","732,310,9992,373,633,210"
1503,대한화섬,2010,"397,124,978","17,532,674","14,164,7820"
1504,대한화섬,2011,"467,635,475","7,290,392","14,498,05443,334,648"
1505,대한화섬,2012,"477,260,397","-7,824,643","5,633,45829,635,300"
1506,대한화섬,2013,"503,634,565","-5,551,873","53,856,2290"
1507,대한화섬,2014,"523,871,826","-24,319,260","46,126,1670"
1508,대한화섬,2015,"516,448,518","-12,843,859","52,908,6400"
1509,대한화섬,2016,"483,677,417","-1,985,514","36,543,3480"
1510,대한화섬,2017,"558,937,149","5,748,612","28,158,5740"
1511,대한화섬,2018,"583,452,286","2,218,822","20,786,0740"
1512,대현,2010,"166,343,284","12,886,870","9,200,0000"
1513,대현,2011,"173,743,262","11,064,299","19,600,0000"
1514,대현,2012,"198,840,460","9,111,324","25,700,0000"
1515,대현,2013,"216,232,675","12,496,793","29,800,0000"
1516,대현,2014,"225,743,019","7,417,061","34,100,0000"
1517,대현,2015,"225,697,006","10,104,176","27,700,0000"
1518,대현,2016,"249,699,923","16,060,255",00
1519,대현,2017,"246,853,161","13,882,004",00
1520,대현,2018,"258,971,501","17,900,258",00
1521,대호에이엘,2010,"117,482,054","14,198,229","45,608,4975,404,300"
1522,대호에이엘,2011,"133,330,219","12,276,727","46,652,3014,674,500"
1523,대호에이엘,2012,"143,805,043","4,497,409","68,027,82814,277,880"
1524,대호에이엘,2013,"126,628,810","1,524,798","53,153,3364,447,320"
1525,대호에이엘,2014,"110,290,375","-1,072,699","56,548,48313,859,780"
1526,대호에이엘,2015,"89,999,597","2,573,129","41,439,6132,162,140"
1527,대호에이엘,2016,"87,036,748","-98,812","50,536,4141,024,000"
1528,대호에이엘,2017,"88,319,324","1,732,097","47,133,751512,000"
1529,대호에이엘,2018,"88,671,126","2,201,648","41,453,6150"
1530,더존비즈온,2010,"118,981,967","34,414,002","4,818,718421,600"
1531,더존비즈온,2011,"167,409,573","17,647,499","21,395,22230,119,200"
1532,더존비즈온,2012,"192,276,834","24,069,564","6,001,80047,500,000"
1533,더존비즈온,2013,"193,373,325","18,356,650","3,436,10115,500,000"
1534,더존비즈온,2014,"210,570,942","20,526,465","2,554,67127,500,000"
1535,더존비즈온,2015,"213,534,002","28,989,305","5,225,0000"
1536,더존비즈온,2016,"236,494,235","38,412,151","5,225,00025,000,000"
1537,더존비즈온,2017,"274,283,187","50,522,298","3,000,0000"
1538,더존비즈온,2018,"278,701,440","54,002,977","18,000,0000"
1539,덕성,2010,"92,408,058","3,326,378","13,411,7091,141,780"
1540,덕성,2011,"89,763,557","141,187","15,613,324709,279"
1541,덕성,2012,"99,879,068","3,434,743","17,856,4113,636,140"
1542,덕성,2013,"102,990,690","6,164,449","20,711,5714,267,800"
1543,덕성,2014,"97,948,255","1,630,460","17,815,1164,503,900"
1544,덕성,2015,"97,271,143","544,752","15,246,3653,741,900"
1545,덕성,2016,"108,207,616","3,373,418","18,487,2565,927,631"
1546,덕성,2017,"105,442,576","1,768,956","16,421,3878,514,313"
1547,덕성,2018,"100,557,111","-2,270,744","16,751,8368,024,773"
1548,덕양산업,2010,"213,269,364","-2,057,922",00
1549,덕양산업,2011,"254,048,937","-270,917",00
1550,덕양산업,2012,"232,283,632","-1,613,771",00
1551,덕양산업,2013,"228,092,729","-1,270,849",00
1552,덕양산업,2014,"217,036,945","1,490,516",00
1553,덕양산업,2015,"419,423,211","4,309,337","4,400,00059,600,000"
1554,덕양산업,2016,"410,285,389","2,297,805","5,166,30051,912,500"
1555,덕양산업,2017,"429,003,472","4,355,365","13,092,00010,762,500"
1556,덕양산업,2018,"526,312,201","3,607,761","12,207,00052,686,574"
1557,동남합성,2010,"50,165,380","2,846,759",00
1558,동남합성,2011,"62,255,155","1,492,162","5,300,0006,000,000"
1559,동남합성,2012,"54,686,376","758,417",00
1560,동남합성,2013,"56,641,902","2,393,917","01,440,000"
1561,동남합성,2014,"67,560,067","2,471,253","6,309,6003,508,284"
1562,동남합성,2015,"68,268,555","4,028,876","3,654,0003,199,664"
1563,동남합성,2016,"91,693,522","8,053,178","8,044,0002,891,904"
