,종목명,회계년,총자산(천원),EBIT(천원),총차입금(천원)
1671,삼화왕관,2020,"246,083,352","9,513,861","10,500,00057,753,190"
1672,삼화왕관,2021,"243,315,828","8,091,704","4,600,00057,287,410"
1673,삼화왕관,2022,"222,783,557","3,605,485","11,100,00057,762,370"
1674,삼화왕관,2023,"201,158,073","6,945,255","11,481,82648,337,410"
1675,삼화전기,2019,"125,230,245","5,108,628","15,769,2160"
1676,삼화전기,2020,"137,039,897","5,839,465","12,851,7240"
1677,삼화전기,2021,"158,640,156","21,822,501","9,738,2000"
1678,삼화전기,2022,"139,115,270","13,648,212","6,616,3560"
1679,삼화전기,2023,"139,238,489","7,828,691","1,086,9320"
1680,삼화전자,2019,"60,400,095","-220,906","19,986,5910"
1681,삼화전자,2020,"55,038,202","-1,256,702","20,670,3760"
1682,삼화전자,2021,"66,900,329","-3,986,876","25,167,5690"
1683,삼화전자,2022,"68,742,293","-4,295,417","24,181,3880"
1684,삼화전자,2023,"73,014,232","-5,003,290","20,024,182500,000"
1685,삼화콘덴서,2019,"214,833,603","37,278,333","9,774,2260"
1686,삼화콘덴서,2020,"234,968,255","27,097,502","12,465,6750"
1687,삼화콘덴서,2021,"269,298,659","33,168,936","11,183,3910"
1688,삼화콘덴서,2022,"287,453,833","30,515,173","6,315,9940"
1689,삼화콘덴서,2023,"308,031,065","23,693,228","4,102,6020"
1690,삼화페인트,2019,"560,640,700","11,248,670","30,246,42715,781,900"
1691,삼화페인트,2020,"594,292,974","15,020,454","39,817,36234,853,484"
1692,삼화페인트,2021,"612,097,736","823,660","75,729,98133,235,500"
1693,삼화페인트,2022,"587,186,274","19,854,394","60,471,21144,966,300"
1694,삼화페인트,2023,"590,613,614","25,826,734","80,072,25747,295,380"
1695,상신브레이크,2019,"452,252,700","15,695,395","115,266,32550,715,911"
1696,상신브레이크,2020,"440,014,845","7,857,511","124,790,95239,191,403"
1697,상신브레이크,2021,"493,641,122","12,201,673","156,713,33428,037,842"
1698,상신브레이크,2022,"544,569,686","14,080,990","188,351,77133,174,602"
1699,상신브레이크,2023,"564,873,379","27,544,460","192,472,34524,872,032"
1700,새론오토모티브,2019,"255,546,739","-3,822,325","100,0000"
1701,새론오토모티브,2020,"248,085,258","-2,726,922","100,0000"
1702,새론오토모티브,2021,"268,378,498","326,215","100,0000"
1703,새론오토모티브,2022,"256,209,762","-3,096,423","100,0000"
1704,새론오토모티브,2023,"257,571,092","-7,620,524","50,0000"
1705,샘표,2019,"338,575,304","29,530,643","550,0001,489,300"
1706,샘표,2020,"381,155,550","41,110,653","788,44310,375,000"
1707,샘표,2021,"442,738,149","21,904,156","17,329,50022,955,000"
1708,샘표,2022,"465,919,907","10,335,491","31,107,50023,773,000"
1709,샘표,2023,"474,583,603","8,130,901","47,135,0000"
1710,서연,2019,"2,215,362,000","33,214,661","448,006,797189,029,935"
1711,서연,2020,"2,151,012,180","53,029,217","369,777,942200,797,662"
1712,서연,2021,"2,137,879,391","83,677,157","293,164,662180,378,220"
1713,서연,2022,"2,323,543,347","188,572,721","257,386,271159,239,761"
1714,서연,2023,"2,771,870,653","256,859,543","242,243,024219,898,532"
1715,서울가스,2019,"1,583,402,075","10,457,974","011,592,950"
1716,서울가스,2020,"1,689,713,126","7,989,733","010,308,570"
1717,서울가스,2021,"1,662,601,876","-4,941,095","08,992,190"
1718,서울가스,2022,"1,871,342,447","3,324,641","07,735,320"
1719,서울가스,2023,"1,777,219,780","-3,200,620","06,861,760"
1720,서울식품,2019,"75,967,415","358,751","15,594,0008,622,180"
1721,서울식품,2020,"74,752,325","743,597","14,544,0007,354,020"
1722,서울식품,2021,"72,278,884","-3,630,400","13,894,0004,951,460"
1723,서울식품,2022,"70,853,362","1,310,280","15,694,0003,762,520"
1724,서울식품,2023,"70,814,891","586,534","17,644,0004,312,460"
1725,서원,2019,"221,983,443","7,969,510","86,471,3923,582,264"
1726,서원,2020,"225,954,131","7,779,496","75,317,2532,333,199"
1727,서원,2021,"293,365,978","15,126,656","74,068,475390,176"
1728,서원,2022,"266,232,857","173,336","72,083,006178,435"
1729,서원,2023,"246,997,269","452,954","91,525,2282,135,491"
1730,서흥,2019,"708,861,042","47,404,023","108,402,69176,579,976"
1731,서흥,2020,"765,989,776","74,317,232","129,838,57066,716,463"
1732,서흥,2021,"809,954,854","69,603,625","138,174,36094,496,261"
1733,서흥,2022,"926,418,536","61,977,343","207,567,623129,571,246"
1734,서흥,2023,"993,737,056","42,994,972","253,949,04174,007,050"
1735,선도전기,2019,"167,027,319","-1,673,026","17,693,02130,666,250"
1736,선도전기,2020,"171,389,483","-2,594,321","15,110,83634,455,000"
1737,선도전기,2021,"146,217,075","-23,452,460","19,681,9902,370,000"
1738,선도전기,2022,"113,976,353","-11,292,685","49,601,400265,000"
1739,선도전기,2023,"92,323,070","-7,214,332","51,970,880259,000"
1740,SUN&L,2019,"543,553,941","-18,748,459","125,018,70082,512,863"
1741,SUN&L,2020,"528,379,079","-3,864,093","118,607,91470,149,705"
1742,SUN&L,2021,"566,176,957","-21,880,825","179,190,05580,919,087"
1743,SUN&L,2022,"524,434,320","-17,708,727","168,559,45788,970,123"
1744,SUN&L,2023,"628,100,647","-30,185,395","170,941,91437,118,047"
1745,성문전자,2019,"42,506,307","-1,554,761","5,448,5051,000,000"
1746,성문전자,2020,"40,358,770","-634,764","4,821,6021,000,000"
1747,성문전자,2021,"54,386,004","3,442,199","3,265,076500,000"
1748,성문전자,2022,"57,241,316","2,467,547","5,290,948500,000"
1749,성문전자,2023,"60,912,720","513,646","10,961,3082,000,000"
1750,성보화학,2019,"172,441,360","-4,353,009",00
1751,성보화학,2020,"159,209,820","-3,712,417",00
1752,성보화학,2021,"172,156,874","1,038,403",00
1753,성보화학,2022,"170,785,287","1,904,947",00
1754,성보화학,2023,"165,627,372","201,041",00
1755,성신양회,2019,"1,029,404,716","20,762,749","292,570,54233,549,847"
1756,성신양회,2020,"1,090,267,313","21,195,354","313,727,24357,889,204"
1757,성신양회,2021,"1,121,595,053","30,023,205","319,167,24990,003,640"
1758,성신양회,2022,"1,187,583,002","1,833,601","315,732,376108,097,800"
1759,성신양회,2023,"1,310,199,053","73,331,934","311,485,173110,389,790"
1760,성창기업지주,2019,"703,302,244","-2,951,399","55,939,2357,952,551"
1761,성창기업지주,2020,"707,392,787","8,033,442","54,500,00010,837,348"
1762,성창기업지주,2021,"703,740,105","10,471,850","44,580,0002,500,758"
1763,성창기업지주,2022,"820,314,255","-11,487,136","85,115,8662,389,265"
1764,성창기업지주,2023,"769,067,175","-16,701,275","66,300,0005,218,733"
1765,세기상사,2019,"41,553,081","-456,521","012,367,900"
1766,세기상사,2020,"40,517,199","-1,202,523","1,000,0005,984,000"
1767,세기상사,2021,"46,388,873","-1,552,340","4,500,0008,500,000"
1768,세기상사,2022,"51,641,841","-789,292","2,000,00015,500,000"
1769,세기상사,2023,"50,999,114","-815,791","14,000,0002,500,000"
1770,세방,2019,"1,115,951,890","16,142,572","51,325,2670"
1771,세방,2020,"1,164,648,378","16,388,544","74,437,284630,000"
1772,세방,2021,"1,244,948,679","29,158,209","67,459,696270,000"
1773,세방,2022,"1,280,973,787","45,146,618","56,258,4960"
1774,세방,2023,"1,345,241,647","28,656,237","65,977,8317,555,300"
1775,세방전지,2019,"1,510,688,833","105,678,424","175,230,1314,604,930"
1776,세방전지,2020,"1,514,339,389","86,348,975","143,375,3765,635,690"
1777,세방전지,2021,"1,684,408,564","99,704,952","183,764,00725,200,650"
1778,세방전지,2022,"1,676,981,981","81,090,385","149,458,4880"
1779,세방전지,2023,"1,840,970,162","129,915,669","96,585,0620"
1780,세아베스틸지주,2019,"3,576,889,161","43,768,781","87,536,000304,734,000"
1781,세아베스틸지주,2020,"3,280,434,991","-3,332,103","91,060,629342,696,727"
1782,세아베스틸지주,2021,"3,525,996,555","238,429,626","112,431,106352,954,336"
1783,세아베스틸지주,2022,"3,818,404,052","127,856,466","233,693,775212,793,220"
1784,세아베스틸지주,2023,"3,665,171,001","196,690,161","122,819,320227,755,196"
1785,세아제강,2019,"1,028,798,817","45,911,982","22,669,25733,020,365"
1786,세아제강,2020,"1,052,052,852","53,563,486","45,094,624905,594"
1787,세아제강,2021,"1,228,191,226","131,945,674","57,633,653869,288"
1788,세아제강,2022,"1,465,129,429","215,165,658","63,352,178833,000"
1789,세아제강,2023,"1,535,913,845","231,910,194","73,758,221797,000"
1790,세아홀딩스,2019,"5,456,657,505","89,528,018","482,274,637390,202,982"
1791,세아홀딩스,2020,"5,084,932,952","13,075,575","413,457,039454,648,727"
1792,세아홀딩스,2021,"5,537,774,299","308,204,380","478,650,325407,459,236"
1793,세아홀딩스,2022,"5,919,958,905","196,126,338","649,578,498341,146,460"
1794,세아홀딩스,2023,"5,789,382,239","200,772,105","611,023,041314,481,796"
1795,세우글로벌,2019,"45,520,999","1,135,909","348,0150"
1796,세우글로벌,2020,"47,098,886","1,818,516",00
1797,세우글로벌,2021,"48,681,238","2,614,767",00
1798,세우글로벌,2022,"49,888,721","1,558,551",00
1799,세우글로벌,2023,"54,508,702","2,368,615",00
1800,세원이앤씨,2019,"358,714,548","1,587,907","72,660,00017,000,000"
1801,세원이앤씨,2020,"324,723,875","-5,963,075","66,760,0001,500,000"
1802,세원이앤씨,2021,"292,675,905","-9,635,329","8,000,0000"
1803,세원이앤씨,2022,"282,702,160","1,818,196","1,020,0000"
1804,세원이앤씨,2023,"343,623,738","-6,073,766","3,770,0000"
1805,세원정공,2019,"619,489,296","-26,153,002","15,631,4400"
1806,세원정공,2020,"612,803,378","-8,519,248",00
1807,세원정공,2021,"622,152,014","150,711",00
1808,세원정공,2022,"628,831,844","-10,941,610","10,382,3480"
1809,세원정공,2023,"674,081,857","12,037,913",00
1810,세이브존I&C,2019,"579,249,830","29,537,829","33,500,000553,350"
1811,세이브존I&C,2020,"559,381,457","14,599,171","28,000,00081,050"
1812,세이브존I&C,2021,"564,254,721","11,023,053","28,300,0000"
1813,세이브존I&C,2022,"573,569,548","9,219,026","18,000,0000"
1814,세이브존I&C,2023,"584,799,204","11,043,746","18,000,0000"
1815,에스제이지세종,2019,"996,027,851","13,168,374","188,601,72513,897,542"
1816,에스제이지세종,2020,"1,158,750,683","-6,166,003","252,967,03655,054,084"
1817,에스제이지세종,2021,"1,180,100,054","-2,733,378","244,046,55743,578,780"
1818,에스제이지세종,2022,"1,149,427,318","32,644,276","257,244,65446,983,023"
1819,에스제이지세종,2023,"1,151,805,424","51,864,002","194,208,19235,521,749"
1820,송원산업,2019,"894,324,000","59,292,000","159,920,00073,094,000"
1821,송원산업,2020,"891,142,000","68,010,000","150,160,00059,647,000"
1822,송원산업,2021,"1,115,649,000","105,714,000","233,531,0005,670,000"
1823,송원산업,2022,"1,217,311,000","185,116,000","206,140,0008,840,000"
1824,송원산업,2023,"1,089,744,000","58,469,000","103,577,0005,250,000"
1825,수산중공업,2019,"183,159,348","7,237,422","25,769,29521,307,436"
1826,수산중공업,2020,"236,404,221","7,002,449","78,632,57930,174"
1827,수산중공업,2021,"236,089,652","14,273,593","58,032,1240"
1828,수산중공업,2022,"261,731,135","22,598,865","74,368,2360"
1829,수산중공업,2023,"263,117,530","16,398,431","57,808,7200"
1830,신대양제지,2019,"768,604,073","94,690,809","29,971,61935,107,000"
1831,신대양제지,2020,"809,132,235","64,604,115","43,592,38133,300,000"
1832,신대양제지,2021,"845,951,512","54,395,725","34,962,22423,350,000"
1833,신대양제지,2022,"884,529,890","50,861,766","37,237,60824,450,000"
1834,신대양제지,2023,"876,212,193","58,513,878","42,731,79819,687,500"
1835,신도리코,2019,"947,504,079","6,275,157","8,920,0330"
1836,신도리코,2020,"916,234,313","-14,618,313","7,827,0810"
1837,신도리코,2021,"1,022,601,243","4,323,467","6,894,2720"
1838,신도리코,2022,"1,038,493,448","-2,209,597","10,072,0940"
1839,신도리코,2023,"1,078,782,999","25,334,080","10,545,7490"
1840,신라교역,2019,"619,927,969","-4,247,760","37,000,0002,727,830"
1841,신라교역,2020,"629,072,905","-4,878,560","37,000,000387,850"
1842,신라교역,2021,"680,457,027","16,894,920","53,000,0000"
1843,신라교역,2022,"716,401,498","14,467,243","73,000,0000"
1844,신라교역,2023,"748,620,183","13,925,634","87,000,0000"
1845,신성이엔지,2019,"416,614,707","7,224,025","121,158,47111,641,450"
1846,신성이엔지,2020,"423,441,771","18,509,433","77,685,28410,324,550"
1847,신성이엔지,2021,"476,656,365","2,386,599","72,992,53921,622,800"
1848,신성이엔지,2022,"577,555,245","21,021,028","95,290,38090,524,267"
1849,신성이엔지,2023,"587,747,541","7,357,387","96,215,81381,469,267"
1850,신성통상,2019,"691,880,234","40,700,423","146,368,40441,676,800"
1851,신성통상,2020,"858,316,042","41,441,942","151,351,70618,942,433"
1852,신성통상,2021,"898,483,606","74,322,763","146,572,01235,023,333"
1853,신성통상,2022,"1,022,769,919","139,903,883","122,607,07516,000,000"
1854,신성통상,2023,"1,069,740,616","144,094,935","122,190,2574,000,000"
1855,신세계,2019,"13,018,488,598","467,798,273","479,216,279458,578,000"
1856,신세계,2020,"12,769,110,974","88,483,189","457,147,398216,905,093"
1857,신세계,2021,"13,644,510,517","517,400,648","340,523,320221,488,784"
1858,신세계,2022,"14,348,412,323","645,448,994","686,802,192180,744,870"
1859,신세계,2023,"14,751,983,355","639,780,614","1,125,485,992368,450,473"
1860,신세계건설,2019,"777,742,156","24,238,316",00
1861,신세계건설,2020,"765,614,224","20,641,629","1,500,0000"
1862,신세계건설,2021,"828,998,344","38,439,660","1,500,0000"
1863,신세계건설,2022,"1,035,610,954","-12,042,240","51,500,0004,200,000"
1864,신세계건설,2023,"1,261,721,118","-187,816,502","170,000,0004,200,000"
1865,신영와코루,2019,"348,312,196","215,266","303,3370"
1866,신영와코루,2020,"373,426,209","515,443","20,221,9180"
1867,신영와코루,2021,"388,668,604","3,690,487","20,095,6120"
1868,신영와코루,2022,"425,804,459","6,613,866","20,079,3560"
1869,신영와코루,2023,"401,719,803","2,157,295","142,5140"
1870,신원,2019,"403,441,080","8,962,866","72,918,80126,500,000"
1871,신원,2020,"405,804,841","300,342","63,212,2070"
1872,신원,2021,"503,617,026","21,639,201","79,757,2713,500,000"
1873,신원,2022,"510,124,894","33,368,555","81,576,1524,000,000"
1874,신원,2023,"545,009,763","23,429,996","87,336,30818,000,000"
1875,신일전자,2019,"100,086,380","1,579,565","8,016,4782,000,000"
1876,신일전자,2020,"110,598,654","6,236,116","9,320,7850"
1877,신일전자,2021,"122,088,681","9,607,808","8,518,1540"
1878,신일전자,2022,"152,880,655","2,828,954","36,334,7876,300,000"
1879,신일전자,2023,"126,134,087","2,010,104","12,540,4214,550,000"
1880,신풍제약,2019,"385,878,896","5,602,147","98,506,6897,550,000"
1881,신풍제약,2020,"492,915,057","7,845,516","150,1660"
1882,신풍제약,2021,"398,349,775","-14,306,403","248,1110"
1883,신풍제약,2022,"361,536,058","-34,018,686",00
1884,신풍제약,2023,"350,083,640","-47,392,405","45,000,0000"
1885,신풍,2019,"185,645,915","11,352,981","2,944,668802,274"
1886,신풍,2020,"107,754,752","-10,378,452","408,219262,908"
1887,신풍,2021,"93,873,256","-3,965,237","350,5320"
1888,신풍,2022,"112,417,897","-4,202,051","16,818,9460"
1889,신풍,2023,"104,190,909","-3,999,446","5,633,9170"
1890,SHD,2019,"65,306,967","1,013,612","13,700,0000"
1891,SHD,2020,"64,200,496","187,172","8,700,0005,000,000"
1892,SHD,2021,"71,036,421","5,712,546","8,700,0005,000,000"
1893,SHD,2022,"88,291,972","14,179,053","8,700,0000"
1894,SHD,2023,"84,766,158","672,776","12,000,0000"
1895,신흥,2019,"138,872,322","1,628,389","22,640,83810,710,100"
1896,신흥,2020,"146,176,718","3,157,340","13,654,732512,740"
1897,신흥,2021,"138,612,212","13,042,806","5,679,128431,380"
1898,신흥,2022,"140,622,550","10,458,300","6,558,756205,700"
1899,신흥,2023,"140,331,353","11,356,004","8,126,556154,200"
1900,쌍방울,2019,"340,359,626","-10,402,396","23,194,9820"
1901,쌍방울,2020,"350,525,095","-1,261,285","6,140,6703,005,280"
1902,쌍방울,2021,"395,643,690","-2,306,484","12,424,7930"
1903,쌍방울,2022,"167,746,018","642,207","7,312,0193,084,480"
1904,쌍방울,2023,"143,820,156","367,211","5,663,7570"
1905,쌍용C&E,2019,"3,368,012,216","229,221,974","59,548,586295,058,293"
1906,쌍용C&E,2020,"3,326,801,073","250,161,895","52,956,563391,592,283"
1907,쌍용C&E,2021,"3,564,764,921","248,732,059","32,221,081450,195,710"
1908,쌍용C&E,2022,"3,874,346,066","192,022,361","231,941,454293,824,716"
1909,쌍용C&E,2023,"3,639,543,305","184,113,128","337,172,615224,790,856"
1910,써니전자,2019,"61,496,543","4,223,142",00
1911,써니전자,2020,"65,431,757","1,200,510",00
1912,써니전자,2021,"77,185,258","1,774,546",00
1913,써니전자,2022,"76,509,690","1,685,946",00
1914,써니전자,2023,"82,497,512","901,750",00
1915,씨아이테크,2019,"58,689,707","-2,960,323","3,910,0001,171,000"
1916,씨아이테크,2020,"75,094,283","-2,842,638","4,970,0000"
1917,씨아이테크,2021,"79,538,625","871,731","4,970,0000"
1918,씨아이테크,2022,"94,190,035","73,930","16,475,315620,000"
1919,씨아이테크,2023,"90,579,938","-7,112,247","17,125,7691,256,300"
1920,아남전자,2019,"146,520,616","3,125,390","49,003,374688,892"
1921,아남전자,2020,"192,770,243","6,952,023","61,370,1320"
1922,아남전자,2021,"271,957,635","15,135,124","101,753,7526,311,483"
1923,아남전자,2022,"270,755,696","20,647,413","83,543,3884,943,864"
1924,아남전자,2023,"211,753,779","9,371,683","35,071,6800"
1925,아모레퍼시픽,2019,"5,989,007,791","427,834,597","52,815,5530"
1926,아모레퍼시픽,2020,"5,701,918,176","143,009,119","154,160,1890"
1927,아모레퍼시픽,2021,"6,116,713,933","343,357,809","199,124,0830"
1928,아모레퍼시픽,2022,"5,801,783,178","214,233,256","223,413,5640"
1929,아모레퍼시픽,2023,"5,886,510,889","108,171,257","244,108,8530"
1930,아모레G,2019,"8,281,393,134","498,249,818","157,605,4530"
1931,아모레G,2020,"7,788,743,600","150,661,048","257,460,1890"
1932,아모레G,2021,"8,038,142,932","356,171,274","257,724,1030"
1933,아모레G,2022,"7,651,003,801","271,900,712","240,913,5640"
1934,아모레G,2023,"7,631,430,778","152,001,477","277,108,8530"
1935,메타랩스,2019,"98,289,716","-2,017,585","6,557,4400"
1936,메타랩스,2020,"77,019,665","325,117","2,902,400288,889"
1937,메타랩스,2021,"85,034,045","-2,114,390",00
1938,메타랩스,2022,"90,016,754","-2,047,208",00
1939,메타랩스,2023,"111,855,785","-3,860,137","1,576,74626,932,459"
1940,아세아,2019,"2,884,358,506","158,437,632","41,861,506689,023,162"
1941,아세아,2020,"2,887,531,024","146,952,545","54,554,376601,733,270"
1942,아세아,2021,"3,115,270,385","228,865,744","124,223,563538,084,268"
1943,아세아,2022,"3,182,375,948","232,577,852","94,172,695487,263,419"
1944,아세아,2023,"3,272,086,006","240,394,995","144,877,904428,069,440"
1945,아세아제지,2019,"848,228,968","71,117,330","35,328,06477,221,566"
1946,아세아제지,2020,"882,326,925","65,707,649","45,388,84354,232,543"
1947,아세아제지,2021,"969,593,253","93,875,119","45,816,97441,127,507"
1948,아세아제지,2022,"1,034,948,262","109,447,038","45,172,69516,289,373"
1949,아세아제지,2023,"1,048,177,765","87,582,503","38,739,6803,263,700"
1950,아시아나항공,2019,"13,503,422,879","-435,709,496","913,288,94051,104,045"
1951,아시아나항공,2020,"13,851,459,281","-271,788,564","2,614,000,000242,173,036"
1952,아시아나항공,2021,"13,082,664,860","93,203,600","2,583,000,000241,573,057"
1953,아시아나항공,2022,"13,455,341,412","598,763,775","2,577,000,0001,294,173"
1954,아시아나항공,2023,"13,016,745,781","619,928,673","1,800,000,0001,232,545"
1955,아이에스동서,2019,"2,883,776,426","71,460,812","247,548,252548,769,270"
1956,아이에스동서,2020,"3,621,499,080","209,023,343","308,734,251938,384,776"
1957,아이에스동서,2021,"3,509,755,192","310,765,130","315,920,642259,998,289"
1958,아이에스동서,2022,"3,737,786,456","345,076,330","616,235,746211,867,351"
1959,아이에스동서,2023,"4,237,373,316","340,521,476","389,512,249687,426,520"
1960,IHQ,2019,"165,807,959","-7,041,132",00
1961,IHQ,2020,"146,319,857","-16,226,862",00
1962,IHQ,2021,"238,568,446","-11,640,189","434,0400"
1963,IHQ,2022,"246,320,129","-32,175,586","3,071,3991,500,000"
1964,IHQ,2023,"151,653,101","-17,444,416","1,342,8940"
1965,알루코,2019,"772,552,137","12,238,409","272,755,82529,142,360"
1966,알루코,2020,"701,423,268","24,769,916","246,692,26010,425,033"
1967,알루코,2021,"780,157,703","16,666,595","250,714,45311,015,441"
1968,알루코,2022,"816,932,966","34,572,726","285,780,8517,230,226"
1969,알루코,2023,"861,149,661","37,632,270","288,329,9096,301,269"
1970,에넥스,2019,"132,037,408","-2,830,597","13,500,0000"
1971,에넥스,2020,"112,937,632","-8,514,827","13,200,0000"
1972,에넥스,2021,"132,906,036","-12,333,342","8,200,0004,000,000"
1973,에넥스,2022,"128,080,156","-23,533,541","8,000,00016,000,000"
1974,에넥스,2023,"144,034,594","-6,993,450","7,700,00018,800,000"
1975,에스엘,2019,"2,273,626,562","43,601,604","235,802,33427,013,705"
1976,에스엘,2020,"2,338,956,946","93,164,164","276,639,30418,624,174"
1977,에스엘,2021,"2,567,493,134","110,540,923","383,913,27236,242,429"
1978,에스엘,2022,"2,931,636,940","197,915,410","383,474,95335,122,314"
1979,에스엘,2023,"3,235,734,467","386,185,753","319,074,7990"
1980,에스원,2019,"1,794,959,719","196,822,007",00
1981,에스원,2020,"1,906,689,693","204,462,688",00
1982,에스원,2021,"1,972,972,502","179,664,944",00
1983,에스원,2022,"2,075,658,596","204,138,904",00
1984,에스원,2023,"2,179,505,358","212,609,321",00
1985,SJM홀딩스,2019,"308,888,413","6,298,185","12,000,0000"
1986,SJM홀딩스,2020,"308,348,208","6,417,568","12,130,7780"
1987,SJM홀딩스,2021,"329,167,360","7,916,703","12,125,00066,560"
1988,SJM홀딩스,2022,"328,166,067","8,227,980","14,712,56816,640"
1989,SJM홀딩스,2023,"339,809,517","14,656,305","13,703,4000"
1990,에쓰씨엔지니어링,2019,"373,872,725","2,886,763","88,009,99917,000,000"
1991,에쓰씨엔지니어링,2020,"68,596,640","-1,999,555","17,142,9720"
1992,에쓰씨엔지니어링,2021,"116,426,813","-6,633,228",00
1993,에쓰씨엔지니어링,2022,"106,506,525","7,770,473","05,780,000"
1994,에쓰씨엔지니어링,2023,"99,303,953","982,906","05,780,000"
1995,에이엔피,2019,"132,315,027","-6,569,335","23,520,90531,613,320"
1996,에이엔피,2020,"103,907,677","-11,594,835","14,693,48119,570,000"
1997,에이엔피,2021,"82,030,111","-11,966,559","4,621,38115,928,000"
1998,에이엔피,2022,"106,799,190","-10,679,035","6,523,89913,937,320"
1999,에이엔피,2023,"95,035,399","-1,824,840","4,692,198951,840"
2000,에이프로젠,2019,"647,173,456","2,566,986","13,167,2670"
2001,에이프로젠,2020,"834,308,436","3,971,181","12,469,6570"
2002,에이프로젠,2021,"477,646,399","-94,636,241","398,613,00531,046,117"
2003,에이프로젠,2022,"599,853,282","-119,344,687","49,763,39731,250,954"
2004,에이프로젠,2023,"594,427,763","-88,866,494","24,025,78032,000,000"
2005,에이프로젠바이오로직스,2019,"365,282,978","-1,960,392","3,167,2670"
2006,에이프로젠바이오로직스,2020,"615,309,134","-2,605,967","2,469,6570"
2007,에이프로젠바이오로직스,2021,"614,621,103","-3,799,173","2,089,3360"
2008,에이프로젠바이오로직스,2022,"684,140,417","-5,430,302","134,263,3970"
2009,에이프로젠바이오로직스,2023,"589,396,665","-57,477,961","90,025,78032,000,000"
2010,엔씨소프트,2019,"3,346,377,400","478,992,419","11,310,0030"
2011,엔씨소프트,2020,"4,081,208,897","824,793,706","5,271,3000"
2012,엔씨소프트,2021,"4,581,889,369","375,213,171","5,151,20060,000,000"
2013,엔씨소프트,2022,"4,437,632,451","559,006,121","060,000,000"
2014,엔씨소프트,2023,"4,393,800,424","137,283,513",00
2015,엔케이,2019,"146,944,852","-9,841,748","27,712,0532,174,430"
2016,엔케이,2020,"140,196,786","-313,882","7,700,0000"
2017,엔케이,2021,"130,726,528","1,930,105",00
2018,엔케이,2022,"185,745,935","870,342","8,248,1520"
2019,엔케이,2023,"247,666,086","-1,104,110","2,525,9305,000,000"
2020,플레이그램,2019,"42,708,083","-1,364,414",00
2021,플레이그램,2020,"69,040,671","-2,345,135","152,8870"
2022,플레이그램,2021,"129,521,138","-1,511,144",00
2023,플레이그램,2022,"303,643,330","-6,864,423","12,767,8820"
2024,플레이그램,2023,"273,648,832","-2,591,618","20,200,0000"
2025,NPC,2019,"403,765,363","19,842,885","51,561,72114,432,800"
2026,NPC,2020,"410,578,593","20,692,503","40,570,59811,869,804"
2027,NPC,2021,"499,980,383","28,271,811","63,993,33932,846,160"
2028,NPC,2022,"527,275,693","23,483,130","53,851,54024,361,280"
2029,NPC,2023,"537,632,854","29,561,374","63,728,95810,442,600"
2030,영보화학,2019,"180,831,116","8,447,324","7,671,2410"
2031,영보화학,2020,"174,719,741","4,410,864","8,907,8570"
2032,영보화학,2021,"179,898,107","4,369,192","8,661,5210"
2033,영보화학,2022,"180,449,397","4,973,486","9,575,4110"
2034,영보화학,2023,"179,035,625","6,950,541","2,091,6690"
2035,영원무역,2019,"3,104,545,848","237,649,016","136,519,34479,706,381"
2036,영원무역,2020,"3,038,285,285","259,688,519","217,631,44613,871,400"
2037,영원무역,2021,"3,547,620,438","442,515,129","101,602,38782,460,706"
2038,영원무역,2022,"4,513,623,781","823,027,257","224,549,802133,243,898"
2039,영원무역,2023,"5,297,123,641","637,146,369","399,176,53277,487,642"
2040,영원무역홀딩스,2019,"3,789,427,814","298,988,113","138,336,50182,044,220"
2041,영원무역홀딩스,2020,"3,732,514,860","340,765,358","220,065,71416,245,017"
2042,영원무역홀딩스,2021,"4,325,576,167","570,492,659","103,168,98185,547,647"
2043,영원무역홀딩스,2022,"5,490,219,711","1,002,198,707","225,446,775136,390,464"
2044,영원무역홀딩스,2023,"6,379,343,146","872,582,134","400,421,22880,864,722"
2045,영진약품,2019,"200,445,669","9,982,031","5,700,0005,958,940"
2046,영진약품,2020,"188,100,730","381,453","500,0003,792,460"
2047,영진약품,2021,"194,095,213","-13,877,505","7,500,0001,625,980"
2048,영진약품,2022,"203,082,817","-7,363,159","7,000,00027,500,000"
2049,영진약품,2023,"226,600,824","3,117,394","017,000,000"
2050,영풍,2019,"4,832,690,296","84,396,705","184,867,16622,316,728"
2051,영풍,2020,"5,000,855,951","46,683,479","246,211,0874,886,338"
2052,영풍,2021,"5,521,001,406","-26,784,314","321,410,37641,303,102"
2053,영풍,2022,"5,871,933,652","68,871,997","174,709,985177,081,040"
2054,영풍,2023,"5,568,116,970","-169,812,609","155,710,500240,222,417"
2055,영풍제지,2019,"139,524,105","10,877,242","5,102,6700"
2056,영풍제지,2020,"202,117,558","10,214,174","6,000,00051,500,000"
2057,영풍제지,2021,"209,596,339","8,098,496","6,000,00049,875,000"
2058,영풍제지,2022,"203,670,380","7,804,011","048,000,000"
2059,영풍제지,2023,"199,916,289","-2,992,480","4,000,00056,000,000"
2060,영화금속,2019,"201,880,457","2,018,153","32,000,00048,510,155"
2061,영화금속,2020,"197,590,025","-6,062,068","37,472,50341,640,660"
2062,영화금속,2021,"211,560,373","-16,352,616","42,502,27139,101,310"
2063,영화금속,2022,"220,738,936","-1,121,315","56,696,57633,484,610"
2064,영화금속,2023,"210,002,658","9,395,601","50,115,11127,605,310"
