,종목명,업종명,종목코드,결산월,회계년,주기,총자산(천원),유동자산(천원),재고자산(천원),부채및자본총계(천원),매입채무(천원),단기차입금(천원),장기차입금(천원),매출액(천원),연구개발비(천원),광고선전비(천원),영업이익(천원),당기순이익(천원),영업활동으로인한현금흐름(천원),투자활동으로인한현금흐름(천원),재무활동으로인한현금흐름(천원),매출채권(천원),자기자본비율(%),차입금의존도(%),부채비율(%),차입금비율(%),유보율(%),매출액증가율(전년동기)(%),영업이익증가율(전년동기)(%),당기순이익증가율(전년동기)(%),총자산증가율(전년동기)(%),*매출원가율(%),ROE(당기순이익)(%),총자본회전율(회),총부채회전율(회),총자산회전율(회),영업이익률(%),EBIT(천원),당기순이익률(%),매출총이익률(%),유형자산증가율(전년동기)(%)
225,HS애드,서비스업,A035000,12,2010,Annual,"318,191,368","294,085,160",0,"318,191,368","133,407,626","341,670",0,"262,861,682","4,156,787","374,763","10,874,010","11,481,739","9,621,175","-6,138,709","-15,820,281","168,066,196",31.40,0.11,218.46,0.34,525.55,16.64,186.79,"5,244.49",11.52,69.98,12.29,2.81,1.26,0.87,4.14,"10,874,010",4.37,30.02,18.48
226,HS애드,서비스업,A035000,12,2011,Annual,"366,689,626","342,712,727",0,"366,689,626","164,367,618","1,156,484","579,772","324,079,349","4,554,241","513,737","13,557,411","7,540,087","33,667,196","-3,901,353","-1,340,398","180,123,872",28.72,0.47,248.24,1.65,558.18,23.29,24.68,-34.33,15.24,70.07,7.35,3.16,1.35,0.95,4.18,"13,557,411",2.33,29.93,50.73
227,HS애드,서비스업,A035000,12,2012,Annual,"363,912,590","339,692,434",0,"363,912,590","166,010,331","2,198,478",0,"335,845,836","3,991,235","719,039","15,107,915","12,284,957","-15,558,920","-8,592,585","-2,021,896","190,981,347",31.11,0.75,221.48,2.42,582.94,3.63,11.44,62.93,-0.76,68.61,11.25,3.07,1.31,0.92,4.50,"15,107,915",3.66,31.39,9.53
228,HS애드,서비스업,A035000,12,2013,Annual,"408,525,165","385,408,494",0,"408,525,165","171,582,630","12,672,608",0,"349,083,885","4,514,304","483,274","16,133,938","12,425,607","6,981,063","6,762,444","-2,680,425","214,584,558",29.78,3.1,235.81,10.42,628.45,3.94,6.79,1.14,12.26,67.31,10.58,2.97,1.30,0.90,4.62,"16,133,938",3.56,32.69,-8.20
229,HS애드,서비스업,A035000,12,2014,Annual,"398,436,358","372,947,468",0,"398,436,358","208,682,807","3,825,938",0,"385,598,133","4,457,821","680,705","12,839,343","9,537,454","6,660,616","11,356,360","-2,633,438","205,887,420",31.47,0.96,217.79,3.06,653.89,10.46,-20.42,-23.24,-2.47,68.99,7.72,3.12,1.38,0.96,3.33,"12,839,343",2.47,31.01,0.10
230,HS애드,서비스업,A035000,12,2015,Annual,"482,838,658","455,067,713",0,"482,838,658","257,703,831","10,631,100",0,"479,291,301","4,188,779","604,913","13,807,787","11,602,353","17,886,170","-5,484,092","-2,875,499","333,146,637",27.94,2.2,257.86,7.89,708.21,24.30,7.54,21.65,21.18,71.87,8.91,3.68,1.54,1.09,2.88,"13,807,787",2.42,28.13,12.33
231,HS애드,서비스업,A035000,12,2016,Annual,"507,061,896","479,747,991",0,"507,061,896","278,108,938","4,661,570",0,"407,958,969","4,688,149","3,259,096","19,588,688","14,944,295","13,553,994","-13,969,551","-3,774,330","356,629,892",28.81,0.92,247.12,3.19,771.69,-14.88,41.87,28.80,5.02,64.55,10.64,2.90,1.15,0.82,4.80,"19,588,688",3.66,35.45,-2.29
232,HS애드,서비스업,A035000,12,2017,Annual,"603,730,627","565,333,479",0,"603,730,626","378,243,795","4,698,012","10,000","501,300,688","4,950,568","3,241,294","19,713,358","11,669,200","51,505,237","-15,213,167","-3,574,035","402,766,263",20.19,0.78,395.31,3.86,633.87,22.88,0.64,-21.92,19.06,69.05,8.71,3.74,1.19,0.90,3.93,"19,713,358",2.33,30.95,30.77
233,HS애드,서비스업,A035000,12,2018,Annual,"632,827,969","594,855,201",0,"632,827,969","329,141,301","9,863,980",0,"538,206,688","4,939,941","645,538","25,412,263","15,276,268","-42,043,242","1,696,098","1,168,681","374,127,483",20.61,1.56,385.21,7.57,682.47,7.36,28.91,30.91,4.82,68.45,12.11,4.27,1.09,0.87,4.72,"25,412,263",2.84,31.55,17.96
234,IHQ,서비스업,A003560,12,2010,Annual,"43,666,536","7,684,396","438,045","43,666,536","2,963,821","7,350,000",0,"39,390,631",0,"984,265","-2,940,703","-6,230,954","-1,753,071","-1,825,186","1,450,000","1,974,688",61.32,16.83,63.09,27.45,44.85,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),95.63,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),-7.47,"-2,940,703",-15.82,4.37,N/A(IFRS)
235,IHQ,서비스업,A003560,12,2011,Annual,"56,076,290","40,887,575","3,158,051","56,076,290","4,694,772","2,263,918",0,"49,169,803",0,"1,368,143","2,812","2,144,493","9,289,671","2,652,866","-4,800,002","5,715,106",52.47,4.04,90.59,7.69,57.36,24.83,흑전,흑전,28.42,89.72,7.63,1.75,2.26,0.99,0.01,"2,812",4.36,10.28,-8.84
236,IHQ,서비스업,A003560,12,2012,Annual,"45,827,243","24,376,227","896,057","45,827,243","3,212,779",0,0,"44,910,784",0,"741,674","2,258,033","4,368,439","3,598,242","4,572,025","-1,258,078","2,745,924",76.46,0.0,30.79,0.00,80.37,-8.66,"80,187.04",103.70,-18.28,85.16,13.55,1.39,2.40,0.88,5.03,"2,258,033",9.73,14.84,11.44
237,IHQ,서비스업,A003560,12,2013,Annual,"81,340,956","33,131,754","490,527","81,340,956","7,226,538",0,0,"61,942,542",0,"74,397","-426,357","65,361","50,594","-24,503,601","22,689,433","7,364,692",53.61,26.74,86.54,49.88,88.30,37.92,적전,-98.50,77.49,88.92,0.17,1.58,2.55,0.97,-0.69,"-426,357",0.11,11.08,161.95
238,IHQ,서비스업,A003560,12,2014,Annual,"103,486,906","75,148,118","110,593","103,486,906","5,288,511","5,500,000",0,"75,690,271",0,"14,120,145","10,840,014","5,097,053","41,783,313","-34,636,726","1,212,039","24,079,478",70.28,5.31,42.28,7.56,43.73,22.19,흑전,"7,698.32",27.23,0.0,8.76,1.30,2.21,0.82,14.32,"10,840,014",6.73,100.0,-51.31
239,IHQ,서비스업,A003560,12,2015,Annual,"255,675,961","79,206,326","81,673","255,675,961","8,595,237","5,500,000",0,"106,178,242",0,"11,269,176","7,366,386","3,821,010","34,635,245","-20,783,147","-9,609,616","26,306,334",84.11,2.93,18.90,3.48,208.68,40.28,-32.04,-25.03,147.06,0.0,2.66,0.74,2.97,0.59,6.94,"7,366,386",3.60,100.0,97.49
240,IHQ,서비스업,A003560,12,2016,Annual,"256,634,714","95,060,307","101,538","256,634,714","7,787,172","2,000,000",0,"109,404,923",0,"10,506,557","11,222,960","4,223,113","42,181,533","-38,252,694","-2,786,487","26,615,381",86.33,1.55,15.83,1.80,217.01,3.04,52.35,10.52,0.37,0.0,1.93,0.50,2.89,0.43,10.26,"11,222,960",3.86,100.0,-23.20
241,IHQ,서비스업,A003560,12,2017,Annual,"255,079,898","102,616,363","427,593","255,079,898","8,478,009",0,0,"126,795,065",0,"10,337,725","15,347,229","2,637,301","61,792,005","-50,927,711","993,435","23,211,034",89.28,0.78,12.01,0.88,221.91,15.90,36.75,-37.55,-0.61,0.0,1.17,0.56,4.06,0.50,12.10,"15,347,229",2.08,100.0,45.28
242,IHQ,서비스업,A003560,12,2018,Annual,"231,274,872","78,429,508","400,525","231,274,872","6,759,936",0,0,"109,447,251",0,"9,627,899","9,928,069","-9,896,707","40,524,688","-57,100,457","-14,936,493","25,638,958",88.46,0.0,13.05,0.00,187.61,-13.68,-35.31,적전,-9.33,0.0,-4.58,0.51,4.05,0.45,9.07,"9,928,069",-9.04,100.0,-1.59
243,JW중외제약,의약품,A001060,12,2010,Annual,"636,143,636","377,179,257","90,685,008","636,143,636","30,695,672","158,343,465","78,954,000","443,275,672","10,671,647","5,606,956","25,686,135","3,691,351","-9,811,915","-24,830,809","31,912,478","271,479,541",28.71,60.16,248.27,209.53,646.20,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),63.49,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),5.79,"25,686,135",0.83,36.51,N/A(IFRS)
244,JW중외제약,의약품,A001060,12,2011,Annual,"667,091,705","402,830,112","85,916,567","667,091,705","39,714,414","179,389,269","105,041,604","431,007,281","12,005,132","5,666,668","17,529,577","-9,803,596","-18,183,738","-19,207,685","30,640,640","307,685,398",25.52,62.5,291.83,244.90,567.57,-2.77,-31.75,적전,4.86,65.66,-5.56,2.44,0.91,0.66,4.07,"17,529,577",-2.27,34.34,-0.48
245,JW중외제약,의약품,A001060,12,2012,Annual,"603,145,264","331,899,775","70,137,870","603,145,264","32,325,351","146,758,470","57,787,452","397,084,759","12,356,866","4,198,139","9,486,065","-20,393,601","63,203,813","-18,805,113","-42,519,805","239,930,733",27.13,59.39,268.53,218.86,465.75,-7.87,-45.89,적지,-9.59,67.52,-12.21,2.38,0.85,0.63,2.39,"9,486,065",-5.14,32.48,-35.33
246,JW중외제약,의약품,A001060,12,2013,Annual,"589,368,538","324,094,728","75,113,135","589,368,538","32,167,597","199,061,617","25,573,300","394,182,302","13,464,234","4,772,586","25,900,042","2,274,880","18,724,504","-10,176,483","-9,957,985","233,326,564",34.06,53.25,193.60,156.35,473.89,-0.73,173.03,흑전,-2.28,63.35,1.25,2.16,0.95,0.66,6.57,"25,900,042",0.58,36.65,-5.15
247,JW중외제약,의약품,A001060,12,2014,Annual,"589,243,249","343,500,346","71,346,382","589,243,249","33,750,550","114,717,317","60,443,700","412,791,235","17,481,959","4,788,142","13,233,720","-2,356,607","7,279,098","10,822,648","-14,068,836","247,176,002",37.34,47.1,167.81,126.13,430.32,4.72,-48.90,적전,-0.02,63.35,-1.12,1.96,1.09,0.70,3.21,"13,233,720",-0.57,36.65,-5.41
248,JW중외제약,의약품,A001060,12,2015,Annual,"613,481,028","376,174,401","82,436,725","613,481,029","36,185,429","110,222,584","55,653,700","434,352,380","16,480,040","4,991,502","21,524,771","1,961,427","-4,174,930","-7,346,642","14,676,009","272,281,208",36.74,47.35,172.17,128.88,399.28,5.22,62.65,흑전,4.11,63.02,0.88,1.95,1.15,0.72,4.96,"21,524,771",0.45,36.98,-4.81
249,JW중외제약,의약품,A001060,12,2016,Annual,"651,077,844","422,640,946","97,585,485","651,077,844","59,395,280","91,863,639","19,500,000","467,465,121","18,004,761","5,142,053","24,537,931","-10,933,544","6,738,636","-8,769,871","33,825,449","269,682,449",42.44,38.58,135.63,90.90,452.31,7.62,14.00,적전,6.13,62.92,-4.36,1.86,1.23,0.74,5.25,"24,537,931",-2.34,37.08,-2.13
250,JW중외제약,의약품,A001060,12,2017,Annual,"630,873,131","411,366,934","106,626,801","630,873,131","59,586,118","130,878,368","13,500,000","502,918,587","21,981,548","5,665,215","21,718,134","-742,474","33,450,172","-9,890,915","-27,874,638","258,221,627",42.92,30.17,132.99,70.30,430.39,7.58,-11.49,적지,-3.10,62.49,-0.27,1.84,1.37,0.78,4.32,"21,718,134",-0.15,37.51,-3.81
251,JW중외제약,의약품,A001060,12,2018,Annual,"593,791,187","373,910,080","101,367,134","593,791,187","44,464,608","112,030,974","7,500,000","537,181,974","21,268,397","7,168,460","21,584,083","8,056,889","52,109,933","-13,918,367","-41,188,514","222,250,106",43.81,34.16,128.28,77.97,411.38,6.81,-0.62,흑전,-5.88,63.32,3.04,2.02,1.55,0.88,4.02,"21,584,083",1.50,36.68,-3.56
252,JW홀딩스,기타금융,A096760,12,2010,Annual,"993,627,849","444,085,361","118,319,625","993,627,849","36,214,548","289,948,202","94,159,050","554,239,674","16,522,483","7,501,345","41,009,762","-9,691,279","-1,615,131","-36,496,527","33,072,308","302,434,499",25.85,62.23,286.84,240.73,413.36,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),56.66,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),7.40,"41,009,762",-1.75,43.34,N/A(IFRS)
253,JW홀딩스,기타금융,A096760,12,2011,Annual,"1,094,786,336","495,130,457","111,479,389","1,094,786,336","38,507,269","338,388,238","148,093,454","516,012,168","14,973,541","8,381,729","13,512,064","-44,727,226","-3,887,890","-104,563,253","107,434,687","336,139,464",22.53,64.92,343.91,288.20,329.44,-6.90,-67.05,적지,10.18,59.31,-17.77,2.05,0.65,0.49,2.62,"13,512,064",-8.67,40.69,11.60
254,JW홀딩스,기타금융,A096760,12,2012,Annual,"1,077,132,172","463,493,124","106,512,002","1,077,132,172","32,639,696","324,317,802","97,753,029","511,945,580","15,893,421","6,817,947","3,673,599","-41,470,042","-3,112,212","-15,828,494","18,849,218","332,155,245",19.07,68.71,424.25,360.19,225.33,-0.79,-72.81,적지,-1.61,61.06,-18.35,2.26,0.60,0.47,0.72,"3,673,599",-8.10,38.94,-18.47
255,JW홀딩스,기타금융,A096760,12,2013,Annual,"1,014,442,067","509,672,605","108,171,366","1,014,442,067","40,829,059","350,584,216","79,574,177","530,262,876","16,301,270","6,268,087","20,419,562","16,163,845","-54,030,353","41,565,362","15,293,433","371,432,414",23.27,62.95,329.80,270.55,318.84,3.58,455.85,흑전,-5.82,58.27,7.32,2.40,0.64,0.51,3.85,"20,419,562",3.05,41.73,-35.79
256,JW홀딩스,기타금융,A096760,12,2014,Annual,"1,030,745,502","538,345,339","95,517,472","1,030,745,502","45,754,823","247,299,658","105,219,977","573,935,211","20,056,484","6,105,242","18,240,840","-9,276,558","-17,175,940","-1,900,601","21,211,003","400,377,472",20.16,64.5,396.13,320.01,256.71,8.24,-10.67,적전,1.61,58.94,-4.18,2.59,0.72,0.56,3.18,"18,240,840",-1.62,41.06,-15.31
257,JW홀딩스,기타금융,A096760,12,2015,Annual,"1,082,862,853","572,264,183","110,195,243","1,082,862,853","45,923,673","264,683,094","60,653,700","622,825,322","18,590,947","6,238,738","33,456,795","336,323","-23,975,359","-38,241,783","62,979,707","426,734,922",24.96,59.9,300.61,239.95,271.40,8.52,83.42,흑전,5.06,58.81,0.14,2.61,0.76,0.59,5.37,"33,456,795",0.05,41.19,0.77
258,JW홀딩스,기타금융,A096760,12,2016,Annual,"1,196,629,709","694,619,834","133,282,964","1,196,629,709","86,754,056","202,124,470","64,211,596","684,839,087","20,458,274","6,743,099","43,348,332","-14,376,495","-29,214,390","-51,032,207","118,859,365","439,812,036",23.20,55.9,331.08,240.96,284.39,9.96,29.57,적전,10.51,58.88,-5.25,2.50,0.79,0.60,6.33,"43,348,332",-2.10,41.12,-2.09
259,JW홀딩스,기타금융,A096760,12,2017,Annual,"1,347,252,529","659,153,431","160,706,554","1,347,252,529","45,910,121","310,114,026","73,556,861","681,163,677","24,017,731","8,304,620","41,714,523","56,869,735","10,511,742","14,619,687","-33,543,633","426,612,463",27.51,54.22,263.53,197.09,437.71,-0.54,-3.77,흑전,12.59,56.73,17.55,2.10,0.72,0.54,6.12,"41,714,523",8.35,43.27,66.48
260,JW홀딩스,기타금융,A096760,12,2018,Annual,"1,275,635,934","643,472,441","168,748,000","1,275,635,934","44,712,291","243,349,744","60,453,695","725,381,961","17,898,779","10,581,424","33,314,786","36,439,377","195,762,386","-91,262,850","-73,397,985","357,613,818",31.44,46.34,218.12,147.40,476.97,6.49,-20.14,-35.92,-5.32,57.27,9.45,1.88,0.78,0.55,4.59,"33,314,786",5.02,42.73,-15.41
261,KCC,화학,A002380,12,2010,Annual,"8,511,312,024","1,988,466,248","461,799,209","8,511,312,024","278,404,930","81,161,723","122,569,158","3,115,598,316","91,197,657","28,676,539","233,527,830","405,152,609","314,687,317","-720,658","-340,970,519","801,866,212",69.03,11.03,44.87,15.98,"10,288.90",N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),77.89,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),7.50,"233,527,830",13.00,22.11,N/A(IFRS)
262,KCC,화학,A002380,12,2011,Annual,"7,342,270,308","2,438,882,113","588,200,315","7,342,270,308","227,662,208","69,501,110","117,244,756","3,370,854,633","92,116,848","25,761,883","122,771,308","327,043,984","40,268,098","354,837,258","-108,366,860","838,215,548",68.45,12.27,46.10,17.93,"8,996.70",8.19,-47.43,-19.28,-13.74,81.47,6.00,0.62,1.36,0.43,3.64,"122,771,308",9.70,18.53,-2.20
263,KCC,화학,A002380,12,2012,Annual,"6,823,989,638","1,699,659,600","502,478,151","6,823,989,638","167,767,569","78,036,537","137,465,090","3,246,227,955","90,936,743","21,697,316","198,949,280","446,319,780","105,818,300","-565,941,021","-121,765,569","771,503,021",72.71,12.0,37.53,16.50,"8,882.01",-3.70,62.05,36.47,-7.06,78.77,8.94,0.65,1.55,0.46,6.13,"198,949,280",13.75,21.23,1.25
264,KCC,화학,A002380,12,2013,Annual,"7,051,729,096","2,015,585,277","476,704,002","7,051,729,096","195,469,800","137,030,683","131,104,858","3,233,043,061","81,884,463","24,384,932","231,742,877","248,992,624","319,041,927","104,005,776","-92,120,106","791,266,574",72.23,13.67,38.45,18.93,"9,115.40",-0.41,16.48,-44.21,3.34,77.97,4.95,0.64,1.69,0.47,7.17,"231,742,877",7.70,22.03,-3.01
265,KCC,화학,A002380,12,2014,Annual,"8,654,534,051","2,561,228,800","512,563,471","8,654,534,051","213,446,979","195,383,356","131,373,398","3,399,828,905","69,329,964","25,187,378","273,391,768","326,693,598","276,513,308","-164,797,506","-59,892,701","844,250,921",71.98,11.84,38.93,16.45,"11,134.79",5.16,17.97,31.21,22.73,76.52,5.77,0.60,1.55,0.43,8.04,"273,391,768",9.61,23.48,-2.45
266,KCC,화학,A002380,12,2015,Annual,"8,668,411,154","2,205,659,681","526,678,989","8,668,411,154","226,439,376","810,166,473","233,529,456","3,414,387,967","70,445,025","28,902,967","309,210,486","185,052,521","95,413,810","-864,690,814","463,899,261","879,071,873",67.70,18.98,47.71,28.03,"10,497.67",0.43,13.10,-43.36,0.16,74.06,3.06,0.56,1.31,0.39,9.06,"309,210,486",5.42,25.94,-1.89
267,KCC,화학,A002380,12,2016,Annual,"9,162,368,432","2,288,828,081","525,662,278","9,162,368,432","261,375,048","963,184,673","333,635,208","3,490,487,871","75,155,461","32,444,998","326,583,102","152,961,874","431,135,088","-497,998,621","201,911,296","910,089,113",65.12,21.83,53.55,33.53,"10,671.41",2.23,5.62,-17.34,5.70,73.38,2.58,0.59,1.16,0.39,9.36,"326,583,102",4.38,26.62,2.30
268,KCC,화학,A002380,12,2017,Annual,"9,543,776,838","2,452,254,425","549,494,719","9,543,776,838","306,820,883","1,248,242,729","110,174,920","3,863,990,045","75,988,541","31,863,044","329,834,971","42,299,634","332,894,207","-658,521,534","141,641,566","1,016,603,323",61.47,23.56,62.69,38.33,"10,492.89",10.70,1.00,-72.35,4.16,76.06,0.71,0.65,1.12,0.41,8.54,"329,834,971",1.09,23.94,7.52
269,KCC,화학,A002380,12,2018,Annual,"8,965,418,419","2,645,608,938","592,569,704","8,965,418,419","268,390,899","564,361,598","111,755,154","3,081,030,079","78,578,343","24,068,519","200,863,855","-23,103,553","538,975,697","-50,268,279","-523,832,294","838,156,902",64.04,20.92,56.16,32.67,"10,271.00",-20.26,-39.10,적전,-6.06,76.86,-0.40,0.53,0.89,0.33,6.52,"200,863,855",-0.75,23.14,-1.30
270,KCTC,운수창고업,A009070,12,2010,Annual,"282,830,282","86,655,921","1,249,204","282,830,282","14,512,134","300,000","51,935,550","270,766,396",0,"127,068","1,138,883","267,272","8,794,603","-43,750,783","37,377,334","39,268,220",51.79,29.09,93.11,56.17,859.06,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),86.07,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),0.42,"1,138,883",0.10,13.93,N/A(IFRS)
271,KCTC,운수창고업,A009070,12,2011,Annual,"272,587,475","71,251,529","987,304","272,587,475","21,533,058","9,500,000","47,139,150","286,851,588",0,"110,645","9,030,610","3,432,639","11,234,217","11,439,409","-20,075,202","44,372,658",54.43,22.5,83.71,41.33,869.67,5.94,692.94,"1,184.32",-3.62,83.89,2.33,1.95,2.20,1.03,3.15,"9,030,610",1.20,16.11,-4.05
272,KCTC,운수창고업,A009070,12,2012,Annual,"297,598,770","94,502,022","922,872","297,598,770","24,683,972","8,466,530","40,653,400","337,217,167",0,"128,296","16,734,205","6,965","1,231,581","-22,759,667","21,062,561","59,652,176",50.00,28.02,100.00,56.05,864.85,17.56,85.31,-99.80,9.18,82.69,0.00,2.27,2.47,1.18,4.96,"16,734,205",0.00,17.31,2.17
273,KCTC,운수창고업,A009070,12,2013,Annual,"304,139,270","97,706,298","1,124,831","304,139,270","19,956,900","6,546,668","63,595,533","375,783,682",0,"124,799","19,505,551","4,105,328","29,302,399","-15,950,076","5,962,719","45,598,185",50.08,29.67,99.68,59.25,876.71,11.44,16.56,"58,838.37",2.20,83.62,2.73,2.50,2.50,1.25,5.19,"19,505,551",1.09,16.38,6.23
274,KCTC,운수창고업,A009070,12,2014,Annual,"333,591,386","93,936,790","887,824","333,591,386","21,141,105","41,172,081","56,941,865","356,096,649",0,"116,576","15,270,677","17,100,040","12,233,426","-36,862,881","13,139,877","48,640,821",49.45,31.64,102.22,63.99,989.45,-5.24,-21.71,316.53,9.68,84.42,10.78,2.24,2.22,1.12,4.29,"15,270,677",4.80,15.58,19.64
275,KCTC,운수창고업,A009070,12,2015,Annual,"363,554,474","99,770,650","540,618","363,554,474","21,304,251","66,140,134","48,901,490","357,046,890",0,"378,749","13,385,080","9,071,983","14,044,650","-26,116,569","23,462,553","47,667,984",47.32,35.77,111.34,75.60,"1,037.64",0.27,-12.35,-46.95,8.98,84.66,5.38,2.12,1.98,1.02,3.75,"13,385,080",2.54,15.34,15.28
276,KCTC,운수창고업,A009070,12,2016,Annual,"342,137,467","78,418,004","525,559","342,137,467","21,945,764","50,652,628","39,207,984","349,784,213",0,"156,180","13,666,570","8,228,581","15,772,736","624,825","-30,555,080","50,500,060",52.18,29.43,91.64,56.39,"1,081.21",-2.03,2.10,-9.30,-5.89,84.16,4.69,2.00,1.97,0.99,3.91,"13,666,570",2.35,15.84,-0.43
277,KCTC,운수창고업,A009070,12,2017,Annual,"370,846,592","85,631,811","649,439","370,846,592","33,732,391","68,152,656","31,846,564","364,550,702",0,"145,073","11,557,153","8,994,740","14,980,300","-24,067,869","7,809,525","57,658,976",49.72,29.76,101.13,59.86,"1,119.94",4.22,-15.43,9.31,8.39,85.83,4.96,2.01,2.08,1.02,3.17,"11,557,153",2.47,14.17,7.30
278,KCTC,운수창고업,A009070,12,2018,Annual,"376,041,366","86,091,080","538,421","376,041,366","24,106,116","49,232,408","61,281,142","400,441,294",0,"122,787","14,962,463","7,271,931","7,934,592","-14,740,266","8,733,614","56,853,150",50.43,32.08,98.29,63.60,"1,157.15",9.85,29.46,-19.15,1.40,86.15,3.89,2.14,2.15,1.07,3.74,"14,962,463",1.82,13.85,2.66
279,KC그린홀딩스,기타금융,A009440,12,2010,Annual,"372,036,036","171,510,960","8,061,750","372,036,036","50,891,380","37,054,056","43,323,806","221,455,065","879,739",0,"15,958,546","13,878,674","46,418,019","-15,015,686","7,727,335","65,884,780",41.22,22.78,142.63,55.26,853.39,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),83.47,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),7.21,"15,958,546",6.27,16.53,N/A(IFRS)
280,KC그린홀딩스,기타금융,A009440,12,2011,Annual,"416,823,410","191,345,231","12,042,327","416,823,410","43,361,626","35,059,376","49,745,392","320,436,617","2,544,404",0,"23,318,451","19,271,205","34,412,628","-31,189,250","4,809,491","54,797,927",39.79,22.31,151.34,56.07,927.21,44.70,46.12,38.85,12.04,82.57,12.08,2.01,1.36,0.81,7.28,"23,318,451",6.01,17.43,17.42
281,KC그린홀딩스,기타금융,A009440,12,2012,Annual,"485,305,389","261,351,434","10,648,417","485,305,389","77,510,480","38,582,547","47,308,154","502,629,849","5,041,288",0,"46,491,395","38,313,935","13,344,058","-19,474,928","-10,431,892","103,098,635",39.61,18.51,152.47,46.74,"1,109.15",56.86,99.38,98.81,16.43,82.5,21.40,2.81,1.85,1.11,9.25,"46,491,395",7.62,17.5,-3.02
282,KC그린홀딩스,기타금융,A009440,12,2013,Annual,"429,933,873","217,982,111","10,312,483","429,933,873","67,378,772","35,456,145","28,654,541","487,271,569","4,415,745",0,"20,866,704","14,473,779","15,410,505","12,918,045","-30,620,193","72,264,503",49.32,15.7,102.77,31.83,"1,226.04",-3.06,-55.12,-62.22,-11.41,87.04,7.16,2.41,1.91,1.06,4.28,"20,866,704",2.97,12.96,-11.83
283,KC그린홀딩스,기타금융,A009440,12,2014,Annual,"437,508,862","207,807,472","12,576,131","437,508,862","66,613,555","29,948,479","48,574,306","384,115,294","3,252,698",0,"17,804,202","25,803","26,752,714","-33,781,111","-1,015,824","73,547,104",44.36,19.42,125.41,43.78,"1,208.41",-21.17,-14.68,-99.82,1.76,84.35,0.01,1.89,1.67,0.89,4.64,"17,804,202",0.01,15.65,8.74
284,KC그린홀딩스,기타금융,A009440,12,2015,Annual,"450,314,764","178,230,019","7,958,956","450,314,764","46,747,805","23,250,724","56,246,307","377,659,977","2,032,954",0,"16,121,530","13,413,053","38,985,172","-39,295,756","-4,005,993","69,600,381",43.49,19.8,129.96,45.54,"1,284.48",-1.68,-9.45,"51,881.89",2.93,83.34,6.88,1.94,1.52,0.85,4.27,"16,121,530",3.55,16.66,15.60
285,KC그린홀딩스,기타금융,A009440,12,2016,Annual,"462,751,008","168,246,790","6,410,010","462,751,008","59,487,844","28,885,246","51,669,548","391,371,452","2,045,544",0,"25,871,979","6,737,747","35,016,860","-40,990,440","897,839","61,639,350",45.02,19.7,122.14,43.76,"1,321.60",3.63,60.48,-49.77,2.76,81.76,3.33,1.94,1.54,0.86,6.61,"25,871,979",1.72,18.24,5.98
286,KC그린홀딩스,기타금융,A009440,12,2017,Annual,"519,933,655","226,898,804","14,365,735","519,933,655","61,688,199","25,196,546","41,444,985","352,407,287","2,611,817",0,"19,749,505","9,361,783","14,591,702","27,362,866","-17,072,256","75,479,385",47.73,15.17,109.51,31.77,"1,357.92",-9.96,-23.66,38.95,12.36,80.88,4.10,1.54,1.34,0.72,5.60,"19,749,505",2.66,19.12,-6.16
287,KC그린홀딩스,기타금융,A009440,12,2018,Annual,"670,840,467","341,833,126","30,367,550","670,840,467","78,820,017","44,962,051","49,378,327","534,720,764","2,089,276",0,"13,275,985","18,769,762","1,356,045","-11,373,769","21,640,784","124,527,300",42.74,16.89,133.96,39.51,"1,471.32",51.73,-32.78,100.49,29.02,80.32,7.02,2.00,1.63,0.90,2.48,"13,275,985",3.51,19.68,14.42
288,KEC,전기전자,A092220,12,2010,Annual,"498,836,652","197,583,788","76,315,510","498,836,652","40,881,208","96,938,735","81,224,356","342,673,783","3,321,181","123,026","-5,568,397","-61,453,023","13,983,428","-66,607,539","53,012,447","87,840,671",38.87,46.96,157.25,120.80,180.79,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),91.37,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),-1.62,"-5,568,397",-17.93,8.63,N/A(IFRS)
289,KEC,전기전자,A092220,12,2011,Annual,"479,025,819","203,686,955","85,153,872","479,025,819","31,782,338","134,784,124","41,327,433","301,820,861","7,671,372","89,200","-29,563,218","-40,258,079","-12,072,653","-5,461,498","25,243,110","79,823,932",34.76,52.8,187.71,151.90,126.49,-11.92,적지,적지,-3.97,97.09,-22.34,1.67,0.98,0.62,-9.79,"-29,563,218",-13.34,2.91,-9.01
