,종목명,업종명,종목코드,결산월,회계년,주기,총자산(천원),유동자산(천원),재고자산(천원),부채및자본총계(천원),매입채무(천원),단기차입금(천원),장기차입금(천원),매출액(천원),연구개발비(천원),광고선전비(천원),영업이익(천원),당기순이익(천원),영업활동으로인한현금흐름(천원),투자활동으로인한현금흐름(천원),재무활동으로인한현금흐름(천원),매출채권(천원),자기자본비율(%),차입금의존도(%),부채비율(%),차입금비율(%),유보율(%),매출액증가율(전년동기)(%),영업이익증가율(전년동기)(%),당기순이익증가율(전년동기)(%),총자산증가율(전년동기)(%),*매출원가율(%),ROE(당기순이익)(%),총자본회전율(회),총부채회전율(회),총자산회전율(회),영업이익률(%),EBIT(천원),당기순이익률(%),매출총이익률(%),유형자산증가율(전년동기)(%)
4076,한독,의약품,A002390,12,2018,Annual,"652,616,127","283,789,995","77,001,044","652,616,127","90,488,311","63,200,000","30,300,000","446,731,041","21,118,967","12,060,685","22,081,199","7,062,695","29,455,780","-18,293,749","-13,447,824","139,492,341",48.02,24.28,108.25,50.55,"4,403.99",6.88,흑전,104.53,2.08,64.68,2.34,1.48,1.30,0.69,4.94,"22,081,199",1.58,35.32,1.50
4077,한미글로벌,서비스업,A053690,12,2010,Annual,"90,660,725","83,221,782","19,104,383","90,660,725",0,0,"13,500,000","103,313,047","1,589,248",0,"12,049,775","8,886,129","-19,591,760","7,009,580","5,482,001","39,757,877",51.49,14.89,94.23,28.92,"1,382.63",N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),68.18,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),11.66,"12,049,775",8.60,31.82,N/A(IFRS)
4078,한미글로벌,서비스업,A053690,12,2011,Annual,"138,361,177","114,065,033","23,408,312","138,361,177",0,"3,926,856","11,028,636","182,945,775","2,793,882","1,122,522","6,510,738","3,454,224","9,261,092","-16,218,665","16,116,519","50,331,470",35.61,27.37,180.80,76.86,"1,522.24",77.08,-45.97,-61.13,52.61,75.3,7.20,3.81,2.75,1.60,3.56,"6,510,738",1.89,24.7,32.76
4079,한미글로벌,서비스업,A053690,12,2012,Annual,"140,808,581","121,435,307","38,233,378","140,808,581",0,"19,751,301","510,473","207,246,374","3,067,939","1,412,769","4,966,630","4,171,117","-16,874,256","8,847,580","10,289,051","41,654,147",34.87,35.69,186.80,102.36,"1,521.46",13.28,-23.72,20.75,1.77,77.86,8.48,4.21,2.29,1.48,2.40,"4,966,630",2.01,22.14,-4.97
4080,한미글로벌,서비스업,A053690,12,2013,Annual,"141,362,454","118,199,877","18,132,809","141,362,454",0,"23,427,190","9,970,718","182,533,119",0,0,"8,302,904","6,068,175","7,773,131","-6,700,149","1,917,950","48,748,202",37.96,39.12,163.40,103.04,"1,616.52",-11.92,67.17,45.48,0.39,75.13,11.81,3.55,2.03,1.29,4.55,"8,302,904",3.32,24.87,15.38
4081,한미글로벌,서비스업,A053690,12,2014,Annual,"153,681,052","126,504,870","4,771,826","153,681,052",0,"35,187,680","3,502,673","165,403,995",0,0,"10,335,747","7,323,750","3,286,611","-3,866,853","3,061,780","70,067,532",39.13,38.74,155.57,99.00,"1,722.35",-9.38,24.48,20.69,8.71,70.6,12.87,2.91,1.83,1.12,6.25,"10,335,747",4.43,29.4,22.05
4082,한미글로벌,서비스업,A053690,12,2015,Annual,"124,677,883","95,653,187",0,"124,677,883",0,"3,984,801","2,957,232","166,822,814",0,0,"12,339,821","6,685,425","48,408,032","-16,111,447","-32,743,294","28,058,492",66.06,10.38,51.38,15.72,"1,755.78",0.86,19.39,-8.72,-18.87,67.34,9.38,2.34,2.46,1.20,7.40,"12,339,821",4.01,32.66,-7.33
4083,한미글로벌,서비스업,A053690,12,2016,Annual,"149,271,717","114,577,042","30,898,720","149,271,717",0,"21,920,852","1,022,650","169,053,494",0,0,"9,434,792","8,973,344","-25,949,943","1,256,733","17,264,858","36,676,676",66.00,15.42,51.52,23.37,"1,913.45",1.34,-23.54,34.22,19.73,65.58,9.92,1.87,3.63,1.23,5.58,"9,434,792",5.31,34.42,4.95
4084,한미글로벌,서비스업,A053690,12,2017,Annual,"168,106,149","123,268,764","21,410,352","168,106,149",0,"23,328,501","2,175,095","200,835,862",0,0,"10,821,057","9,707,584","15,851,487","4,116,959","-3,002,727","48,211,621",62.04,15.21,61.18,24.51,"1,939.90",18.80,14.69,8.18,12.62,65.87,9.57,1.98,3.51,1.27,5.39,"10,821,057",4.83,34.13,85.30
4085,한미글로벌,서비스업,A053690,12,2018,Annual,"209,712,007","153,924,628","72,501,973","209,712,007",0,"16,479,911","2,442,067","207,721,612",0,0,"10,995,734","7,146,322","6,479,396","-783,075","-8,868,682","40,850,622",49.28,9.1,102.94,18.47,"1,896.32",3.43,1.61,-26.38,24.75,65.83,6.88,2.00,2.44,1.10,5.29,"10,995,734",3.44,34.17,49.05
4086,한미반도체,기계,A042700,12,2010,Annual,"236,654,967","136,464,997","34,337,387","236,654,967","29,165,229","3,449,532",0,"221,944,531","7,532,459","903,438","28,512,563","35,499,598","13,475,418","-5,941,216","-4,589,874","55,809,693",71.66,1.84,39.55,2.56,"1,214.50",N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),71.93,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),12.85,"28,512,563",15.99,28.07,N/A(IFRS)
4087,한미반도체,기계,A042700,12,2011,Annual,"204,717,127","103,303,644","39,374,210","204,717,127","11,003,455","2,585,268",0,"175,815,566","10,515,504","754,941","17,014,408","16,514,400","-7,491,955","26,851,055","-17,467,757","44,248,222",82.94,1.26,20.57,1.52,"1,242.73",-20.78,-40.33,-53.48,-13.50,70.78,9.73,1.04,3.45,0.80,9.68,"17,014,408",9.39,29.22,8.48
4088,한미반도체,기계,A042700,12,2012,Annual,"230,991,973","127,560,444","33,852,515","230,991,973","11,404,536","6,138,120",0,"173,393,986","10,608,672","541,591","21,172,898","24,430,770","36,396,766","-28,753,932","-6,862,324","42,337,391",79.24,2.69,26.20,3.40,"1,412.96",-1.38,24.44,47.94,12.83,68.21,13.85,0.98,4.18,0.80,12.21,"21,172,898",14.09,31.79,2.09
4089,한미반도체,기계,A042700,12,2013,Annual,"240,728,439","124,386,239","43,372,100","240,728,439","9,814,782","4,556,620",0,"191,549,551","10,300,329","805,430","13,460,617","11,151,940","12,227,084","13,590,063","5,508,091","28,761,743",75.90,8.25,31.75,10.87,"1,410.74",10.47,-36.43,-54.35,4.22,72.67,6.10,1.05,3.62,0.81,7.03,"13,460,617",5.82,27.33,32.27
4090,한미반도체,기계,A042700,12,2014,Annual,"248,260,075","137,028,538","38,594,959","248,260,075","8,603,838",0,0,"192,309,639","10,123,945","493,361","49,084,661","29,822,275","28,229,691","-7,816,500","-29,862,952","58,684,047",82.56,0.0,21.13,0.00,"1,623.24",0.40,264.65,167.42,3.13,55.03,15.39,0.99,3.80,0.79,25.52,"49,084,661",15.51,44.97,-33.79
4091,한미반도체,기계,A042700,12,2015,Annual,"225,559,496","113,161,992","41,823,265","225,559,496","6,359,198",0,0,"117,791,354","9,202,468","396,817","22,741,657","21,798,920","35,703,757","-2,759,998","-33,285,675","33,598,497",85.99,0.0,16.29,0.00,"1,704.50",-38.75,-53.67,-26.90,-9.14,53.7,10.93,0.59,3.15,0.50,19.31,"22,741,657",18.51,46.3,-1.50
4092,한미반도체,기계,A042700,12,2016,Annual,"284,988,380","175,039,693","38,188,986","284,988,380","7,728,701",0,0,"166,268,022","12,174,963","570,569","38,554,458","31,445,454","38,100,568","-30,412,952","22,544,013","37,937,651",73.46,9.87,36.13,13.44,"1,856.72",41.15,69.53,44.25,26.35,55.01,15.59,0.82,3.10,0.65,23.19,"38,554,458",18.91,44.99,4.62
4093,한미반도체,기계,A042700,12,2017,Annual,"285,064,244","165,096,575","29,975,351","285,064,244","12,871,467",0,0,"197,300,043","8,348,343","484,383","51,655,166","9,500,247","36,015,991","16,742,696","-45,220,982","58,305,911",72.33,5.18,38.26,7.16,"1,987.78",18.66,33.98,-69.79,0.03,55.15,4.57,0.95,2.55,0.69,26.18,"51,655,166",4.82,44.85,9.01
4094,한미반도체,기계,A042700,12,2018,Annual,"246,028,948","113,439,022","42,519,805","246,028,948","8,573,741",0,0,"217,114,860","11,167,649","549,725","56,788,925","49,272,961","45,626,978","-22,969,014","-71,052,093","40,694,253",87.61,0.0,14.14,0.00,"1,976.43",10.04,9.94,418.65,-13.69,55.4,23.37,1.03,3.97,0.82,26.16,"56,788,925",22.69,44.6,32.72
4095,한미사이언스,기타금융,A008930,12,2010,Annual,"427,550,253","23,460,894","41,250","427,550,253","132,872","144,501",0,"10,979,497",0,0,"2,062,008","8,572,875","36,990,022","-32,278,009","-4,701,084","7,078,285",94.87,0.03,5.41,0.04,"1,759.93",N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),0.0,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),18.78,"2,062,008",78.08,100.0,N/A(IFRS)
4096,한미사이언스,기타금융,A008930,12,2011,Annual,"406,164,685","16,967,330","47,343","406,164,685","120,845","10,091,939",0,"17,345,556",0,0,"3,072,527","-14,686,154","-7,675,598","-5,324,861","7,577,778","4,949,780",91.65,2.48,9.11,2.71,"1,542.20",57.98,49.01,적전,-5.00,0.0,-3.78,0.04,0.62,0.04,17.71,"3,072,527",-84.67,100.0,-1.85
4097,한미사이언스,기타금융,A008930,12,2012,Annual,"485,394,283","73,689,080","18,809,737","485,394,283","44,963,703","17,199,307",0,"20,179,239",0,0,"4,147,531","12,480,700","-175,636","-3,214,092","3,216,218","22,972,108",81.15,3.54,23.23,4.37,"1,556.04",16.34,34.99,흑전,19.51,0.0,3.26,0.05,0.32,0.05,20.55,"4,147,531",61.85,100.0,22.43
4098,한미사이언스,기타금융,A008930,12,2013,Annual,"579,822,998","148,458,346","70,645,375","579,822,998","117,178,493","17,159,426",0,"220,395,816",0,0,"6,822,633","9,597,891","-234,788","-8,361,336","-57,762","42,705,379",70.55,2.96,41.74,4.19,"1,538.55",992.19,64.50,-23.10,19.45,0.0,2.39,0.55,1.68,0.41,3.10,"6,822,633",4.35,100.0,26.59
4099,한미사이언스,기타금융,A008930,12,2014,Annual,"742,795,234","271,126,731","114,958,162","742,795,234","213,447,035","70,000,000",0,"532,886,463",0,0,"9,293,294","21,862,380","5,245,498","-42,676,481","52,784,002","89,323,256",56.24,9.42,77.82,16.76,"1,493.37",141.79,36.21,127.78,28.11,0.0,5.29,1.29,2.15,0.81,1.74,"9,293,294",4.10,100.0,21.12
4100,한미사이언스,기타금융,A008930,12,2015,Annual,"932,024,384","430,392,673","92,576,292","932,024,384","211,395,294","40,000,000",0,"776,628,551",0,0,"147,069,052","177,449,858","46,927,262","54,874,839","-30,032,143","239,840,950",62.69,4.29,59.53,6.85,"2,006.44",45.74,"1,482.53",711.67,25.48,0.0,35.42,1.55,2.31,0.93,18.94,"147,069,052",22.85,100.0,5.62
4101,한미사이언스,기타금융,A008930,12,2016,Annual,"969,248,669","329,993,311","95,666,891","969,248,669","197,397,603","25,000,000",0,"665,284,666",0,0,"15,067,311","7,940,308","76,523,442","-23,662,490","-44,851,931","124,850,789",66.81,2.58,49.68,3.86,"2,160.37",-14.34,-89.75,-95.53,3.99,0.0,1.29,1.08,1.99,0.70,2.26,"15,067,311",1.19,100.0,11.79
4102,한미사이언스,기타금융,A008930,12,2017,Annual,"938,783,180","261,257,661","107,708,562","938,783,180","176,923,328","25,000,000",0,"652,324,368",0,0,"13,971,796","30,818,255","-33,681,817","-23,029,424","-6,109,508","106,134,791",70.85,2.66,41.14,3.76,"2,082.05",-1.95,-7.27,288.12,-3.14,0.0,4.70,0.99,2.19,0.68,2.14,"13,971,796",4.72,100.0,-2.51
4103,한미사이언스,기타금융,A008930,12,2018,Annual,"916,545,956","244,457,071","102,818,772","916,545,956","153,550,028","20,000,000",0,"707,995,356",0,0,"10,996,881","18,021,625","2,701,370","3,892,483","-18,192,076","100,589,568",71.26,2.18,40.34,3.06,"2,005.31",8.53,-21.29,-41.52,-2.37,0.0,2.73,1.07,2.64,0.76,1.55,"10,996,881",2.55,100.0,-4.94
4104,한샘,유통업,A009240,12,2010,Annual,"317,178,761","204,361,098","26,510,054","317,178,761","73,675,135","21,525,584",0,"623,897,472","1,185,734","6,020,867","35,687,358","29,326,156","33,177,399","-4,452,274","-17,026,573","63,213,420",55.96,6.79,78.70,12.13,806.27,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),73.69,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),5.72,"35,687,358",4.70,26.31,N/A(IFRS)
4105,한샘,유통업,A009240,12,2011,Annual,"394,729,625","215,207,944","35,346,409","394,729,625","96,446,253","22,653,987","4,390,572","712,843,528","1,506,307","10,923,140","48,739,305","39,311,800","76,856,397","-47,832,600","-8,913,433","63,897,676",51.28,6.89,95.00,13.43,926.50,14.26,36.57,34.05,24.45,70.85,20.69,3.75,4.29,2.00,6.84,"48,739,305",5.51,29.15,61.82
4106,한샘,유통업,A009240,12,2012,Annual,"376,768,030","182,244,187","24,914,062","376,768,030","68,708,761","22,702,315","3,938,469","783,239,874","1,815,627","14,077,103","47,248,623","39,471,512","22,157,657","-21,770,015","-23,649,518","69,822,369",57.03,7.11,75.35,12.46,"1,034.64",9.88,-3.06,0.41,-4.55,68.75,18.92,3.75,4.42,2.03,6.03,"47,248,623",5.04,31.25,1.33
4107,한샘,유통업,A009240,12,2013,Annual,"506,202,072","287,096,063","41,292,440","506,202,072","108,859,512","22,980,547","3,834,857","1,006,945,858","2,662,690","14,133,897","79,816,569","61,367,612","84,682,814","-85,735,881","-10,182,452","102,922,045",52.21,5.33,91.54,10.20,"1,242.36",28.56,68.93,55.47,34.35,69.63,25.62,4.20,4.99,2.28,7.93,"79,816,569",6.09,30.37,20.00
4108,한샘,유통업,A009240,12,2014,Annual,"544,027,391","260,088,441","42,579,322","544,027,391","63,265,160","15,118,507","3,734,089","1,325,043,301","2,882,661","22,747,226","110,404,163","86,692,477","49,929,651","-17,308,082","-21,400,354","106,820,719",62.14,3.47,60.93,5.58,"1,555.66",31.59,38.32,41.27,7.47,69.21,28.79,4.40,5.92,2.52,8.33,"110,404,163",6.54,30.79,37.51
4109,한샘,유통업,A009240,12,2015,Annual,"768,849,170","460,251,907","63,464,740","768,849,170","152,363,388","22,379,131",0,"1,710,544,310","4,667,496","18,435,503","146,732,992","114,715,975","204,032,616","-159,084,024","-12,736,714","119,246,858",56.60,2.91,76.67,5.14,"1,968.76",29.09,32.91,32.33,41.33,69.28,29.67,4.42,6.34,2.61,8.58,"146,732,992",6.71,30.72,14.02
4110,한샘,유통업,A009240,12,2016,Annual,"899,418,181","554,445,656","67,647,129","899,418,181","167,932,205","17,004,791","3,000,000","1,934,547,149","3,925,625","20,756,690","159,593,399","127,527,432","153,988,598","-53,357,553","-20,074,755","118,370,299",60.21,2.22,66.09,3.69,"2,420.63",13.10,8.76,11.17,16.98,69.05,26.11,3.96,5.59,2.32,8.25,"159,593,399",6.59,30.95,6.23
4111,한샘,유통업,A009240,12,2017,Annual,"975,706,063","414,050,868","73,097,402","975,706,063","152,116,497","107,672,246","43,000,000","2,062,514,512","7,238,723","30,619,403","140,545,316","95,937,543","66,217,226","-154,308,681","17,233,569","128,295,808",52.03,15.44,92.21,29.68,"2,699.95",6.61,-11.94,-24.77,8.48,70.99,18.29,3.93,4.99,2.20,6.81,"140,545,316",4.65,29.01,42.69
4112,한샘,유통업,A009240,12,2018,Annual,"940,149,892","439,783,525","66,672,817","940,149,892","143,688,686","20,858,907","40,000,000","1,928,463,279","7,651,232","23,043,150","56,033,229","89,957,037","63,738,444","50,117,875","-107,865,568","100,363,981",61.10,6.79,63.66,11.12,"2,984.07",-6.50,-60.13,-6.23,-3.64,73.46,16.63,3.56,4.63,2.01,2.91,"56,033,229",4.66,26.54,-17.42
4113,한섬,섬유의복,A020000,12,2010,Annual,"706,707,985","389,570,760","143,010,707","706,707,985","19,053,049","4,545,880","104,621","454,451,360",0,"6,984,301","86,002,205","74,322,828","79,099,981","13,107,640","-11,314,798","38,572,145",88.38,0.66,13.14,0.75,"4,658.79",N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),35.03,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),18.92,"86,002,205",16.35,64.97,N/A(IFRS)
4114,한섬,섬유의복,A020000,12,2011,Annual,"794,253,533","399,163,951","176,496,091","794,253,534","20,249,561","3,492,655","94,035","497,041,255",0,"7,313,704","98,398,917","87,368,022","57,395,955","-63,112,597","-8,610,137","46,931,835",88.66,0.45,12.79,0.51,"5,289.85",9.37,14.41,17.55,12.39,37.4,13.15,0.75,5.77,0.66,19.80,"98,398,917",17.58,62.6,47.81
4115,한섬,섬유의복,A020000,12,2012,Annual,"873,763,192","402,379,530","174,865,613","873,763,192","18,235,356","34,330,925",0,"496,351,481",0,"7,389,839","71,045,415","64,137,880","66,620,222","-114,992,444","21,370,440","43,933,374",86.91,3.93,15.06,4.52,"5,732.91",-0.14,-27.80,-26.59,10.01,42.47,8.76,0.68,4.86,0.60,14.31,"71,045,415",12.92,57.53,38.47
4116,한섬,섬유의복,A020000,12,2013,Annual,"1,002,393,310","358,842,530","214,809,151","1,002,393,310","19,665,515","114,927,949",0,"470,811,788",0,"7,731,035","50,354,120","40,824,265","31,765,405","-159,433,141","74,852,067","44,584,028",79.34,11.47,26.04,14.45,"6,049.73",-5.15,-29.12,-36.35,14.72,42.92,5.25,0.61,2.93,0.50,10.70,"50,354,120",8.67,57.08,72.25
4117,한섬,섬유의복,A020000,12,2014,Annual,"1,048,239,684","422,712,367","264,978,978","1,048,239,684","23,340,445","122,493,760",0,"510,020,574",0,"8,936,219","51,001,887","36,375,237","7,033,604","-28,118,779","1,906,380","49,271,077",78.67,11.69,27.11,14.85,"6,298.02",8.33,1.29,-10.90,4.57,41.92,4.49,0.63,2.37,0.50,10.00,"51,001,887",7.13,58.08,-0.33
4118,한섬,섬유의복,A020000,12,2015,Annual,"957,470,937","516,325,541","263,616,176","957,470,937","26,290,918","11,402,671",0,"616,755,898",0,"10,338,608","66,101,264","72,891,938","45,800,332","-38,884,518","-263,369","53,103,315",86.83,1.19,15.17,1.37,"6,831.17",20.93,29.61,100.39,-8.66,41.94,8.80,0.74,3.53,0.61,10.72,"66,101,264",11.82,58.06,-41.05
4119,한섬,섬유의복,A020000,12,2016,Annual,"1,038,024,262","569,006,652","283,335,569","1,038,024,262","25,683,549","38,431,043",0,"711,998,209",0,"7,816,070","72,028,391","56,475,911","18,001,231","-44,260,276","21,930,087","56,511,282",84.81,3.7,17.91,4.37,"7,228.86",15.44,8.97,-22.52,8.41,43.48,6.60,0.83,5.02,0.71,10.12,"72,028,391",7.93,56.52,8.71
4120,한섬,섬유의복,A020000,12,2017,Annual,"1,252,267,494","639,451,769","449,715,058","1,252,267,494","34,902,804","150,045,854",0,"1,228,675,786",0,"14,727,244","54,996,447","53,856,248","72,763,465","-168,686,224","97,089,627","120,030,726",73.90,11.98,35.31,16.21,"7,595.30",72.57,-23.65,-4.64,20.64,44.32,5.96,1.36,5.07,1.07,4.48,"54,996,447",4.38,55.68,25.45
4121,한섬,섬유의복,A020000,12,2018,Annual,"1,272,696,441","681,106,166","393,294,924","1,272,696,441","30,636,137","64,825,276",0,"1,299,209,402",0,"14,560,761","91,190,414","72,415,733","214,939,853","-89,120,499","-93,720,052","91,774,887",77.84,5.09,28.46,6.54,"8,125.18",5.74,65.81,34.46,1.63,42.52,7.56,1.36,4.27,1.03,7.02,"91,190,414",5.57,57.48,-10.54
4122,한성기업,음식료품,A003680,12,2010,Annual,"148,445,213","86,512,469","25,731,796","148,445,213","28,287,046","31,930,173","622,971","253,658,629",0,"899,982","12,599,780","5,221,091","24,734,807","-15,984,318","-11,474,096","21,422,607",38.72,30.97,158.29,79.99,113.77,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),80.85,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),4.97,"12,599,780",2.06,19.15,N/A(IFRS)
4123,한성기업,음식료품,A003680,12,2011,Annual,"173,633,122","92,274,866","28,162,898","173,633,122","26,488,822","34,710,145","20,490,000","268,381,814",0,"998,105","9,400,965","7,905,577","-1,499,531","-2,553,281","1,326,173","29,464,551",37.01,34.84,170.18,94.13,135.07,5.80,-25.39,51.42,16.97,81.94,12.99,4.41,2.68,1.67,3.50,"9,400,965",2.95,18.06,33.61
4124,한성기업,음식료품,A003680,12,2012,Annual,"179,025,738","91,185,479","35,308,385","179,025,738","26,023,092","32,891,291","11,460,000","273,041,271",0,"1,292,226","6,415,161","4,012,604","1,473,486","-3,697,624","2,848,862","24,085,481",36.78,37.67,171.87,102.40,142.17,1.74,-31.76,-49.24,3.11,82.13,6.17,4.20,2.45,1.55,2.35,"6,415,161",1.47,17.87,10.52
4125,한성기업,음식료품,A003680,12,2013,Annual,"209,621,483","96,239,198","34,475,143","209,621,483","30,470,818","41,810,088","47,414,987","283,729,216",0,"1,272,859","3,431,902","2,405,214","-2,947,109","-17,070,379","19,964,416","26,630,942",32.59,43.26,206.89,132.76,151.07,3.91,-46.50,-40.06,17.09,83.07,3.59,4.23,2.23,1.46,1.21,"3,431,902",0.85,16.93,23.20
4126,한성기업,음식료품,A003680,12,2014,Annual,"213,604,546","93,822,024","31,761,442","213,604,546","34,041,950","56,097,496","23,037,181","287,168,218",0,"1,175,354","1,394,309","-12,248,668","-2,349,760","-9,123,514","11,559,431","28,077,218",25.55,49.79,291.34,194.85,101.83,1.21,-59.37,적전,1.90,83.29,-19.93,4.67,1.91,1.36,0.49,"1,394,309",-4.27,16.71,4.65
4127,한성기업,음식료품,A003680,12,2015,Annual,"214,603,274","109,664,951","31,699,343","214,603,274","30,096,773","90,715,547","18,257,095","291,547,287",0,"1,669,521","4,728,949","2,406,932","-13,478,943","-977,516","14,105,993","45,134,391",24.89,52.08,301.71,209.21,109.68,1.52,239.16,흑전,0.47,83.21,4.46,5.40,1.82,1.36,1.62,"4,728,949",0.83,16.79,-18.45
4128,한성기업,음식료품,A003680,12,2016,Annual,"230,855,837","128,380,898","22,575,877","230,855,837","41,216,311","89,433,504","14,227,029","320,682,777",0,"1,650,463","7,864,747","-48,305","-2,690,451","3,811,888","-1,832,202","58,521,665",22.98,49.92,335.18,217.24,108.31,9.99,66.31,적전,7.57,83.24,-0.09,6.02,1.89,1.44,2.45,"7,864,747",-0.02,16.76,-1.81
4129,한성기업,음식료품,A003680,12,2017,Annual,"215,309,216","122,991,085","17,825,889","215,309,216","41,660,461","72,563,828","11,830,417","322,797,363",0,"1,373,756","6,712,857","2,593,301","9,773,624","11,381,051","-20,517,649","52,555,804",26.07,45.45,283.55,174.34,119.58,0.66,-14.65,흑전,-6.73,83.06,4.75,5.91,1.92,1.45,2.08,"6,712,857",0.80,16.94,-3.47
4130,한성기업,음식료품,A003680,12,2018,Annual,"222,227,643","116,091,350","23,353,464","222,227,643","41,752,219","85,247,765","12,834,162","286,868,465",0,"673,394","767,438","-2,632,954","-3,949,279","-1,645,780","6,698,592","46,432,395",24.30,48.41,311.51,199.20,95.52,-11.13,-88.57,적전,3.21,85.46,-4.78,5.21,1.75,1.31,0.27,"767,438",-0.92,14.54,-0.35
4131,한세실업,섬유의복,A105630,12,2010,Annual,"413,064,781","302,299,859","117,972,422","413,064,781","28,408,638","198,858,215",0,"867,290,543",0,"484,663","40,070,043","32,101,145","13,742,459","-37,531,752","25,447,513","87,457,816",35.36,49.15,182.81,139.01,873.72,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),82.88,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),4.62,"40,070,043",3.70,17.12,N/A(IFRS)
4132,한세실업,섬유의복,A105630,12,2011,Annual,"513,994,136","382,341,384","142,350,540","513,994,136","43,672,013","207,025,391","6,530,000","995,211,168",0,"582,580","73,027,818","49,639,557","113,639,623","-89,318,117","-23,013,143","51,704,657",36.71,42.88,172.43,116.81,842.96,14.75,82.25,54.63,24.43,80.68,29.66,5.95,3.36,2.15,7.34,"73,027,818",4.99,19.32,66.15
4133,한세실업,섬유의복,A105630,12,2012,Annual,"585,712,033","397,799,286","144,842,582","585,712,033","43,379,309","222,218,806","21,595,213","1,129,564,400",0,"1,086,971","63,081,651","52,602,175","40,780,325","-73,251,809","26,529,689","69,659,447",40.01,41.73,149.92,104.29,"1,071.27",13.50,-13.62,5.97,13.95,80.22,24.87,5.34,3.34,2.05,5.58,"63,081,651",4.66,19.78,13.23
4134,한세실업,섬유의복,A105630,12,2013,Annual,"682,383,723","449,558,383","163,174,776","682,383,723","42,396,802","248,212,780","41,735,331","1,238,695,256",0,"1,341,922","60,177,644","42,438,718","27,081,874","-59,509,427","44,867,031","76,069,406",39.87,42.87,150.79,107.52,"1,260.42",9.66,-4.60,-19.32,16.50,81.57,16.76,4.89,3.25,1.95,4.86,"60,177,644",3.43,18.43,22.54
4135,한세실업,섬유의복,A105630,12,2014,Annual,"783,233,695","436,361,665","153,370,714","783,233,695","40,782,841","266,174,066","56,281,061","1,313,177,834",0,"1,936,508","93,144,949","61,612,549","96,409,584","-82,825,516","13,126,711","78,412,452",42.25,41.21,136.71,97.54,"1,554.62",6.01,54.78,45.18,14.78,79.41,20.44,4.36,3.04,1.79,7.09,"93,144,949",4.69,20.59,20.80
4136,한세실업,섬유의복,A105630,12,2015,Annual,"992,172,304","572,892,283","170,996,886","992,172,304","47,248,323","361,864,808","47,496,338","1,586,508,100",0,"1,711,570","142,358,971","103,551,682","14,481,797","-55,223,978","123,695,175","148,753,620",42.90,42.67,133.12,99.48,"2,028.02",20.81,52.84,68.07,26.68,77.27,27.38,4.19,3.11,1.79,8.97,"142,358,971",6.53,22.73,-5.93
4137,한세실업,섬유의복,A105630,12,2016,Annual,"1,270,684,015","757,001,947","258,400,651","1,270,684,015","58,982,503","412,976,836","98,002,985","1,547,654,905",0,0,"81,611,765","45,983,927","56,920,457","-50,291,559","42,130,059","187,977,711",44.36,41.3,125.45,93.12,"2,199.74",-2.45,-42.67,-55.59,28.07,80.59,9.30,3.13,2.43,1.37,5.27,"81,611,765",2.97,19.41,75.99
4138,한세실업,섬유의복,A105630,12,2017,Annual,"1,196,058,481","818,370,389","241,332,886","1,196,058,481","50,743,996","356,502,183","89,829,163","1,711,333,452",0,0,"56,540,825","46,097,331","71,769,811","-129,468,225","-67,100,153","177,102,912",47.96,38.49,108.53,80.26,"2,366.55",10.58,-30.72,0.25,-5.87,77.19,8.11,3.01,2.57,1.39,3.30,"56,540,825",2.69,22.81,-8.68
4139,한세실업,섬유의복,A105630,12,2018,Annual,"1,170,729,345","825,853,582","295,097,421","1,170,729,345","50,161,745","391,387,885","39,770,890","1,712,686,107",0,0,"38,629,017","-49,802,361","-21,358,559","-25,091,978","19,798,587","195,223,725",42.08,42.95,137.64,102.06,"2,049.40",0.08,-31.68,적전,-2.12,77.42,-9.34,3.21,2.63,1.45,2.26,"38,629,017",-2.91,22.58,5.46
4140,한세예스24홀딩스,섬유의복,A016450,12,2010,Annual,"583,965,061","357,629,331","141,939,080","583,965,061","57,150,690","205,208,215",0,"1,202,243,454",0,"4,483,095","43,878,167","35,287,881","15,297,339","-40,125,073","24,527,218","98,004,808",41.39,35.86,141.63,86.64,711.95,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),81.61,N/A(IFRS),N/A(IFRS),N/A(IFRS),N/A(IFRS),3.65,"43,878,167",2.94,18.39,N/A(IFRS)
