,종목명,회계년,유동자산(천원),총자산(천원),부채비율(%),차입금의존도(%),자기자본비율(%),재고자산(천원),매출채권(천원),매입채무(천원),단기차입금(천원)
43,DB하이텍,2022,1327330066.0,2142165862.0,31.04,6.58,76.31,79031920.0,122007611.0,48542143.0,26652892.0
44,DB하이텍,2023,1027982955.0,2043378694.0,17.43,5.63,85.16,81645552.0,109613110.0,50101344.0,13123799.0
45,DRB동일,2019,319781106.0,745278927.0,61.48,23.34,61.93,84028773.0,108023643.0,32607533.0,115569716.0
46,DRB동일,2020,360352120.0,776434763.0,67.47,27.36,59.71,78607515.0,91500033.0,35462005.0,146729121.0
47,DRB동일,2021,384837853.0,831956562.0,74.94,29.92,57.16,110920541.0,128277650.0,40808181.0,192711014.0
48,DRB동일,2022,475692074.0,945238495.0,97.02,34.87,50.76,142723632.0,146658474.0,54832748.0,261081289.0
49,DRB동일,2023,508096734.0,963651592.0,93.46,30.7,51.69,123096765.0,162349978.0,61681513.0,235490377.0
50,DSR제강,2019,84455209.0,201633524.0,42.14,16.82,70.35,35894043.0,42087618.0,11089660.0,29493967.0
51,DSR제강,2020,86633729.0,206252816.0,41.02,16.28,70.91,33293213.0,41295754.0,10289540.0,31229178.0
52,DSR제강,2021,122540527.0,241710739.0,57.12,22.82,63.64,50813923.0,53145321.0,13469753.0,54890114.0
53,DSR제강,2022,127187046.0,259398157.0,41.67,16.85,70.58,46821544.0,60296615.0,9644414.0,42567752.0
54,DSR제강,2023,111012055.0,262988107.0,34.73,9.71,74.22,38040687.0,49765093.0,12957670.0,24624123.0
55,E1,2019,1412056939.0,3594979133.0,198.76,44.3,33.47,459946043.0,539387425.0,383304156.0,189749644.0
56,E1,2020,1358137166.0,3731448422.0,200.09,46.55,33.32,418597248.0,505644552.0,366274788.0,276666785.0
57,E1,2021,1629020624.0,3999326311.0,191.20,44.32,34.34,466148349.0,616352618.0,409018723.0,283308617.0
58,E1,2022,1930286689.0,4339655186.0,187.33,42.23,34.80,550041846.0,811215101.0,475048611.0,593938668.0
59,E1,2023,1953815462.0,4597407646.0,170.73,43.45,36.94,614972740.0,708116231.0,411743973.0,472923990.0
60,GKL,2019,457057708.0,909430532.0,55.41,10.81,64.34,2490486.0,13308515.0,0.0,0.0
61,GKL,2020,347246892.0,708445969.0,45.65,13.69,68.66,3653283.0,7628723.0,0.0,11900312.0
62,GKL,2021,236965183.0,531306108.0,38.52,10.96,72.19,3040430.0,6788033.0,0.0,0.0
63,GKL,2022,262720452.0,609513167.0,59.37,13.69,62.75,2943795.0,11529410.0,0.0,0.0
64,GKL,2023,344824809.0,639368284.0,55.26,12.01,64.41,2050472.0,9950807.0,0.0,0.0
65,GS,2019,3117465000.0,24734086000.0,124.53,42.86,44.54,461987000.0,951408000.0,662238000.0,900493000.0
66,GS,2020,3436836000.0,24476843000.0,127.55,43.62,43.95,377082000.0,822208000.0,587672000.0,563750000.0
67,GS,2021,5388853000.0,31191287000.0,119.61,39.68,45.53,629020000.0,1543710000.0,861819000.0,725042000.0
68,GS,2022,5978612000.0,33922242000.0,105.74,35.98,48.60,712544000.0,1884465000.0,1110691000.0,866330000.0
69,GS,2023,5982341000.0,34448425000.0,95.45,33.51,51.16,686610000.0,1793123000.0,1201708000.0,666567000.0
70,GS건설,2019,7328856815.0,13171205734.0,217.91,25.05,31.46,875113716.0,1898230000.0,1394221598.0,450893000.0
71,GS건설,2020,7251909747.0,13770677889.0,219.35,27.65,31.31,1430061358.0,1435888769.0,1124774429.0,391697000.0
72,GS건설,2021,8195112430.0,15183727265.0,211.61,25.57,32.09,1477099763.0,1812912944.0,1226805393.0,269308000.0
73,GS건설,2022,9411595105.0,16946616697.0,216.39,28.73,31.61,1499922465.0,2467854000.0,1682406686.0,879143000.0
74,GS건설,2023,9482031400.0,17707298538.0,262.47,32.19,27.59,1338666209.0,2731318000.0,1606265622.0,1286213000.0
75,GS글로벌,2019,720951579.0,1205244855.0,217.23,42.97,31.52,164876055.0,369053786.0,209525495.0,239599614.0
76,GS글로벌,2020,560816379.0,956821701.0,219.99,45.26,31.25,90630557.0,322962384.0,119726105.0,176774353.0
77,GS글로벌,2021,1038726912.0,1442681821.0,321.20,52.05,23.74,296513060.0,580068555.0,237002496.0,485966792.0
78,GS글로벌,2022,1006878372.0,1419412958.0,248.99,45.2,28.65,242312102.0,514968627.0,236397611.0,393659660.0
79,GS글로벌,2023,967517158.0,1401098380.0,212.75,35.76,31.97,213129592.0,437144566.0,258418006.0,180771925.0
80,JW중외제약,2019,335057455.0,573207865.0,149.12,32.72,40.14,90442489.0,177111280.0,45087219.0,117731703.0
81,JW중외제약,2020,299328713.0,549085029.0,164.66,33.19,37.78,101197789.0,122833091.0,47885391.0,70000000.0
82,JW중외제약,2021,366451501.0,633053136.0,235.77,38.72,29.78,102527604.0,151779742.0,51642851.0,81822817.0
83,JW중외제약,2022,425457064.0,627972755.0,178.16,33.37,35.95,111668427.0,147522570.0,82907880.0,46000000.0
84,JW중외제약,2023,378091350.0,645038796.0,143.01,26.4,41.15,106091354.0,159377671.0,73847213.0,72967854.0
85,JW홀딩스,2019,574132316.0,1226595425.0,265.83,48.6,27.34,156394809.0,275087107.0,47537875.0,274019024.0
86,JW홀딩스,2020,461252706.0,1113573849.0,243.32,47.61,29.13,150696408.0,204512283.0,50768836.0,207392545.0
87,JW홀딩스,2021,444986960.0,1065779475.0,249.64,45.77,28.60,146471457.0,175155312.0,48968035.0,229303784.0
88,JW홀딩스,2022,509210359.0,1157579707.0,247.35,47.69,28.79,150683354.0,173126805.0,65603121.0,181713523.0
89,JW홀딩스,2023,495176779.0,1176266428.0,237.28,47.15,29.65,147589523.0,179352356.0,56980736.0,291190714.0
90,KC그린홀딩스,2019,438092461.0,816143779.0,177.26,17.45,36.07,43722633.0,117355079.0,104954803.0,46079450.0
91,KC그린홀딩스,2020,363513114.0,776133685.0,237.38,28.2,29.64,37239284.0,108567466.0,77662884.0,99255374.0
92,KC그린홀딩스,2021,498889365.0,906605618.0,248.74,24.02,28.67,37838733.0,113985189.0,113486449.0,80265323.0
93,KC그린홀딩스,2022,397856971.0,792860678.0,207.32,27.98,32.54,45610664.0,112866778.0,93223271.0,105719852.0
94,KC그린홀딩스,2023,619169335.0,916578396.0,326.02,32.03,23.47,39088573.0,153812797.0,124207489.0,120964754.0
95,KEC,2019,145518354.0,334212514.0,56.20,20.47,64.02,46778920.0,58317788.0,11689694.0,52685610.0
96,KEC,2020,181670910.0,368345953.0,118.25,27.14,45.82,40102808.0,56361695.0,15043924.0,54769390.0
97,KEC,2021,200544236.0,400589167.0,43.50,14.92,69.68,53065301.0,55928647.0,18291261.0,49931458.0
98,KEC,2022,165155822.0,401136513.0,31.67,11.96,75.95,98296589.0,28955673.0,15202224.0,43846229.0
99,KEC,2023,220290924.0,447745861.0,25.52,9.83,79.67,78913825.0,28361621.0,10716180.0,40570080.0
100,주성코퍼레이션,2019,15119474.0,27113647.0,완전잠식,58.74,완전잠식,3504771.0,3565807.0,5745987.0,888570.0
101,주성코퍼레이션,2020,18355343.0,32146507.0,327.31,36.18,23.40,6535388.0,6394165.0,8815374.0,7827000.0
102,주성코퍼레이션,2021,21889883.0,33044553.0,243.87,27.0,29.08,5994985.0,5904824.0,10608013.0,3641500.0
103,주성코퍼레이션,2022,25964085.0,32951332.0,122.75,25.52,44.89,4215034.0,4939303.0,7080648.0,3789053.0
104,주성코퍼레이션,2023,27488558.0,34134612.0,53.33,22.33,65.22,1675632.0,2104806.0,1655725.0,3641481.0
105,KG케미칼,2019,1441671875.0,4151542217.0,207.16,43.34,32.56,367080969.0,366363395.0,260292684.0,585671321.0
106,KG케미칼,2020,1321843705.0,4323538345.0,186.77,39.3,34.87,372386114.0,354936639.0,254295786.0,433027003.0
107,KG케미칼,2021,1885532045.0,4884892280.0,173.28,38.5,36.59,727830764.0,462135277.0,288073022.0,645873676.0
108,KG케미칼,2022,2561024590.0,7076647393.0,113.46,22.31,46.85,826093739.0,601708984.0,418818328.0,551370662.0
109,KG케미칼,2023,3213520187.0,7818145771.0,115.00,22.55,46.51,1145641851.0,685614070.0,572312685.0,528923548.0
110,KISCO홀딩스,2019,1094786824.0,1557313864.0,17.31,1.63,85.25,130211194.0,186095559.0,95257409.0,17972189.0
111,KISCO홀딩스,2020,1136285642.0,1564589807.0,17.21,0.85,85.31,103062076.0,161100488.0,70757728.0,8994883.0
112,KISCO홀딩스,2021,1258447519.0,1688093089.0,18.82,0.67,84.16,153002559.0,204706168.0,132507536.0,9071935.0
113,KISCO홀딩스,2022,1302395916.0,1745832248.0,16.09,0.75,86.14,147755455.0,204879043.0,54276531.0,12476935.0
114,KISCO홀딩스,2023,1376387642.0,1802517205.0,12.73,0.73,88.71,161459312.0,180201724.0,51086253.0,12729035.0
115,그린케미칼,2019,81457098.0,186816236.0,72.19,22.33,58.08,23893303.0,32098695.0,21259840.0,39714584.0
116,그린케미칼,2020,82106690.0,176839793.0,56.17,14.89,64.03,18686198.0,33531520.0,19806794.0,24227993.0
117,그린케미칼,2021,103451540.0,211689251.0,71.56,18.68,58.29,35213613.0,43195240.0,25642402.0,38017386.0
118,그린케미칼,2022,93549310.0,196645335.0,60.56,18.58,62.28,42728348.0,33312554.0,21350503.0,35590764.0
119,그린케미칼,2023,82164431.0,201377924.0,67.30,23.7,59.77,32097661.0,35608037.0,20681176.0,46443473.0
120,KPX케미칼,2019,274727956.0,537885808.0,11.52,1.74,89.67,77471024.0,117014651.0,21927685.0,5578880.0
121,KPX케미칼,2020,354231304.0,637003840.0,19.37,2.03,83.77,65606731.0,125144429.0,53484607.0,9394576.0
122,KPX케미칼,2021,453336989.0,777143204.0,34.44,11.74,74.38,115549543.0,150607857.0,69664072.0,87199453.0
123,KPX케미칼,2022,396993531.0,776778117.0,30.51,9.25,76.62,112198400.0,138221770.0,68875965.0,59500000.0
124,KPX케미칼,2023,431457308.0,822466229.0,27.20,8.66,78.61,112052184.0,135586553.0,65964628.0,59944029.0
125,KPX홀딩스,2019,496811087.0,1448992400.0,22.66,8.29,81.53,93083112.0,152597868.0,48421636.0,92409412.0
126,KPX홀딩스,2020,652676005.0,1698659221.0,27.08,8.07,78.69,78697231.0,157162422.0,71547077.0,96014735.0
127,KPX홀딩스,2021,775560557.0,1814858039.0,32.53,12.09,75.46,128314934.0,182229949.0,85853111.0,172688178.0
128,KPX홀딩스,2022,812718002.0,1819893803.0,32.75,11.68,75.33,127745528.0,169773324.0,97810763.0,160738879.0
129,KPX홀딩스,2023,850600645.0,1928646650.0,31.83,11.7,75.86,126229853.0,183827707.0,106475608.0,163591066.0
130,KR모터스,2019,52699087.0,144081160.0,309.21,49.57,24.44,15428655.0,11472617.0,17351825.0,52814784.0
131,KR모터스,2020,60970593.0,155873461.0,212.72,26.63,31.98,16036136.0,12261713.0,28352153.0,4008337.0
132,KR모터스,2021,69662862.0,168436811.0,235.36,27.25,29.82,26271894.0,15567938.0,38019286.0,8515333.0
133,KR모터스,2022,60741213.0,149185246.0,272.74,36.0,26.83,25433120.0,12980455.0,32030373.0,13372176.0
134,KR모터스,2023,48971233.0,138570417.0,518.49,51.04,16.17,23204503.0,5748536.0,27415308.0,24469774.0
135,KSS해운,2019,64221648.0,957238169.0,240.65,66.38,29.36,10607512.0,9725317.0,8894221.0,55576290.0
136,KSS해운,2020,72496164.0,1069527678.0,297.81,71.26,25.14,10608601.0,6076204.0,5790848.0,70048400.0
137,KSS해운,2021,68132507.0,1446228923.0,321.86,72.83,23.70,17819931.0,8270247.0,13817125.0,73404780.0
138,KSS해운,2022,82531564.0,1659172643.0,308.38,71.25,24.49,18737481.0,18185902.0,19052498.0,87683692.0
139,KSS해운,2023,133698807.0,1656034880.0,293.84,69.88,25.39,19158781.0,21100097.0,17061946.0,65837529.0
140,LF,2019,961976492.0,2417125014.0,73.70,29.0,57.57,372749342.0,124256669.0,67110924.0,234488130.0
141,LF,2020,1082925012.0,2479439884.0,75.30,31.5,57.05,304764061.0,102707833.0,52371715.0,291791315.0
142,LF,2021,1164416322.0,2541137895.0,69.59,25.19,58.96,313867367.0,118732000.0,74003874.0,234807203.0
143,LF,2022,1205562532.0,2584040376.0,55.96,19.99,64.12,445053612.0,127638314.0,97234643.0,130709327.0
144,LF,2023,1110887691.0,2755627762.0,60.81,24.17,62.18,444171718.0,138874534.0,74540427.0,232491555.0
145,LG,2019,3939057000.0,22434630000.0,17.95,5.19,84.78,62402000.0,1450939000.0,836117000.0,56129000.0
146,LG,2020,5895921000.0,24282268000.0,16.40,5.25,85.91,41682000.0,1313668000.0,797369000.0,49665000.0
147,LG,2021,5547934000.0,25669796000.0,17.00,3.2,85.47,54019000.0,1133381000.0,659653000.0,41453000.0
148,LG,2022,5083392000.0,29633677000.0,12.96,2.9,88.53,58204000.0,1413798000.0,753442000.0,289303000.0
149,LG,2023,5199470000.0,30253085000.0,11.98,1.98,89.30,70181000.0,1564483000.0,772816000.0,2565000.0
150,LG디스플레이,2019,10248315000.0,35574563000.0,184.86,38.14,35.10,2051155000.0,3154080000.0,2618261000.0,696793000.0
151,LG디스플레이,2020,11099470000.0,35066012000.0,175.43,40.36,36.31,2170656000.0,3517512000.0,3779290000.0,394906000.0
152,LG디스플레이,2021,13187067000.0,38154515000.0,158.46,33.41,38.69,3350375000.0,4574789000.0,4814055000.0,613733000.0
153,LG디스플레이,2022,9444035000.0,35686019000.0,215.27,42.21,31.72,2872918000.0,2358914000.0,4061684000.0,2578552000.0
154,LG디스플레이,2023,9503186000.0,35759298000.0,307.72,46.43,24.53,2527728000.0,3218093000.0,4175064000.0,1875635000.0
155,LG생활건강,2019,2163074841.0,6493669663.0,53.26,10.8,65.25,746323199.0,611044865.0,290674360.0,287644128.0
156,LG생활건강,2020,1982768918.0,6801415784.0,40.26,6.89,71.30,808965988.0,585564696.0,251186197.0,186412986.0
157,LG생활건강,2021,2472884296.0,7555239418.0,37.42,6.91,72.77,1000655942.0,554857051.0,270571520.0,256676146.0
158,LG생활건강,2022,2284388638.0,7302929652.0,33.54,6.06,74.89,955432615.0,550861506.0,213187479.0,215544469.0
159,LG생활건강,2023,2429583604.0,7220285812.0,30.12,4.8,76.85,884515142.0,529076344.0,253398302.0,138182510.0
160,LG유플러스,2019,4805494000.0,17941050000.0,144.11,32.17,40.97,436724000.0,1765630000.0,421487000.0,5000000.0
161,LG유플러스,2020,4950900000.0,18350190000.0,139.83,37.33,41.70,284077000.0,1855722000.0,73752000.0,50000000.0
162,LG유플러스,2021,5164421000.0,19370515000.0,143.39,36.45,41.09,241363000.0,1763278000.0,333556000.0,0.0
163,LG유플러스,2022,5043422000.0,19774800000.0,134.03,35.6,42.73,226157000.0,1734478000.0,160632000.0,0.0
164,LG유플러스,2023,4964158000.0,20100605000.0,129.54,36.7,43.56,354433000.0,1743706000.0,126440000.0,130000000.0
165,LG이노텍,2019,2530944170.0,5770780510.0,161.76,33.43,38.20,488148655.0,1109236522.0,718064272.0,30409959.0
166,LG이노텍,2020,3161799525.0,6038600272.0,148.74,28.77,40.20,859393513.0,1114217058.0,1001586395.0,1213528.0
167,LG이노텍,2021,4113364038.0,7741352841.0,133.58,19.42,42.81,1392013529.0,1895348989.0,1565885273.0,1326387.0
168,LG이노텍,2022,4713796331.0,9793617826.0,129.58,20.69,43.56,1978792006.0,1792871361.0,1992345933.0,207626593.0
169,LG이노텍,2023,5349008426.0,11204305524.0,137.65,24.63,42.08,1572002033.0,2250890833.0,2493726421.0,38681997.0
170,LG전자,2019,19753485000.0,44859875000.0,173.12,25.1,36.61,5863418000.0,6360288000.0,6820644000.0,271541000.0
171,LG전자,2020,23239420000.0,48204227000.0,174.79,22.37,36.39,7447157000.0,7154932000.0,8728159000.0,196774000.0
172,LG전자,2021,27487763000.0,53481478000.0,166.10,20.36,37.58,9754018000.0,8166459000.0,8741937000.0,330086000.0
173,LG전자,2022,27488228000.0,55156141000.0,145.23,22.01,40.78,9388808000.0,8216512000.0,8212419000.0,885911000.0
174,LG전자,2023,30341209000.0,60240793000.0,156.36,24.09,39.01,9125404000.0,9265022000.0,9427288000.0,707605000.0
175,LX하우시스,2019,1022430000.0,2565579000.0,180.09,44.55,35.70,291161000.0,511719000.0,158854000.0,220551000.0
176,LX하우시스,2020,1072702000.0,2385372000.0,184.92,39.76,35.10,247005000.0,405403000.0,215387000.0,247600000.0
177,LX하우시스,2021,1148724000.0,2547391000.0,195.04,38.36,33.89,357559000.0,469797000.0,278901000.0,244178000.0
178,LX하우시스,2022,1078800000.0,2483729000.0,218.45,44.92,31.40,374560000.0,466612000.0,226856000.0,323324000.0
179,LX하우시스,2023,1105282000.0,2384792000.0,186.30,37.33,34.93,336486000.0,459323000.0,271936000.0,242273000.0
180,LG화학,2019,11869724000.0,34024426000.0,95.73,24.73,51.09,5033721000.0,3738224000.0,2379711000.0,771102000.0
181,LG화학,2020,16319700000.0,41388894000.0,120.27,24.61,45.40,5349688000.0,5298365000.0,3458526000.0,879757000.0
182,LG화학,2021,20413820000.0,51135302000.0,120.32,28.88,45.39,8283474000.0,6386979000.0,3742132000.0,1688383000.0
183,LG화학,2022,29674369000.0,67973823000.0,81.35,23.49,55.14,11880631000.0,7450395000.0,4756246000.0,1402367000.0
184,LG화학,2023,28859296000.0,77466694000.0,89.23,28.31,52.85,9375327000.0,8082952000.0,4117913000.0,1875362000.0
185,LS,2019,6016433000.0,10763512000.0,151.99,39.03,39.68,1512174000.0,2425503000.0,1127248000.0,1086392000.0
186,LS,2020,6692220000.0,11660540000.0,162.12,37.38,38.15,1655435000.0,2346605000.0,1306132000.0,1244974000.0
187,LS,2021,7485506000.0,12625931000.0,168.05,38.9,37.31,2223241000.0,2839896000.0,1446951000.0,1537208000.0
188,LS,2022,11461292000.0,17257356000.0,192.80,41.84,34.15,4661997000.0,3355933000.0,1771530000.0,3597977000.0
189,LS,2023,11617591000.0,18245954000.0,170.29,41.77,37.00,4828161000.0,3292227000.0,1471481000.0,4004057000.0
190,LS네트웍스,2019,267728910.0,1173590680.0,126.00,44.68,44.25,137582273.0,51499560.0,18492535.0,38813956.0
191,LS네트웍스,2020,277925725.0,1228401794.0,149.06,45.77,40.15,114736141.0,24843451.0,17055631.0,84935440.0
192,LS네트웍스,2021,280148930.0,1309373198.0,136.51,40.34,42.28,97981595.0,30986779.0,17208768.0,12832883.0
193,LS네트웍스,2022,282285965.0,1300442455.0,135.64,39.98,42.44,105903071.0,25464628.0,21741689.0,22547380.0
194,LS네트웍스,2023,285499588.0,1309219122.0,132.13,38.79,43.08,107945961.0,29646797.0,23933553.0,16291014.0
195,MH에탄올,2019,32814839.0,451474451.0,468.69,53.23,17.58,8173323.0,9499084.0,528575.0,46242628.0
196,MH에탄올,2020,37728511.0,449679366.0,459.13,53.26,17.89,8357467.0,9609406.0,496354.0,44520549.0
197,MH에탄올,2021,52073620.0,451460752.0,432.99,52.34,18.76,9185766.0,9911269.0,541838.0,45807596.0
198,MH에탄올,2022,52735465.0,447440404.0,369.03,51.4,21.32,8772681.0,11660413.0,631879.0,73992274.0
199,MH에탄올,2023,59884864.0,445231563.0,349.41,50.51,22.25,10964395.0,12139034.0,497205.0,72818840.0
200,NAVER,2019,5643714460.0,12299527121.0,89.11,16.96,52.88,55114732.0,0.0,0.0,509561603.0
201,NAVER,2020,10544659200.0,17014238664.0,106.10,5.13,48.52,4344942.0,0.0,0.0,481207513.0
202,NAVER,2021,5527878426.0,33691006757.0,40.22,11.76,71.32,6139905.0,0.0,0.0,461321818.0
203,NAVER,2022,6439570711.0,33899042889.0,44.56,12.38,69.18,8651839.0,529577096.0,0.0,261430486.0
204,NAVER,2023,7028076458.0,35737826964.0,47.45,11.69,67.82,14811320.0,491389325.0,0.0,333041315.0
205,NICE,2019,1501510395.0,2564827369.0,109.61,20.92,47.71,81845667.0,202264847.0,67421827.0,345366143.0
206,NICE,2020,1545261329.0,2730355253.0,118.50,22.86,45.77,88293376.0,235721065.0,83186890.0,411182854.0
207,NICE,2021,1697126345.0,3083783180.0,133.54,25.39,42.82,138831660.0,310345589.0,129657978.0,494242265.0
208,NICE,2022,1846042760.0,3378563521.0,155.90,27.96,39.08,194941665.0,255244035.0,101161194.0,635205408.0
209,NICE,2023,1985262707.0,3484123286.0,164.45,26.49,37.82,150503437.0,282100602.0,118397121.0,655917990.0
210,NI스틸,2019,51369243.0,258675167.0,133.28,46.91,42.87,22212076.0,26719820.0,8321802.0,82144386.0
211,NI스틸,2020,57442411.0,287376146.0,136.64,42.69,42.26,21854798.0,34830532.0,19065225.0,101138096.0
212,NI스틸,2021,90159242.0,341056807.0,140.43,42.37,41.59,40215958.0,37758385.0,24363859.0,106441466.0
213,NI스틸,2022,117828394.0,397444643.0,111.19,36.42,47.35,45447687.0,57966364.0,19143604.0,107891745.0
214,NI스틸,2023,159229890.0,447987063.0,91.29,33.29,52.28,48667762.0,44950521.0,21716253.0,113542252.0
215,SNT에너지,2019,204986584.0,333897235.0,36.31,0.25,73.36,10208805.0,83894725.0,23420417.0,0.0
216,SNT에너지,2020,203747270.0,335351657.0,42.24,0.21,70.31,6105733.0,62530041.0,32211404.0,0.0
217,SNT에너지,2021,199665054.0,332143488.0,35.65,0.46,73.72,2660700.0,57033545.0,23742454.0,0.0
218,SNT에너지,2022,253392257.0,429772702.0,65.85,12.31,60.30,11338101.0,32795575.0,38504006.0,0.0
219,SNT에너지,2023,250689496.0,423163460.0,53.31,5.76,65.23,3701260.0,35416330.0,53124038.0,0.0
220,SNT모티브,2019,625855314.0,1038905998.0,41.16,0.03,70.84,130080224.0,187095661.0,144085999.0,0.0
221,SNT모티브,2020,643925147.0,1092927846.0,43.67,0.08,69.60,122620715.0,181690138.0,178314298.0,0.0
222,SNT모티브,2021,666284030.0,1149796359.0,34.07,0.05,74.59,140024136.0,170102628.0,132875836.0,0.0
223,SNT모티브,2022,754907952.0,1225486690.0,39.41,0.02,71.73,168732408.0,213500646.0,179767650.0,0.0
224,SNT모티브,2023,799291404.0,1211181269.0,28.39,0.01,77.88,164498214.0,178246237.0,132335503.0,0.0
225,SNT다이내믹스,2019,411352646.0,841373802.0,36.34,0.02,73.34,87953988.0,56855370.0,36001737.0,0.0
226,SNT다이내믹스,2020,384117894.0,833364508.0,39.49,0.02,71.69,87758979.0,43484898.0,36763448.0,0.0
