종목코드,종목명,결산월,회계연도,주기,총자산(천원),유동자산(천원),매출채권(천원),재고자산(천원),유형자산(천원),부채및자본총계(천원),총부채(천원),유동부채(천원),매입채무(천원),단기차입금(천원),장기차입금(천원),총자본(천원),매출액(천원),매출원가(천원),영업이익(천원),연구개발비(천원),광고선전비(천원),당기순이익(천원),영업활동으로인한현금흐름(천원),투자활동으로인한현금흐름(천원),재무활동으로인한현금흐름(천원),자기자본비율(%),차입금의존도(%),부채비율(%),차입금비율(%),*매출원가율(%),ROE(당기순이익)(%),영업이익률(%),EBIT(천원),매출총이익률(%),,
A307950,현대오토에버,12,2010,Annual,308295497 ,278089603 ,183123946 ,332376 ,11510761 ,308295497 ,174822504 ,163309725 ,129508328 ,0 ,0 ,133472993 ,606895761 ,534097264 ,39166969 ,0 ,0 ,32851976 ,30061135 ,(7995755),(7042201),43.29 ,1.06 ,130.98 ,2.45 ,88.00 ,N/A(IFRS),6.45 ,39166968.83 ,12.00 ,,
A307950,현대오토에버,12,2011,Annual,393965064 ,349511235 ,236536283 ,972389 ,26145630 ,393965064 ,236208772 ,224282360 ,184121101 ,0 ,0 ,157756293 ,732651791 ,657150042 ,42674346 ,0 ,0 ,37001589 ,47996576 ,(21243467),(9251165),40.04 ,1.02 ,149.73 ,2.55 ,89.69 ,25.41 ,5.82 ,42674346.41 ,10.31 ,,
A307950,현대오토에버,12,2012,Annual,447487549 ,387853125 ,255990534 ,205214 ,38850724 ,447487549 ,261507711 ,251758209 ,195488383 ,0 ,0 ,185979839 ,922020996 ,835173826 ,49859816 ,0 ,0 ,42597213 ,49729823 ,(21701942),(11681305),41.56 ,0.54 ,140.61 ,1.29 ,90.58 ,24.78 ,5.41 ,49859815.81 ,9.42 ,,
A307950,현대오토에버,12,2013,Annual,483306530 ,408869374 ,260125394 ,174819 ,48551364 ,483306530 ,260730712 ,252864032 ,208357278 ,0 ,0 ,222575818 ,1033867128 ,938514219 ,54044046 ,0 ,0 ,45635617 ,38712294 ,(17512062),(9638412),46.05 ,0.16 ,117.14 ,0.35 ,90.78 ,22.34 ,5.23 ,54044046.37 ,9.22 ,,
A307950,현대오토에버,12,2014,Annual,624959735 ,538525491 ,316520191 ,0 ,41253751 ,624959735 ,347745197 ,340455218 ,271636964 ,0 ,0 ,277214537 ,1121866138 ,1008158706 ,65174717 ,0 ,0 ,52660561 ,90927375 ,(12604979),(8784678),44.36 ,0.01 ,125.44 ,0.03 ,89.86 ,21.07 ,5.81 ,65174717.49 ,10.14 ,,
A307950,현대오토에버,12,2015,Annual,687333595 ,602436941 ,387180117 ,0 ,41371688 ,687333595 ,369767340 ,368772555 ,289776622 ,0 ,0 ,317566255 ,1297964226 ,1170911889 ,68239718 ,0 ,0 ,53551362 ,11079983 ,(13467650),(9593777),46.20 ,0.00 ,116.44 ,0.00 ,90.21 ,18.01 ,5.26 ,68239718.15 ,9.79 ,,
A307950,현대오토에버,12,2016,Annual,796061996 ,687568849 ,410603107 ,0 ,58100701 ,796061996 ,422421246 ,418493666 ,296089269 ,0 ,0 ,373640750 ,1335965878 ,1192571509 ,80424473 ,0 ,0 ,64706933 ,68614490 ,(52180947),(14473432),46.94 ,0.00 ,113.06 ,0.00 ,89.27 ,18.72 ,6.02 ,80424473.46 ,10.73 ,,
A307950,현대오토에버,12,2017,Annual,803956394 ,681215984 ,387926915 ,580891 ,60480399 ,803956394 ,388198643 ,380034474 ,253243565 ,0 ,0 ,415757751 ,1473376003 ,1316199637 ,72913450 ,2928444 ,0 ,55179546 ,49953425 ,3097886 ,(14250170),51.71 ,0.00 ,93.37 ,0.00 ,89.33 ,13.98 ,4.95 ,72913450.32 ,10.67 ,,
A307950,현대오토에버,12,2018,Annual,829071191 ,689503604 ,369685386 ,577731 ,75174024 ,829071191 ,377482748 ,367984815 ,219200357 ,1965858 ,3109848 ,451588443 ,1424858710 ,1279323283 ,70178422 ,3855325 ,0 ,55228435 ,45593036 ,(26604467),(9255269),54.47 ,0.61 ,83.59 ,1.12 ,89.79 ,12.74 ,4.93 ,70178422.44 ,10.21 ,,
A307950,현대오토에버,12,2019,Annual,1026696506 ,739052459 ,360427074 ,4840183 ,73693452 ,1026696506 ,511685705 ,398793806 ,183296039 ,2123971 ,1096296 ,515010801 ,1571817875 ,1408162396 ,80212335 ,8009661 ,0 ,56872512 ,80202345 ,(228161952),(27228658),50.16 ,13.04 ,99.35 ,26.01 ,89.59 ,11.77 ,5.10 ,80212335.24 ,10.41 ,,
A307950,현대오토에버,12,2020,Annual,1077027007 ,797279633 ,365671271 ,4394701 ,71440453 ,1077027007 ,514645777 ,417384037 ,210211173 ,1419610 ,652939 ,562381230 ,1562592549 ,1392222340 ,86813995 ,11473685 ,0 ,60786033 ,115616622 ,(31288847),(50280230),52.22 ,10.96 ,91.51 ,20.99 ,89.10 ,11.28 ,5.56 ,86813994.80 ,10.90 ,,
A307950,현대오토에버,12,2021,Annual,2346122844 ,1471052291 ,548666307 ,3378636 ,94888271 ,2346122844 ,970301489 ,721374123 ,304129410 ,424304 ,309665 ,1375821355 ,2070382112 ,1841144193 ,96106277 ,36143350 ,0 ,71368214 ,219887130 ,(122850433),(55798679),58.64 ,8.29 ,70.53 ,14.14 ,88.93 ,7.36 ,4.64 ,96106277.13 ,11.07 ,,
A307950,현대오토에버,12,2022,Annual,2619436327 ,1695856233 ,672124114 ,7758800 ,109558024 ,2619436327 ,1129055501 ,883697780 ,321408734 ,341508 ,0 ,1490380826 ,2754508003 ,2454717454 ,142362194 ,37754937 ,0 ,116170013 ,201278095 ,281478441 ,(62986001),56.90 ,6.76 ,75.76 ,11.87 ,89.12 ,8.11 ,5.17 ,142362194.00 ,10.88 ,,
A307950,현대오토에버,12,2023,Annual,2843057165 ,1833666781 ,764634316 ,4835690 ,112968293 ,2843057165 ,1250744682 ,922946477 ,311970495 ,0 ,0 ,1592312483 ,3065015134 ,2725797447 ,181413573 ,43395428 ,0 ,140312627 ,208891592 ,(180352872),(109598040),56.01 ,6.99 ,78.55 ,12.47 ,88.93 ,9.10 ,5.92 ,181413573.00 ,11.07 ,,
A307950,현대오토에버,12,2024,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A021240,코웨이,12,2010,Annual,1387599444 ,463376629 ,180510461 ,90051227 ,470855622 ,1387599444 ,659316158 ,406009828 ,40398337 ,78236019 ,174241873 ,728283286 ,1583891744 ,510929014 ,304215032 ,6233665 ,57440730 ,193166199 ,347092295 ,(305594088),(41048174),52.49 ,24.00 ,90.53 ,45.72 ,32.26 ,N/A(IFRS),19.21 ,304215032.44 ,67.74 ,,
A021240,코웨이,12,2011,Annual,1624718677 ,572595639 ,205305807 ,103704352 ,568897145 ,1624718677 ,886816164 ,578334839 ,51918146 ,168176966 ,90620863 ,737902513 ,1824366638 ,580844990 ,234728998 ,8645374 ,60844614 ,167053757 ,314468715 ,(324223694),30547166 ,45.42 ,33.61 ,120.18 ,74.00 ,31.84 ,22.79 ,12.87 ,234728997.66 ,68.16 ,,
A021240,코웨이,12,2012,Annual,1755108360 ,779164518 ,233010796 ,71687168 ,630421983 ,1755108360 ,970023539 ,759158935 ,46264933 ,330095355 ,30083333 ,785084821 ,1992838137 ,678300742 ,226146503 ,8565222 ,54922181 ,94042698 ,454295658 ,(319391792),(75636507),44.73 ,33.53 ,123.56 ,74.95 ,34.04 ,12.35 ,11.35 ,226146503.29 ,65.96 ,,
A021240,코웨이,12,2013,Annual,1667858723 ,691414547 ,212606268 ,65766152 ,638306129 ,1667858723 ,726970215 ,676732638 ,36662814 ,181773836 ,0 ,940888509 ,2118341565 ,720983776 ,339032348 ,7029976 ,50235494 ,245074652 ,536755119 ,(76293602),(372941069),56.41 ,19.66 ,77.26 ,34.85 ,34.04 ,28.40 ,16.00 ,339032347.92 ,65.96 ,,
A021240,코웨이,12,2014,Annual,1621649446 ,596810516 ,208800401 ,61909650 ,675187865 ,1621649446 ,582214417 ,526041232 ,59047507 ,164403283 ,932000 ,1039435029 ,2160315531 ,726567159 ,364428570 ,7545750 ,43029918 ,249668412 ,536738887 ,(299195910),(327922716),64.10 ,10.20 ,56.01 ,15.91 ,33.63 ,25.21 ,16.87 ,364428569.87 ,66.37 ,,
A021240,코웨이,12,2015,Annual,1775397143 ,653318018 ,256015920 ,69820809 ,699511862 ,1775397143 ,537169312 ,472882081 ,59799441 ,80040719 ,7951000 ,1238227831 ,2315242283 ,728843093 ,463339187 ,8059361 ,46355623 ,343120385 ,512842862 ,(329499038),(213408380),69.74 ,4.96 ,43.38 ,7.11 ,31.48 ,30.13 ,20.01 ,463339186.68 ,68.52 ,,
A021240,코웨이,12,2016,Annual,1967707893 ,733134076 ,292776989 ,70194665 ,669403180 ,1967707893 ,784364135 ,735390766 ,58724469 ,340000000 ,11812000 ,1183343759 ,2376328167 ,812176526 ,338797453 ,6783001 ,39405921 ,243311232 ,357544315 ,(367497963),(39978987),60.14 ,17.88 ,66.28 ,29.73 ,34.18 ,20.10 ,14.26 ,338797453.03 ,65.82 ,,
A021240,코웨이,12,2017,Annual,2158873075 ,791471167 ,314571051 ,74861006 ,712397814 ,2158873075 ,1176616545 ,1124750167 ,54187946 ,670000000 ,12303000 ,982256530 ,2516772499 ,798486300 ,472748951 ,8930474 ,42360429 ,325607409 ,553585083 ,(289677467),(218284527),45.50 ,31.60 ,119.79 ,69.46 ,31.73 ,30.07 ,18.78 ,472748950.69 ,68.27 ,,
A021240,코웨이,12,2018,Annual,2378903077 ,843718066 ,301799501 ,102919052 ,781012733 ,2378903077 ,1291204845 ,1234310148 ,62483455 ,731112000 ,9985000 ,1087698232 ,2707315204 ,878256397 ,519827215 ,8359791 ,44717524 ,349811489 ,539129778 ,(393514165),(186778624),45.72 ,31.18 ,118.71 ,68.18 ,32.44 ,33.80 ,19.20 ,519827214.80 ,67.56 ,,
A021240,코웨이,12,2019,Annual,2854954794 ,766943433 ,310190424 ,112845478 ,1270778209 ,2854954794 ,1777759209 ,1586823434 ,57967769 ,860550000 ,9449000 ,1077195585 ,3018912503 ,1010411576 ,458275464 ,7228787 ,50335115 ,332207677 ,539259581 ,(383103615),(164892746),37.73 ,31.59 ,165.04 ,83.72 ,33.47 ,30.69 ,15.18 ,458275463.58 ,66.53 ,,
A021240,코웨이,12,2020,Annual,3029023073 ,896854450 ,317000159 ,134014470 ,1225129331 ,3029023073 ,1539014181 ,1417278130 ,68692821 ,700130000 ,9350000 ,1490008891 ,3237411475 ,1043913994 ,606438717 ,6303296 ,52456600 ,404710860 ,562839088 ,(323061319),(181553320),49.19 ,24.19 ,103.29 ,49.18 ,32.25 ,31.53 ,18.73 ,606438716.58 ,67.75 ,,
A021240,코웨이,12,2021,Annual,3800627983 ,1106454326 ,249097471 ,234950130 ,1159916138 ,3800627983 ,1896190301 ,1293177417 ,87557158 ,386830000 ,37359000 ,1904437682 ,3664259557 ,1275321569 ,640219263 ,12208803 ,112929061 ,465486095 ,331286872 ,(367756794),(8508467),50.11 ,23.48 ,99.57 ,46.86 ,34.80 ,27.43 ,17.47 ,640219263.05 ,65.20 ,,
A021240,코웨이,12,2022,Annual,4365074875 ,1374501066 ,250482603 ,253684072 ,1051237149 ,4365074875 ,2053106159 ,1130229416 ,77052097 ,305262443 ,100463500 ,2311968717 ,3856132895 ,1369641056 ,677378552 ,9603457 ,105057331 ,457795616 ,164458235 ,(282111226),160730494 ,52.97 ,27.29 ,88.80 ,51.52 ,35.52 ,21.71 ,17.57 ,677378551.68 ,64.48 ,,
A021240,코웨이,12,2023,Annual,4850965736 ,1591625489 ,247593300 ,197907526 ,1019094495 ,4850965736 ,2213210952 ,1509014926 ,76900089 ,342597013 ,139453627 ,2637754784 ,3966519722 ,1395039764 ,731255078 ,9106771 ,103259491 ,471011105 ,448949189 ,(272326033),(32315325),54.38 ,27.82 ,83.91 ,51.15 ,35.17 ,19.03 ,18.44 ,731255078.05 ,64.83 ,,
A021240,코웨이,12,2024,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A011790,SKC,12,2010,Annual,2834385475 ,767091893 ,468166096 ,190699504 ,1489643992 ,2834385475 ,1741616923 ,995695783 ,329750487 ,335109603 ,380284751 ,1092768552 ,2215685085 ,1742013794 ,248580909 ,34874229 ,1150533 ,115300837 ,301617917 ,(287581984),9214497 ,38.55 ,39.53 ,159.38 ,102.53 ,78.62 ,N/A(IFRS),11.22 ,248580908.98 ,21.38 ,,
A011790,SKC,12,2011,Annual,3179610657 ,828996590 ,377357181 ,300485472 ,1749335082 ,3179610657 ,2030313502 ,1099545240 ,364959840 ,255495853 ,413907911 ,1149297154 ,2473525635 ,2000245625 ,213883613 ,39008983 ,1780888 ,78040129 ,208302947 ,(337888510),261714224 ,36.15 ,42.93 ,176.66 ,118.77 ,80.87 ,6.96 ,8.65 ,213883613.18 ,19.13 ,,
A011790,SKC,12,2012,Annual,3491296172 ,789291850 ,320141921 ,344281857 ,2085967001 ,3491296172 ,2299670423 ,1253974280 ,363346332 ,434814869 ,553202019 ,1191625749 ,2629170921 ,2207847128 ,144731596 ,39312071 ,1750468 ,31810662 ,118762672 ,(458355913),300791378 ,34.13 ,46.68 ,192.99 ,136.78 ,83.98 ,2.72 ,5.50 ,144731596.23 ,16.02 ,,
A011790,SKC,12,2013,Annual,3585799683 ,805439068 ,381609583 ,324533616 ,2196917493 ,3585799683 ,2380345557 ,1136552601 ,393284284 ,214278120 ,520652300 ,1205454126 ,2641403172 ,2231552661 ,124002680 ,35212078 ,1319702 ,25737659 ,149922371 ,(242790039),66182379 ,33.62 ,47.67 ,197.46 ,141.80 ,84.48 ,2.15 ,4.69 ,124002679.87 ,15.52 ,,
A011790,SKC,12,2014,Annual,3686751079 ,940825884 ,298797181 ,325590805 ,2213109360 ,3686751079 ,2385746016 ,1332578547 ,289856866 ,345354371 ,353001565 ,1301005063 ,2802235022 ,2361291547 ,152377951 ,36441847 ,1093554 ,43307997 ,189539392 ,(84421280),(76761760),35.29 ,46.37 ,183.38 ,131.41 ,84.26 ,3.46 ,5.44 ,152377951.33 ,15.74 ,,
A011790,SKC,12,2015,Annual,3688196894 ,787109120 ,388610173 ,283755028 ,2079058179 ,3688196894 ,2131892824 ,1056390106 ,237000628 ,362143674 ,291854962 ,1556304070 ,2465721172 ,1972627140 ,217921331 ,43553921 ,1544854 ,245594084 ,108497026 ,(96184791),(26356836),42.20 ,41.82 ,136.98 ,99.11 ,80.00 ,17.19 ,8.84 ,217921331.00 ,20.00 ,,
A011790,SKC,12,2016,Annual,3528839514 ,801499332 ,373652474 ,253488994 ,1866086998 ,3528839514 ,2004918408 ,862621053 ,278081177 ,249537425 ,297572413 ,1523921106 ,2359440144 ,1949486064 ,149300910 ,45954358 ,1670850 ,29262916 ,249101740 ,(3908100),(181805668),43.18 ,38.21 ,131.56 ,88.49 ,82.62 ,1.90 ,6.33 ,149300909.75 ,17.38 ,,
A011790,SKC,12,2017,Annual,3667311814 ,897152437 ,363068968 ,299316350 ,1903207598 ,3667311814 ,2073736487 ,1200800224 ,273922366 ,298314671 ,216889292 ,1593575326 ,2653544415 ,2227350358 ,175694738 ,39612458 ,1614074 ,136346625 ,209334787 ,(175691127),38042494 ,43.45 ,38.57 ,130.13 ,88.77 ,83.94 ,8.75 ,6.62 ,175694737.67 ,16.06 ,,
A011790,SKC,12,2018,Annual,3833128681 ,910124832 ,338638598 ,353201995 ,1978552149 ,3833128681 ,2138328269 ,1081502644 ,266846288 ,247266969 ,195704765 ,1694800412 ,2767834347 ,2289106109 ,201129152 ,45195473 ,1110720 ,141041715 ,231587576 ,(212784269),(34759597),44.21 ,38.02 ,126.17 ,85.99 ,82.70 ,8.58 ,7.27 ,201129151.75 ,17.30 ,,
A011790,SKC,12,2019,Annual,3972988752 ,992719762 ,372574482 ,385658113 ,2115916732 ,3972988752 ,2246614915 ,1043159965 ,228304966 ,331419151 ,287051324 ,1726373837 ,2361068172 ,1962078106 ,139754996 ,37553841 ,1402189 ,67392287 ,40533569 ,(272724580),150453286 ,43.45 ,42.42 ,130.13 ,97.63 ,83.10 ,3.94 ,5.92 ,139754996.01 ,16.90 ,,
A011790,SKC,12,2020,Annual,5406405841 ,1247268103 ,398637901 ,336793144 ,2298073369 ,5406405841 ,3491292259 ,1733924057 ,198793556 ,606331793 ,1201088508 ,1915113581 ,2465850081 ,1974234325 ,202016696 ,39956261 ,604843 ,73620867 ,337112813 ,(1055432868),1073752399 ,35.42 ,47.78 ,182.30 ,134.87 ,80.06 ,4.04 ,8.19 ,202016696.21 ,19.94 ,,
A011790,SKC,12,2021,Annual,6180132504 ,1820030594 ,471114668 ,515479242 ,2486379440 ,6180132504 ,3897771812 ,1720045413 ,208339038 ,701350109 ,1562225015 ,2282360692 ,2264207086 ,1669725571 ,401454319 ,19666647 ,0 ,342340322 ,282512631 ,(260884518),263535860 ,36.93 ,46.76 ,170.78 ,126.63 ,73.74 ,16.31 ,17.73 ,401454319.02 ,26.26 ,,
A011790,SKC,12,2022,Annual,6393092565 ,2526145051 ,388081444 ,553271368 ,1890721222 ,6393092565 ,4151241804 ,1870885566 ,240461222 ,1065169800 ,1800248709 ,2241850761 ,2386650004 ,2010318577 ,186194207 ,12114465 ,387703 ,(24636827),(147158688),(249037633),875544633 ,35.07 ,51.80 ,185.17 ,147.71 ,84.23 ,(1.09),7.80 ,186194207.15 ,15.77 ,,
A011790,SKC,12,2023,Annual,7032322132 ,2081259894 ,162451482 ,332902731 ,2665422526 ,7032322132 ,4507897883 ,1845575954 ,87765715 ,1155758458 ,1983765749 ,2524424249 ,1570751581 ,1549059992 ,(216300855),10624416 ,1342760 ,(326360017),(234741997),(987482059),661875388 ,35.90 ,48.95 ,178.57 ,136.35 ,98.62 ,(13.69),(13.77),(216300854.73),1.38 ,,
A011790,SKC,12,2024,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A009830,한화솔루션,12,2010,Annual,10977231521 ,3433977828 ,1156242759 ,1315115063 ,4558176201 ,10977231521 ,6275177320 ,3354990131 ,911843500 ,1170578742 ,1075012719 ,4702054200 ,6341210572 ,4864462242 ,655052695 ,44474029 ,49213006 ,487402229 ,679026855 ,(1231163449),742992890 ,42.83 ,35.36 ,133.46 ,82.55 ,76.71 ,N/A(IFRS),10.33 ,655052694.96 ,23.29 ,,
A009830,한화솔루션,12,2011,Annual,11853543059 ,3671563244 ,1132770157 ,1125800546 ,5410335531 ,11853543059 ,7055753062 ,4109013059 ,1128243409 ,1711802316 ,1289954604 ,4797789997 ,7942644583 ,6562506693 ,325868278 ,56875295 ,48886143 ,166696114 ,799227483 ,(663835844),293383688 ,40.48 ,38.44 ,147.06 ,94.96 ,82.62 ,3.51 ,4.10 ,325868278.19 ,17.38 ,,
A009830,한화솔루션,12,2012,Annual,12406694986 ,3582567049 ,1125204952 ,1428324009 ,5905748250 ,12406694986 ,7841274817 ,4249333988 ,1048106781 ,1903229939 ,1539134062 ,4565420169 ,6962213423 ,5827308751 ,5247101 ,75276277 ,56485740 ,(112066220),279345954 ,(698239015),178886668 ,36.80 ,41.22 ,171.75 ,112.03 ,83.70 ,(2.39),0.08 ,5247101.38 ,16.30 ,,
A009830,한화솔루션,12,2013,Annual,12807062090 ,4469659184 ,1342585306 ,1737861874 ,5994033084 ,12807062090 ,8350337272 ,4396996526 ,1282852038 ,1774391500 ,1927871468 ,4456724818 ,7863554072 ,6598912498 ,97894085 ,65425808 ,44853309 ,(79539940),404339711 ,(259937493),190137132 ,34.80 ,43.10 ,187.36 ,123.86 ,83.92 ,(1.76),1.24 ,97894084.63 ,16.08 ,,
A009830,한화솔루션,12,2014,Annual,12597023733 ,4272800142 ,1267638662 ,1872745936 ,6038120534 ,12597023733 ,7817545449 ,4441213503 ,1176824599 ,1629868441 ,1644629929 ,4779478284 ,8055333189 ,6777147442 ,141260283 ,60295661 ,42054480 ,11390166 ,362468395 ,(285040033),(451709091),37.94 ,39.38 ,163.56 ,103.80 ,84.13 ,0.25 ,1.75 ,141260282.96 ,15.87 ,,
A009830,한화솔루션,12,2015,Annual,13852619723 ,4777741157 ,1766314499 ,1825619333 ,6050530729 ,13852619723 ,8921461335 ,5420647362 ,1214246939 ,1796871298 ,1556000533 ,4931158388 ,8036991362 ,6540636627 ,337012931 ,63516635 ,34648821 ,180415766 ,1209290995 ,(952561700),(154043433),35.60 ,36.39 ,180.92 ,102.23 ,81.38 ,3.72 ,4.19 ,337012931.39 ,18.62 ,,
A009830,한화솔루션,12,2016,Annual,13817913129 ,4523869265 ,1500364534 ,1420646719 ,5760968280 ,13817913129 ,8349586420 ,4962982134 ,1234533977 ,1855214660 ,1220470216 ,5468326709 ,9258832684 ,7211218410 ,779218091 ,73920246 ,37409388 ,770943676 ,1151003611 ,(460096345),(318230949),39.57 ,34.95 ,152.69 ,88.32 ,77.88 ,14.83 ,8.42 ,779218090.58 ,22.12 ,,
A009830,한화솔루션,12,2017,Annual,13649487900 ,4222467067 ,1636961452 ,1143758174 ,5588231455 ,13649487900 ,7462014737 ,4894190221 ,1305238736 ,2011899926 ,737245494 ,6187473162 ,9341813226 ,7386273362 ,756410991 ,80746406 ,36139366 ,834534179 ,916231863 ,(403184978),(685640548),45.33 ,32.36 ,120.60 ,71.39 ,79.07 ,14.32 ,8.10 ,756410990.52 ,20.93 ,,
A009830,한화솔루션,12,2018,Annual,15231475448 ,5012470673 ,1651853276 ,1467462399 ,6684051916 ,15231475448 ,9004379086 ,5132515563 ,1158885352 ,2238679027 ,1872226605 ,6227096362 ,9046041904 ,7458561972 ,354345748 ,70445022 ,37835599 ,160444990 ,726704240 ,(434644603),(69585025),40.88 ,38.66 ,144.60 ,94.56 ,82.45 ,2.58 ,3.92 ,354345747.96 ,17.55 ,,
A009830,한화솔루션,12,2019,Annual,15681128868 ,5322649532 ,1504449521 ,1479891973 ,6594032988 ,15681128868 ,9875281658 ,5831012388 ,1207249374 ,2675257473 ,1654012465 ,5805847210 ,9457389997 ,7607275767 ,459151321 ,86088369 ,51967706 ,(248864999),1206117680 ,(1110655157),(42617413),37.02 ,42.20 ,170.09 ,113.97 ,80.44 ,(4.14),4.85 ,459151320.50 ,19.56 ,,
A009830,한화솔루션,12,2020,Annual,15137319822 ,4958364766 ,1433360142 ,1431588395 ,6416485418 ,15137319822 ,9169604331 ,5251125587 ,1202096499 ,2576101716 ,1164824115 ,5967715491 ,9195008128 ,7269115499 ,594183118 ,104359857 ,40883321 ,301722374 ,1069541687 ,(42736555),(886838009),39.42 ,39.93 ,153.65 ,101.29 ,79.06 ,5.13 ,6.46 ,594183118.07 ,20.94 ,,
A009830,한화솔루션,12,2021,Annual,20007572194 ,6073959931 ,1542518880 ,2231502357 ,6451599072 ,20007572194 ,11806325075 ,5787889702 ,1808982601 ,2003958181 ,1615033333 ,8201247119 ,10725192385 ,8529012345 ,738347655 ,94333546 ,45004976 ,616328220 ,990890684 ,(1654951904),1076304549 ,40.99 ,31.99 ,143.96 ,78.05 ,79.52 ,8.70 ,6.88 ,738347655.30 ,20.48 ,,
A009830,한화솔루션,12,2022,Annual,23831884434 ,8573295435 ,2055459146 ,3060107832 ,6879451517 ,23831884434 ,13934972874 ,6808491430 ,1831922117 ,2443017667 ,2158055158 ,9896911559 ,13130752888 ,10731753264 ,923726654 ,141120316 ,24595585 ,366023151 ,115716723 ,(1476580457),2322306372 ,41.53 ,32.43 ,140.80 ,78.10 ,81.73 ,4.04 ,7.03 ,923726654.26 ,18.27 ,,
A009830,한화솔루션,12,2023,Annual,24492909474 ,8704888457 ,2023089819 ,3296696682 ,7046371043 ,24492909474 ,15482363319 ,7688753631 ,1837116891 ,2947051701 ,3174280391 ,9010546155 ,13288744763 ,11049867765 ,604528963 ,128559511 ,28800611 ,(155257718),517954152 ,(2799146968),1608710889 ,36.79 ,39.01 ,171.82 ,106.05 ,83.15 ,(1.64),4.55 ,604528962.90 ,16.85 ,,
A009830,한화솔루션,12,2024,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A078930,GS,12,2010,Annual,9069576000 ,1770257000 ,312776000 ,191924000 ,1440902000 ,9069576000 ,3038329000 ,1784165000 ,439881000 ,362759000 ,61714000 ,6031247000 ,6242899000 ,4865665000 ,663721000 ,0 ,15343000 ,979882000 ,340944000 ,(119176000),(207254000),66.50 ,19.62 ,50.38 ,29.50 ,77.94 ,N/A(IFRS),10.63 ,663721000.00 ,22.06 ,,
A078930,GS,12,2011,Annual,10424837000 ,1991645000 ,499934000 ,271952000 ,1562320000 ,10424837000 ,3635551000 ,2322418000 ,531426000 ,725246000 ,484862000 ,6789286000 ,8518742000 ,6709807000 ,932140000 ,0 ,20316000 ,810143000 ,185660000 ,(525685000),349777000 ,65.13 ,22.36 ,53.55 ,34.33 ,78.77 ,12.64 ,10.94 ,932140000.00 ,21.23 ,,
A078930,GS,12,2012,Annual,12712426000 ,2446093000 ,618488000 ,289432000 ,2446826000 ,12712426000 ,5539444000 ,2348208000 ,770699000 ,929470000 ,1065786000 ,7172982000 ,9715714000 ,7975014000 ,684269000 ,0 ,21985000 ,572919000 ,775346000 ,(1640765000),1315762000 ,56.42 ,29.90 ,77.23 ,52.99 ,82.08 ,8.21 ,7.04 ,684269000.00 ,17.92 ,,
A078930,GS,12,2013,Annual,12636266000 ,2323145000 ,587757000 ,280387000 ,2282812000 ,12636266000 ,5211722000 ,1781793000 ,791279000 ,412070000 ,992194000 ,7424544000 ,9583193000 ,7897886000 ,552130000 ,0 ,19865000 ,435199000 ,793721000 ,(836031000),(29860000),58.76 ,28.32 ,70.20 ,48.20 ,82.41 ,5.96 ,5.76 ,552130000.00 ,17.59 ,,
A078930,GS,12,2014,Annual,15072770000 ,2545853000 ,737858000 ,321947000 ,4242562000 ,15072770000 ,7854856000 ,2705983000 ,831126000 ,555950000 ,1243591000 ,7217914000 ,10866131000 ,9688695000 ,(34328000),0 ,18243000 ,(320729000),500351000 ,(1757728000),1230671000 ,47.89 ,39.00 ,108.82 ,81.45 ,89.16 ,(4.38),(0.32),(34328000.00),10.84 ,,
A078930,GS,12,2015,Annual,19023008000 ,1946287000 ,723297000 ,282659000 ,6944340000 ,19023008000 ,10925156000 ,2362339000 ,676592000 ,706897000 ,2402974000 ,8097852000 ,12179510000 ,9299043000 ,1604323000 ,0 ,19947000 ,509319000 ,652985000 ,(2944129000),2204441000 ,42.57 ,44.01 ,134.91 ,103.38 ,76.35 ,6.65 ,13.17 ,1604323000.00 ,23.65 ,,
A078930,GS,12,2016,Annual,20341172000 ,2472848000 ,965105000 ,335373000 ,7865518000 ,20341172000 ,11420898000 ,3770931000 ,828064000 ,547133000 ,2499022000 ,8920274000 ,13462426000 ,10273002000 ,1754224000 ,0 ,18793000 ,923311000 ,851682000 ,(523589000),(336346000),43.85 ,41.90 ,128.03 ,95.55 ,76.31 ,10.85 ,13.03 ,1754224000.00 ,23.69 ,,
A078930,GS,12,2017,Annual,22003689000 ,2874908000 ,980700000 ,532893000 ,8401361000 ,22003689000 ,12341065000 ,4450670000 ,1009289000 ,1112598000 ,2197979000 ,9662624000 ,15580063000 ,11925716000 ,2040801000 ,0 ,22585000 ,1091904000 ,1306478000 ,(1418200000),334510000 ,43.91 ,41.21 ,127.72 ,93.84 ,76.54 ,11.75 ,13.10 ,2040801000.00 ,23.46 ,,
A078930,GS,12,2018,Annual,22630978000 ,3285134000 ,1022970000 ,502910000 ,8534506000 ,22630978000 ,12105993000 ,4568776000 ,820522000 ,1225542000 ,2414881000 ,10524985000 ,17744385000 ,13650612000 ,2209837000 ,0 ,22353000 ,1030460000 ,1269197000 ,(835889000),(515034000),46.51 ,39.82 ,115.02 ,85.62 ,76.93 ,10.21 ,12.45 ,2209837000.00 ,23.07 ,,
