종목코드,종목명,결산월,회계연도,주기,총자산(천원),유동자산(천원),매출채권(천원),재고자산(천원),유형자산(천원),부채및자본총계(천원),총부채(천원),유동부채(천원),매입채무(천원),단기차입금(천원),장기차입금(천원),총자본(천원),매출액(천원),매출원가(천원),영업이익(천원),연구개발비(천원),광고선전비(천원),당기순이익(천원),영업활동으로인한현금흐름(천원),투자활동으로인한현금흐름(천원),재무활동으로인한현금흐름(천원),자기자본비율(%),차입금의존도(%),부채비율(%),차입금비율(%),*매출원가율(%),ROE(당기순이익)(%),영업이익률(%),EBIT(천원),매출총이익률(%),,
A108670,LX하우시스,12,2017,Annual,2582431000 ,1170284000 ,665121000 ,288735000 ,1230726000 ,2582431000 ,1596851000 ,804673000 ,165384000 ,201234000 ,122394000 ,985580000 ,3209405000 ,2413364000 ,145404000 ,14421000 ,33957000 ,67855000 ,27431000 ,(253061000),251892000 ,38.16 ,41.72 ,162.02 ,109.32 ,75.20 ,7.06 ,4.53 ,145404000.00 ,24.80 ,,
A108670,LX하우시스,12,2018,Annual,2509714000 ,1080876000 ,565567000 ,298354000 ,1277509000 ,2509714000 ,1592967000 ,736764000 ,132654000 ,235365000 ,68587000 ,916747000 ,3266496000 ,2535790000 ,70371000 ,18601000 ,32919000 ,(53127000),140663000 ,(232991000),101365000 ,36.53 ,47.93 ,173.76 ,131.21 ,77.63 ,(5.59),2.15 ,70371000.00 ,22.37 ,,
A108670,LX하우시스,12,2019,Annual,2565579000 ,1022430000 ,511719000 ,291161000 ,1339828000 ,2565579000 ,1649601000 ,974505000 ,158854000 ,220551000 ,96389000 ,915978000 ,3186807000 ,2440053000 ,68777000 ,15766000 ,31019000 ,11565000 ,343967000 ,(195671000),(144757000),35.70 ,44.55 ,180.09 ,124.77 ,76.57 ,1.26 ,2.16 ,68777000.00 ,23.43 ,,
A108670,LX하우시스,12,2020,Annual,2385372000 ,1072702000 ,405403000 ,247005000 ,1139666000 ,2385372000 ,1548157000 ,971548000 ,215387000 ,247600000 ,125790000 ,837215000 ,3038037000 ,2284830000 ,70987000 ,11942000 ,35526000 ,(79466000),463875000 ,(79850000),(202370000),35.10 ,39.76 ,184.92 ,113.28 ,75.21 ,(9.07),2.34 ,70987000.00 ,24.79 ,,
A108670,LX하우시스,12,2021,Annual,2547391000 ,1148724000 ,469797000 ,357559000 ,1171245000 ,2547391000 ,1683973000 ,1220060000 ,278901000 ,244178000 ,73855000 ,863418000 ,3459792000 ,2627603000 ,70452000 ,11919000 ,49694000 ,12664000 ,130732000 ,(147304000),(81906000),33.89 ,38.36 ,195.04 ,113.18 ,75.95 ,1.49 ,2.04 ,70452000.00 ,24.05 ,,
A108670,LX하우시스,12,2022,Annual,2483729000 ,1078800000 ,466612000 ,374560000 ,1096652000 ,2483729000 ,1703786000 ,1060606000 ,226856000 ,323324000 ,118019000 ,779943000 ,3611151000 ,2851053000 ,14940000 ,8983000 ,41950000 ,(117721000),72002000 ,(180836000),67767000 ,31.40 ,44.92 ,218.45 ,143.05 ,78.95 ,(14.33),0.41 ,14940000.00 ,21.05 ,,
A108670,LX하우시스,12,2023,Annual,2384792000 ,1105282000 ,459323000 ,336486000 ,1012757000 ,2384792000 ,1551810000 ,1041605000 ,271936000 ,242273000 ,85788000 ,832982000 ,3525807000 ,2685184000 ,109822000 ,10715000 ,42018000 ,61786000 ,371340000 ,(57382000),(254147000),34.93 ,37.33 ,186.30 ,106.87 ,76.16 ,7.66 ,3.11 ,109822000.00 ,23.84 ,,
A108670,LX하우시스,12,2024,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A002310,아세아제지,12,2010,Annual,443559771 ,134353849 ,76537363 ,47695266 ,282021942 ,443559771 ,222800992 ,160824396 ,30545462 ,112521166 ,43785029 ,220758779 ,449451006 ,402082907 ,7776972 ,19931 ,73053 ,(7996501),11169241 ,(42488416),16362812 ,49.77 ,36.39 ,100.93 ,73.12 ,89.46 ,N/A(IFRS),1.73 ,7776972.14 ,10.54 ,,
A002310,아세아제지,12,2011,Annual,458140729 ,156646103 ,92890244 ,49920804 ,272289582 ,458140729 ,237540177 ,151254856 ,32819557 ,95548428 ,60040608 ,220600552 ,517300539 ,465876748 ,8335770 ,22291 ,32432 ,3660249 ,23134953 ,(27012351),7130829 ,48.15 ,37.71 ,107.68 ,78.32 ,90.06 ,1.66 ,1.61 ,8335769.86 ,9.94 ,,
A002310,아세아제지,12,2012,Annual,472881025 ,166289259 ,76798575 ,46925166 ,270372245 ,472881025 ,221643778 ,171992974 ,24157788 ,85407654 ,22113716 ,251237247 ,494044880 ,406549488 ,39249597 ,36098 ,26723 ,31341238 ,69488495 ,(25045299),(13300954),53.13 ,33.74 ,88.22 ,63.50 ,82.29 ,13.28 ,7.94 ,39249597.38 ,17.71 ,,
A002310,아세아제지,12,2013,Annual,715453347 ,232444648 ,101713430 ,71493070 ,450629898 ,715453347 ,246339295 ,158988118 ,27825127 ,91313034 ,49996810 ,469114052 ,644990567 ,557952299 ,25554057 ,11091 ,26382 ,19238890 ,40714656 ,(9813498),(27710857),65.57 ,22.30 ,52.51 ,34.01 ,86.51 ,5.34 ,3.96 ,25554056.74 ,13.49 ,,
A002310,아세아제지,12,2014,Annual,715736923 ,227836430 ,96975873 ,53573966 ,459170713 ,715736923 ,233321779 ,152302005 ,27687711 ,82393087 ,39479290 ,482415144 ,615422711 ,528747412 ,24798967 ,10491 ,39671 ,18590161 ,79238861 ,(64330939),(24237408),67.40 ,19.53 ,48.37 ,28.97 ,85.92 ,3.91 ,4.03 ,24798966.63 ,14.08 ,,
A002310,아세아제지,12,2015,Annual,654562230 ,185306839 ,99026569 ,56141787 ,444450502 ,654562230 ,214133386 ,132156426 ,22283681 ,49720841 ,41349760 ,440428845 ,597675578 ,534534201 ,(661337),11116 ,24312 ,(38672437),13654335 ,9097490 ,(46404769),67.29 ,14.90 ,48.62 ,22.15 ,89.44 ,(8.38),(0.11),(661336.85),10.56 ,,
A002310,아세아제지,12,2016,Annual,720959585 ,227192359 ,117139903 ,50039893 ,473706147 ,720959585 ,259817020 ,156586197 ,31670440 ,67414988 ,63792110 ,461142565 ,633031517 ,547582911 ,24513805 ,10518 ,82759 ,20732839 ,30848642 ,(43308181),50356089 ,63.96 ,20.71 ,56.34 ,32.38 ,86.50 ,4.60 ,3.87 ,24513804.93 ,13.50 ,,
A002310,아세아제지,12,2017,Annual,766895048 ,254762271 ,141855929 ,63995954 ,502195482 ,766895048 ,306123214 ,184658513 ,34335913 ,93150159 ,81136540 ,460771835 ,728592249 ,653751299 ,5360014 ,14313 ,70417 ,5007146 ,(184093),(47067622),44596248 ,60.08 ,25.70 ,66.44 ,42.77 ,89.73 ,1.09 ,0.74 ,5360013.68 ,10.27 ,,
A002310,아세아제지,12,2018,Annual,812379764 ,280262148 ,126774736 ,61926994 ,522160980 ,812379764 ,278850766 ,171163122 ,29152117 ,66904372 ,68113370 ,533528998 ,775844758 ,600181021 ,98275263 ,14165 ,32204 ,78682472 ,146184635 ,(61812636),(45153923),65.67 ,19.23 ,52.27 ,29.28 ,77.36 ,15.83 ,12.67 ,98275263.47 ,22.64 ,,
A002310,아세아제지,12,2019,Annual,848228968 ,268941423 ,107144369 ,59930394 ,563627272 ,848228968 ,263353497 ,129674629 ,24576588 ,35328064 ,77221566 ,584875471 ,697656463 ,549457752 ,71117330 ,19300 ,29742 ,61440521 ,110361395 ,(84305270),(19754192),68.95 ,17.48 ,45.03 ,25.35 ,78.76 ,10.99 ,10.19 ,71117330.01 ,21.24 ,,
A002310,아세아제지,12,2020,Annual,882326925 ,290494739 ,123121218 ,47196922 ,562841839 ,882326925 ,248826738 ,138351530 ,30167492 ,45388843 ,54232543 ,633500187 ,731631749 ,583653759 ,65707649 ,23021 ,42053 ,54245096 ,105972261 ,(61047070),(27961979),71.80 ,14.45 ,39.28 ,20.13 ,79.77 ,8.90 ,8.98 ,65707649.12 ,20.23 ,,
A002310,아세아제지,12,2021,Annual,969593253 ,359222505 ,143880643 ,71765004 ,574408156 ,969593253 ,255172404 ,168731264 ,43372736 ,45816974 ,41127507 ,714420849 ,945734472 ,760439760 ,93875119 ,11842 ,56979 ,90996795 ,108750684 ,(74512267),(21620207),73.68 ,11.75 ,35.72 ,15.95 ,80.41 ,13.50 ,9.93 ,93875118.76 ,19.59 ,,
A002310,아세아제지,12,2022,Annual,1034948262 ,441835692 ,152091925 ,88044479 ,568288871 ,1034948262 ,230662240 ,174449423 ,40886356 ,45172695 ,16289373 ,804286022 ,1023392875 ,810820698 ,109447038 ,0 ,32897 ,94400173 ,116922543 ,(113167128),(34088234),77.71 ,8.79 ,28.68 ,11.30 ,79.23 ,12.43 ,10.69 ,109447038.39 ,20.77 ,,
A002310,아세아제지,12,2023,Annual,1048177765 ,403603823 ,140740963 ,81123411 ,619951566 ,1048177765 ,198420446 ,153102583 ,36166419 ,38739680 ,3263700 ,849757319 ,908334402 ,719154140 ,87582503 ,0 ,55160 ,81053176 ,132892383 ,(68213654),(52230979),81.07 ,7.18 ,23.35 ,8.86 ,79.17 ,9.80 ,9.64 ,87582502.73 ,20.83 ,,
A002310,아세아제지,12,2024,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A123890,한국자산신탁,12,2010,Annual,149640288 ,,,,346629 ,149640288 ,43981275 ,,,,,105659013 ,27078213 ,124616 ,13310522 ,429018 ,200997 ,15414508 ,17474901 ,(15997319),1100000 ,70.61 ,12.10 ,41.63 ,17.13 ,0.46 ,N/A(IFRS),49.16 ,13310522.40 ,99.54 ,,
A123890,한국자산신탁,12,2011,Annual,162100770 ,,,,502770 ,162100770 ,50073513 ,,,,,112027258 ,36717162 ,2789389 ,14034024 ,0 ,60220 ,9421125 ,1680687 ,(220187),3000000 ,69.11 ,13.02 ,44.70 ,18.83 ,7.60 ,8.66 ,38.22 ,14034024.40 ,92.40 ,,
A123890,한국자산신탁,12,2012,Annual,193654425 ,,,,394636 ,193654425 ,68013991 ,,,,,125640435 ,40790873 ,2806977 ,18351687 ,0 ,65029 ,13097487 ,(54854148),31972220 ,15608439 ,64.88 ,18.96 ,54.13 ,29.22 ,6.88 ,11.02 ,44.99 ,18351687.05 ,93.12 ,,
A123890,한국자산신탁,12,2013,Annual,222171172 ,,,,655107 ,222171172 ,82038464 ,,,,,140132707 ,40348800 ,4044261 ,18800394 ,0 ,25887 ,13744569 ,17690032 ,(15747934),6776561 ,63.07 ,19.57 ,58.54 ,31.03 ,10.02 ,10.34 ,46.59 ,18800393.62 ,89.98 ,,
A123890,한국자산신탁,12,2014,Annual,285408881 ,,,,850862 ,285408881 ,104797267 ,,,,,180611615 ,67950479 ,13988281 ,33514563 ,0 ,140629 ,23786728 ,2652336 ,(17413893),21921279 ,63.28 ,17.82 ,58.02 ,28.16 ,20.59 ,14.83 ,49.32 ,33514562.81 ,79.41 ,,
A123890,한국자산신탁,12,2015,Annual,350687354 ,,,,1377868 ,350687354 ,116977280 ,,,,,233710073 ,95400557 ,6819876 ,58386242 ,0 ,179388 ,42198416 ,(241838),23647992 ,(6282072),66.64 ,11.06 ,50.05 ,16.60 ,7.15 ,20.37 ,61.20 ,58386241.77 ,92.85 ,,
A123890,한국자산신탁,12,2016,Annual,567589307 ,,,,1140626 ,567589307 ,150611877 ,,,,,416977431 ,136478319 ,12862737 ,96185635 ,0 ,103084 ,73167125 ,(104311325),(42453207),121806238 ,73.46 ,9.00 ,36.12 ,12.26 ,9.42 ,22.49 ,70.48 ,96185635.00 ,90.58 ,,
A123890,한국자산신탁,12,2017,Annual,779599381 ,,,,1419544 ,779599381 ,263144196 ,,,,,516455185 ,222484766 ,18821681 ,166802567 ,0 ,537770 ,126725067 ,(118312448),70768727 ,71428023 ,66.25 ,19.18 ,50.95 ,28.96 ,8.46 ,27.15 ,74.97 ,166802566.87 ,91.54 ,,
A123890,한국자산신탁,12,2018,Annual,1008095204 ,,,,918666 ,1008095204 ,414970516 ,,,,,593124688 ,226570848 ,44529411 ,137872444 ,0 ,285679 ,103391671 ,(168618006),(9903575),181683160 ,58.84 ,34.32 ,69.96 ,58.33 ,19.65 ,18.64 ,60.85 ,137872443.61 ,80.35 ,,
A123890,한국자산신탁,12,2019,Annual,1237473903 ,,,,7632724 ,1237473903 ,576367052 ,,,,,661106851 ,223263671 ,70158426 ,114071132 ,0 ,133759 ,88752741 ,(90157744),(3937616),143022749 ,53.42 ,41.35 ,87.18 ,77.39 ,31.42 ,14.15 ,51.09 ,114071131.53 ,68.58 ,,
A123890,한국자산신탁,12,2020,Annual,1207644740 ,,,,5271857 ,1207644740 ,438773266 ,,,,,768871474 ,240061708 ,17897392 ,178671731 ,0 ,149933 ,130008104 ,569276251 ,(174266432),(171577511),63.67 ,30.21 ,57.07 ,47.45 ,7.46 ,18.18 ,74.43 ,178671730.58 ,92.54 ,,
A123890,한국자산신탁,12,2021,Annual,1264658300 ,,,,3555858 ,1264658300 ,415397656 ,,,,,849260644 ,212527191 ,21071041 ,147926014 ,0 ,207214 ,107460589 ,(62753277),80224333 ,(88097304),67.15 ,24.21 ,48.91 ,36.05 ,9.91 ,13.28 ,69.60 ,147926013.69 ,90.09 ,,
A123890,한국자산신탁,12,2022,Annual,1363794175 ,,,,4463006 ,1363794175 ,431361488 ,,,,,932432687 ,232964573 ,32487928 ,146870304 ,0 ,330538 ,108242017 ,(5438785),(78564659),2362413 ,68.37 ,24.61 ,46.26 ,36.00 ,13.95 ,12.15 ,63.04 ,146870303.64 ,86.05 ,,
A123890,한국자산신탁,12,2023,Annual,1480050024 ,,,,15112348 ,1480050024 ,445001935 ,,,,,1035048090 ,259071620 ,88328443 ,116706242 ,0 ,177159 ,129642234 ,(246591419),237978510 ,(34241630),69.93 ,22.30 ,42.99 ,31.88 ,34.09 ,13.18 ,45.05 ,116706241.68 ,65.91 ,,
A123890,한국자산신탁,12,2024,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A115390,락앤락,12,2010,Annual,451528869 ,292803068 ,58290370 ,87789649 ,135614954 ,451528869 ,57389965 ,52730612 ,11949787 ,8628879 ,0 ,394138904 ,386241700 ,186311652 ,84048541 ,0 ,9407815 ,66003706 ,(9547338),(95903630),116872515 ,87.29 ,2.28 ,14.56 ,2.61 ,48.24 ,N/A(IFRS),21.76 ,84048540.65 ,51.76 ,,
A115390,락앤락,12,2011,Annual,721424627 ,438640966 ,78853215 ,127245659 ,232976869 ,721424627 ,158711102 ,123176030 ,16108780 ,69207810 ,22858021 ,562713525 ,476113628 ,244397194 ,77892217 ,0 ,7926977 ,50564938 ,17466962 ,(197925559),189435477 ,78.00 ,13.00 ,28.20 ,16.67 ,51.33 ,10.57 ,16.36 ,77892217.04 ,48.67 ,,
A115390,락앤락,12,2012,Annual,757905434 ,405478224 ,75147538 ,107596003 ,286873165 ,757905434 ,172932191 ,142127533 ,17548573 ,95210416 ,20565120 ,584973243 ,508424574 ,271670304 ,72099858 ,0 ,4748276 ,59832017 ,82673896 ,(50422481),14805873 ,77.18 ,15.28 ,29.56 ,19.79 ,53.43 ,10.43 ,14.18 ,72099858.10 ,46.57 ,,
A115390,락앤락,12,2013,Annual,796956602 ,430198470 ,108718450 ,126919645 ,295624894 ,796956602 ,181683510 ,175771751 ,27399852 ,110891436 ,0 ,615273092 ,501727736 ,274864187 ,70897914 ,0 ,5575698 ,45035794 ,32601362 ,(45135454),(11691435),77.20 ,13.91 ,29.53 ,18.02 ,54.78 ,7.50 ,14.13 ,70897914.03 ,45.22 ,,
A115390,락앤락,12,2014,Annual,795747542 ,391929587 ,68182369 ,133387179 ,299920682 ,795747542 ,165377301 ,148758453 ,21161940 ,100089952 ,10992000 ,630370241 ,421611592 ,236403341 ,27318270 ,0 ,3551644 ,14976132 ,64583093 ,(33373492),(12579483),79.22 ,13.96 ,26.23 ,17.62 ,56.07 ,2.40 ,6.48 ,27318270.35 ,43.93 ,,
A115390,락앤락,12,2015,Annual,756469839 ,367062362 ,51639219 ,135362189 ,289815439 ,756469839 ,116540166 ,111417237 ,15407538 ,55981014 ,0 ,639929674 ,407085372 ,217450354 ,35327470 ,0 ,7131095 ,12548486 ,72209303 ,(15014949),(49047082),84.59 ,9.72 ,18.21 ,11.50 ,53.42 ,1.98 ,8.68 ,35327469.97 ,46.58 ,,
A115390,락앤락,12,2016,Annual,750896978 ,386822034 ,60500600 ,120562976 ,281431984 ,750896978 ,78906166 ,73105223 ,19115707 ,21655100 ,0 ,671990812 ,425063515 ,220698428 ,60230446 ,0 ,4074829 ,46975527 ,82986642 ,(2100573),(62923360),89.49 ,2.88 ,11.74 ,3.22 ,51.92 ,7.16 ,14.17 ,60230446.27 ,48.08 ,,
A115390,락앤락,12,2017,Annual,724665258 ,357138348 ,60504794 ,128611919 ,269859149 ,724665258 ,85766570 ,65405295 ,19842393 ,21238980 ,14244745 ,638898688 ,417407199 ,216524613 ,51558031 ,0 ,3761586 ,34933560 ,35103679 ,(43169222),(10679967),88.16 ,4.90 ,13.42 ,5.55 ,51.87 ,5.33 ,12.35 ,51558031.45 ,48.13 ,,
A115390,락앤락,12,2018,Annual,739351255 ,377687696 ,61305112 ,131201916 ,280639919 ,739351255 ,78806848 ,61573715 ,16936471 ,16284101 ,6528418 ,660544407 ,434348760 ,240338996 ,36527720 ,0 ,3053248 ,30432116 ,50977827 ,(33141147),(14585607),89.34 ,3.93 ,11.93 ,4.40 ,55.33 ,4.68 ,8.41 ,36527719.54 ,44.67 ,,
A115390,락앤락,12,2019,Annual,799933632 ,409499587 ,72689434 ,155601700 ,268518343 ,799933632 ,115924731 ,67419206 ,25422751 ,324668 ,2515116 ,684008901 ,485992891 ,272634488 ,24316195 ,0 ,7073620 ,16377108 ,40645654 ,1966510 ,(41209389),85.51 ,5.61 ,16.95 ,6.56 ,56.10 ,2.44 ,5.00 ,24316194.93 ,43.90 ,,
A115390,락앤락,12,2020,Annual,783185018 ,413963894 ,72408845 ,139284223 ,245301716 ,783185018 ,117856758 ,70088169 ,25775583 ,291776 ,739740 ,665328260 ,501984851 ,278322896 ,28927883 ,0 ,8293024 ,11755551 ,78822609 ,10169406 ,(30694650),84.95 ,4.98 ,17.71 ,5.87 ,55.44 ,1.74 ,5.76 ,28927882.92 ,44.56 ,,
A115390,락앤락,12,2021,Annual,829724565 ,542041416 ,76901241 ,191554571 ,197702451 ,829724565 ,135773113 ,101323013 ,29555664 ,6454498 ,0 ,693951452 ,543037527 ,310422597 ,32518908 ,3746316 ,10532523 ,16155709 ,18741617 ,27416084 ,(38175302),83.64 ,2.84 ,19.57 ,3.39 ,57.16 ,2.38 ,5.99 ,32518907.94 ,42.84 ,,
A115390,락앤락,12,2022,Annual,703428058 ,442262499 ,66424275 ,182777574 ,179900973 ,703428058 ,106428103 ,68941251 ,18321364 ,725220 ,0 ,596999955 ,521216117 ,313011850 ,2304046 ,4056469 ,16223811 ,(20474762),31705078 ,(27526427),(98025578),84.87 ,4.58 ,17.83 ,5.40 ,60.05 ,(3.17),0.44 ,2304046.49 ,39.95 ,,
A115390,락앤락,12,2023,Annual,601807794 ,379999827 ,70600944 ,120660889 ,154061035 ,601807794 ,100343055 ,72719071 ,13852306 ,460961 ,0 ,501464739 ,484764055 ,312270033 ,(21057063),4045306 ,10127253 ,(39853584),69306838 ,(14897783),(66718866),83.33 ,4.26 ,20.01 ,5.12 ,64.42 ,(7.26),(4.34),(21057063.22),35.58 ,,
A115390,락앤락,12,2024,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A010690,화신,12,2010,Annual,760666212 ,509425495 ,262348383 ,93976168 ,216049910 ,760666212 ,428240078 ,365246605 ,269406643 ,48958005 ,26208476 ,332426134 ,1390171197 ,1238816913 ,98551649 ,0 ,94935 ,77807550 ,99731838 ,(44512122),(32873792),43.70 ,10.28 ,128.82 ,23.51 ,89.11 ,N/A(IFRS),7.09 ,98551648.84 ,10.89 ,,
A010690,화신,12,2011,Annual,887893456 ,578709840 ,247003368 ,123796767 ,274576757 ,887893456 ,524665838 ,415033866 ,277242943 ,72702755 ,78790240 ,363227618 ,1490351114 ,1355052232 ,71367642 ,0 ,63116 ,37942460 ,67576773 ,(103403960),70992473 ,40.91 ,17.23 ,144.45 ,42.12 ,90.92 ,10.91 ,4.79 ,71367641.60 ,9.08 ,,
A010690,화신,12,2012,Annual,853595978 ,496888228 ,220078263 ,115052506 ,318555856 ,853595978 ,487150237 ,372547359 ,249535088 ,76256207 ,72650766 ,366445741 ,1626052361 ,1456938666 ,98944276 ,0 ,103924 ,24552087 ,54851801 ,(102635263),9721208 ,42.93 ,17.82 ,132.94 ,41.51 ,89.60 ,6.73 ,6.08 ,98944276.27 ,10.40 ,,
A010690,화신,12,2013,Annual,781630816 ,415630948 ,131512474 ,112904160 ,330522252 ,781630816 ,447047404 ,312259670 ,134454137 ,129645930 ,95835582 ,334583412 ,1483548921 ,1326383749 ,66366626 ,0 ,103958 ,1615536 ,30221291 ,(79296312),52964241 ,42.81 ,29.33 ,133.61 ,68.51 ,89.41 ,0.46 ,4.47 ,66366625.87 ,10.59 ,,
A010690,화신,12,2014,Annual,927526528 ,517296679 ,160641110 ,137535397 ,373708410 ,927526528 ,549906137 ,398166752 ,112234033 ,139515132 ,69937208 ,377620391 ,1313606243 ,1181065754 ,41151815 ,0 ,71757 ,43899943 ,69993490 ,(92248724),90071238 ,40.71 ,34.72 ,145.62 ,85.28 ,89.91 ,12.33 ,3.13 ,41151814.56 ,10.09 ,,
A010690,화신,12,2015,Annual,900499508 ,451514624 ,171123631 ,142349988 ,401823799 ,900499508 ,537143204 ,368342122 ,117091874 ,110649532 ,92982133 ,363356305 ,1251698928 ,1137014000 ,19196753 ,0 ,123495 ,(24566393),29120538 ,(83120027),(17716758),40.35 ,34.68 ,147.83 ,85.96 ,90.84 ,(6.63),1.53 ,19196753.27 ,9.16 ,,
A010690,화신,12,2016,Annual,964142090 ,500886655 ,166013270 ,161990403 ,408419032 ,964142090 ,570297226 ,458319482 ,126564706 ,128112076 ,93188445 ,393844865 ,1249725574 ,1112026774 ,46163683 ,0 ,150057 ,48217844 ,57568258 ,(35366731),3237864 ,40.85 ,33.81 ,144.80 ,82.77 ,88.98 ,12.74 ,3.69 ,46163682.92 ,11.02 ,,
A010690,화신,12,2017,Annual,846408269 ,432118906 ,170166525 ,145655982 ,373127949 ,846408269 ,493666262 ,417736155 ,69545982 ,196458946 ,64191418 ,352742007 ,1066933942 ,1006045301 ,(22843417),0 ,60807 ,(30941150),(20144173),(35173936),11169017 ,41.68 ,37.65 ,139.95 ,90.35 ,94.29 ,(8.29),(2.14),(22843417.37),5.71 ,,
A010690,화신,12,2018,Annual,828226155 ,411992967 ,167680944 ,134223006 ,372202034 ,828226155 ,535044887 ,466801161 ,55274724 ,202307556 ,48739520 ,293181268 ,1075815800 ,1029940530 ,(21087341),0 ,78932 ,(57119792),7174539 ,(52413223),57662322 ,35.40 ,45.98 ,182.50 ,129.88 ,95.74 ,(17.69),(1.96),(21087341.39),4.26 ,,
A010690,화신,12,2019,Annual,808403061 ,370213539 ,160418957 ,117405873 ,389216954 ,808403061 ,508676302 ,383081096 ,43395651 ,194079941 ,65183097 ,299726758 ,1164322417 ,1090492355 ,1942106 ,0 ,46802 ,6622599 ,81767377 ,(48790320),(39128905),37.08 ,43.22 ,169.71 ,116.57 ,93.66 ,2.23 ,0.17 ,1942106.12 ,6.34 ,,
A010690,화신,12,2020,Annual,822660475 ,408943542 ,162898245 ,143912800 ,356664448 ,822660475 ,566999792 ,448156612 ,72389944 ,182933484 ,38803532 ,255660683 ,1085541981 ,1028521344 ,(11278094),0 ,43626 ,(54248883),39627394 ,(55475328),28428869 ,31.08 ,44.05 ,221.78 ,141.74 ,94.75 ,(19.54),(1.04),(11278093.96),5.25 ,,
A010690,화신,12,2021,Annual,870753098 ,429221934 ,171306694 ,158399464 ,374892586 ,870753098 ,582311067 ,462971529 ,90753584 ,204438261 ,40384755 ,288442031 ,1236592388 ,1135045552 ,24157220 ,0 ,52000 ,24367674 ,37951571 ,(67047669),22635248 ,33.13 ,45.27 ,201.88 ,136.67 ,91.79 ,8.96 ,1.95 ,24157220.35 ,8.21 ,,
A010690,화신,12,2022,Annual,1004620994 ,548104714 ,203271237 ,186266374 ,375391783 ,1004620994 ,647757404 ,541172903 ,105837529 ,219998315 ,35311497 ,356863591 ,1690271415 ,1516259501 ,87362959 ,0 ,82449 ,74211911 ,84539470 ,(57884346),6149739 ,35.52 ,41.49 ,181.51 ,116.81 ,89.71 ,23.00 ,5.17 ,87362958.75 ,10.29 ,,
A010690,화신,12,2023,Annual,1196813984 ,677129873 ,210299764 ,194536437 ,420567883 ,1196813984 ,751750659 ,626781242 ,152311177 ,285492179 ,55953713 ,445063325 ,1802759833 ,1626277171 ,83728815 ,0 ,110372 ,77268483 ,155180835 ,(100787579),79579709 ,37.19 ,41.72 ,168.91 ,112.20 ,90.21 ,19.27 ,4.64 ,83728814.91 ,9.79 ,,
A010690,화신,12,2024,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A036530,SNT홀딩스,12,2010,Annual,2038921397 ,953602035 ,326101801 ,241963700 ,973419146 ,2038921397 ,761001718 ,558065159 ,299685718 ,114059332 ,419200 ,1277919679 ,1500160508 ,1254983399 ,125815387 ,21137704 ,3308660 ,85735593 ,68227634 ,150005343 ,(148657312),62.68 ,5.67 ,59.55 ,9.04 ,83.66 ,N/A(IFRS),8.39 ,125815387.00 ,16.34 ,,
A036530,SNT홀딩스,12,2011,Annual,2124828265 ,1041841182 ,386556302 ,274834022 ,989038851 ,2124828265 ,813820784 ,597785981 ,371854324 ,83747208 ,627000 ,1311007481 ,1663846065 ,1449348821 ,92115859 ,21515146 ,2818283 ,87196578 ,86981830 ,(16706091),(75050035),61.70 ,4.00 ,62.08 ,6.49 ,87.11 ,6.74 ,5.54 ,92115858.89 ,12.89 ,,
A036530,SNT홀딩스,12,2012,Annual,2074903906 ,998857779 ,387803928 ,280540811 ,984180010 ,2074903906 ,756881039 ,540250663 ,318705541 ,61474637 ,1230693 ,1318022867 ,1668749904 ,1465168699 ,85693573 ,19570131 ,3028990 ,63253909 ,57310654 ,(42613065),(58140417),63.52 ,3.30 ,57.43 ,5.19 ,87.80 ,4.81 ,5.14 ,85693573.36 ,12.20 ,,
A036530,SNT홀딩스,12,2013,Annual,2149176237 ,1070812404 ,346991225 ,311174402 ,986231198 ,2149176237 ,774810996 ,569273848 ,317382506 ,74400885 ,741141 ,1374365240 ,1523619296 ,1333985340 ,87801414 ,19877446 ,1521559 ,53763061 ,94174241 ,(22586456),11154683 ,63.95 ,3.76 ,56.38 ,5.88 ,87.55 ,3.99 ,5.76 ,87801414.34 ,12.45 ,,
A036530,SNT홀딩스,12,2014,Annual,2039388864 ,994978341 ,313747344 ,283952471 ,933346465 ,2039388864 ,683347926 ,477795324 ,257490442 ,27084000 ,496019 ,1356040938 ,1552374806 ,1380123821 ,65504975 ,17983091 ,1202412 ,66985248 ,95278602 ,(53040189),(75561285),66.49 ,1.65 ,50.39 ,2.48 ,88.90 ,4.91 ,4.22 ,65504975.17 ,11.10 ,,
A036530,SNT홀딩스,12,2015,Annual,2169311305 ,1140793639 ,309931982 ,268780766 ,928315887 ,2169311305 ,640062214 ,433769566 ,216310412 ,6947267 ,241477 ,1529249091 ,1612746929 ,1331347191 ,161533664 ,20645176 ,935329 ,116419931 ,120263344 ,(47887660),42864721 ,70.49 ,0.35 ,41.85 ,0.50 ,82.55 ,8.07 ,10.02 ,161533663.80 ,17.45 ,,
