,종목명,업종명,종목코드,결산월,회계연도,주기,총자산(천원),유동자산(천원),매출채권(천원),재고자산(천원),유형자산(천원),부채및자본총계(천원),총부채(천원),유동부채(천원),매입채무(천원),단기차입금(천원),장기차입금(천원),총자본(천원),매출액(천원),매출원가(천원),영업이익(천원),연구개발비(천원),광고선전비(천원),당기순이익(천원),영업활동으로인한현금흐름(천원),투자활동으로인한현금흐름(천원),재무활동으로인한현금흐름(천원),자기자본비율(%),차입금의존도(%),부채비율(%),차입금비율(%),*매출원가율(%),ROE(당기순이익)(%),영업이익률(%),EBIT(천원),매출총이익률(%)
0,AK홀딩스,기타금융,A006840,12,2010,Annual,633518525,342091972,166423031,101257562,166260471,633518525,365777557,342038774,101219626,206392855,5735702,267740968,1301039826,1149487989,77135708,7084977,1294106,56728651,20490372,-24555432,-1619389,42.26,33.51,136.62,79.28,88.35,N/A(IFRS),5.93,77135707.71,11.65
2123,삼성전자,전기전자,A005930,12,2018,Annual,3.39E+11,1.75E+11,33867733000,28984704000,1.15E+11,3.39E+11,91604067000,69081510000,8479916000,13586660000,34963000,2.48E+11,2.44E+11,1.32E+11,58886669000,18354080000,3998491000,44344857000,67031863000,-52240453000,-15090222000,73.01,4.32,36.97,5.92,54.31,19.19,24.16,58886669000,45.69
2122,삼성전자,전기전자,A005930,12,2017,Annual,3.02E+11,1.47E+11,27695995000,24983355000,1.12E+11,3.02E+11,87260662000,67175114000,9083907000,15767619000,1756908000,2.14E+11,2.40E+11,1.29E+11,53645038000,16355612000,5350839000,42186747000,62162041000,-49385216000,-12560867000,71.08,6.23,40.68,8.77,53.97,20.71,22.39,53645038000,46.03
2118,삼성전자,전기전자,A005930,12,2013,Annual,2.14E+11,1.11E+11,24988532000,19134868000,75496388000,2.14E+11,64059008000,51315409000,8437139000,6438517000,902715000,1.50E+11,2.29E+11,1.38E+11,36785013000,14319402000,4165290000,30474764000,46707440000,-44747019000,-4137031000,70.08,5.21,42.7,7.44,60.21,22.45,16.08,36785013000,39.79
2121,삼성전자,전기전자,A005930,12,2016,Annual,2.62E+11,1.41E+11,24279211000,18353503000,91473041000,2.62E+11,69211291000,54704095000,6485039000,12746789000,1179111000,1.93E+11,2.02E+11,1.20E+11,29240672000,14111381000,4432109000,22726092000,47385644000,-29658675000,-8669514000,73.6,5.83,35.87,7.92,59.58,12.22,14.49,29240672000,40.42
2117,삼성전자,전기전자,A005930,12,2012,Annual,1.81E+11,87269017000,23861235000,17747413000,68484743000,1.81E+11,59591364000,46933052000,9489111000,8443752000,3521257000,1.21E+11,2.01E+11,1.27E+11,29049338000,11532795000,4887089000,23845285000,37972809000,-31321554000,-1864508000,67.09,8.23,49.05,12.26,62.98,21.41,14.44,29049338000,37.02
2120,삼성전자,전기전자,A005930,12,2015,Annual,2.42E+11,1.25E+11,25168026000,18811794000,86477110000,2.42E+11,63119716000,50502909000,6187291000,11155425000,193598000,1.79E+11,2.01E+11,1.23E+11,26413442000,13705695000,3852478000,19060144000,40061761000,-27167787000,-6573509000,73.94,5.32,35.25,7.19,61.54,10.98,13.16,26413442000,38.46
2119,삼성전자,전기전자,A005930,12,2014,Annual,2.30E+11,1.15E+11,24694610000,17317504000,80872950000,2.30E+11,62334770000,52013913000,7914704000,8029299000,23989000,1.68E+11,2.06E+11,1.28E+11,25025071000,14385506000,3773649000,23394358000,36975389000,-32806408000,-3057109000,72.95,4.89,37.08,6.7,62.21,14.71,12.14,25025071000,37.79
683,SK하이닉스,전기전자,A000660,12,2018,Annual,63658335000,19894146000,6319994000,4422733000,34952617000,63658335000,16806004000,13031852000,1096380000,585788000,2161566000,46852331000,40445066000,15180838000,20843750000,2284000000,92025000,15539984000,22227199000,-21428749000,-1395317000,73.6,8.3,35.87,11.27,37.53,38.53,51.54,20843750000,62.47
9,BYC,섬유의복,A001460,12,2010,Annual,410071382,153052900,21453982,122417732,46901140,410071382,127310535,100730602,13227892,54357964,0,282760847,206402089,131731753,34315549,0,2183598,21616817,7076378,-26825017,19525537,68.95,13.26,45.02,19.22,63.82,N/A(IFRS),16.63,34315549.39,36.18
2116,삼성전자,전기전자,A005930,12,2011,Annual,1.56E+11,71502063000,21882127000,15716715000,62043951000,1.56E+11,54486633000,44319014000,10276727000,9653722000,3559554000,1.01E+11,1.65E+11,1.12E+11,15644291000,9955164000,3505419000,13759043000,22917901000,-21112564000,3109729000,65.03,9.4,53.78,14.46,67.97,14.43,9.48,15644291000,32.03
682,SK하이닉스,전기전자,A000660,12,2017,Annual,45418464000,17310444000,5552795000,2640439000,24062601000,45418464000,11597545000,8116133000,758578000,192686000,2080333000,33820919000,30109434000,12701843000,13721326000,1975386000,83748000,10642219000,14690614000,-11919162000,-351906000,74.47,9.18,34.29,12.33,42.19,36.8,45.57,13721326000,57.81
4002,한국전력,전기가스업,A015760,12,2016,Annual,1.78E+11,19708526000,7188242000,5479443000,1.46E+11,1.78E+11,1.05E+11,24739226000,2610373000,805523000,1773891000,73050545000,60190384000,45549553000,12001599000,188729000,34658000,7148327000,16520552000,-9645870000,-7637476000,41.08,30.47,143.44,74.17,75.68,10.14,19.94,12001599000,24.32
4001,한국전력,전기가스업,A015760,12,2015,Annual,1.75E+11,22025325000,6810792000,4946413000,1.41E+11,1.75E+11,1.07E+11,22710842000,1957647000,603673000,1932259000,67942475000,58957722000,45457729000,11346732000,179062000,30085000,13416373000,16943105000,-9773970000,-5206619000,38.77,33.9,157.95,87.45,77.1,21.86,19.25,11346732000,22.9
4430,현대차,운수장비,A005380,12,2012,Annual,1.22E+11,33980119000,3686824000,6772864000,20739858000,1.22E+11,73620239000,32835699000,6841326000,5902119000,4142473000,47917575000,84469721000,64967273000,8440601000,686606000,2163739000,9061132000,5339686000,-7199133000,2572831000,39.43,37.22,153.64,94.4,76.91,20.54,9.99,8440601000,23.09
4431,현대차,운수장비,A005380,12,2013,Annual,1.33E+11,37677514000,3485345000,7073116000,21462587000,1.33E+11,76838690000,31919682000,6722740000,5292798000,4666030000,56582789000,87307636000,67859491000,8315497000,722732000,2087172000,8993497000,1208466000,-6620732000,5715450000,42.41,35.97,135.8,84.81,77.72,17.21,9.52,8315497000,22.28
4429,현대차,운수장비,A005380,12,2011,Annual,1.09E+11,29268662000,3845517000,6237752000,19548048000,1.09E+11,69152273000,33163508000,6666406000,7650084000,3484127000,40327702000,77797895000,58902023000,8028829000,632003000,2205031000,8104863000,4132119000,-7116095000,3108804000,36.84,39.62,171.48,107.57,75.71,22.14,10.32,8028829000,24.29
4432,현대차,운수장비,A005380,12,2014,Annual,1.47E+11,42527100000,3750092000,7417239000,22542259000,1.47E+11,84604552000,35179673000,7041529000,6825923000,7430429000,62620565000,89256319000,70126276000,7549986000,792715000,2053000000,7649468000,2120845000,-6195010000,4706977000,42.53,36.86,135.11,86.66,78.57,12.83,8.46,7549986000,21.43
18,CJ,기타금융,A001040,12,2010,Annual,13800611531,4452779399,1171933385,993188483,4952179050,13800611531,7789305352,4928881537,584595313,1736360797,539552120,6011306179,11615503495,7481766481,891085415,38798488,292303726,796524863,998728956,-234246571,-772824867,43.56,32.67,129.58,74.99,64.41,N/A(IFRS),7.67,891085415,35.59
4433,현대차,운수장비,A005380,12,2015,Annual,1.65E+11,43751933000,4468351000,9198999000,28698927000,1.65E+11,98486545000,41213520000,7081124000,9384165000,8552622000,66881401000,91958736000,73701296000,6357906000,929280000,2071836000,6509165000,1248415000,-8060288000,7213667000,40.44,39.27,147.26,97.09,80.15,10.05,6.91,6357906000,19.85
4000,한국전력,전기가스업,A015760,12,2014,Annual,1.64E+11,16819855000,7162326000,4537469000,1.36E+11,1.64E+11,1.09E+11,21600068000,3123341000,658778000,3475206000,54825010000,57474883000,49762952000,5787565000,154770000,27236000,2798967000,12045692000,-14460333000,1985176000,33.49,38.85,198.6,115.99,86.58,5.27,10.07,5787565000,13.42
619,SK,기타금융,A034730,12,2017,Annual,1.10E+11,35199914000,10727631000,8178936000,41295452000,1.10E+11,64027043000,31368057000,9588642000,2999032000,5165553000,45756420000,90612832000,79918869000,5745027000,403219000,697760000,5066482000,6930080000,-6292859000,-407998000,41.68,29.98,139.93,71.92,88.2,11.5,6.34,5745027000,11.8
539,POSCO홀딩스,철강금속,A005490,12,2018,Annual,78248265217,33651002030,8648249510,11499928316,30018272832,78248265217,31488714346,18937985495,4006134835,7487780000,4468673000,46759550870,64977777434,57005396339,5542599677,108352000,106875000,1892064406,5869724524,-2647969548,-3195047921,59.76,25.95,67.34,43.42,87.73,4.02,8.53,5542599677,12.27
532,POSCO홀딩스,철강금속,A005490,12,2011,Annual,78408837832,33556910427,10265421000,12283643560,28453184150,78408837832,37678917498,19605356852,4397278722,9572985810,4315344496,40729920334,68938725064,59823850489,5467693871,212472000,70939000,3714285845,1691565433,-5516866472,4899885370,51.95,34.25,92.51,65.94,86.78,9.37,7.93,5467693871,13.22
680,SK하이닉스,전기전자,A000660,12,2015,Annual,29677906000,9760030000,2628448000,1923376000,16966252000,29677906000,8290203000,4840698000,791373000,147948000,1512003000,21387703000,18797998000,10515353000,5336100000,1620324000,43411000,4323595000,9319520000,-7125530000,-1462257000,72.07,12.87,38.76,17.85,55.94,21.93,28.39,5336100000,44.06
618,SK,기타금융,A034730,12,2016,Annual,1.03E+11,32450042000,10398471000,6018855000,41032505000,1.03E+11,60720613000,28716610000,8897260000,2614117000,3756747000,42326724000,82729874000,73005595000,5280783000,237025000,600351000,2822484000,9110672000,-7380510000,-1622374000,41.08,30.45,143.46,74.14,88.25,6.85,6.38,5280783000,11.75
4434,현대차,운수장비,A005380,12,2016,Annual,1.79E+11,47584006000,4437552000,10523812000,29405716000,1.79E+11,1.06E+11,43609793000,6985942000,8600788000,13389983000,72344578000,93649024000,75959720000,5193500000,1019188000,2233095000,5719653000,996964000,-6311750000,5691418000,40.45,41.07,147.2,101.52,81.11,8.22,5.55,5193500000,18.89
27,CJ대한통운,운수창고업,A000120,12,2010,Annual,3909385282,737299734,411326730,14565984,1759211396,3909385282,1703459918,883908501,196972231,86230000,488778127,2205925364,2463605754,2204550193,146270478,21538,6228038,98803722,97909747,28524363,-55858740,56.43,27.39,77.22,48.55,89.48,N/A(IFRS),5.94,146270478.4,10.52
679,SK하이닉스,전기전자,A000660,12,2014,Annual,26883278000,10363514000,3732926000,1497563000,14090334000,26883278000,8846975000,5765304000,787822000,734165000,1262772000,18036303000,17125566000,9461725000,5109466000,1409530000,0,4195169000,5866691000,-6087827000,28343000,67.09,15.53,49.05,23.15,55.25,26.98,29.84,5109466000,44.75
4003,한국전력,전기가스업,A015760,12,2017,Annual,1.82E+11,19141707000,7325702000,6002086000,1.51E+11,1.82E+11,1.09E+11,23424281000,2936990000,1038328000,2434624000,72964641000,59814862000,52098855000,4953152000,212115000,114519000,1441394000,11249894000,-12606699000,745594000,40.14,30.35,149.15,75.61,87.1,1.97,8.28,4953152000,12.9
620,SK,기타금융,A034730,12,2018,Annual,1.19E+11,37128397000,10231826000,8992740000,39715921000,1.19E+11,68569119000,30007832000,9028488000,3426330000,6959921000,50887872000,1.00E+11,90673349000,4683794000,380465000,636045000,6151141000,7856509000,-10181756000,1929728000,42.6,31.28,134.75,73.42,90.53,12.73,4.68,4683794000,9.47
538,POSCO홀딩스,철강금속,A005490,12,2017,Annual,79024959080,31127418057,8583310652,9950954686,31883534695,79024959080,31560950539,18946015814,3465146314,8174817843,4802740000,47464008541,60655099617,52299188579,4621833654,125795000,119724000,2973469161,5607310244,-3817874626,-1565527907,60.06,26.77,66.49,44.57,86.22,6.37,7.62,4621833654,13.78
4435,현대차,운수장비,A005380,12,2017,Annual,1.78E+11,48439726000,3838043000,10279904000,29827142000,1.78E+11,1.03E+11,43160709000,6483875000,9889661000,12488137000,74757354000,96376079000,78798172000,4574667000,1039260000,2460378000,4546400000,3922421000,-4744413000,2181191000,41.95,40.4,138.37,96.31,81.76,6.18,4.75,4574667000,18.24
533,POSCO홀딩스,철강금속,A005490,12,2012,Annual,79265850804,31566116095,9865436000,10584645685,32276379318,79265850804,36836432389,19775000575,4389194669,7710678000,5119427000,42429418415,63604150874,56142892349,3653107747,192321000,55777000,2385606843,7319456885,-6169003105,-907627135,53.53,31.5,86.82,58.85,88.27,5.74,5.74,3653107747,11.73
1082,기아,운수장비,A000270,12,2012,Annual,32398314000,11139430000,1801731000,4222950000,9721198000,32398314000,15550252000,10000239000,4998445000,1109825000,934160000,16848062000,47242933000,36536005000,3522251000,560070000,1282854000,3864704000,4345425000,-2842577000,-1810114000,52,11.96,92.3,23.01,77.34,25.46,7.46,3522251000,22.66
1081,기아,운수장비,A000270,12,2011,Annual,30255179000,11075187000,2178699000,4302865000,9184385000,30255179000,16745469000,11421924000,4825992000,1588410000,783898000,13509710000,43190942000,33138961000,3499088000,459811000,1205120000,3519236000,4745189000,-2630548000,-1440956000,44.65,18.53,123.95,41.51,76.73,29.63,8.1,3499088000,23.27
36,CJ씨푸드,음식료품,A011150,12,2010,Annual,60766722,22624781,14724179,7241193,31226399,60766722,30561890,25425131,6464237,13625951,0,30204832,111082629,87732822,6271453,0,9998,5347162,17248427,-1744594,-17485935,49.71,22.42,101.18,45.11,78.98,N/A(IFRS),5.65,6271453.07,21.02
678,SK하이닉스,전기전자,A000660,12,2013,Annual,20797298000,6653124000,1941675000,1178300000,12129797000,20797298000,7730439000,3078239000,648793000,137979000,1730183000,13066859000,14165102000,8864587000,3379785000,968804000,0,2872857000,6372056000,-4892125000,-1499989000,62.83,21.88,59.16,34.82,62.58,25.19,23.86,3379785000,37.42
681,SK하이닉스,전기전자,A000660,12,2016,Annual,32216026000,9838982000,3251652000,2026198000,18777402000,32216026000,8192496000,4160849000,696144000,0,2095737000,24023530000,17197975000,10787139000,3276746000,1744711000,47055000,2960483000,5548922000,-6230451000,116876000,74.57,13.46,34.1,18.05,62.72,13.04,19.05,3276746000,37.28
663,SK이노베이션,화학,A096770,12,2016,Annual,32581330983,14987716062,3936959472,4445258671,13603485936,32581330983,14276285724,8736546528,4207705418,21892700,746955645,18305045259,39520538747,34561748471,3228337172,145318000,108294000,1721434289,3677753976,-2056093585,-2018612047,56.18,20.16,77.99,35.89,87.45,9.74,8.17,3228337172,12.55
664,SK이노베이션,화학,A096770,12,2017,Annual,34250146490,16220201245,4821306591,5979634285,13596238753,34250146490,14940813591,9954805119,5265305725,242879213,829563000,19309332899,46162655997,40824841000,3221786059,195693000,103832000,2145101728,2180164479,-1066146599,-1670731505,56.38,16.29,77.38,28.89,88.44,11.41,6.98,3221786059,11.56
535,POSCO홀딩스,철강금속,A005490,12,2014,Annual,85252172613,32627381902,10814599665,10471329728,35241195102,85252172613,39960808435,21877008745,3950786069,9244477381,7250451367,45291364178,65098445304,57815040908,3213530266,175195000,104485000,556659146,3412099310,-3745181888,135111808,53.13,32.23,88.23,60.66,88.81,1.22,4.94,3213530266,11.19
1083,기아,운수장비,A000270,12,2013,Annual,36182040000,13472386000,2072818000,4331367000,9777005000,36182040000,15927245000,10806238000,5192589000,876376000,604968000,20254795000,47597897000,37511941000,3177100000,563270000,1227916000,3817059000,4776593000,-3513940000,-791207000,55.98,9.23,78.63,16.49,78.81,20.58,6.67,3177100000,21.19
4378,현대모비스,운수장비,A012330,12,2014,Annual,39111916000,17626908000,6075050000,2390858000,4434917000,39111916000,15825813000,7874561000,4579587000,1401400000,965546000,23286103000,35126612000,30003408000,3141242000,487182000,44627000,3392512000,846587000,-186575000,-222337000,59.54,7.31,67.96,12.28,85.42,15.61,8.94,3141242000,14.58
534,POSCO홀딩스,철강금속,A005490,12,2013,Annual,84455406685,31666211066,10299825900,9798380584,35760118644,84455406685,38633376655,20241158836,4231322292,7356696983,6974774671,45822030030,61864649859,55004590605,2996133864,192805000,105663000,1355180338,4858135043,-8751669532,3532335704,54.26,31.14,84.31,57.4,88.91,3.07,4.84,2996133864,11.09
45,CJ제일제당,음식료품,A097950,12,2010,Annual,6002563148,2192773428,625517765,786778634,2803094348,6002563148,3331015031,2400121321,260739680,1065015226,170866548,2671548117,5777780773,4039076388,452371057,30404404,68119949,659757234,350651757,481193580,-752212963,44.51,32.05,124.68,72,69.91,N/A(IFRS),7.83,452371057,30.09
658,SK이노베이션,화학,A096770,12,2011,Annual,35026880858,19886931642,6080036951,7481836856,11376913626,35026880858,20195271278,14305452178,7189399861,2781677319,1300742674,14831609580,68371154904,63551358203,2959482973,153831000,128871000,3175843551,2722080392,813693022,-2084756015,42.34,25.28,136.16,59.69,92.95,24.07,4.33,2959482973,7.05
4379,현대모비스,운수장비,A012330,12,2015,Annual,37774833000,15924838000,6265009000,2562318000,7946738000,37774833000,12098593000,8290621000,4444205000,1564508000,1305498000,25676240000,36019749000,30871919000,2934571000,574814000,52945000,3040049000,4351865000,-4948606000,169827000,67.97,8.53,47.12,12.55,85.71,12.42,8.15,2934571000,14.29
1798,롯데케미칼,화학,A011170,12,2017,Annual,19550971101,8225469338,1599996690,1535989484,6716184181,19550971101,7296204039,3790891300,1186008323,703496377,1415497565,12254767061,15874510690,12081876223,2929720958,91748183,18826239,2284576938,3129011398,-4717557638,1114530248,62.68,21.49,59.54,34.29,76.11,21.1,18.46,2929720958,23.89
457,LG화학,화학,A051910,12,2017,Annual,25041221000,11205581000,4448669000,3352454000,11211482000,25041221000,8702644000,6644689000,2014779000,957868000,518955000,16338577000,25698014000,20134488000,2928457000,146645000,29345000,2021973000,3180748000,-1640356000,-736537000,65.25,12.16,53.26,18.64,78.35,13.31,11.4,2928457000,21.65
4377,현대모비스,운수장비,A012330,12,2013,Annual,34430309000,15492400000,5598307000,2314116000,3887441000,34430309000,14237123000,7158560000,4184102000,1564730000,1090165000,20193186000,34198594000,29385646000,2924404000,394856000,45432000,3396421000,1879596000,-2403014000,206210000,58.65,8.5,70.5,14.49,85.93,18.24,8.55,2924404000,14.07
4376,현대모비스,운수장비,A012330,12,2012,Annual,30046996000,13793445000,5159529000,1968434000,3713885000,30046996000,13007282000,7066349000,3909002000,1658720000,695733000,17039714000,30789019000,26244835000,2906385000,348091000,51832000,3542013000,3113454000,-2014313000,-295385000,56.71,8.57,76.34,15.11,85.24,22.97,9.44,2906385000,14.76
4380,현대모비스,운수장비,A012330,12,2016,Annual,41711608000,18263133000,7143301000,2830135000,8516416000,41711608000,13153619000,8833409000,5270501000,1453385000,1666861000,28557989000,38261745000,32966019000,2904692000,625968000,57529000,3047282000,2017786000,-2124488000,-336315000,68.47,7.89,46.06,11.52,86.16,11.24,7.59,2904692000,13.84
537,POSCO홀딩스,철강금속,A005490,12,2016,Annual,79762994520,29303834312,9329798894,9051721166,33770338871,79762994520,33924600214,18915396087,4073285613,7979727000,6364813005,45838394306,53083512926,46393962164,2844324579,120608000,86141000,1048168660,5269417624,-3754627358,-3950967040,57.47,28.61,74.01,49.78,87.4,2.31,5.36,2844324579,12.6
54,CS홀딩스,기타금융,A000590,12,2010,Annual,161071811,50527754,10962201,10181543,60331490,161071811,21809349,13337575,9236524,1546150,0,139262461,83543854,70537450,3950399,0,1125,4998486,8352140,-3142928,177013,86.46,0.96,15.66,1.11,84.43,N/A(IFRS),4.73,3950398.79,15.57
451,LG화학,화학,A051910,12,2011,Annual,15285554000,7256212000,3117239000,2475233000,7375955000,15285554000,5577875000,4723904000,1503106000,1451823000,385122000,9707679000,22675593000,18594862000,2818758000,0,18378000,2169670000,2240339000,-2280450000,63012000,63.51,16.53,57.46,26.03,82,24.72,12.43,2818758000,18
449,LG전자,전기전자,A066570,12,2018,Annual,44328443000,19362854000,6371594000,6021356000,13333951000,44328443000,28021536000,17135029000,7216739000,293221000,4241936000,16306907000,61341664000,46260620000,2703291000,2324022000,0,1472814000,4541566000,-4420289000,819254000,36.79,24.59,171.84,66.85,75.41,9.51,4.41,2703291000,24.59
4375,현대모비스,운수장비,A012330,12,2011,Annual,22575648000,10063527000,4700944000,1836981000,3319376000,22575648000,8781092000,7026548000,3436093000,2136190000,227510000,13794556000,26294579000,22256842000,2637271000,317432000,53228000,3026845000,2159413000,-2852127000,278608000,61.1,12.33,63.66,20.19,84.64,24.45,10.03,2637271000,15.36
1084,기아,운수장비,A000270,12,2014,Annual,41044202000,16655401000,2419265000,6080582000,10114317000,41044202000,18560337000,11974338000,5888191000,1389833000,2069900000,22483865000,47097049000,37754115000,2572549000,623603000,1088821000,2993593000,2363825000,-2983406000,986491000,54.78,11.45,82.55,20.91,80.16,14.01,5.46,2572549000,19.84
1797,롯데케미칼,화학,A011170,12,2016,Annual,15866834170,5851675896,1483685544,1477157254,5546663157,15866834170,6466016999,3448810302,911627019,1414679503,545848147,9400817170,13223540874,9956835878,2544253936,63602150,5514450,1837184919,2700639429,-3564635824,1100504036,59.25,26.38,68.78,44.52,75.3,21.67,19.24,2544253936,24.7
448,LG전자,전기전자,A066570,12,2017,Annual,41220959000,19194969000,8178213000,5908437000,11800782000,41220959000,26547275000,17536470000,8137526000,314246000,2864425000,14673684000,61396284000,46737563000,2468549000,2386876000,0,1869518000,2166270000,-2582872000,840836000,35.6,22.93,180.92,64.4,76.12,13.34,4.02,2468549000,23.88
412,LG디스플레이,전기전자,A034220,12,2017,Annual,29159687000,10473703000,4325120000,2350084000,16201960000,29159687000,14178177000,8978682000,2875090000,0,2644189000,14981510000,27790216000,22424661000,2461618000,1213432000,236440000,1937052000,6764201000,-6481072000,862242000,51.38,19.22,94.64,37.4,80.69,13.62,8.86,2461618000,19.31
1086,기아,운수장비,A000270,12,2016,Annual,50889260000,20912221000,2402540000,8854373000,13493203000,50889260000,24309836000,16246900000,6128049000,2876276000,2271634000,26579424000,52712906000,42281590000,2461480000,792435000,1333420000,2754640000,3275882000,-2312301000,945401000,52.23,15.85,91.46,30.36,80.21,10.85,4.67,2461480000,19.79
63,DB,서비스업,A012030,12,2010,Annual,679304595,125020898,72533588,15963174,58374368,679304595,383448981,308010373,68197566,56684725,387250,295855615,192315364,172484644,-3978995,2730323,55356,4221758,-49486839,-31336091,69002542,43.55,34.94,129.61,80.22,89.69,N/A(IFRS),-2.07,-3978995.1,10.31
4436,현대차,운수장비,A005380,12,2018,Annual,1.81E+11,47143512000,3595993000,10714858000,30545608000,1.81E+11,1.07E+11,49438414000,7655630000,12249850000,9985250000,73896010000,96812609000,81670479000,2422165000,1125603000,2308527000,1645019000,3764265000,-2415064000,-880782000,40.9,40.57,144.47,99.19,84.36,2.21,2.5,2422165000,15.64
536,POSCO홀딩스,철강금속,A005490,12,2015,Annual,80408759246,29180888772,8953245197,8225205235,34522854931,80408759246,35338537276,20130925777,3125347787,8415759954,6738125430,45070221970,58192344561,51658097330,2410042582,135508000,90698000,-96181234,7601828932,-4534676340,-2241601331,56.05,31.42,78.41,56.05,88.77,-0.21,4.14,2410042582,11.23
1085,기아,운수장비,A000270,12,2015,Annual,45980113000,18390784000,2388911000,7695346000,13042121000,45980113000,21776082000,14579485000,5885651000,1512424000,2604889000,24204031000,49521447000,39653769000,2354273000,766101000,1232467000,2630600000,3375248000,-5613823000,906397000,52.64,13.74,89.97,26.1,80.07,11.27,4.75,2354273000,19.93
667,SK텔레콤,통신업,A017670,12,2011,Annual,24366036429,6117478958,1823169889,219589981,9030998201,24366036429,11633327382,6673589809,195390567,700712890,323852413,12732709047,15926468674,0,2295613330,271381535,374269358,1582073280,6306394700,-4239061009,-1079314842,52.26,24.45,91.37,46.8,0,12.59,14.41,2295613330,100
458,LG화학,화학,A051910,12,2018,Annual,28944137000,12088512000,4381199000,4289463000,13839198000,28944137000,11622009000,7273534000,2165969000,1254142000,981858000,17322128000,28183013000,22836816000,2246070000,186286000,32486000,1519312000,2124969000,-3639046000,1793848000,59.85,18.38,67.09,30.72,81.03,9.03,7.97,2246070000,18.97
152,GS,기타금융,A078930,12,2018,Annual,22630978000,3285134000,1022970000,502910000,8534506000,22630978000,12105993000,4568776000,820522000,1225542000,2414881000,10524985000,17744385000,13650612000,2209837000,0,22353000,1030460000,1269197000,-835889000,-515034000,46.51,39.82,115.02,85.62,76.93,10.21,12.45,2209837000,23.07
403,LG,기타금융,A003550,12,2017,Annual,21647697000,5367809000,3023304000,109989000,1911540000,21647697000,5468186000,3943608000,2261617000,59086000,145390000,16179511000,11841058000,9293904000,2185820000,16763000,5004000,2435559000,1058441000,-689285000,-139815000,74.74,6.43,33.8,8.61,78.49,16.02,18.46,2185820000,21.51
4318,한화,화학,A000880,12,2017,Annual,1.60E+11,11619692000,3715294000,2690791000,10176341000,1.60E+11,1.44E+11,12930690000,2627321000,3161855000,2664386000,15964746000,50404436000,45921118000,2158931000,0,95297000,1310937000,5138487000,-5665795000,-304926000,9.97,6.83,903.43,68.55,91.11,8.68,4.28,2158931000,8.89
72,DB하이텍,전기전자,A000990,12,2010,Annual,1381251114,311090151,102333154,79723938,823918082,1381251114,983234957,138335841,30639171,5000152,760366029,398016157,620043034,753813405,-281206104,78714341,0,-191152903,43845614,267729583,-292554408,28.82,56.82,247.03,197.18,121.57,N/A(IFRS),-45.35,-281206103.6,-21.57
665,SK이노베이션,화학,A096770,12,2018,Annual,35853382513,16634727479,4413855000,6151889697,13685031864,35853382513,16679128289,8866633214,4588331578,153742080,1174794000,19174254224,54216524175,50251193139,2103165092,233578000,78326000,1699046923,1699481670,-2469385304,604266744,53.48,22.35,86.99,41.79,92.69,8.83,3.88,2103165092,7.31
151,GS,기타금융,A078930,12,2017,Annual,22003689000,2874908000,980700000,532893000,8401361000,22003689000,12341065000,4450670000,1009289000,1112598000,2197979000,9662624000,15580063000,11925716000,2040801000,0,22585000,1091904000,1306478000,-1418200000,334510000,43.91,41.21,127.72,93.84,76.54,11.75,13.1,2040801000,23.46
4382,현대모비스,운수장비,A012330,12,2018,Annual,43071132000,19720482000,6444696000,2762915000,8029517000,43071132000,12367704000,8242176000,4554325000,1123164000,1059033000,30703428000,35149219000,30582215000,2024957000,754450000,59300000,1888206000,1610128000,-943963000,-720598000,71.29,6.27,40.28,8.8,87.01,6.29,5.76,2024957000,12.99
4381,현대모비스,운수장비,A012330,12,2017,Annual,41736819000,18217814000,6047541000,2690294000,8206353000,41736819000,12377861000,7893236000,4264709000,1235504000,1320438000,29358958000,35144580000,30679362000,2024929000,688861000,59994000,1557723000,1948742000,-1065543000,-395535000,70.34,7.35,42.16,10.45,87.29,5.38,5.76,2024929000,12.71
669,SK텔레콤,통신업,A017670,12,2013,Annual,26576515000,5123415000,2257316000,177120000,10196607000,26576515000,12409958000,6069220000,214716000,260000000,104808000,14166557000,16602054000,0,2011109000,352385000,394066000,1609549000,3558570000,-2506477000,-573157000,53.3,24.62,87.6,46.18,0,11.91,12.11,2011109000,100
456,LG화학,화학,A051910,12,2016,Annual,20487060000,9226934000,3533699000,2965191000,9680133000,20487060000,6436093000,5446851000,1723252000,1633898000,607996000,14050967000,20659296000,16595060000,1991920000,125976000,21846000,1280994000,2516697000,-1736799000,-1007281000,68.58,14.11,45.81,20.57,80.33,9.43,9.64,1991920000,19.67
662,SK이노베이션,화학,A096770,12,2015,Annual,31359835736,12842183353,3477224150,3559799675,13914156195,31359835736,14313499515,7494013739,2754331575,389337883,665120000,17046336221,48356320414,44196843778,1979564947,165425000,95825000,867676735,4085705058,-1345352677,-2768287567,54.36,26.07,83.97,47.96,91.4,5.24,4.09,1979564947,8.6
1799,롯데케미칼,화학,A011170,12,2018,Annual,20799138833,8143917539,1479818276,1777344107,8036093695,20799138833,7254811593,3961420261,858015353,806210466,1702087325,13544327241,16073061465,13368922712,1946177382,92366856,54510901,1641934138,1380927826,-1763101864,44829296,65.12,23.01,53.56,35.34,83.18,12.73,12.11,1946177382,16.82
