,종목명,업종명,종목코드,결산월,회계연도,주기,총자산(천원),유동자산(천원),매출채권(천원),재고자산(천원),유형자산(천원),부채및자본총계(천원),총부채(천원),유동부채(천원),매입채무(천원),단기차입금(천원),장기차입금(천원),총자본(천원),매출액(천원),매출원가(천원),영업이익(천원),연구개발비(천원),광고선전비(천원),당기순이익(천원),영업활동으로인한현금흐름(천원),투자활동으로인한현금흐름(천원),재무활동으로인한현금흐름(천원),자기자본비율(%),차입금의존도(%),부채비율(%),차입금비율(%),*매출원가율(%),ROE(당기순이익)(%),영업이익률(%),EBIT(천원),매출총이익률(%)
4037,한국철강,철강금속,A104700,12,2015,Annual,896577601,435601056,151135264,75648412,425012456,896577601,167761255,131982272,85599788,0,0,728816347,684536729,581873259,65128919,511128,71954,53619387,104742640,-88364057,-21451126,81.29,0,23.02,0,85,7.55,9.51,65128918.75,15
1599,동성케미컬,서비스업,A102260,12,2016,Annual,872052701,401977681,149437474,113750633,336643920,872052701,431405478,333584039,89390073,136710395,61226045,440647223,852912858,697126952,65039524,1697997,238593,52979286,78305380,-49732325,-17773913,50.53,27.36,97.9,54.15,81.73,12.63,7.63,65039523.53,18.27
1053,금호석유,화학,A011780,12,2010,Annual,4120898122,1403076046,702744107,450401572,1774416737,4120898122,3227768232,2239547327,356674451,655038830,500010230,893129890,4957000454,4233705457,560348736,28984262,4794000,345969033,445036799,-115406142,-285221326,21.67,60.4,361.4,278.71,85.41,N/A(IFRS),11.3,560348735.7,14.59
2506,세원정공,운수장비,A021820,6,2014,Annual,540744180,305728081,70206328,15211540,151142145,540744180,104785825,85568028,52770213,0,0,435958354,365170762,283216210,65006974,0,1400,67974435,81205890,-57709805,-6535735,80.62,1.65,24.04,2.05,77.56,16.21,17.8,65006974.12,22.44
2110,삼성전기,전기전자,A009150,12,2014,Annual,7718611985,3553986685,900125428,841199605,2925856975,7718611985,3075815905,2151001956,391168251,671079854,596680786,4642796080,6100447148,5065010616,64948969,340238506,0,508911818,372643433,-372193999,-21835571,60.15,22.19,66.25,36.9,83.03,11.44,1.06,64948969.15,16.97
3314,일진디스플,전기전자,A020760,12,2012,Annual,272594180,158426282,62396597,24854385,87046136,272594180,121732347,113475722,55454565,27152611,3654979,150861833,596517682,504511655,64563711,8625286,255887,64131776,96094274,-43766669,-21108971,55.34,13.52,80.69,24.42,84.58,53.3,10.82,64563711.07,15.42
1607,동아쏘시오홀딩스,기타금융,A000640,12,2015,Annual,1223518090,373047061,83343532,154736753,440834808,1223518090,620876555,535527008,31221602,315951301,39722610,602641535,704734520,437937615,64359437,37216902,35760581,66614889,80936807,-106923702,11103795,49.25,35.13,103.03,71.31,62.14,11.72,9.13,64359436.57,37.86
30,CJ대한통운,운수창고업,A000120,12,2013,Annual,4608720687,1329685385,693587719,14854492,1816461640,4608720687,2360513240,956993741,341668380,249048598,804918021,2248207446,3795045156,3497499003,64177360,0,6932050,-60061094,-73828143,-127284077,161392732,48.78,36.38,105,74.57,92.16,-2.62,1.69,64177360.06,7.84
2725,아세아,서비스업,A002030,12,2017,Annual,1816402594,628466210,263278887,101056162,961682393,1816402594,553498913,298976061,68016664,98510459,93979034,1262903681,1197764022,1010331253,64147138,3549728,180129,73488619,37274973,-50529933,50014860,69.53,11.98,43.83,17.23,84.35,5.91,5.36,64147138.41,15.65
1371,대원강업,운수장비,A000430,12,2013,Annual,1168191180,410124828,205066746,117058334,698470934,1168191180,682016074,552656731,189080818,301584843,58707255,486175106,1010584395,877265643,63809138,2825755,349153,37787880,50647710,-144914614,102084321,41.62,31.44,140.28,75.55,86.81,8.05,6.31,63809138.08,13.19
2182,삼양홀딩스,기타금융,A000070,12,2014,Annual,2795940327,1122155128,191619000,280713002,964599262,2795940327,1141550789,677342227,142136000,329668332,104482489,1654389538,2213366509,1864277672,63782114,24299000,8694000,21003634,128059186,-185581725,102300448,59.17,24.77,69,41.85,84.23,1.27,2.88,63782114.05,15.77
1062,금호전기,전기전자,A001210,12,2010,Annual,528240369,234259164,72081663,71520177,237388616,528240369,252026054,161773912,33436187,70170786,65384850,276214314,380501651,296268218,31163972,3612638,1185544,6212658,-4567205,1862808,29328023,52.29,34.54,91.24,66.06,77.86,N/A(IFRS),8.19,31163972.4,22.14
1127,남양유업,음식료품,A003920,12,2012,Annual,1033300099,621301682,167867260,150831980,285201946,1033300099,162464525,128763541,85406458,0,0,870835574,1365023790,950847582,63729180,0,110383687,61072044,-99151776,14136697,-2272272,84.28,0,18.66,0,69.66,7.23,4.67,63729180.44,30.34
1369,대원강업,운수장비,A000430,12,2011,Annual,955647662,379863870,201617138,124489326,527008619,955647662,548557063,442454321,175840079,203733983,46999996,407090599,996447093,867109023,63446901,0,326788,42429775,35441949,-67793519,50707949,42.6,27.28,134.75,64.05,87.02,11.44,6.37,63446901.15,12.98
3037,유니드,화학,A014830,12,2014,Annual,831508123,383842608,148204620,85223057,360417085,831508123,301940625,243745680,32325037,131705378,37402006,529567498,669132585,507800869,63419148,6408644,43895,45705263,66982882,-18335670,-87209766,63.69,25.51,57.02,40.06,75.89,8.93,9.48,63419148.45,24.11
2350,서연,기타금융,A007860,12,2011,Annual,1218064342,659775502,354943080,105099582,437905570,1218064342,777547476,657340534,341323848,197308933,45135375,440516867,1372835026,1243539523,63379518,0,216030,65846908,83098350,-143785083,40617025,36.17,21.33,176.51,58.99,90.58,16.84,4.62,63379518,9.42
2788,에스엘,운수장비,A005850,12,2017,Annual,1600258898,793899784,242047819,142917886,376174964,1600258898,577073770,431068930,152882457,173699335,34001020,1023185128,1489427601,1321406611,63359409,11189064,331594,100021666,151218719,-123745888,-35263067,63.94,13.76,56.4,21.52,88.72,10.11,4.25,63359409.07,11.28
3152,이수화학,화학,A005950,12,2012,Annual,1308917043,659068381,218887093,122018593,186316857,1308917043,835535252,546115565,97013389,175985298,194140463,473381791,2236692743,2102851182,63333222,6117373,250075,14996745,-28855714,-55853111,131077911,36.17,44.62,176.5,123.38,94.02,3.23,2.83,63333222.42,5.98
2786,에스엘,운수장비,A005850,12,2015,Annual,1548269652,766545101,254974547,137862683,399059638,1548269652,702701960,556373590,196926682,217516775,51258534,845567692,1395133199,1219126438,63278306,7569531,167344,72740935,154181919,-148800334,50642239,54.61,17.66,83.1,32.34,87.38,8.96,4.54,63278305.88,12.62
1747,디와이,기타금융,A013570,12,2011,Annual,551280039,316859880,162359414,89149927,214915718,551280039,253718650,151343203,47548105,45355204,83905472,297561389,727979501,609875512,63271055,366885,0,42139569,52006285,-114624150,67143611,53.98,28.97,85.27,53.68,83.78,15.17,8.69,63271055.11,16.22
1071,기신정기,기계,A092440,3,2010,Annual,198468877,115746274,22951336,16706170,76139705,198468877,11503582,9492852,3184314,0,283200,186965294,96807290,71050693,16331089,0,133866,14370127,20433681,-16071576,-6298864,94.2,0.29,6.15,0.3,73.39,N/A(IFRS),16.87,16331088.88,26.61
4133,한세실업,섬유의복,A105630,12,2012,Annual,585712033,397799286,69659447,144842582,77268753,585712033,351354612,301783152,43379309,222218806,21595213,234357421,1129564400,906179115,63081651,0,1086971,52602175,40780325,-73251809,26529689,40.01,41.73,149.92,104.29,80.22,24.87,5.58,63081650.72,19.78
4143,한세예스24홀딩스,섬유의복,A016450,12,2013,Annual,873460346,536847881,89047496,189833542,141946762,873460346,501540084,416125826,70235216,255462780,42485331,371920263,1571238706,1273626904,62911967,1168694,3889695,45709951,23231178,-72932073,40928081,42.58,34.75,134.85,81.62,81.06,12.99,4,62911967.43,18.94
3667,크라운해태홀딩스,기타금융,A005740,12,2014,Annual,1089820120,283787806,171939390,71259659,551591689,1089820120,825080353,434173036,129439335,86886490,112361111,264739767,1084125414,652586939,62770834,0,23503789,23775601,88261462,-32800174,-47725429,24.29,45.66,311.66,187.98,60.19,9.41,5.79,62770833.72,39.81
1370,대원강업,운수장비,A000430,12,2012,Annual,988715803,354743495,192758341,116186463,587018250,988715803,535723729,432522217,166674065,206448774,33507880,452992073,1000413534,863391461,62683423,0,283562,48819238,77096633,-85983045,1978219,45.82,26.11,118.26,56.98,86.3,11.35,6.27,62683423.03,13.7
3156,이수화학,화학,A005950,12,2016,Annual,1097878605,591153361,269216581,131735905,200598683,1097878605,753761047,604948339,132990099,239382088,57909939,344117558,1515417587,1383704228,62632548,10389100,244624,7863436,82449732,-9651726,-25198917,31.34,39.95,219.04,127.45,91.31,2.26,4.13,62632548,8.69
2504,세원정공,운수장비,A021820,6,2012,Annual,429357512,214428316,61335043,8520003,144113883,429357512,115028999,90753764,44654193,17650233,7767561,314328513,307560650,232063765,62572304,0,0,70732875,82574143,-81995486,7715790,73.21,9.09,36.6,12.42,75.45,25.77,20.34,62572304,24.55
3108,유한양행,의약품,A000100,12,2013,Annual,1513968939,719523707,203844478,141440996,225098952,1513968939,285723239,228284673,111068668,26100000,18500000,1228245700,943609131,649836701,61839790,32027048,28669737,86461208,79777959,-10579413,5711269,81.13,3.44,23.26,4.24,68.87,7.16,6.55,61839789.84,31.13
506,NICE,서비스업,A034310,12,2012,Annual,790650223,340529540,76621651,7149484,215763615,790650223,275524670,234648490,16129929,60965250,0,515125554,500231317,0,61791361,1851135,1396836,55333552,80681561,-37336952,-12858003,65.15,10.02,53.49,15.37,0,13.22,12.35,61791361.45,100
1080,기아,운수장비,A000270,12,2010,Annual,26275144000,9763671000,2278562000,3581101000,8563541000,26275144000,16027027000,11627539000,4774977000,2156534000,1342808000,10248117000,35826955000,27905367000,2369852000,336922000,969530000,2698330000,5272537000,-2296053000,-3343298000,39,24.13,156.39,61.87,77.89,N/A(IFRS),6.61,2369852000,22.11
206,HJ중공업,건설업,A097230,12,2018,Annual,2733620000,1720906000,109666000,519198000,638765000,2733620000,3441806000,2140149000,197744000,104816000,1071786000,-708186000,1697869000,1557089000,61676000,2209000,484000,-1283647000,420195000,-2020000,-318234000,0,61.17,90000,65000,91.71,-4.73,3.63,61676000,8.29
347,KPX홀딩스,화학,A092230,12,2015,Annual,1171162837,485948241,145129110,111097340,364367386,1171162837,272588266,255669879,66077861,108351064,0,898574571,1013970585,900790705,61532342,621808,168550,61528344,60715584,-76032013,-2760501,76.72,13.31,30.34,17.35,88.84,7,6.07,61532342.35,11.16
2265,삼천리,전기가스업,A004690,12,2016,Annual,3690167118,1202758041,442594944,33392662,2219471376,3690167118,2327177355,796315752,548747428,28380175,828892156,1362989763,3060058802,2763068560,61511422,591953,4422580,20057055,329878875,-194443075,-65066689,36.94,32.45,170.74,87.87,90.29,1.48,2.01,61511422.3,9.71
346,KPX홀딩스,화학,A092230,12,2014,Annual,1154028780,489660132,151585207,103882166,332687366,1154028780,295233534,215162311,79703104,95019932,47830000,858795246,1106720002,992174145,61197475,1047487,13913,38096267,92991322,-124972368,45717595,74.42,12.5,34.38,16.8,89.65,4.43,5.53,61197474.6,10.35
1234,대교,서비스업,A019680,12,2011,Annual,858490568,334482423,46084565,32429947,149928005,858490568,214709391,173902115,11494752,20540247,936214,643781177,908020301,738988928,61151303,0,33261000,50427956,40387553,-53945796,-15774696,74.99,2.5,33.35,3.34,81.38,7.58,6.73,61151302.53,18.62
2266,삼천리,전기가스업,A004690,12,2017,Annual,3704259229,1185500907,500102437,16083136,2226888521,3704259229,2348443141,908736795,519130364,23247248,787356157,1355816089,3295097686,2976575845,61136424,124800,6152096,5128383,100148311,-10678300,-45984225,36.6,30.96,173.21,84.58,90.33,0.38,1.86,61136423.54,9.67
1356,대웅,의약품,A003090,12,2016,Annual,1467286018,698865247,163519165,221444119,560691247,1467286018,602653923,265466787,74400157,24051888,0,864632095,1014965932,554400776,60994092,112694144,40429819,34573862,18755842,-181849218,168744246,58.93,28.15,69.7,47.78,54.62,4.08,6.01,60994092.02,45.38
176,HDC현대EP,화학,A089470,12,2015,Annual,560624379,356051256,224464533,88626477,137137974,560624379,341952333,288053714,90481714,152406737,44186210,218672046,867748204,757349162,60719269,3802797,1512756,44857061,62169734,-4545335,-38169285,39.01,38.39,156.38,98.41,87.28,22.56,7,60719268.61,12.72
1089,까뮤이앤씨,건설업,A013700,12,2010,Annual,353998983,170860319,120408096,8186612,56473297,353998983,190710216,143708737,32493157,43624666,1466667,163288767,219370206,195430332,15294125,303,6148,1651183,-27527429,1543303,20198571,46.13,26.86,116.79,58.24,89.09,N/A(IFRS),6.97,15294125,10.91
3642,코오롱글로벌,건설업,A003070,12,2016,Annual,2083700283,1000326735,315918967,180971510,391674394,2083700283,1647488013,1304205444,567483543,246202644,48836387,436212269,3185076053,2893269333,60691919,290000,1287000,6137320,97891993,-64897614,-29430960,20.93,28.16,377.68,134.49,90.84,1.4,1.91,60691918.74,9.16
718,SNT홀딩스,기타금융,A036530,12,2017,Annual,2146174938,1187727595,309621499,215870141,880843802,2146174938,626881784,448821933,244821803,6520000,0,1519293154,1508152132,1303372403,60637139,19561190,1067126,25863066,104208804,-87582797,-31461098,70.79,0.31,41.26,0.44,86.42,1.7,4.02,60637139.39,13.58
2723,아세아,서비스업,A002030,12,2015,Annual,1592617349,494850076,221495376,89220850,865753504,1592617349,430920177,210894292,51800612,49720841,48747638,1161697172,1051931153,874466561,60539835,2659414,207561,8209681,83646966,-15865094,-64626155,72.94,6.73,37.09,9.23,83.13,0.71,5.76,60539834.7,16.87
4134,한세실업,섬유의복,A105630,12,2013,Annual,682383723,449558383,76069406,163174776,94685772,682383723,410285567,338175990,42396802,248212780,41735331,272098156,1238695256,1010426722,60177644,0,1341922,42438718,27081874,-59509427,44867031,39.87,42.87,150.79,107.52,81.57,16.76,4.86,60177644.09,18.43
2507,세원정공,운수장비,A021820,6,2015,Annual,603983800,370221348,86140373,30759920,142773725,603983800,77565179,56474201,39639849,0,0,526418621,366602546,288020857,60125567,0,0,64116921,71542353,-95033653,-13337160,87.16,0,14.73,0,78.56,13.32,16.4,60125566.55,21.44
728,SPC삼립,음식료품,A005610,12,2018,Annual,752266530,340161799,192896062,132572750,323315853,752266530,438315150,407678727,145183538,117516844,22900000,313951379,2220233843,1873582901,59920179,0,10588804,42169212,68428779,-43829343,-36437260,41.73,24.25,139.61,58.1,84.39,14.2,2.7,59920179.38,15.61
3315,일진디스플,전기전자,A020760,12,2013,Annual,250179799,83744865,34586123,30323960,140365222,250179799,99785682,91302360,31753598,29649075,146667,150394117,659142079,574417441,59865111,9778506,195114,48115961,71999680,-69609238,-51158375,60.11,12.51,66.35,20.82,87.15,31.94,9.08,59865110.83,12.85
2785,에스엘,운수장비,A005850,12,2014,Annual,1379439277,699305502,279507565,139318555,316092091,1379439277,601294890,500323245,219288572,193327296,11001746,778144387,1359380094,1209538168,59710128,4153284,488126,101220822,90676542,-78857229,-16527170,56.41,14.81,77.27,26.26,88.98,13.79,4.39,59710127.68,11.02
1098,깨끗한나라,종이목재,A004540,12,2010,Annual,427594954,106609730,51352396,47047142,306115303,427594954,324222534,282553169,64648523,167380998,3173379,103372419,516241542,440323299,12953368,0,8918382,4083599,24473462,-17627410,-23946483,24.18,46.5,313.65,192.33,85.29,N/A(IFRS),2.51,12953368.31,14.71
1374,대원강업,운수장비,A000430,12,2016,Annual,1288363972,473739246,256724209,99611205,741898010,1288363972,734192576,586351352,174451254,294494890,63926792,554171396,1076116262,940424112,59687893,0,221135,46141124,90552535,-87461744,20008221,43.01,29.64,132.48,68.9,87.39,8.67,5.55,59687893.45,12.61
759,TKG휴켐스,화학,A069260,12,2013,Annual,776494191,402379039,105703410,32396786,320982838,776494191,312941447,163172819,54402894,34687648,84326282,463552743,795714488,697621713,59660817,0,0,50290636,86893076,-61876358,-31504482,59.7,29.31,67.51,49.1,87.67,10.88,7.5,59660816.5,12.33
343,KPX홀딩스,화학,A092230,12,2011,Annual,1133171774,548635556,176263308,95705457,362541899,1133171774,284281300,230476707,97033552,100301084,32693520,848890474,1216607734,1112381981,59538222,126357,196462,62735096,33821749,-19163697,27331684,74.91,11.79,33.49,15.74,91.43,7.61,4.89,59538222.44,8.57
3516,진흥기업,건설업,A002780,12,2016,Annual,302077701,208023245,50235292,3801096,4117301,302077701,312086410,242110302,182002666,11693690,10416024,-10008709,646578598,577097371,59522026,0,28345,-75220395,-42774919,68376683,-14887167,0,10.29,90000,65000,89.25,-269.23,9.21,59522025.71,10.75
106,DN오토모티브,전기전자,A007340,12,2017,Annual,778625093,387821769,150747148,119221249,280883173,778625093,265832535,247317755,121632114,84861927,4131495,512792557,877858995,747020699,59471061,506992,356814,53477949,79757790,-45099051,-50949483,65.86,11.86,51.84,18,85.1,8.21,6.77,59471060.79,14.9
1360,대웅제약,의약품,A069620,12,2011,Annual,498461064,242715243,90537031,84718666,107974350,498461064,136044497,117921310,42234650,1740619,0,362416568,710547146,409830898,59288726,19519569,27671280,50728105,78822881,-18043142,-63968197,72.71,6.37,37.54,8.75,57.68,14.82,8.34,59288726.41,42.32
2068,사조산업,"농업, 임업 및 어업",A007160,12,2017,Annual,1057266170,271494824,56602111,118153337,430292503,1057266170,591660620,424026848,0,248662110,99518678,465605549,816027207,706779308,59117627,0,0,54127598,66405115,-16527866,-46024697,44.04,33.89,127.07,76.96,86.61,12.4,7.24,59117627,13.39
309,KG케미칼,화학,A001390,12,2013,Annual,911141519,534449977,125007695,34436886,190073583,911141519,498871936,382189876,33371292,114300842,19877970,412269584,850561127,657069442,59046757,3721295,2960339,22995924,62462929,91340046,-100020354,45.25,24.5,121.01,54.16,77.25,6.13,6.94,59046756.97,22.75
1107,남선알미늄,철강금속,A008350,12,2010,Annual,210642148,112221260,72432136,17903539,74427536,210642148,167517725,132681761,39981997,76447525,6413406,43124423,270881073,243724794,4967859,455845,373777,7094295,-4108533,-3801474,4990980,20.47,40.01,388.45,195.44,89.97,N/A(IFRS),1.83,4967858.97,10.03
4480,화성산업,건설업,A002460,12,2017,Annual,575923237,369514932,32682975,174819026,54002401,575923237,227269590,116481877,36598388,0,43064000,348653647,567983245,483353849,58952418,0,2672006,44646265,-67518620,11992670,41069836,60.54,10.6,65.18,17.51,85.1,13.5,10.38,58952418.41,14.9
1639,동원F&B,음식료품,A049770,12,2011,Annual,910153374,505709172,159752365,303537718,328676166,910153374,524299207,382350073,110735377,185289542,20730249,385854167,1563244948,1183935328,58916541,791010,42332682,37840019,14001168,-30906774,20495825,42.39,31.83,135.88,75.08,75.74,10.46,3.77,58916541.16,24.26
1047,금호건설,건설업,A002990,12,2013,Annual,1766377953,955140605,153159519,2828430,18494439,1766377953,1613211268,1340030427,479920441,32379294,77380163,153166685,1434495416,1328296316,58855510,0,1994000,52624235,123634829,163913150,-127180783,8.67,26.63,1053.24,307.08,92.6,62.76,4.1,58855510.05,7.4
2258,삼진제약,의약품,A005500,12,2018,Annual,252639396,163511009,63953749,61723910,71198698,252639396,54735186,38354447,17947151,0,0,197904210,260016571,117237366,58693165,3743958,8249239,24882992,30081824,-6629667,-14667220,78.33,0,27.66,0,45.09,12.72,22.57,58693165,54.91
757,TKG휴켐스,화학,A069260,12,2011,Annual,711538354,331910630,73805202,27090570,241678926,711538354,255639165,201167700,54136201,101688807,51408333,455899190,566909489,477087415,58665528,0,0,51537570,75874923,-102188572,49836055,64.07,22.95,56.07,35.81,84.16,11.55,10.35,58665528.28,15.84
1641,동원F&B,음식료품,A049770,12,2013,Annual,914931543,485135260,151526572,236586781,359747815,914931543,487875072,298457653,102683471,70575874,39105170,427056471,1688630676,1253277428,58552346,1224009,57838973,36583890,121224616,-1090209,-116934629,46.68,27.61,114.24,59.15,74.22,8.87,3.47,58552345.64,25.78
955,광주신세계,유통업,A037710,12,2011,Annual,380753715,260854658,5261643,4949450,95759237,380753715,70539083,66163614,6321463,0,0,310214632,219613514,80698060,58439343,8266,3305623,52281979,58007847,-54058672,-2000000,81.47,0,22.74,0,36.75,18.32,26.61,58439343.49,63.25
956,광주신세계,유통업,A037710,12,2012,Annual,430662968,287723501,6260642,4638113,118344439,430662968,69047125,65950254,5075335,0,0,361615843,213803173,76996157,58185712,0,3460266,53769536,56319963,-43652264,-2000000,83.97,0,19.09,0,36.01,16.01,27.21,58185712.38,63.99
1116,남성,유통업,A004270,12,2010,Annual,223930134,72180019,9431486,39413184,8835226,223930134,131694120,106857397,5810904,82457391,2482300,92236014,77176415,60523923,1831843,364700,2868833,-807905,-9881144,3379956,7313933,41.19,43.55,142.78,105.74,78.42,N/A(IFRS),2.37,1831842.66,21.58
701,SNT모티브,운수장비,A064960,12,2018,Annual,1196519724,680052043,226758365,133170116,484051652,1196519724,371711021,281482350,191254080,6510400,0,824808703,918910018,807312300,58173967,16508581,856847,57225145,90371134,-60861806,-53875479,68.93,0.54,45.07,0.79,87.86,6.92,6.33,58173967.46,12.14
3085,유수홀딩스,서비스업,A000700,12,2017,Annual,520624313,222343207,82993393,6246,204405369,520624313,228424580,115932277,54265364,13214200,80000000,292199733,433552429,305616434,57913544,1124,129204,22352355,28729116,-14542611,8877028,56.12,17.9,78.17,31.9,70.49,7.88,13.36,57913544.42,29.51
2065,사조산업,"농업, 임업 및 어업",A007160,12,2014,Annual,1212461372,388086246,87648542,150197629,490308683,1212461372,782043565,591021590,51731606,334919622,121782963,430417808,1304989109,1101526001,57794200,371808,1217509,31749442,75160719,-43702020,-69368626,35.5,42.26,181.69,119.04,84.41,7.33,4.43,57794200.37,15.59
4490,화승인더,화학,A006060,12,2018,Annual,991258651,467176402,132318872,180135123,430214921,991258651,637142128,541956893,122794165,373028664,72131178,354116523,1111909652,942156007,57707725,595144,802444,25917796,56944828,-84794173,33497186,35.72,45.51,179.92,127.4,84.73,7.78,5.19,57707725.34,15.27
344,KPX홀딩스,화학,A092230,12,2012,Annual,1224858574,513380682,185882462,99601423,368299993,1224858574,340550709,275415317,117438316,109078749,34265600,884307865,1319019169,1213111331,57698742,215105,158182,42805302,89529990,-120588560,5766112,72.2,11.98,38.51,16.6,91.97,4.94,4.37,57698742.17,8.03
2522,송원산업,화학,A004430,12,2012,Annual,862123000,358651000,96543000,170999000,420962000,862123000,575407000,475410000,30551000,358575000,25014000,286716000,679637000,547638000,57652000,0,0,20459000,93999000,-31500000,-45132000,33.26,50.36,200.69,151.43,80.58,7.28,8.48,57652000,19.42
2802,에스제이지세종,운수장비,A033530,12,2013,Annual,697570396,440883461,176393638,109814081,213564094,697570396,341345837,308473697,193080595,67213329,10118123,356224558,1093718722,937217906,57470857,17340637,55649,46464704,92834255,-42380301,-28919929,51.07,11.74,95.82,22.99,85.69,13.97,5.25,57470857.28,14.31
1661,동원산업,기타금융,A006040,12,2015,Annual,1617995582,780071705,119095101,414348675,577490962,1617995582,909107788,631511923,63518434,201113078,46135780,708887794,1359734458,1147065931,57348359,0,28218864,7013449,55987544,-57503611,73181852,43.81,42.73,128.24,97.52,84.36,1,4.22,57348358.79,15.64
1125,남양유업,음식료품,A003920,12,2010,Annual,932666675,637130223,131664258,65873922,187384661,932666675,153301519,128358568,74791873,0,0,779365156,1028522801,716457032,66874894,2907593,72984835,89974749,74189883,61677753,-815375,83.56,0,19.67,0,69.66,N/A(IFRS),6.5,66874894,30.34
4206,한신공영,건설업,A004960,12,2013,Annual,1547299126,1193950799,347630000,166464269,10927244,1547299126,1252015549,1052688052,516810000,150070000,64903114,295283577,1410119000,1290167887,57264459,24000,1302000,2577464,84527394,-20990523,-215714167,19.08,28.04,424,146.93,91.49,0.82,4.06,57264458.58,8.51
725,SPC삼립,음식료품,A005610,12,2015,Annual,612875035,235338027,139611910,76467768,302643751,612875035,359123830,289616977,91634936,107990000,60000000,253751204,1373768365,1064995131,56928874,0,5016173,37618698,44289366,-45672656,441074,41.4,30.67,141.53,74.08,77.52,15.76,4.14,56928873.68,22.48
3731,태영건설,건설업,A009410,12,2015,Annual,3011325836,1178681699,297051953,122630124,973198058,3011325836,1747197124,1011769584,32428227,86908329,356201420,1264128712,1883518737,1669407030,56843550,13370422,0,16561965,58846366,-82666907,64717049,41.98,25.11,138.21,59.82,88.63,1.33,3.02,56843549.64,11.37
4094,한미반도체,기계,A042700,12,2018,Annual,246028948,113439022,40694253,42519805,76172013,246028948,30471881,29310767,8573741,0,0,215557067,217114860,120278001,56788925,11167649,549725,49272961,45626978,-22969014,-71052093,87.61,0,14.14,0,55.4,23.37,26.16,56788924.89,44.6
479,LX하우시스,화학,A108670,12,2012,Annual,1778034000,904524000,418164000,195801000,774609000,1778034000,1051514000,673687000,216509000,189772000,52501000,726520000,2451083000,1923078000,56635000,10992000,18614000,28523000,94559000,-168810000,-153229000,40.86,34.28,144.73,83.89,78.46,3.94,2.31,56635000,21.54
4138,한세실업,섬유의복,A105630,12,2017,Annual,1196058481,818370389,177102912,241332886,172921427,1196058481,622479949,495387830,50743996,356502183,89829163,573578531,1711333452,1320957880,56540825,0,0,46097331,71769811,-129468225,-67100153,47.96,38.49,108.53,80.26,77.19,8.11,3.3,56540825.48,22.81
970,국도화학,화학,A007690,12,2017,Annual,788549500,431007146,228357923,106183445,300507367,788549500,320668924,232707821,108382167,75676611,24263473,467880576,1075981117,950587644,56506333,10244825,537585,42033007,30128856,-76905904,21857635,59.33,17.39,68.54,29.31,88.35,9.2,5.25,56506333.04,11.65
4148,한세예스24홀딩스,섬유의복,A016450,12,2018,Annual,1678316387,1075291990,269106886,401129760,303122911,1678316387,1060579093,903560057,113752619,507728702,75970890,617737294,2521499429,1883506213,56480874,2071107,20909504,-45404745,14516766,-27603383,-4106171,36.81,40.14,171.69,109.05,74.7,-6.88,2.24,56480874.3,25.3
1134,남해화학,화학,A025860,12,2010,Annual,581983980,367424810,112608218,168049225,163227848,581983980,202700845,202233924,16793249,144853636,0,379283135,1135916194,1022866108,25298431,631626,520535,19966119,-728052,-26640051,84184879,65.17,24.89,53.44,38.19,90.05,N/A(IFRS),2.23,25298430.73,9.95
1023,금강공업,철강금속,A014280,12,2016,Annual,710805610,268322640,118436830,62303520,355011950,710805610,406007183,338435353,47233469,229425471,51629853,304798428,603160426,469393066,56328743,10084,776454,35763918,46574669,-25721848,-17168211,42.88,41.6,133.21,97.02,77.82,12.44,9.34,56328743.43,22.18
1473,대한제강,철강금속,A084010,12,2016,Annual,669562190,343474429,0,75319194,218001816,669562190,229357387,168692822,93021912,13481212,45282200,440204802,897912293,788520415,56280872,0,200622,39837947,40920609,-12867990,-20838605,65.75,9.53,52.1,14.5,87.82,9.43,6.27,56280871.82,12.18
170,GS글로벌,유통업,A001250,12,2018,Annual,1336006542,800861547,495546751,183088045,380462979,1336006542,932911606,749522335,322993084,242566419,65851476,403094936,4058527569,3919798855,56129900,0,0,21058576,-10345948,84112696,-89041316,30.17,38.49,231.44,127.56,96.58,5.33,1.38,56129900.45,3.42
960,광주신세계,유통업,A037710,12,2016,Annual,655502726,32426270,7622771,5458472,109768330,655502726,121212540,120554131,4614162,50900000,0,534290186,210423594,69014284,56047368,0,3052882,45554028,50122658,-9172921,-51100000,81.51,7.77,22.69,9.53,32.8,8.88,26.64,56047368.26,67.2
4112,한샘,유통업,A009240,12,2018,Annual,940149892,439783525,100363981,66672817,259887147,940149892,365682789,299904683,143688686,20858907,40000000,574467103,1928463279,1416652352,56033229,7651232,23043150,89957037,63738444,50117875,-107865568,61.1,6.79,63.66,11.12,73.46,16.63,2.91,56033229.27,26.54
957,광주신세계,유통업,A037710,12,2013,Annual,656355808,25873334,4682024,4415826,113548429,656355808,247664982,145034010,4886193,80200000,0,408690826,206606675,73016518,55981723,0,3380761,48569715,57337481,-274884013,178012700,62.27,27.43,60.6,44.06,35.34,12.61,27.1,55981723.41,64.66
2474,세아베스틸지주,철강금속,A001430,12,2018,Annual,3718893786,1380930191,392164592,897289263,2224188294,3718893786,1723895063,981775165,197124372,281503970,228561000,1994998724,3278056473,3087956485,55861842,7573531,439315,24809846,88020960,-91793859,63106411,53.64,30.92,86.41,57.64,94.2,1.21,1.7,55861842.22,5.8
