,종목명,회계년,영업활동CF/총자산(%),투자활동CF/총자산(%),재무활동CF/총자산(%)
84,JW중외제약,2023,13.51193704014045,-9.887819212660194,-6.394240045059243
85,JW홀딩스,2019,8.04523846972607,-1.7924600525882444,-3.0048189687320903
86,JW홀딩스,2020,9.754428778795793,-7.028240567096866,-10.163593290344949
87,JW홀딩스,2021,10.287683575441346,-0.7169550717797413,-8.073197224970015
88,JW홀딩스,2022,9.0210905882786,-9.245128119717462,1.4530528566012604
89,JW홀딩스,2023,9.548648446166483,-5.885339864515796,-2.472025835969876
90,KC그린홀딩스,2019,11.691206188805612,-4.510690143972782,0.3291982453498552
91,KC그린홀딩스,2020,-8.241460103616042,-7.544560831681981,9.139203898874715
92,KC그린홀딩스,2021,10.678272567245441,-2.630725921665312,0.5068361489019584
93,KC그린홀딩스,2022,-14.640572577367747,-7.58467592965936,10.025519388918415
94,KC그린홀딩스,2023,-9.789017436103741,-4.134986070520475,12.22212726035057
95,KEC,2019,5.255254146468016,-5.427554696530603,-0.31935488806981055
96,KEC,2020,3.8633610289726734,-12.56498344098815,9.663414436916591
97,KEC,2021,6.795199481767314,-4.117814049624562,-1.5617973513497432
98,KEC,2022,1.681704552285421,-1.4369023544859902,-4.212776810970584
99,KEC,2023,-0.15013963467995073,-17.49010629045212,18.37265247215764
100,주성코퍼레이션,2019,-19.453782812765837,9.472536099625403,24.709191648028757
101,주성코퍼레이션,2020,-11.394423039492285,2.522653549886462,0.4461448953069769
102,주성코퍼레이션,2021,4.968204593356127,-2.5934289381974693,1.1097471949461686
103,주성코퍼레이션,2022,-11.88581693753685,4.128740531642242,41.74557192407275
104,주성코퍼레이션,2023,3.180006850524623,-2.5149428972563097,19.429478208218683
105,KG케미칼,2019,3.5347310307744366,5.937738197400101,-5.876328945928192
106,KG케미칼,2020,7.17694203773738,-4.23128716347721,-5.024382083975712
107,KG케미칼,2021,3.0164520843845506,-2.997275100608769,2.5547138984198847
108,KG케미칼,2022,3.9257906544108065,2.270338227660229,-5.733618752876586
109,KG케미칼,2023,3.617043136352644,-7.45279904042352,2.500070179364273
110,KISCO홀딩스,2019,4.33199052288152,-7.365135227486808,0.4541245129504607
111,KISCO홀딩스,2020,9.125621000546374,-6.029102872712247,-2.1758899264003704
112,KISCO홀딩스,2021,7.892475768556387,-7.699096918700792,-5.261932033180665
113,KISCO홀딩스,2022,5.626205559699342,-2.737902227133108,-0.6266290482681014
114,KISCO홀딩스,2023,6.023284865122827,-2.36956123811312,-1.495536238168667
115,그린케미칼,2019,11.847128747417864,-4.0277280824777995,-6.044910357791386
116,그린케미칼,2020,18.675789786747828,3.8550887695282476,-12.278917336212897
117,그린케미칼,2021,7.395185124444509,-14.14783880547624,3.7285681548374887
118,그린케미칼,2022,9.538571560825483,-9.192974244723375,-4.3278229814096525
119,그린케미칼,2023,10.77647269816924,-15.54574125016802,2.2778008179287816
120,KPX케미칼,2019,12.178553705213208,-7.9110644614739485,-5.476624138780029
121,KPX케미칼,2020,16.742881801152095,-8.256640807691207,-1.704773710626297
122,KPX케미칼,2021,1.5383978060239203,-8.238945881588124,7.900307907730221
123,KPX케미칼,2022,10.086266500733569,-4.544808514475698,-4.91681229995309
124,KPX케미칼,2023,10.952851414887698,-5.887755422964607,-2.10859685036381
125,KPX홀딩스,2019,6.244520123086912,-3.696394749896549,-2.1729253376346214
126,KPX홀딩스,2020,5.275162545389674,1.9973248065628346,-0.7297692701837104
127,KPX홀딩스,2021,-1.311886907315289,-0.6739931023332233,1.262772762801201
128,KPX홀딩스,2022,5.638516150274511,-2.015602445567534,-2.6741480145586274
129,KPX홀딩스,2023,4.999962745897492,-1.3909494515234295,-2.169816954287609
130,KR모터스,2019,-4.912982377432275,5.094830580209099,-10.756872723678795
131,KR모터스,2020,5.67576798721368,-4.733179049639502,6.577388436893693
132,KR모터스,2021,-5.0470208676653225,-1.8003879211415372,1.603435130340956
133,KR모터스,2022,-1.6156001110190215,-4.609555022619328,1.18449246650034
134,KR모터스,2023,-6.324116784609228,0.3412936254640844,6.075724662068384
135,KSS해운,2019,8.70577884363489,-4.6837814717352755,-2.427090848693477
136,KSS해운,2020,6.734049289372387,-16.823591731302535,11.322347003347023
137,KSS해운,2021,6.932087472848861,-23.309588657701045,15.39828096772201
138,KSS해운,2022,6.78793153172789,-10.366476311290048,3.233502084689327
139,KSS해운,2023,6.454934572392582,-1.1885613182253747,-2.994605886562003
140,LF,2019,6.270075032205182,-9.967164817897169,0.11528903072284369
141,LF,2020,12.325959381881106,-10.872922499136504,2.0031296310308124
142,LF,2021,12.211583582716198,-4.972022464762779,-4.399607365660099
143,LF,2022,6.227573976576285,-3.62205044740369,-6.182967049737771
144,LF,2023,3.3591881776084387,-11.117422615079606,2.7560807394710807
145,LG,2019,3.649121915538611,-0.15153358892034322,-2.267949148258741
146,LG,2020,3.0437683992286058,-5.261814917782804,2.8569324743471243
147,LG,2021,3.9716910878450298,-1.059599382870047,-3.9282119733246033
148,LG,2022,2.1631605149776045,-0.5907603028810768,-2.2036853543352044
149,LG,2023,2.9176991371293206,-0.5926734414027528,-3.2262858482035797
150,LG디스플레이,2019,7.608090646117002,-18.989391380577185,14.020978978715776
151,LG디스플레이,2020,6.498554782904882,-6.5908606886919445,2.65735664494725
152,LG디스플레이,2021,15.07933202662909,-11.173199292403533,-6.463549595637633
153,LG디스플레이,2022,8.437534038190138,-18.775333275476875,5.45318322001678
154,LG디스플레이,2023,4.705763519183178,-7.241014630656339,3.777655254865462
155,LG생활건강,2019,17.55003771586217,-7.105086475662321,-6.612654558741757
156,LG생활건강,2020,14.774019173535061,-10.96659378999671,-6.84765899911053
157,LG생활건강,2021,13.030449619564921,-6.1562897913184305,-3.1554314934351693
158,LG생활건강,2022,6.809588845810779,-2.702801908353916,-5.116212079321834
159,LG생활건강,2023,9.127916043221585,-1.9497115718886724,-3.714557733355279
160,LG유플러스,2019,12.555563916270229,-17.916142031820883,6.8003879371608695
161,LG유플러스,2020,13.888417504123934,-14.254015898472986,0.8563998519906333
162,LG유플러스,2021,17.575696877444923,-15.202512684871827,-2.1502525875021905
163,LG유플러스,2022,17.724477617978437,-14.496677589659567,-2.9012025406072373
164,LG유플러스,2023,14.800499785951715,-14.91595402227943,-1.253713507628253
165,LG이노텍,2019,13.326471534783776,-6.1400826350264355,-4.1393792847616036
166,LG이노텍,2020,15.736567601704635,-13.681342592434472,-2.768152261627295
167,LG이노텍,2021,15.212188272352126,-13.024766235429109,-3.9996620533834673
168,LG이노텍,2022,15.469255528615722,-20.388023103159224,4.506666942100463
169,LG이노텍,2023,18.779064597025,-16.997207197899687,5.429113644723564
170,LG전자,2019,8.223750066178294,-4.643920652922016,-2.489893250928586
171,LG전자,2020,9.60201270315983,-4.801489711680264,-2.0618005138843944
172,LG전자,2021,5.006185505942824,-4.610074538328952,-0.5277864609500882
173,LG전자,2022,5.634620086999923,-5.851653037147758,0.8128197366092018
174,LG전자,2023,9.816597201832984,-8.780935204488427,2.495400417454664
175,LX하우시스,2019,13.406993119291979,-7.626777425290743,-5.6422741221377315
176,LX하우시스,2020,19.44665234604917,-3.347486262100838,-8.483792045852805
177,LX하우시스,2021,5.131995834169156,-5.78254378695693,-3.2152896826596313
178,LX하우시스,2022,2.898947509973914,-7.2808265313969445,2.728437764345466
179,LX하우시스,2023,15.571169309524688,-2.406163724131916,-10.656988114686731
180,LG화학,2019,9.17311874710245,-17.961922414209134,6.761745223857707
181,LG화학,2020,14.112075572736977,-12.796609158002628,2.266475156354746
182,LG화학,2021,10.774974986947374,-10.46108029243672,0.2418485765469812
183,LG화학,2022,0.8383815634439157,-13.57760471998169,19.61322081295913
184,LG화학,2023,9.728648030339334,-17.0003756711239,7.948582393357332
185,LS,2019,2.821820610224618,-1.5451369404335686,0.4387972996174483
186,LS,2020,6.014335528200237,-2.349385191423382,1.0739811363796188
187,LS,2021,-1.0547895438364108,-3.518409850331037,2.2147198491738944
188,LS,2022,2.706752992752772,-6.024103576469072,5.626985964709774
189,LS,2023,1.9806637679783694,-3.915136473543669,2.0398166081093922
190,LS네트웍스,2019,-1.912557451461697,1.5889446224981951,0.5928718690915302
191,LS네트웍스,2020,2.276408593392204,-0.46101894572778523,1.3146212484284274
192,LS네트웍스,2021,1.8644482747385516,0.8710847310317407,-4.202244866783962
193,LS네트웍스,2022,-0.210671759405148,-0.06935301108729182,-1.9294703816786725
194,LS네트웍스,2023,1.1574480348905263,0.04815167983774682,-1.4667045170151434
195,MH에탄올,2019,2.51817815489187,-0.8536700119936576,-1.1834510210191274
196,MH에탄올,2020,4.22207409000839,-1.4419087221360296,-2.02141251907031
197,MH에탄올,2021,5.841366028646495,-0.6013630172662274,-2.118259219131412
198,MH에탄올,2022,3.6825829434929616,-3.75861854442631,-2.525378552983785
199,MH에탄올,2023,4.313113354005408,0.34437405777541424,-2.1479712569254668
200,NAVER,2019,11.031671922437969,-8.765612136089537,0.4255168957726956
201,NAVER,2020,8.50588878280002,-14.712396631043283,7.006682476615341
202,NAVER,2021,4.095768757973658,-41.550568173779666,34.55618440841358
203,NAVER,2022,4.2874084963372665,-3.586791815867306,-1.0014003112464098
204,NAVER,2023,5.602560211668498,-2.6577499688405513,-0.30788673332275973
205,NICE,2019,10.17685771583795,-13.800634587660623,6.1343518047900245
206,NICE,2020,11.329764346969394,-7.595938322389434,1.505423514205241
207,NICE,2021,7.441418400887705,-10.645724710126995,0.861452393031082
208,NICE,2022,5.937828510639389,-9.164375364721758,1.1080542889695162
209,NICE,2023,8.730294654676579,-5.333707786596389,-2.064686783302306
210,NI스틸,2019,5.546809214971918,-6.414207901139579,1.4872123383996887
211,NI스틸,2020,11.885584616337642,-10.390349517736244,-1.9849998266731574
212,NI스틸,2021,8.210040211864179,-12.28659335921127,4.620324437623672
213,NI스틸,2022,10.66781846145049,-8.605820609840249,-1.6199111281014298
214,NI스틸,2023,23.627840119124155,-22.38788422334419,-1.1749062494690834
215,SNT에너지,2019,-11.999148181026417,1.4125082527263215,-0.9360050555674713
216,SNT에너지,2020,20.97534022323319,-0.2758206141799383,-5.550337268797214
217,SNT에너지,2021,8.990036559139163,-0.43272653293747554,-2.900772812983767
218,SNT에너지,2022,6.726900025399939,-14.085567491441092,10.332545039121634
219,SNT에너지,2023,0.7751217460978318,1.6100487504284988,-8.522946428314015
220,SNT모티브,2019,9.559091120003332,-0.6742723608762917,0.11224461137435843
221,SNT모티브,2020,12.74890721377045,-13.340205991969938,-2.9044519376258986
222,SNT모티브,2021,5.187677064126101,-4.965838824681824,-1.8420342727837773
223,SNT모티브,2022,8.857029038805798,-7.923979084587201,-4.258207651361762
224,SNT모티브,2023,7.971140115113521,-6.053004028086567,-2.2629575523925975
225,SNT다이내믹스,2019,3.9061350522059635,-3.138708614081616,-1.4082147520918413
226,SNT다이내믹스,2020,6.3037763782472,-4.550995349084389,-3.417885418273656
227,SNT다이내믹스,2021,0.18171821546775563,-0.38331319477235326,-2.9114566595674414
228,SNT다이내믹스,2022,2.0633156289822847,-1.0432214190612048,-0.9988901059926463
229,SNT다이내믹스,2023,10.305992155390165,-5.008291304008364,-1.103912228603377
230,SNT홀딩스,2019,3.9874228712812294,1.2269307617797327,-0.46412283049866754
231,SNT홀딩스,2020,11.508215814647663,-7.64737707623744,-3.900886248243955
232,SNT홀딩스,2021,3.7941867681471093,-2.557626434940745,-2.3412668209918204
233,SNT홀딩스,2022,6.274208676489387,-5.607591333619715,-2.2951145488366445
234,SNT홀딩스,2023,7.793506470032946,-5.97719762625289,-1.3060197752753102
235,S-Oil,2019,4.159862358121251,-6.547656547463691,0.1007567254364232
236,S-Oil,2020,10.394639817316326,-4.050830725068847,-3.4969417820070863
237,S-Oil,2021,7.9021367890576455,1.0516210811023345,-2.4935972826533237
238,S-Oil,2022,8.420153126973327,-3.942250945603546,-7.719872422231326
239,S-Oil,2023,11.70603727092212,-9.57600677378415,0.8953601163656696
240,SBS,2019,-4.892311238543585,1.1149914886713637,10.047373920613033
241,SBS,2020,5.688769163191761,-4.072655214764528,-4.6437166503851595
242,SBS,2021,9.583498750731207,-9.689130546952173,-0.16745419341149984
243,SBS,2022,-3.9635378221947613,16.493436696722057,-3.0750163057811664
244,SBS,2023,4.709370387778788,-6.159780552094693,-4.955674221170302
245,SG세계물산,2019,10.831544581717324,12.568105251824699,-17.819795795618283
246,SG세계물산,2020,1.993939825946103,2.7134901527167967,-1.2581339935557179
247,SG세계물산,2021,1.0924293267976535,-5.478083710395216,0.1164986926633222
248,SG세계물산,2022,0.41704794226051606,6.478418641145139,-1.9069941323303041
249,SG세계물산,2023,0.9017144330714729,-3.7365404909550217,1.2583719995225453
250,SG글로벌,2019,7.795894401952055,-3.009978891767103,-4.028694628278446
251,SG글로벌,2020,1.2974731789391247,-2.152742891766041,3.2828319373894534
252,SG글로벌,2021,2.080339937898248,-4.416537153004916,-1.2762134765565452
253,SG글로벌,2022,4.2040724800361895,1.784312800859791,-2.2742511153655864
254,SG글로벌,2023,1.5080263818839907,11.171899538936813,-7.042536984847225
255,SH에너지화학,2019,13.030491906419266,-5.13503810434953,1.4375602961539002
256,SH에너지화학,2020,3.5905864820855316,-10.205003904595253,0.1405119170380831
257,SH에너지화학,2021,-1.7005935129907988,-9.494872056921153,-0.2483903200173991
258,SH에너지화학,2022,-1.8865008790411026,-2.1943400390843153,2.1260879444452336
259,SH에너지화학,2023,3.5296451730419545,3.408876690436925,-1.817101232723507
260,SIMPAC,2019,5.517270701131428,-4.551058215256708,1.3312901786854767
261,SIMPAC,2020,-2.3115796374861697,1.868615061799537,0.45856643116770174
262,SIMPAC,2021,7.057688708833082,0.34205644101388516,2.8596113546514412
263,SIMPAC,2022,0.3079856810337251,-3.829905479724851,2.592487562815341
264,SIMPAC,2023,6.055448750454042,-1.4665226826159987,7.132207230521415
265,SK,2019,6.053580316380438,-8.057799817139433,2.879550579892352
266,SK,2020,7.042026919476788,-7.568165524359759,2.3561337527716883
267,SK,2021,3.6963992925297324,-9.324613680792137,7.013386230351691
268,SK,2022,3.9473098651115186,-7.690839751563269,8.232521117872746
269,SK,2023,5.4857551904171125,-10.449719482408353,5.567940426456624
270,SKC,2019,1.0202286371839193,-6.864468968423598,3.7869044034987995
271,SKC,2020,6.2354329829157935,-19.52189493426526,19.86074354346644
272,SKC,2021,4.571303783812853,-4.221341821249728,4.2642428755278345
273,SKC,2022,-2.3018388440931328,-3.8954172877676765,13.695165901293343
274,SKC,2023,-3.33804385797155,-14.042048138075822,9.411903715107004
275,SK가스,2019,7.537197906408159,-1.0966814869161772,-5.199900578611179
276,SK가스,2020,5.078520077420245,-10.900625923140355,5.728802884022738
277,SK가스,2021,-7.5956055391350805,-1.161062289329,9.344124698859451
278,SK가스,2022,2.40162126558939,-0.9723933897023989,2.508394606122048
279,SK가스,2023,10.148676295414976,-8.553937960967794,-0.14410655654577317
280,SK네트웍스,2019,4.599679330001701,-4.055885663470882,-0.4035104054021532
281,SK네트웍스,2020,-1.7079991729623427,15.819534365033174,-9.92540931867188
282,SK네트웍스,2021,4.903465294982975,0.42521896912054047,0.03553320420668934
283,SK네트웍스,2022,-3.340818478578171,-7.435937897892877,0.07224774058692368
284,SK네트웍스,2023,1.3991654994056766,-1.2420037454067396,-0.36391540662667626
285,SK디스커버리,2019,4.350602961460001,3.6696220706375717,-6.982323897369611
286,SK디스커버리,2020,2.906738226587345,-10.030319227474605,7.0662631141051575
287,SK디스커버리,2021,-6.61247492918249,-4.491517023682919,11.772989558047243
288,SK디스커버리,2022,0.6988928917352553,3.1823023572730245,1.6145694972683426
289,SK디스커버리,2023,4.9029466825702945,-8.256641155026188,4.763023187628159
290,SK이노베이션,2019,4.618330324299793,-8.010134132556992,4.26481820235181
291,SK이노베이션,2020,7.405145339078266,-10.724528367241373,5.571010897757852
292,SK이노베이션,2021,-1.0000635348406615,-8.296974401932125,10.151805219377867
293,SK이노베이션,2022,0.6048252458260625,-7.6218458404473814,15.631271727439994
294,SK이노베이션,2023,6.640516769321798,-13.910015943222703,11.740442651154437
295,SK텔레콤,2019,8.926488099030564,-7.9234433027933395,-1.5191106802192311
296,SK텔레콤,2020,12.152464620117701,-8.87220200606772,-3.042520525776663
297,SK텔레콤,2021,16.276516172398832,-11.278049108097346,-6.643565712280343
298,SK텔레콤,2022,16.4790910463187,-8.96822378706298,-4.311583951865485
299,SK텔레콤,2023,16.42540494150132,-11.132108403711689,-6.709966361354493
300,SK하이닉스,2019,10.03816341715921,-16.017165185020005,5.880099650029464
301,SK하이닉스,2020,17.302099691019958,-16.63587469403968,0.35413847835384155
302,SK하이닉스,2021,20.548377847566375,-23.241395577058952,4.66266219772846
303,SK하이닉스,2022,14.229615719852044,-17.217180780039094,2.7166216661985243
304,SK하이닉스,2023,4.264112393316606,-7.310589990557675,5.678097908041913
305,SPC삼립,2019,7.912705564407243,-5.8439560494785985,-1.3547940267004774
306,SPC삼립,2020,9.05476389991266,-6.809283744960625,-2.4430850477917208
307,SPC삼립,2021,7.922929771349885,-3.870893847527548,-4.609288917645568
308,SPC삼립,2022,3.686913483389055,-2.7338534289140957,-0.9495840613924669
309,SPC삼립,2023,9.510157435544597,-3.900023737909211,-5.591344184607031
310,STX,2019,0.09426770242114453,-4.771766823124867,3.863011888799819
311,STX,2020,8.898500399483744,-1.8565238768360888,-8.871765718148854
312,STX,2021,-1.8528460442890546,0.2552691788348426,0.4061235023641239
313,STX,2022,-11.401162602590512,-2.2710115073929877,13.450007010126939
314,STX,2023,-10.583223888850487,-0.38933434713485865,15.895831893274348
315,STX엔진,2019,8.801562762663922,1.7029662205317448,-8.817877947007808
316,STX엔진,2020,7.09140905706966,3.7327799874730014,-4.769272412316956
317,STX엔진,2021,2.173035849139487,-1.2061438433674894,-2.011770004566283
318,STX엔진,2022,3.1143791785237096,-1.7840474478004325,-3.259544973530453
319,STX엔진,2023,-1.476629745230524,0.40750348335020886,0.865230270357802
320,STX중공업,2019,-2.987712010296509,-1.3475365943148132,-7.3936116562389325
321,STX중공업,2020,3.2607445856483577,4.82159463142837,-0.9372279699486745
322,STX중공업,2021,3.130987984318925,5.599657096439919,-8.09795213936362
323,STX중공업,2022,-4.907868605007583,11.527087227834672,-14.151122615926685
324,STX중공업,2023,8.011661175806974,-2.970471556567382,-4.091761876158208
325,TCC스틸,2019,-2.147228965313262,-3.7989595158986735,3.208956178418295
326,TCC스틸,2020,-1.8229617516076109,-1.5293116224566854,2.6633923735267144
327,TCC스틸,2021,2.0792210849138213,7.545031716436948,-2.1140211334101813
328,TCC스틸,2022,-2.372051911318124,-12.725092645937455,13.386331646310348
329,TCC스틸,2023,1.030614985869643,-17.999574571968157,15.83334894481939
330,WISCOM,2019,2.8542335247337354,-3.885071477661205,0.8662354228055277
331,WISCOM,2020,4.510510592556938,-1.9233213650796457,-1.6622628988000483
332,WISCOM,2021,0.3886457876931862,-1.1321705840816747,-1.2750420312537813
333,WISCOM,2022,2.018631184050995,-4.278853893098717,1.5330466386745376
334,WISCOM,2023,4.7528162186379905,-0.6492307948238429,-3.402086967927402
335,가온전선,2019,-2.044600878584182,-1.761928461640143,-0.5425923911580804
336,가온전선,2020,0.7422959796411533,-1.8951448742586794,1.8625971193104922
337,가온전선,2021,-1.7121533819441352,-1.6946708524964933,5.923547738120055
338,가온전선,2022,3.3847584494378675,-0.7213921233983203,1.1898691940635366
339,가온전선,2023,2.417406618741064,-1.6744126180461425,1.1675876040226674
340,강남제비스코,2019,1.6643971604321013,1.8749938464113018,-0.8211457345729917
341,강남제비스코,2020,4.288461142399776,-2.952453542299097,1.7205655702075284
342,강남제비스코,2021,-0.1978457225593435,8.896257486933631,-9.935985045455512
343,강남제비스코,2022,1.5016294024340782,-6.269425401920668,6.130726503820929
344,강남제비스코,2023,6.6721951507012625,-6.61788255975978,0.6156178057168867
345,강원랜드,2019,9.190128653111968,-4.761226060649754,-4.1628792346845485
346,강원랜드,2020,-18.005012472702482,23.194140329933884,-5.04117886890357
347,강원랜드,2021,5.509777939400465,-1.9299229254134111,0.08714574569527023
348,강원랜드,2022,10.081506249726305,-12.577691873309341,-0.03128062298589311
349,강원랜드,2023,7.594402630882952,-4.556111584732574,-1.574343701793009
350,갤럭시아에스엠,2019,3.199425896509114,3.525544128204077,-7.323802994433954
351,갤럭시아에스엠,2020,10.048428130094939,-12.88741584787225,-5.2450622375977884
352,갤럭시아에스엠,2021,3.941151343743079,-3.0709904739313467,-4.000103861270095
353,갤럭시아에스엠,2022,1.5064131124041729,-33.42248930975111,26.27745337556918
354,갤럭시아에스엠,2023,7.692756878178292,21.100754186493898,-22.772741888936345
355,경농,2019,-0.2750720594283843,1.6980463593505646,-1.6390384627865524
356,경농,2020,4.271076234907449,1.8394621985406034,-5.619964506569635
357,경농,2021,2.7818785007565827,-1.4792768436110932,1.899041425586711
358,경농,2022,3.214109973158911,-2.4320615210453376,2.8698967586822457
359,경농,2023,3.4868805966883984,-1.312547340546091,-4.316229517886039
360,경동나비엔,2019,12.8818945988084,-8.439754324581289,-5.496918070207511
361,경동나비엔,2020,7.843473980133339,-8.012219999485007,2.5400155242341556
362,경동나비엔,2021,8.637954318225995,-1.343798575765891,-6.754496732861071
363,경동나비엔,2022,0.9180589036852841,-5.554487119277256,7.780683042131491
