,종목명,업종명,종목코드,결산월,회계연도,주기,총자산(천원),유동자산(천원),매출채권(천원),재고자산(천원),유형자산(천원),부채및자본총계(천원),총부채(천원),유동부채(천원),매입채무(천원),단기차입금(천원),장기차입금(천원),총자본(천원),매출액(천원),매출원가(천원),영업이익(천원),연구개발비(천원),광고선전비(천원),당기순이익(천원),영업활동으로인한현금흐름(천원),투자활동으로인한현금흐름(천원),재무활동으로인한현금흐름(천원),자기자본비율(%),차입금의존도(%),부채비율(%),차입금비율(%),*매출원가율(%),ROE(당기순이익)(%),영업이익률(%),EBIT(천원),매출총이익률(%),Unnamed: 35,Unnamed: 36
593,대교,서비스업,A019680,12,2022,Annual,666723789.0,125924568.0,16914046.0,22345523.0,129662434.0,666723789.0,262333649.0,176442427.0,5559288.0,14205638.0,9661028.0,404390140 ,683076344 ,581337059.0,(49959385),0.0,44525000 ,(136174498),45268839 ,(16365253),(50925891),60.65 ,14.73,64.87 ,24.28 ,85.11,(29.58),(7.31),(49959384.88),14.89 ,,
594,대교,서비스업,A019680,12,2023,Annual,604526705.0,126528021.0,21276664.0,17819921.0,118494938.0,604526705.0,296001589.0,211336839.0,6441079.0,59685763.0,9667126.0,308525116 ,659740743 ,550435573.0,(27779173),0.0,33034000 ,(96293719),12022917 ,(13284059),14792972 ,51.04 ,23.23,95.94 ,45.51 ,83.43,(27.01),(4.21),(27779172.71),16.57 ,,
595,대구백화점,유통업,A006370,12,2019,Annual,673555125.0,182621090.0,7787208.0,7564769.0,420316659.0,673555125.0,387383698.0,322748865.0,1303653.0,105679161.0,29900000.0,286171428 ,101484471 ,0.0,(14239579),0.0,11904578 ,(19263522),(10514424),15564450 ,(4800501),42.49 ,25.28,135.37 ,59.50 ,0.0,(6.46),(14.03),(14239578.80),100.00 ,,
596,대구백화점,유통업,A006370,12,2020,Annual,508655893.0,35108235.0,6177725.0,8024399.0,411806717.0,508655893.0,246310150.0,162698425.0,1042120.0,69000000.0,50000000.0,262345743 ,91109595 ,0.0,(17554676),0.0,10364207 ,(17803714),(17296806),19151405 ,14438431 ,51.58 ,35.33,93.89 ,68.49 ,0.0,(6.49),(19.27),(17554676.45),100.00 ,,
597,대구백화점,유통업,A006370,12,2021,Annual,486599802.0,140445368.0,5662844.0,7993274.0,293545037.0,486599802.0,232567470.0,154555812.0,996554.0,84000000.0,64000000.0,254032332 ,81794092 ,0.0,(18071441),0.0,10057663 ,(5831920),(18428482),5031453 ,10193057 ,52.21 ,39.2,91.55 ,75.08 ,0.0,(2.26),(22.09),(18071441.26),100.00 ,,
598,대구백화점,유통업,A006370,12,2022,Annual,470347263.0,134461707.0,6173573.0,7030685.0,287913251.0,470347263.0,238926889.0,189455589.0,975235.0,69000000.0,38458280.0,231420373 ,75899713 ,0.0,(16303456),0.0,8447947 ,(18601406),(14611302),(717395),9487457 ,49.20 ,42.88,103.24 ,87.15 ,0.0,(7.66),(21.48),(16303455.67),100.00 ,,
599,대구백화점,유통업,A006370,12,2023,Annual,467423345.0,135230358.0,5358167.0,7574670.0,282121513.0,467423345.0,269986053.0,137730401.0,780816.0,72000000.0,122131706.0,197437292 ,67645317 ,0.0,(15147327),0.0,6058076 ,(29666182),(26236879),(2238207),29178973 ,42.24 ,50.8,136.75 ,120.26 ,0.0,(13.83),(22.39),(15147326.56),100.00 ,,
600,대동,기계,A000490,12,2019,Annual,827371930.0,473665213.0,202333370.0,225381567.0,299179152.0,827371930.0,608523024.0,481542905.0,108982033.0,237383122.0,39714553.0,218848906 ,834431433 ,639890770.0,24085081 ,9033996.0,13875475 ,2662897 ,72909689 ,(47178249),(21997838),26.45 ,41.48,278.06 ,156.81 ,76.69,1.22 ,2.89 ,24085080.61 ,23.31 ,,
601,대동,기계,A000490,12,2020,Annual,938726122.0,466433637.0,161687724.0,241353138.0,421699114.0,938726122.0,610427548.0,497095987.0,123544184.0,239096650.0,22815354.0,328298574 ,895751424 ,717193493.0,33135607 ,9343327.0,10987329 ,21001956 ,70863448 ,(24122697),(25898160),34.97 ,34.23,185.94 ,97.86 ,80.07,7.68 ,3.70 ,33135607.13 ,19.93 ,,
602,대동,기계,A000490,12,2021,Annual,1260639076.0,688216248.0,240247335.0,363512151.0,527500111.0,1260639076.0,874734549.0,691723596.0,186490121.0,332519088.0,41126154.0,385904527 ,1179193322 ,962806272.0,38206131 ,11114909.0,12768250 ,34671963 ,(5872607),(76401608),99151870 ,30.61 ,36.98,226.67 ,120.81 ,81.65,9.71 ,3.24 ,38206130.77 ,18.35 ,,
603,대동,기계,A000490,12,2022,Annual,1713773206.0,1048975028.0,368182088.0,500166000.0,605235341.0,1713773206.0,1241782449.0,925269814.0,235664018.0,450542368.0,63520238.0,471990756 ,1463737930 ,1150026567.0,88279121 ,8648726.0,17309741 ,38470969 ,(80971466),(122622718),275272562 ,27.54 ,37.85,263.09 ,137.45 ,78.57,8.97 ,6.03 ,88279120.53 ,21.43 ,,
604,대동,기계,A000490,12,2023,Annual,1956376111.0,1174544147.0,427690031.0,638723253.0,690126346.0,1956376111.0,1379316412.0,1110209880.0,170027823.0,610164779.0,26772003.0,577059699 ,1433390777 ,1121155129.0,65403445 ,6971330.0,18009153 ,11919510 ,(181478144),(30310722),148312816 ,29.50 ,42.47,239.02 ,143.98 ,78.22,2.27 ,4.56 ,65403445.12 ,21.78 ,,
605,대림B&Co,비금속광물,A005750,12,2019,Annual,309166166.0,113754983.0,50382312.0,49194400.0,123783554.0,309166166.0,149756704.0,68294253.0,25078847.0,18599167.0,43049908.0,159409462 ,236449075 ,187814454.0,4133197 ,777217.0,2088846 ,2026520 ,1777434 ,(7245589),(1900323),51.56 ,23.7,93.94 ,45.97 ,79.43,1.27 ,1.75 ,4133196.87 ,20.57 ,,
606,대림B&Co,비금속광물,A005750,12,2020,Annual,326324588.0,126845478.0,45070517.0,39366862.0,119412459.0,326324588.0,168485012.0,79552757.0,26583980.0,14169167.0,52000000.0,157839575 ,232365627 ,186357943.0,1726069 ,954994.0,2219737 ,(1769021),26639929 ,(18034005),13467051 ,48.37 ,27.29,106.74 ,56.43 ,80.2,(1.12),0.74 ,1726068.65 ,19.80 ,,
607,대림B&Co,비금속광물,A005750,12,2021,Annual,326583009.0,111636381.0,45456966.0,51945005.0,120489305.0,326583009.0,169194158.0,107902239.0,30413697.0,14077107.0,23000000.0,157388851 ,260359422 ,210759595.0,2416118 ,866333.0,3136495 ,915191 ,(2745075),(10510609),(7579381),48.19 ,25.59,107.50 ,53.09 ,80.95,0.58 ,0.93 ,2416118.38 ,19.05 ,,
