,종목명,업종명,종목코드,결산월,회계연도,주기,총자산(천원),유동자산(천원),매출채권(천원),재고자산(천원),유형자산(천원),부채및자본총계(천원),총부채(천원),유동부채(천원),매입채무(천원),단기차입금(천원),장기차입금(천원),총자본(천원),매출액(천원),매출원가(천원),영업이익(천원),연구개발비(천원),광고선전비(천원),당기순이익(천원),영업활동으로인한현금흐름(천원),투자활동으로인한현금흐름(천원),재무활동으로인한현금흐름(천원),자기자본비율(%),차입금의존도(%),부채비율(%),차입금비율(%),*매출원가율(%),ROE(당기순이익)(%),영업이익률(%),EBIT(천원),매출총이익률(%),Unnamed: 35,Unnamed: 36
0,AK홀딩스,기타금융,A006840,12,2019,Annual,4327964555.0,1327786612.0,279222938.0,253714985.0,1430032925.0,4327964555.0,2898025667.0,1565481508.0,329542790.0,408763625.0,1017137312.0,1429938888 ,3759542063 ,2832480229.0,131336892 ,19303280.0,63748087 ,57377833 ,274189798 ,(219324322),(295491698),33.04 ,39.19,202.67 ,118.60 ,75.34,3.95 ,3.49 ,131336891.86 ,24.66 ,,
1,AK홀딩스,기타금융,A006840,12,2020,Annual,4152091609.0,1185254991.0,243210194.0,236961655.0,1476614198.0,4152091609.0,2889429546.0,1611669523.0,275930960.0,697378057.0,974138170.0,1262662063 ,2619977218 ,2157041981.0,(221554817),19090994.0,65432074 ,(264310731),(191716473),(18567245),333786285 ,30.41 ,47.88,228.84 ,157.44 ,82.33,(19.63),(8.46),(221554817.27),17.67 ,,
2,AK홀딩스,기타금융,A006840,12,2021,Annual,4548736657.0,1352749115.0,287334993.0,375434184.0,1634149314.0,4548736657.0,3346377386.0,1873942575.0,353029488.0,794593961.0,284988948.0,1202359271 ,3167699652 ,2661268850.0,(165714944),18574103.0,70572823 ,(199326057),(9766238),(38243934),155531011 ,26.43 ,49.15,278.32 ,185.93 ,84.01,(16.17),(5.23),(165714944.09),15.99 ,,
3,AK홀딩스,기타금융,A006840,12,2022,Annual,4985365771.0,1578818308.0,332397459.0,357702292.0,1819267723.0,4985365771.0,3721996782.0,2366670547.0,316428299.0,826452036.0,172101418.0,1263368990 ,3787959855 ,3077278770.0,(21822474),22903924.0,76460769 ,(124858460),366475089 ,(463779235),85365700 ,25.34 ,46.39,294.61 ,183.04 ,81.24,(10.13),(0.58),(21822473.63),18.76 ,,
4,AK홀딩스,기타금융,A006840,12,2023,Annual,5314995084.0,1534098922.0,382943462.0,334076109.0,2002898875.0,5314995084.0,4020733884.0,2775069812.0,322869324.0,957830610.0,96088981.0,1294261200 ,4479660142 ,3381008246.0,279123891 ,25084769.0,91555618 ,130395493 ,527338829 ,(268764106),(256938224),24.35 ,46.06,310.66 ,189.17 ,75.47,10.20 ,6.23 ,279123890.56 ,24.53 ,,
5,BYC,섬유의복,A001460,12,2019,Annual,693882853.0,118321886.0,5923595.0,45676332.0,68972515.0,693882853.0,259555399.0,109379625.0,3768051.0,56319316.0,56500000.0,434327454 ,170589027 ,101169466.0,23393687 ,0.0,1524335 ,27788950 ,18715999 ,41944072 ,(73191907),62.59 ,19.86,59.76 ,31.73 ,59.31,6.60 ,13.71 ,23393686.89 ,40.69 ,,
6,BYC,섬유의복,A001460,12,2020,Annual,679134864.0,116356314.0,4338337.0,34704886.0,61432622.0,679134864.0,226466839.0,121169201.0,3752236.0,38809978.0,45500000.0,452668025 ,161863377 ,93110794.0,22940934 ,0.0,1088113 ,18285122 ,35408711 ,26188307 ,(31102656),66.65 ,15.73,50.03 ,23.61 ,57.52,4.12 ,14.17 ,22940934.00 ,42.48 ,,
7,BYC,섬유의복,A001460,12,2021,Annual,684434512.0,133338984.0,4923098.0,30955006.0,69036987.0,684434512.0,202622248.0,130677557.0,3855973.0,28227391.0,0.0,481812265 ,164445894 ,94549165.0,26711346 ,0.0,1006645 ,29855489 ,35707429 ,3766575 ,(33059365),70.40 ,10.81,42.05 ,15.35 ,57.5,6.39 ,16.24 ,26711346.47 ,42.50 ,,
8,BYC,섬유의복,A001460,12,2022,Annual,668872026.0,120182142.0,4897177.0,38420150.0,77727018.0,668872026.0,153134740.0,79177004.0,3177671.0,28274737.0,0.0,515737286 ,169680337 ,97946674.0,25326353 ,0.0,1092184 ,35286502 ,10468407 ,43321939 ,(50413187),77.11 ,4.25,29.69 ,5.51 ,57.72,7.07 ,14.93 ,25326353.05 ,42.28 ,,
9,BYC,섬유의복,A001460,12,2023,Annual,685663060.0,113987958.0,5770897.0,39594952.0,105219092.0,685663060.0,150742490.0,51122092.0,4223069.0,8389553.0,20000000.0,534920570 ,168401524 ,95788699.0,27498394 ,0.0,1232948 ,23666593 ,30311997 ,(72664318),(2913565),78.02 ,4.26,28.18 ,5.46 ,56.88,4.51 ,16.33 ,27498394.28 ,43.12 ,,
10,CJ,기타금융,A001040,12,2019,Annual,40381364593.0,11152698283.0,3580221845.0,2549025328.0,13517262358.0,40381364593.0,25766279658.0,12284676249.0,2743572555.0,3268625614.0,2907878175.0,14615084935 ,33779706665 ,24634400467.0,1509154524 ,47897320.0,647899461 ,323842817 ,3864576582 ,(4895720982),1167135536 ,36.19 ,42.04,176.30 ,116.14 ,72.93,2.39 ,4.47 ,1509154524.00 ,27.07 ,,
11,CJ,기타금융,A001040,12,2020,Annual,40024965069.0,11118109484.0,3320554672.0,2238146145.0,13002525157.0,40024965069.0,24628738994.0,11422602369.0,2368251431.0,3092611322.0,3065207901.0,15396226075 ,31999102947 ,23391528118.0,1390340166 ,48479143.0,601305321 ,204007798 ,3032814780 ,(1443779122),(537230169),38.47 ,40.38,159.97 ,104.98 ,73.1,1.36 ,4.34 ,1390340166.00 ,26.90 ,,
12,CJ,기타금융,A001040,12,2021,Annual,41955995804.0,12052390290.0,3640572265.0,2735868912.0,13453497278.0,41955995804.0,25492465688.0,12546083570.0,2760881123.0,3205342324.0,2467662370.0,16463530116 ,34484026554 ,24787913920.0,1881800099 ,57521423.0,739305175 ,806961658 ,3353190728 ,(1623491611),(1230196115),39.24 ,39.8,154.84 ,101.44 ,71.88,5.07 ,5.46 ,1881800099.00 ,28.12 ,,
13,CJ,기타금융,A001040,12,2022,Annual,48240408307.0,15173652714.0,4406167598.0,3707465503.0,14277413784.0,48240408307.0,30506774819.0,16950325414.0,3356993821.0,5714650512.0,2382867707.0,17733633488 ,40924879773 ,29696090453.0,2154201790 ,78599980.0,856720208 ,686845690 ,4044985960 ,(4610826113),1379245056 ,36.76 ,41.18,172.03 ,112.03 ,72.56,4.02 ,5.26 ,2154201790.00 ,27.44 ,,
14,CJ,기타금융,A001040,12,2023,Annual,47203762893.0,14584098325.0,4114768676.0,3169893143.0,14306194154.0,47203762893.0,29310944319.0,15637197515.0,2931229527.0,3937378915.0,2502878954.0,17892818574 ,41352688159 ,29955292833.0,2039057889 ,62671945.0,806235809 ,524667990 ,5016996681 ,(2365324347),(2973540674),37.91 ,38.39,163.81 ,101.28 ,72.44,2.95 ,4.93 ,2039057889.00 ,27.56 ,,
15,CJ대한통운,운수창고업,A000120,12,2019,Annual,9110016110.0,2322199311.0,1377217812.0,22859293.0,3518957880.0,9110016110.0,5454770838.0,2508694254.0,867577340.0,272600281.0,507736031.0,3655245272 ,10415108626 ,9442517707.0,307186346 ,0.0,17120081 ,50889855 ,850274679 ,(318723936),(473675981),40.12 ,34.16,149.23 ,85.14 ,90.66,1.50 ,2.95 ,307186346.18 ,9.34 ,,
16,CJ대한통운,운수창고업,A000120,12,2020,Annual,9643498960.0,2538547347.0,1420450433.0,25323774.0,3496200702.0,9643498960.0,5603556698.0,2807606984.0,897465414.0,419177668.0,441581338.0,4039942262 ,10781127150 ,9779955605.0,325337561 ,0.0,11591048 ,142623241 ,572347644 ,(315839526),(94015594),41.89 ,33.63,138.70 ,80.27 ,90.71,3.71 ,3.02 ,325337561.29 ,9.29 ,,
17,CJ대한통운,운수창고업,A000120,12,2021,Annual,8993928516.0,2348222542.0,1371077751.0,25128745.0,3312064213.0,8993928516.0,4977570577.0,2448916061.0,826135988.0,261567095.0,170151224.0,4016357939 ,11343651787 ,10272323722.0,343880766 ,0.0,11493831 ,158279696 ,344143274 ,366409538 ,(877201845),44.66 ,31.29,123.93 ,70.06 ,90.56,3.93 ,3.03 ,343880765.66 ,9.44 ,,
18,CJ대한통운,운수창고업,A000120,12,2022,Annual,9693299818.0,2956459493.0,1422739127.0,34299355.0,3364173934.0,9693299818.0,5658991480.0,3108759802.0,831449965.0,789578095.0,367116669.0,4034308339 ,12130712862 ,10944706303.0,411786887 ,0.0,11924772 ,196821784 ,622939080 ,(566860798),290402311 ,41.62 ,37.18,140.27 ,89.33 ,90.22,4.89 ,3.39 ,411786887.25 ,9.78 ,,
19,CJ대한통운,운수창고업,A000120,12,2023,Annual,9357587267.0,2488306558.0,1433160225.0,29836220.0,3327912583.0,9357587267.0,5314491024.0,2622292400.0,864030638.0,365968798.0,218206030.0,4043096243 ,11767893663 ,10468766117.0,480234863 ,0.0,14010210 ,242876055 ,836599672 ,(80050816),(1055669537),43.21 ,34.39,131.45 ,79.59 ,88.96,6.01 ,4.08 ,480234863.15 ,11.04 ,,
20,CJ씨푸드,음식료품,A011150,12,2019,Annual,127344142.0,38296401.0,2161634.0,22410620.0,75662717.0,127344142.0,62991686.0,57396298.0,12449348.0,35710518.0,0.0,64352457 ,149168950 ,130911253.0,3700345 ,0.0,0 ,1827958 ,7282741 ,(4656709),(3529625),50.53 ,28.04,97.89 ,55.49 ,87.76,2.90 ,2.48 ,3700345.26 ,12.24 ,,
21,CJ씨푸드,음식료품,A011150,12,2020,Annual,135332382.0,46306337.0,1886565.0,27738489.0,73428644.0,135332382.0,69472863.0,43728866.0,13324757.0,17470276.0,0.0,65859519 ,149049674 ,130486555.0,3962856 ,0.0,0 ,2105552 ,3449077 ,(5006200),1809035 ,48.67 ,27.65,105.49 ,56.82 ,87.55,3.23 ,2.66 ,3962855.96 ,12.45 ,,
22,CJ씨푸드,음식료품,A011150,12,2021,Annual,133389814.0,51224078.0,2571190.0,16745691.0,57953480.0,133389814.0,66278140.0,40773011.0,18843709.0,9404662.0,0.0,67111675 ,162142952 ,140111856.0,4499170 ,0.0,0 ,2204339 ,10911065 ,(2437292),(8790016),50.31 ,22.02,98.76 ,43.77 ,86.41,3.32 ,2.77 ,4499170.29 ,13.59 ,,
23,CJ씨푸드,음식료품,A011150,12,2022,Annual,143409087.0,60241893.0,2981683.0,19897736.0,54722240.0,143409087.0,67719807.0,63686192.0,18327080.0,13489469.0,0.0,75689279 ,152701472 ,131165862.0,4135028 ,0.0,0 ,7419861 ,(905718),2360886 ,3602029 ,52.78 ,23.41,89.47 ,44.36 ,85.9,10.39 ,2.71 ,4135027.84 ,14.10 ,,
24,CJ씨푸드,음식료품,A011150,12,2023,Annual,168208969.0,80537106.0,3636363.0,23783273.0,57570040.0,168208969.0,90158645.0,86175621.0,34460637.0,38044260.0,0.0,78050324 ,148348807 ,127479344.0,4139340 ,0.0,0 ,4435394 ,5511061 ,1501873 ,(6274051),46.40 ,23.3,115.51 ,50.22 ,85.93,5.77 ,2.79 ,4139339.99 ,14.07 ,,
25,CJ제일제당,음식료품,A097950,12,2019,Annual,26280632351.0,7943039221.0,2778309019.0,2018257067.0,10817875757.0,26280632351.0,16799151931.0,8202238119.0,1929949275.0,1627361335.0,2156097831.0,9481480420 ,22352462296 ,18069283521.0,896857873 ,33016574.0,105094722 ,191028303 ,2143095681 ,(3189885009),1228711735 ,36.08 ,38.22,177.18 ,105.95 ,80.84,2.28 ,4.01 ,896857873.00 ,19.16 ,,
26,CJ제일제당,음식료품,A097950,12,2020,Annual,25611892185.0,7469913474.0,2409369434.0,1861478883.0,10462045760.0,25611892185.0,15445453188.0,7082673561.0,1793738367.0,1647881072.0,2412810326.0,10166438997 ,24245725654 ,19059312372.0,1359551440 ,39905922.0,116857417 ,786425538 ,2001752173 ,(345091608),(1097921853),39.69 ,37.11,151.93 ,93.49 ,78.61,8.01 ,5.61 ,1359551440.00 ,21.39 ,,
27,CJ제일제당,음식료품,A097950,12,2021,Annual,26855804277.0,7725600945.0,2616118100.0,2338251516.0,11160866010.0,26855804277.0,16049003859.0,7915867743.0,2153028876.0,1455599563.0,1966024758.0,10806800418 ,26289227767 ,20507136770.0,1524429392 ,48689469.0,175943237 ,892393213 ,1686409257 ,(625359234),(1273855062),40.24 ,36.4,148.51 ,90.45 ,78.01,8.51 ,5.80 ,1524429392.00 ,21.99 ,,
28,CJ제일제당,음식료품,A097950,12,2022,Annual,30013241845.0,9788044124.0,2914499020.0,3201446372.0,11912532880.0,30013241845.0,18484219204.0,9749512896.0,2562314004.0,2842769156.0,1772536200.0,11529022641 ,30079513121 ,23524738847.0,1664708210 ,63831140.0,244036645 ,802674084 ,1627293112 ,(1498466429),551586831 ,38.41 ,38.71,160.33 ,100.77 ,78.21,7.19 ,5.53 ,1664708210.00 ,21.79 ,,
29,CJ제일제당,음식료품,A097950,12,2023,Annual,29606279551.0,9580237559.0,2733206062.0,2649405658.0,11875428266.0,29606279551.0,17826337301.0,9555630305.0,2169407256.0,2471827919.0,1445603057.0,11779942250 ,29023472909 ,22970895588.0,1291582413 ,49832662.0,205235135 ,559462096 ,2444759803 ,(702741211),(1658229045),39.79 ,37.79,151.33 ,94.98 ,79.15,4.80 ,4.45 ,1291582413.00 ,20.85 ,,
30,CS홀딩스,기타금융,A000590,12,2019,Annual,314291513.0,194780328.0,18285935.0,28260704.0,40379637.0,314291513.0,28138800.0,19134828.0,7251172.0,2031282.0,0.0,286152713 ,134971514 ,101877574.0,17025222 ,106036.0,16888 ,16603892 ,19282881 ,12426651 ,(7420253),91.05 ,0.79,9.83 ,0.87 ,75.48,5.92 ,12.61 ,17025221.72 ,24.52 ,,
31,CS홀딩스,기타금융,A000590,12,2020,Annual,323725568.0,189858509.0,16303358.0,31197094.0,34338466.0,323725568.0,28164319.0,18974455.0,6127295.0,2070896.0,0.0,295561249 ,131637085 ,98462604.0,15901270 ,164871.0,9863 ,11835399 ,19478813 ,19294489 ,(3055358),91.30 ,0.77,9.53 ,0.85 ,74.8,4.07 ,12.08 ,15901269.82 ,25.20 ,,
32,CS홀딩스,기타금융,A000590,12,2021,Annual,353716996.0,189086293.0,23921662.0,45133423.0,35334454.0,353716996.0,41521128.0,29190456.0,10692015.0,3334477.0,0.0,312195868 ,159017955 ,118076365.0,19647702 ,125429.0,9709 ,21065821 ,8113505 ,(43981538),(4590077),88.26 ,1.15,13.30 ,1.30 ,74.25,6.93 ,12.36 ,19647701.65 ,25.75 ,,
33,CS홀딩스,기타금융,A000590,12,2022,Annual,364121571.0,213280099.0,23841226.0,47232515.0,34386484.0,364121571.0,33693421.0,22982073.0,7222652.0,3498022.0,0.0,330428150 ,175266452 ,141658049.0,15632045 ,111506.0,9525 ,18788498 ,17143930 ,4595962 ,(3457306),90.75 ,1.06,10.20 ,1.17 ,80.82,5.85 ,8.92 ,15632045.33 ,19.18 ,,
34,CS홀딩스,기타금융,A000590,12,2023,Annual,383909711.0,236509696.0,22914568.0,42387192.0,32806870.0,383909711.0,36702820.0,25133517.0,7189536.0,657115.0,0.0,347206891 ,171965240 ,134650387.0,19128718 ,89775.0,8582 ,22145558 ,28244135 ,(51793562),(7824023),90.44 ,0.39,10.57 ,0.43 ,78.3,6.54 ,11.12 ,19128717.94 ,21.70 ,,
35,DB,서비스업,A012030,12,2019,Annual,363158130.0,83915480.0,32714480.0,7259676.0,2060706.0,363158130.0,152166923.0,59208483.0,11632011.0,3768881.0,0.0,210991208 ,238505593 ,182396061.0,18493010 ,0.0,7056229 ,4404486 ,31005215 ,(8752471),(25836363),58.10 ,25.51,72.12 ,43.91 ,76.47,2.53 ,7.75 ,18493009.58 ,23.53 ,,
36,DB,서비스업,A012030,12,2020,Annual,472491491.0,88595763.0,48254799.0,1431330.0,1853998.0,472491491.0,158786944.0,117921290.0,17834671.0,3893183.0,0.0,313704547 ,272445840 ,209303874.0,26874196 ,0.0,12077934 ,6271086 ,18194187 ,(8980670),(15059994),66.39 ,17.38,50.62 ,26.18 ,76.82,2.39 ,9.86 ,26874196.00 ,23.18 ,,
37,DB,서비스업,A012030,12,2021,Annual,601998919.0,84468030.0,43747534.0,3438673.0,1642245.0,601998919.0,164214797.0,50552474.0,12346779.0,4120000.0,600000.0,437784123 ,326914605 ,265096737.0,23472667 ,0.0,12929409 ,21705064 ,18587525 ,(1050625),(19402734),72.72 ,11.22,37.51 ,15.43 ,81.09,5.78 ,7.18 ,23472667.41 ,18.91 ,,
38,DB,서비스업,A012030,12,2022,Annual,414317385.0,114707456.0,53537541.0,5729621.0,1866495.0,414317385.0,129333891.0,110484852.0,25983981.0,6309634.0,0.0,284983494 ,401345502 ,334566971.0,23608623 ,0.0,13092259 ,5713048 ,27104962 ,(242761),(17403779),68.78 ,12.87,45.38 ,18.71 ,83.36,1.58 ,5.88 ,23608623.38 ,16.64 ,,
39,DB,서비스업,A012030,12,2023,Annual,879384842.0,315718515.0,84519919.0,1484606.0,3185633.0,879384842.0,484173981.0,436432733.0,40423557.0,178096661.0,0.0,395210861 ,458583863 ,373820998.0,37022768 ,0.0,10020601 ,20304877 ,52445093 ,(1218424),133148846 ,44.94 ,21.87,122.51 ,48.66 ,81.52,5.97 ,8.07 ,37022768.32 ,18.48 ,,
40,DB하이텍,전기전자,A000990,12,2019,Annual,1088889810.0,426263421.0,102020672.0,51837841.0,616573800.0,1088889810.0,444239080.0,219715556.0,30645243.0,30550406.0,179746294.0,644650730 ,807416423 ,513292637.0,181292188 ,55296000.0,0 ,104637012 ,161078351 ,(123954602),(70941329),59.20 ,23.21,68.91 ,39.20 ,63.57,17.40 ,22.45 ,181292187.96 ,36.43 ,,
41,DB하이텍,전기전자,A000990,12,2020,Annual,1178581197.0,459208127.0,102419519.0,51848770.0,674684075.0,1178581197.0,383996685.0,261704001.0,36813081.0,15209836.0,96717358.0,794584513 ,935919766 ,577034944.0,239335181 ,58511000.0,0 ,166025591 ,309982630 ,(265310218),(75974562),67.42 ,15.09,48.33 ,22.38 ,61.65,23.07 ,25.57 ,239335181.31 ,38.35 ,,
42,DB하이텍,전기전자,A000990,12,2021,Annual,1549937896.0,815161899.0,134935586.0,66017138.0,657794905.0,1549937896.0,443888190.0,335336853.0,44247176.0,33620488.0,96499920.0,1106049706 ,1214682040 ,679485437.0,399106778 ,64222000.0,0 ,316891852 ,393129115 ,(252766500),(4884073),71.36 ,11.08,40.13 ,15.53 ,55.94,33.35 ,32.86 ,399106778.30 ,44.06 ,,
43,DB하이텍,전기전자,A000990,12,2022,Annual,2142165862.0,1327330066.0,122007611.0,79031920.0,752946807.0,2142165862.0,507381719.0,416099502.0,48542143.0,26652892.0,68499960.0,1634784144 ,1669476722 ,741652223.0,761884807 ,77174000.0,0 ,556227096 ,730905288 ,(708793931),(45816866),76.31 ,6.58,31.04 ,8.62 ,44.42,40.59 ,45.64 ,761884807.37 ,55.58 ,,
44,DB하이텍,전기전자,A000990,12,2023,Annual,2043378694.0,1027982955.0,109613110.0,81645552.0,950915130.0,2043378694.0,303296256.0,220150412.0,50101344.0,13123799.0,46833320.0,1740082438 ,1154223639 ,712204456.0,265437456 ,84040000.0,0 ,264149251 ,224258156 ,27488935 ,(146697210),85.16 ,5.63,17.43 ,6.61 ,61.7,15.65 ,23.00 ,265437456.38 ,38.30 ,,
45,DRB동일,화학,A004840,12,2019,Annual,745278927.0,319781106.0,108023643.0,84028773.0,378172700.0,745278927.0,283757307.0,223720044.0,32607533.0,115569716.0,31449063.0,461521620 ,546994961 ,427781469.0,26475358 ,8958876.0,573590 ,13479792 ,41831904 ,(41146629),4475864 ,61.93 ,23.34,61.48 ,37.69 ,78.21,2.96 ,4.84 ,26475358.48 ,21.79 ,,
46,DRB동일,화학,A004840,12,2020,Annual,776434763.0,360352120.0,91500033.0,78607515.0,370927859.0,776434763.0,312819481.0,240636808.0,35462005.0,146729121.0,42876808.0,463615282 ,496638329 ,388081418.0,21049960 ,8142990.0,249389 ,6267807 ,51978782 ,(68333033),37438487 ,59.71 ,27.36,67.47 ,45.82 ,78.14,1.36 ,4.24 ,21049959.93 ,21.86 ,,
47,DRB동일,화학,A004840,12,2021,Annual,831956562.0,384837853.0,128277650.0,110920541.0,392898062.0,831956562.0,356400810.0,311773257.0,40808181.0,192711014.0,23743589.0,475555752 ,551337200 ,444165665.0,577562 ,8114512.0,171467 ,(2796740),(48338768),8215137 ,25514303 ,57.16 ,29.92,74.94 ,52.33 ,80.56,(0.60),0.10 ,577562.49 ,19.44 ,,
48,DRB동일,화학,A004840,12,2022,Annual,945238495.0,475692074.0,146658474.0,142723632.0,397591091.0,945238495.0,465469810.0,400359408.0,54832748.0,261081289.0,40507615.0,479768685 ,661814016 ,515831073.0,12110321 ,8228478.0,391546 ,3536815 ,(11637695),(28563459),77976277 ,50.76 ,34.87,97.02 ,68.71 ,77.94,0.74 ,1.83 ,12110321.25 ,22.06 ,,
49,DRB동일,화학,A004840,12,2023,Annual,963651592.0,508096734.0,162349978.0,123096765.0,403744029.0,963651592.0,465541738.0,396123602.0,61681513.0,235490377.0,39770278.0,498109854 ,737777768 ,592624492.0,35845946 ,11805617.0,284416 ,21854908 ,102867585 ,(52762516),(40983299),51.69 ,30.7,93.46 ,59.40 ,80.33,4.47 ,4.86 ,35845945.52 ,19.67 ,,
50,DSR제강,철강금속,A069730,12,2019,Annual,201633524.0,84455209.0,42087618.0,35894043.0,56435604.0,201633524.0,59774432.0,52864351.0,11089660.0,29493967.0,1875000.0,141859092 ,191479168 ,173806174.0,5203274 ,819045.0,139545 ,6757020 ,14537643 ,(4622138),(9136112),70.35 ,16.82,42.14 ,23.90 ,90.77,4.86 ,2.72 ,5203274.12 ,9.23 ,,
51,DSR제강,철강금속,A069730,12,2020,Annual,206252816.0,86633729.0,41295754.0,33293213.0,52914122.0,206252816.0,59997585.0,54655368.0,10289540.0,31229178.0,0.0,146255230 ,176206567 ,159888302.0,3534043 ,835726.0,50293 ,5279451 ,12729487 ,(13155061),(779476),70.91 ,16.28,41.02 ,22.96 ,90.74,3.66 ,2.01 ,3534042.58 ,9.26 ,,
52,DSR제강,철강금속,A069730,12,2021,Annual,241710739.0,122540527.0,53145321.0,50813923.0,50598605.0,241710739.0,87876177.0,82516620.0,13469753.0,54890114.0,0.0,153834562 ,207142760 ,189468793.0,4291637 ,927038.0,32873 ,7620490 ,(13140395),1128359 ,21223412 ,63.64 ,22.82,57.12 ,35.86 ,91.47,5.08 ,2.07 ,4291637.48 ,8.53 ,,
53,DSR제강,철강금속,A069730,12,2022,Annual,259398157.0,127187046.0,60296615.0,46821544.0,48004454.0,259398157.0,76302600.0,71887479.0,9644414.0,42567752.0,0.0,183095557 ,261687162 ,218618572.0,26367414 ,1286949.0,148060 ,28926448 ,20596556 ,(16704480),(11160552),70.58 ,16.85,41.67 ,23.88 ,83.54,17.17 ,10.08 ,26367413.76 ,16.46 ,,
54,DSR제강,철강금속,A069730,12,2023,Annual,262988107.0,111012055.0,49765093.0,38040687.0,46192838.0,262988107.0,67790249.0,55679196.0,12957670.0,24624123.0,0.0,195197858 ,212953621 ,173610268.0,23494982 ,1261844.0,64801 ,12943788 ,41711758 ,(24379428),(18820628),74.22 ,9.71,34.73 ,13.09 ,81.52,6.84 ,11.03 ,23494981.83 ,18.48 ,,
55,E1,유통업,A017940,12,2019,Annual,3594979133.0,1412056939.0,539387425.0,459946043.0,932386200.0,3594979133.0,2391690338.0,1102875722.0,383304156.0,189749644.0,360144035.0,1203288795 ,4608269823 ,4219075199.0,106309925 ,0.0,20109043 ,(52402497),54693465 ,(1758605),(75077517),33.47 ,44.3,198.76 ,132.34 ,91.55,(4.16),2.31 ,106309924.60 ,8.45 ,,
56,E1,유통업,A017940,12,2020,Annual,3731448422.0,1358137166.0,505644552.0,418597248.0,950376419.0,3731448422.0,2487985637.0,1637841242.0,366274788.0,276666785.0,21997000.0,1243462785 ,3927554237 ,3613110785.0,39530859 ,0.0,17791258 ,56330569 ,175086208 ,(72870708),(25541950),33.32 ,46.55,200.09 ,139.70 ,91.99,4.60 ,1.01 ,39530859.09 ,8.01 ,,
57,E1,유통업,A017940,12,2021,Annual,3999326311.0,1629020624.0,616352618.0,466148349.0,933545823.0,3999326311.0,2625919366.0,1311736229.0,409018723.0,283308617.0,387844343.0,1373406946 ,5152300897 ,4880390607.0,5575315 ,0.0,17997652 ,138568375 ,51299646 ,(83904028),(17039582),34.34 ,44.32,191.20 ,129.06 ,94.72,10.59 ,0.11 ,5575314.50 ,5.28 ,,
58,E1,유통업,A017940,12,2022,Annual,4339655186.0,1930286689.0,811215101.0,550041846.0,917820224.0,4339655186.0,2829299481.0,1711123012.0,475048611.0,593938668.0,407931275.0,1510355704 ,7990767898 ,7423739225.0,278730692 ,0.0,18520369 ,141465520 ,(7478572),(35498690),10835583 ,34.80 ,42.23,187.33 ,121.33 ,92.9,9.81 ,3.49 ,278730692.43 ,7.10 ,,
59,E1,유통업,A017940,12,2023,Annual,4597407646.0,1953815462.0,708116231.0,614972740.0,900680557.0,4597407646.0,2899257176.0,2138857009.0,411743973.0,472923990.0,18315000.0,1698150470 ,7827737067 ,7418455875.0,93175066 ,0.0,19620394 ,214389245 ,389812396 ,(76923551),(202963571),36.94 ,43.45,170.73 ,117.64 ,94.77,13.36 ,1.19 ,93175065.86 ,5.23 ,,
60,GKL,서비스업,A114090,12,2019,Annual,909430532.0,457057708.0,13308515.0,2490486.0,80708091.0,909430532.0,324258160.0,211761095.0,0.0,0.0,0.0,585172372 ,490752464 ,356614226.0,96802634 ,528.0,5809887 ,72396402 ,117589909 ,(51566916),(64988443),64.34 ,10.81,55.41 ,16.81 ,72.67,12.62 ,19.73 ,96802634.48 ,27.33 ,,
61,GKL,서비스업,A114090,12,2020,Annual,708445969.0,347246892.0,7628723.0,3653283.0,67290812.0,708445969.0,222055672.0,128840843.0,0.0,11900312.0,194444.0,486390297 ,184462332 ,238366745.0,(88810805),0.0,3681592 ,(64326966),(138976155),164093880 ,(55144931),68.66 ,13.69,45.65 ,19.94 ,129.22,(12.01),(48.15),(88810804.54),(29.22),,
62,GKL,서비스업,A114090,12,2021,Annual,531306108.0,236965183.0,6788033.0,3040430.0,55062379.0,531306108.0,147757778.0,101123517.0,0.0,0.0,27778.0,383548330 ,85086861 ,204185462.0,(145828747),100.0,1262473 ,(113272119),(128217469),147933631 ,(23258712),72.19 ,10.96,38.52 ,15.18 ,239.97,(26.04),(171.39),(145828746.66),(139.97),,
63,GKL,서비스업,A114090,12,2022,Annual,609513167.0,262720452.0,11529410.0,2943795.0,74071931.0,609513167.0,227057758.0,161100630.0,0.0,0.0,0.0,382455408 ,262110551 ,249646596.0,(13917278),233.0,1650690 ,(22744367),45767553 ,48662771 ,(21509093),62.75 ,13.69,59.37 ,21.82 ,95.24,(5.94),(5.31),(13917278.20),4.76 ,,
64,GKL,서비스업,A114090,12,2023,Annual,639368284.0,344824809.0,9950807.0,2050472.0,69216496.0,639368284.0,227557872.0,173078713.0,0.0,0.0,0.0,411810412 ,396693648 ,316624930.0,51017881 ,363.0,2160483 ,43848395 ,84863264 ,(49121721),(21082119),64.41 ,12.01,55.26 ,18.65 ,79.82,11.04 ,12.86 ,51017881.01 ,20.18 ,,
65,GS,기타금융,A078930,12,2019,Annual,24734086000.0,3117465000.0,951408000.0,461987000.0,8468307000.0,24734086000.0,13718283000.0,4789648000.0,662238000.0,900493000.0,2285730000.0,11015803000 ,17786063000 ,13803643000.0,2033142000 ,0.0,20191000 ,668945000 ,1586413000 ,(343818000),(1166447000),44.54 ,42.86,124.53 ,96.23 ,77.61,6.21 ,11.43 ,2033142000.00 ,22.39 ,,
