,종목명,회계년,총자산증가율(전년동기)(%),유형자산증가율(전년동기)(%),매출액증가율(전년동기)(%),당기순이익(천원)
867,한국특강,2021,29.64,31.25,66.51,"36,985,485"
868,한국특강,2022,19.94,20.64,15.10,"40,633,591"
869,한국특강,2023,2.41,2.56,4.33,"28,125,493"
870,한국무브넥스,2019,1.82,0.40,20.21,"10,919,773"
871,한국무브넥스,2020,2.41,-1.82,-7.60,"11,424,415"
872,한국무브넥스,2021,4.69,5.10,13.88,"19,748,626"
873,한국무브넥스,2022,14.30,9.57,36.60,"35,639,746"
874,한국무브넥스,2023,9.42,16.03,10.17,"50,489,560"
875,한국화장품제조,2019,17.29,37.61,-13.31,"-1,488,200"
876,한국화장품제조,2020,-7.75,-9.18,-18.96,"-4,021,881"
877,한국화장품제조,2021,-1.43,-10.79,9.39,"-1,201,699"
878,한국화장품제조,2022,8.00,-9.32,53.19,"4,033,005"
879,한국화장품제조,2023,7.87,-11.28,5.26,"7,281,366"
880,한농화성,2019,0.53,0.13,-8.30,"9,978,317"
881,한농화성,2020,4.91,14.26,1.74,"12,986,053"
882,한농화성,2021,26.61,16.07,17.75,"19,695,591"
883,한농화성,2022,3.89,6.82,-2.36,"8,571,221"
884,한농화성,2023,5.30,-0.91,-11.29,"12,399,221"
885,한독,2019,14.72,1.80,5.88,"33,925,733"
886,한독,2020,9.38,3.93,6.47,"26,978,482"
887,한독,2021,2.76,20.21,2.79,"3,288,807"
888,한독,2022,3.51,5.24,5.05,"10,595,833"
889,한독,2023,-9.27,1.18,-3.87,"-28,940,426"
890,한미글로벌,2019,-2.92,-15.59,41.85,"23,408,893"
891,한미글로벌,2020,7.41,-12.39,-21.07,"10,364,662"
892,한미글로벌,2021,30.44,-6.93,16.13,"16,010,650"
893,한미글로벌,2022,30.78,3.11,38.62,"26,923,928"
894,한미글로벌,2023,6.92,-9.24,10.28,"16,670,160"
895,한미반도체,2019,4.65,18.03,-44.56,"19,262,572"
896,한미반도체,2020,26.99,0.42,113.82,"50,131,485"
897,한미반도체,2021,31.29,19.77,44.98,"104,438,304"
898,한미반도체,2022,6.09,4.09,-12.21,"92,259,257"
899,한미반도체,2023,58.93,12.42,-51.46,"267,167,516"
900,한미사이언스,2019,-0.62,-3.01,15.34,"30,742,879"
901,한미사이언스,2020,1.36,-2.79,4.99,"22,596,604"
902,한미사이언스,2021,2.89,1.42,10.82,"42,939,923"
903,한미사이언스,2022,16.82,251.67,10.09,"69,035,322"
904,한미사이언스,2023,10.50,6.73,19.30,"115,119,858"
905,한샘,2019,27.92,89.06,-11.93,"42,714,882"
906,한샘,2020,2.23,-6.13,21.73,"66,840,592"
907,한샘,2021,1.37,9.06,7.92,"57,218,187"
908,한샘,2022,-11.77,-16.30,-10.32,"-71,320,633"
909,한샘,2023,-4.38,-1.33,-1.70,"-62,155,232"
910,한섬,2019,4.00,8.44,-3.03,"85,260,970"
911,한섬,2020,8.68,-3.76,-5.07,"84,888,784"
912,한섬,2021,8.24,13.04,16.01,"111,523,597"
913,한섬,2022,8.20,11.04,11.16,"120,699,266"
914,한섬,2023,2.35,35.83,-0.88,"80,985,209"
915,한성기업,2019,5.10,22.28,-5.85,"-17,371,195"
916,한성기업,2020,-16.19,-29.27,-1.46,"2,265,626"
917,한성기업,2021,2.13,-2.62,-5.49,"-7,507,898"
918,한성기업,2022,17.50,9.14,16.15,"1,414,199"
919,한성기업,2023,-1.75,-2.00,9.74,"1,221,216"
920,한세실업,2019,0.75,1.73,-5.71,"-17,267,717"
921,한세실업,2020,-13.43,-27.98,5.16,"25,826,804"
922,한세실업,2021,19.12,15.29,-1.55,"67,340,656"
923,한세실업,2022,1.89,14.91,31.86,"85,635,185"
924,한세실업,2023,-0.16,23.26,-22.50,"112,035,181"
925,한세예스24홀딩스,2019,3.16,2.78,8.53,"3,148,383"
926,한세예스24홀딩스,2020,6.27,-2.10,2.24,"70,484,032"
927,한세예스24홀딩스,2021,21.81,6.98,0.03,"75,870,159"
928,한세예스24홀딩스,2022,-9.12,5.08,18.69,"49,481,514"
929,한세예스24홀딩스,2023,5.66,36.71,-16.30,"111,443,389"
930,한솔로지스틱스,2019,31.53,4.64,6.12,"5,908,753"
931,한솔로지스틱스,2020,17.52,10.57,10.61,"8,688,691"
932,한솔로지스틱스,2021,36.05,58.62,46.59,"23,492,497"
933,한솔로지스틱스,2022,2.95,-22.88,35.92,"24,240,800"
934,한솔로지스틱스,2023,-10.70,5.72,-28.45,"18,533,392"
935,한솔케미칼,2019,18.63,-0.37,-6.47,"91,031,210"
936,한솔케미칼,2020,6.39,9.89,13.77,"130,080,716"
937,한솔케미칼,2021,19.81,15.16,24.13,"158,670,882"
938,한솔케미칼,2022,4.69,10.63,15.19,"166,977,755"
939,한솔케미칼,2023,7.79,15.82,-12.85,"108,690,123"
940,한솔테크닉스,2019,-3.45,-2.65,15.48,"6,443,824"
941,한솔테크닉스,2020,19.39,-1.82,22.90,"26,185,818"
942,한솔테크닉스,2021,33.36,9.71,24.75,"-9,345,850"
943,한솔테크닉스,2022,35.92,36.84,-8.71,"32,627,201"
944,한솔테크닉스,2023,-11.00,1.74,-4.27,"38,973,272"
945,한솔PNS,2019,13.24,-3.74,-5.82,"3,156,355"
946,한솔PNS,2020,3.59,-7.57,4.67,"2,951,895"
947,한솔PNS,2021,2.41,59.41,7.40,"3,603,361"
948,한솔PNS,2022,23.00,-19.77,19.51,"1,771,479"
949,한솔PNS,2023,-7.48,-4.29,-0.81,"-4,228,298"
950,한솔홀딩스,2019,-50.54,-91.04,-42.47,"26,288,616"
951,한솔홀딩스,2020,-5.89,-4.35,3.81,"72,651,848"
952,한솔홀딩스,2021,4.23,5.02,15.07,"23,608,616"
953,한솔홀딩스,2022,10.65,-5.78,12.95,"48,952,154"
954,한솔홀딩스,2023,-0.44,-2.47,-5.15,"5,033,306"
955,한솔홈데코,2019,-4.00,-9.99,-11.11,"-4,557,551"
956,한솔홈데코,2020,-0.26,-1.39,-4.04,"586,544"
957,한솔홈데코,2021,6.67,-0.95,3.96,"5,460,164"
958,한솔홈데코,2022,1.54,3.27,7.66,"-4,867,558"
959,한솔홈데코,2023,-2.32,-7.80,5.85,"-14,271,678"
960,한신공영,2019,-7.17,10.61,-24.22,"72,069,235"
961,한신공영,2020,5.05,2.85,-4.09,"105,364,541"
962,한신공영,2021,22.24,20.21,-15.78,"44,654,631"
963,한신공영,2022,10.82,12.38,-6.83,"39,984,565"
964,한신공영,2023,5.09,12.14,7.16,"23,668,931"
965,한신기계,2019,3.63,26.64,-1.01,"1,615,229"
966,한신기계,2020,1.33,-7.06,-2.12,"3,460,529"
967,한신기계,2021,6.23,7.63,5.28,"4,087,464"
968,한신기계,2022,14.41,-3.34,3.08,"-4,733,469"
969,한신기계,2023,0.64,29.80,2.27,"-1,972,590"
970,한온시스템,2019,32.24,37.31,20.49,"322,613,423"
971,한온시스템,2020,10.24,4.38,-3.93,"113,459,525"
972,한온시스템,2021,5.46,5.07,6.96,"310,725,206"
973,한온시스템,2022,10.51,1.50,17.36,"26,742,650"
974,한온시스템,2023,1.60,14.55,10.80,"58,886,775"
975,한올바이오파마,2019,17.92,4.39,18.09,"19,174,350"
976,한올바이오파마,2020,15.02,3.95,-18.30,"19,764,499"
977,한올바이오파마,2021,-9.84,18.69,14.66,"8,896,137"
978,한올바이오파마,2022,7.54,-0.01,8.27,"251,474"
979,한올바이오파마,2023,12.32,1.97,22.65,"3,508,608"
980,한익스프레스,2019,38.21,38.61,2.02,"5,079,131"
981,한익스프레스,2020,9.37,8.64,6.57,"-1,905,833"
982,한익스프레스,2021,24.23,13.61,26.17,"3,915,122"
983,한익스프레스,2022,8.85,25.53,10.55,"8,543,467"
984,한익스프레스,2023,4.80,8.75,-22.11,"-15,603,643"
985,한일시멘트,2019,1.14,-0.56,84.81,"40,504,818"
986,한일시멘트,2020,73.44,40.84,2.97,"99,984,085"
987,한일시멘트,2021,-1.22,0.38,30.54,"86,015,249"
988,한일시멘트,2022,3.82,5.49,16.96,"87,618,199"
989,한일시멘트,2023,16.54,11.71,20.97,"177,712,231"
990,한일철강,2019,2.30,-3.67,2.62,"-10,882,921"
991,한일철강,2020,-7.61,-10.24,-9.19,"-4,792,864"
992,한일철강,2021,14.82,-4.50,58.22,"25,514,604"
993,한일철강,2022,0.11,-1.94,2.67,"-1,327,709"
994,한일철강,2023,-2.40,1.46,-15.27,"430,267"
995,한전KPS,2019,6.13,0.28,0.36,"153,331,331"
996,한전KPS,2020,-0.70,2.21,4.51,"87,058,312"
997,한전KPS,2021,5.71,-1.27,5.94,"98,680,315"
998,한전KPS,2022,9.47,0.17,3.51,"100,181,910"
999,한전KPS,2023,2.26,0.33,7.33,"162,677,361"
1000,한전기술,2019,-4.70,-3.44,3.44,"26,397,847"
1001,한전기술,2020,-4.75,-2.91,-3.77,"20,160,083"
1002,한전기술,2021,0.75,-4.08,0.33,"16,452,462"
1003,한전기술,2022,15.73,-4.85,16.66,"17,953,974"
1004,한전기술,2023,4.72,-3.83,7.88,"32,654,448"
1005,한진,2019,33.33,-3.78,5.72,"-2,865,355"
1006,한진,2020,6.77,4.70,7.44,"9,096,798"
1007,한진,2021,2.35,3.49,13.02,"161,832,907"
1008,한진,2022,5.56,15.95,13.79,"51,759,791"
1009,한진,2023,2.64,4.71,-1.47,"26,107,574"
1010,HJ중공업,2019,-9.64,-3.70,-4.07,"306,169,000"
1011,HJ중공업,2020,-11.19,-3.09,4.12,"78,346,000"
1012,HJ중공업,2021,8.72,54.92,0.63,"-139,844,000"
1013,HJ중공업,2022,7.65,-30.16,4.78,"-50,160,000"
1014,HJ중공업,2023,12.58,15.64,20.91,"-114,319,000"
1015,한진중공업홀딩스,2019,-0.69,-0.52,-7.23,"30,355,000"
1016,한진중공업홀딩스,2020,-1.26,-2.80,-9.39,"-3,605,000"
1017,한진중공업홀딩스,2021,0.03,-0.84,11.67,"-7,510,000"
1018,한진중공업홀딩스,2022,8.61,-1.30,62.17,"14,935,000"
1019,한진중공업홀딩스,2023,-6.53,-1.49,-13.72,"7,903,000"
1020,한창,2019,-13.54,299.40,-38.76,"-1,808,271"
1021,한창,2020,28.21,-22.30,-57.99,"-22,329,524"
1022,한창,2021,14.03,-23.74,39.44,"-28,242,822"
1023,한창,2022,-15.49,77.46,153.68,"-1,870,954"
1024,한창,2023,-20.42,-68.82,-25.80,"-31,237,652"
1025,한창제지,2019,11.17,0.69,-9.30,"7,375,908"
1026,한창제지,2020,5.30,7.63,-5.47,"10,589,707"
1027,한창제지,2021,37.28,45.45,6.26,"15,021,666"
1028,한창제지,2022,13.86,43.26,17.95,"1,260,744"
1029,한창제지,2023,2.06,1.06,28.43,"-17,494,819"
1030,한화,2019,7.51,0.23,3.43,"231,054,000"
1031,한화,2020,4.88,-1.75,1.02,"707,536,000"
1032,한화,2021,6.43,0.18,3.75,"2,282,069,000"
1033,한화,2022,-3.19,39.98,-3.69,"2,008,961,000"
1034,한화,2023,6.48,23.94,4.42,"1,635,515,000"
1035,한화솔루션,2019,2.95,-1.35,4.55,"-248,864,999"
1036,한화솔루션,2020,-3.47,-2.69,-2.77,"301,722,374"
1037,한화솔루션,2021,32.17,0.55,16.64,"616,328,220"
1038,한화솔루션,2022,19.11,6.63,22.43,"366,023,151"
1039,한화솔루션,2023,2.77,2.43,1.20,"-155,257,718"
1040,한화에어로스페이스,2019,17.73,6.32,18.21,"162,427,318"
1041,한화에어로스페이스,2020,8.69,4.16,1.09,"164,739,762"
1042,한화에어로스페이스,2021,16.70,0.02,4.13,"301,762,016"
1043,한화에어로스페이스,2022,37.17,59.00,27.41,"146,554,019"
1044,한화에어로스페이스,2023,28.98,13.00,32.56,"976,918,346"
1045,HDC현대EP,2019,-8.84,-3.78,-8.31,"13,170,850"
1046,HDC현대EP,2020,-4.09,-8.77,-17.45,"13,794,072"
1047,HDC현대EP,2021,11.04,14.25,24.71,"10,285,176"
1048,HDC현대EP,2022,3.51,0.96,20.78,"10,418,777"
1049,HDC현대EP,2023,0.35,-5.95,-2.92,"17,299,101"
1050,현대건설,2019,0.95,-1.17,3.27,"573,331,000"
1051,현대건설,2020,-1.58,-31.86,-1.78,"227,697,000"
1052,현대건설,2021,9.47,4.62,6.45,"554,377,000"
1053,현대건설,2022,6.49,3.62,17.57,"470,876,000"
1054,현대건설,2023,13.40,14.85,39.61,"654,281,000"
1055,현대글로비스,2019,16.60,17.78,8.33,"502,322,714"
1056,현대글로비스,2020,7.59,-2.03,-9.58,"606,142,677"
1057,현대글로비스,2021,11.67,3.15,31.84,"783,175,862"
1058,현대글로비스,2022,14.02,15.65,23.89,"1,192,805,576"
1059,현대글로비스,2023,6.10,5.72,-4.81,"1,070,090,664"
1060,현대리바트,2019,10.89,64.34,-8.44,"19,465,669"
1061,현대리바트,2020,6.71,24.92,11.88,"26,592,768"
1062,현대리바트,2021,7.51,-1.11,1.59,"13,495,394"
1063,현대리바트,2022,-1.10,-11.85,6.33,"-50,771,043"
1064,현대리바트,2023,5.30,-6.22,6.02,"-34,135,531"
1065,현대모비스,2019,8.21,7.17,8.25,"2,294,311,000"
1066,현대모비스,2020,4.06,1.34,-3.74,"1,526,850,000"
1067,현대모비스,2021,6.15,4.69,13.86,"2,362,474,000"
1068,현대모비스,2022,7.62,2.63,24.47,"2,487,244,000"
1069,현대모비스,2023,5.74,11.85,14.16,"3,423,309,000"
1070,HD현대미포,2019,-2.40,0.64,24.60,"61,178,074"
1071,HD현대미포,2020,6.46,5.57,-6.75,"-12,262,320"
1072,HD현대미포,2021,7.76,1.41,3.41,"-160,108,518"
1073,HD현대미포,2022,22.43,4.01,28.74,"-43,766,777"
1074,HD현대미포,2023,3.39,3.22,8.67,"-138,952,719"
1075,현대백화점,2019,9.08,3.39,18.08,"243,010,565"
1076,현대백화점,2020,14.22,4.76,3.37,"105,056,700"
1077,현대백화점,2021,3.01,-0.04,57.16,"233,388,925"
1078,현대백화점,2022,34.56,5.96,40.36,"186,026,376"
1079,현대백화점,2023,-2.96,-0.12,-16.09,"-39,776,206"
1080,현대비앤지스틸,2019,0.50,-0.24,2.89,"21,775,481"
1081,현대비앤지스틸,2020,6.55,0.25,-7.23,"23,598,538"
1082,현대비앤지스틸,2021,18.54,6.54,25.79,"69,792,444"
1083,현대비앤지스틸,2022,11.59,-0.90,49.72,"26,052,583"
1084,현대비앤지스틸,2023,-7.61,-3.51,-18.41,"-30,200,207"
1085,HDC현대산업개발,2019,-9.33,-1.96,50.98,"413,669,803"
1086,HDC현대산업개발,2020,38.70,-6.70,-12.96,"220,205,212"
1087,HDC현대산업개발,2021,7.36,-2.57,-8.35,"176,280,916"
1088,HDC현대산업개발,2022,11.73,24.93,-1.95,"50,219,958"
1089,HDC현대산업개발,2023,-4.36,9.75,27.06,"172,890,219"
1090,HMM,2019,73.73,16.69,5.57,"-589,837,000"
1091,HMM,2020,30.91,13.66,16.33,"123,966,000"
1092,HMM,2021,90.71,39.16,115.09,"5,337,151,000"
1093,HMM,2022,45.82,31.72,34.71,"10,117,136,000"
1094,HMM,2023,-1.36,83.02,-54.79,"968,692,000"
1095,한일현대시멘트,2019,2.05,4.09,13.10,"41,318,306"
1096,한일현대시멘트,2020,0.49,1.29,-12.98,"62,782,324"
1097,한일현대시멘트,2021,6.02,6.78,18.76,"40,385,274"
1098,한일현대시멘트,2022,8.77,14.41,18.68,"35,704,071"
1099,한일현대시멘트,2023,29.15,39.83,7.11,"35,062,650"
1100,현대약품,2019,0.21,-4.44,2.95,"1,212,848"
1101,현대약품,2020,7.57,-5.37,-1.25,"2,187,064"
1102,현대약품,2021,4.04,-1.81,5.14,"-3,173,176"
1103,현대약품,2022,10.56,-0.90,16.37,"-164,583"
1104,현대약품,2023,-14.64,-0.19,11.11,"6,121,760"
1105,현대엘리베이,2019,7.28,5.10,-0.25,"43,590,611"
1106,현대엘리베이,2020,3.08,1.74,-2.74,"97,931,139"
1107,현대엘리베이,2021,13.75,24.51,8.36,"112,347,037"
1108,현대엘리베이,2022,0.91,5.95,7.90,"78,232,444"
1109,현대엘리베이,2023,17.28,5.44,22.20,"309,851,270"
1110,현대차,2019,7.67,7.48,9.23,"3,185,646,000"
1111,현대차,2020,7.63,3.84,-1.65,"1,924,553,000"
1112,현대차,2021,11.75,4.26,13.09,"5,693,077,000"
1113,현대차,2022,9.32,1.72,20.87,"7,983,614,000"
1114,현대차,2023,10.45,7.66,14.43,"12,272,301,000"
1115,현대제철,2019,3.19,-1.06,-1.29,"25,613,298"
1116,현대제철,2020,1.39,-3.35,-12.13,"-440,119,750"
1117,현대제철,2021,6.31,-3.13,26.78,"1,505,154,568"
1118,현대제철,2022,-0.65,-2.58,19.65,"1,038,192,930"
1119,현대제철,2023,-4.30,-2.69,-5.22,"442,983,461"
1120,현대코퍼레이션,2019,31.55,65.77,-9.56,"16,439,542"
1121,현대코퍼레이션,2020,-15.61,-1.92,-32.43,"49,362,974"
1122,현대코퍼레이션,2021,40.06,75.04,31.30,"38,005,996"
1123,현대코퍼레이션,2022,7.26,12.12,61.98,"78,686,326"
1124,현대코퍼레이션,2023,12.47,-4.22,7.40,"83,387,484"
1125,형지엘리트,2019,-12.96,-30.97,-6.97,"-9,595,882"
1126,형지엘리트,2020,-5.33,-10.48,-4.31,"-1,122,460"
1127,형지엘리트,2021,14.08,-4.12,-8.56,"-771,547"
1128,형지엘리트,2022,-16.27,-75.85,1.47,"8,078,889"
1129,형지엘리트,2023,14.56,1.89,-31.17,"1,997,534"
1130,혜인,2019,-4.41,-6.71,20.36,"4,247,863"
1131,혜인,2020,-4.79,-5.79,-16.61,"4,815,521"
1132,혜인,2021,-6.32,-6.25,-5.14,"4,900,986"
1133,혜인,2022,23.51,-7.00,-13.73,"-2,074,105"
1134,혜인,2023,5.59,0.35,55.08,"7,404,407"
1135,호텔신라,2019,53.11,-3.21,21.29,"169,427,576"
1136,호텔신라,2020,-17.96,-7.37,-44.24,"-283,345,632"
1137,호텔신라,2021,-8.20,-5.59,18.54,"27,059,370"
1138,호텔신라,2022,10.62,0.39,30.24,"-50,164,252"
1139,호텔신라,2023,2.31,-3.19,-27.50,"85,978,496"
1140,화성산업,2019,-4.41,-0.91,-5.01,"7,672,692"
1141,화성산업,2020,-5.25,-0.44,-7.12,"32,926,991"
1142,화성산업,2021,39.19,10.72,0.71,"29,678,513"
1143,화성산업,2022,-7.65,-26.89,52.93,"22,672,301"
1144,화성산업,2023,32.91,-10.28,40.63,"19,208,135"
1145,화승인더,2019,28.19,11.95,28.24,"80,878,438"
1146,화승인더,2020,12.81,1.84,-8.91,"49,917,298"
1147,화승인더,2021,14.20,18.88,5.14,"-4,203,132"
1148,화승인더,2022,8.70,12.07,40.09,"84,443"
1149,화승인더,2023,-7.09,-1.14,-23.34,"-32,499,380"
1150,화신,2019,-2.39,4.57,8.23,"6,622,599"
1151,화신,2020,1.76,-8.36,-6.77,"-54,248,883"
1152,화신,2021,5.85,5.11,13.91,"24,367,674"
1153,화신,2022,15.37,0.13,36.69,"74,211,911"
1154,화신,2023,19.13,12.03,6.66,"77,268,483"
1155,화천기계,2019,-2.35,-0.57,-11.63,"-6,131,779"
1156,화천기계,2020,-7.44,5.24,-14.31,"-4,554,983"
1157,화천기계,2021,6.40,-4.20,28.58,"5,379,751"
1158,화천기계,2022,3.53,-5.95,7.87,"3,558,563"
1159,화천기계,2023,3.77,9.30,-14.68,"768,092"
1160,화천기공,2019,-2.77,0.66,-4.21,"7,454,029"
1161,화천기공,2020,0.92,37.25,-21.66,"4,515,768"
1162,화천기공,2021,12.44,19.20,26.11,"9,313,608"
1163,화천기공,2022,11.42,0.27,19.67,"37,485,626"
1164,화천기공,2023,-2.14,-2.71,-7.53,"10,563,123"
1165,환인제약,2019,5.98,-2.97,2.92,"18,611,977"
1166,환인제약,2020,8.09,14.36,7.87,"23,191,298"
1167,환인제약,2021,7.17,3.44,3.54,"26,458,506"
1168,환인제약,2022,4.58,143.11,11.90,"23,733,587"
1169,환인제약,2023,8.62,19.13,15.81,"29,774,322"
1170,황금에스티,2019,-3.93,-5.03,-0.49,"23,664,534"
1171,황금에스티,2020,15.91,13.05,-1.70,"19,972,692"
1172,황금에스티,2021,-4.58,8.73,13.17,"32,952,261"
1173,황금에스티,2022,11.67,-0.81,23.05,"46,246,868"
1174,황금에스티,2023,6.56,-1.05,6.51,"29,757,397"
1175,효성,2019,1.86,-3.13,5.77,"150,009,465"
1176,효성,2020,-32.13,1.37,-18.25,"1,220,252"
1177,효성,2021,18.64,7.43,36.22,"538,166,289"
1178,효성,2022,0.23,-0.01,5.17,"24,807,189"
1179,효성,2023,-3.39,1.89,-7.60,"-438,141"
1180,효성ITX,2019,31.24,4.32,-3.45,"10,829,855"
1181,효성ITX,2020,1.48,35.61,24.70,"12,749,411"
1182,효성ITX,2021,49.29,19.47,-1.70,"14,388,125"
1183,효성ITX,2022,-26.75,-6.13,7.43,"14,921,412"
1184,효성ITX,2023,-0.30,-10.98,-1.47,"14,579,375"
1185,후성,2019,19.80,29.60,-9.45,"205,810"
1186,후성,2020,2.12,0.47,5.08,"2,650,617"
1187,후성,2021,14.11,7.64,45.74,"31,279,494"
1188,후성,2022,51.50,44.56,60.15,"112,437,649"
1189,후성,2023,-8.61,-14.73,-14.31,"-84,392,137"
1190,휴니드,2019,14.83,-1.89,-25.50,"7,964,233"
1191,휴니드,2020,-5.01,-2.76,3.39,"6,333,487"
1192,휴니드,2021,7.84,-1.73,13.13,"13,016,424"
1193,휴니드,2022,13.76,-0.17,-2.30,"9,259,054"
1194,휴니드,2023,-1.58,-3.41,2.86,"17,876,181"
1195,휴스틸,2019,-4.04,1.02,-8.79,"-12,543,042"
1196,휴스틸,2020,4.32,6.62,-31.91,"8,641,226"
1197,휴스틸,2021,57.57,75.60,68.62,"37,987,133"
1198,휴스틸,2022,26.73,6.12,67.22,"227,154,197"
1199,휴스틸,2023,9.92,21.86,-25.81,"72,197,668"
1200,TKG휴켐스,2019,5.68,-0.82,-13.52,"70,312,286"
1201,TKG휴켐스,2020,-5.17,-7.16,-10.04,"49,786,681"
1202,TKG휴켐스,2021,9.55,-2.17,45.10,"77,566,604"
1203,TKG휴켐스,2022,-0.84,37.59,43.50,"81,809,433"
1204,TKG휴켐스,2023,16.82,33.99,-14.82,"134,775,149"
1205,흥아해운,2019,-46.38,-51.51,1.34,"-51,356,551"
1206,흥아해운,2020,-33.46,-24.76,-12.95,"-50,876,456"
1207,흥아해운,2021,-13.77,-20.91,-8.11,"16,436,494"
1208,흥아해운,2022,28.21,16.81,117.63,"23,809,909"
1209,흥아해운,2023,2.71,5.57,-7.34,"34,733,504"
1210,동남합성,2019,4.99,-3.51,-9.49,"17,838,941"
1211,동남합성,2020,-14.54,-20.30,-0.90,"9,947,503"
1212,동남합성,2021,11.44,-4.99,28.31,"11,725,985"
1213,동남합성,2022,1.64,32.67,20.65,"10,621,743"
1214,동남합성,2023,5.95,8.40,-13.79,"5,951,155"
1215,동방,2019,13.41,0.57,20.25,"-8,669,488"
1216,동방,2020,-16.17,-28.32,-6.48,"13,396,837"
1217,동방,2021,0.84,-2.52,0.66,"-359,593"
1218,동방,2022,6.91,4.06,27.28,"1,298,808"
1219,동방,2023,5.52,9.84,1.22,"15,092,200"
1220,동방아그로,2019,4.45,-2.49,2.92,"6,466,935"
1221,동방아그로,2020,1.04,0.17,3.91,"6,731,224"
1222,동방아그로,2021,4.31,-1.54,3.51,"7,006,596"
1223,동방아그로,2022,5.90,12.66,9.44,"6,793,365"
1224,동방아그로,2023,3.63,2.18,11.96,"12,160,962"
1225,동부건설,2019,24.96,84.73,28.64,"59,804,630"
1226,동부건설,2020,6.99,57.78,1.46,"44,325,414"
1227,동부건설,2021,32.25,-6.09,-2.33,"116,473,370"
1228,동부건설,2022,25.33,-13.00,27.63,"39,355,379"
1229,동부건설,2023,14.28,-7.87,30.03,"-4,854,316"
1230,KG스틸,2019,-6.02,-2.54,-4.59,"-33,537,540"
1231,KG스틸,2020,-4.14,-7.63,-3.53,"66,893,129"
1232,KG스틸,2021,22.74,0.38,43.22,"190,707,951"
1233,KG스틸,2022,10.12,1.41,13.86,"534,763,543"
1234,KG스틸,2023,4.72,0.95,-10.21,"235,222,297"
1235,동성제약,2019,-6.04,-1.19,-5.85,"-8,385,205"
1236,동성제약,2020,-4.56,9.22,1.46,"-14,079,138"
1237,동성제약,2021,-16.81,0.22,-3.86,"-4,312,832"
1238,동성제약,2022,2.98,17.51,10.57,"-2,121,670"
1239,동성제약,2023,6.75,-2.80,-5.07,"-2,073,910"
1240,동성케미컬,2019,5.25,-2.48,4.52,"25,020,518"
1241,동성케미컬,2020,-6.18,-8.45,1.67,"37,181,637"
1242,동성케미컬,2021,2.61,-6.29,7.17,"42,391,510"
1243,동성케미컬,2022,9.86,4.73,23.13,"46,832,994"
1244,동성케미컬,2023,7.90,1.99,-1.94,"58,715,253"
1245,동아쏘시오홀딩스,2019,9.39,6.90,8.79,"19,975,207"
1246,동아쏘시오홀딩스,2020,11.23,4.39,1.77,"162,361,992"
1247,동아쏘시오홀딩스,2021,11.93,33.53,12.59,"60,511,696"
1248,동아쏘시오홀딩스,2022,2.37,4.94,15.07,"7,835,196"
1249,동아쏘시오홀딩스,2023,13.03,20.63,11.54,"55,863,040"
1250,다스코,2019,1.08,-1.44,-10.21,"1,888,514"
1251,다스코,2020,16.22,57.86,3.82,"-7,887,779"
1252,다스코,2021,19.63,7.76,61.98,"-599,608"
1253,다스코,2022,15.94,-20.43,4.09,"2,234,938"
1254,다스코,2023,-7.54,-5.16,-0.10,"14,380,543"
1255,동아지질,2019,13.17,52.92,5.59,"19,042,768"
1256,동아지질,2020,3.90,-19.24,-17.39,"2,042,222"
1257,동아지질,2021,4.77,13.95,-8.00,"4,688,851"
1258,동아지질,2022,6.12,1.56,-8.01,"-22,829,834"
1259,동아지질,2023,5.01,-14.36,29.55,"10,229,915"
1260,동양,2019,4.08,2.80,1.76,"-2,263,038"
1261,동양,2020,-2.03,0.18,11.85,"-28,909,959"
1262,동양,2021,1.05,-0.08,16.03,"11,246,411"
1263,동양,2022,-2.35,-2.31,9.74,"9,954,374"
1264,동양,2023,11.80,-4.38,12.85,"18,191,366"
1265,동양고속,2019,-4.66,6.03,6.20,"32,744,318"
1266,동양고속,2020,-10.14,4.64,-40.53,"-16,411,367"
1267,동양고속,2021,0.56,-7.58,-2.83,"-23,943,627"
1268,동양고속,2022,-1.97,-2.92,28.65,"-12,794,473"
1269,동양고속,2023,1.75,5.54,14.88,"-3,093,451"
1270,TYM,2019,8.09,2.44,4.65,"5,224,426"
1271,TYM,2020,4.49,5.95,15.54,"6,416,878"
1272,TYM,2021,7.70,18.55,17.97,"39,502,411"
1273,TYM,2022,10.56,1.79,38.59,"98,186,110"
1274,TYM,2023,8.56,4.01,-28.27,"60,426,832"
1275,동양철관,2019,0.34,-1.41,0.89,"1,779,426"
1276,동양철관,2020,-6.59,-2.49,6.36,"7,038,970"
1277,동양철관,2021,21.27,-3.16,4.72,"-3,773,152"
1278,동양철관,2022,-1.57,-5.48,46.23,"3,971,223"
1279,동양철관,2023,14.03,-7.43,4.56,"-1,560,103"
1280,HLB글로벌,2019,-19.12,-6.66,126.83,"-22,868,905"
1281,HLB글로벌,2020,1.06,224.88,17.81,"-29,566,508"
1282,HLB글로벌,2021,25.31,-9.10,27.33,"-13,082,245"
1283,HLB글로벌,2022,-26.62,-4.89,-1.01,"-15,243,254"
1284,HLB글로벌,2023,-8.43,-10.43,79.10,"-25,660,246"
1285,동원F&B,2019,12.11,24.81,8.13,"65,664,358"
1286,동원F&B,2020,7.02,2.02,4.62,"77,931,257"
1287,동원F&B,2021,14.95,1.38,10.11,"69,498,076"
