,종목명,회계년,총자산증가율(전년동기)(%),유형자산증가율(전년동기)(%),매출액증가율(전년동기)(%),당기순이익(천원)
1750,성보화학,2019,-5.96,0.77,-15.46,"-2,868,491"
1751,성보화학,2020,-7.67,1.31,23.58,"-6,003,952"
1752,성보화학,2021,8.13,-0.73,11.49,"1,280,616"
1753,성보화학,2022,-0.80,-9.62,15.09,"3,936,366"
1754,성보화학,2023,-3.02,5.02,-5.67,"1,163,431"
1755,성신양회,2019,-3.01,-1.32,2.81,"17,377,898"
1756,성신양회,2020,5.91,8.96,2.10,"10,140,409"
1757,성신양회,2021,2.87,-0.77,15.40,"6,509,059"
1758,성신양회,2022,5.88,-0.26,23.62,"-26,470,492"
1759,성신양회,2023,10.32,19.12,8.04,"66,955,414"
1760,성창기업지주,2019,8.42,10.96,10.21,"-10,875,066"
1761,성창기업지주,2020,0.58,0.16,13.16,"5,064,139"
1762,성창기업지주,2021,-0.52,0.49,15.81,"5,938,031"
1763,성창기업지주,2022,16.56,15.50,14.94,"-13,134,359"
1764,성창기업지주,2023,-6.25,-2.21,-26.93,"-24,022,293"
1765,세기상사,2019,-2.60,-1.12,-0.69,"-941,243"
1766,세기상사,2020,-2.49,-1.55,-56.59,"-1,536,833"
1767,세기상사,2021,14.49,10.22,700.30,"-1,944,921"
1768,세기상사,2022,11.32,-6.54,88.53,"-1,271,122"
1769,세기상사,2023,-1.24,-2.80,-7.07,"-1,559,061"
1770,세방,2019,12.84,3.33,10.99,"6,741,396"
1771,세방,2020,4.36,-3.27,16.45,"32,610,547"
1772,세방,2021,6.89,-9.10,25.58,"52,433,875"
1773,세방,2022,2.89,6.92,21.99,"105,527,038"
1774,세방,2023,5.02,14.91,-11.50,"69,963,793"
1775,세방전지,2019,19.15,2.10,-3.55,"78,426,012"
1776,세방전지,2020,0.24,0.48,9.99,"66,717,515"
1777,세방전지,2021,11.23,23.36,7.92,"85,232,536"
1778,세방전지,2022,-0.44,2.70,8.96,"42,678,284"
1779,세방전지,2023,9.78,4.36,14.37,"118,398,646"
1780,세아베스틸지주,2019,-3.82,-7.92,-10.42,"19,189,145"
1781,세아베스틸지주,2020,-8.29,-15.77,-13.65,"-245,476,440"
1782,세아베스틸지주,2021,7.49,-2.56,43.98,"183,668,659"
1783,세아베스틸지주,2022,8.29,0.65,20.14,"88,310,593"
1784,세아베스틸지주,2023,-4.01,-2.35,-6.90,"125,991,352"
1785,세아제강,2019,-2.40,-2.93,183.15,"24,851,987"
1786,세아제강,2020,2.26,-0.41,-6.25,"33,059,458"
1787,세아제강,2021,16.74,-3.41,30.15,"91,395,255"
1788,세아제강,2022,19.29,5.37,20.33,"159,294,293"
1789,세아제강,2023,4.83,-2.13,3.28,"188,833,969"
1790,세아홀딩스,2019,0.05,-5.53,-4.76,"48,464,791"
1791,세아홀딩스,2020,-6.81,-15.62,-13.66,"-261,540,309"
1792,세아홀딩스,2021,8.91,-6.41,41.06,"133,614,656"
1793,세아홀딩스,2022,6.90,-0.42,12.33,"156,073,095"
1794,세아홀딩스,2023,-2.21,-2.52,-4.84,"131,836,418"
1795,세우글로벌,2019,4.86,21.56,-14.80,"82,818"
1796,세우글로벌,2020,3.47,-50.25,-0.06,"3,096,621"
1797,세우글로벌,2021,3.36,2.83,18.00,"1,228,462"
1798,세우글로벌,2022,2.48,-0.27,-13.36,"1,522,191"
1799,세우글로벌,2023,9.26,-4.39,28.72,"2,554,579"
1800,세원이앤씨,2019,8.87,-0.45,35.95,"-5,692,133"
1801,세원이앤씨,2020,-9.48,4.02,-39.62,"-26,561,917"
1802,세원이앤씨,2021,-9.87,-28.35,-24.31,"-2,443,722"
1803,세원이앤씨,2022,-3.41,-1.67,52.29,"-86,375,471"
1804,세원이앤씨,2023,21.55,28.24,3.16,"-17,983,192"
1805,세원정공,2019,-6.70,-9.49,-16.90,"-18,361,641"
1806,세원정공,2020,-1.08,-11.69,-17.75,"4,597,043"
1807,세원정공,2021,1.53,-11.75,-9.17,"24,591,307"
1808,세원정공,2022,1.07,-31.82,-19.13,"-27,859,580"
1809,세원정공,2023,7.20,-26.00,38.18,"-31,272,002"
1810,세이브존I&C,2019,0.60,0.70,-8.46,"22,262,341"
1811,세이브존I&C,2020,-3.43,-0.70,-15.39,"9,909,637"
1812,세이브존I&C,2021,0.87,-0.59,-9.32,"7,411,013"
1813,세이브존I&C,2022,1.65,-7.73,-2.31,"9,179,410"
1814,세이브존I&C,2023,1.96,-0.86,3.72,"13,617,967"
1815,에스제이지세종,2019,14.35,8.82,11.11,"1,918,381"
1816,에스제이지세종,2020,16.34,7.02,-3.19,"-21,850,777"
1817,에스제이지세종,2021,1.84,-5.18,30.90,"-10,771,841"
1818,에스제이지세종,2022,-2.60,-9.52,20.03,"195,989"
1819,에스제이지세종,2023,0.21,5.81,-3.55,"4,338,222"
1820,송원산업,2019,2.50,0.03,3.25,"35,008,000"
1821,송원산업,2020,-0.36,-3.01,-0.81,"28,365,000"
1822,송원산업,2021,25.19,-0.45,23.57,"71,209,000"
1823,송원산업,2022,9.11,4.06,33.19,"131,932,000"
1824,송원산업,2023,-10.48,-1.41,-22.53,"34,847,000"
1825,수산중공업,2019,-10.63,-2.87,86.48,"145,346"
1826,수산중공업,2020,29.07,-2.65,-12.66,"4,031,757"
1827,수산중공업,2021,-0.13,7.43,83.55,"11,393,233"
1828,수산중공업,2022,10.86,9.54,13.16,"15,749,353"
1829,수산중공업,2023,0.53,9.61,-20.87,"16,873,038"
1830,신대양제지,2019,2.92,-3.13,-8.82,"72,267,792"
1831,신대양제지,2020,5.27,-0.13,-5.81,"45,706,346"
1832,신대양제지,2021,4.55,-1.74,11.88,"60,434,796"
1833,신대양제지,2022,4.56,1.32,-0.76,"51,281,301"
1834,신대양제지,2023,-0.94,-1.10,-4.59,"51,251,648"
1835,신도리코,2019,-0.28,-8.95,-23.46,"14,487,011"
1836,신도리코,2020,-3.30,-2.42,-21.36,"-13,416,107"
1837,신도리코,2021,11.61,-18.73,-4.16,"95,437,496"
1838,신도리코,2022,1.55,-21.35,17.49,"45,016,566"
1839,신도리코,2023,3.88,2.81,4.66,"54,984,229"
1840,신라교역,2019,6.69,-0.13,4.05,"10,313,816"
1841,신라교역,2020,1.48,3.98,0.72,"7,669,342"
1842,신라교역,2021,8.17,4.58,-6.93,"44,526,707"
1843,신라교역,2022,5.28,11.18,24.86,"14,194,801"
1844,신라교역,2023,4.50,-16.02,0.36,"17,164,768"
1845,신성이엔지,2019,0.84,-0.37,-5.15,"2,085,195"
1846,신성이엔지,2020,1.64,-30.33,19.76,"-13,722,906"
1847,신성이엔지,2021,12.57,11.78,-5.77,"-15,861,730"
1848,신성이엔지,2022,21.17,90.58,46.12,"34,271,583"
1849,신성이엔지,2023,1.76,-34.53,-13.19,"15,258,874"
1850,신성통상,2019,5.40,3.40,16.30,"2,555,720"
1851,신성통상,2020,24.06,11.61,7.58,"341,675"
1852,신성통상,2021,4.68,-6.71,16.81,"28,809,379"
1853,신성통상,2022,13.83,6.60,22.16,"76,653,163"
1854,신성통상,2023,4.59,1.31,5.24,"83,210,951"
1855,신세계,2019,17.27,-4.70,23.31,"593,123,360"
1856,신세계,2020,-1.92,1.89,-25.41,"-69,137,655"
1857,신세계,2021,6.86,5.14,32.44,"388,866,619"
1858,신세계,2022,5.16,0.98,23.69,"547,639,875"
1859,신세계,2023,2.81,3.83,-18.63,"311,968,013"
1860,신세계건설,2019,2.73,-1.33,-6.28,"17,514,766"
1861,신세계건설,2020,-1.56,1.05,-5.85,"12,230,773"
1862,신세계건설,2021,8.28,3.69,31.36,"26,155,222"
1863,신세계건설,2022,24.92,38.97,13.98,"-14,219,380"
1864,신세계건설,2023,21.83,5.68,4.90,"-158,514,892"
1865,신영와코루,2019,0.90,-22.74,2.21,"2,872,501"
1866,신영와코루,2020,7.21,-2.50,-0.04,"2,920,537"
1867,신영와코루,2021,4.08,-29.45,6.42,"6,491,809"
1868,신영와코루,2022,9.55,76.83,6.35,"23,502,438"
1869,신영와코루,2023,-5.66,1.46,0.66,"5,008,543"
1870,신원,2019,-2.14,4.11,8.59,"531,288"
1871,신원,2020,0.59,-4.97,2.88,"-9,235,265"
1872,신원,2021,24.10,22.10,26.66,"10,515,902"
1873,신원,2022,1.29,16.20,13.19,"17,561,081"
1874,신원,2023,6.84,20.01,-16.17,"5,935,016"
1875,신일전자,2019,-2.13,6.68,-13.53,"4,298,520"
1876,신일전자,2020,10.50,10.29,18.20,"8,015,379"
1877,신일전자,2021,10.39,-1.56,12.22,"7,977,953"
1878,신일전자,2022,25.22,22.30,4.76,"1,041,713"
1879,신일전자,2023,-17.50,-1.48,-9.09,"1,056,841"
1880,신풍제약,2019,-0.22,0.34,1.24,"5,394,987"
1881,신풍제약,2020,27.74,-5.17,4.23,"5,045,737"
1882,신풍제약,2021,-19.18,-5.87,-4.31,"-11,526,011"
1883,신풍제약,2022,-9.24,-2.67,10.60,"-35,308,829"
1884,신풍제약,2023,-3.17,4.29,-4.33,"-57,272,532"
1885,신풍,2019,10.98,-57.11,1.80,"19,541,026"
1886,신풍,2020,-41.96,-98.64,-78.47,"32,922,702"
1887,신풍,2021,-12.88,-26.19,-23.30,"-10,029,697"
1888,신풍,2022,19.75,"3,481.76",-27.49,"-7,535,495"
1889,신풍,2023,-7.32,-91.61,43.20,"-9,206,170"
1890,SHD,2019,1.13,-3.60,3.44,"963,221"
1891,SHD,2020,-1.69,3.96,4.34,"489,045"
1892,SHD,2021,10.65,8.38,35.49,"5,792,585"
1893,SHD,2022,24.29,7.17,19.56,"10,819,014"
1894,SHD,2023,-3.99,2.90,-15.14,"110,300"
1895,신흥,2019,4.66,27.43,1.21,"674,972"
1896,신흥,2020,5.26,1.29,-5.17,"12,431,336"
1897,신흥,2021,-5.17,-1.46,8.74,"13,449,680"
1898,신흥,2022,1.45,0.64,-6.84,"8,463,561"
1899,신흥,2023,-0.21,4.16,-4.85,"9,230,505"
1900,쌍방울,2019,-10.47,-7.31,-6.05,"-36,403,524"
1901,쌍방울,2020,2.99,17.81,1.82,"-16,110,820"
1902,쌍방울,2021,12.87,-29.24,-0.23,"-18,559,821"
1903,쌍방울,2022,-57.60,-5.72,6.46,"-95,990,559"
1904,쌍방울,2023,-14.26,-4.11,-8.27,"-26,111,496"
1905,쌍용C&E,2019,-1.79,-1.30,1.89,"131,120,968"
1906,쌍용C&E,2020,-1.22,-0.08,-4.40,"138,181,425"
1907,쌍용C&E,2021,7.15,9.50,12.96,"185,957,156"
1908,쌍용C&E,2022,8.68,3.84,2.68,"127,780,123"
1909,쌍용C&E,2023,-6.06,-11.47,9.58,"219,736,463"
1910,써니전자,2019,12.61,4.39,37.10,"614,760"
1911,써니전자,2020,6.40,-4.80,-35.89,"5,837,867"
1912,써니전자,2021,17.96,-10.01,-3.20,"4,503,538"
1913,써니전자,2022,-0.88,0.69,9.71,"5,036,812"
1914,써니전자,2023,7.83,-1.36,-26.84,"3,864,294"
1915,씨아이테크,2019,36.52,-34.16,26.13,"-4,454,449"
1916,씨아이테크,2020,27.95,0.67,1.75,"-4,705,774"
1917,씨아이테크,2021,5.92,3.77,13.99,"-6,235,930"
1918,씨아이테크,2022,18.42,13.15,20.10,"-1,172,031"
1919,씨아이테크,2023,-3.83,15.35,0.58,"-8,133,913"
1920,아남전자,2019,5.04,1.64,26.50,"439,012"
1921,아남전자,2020,31.57,-17.17,8.83,"5,321,705"
1922,아남전자,2021,41.08,7.21,35.92,"13,283,976"
1923,아남전자,2022,-0.44,24.73,33.50,"13,892,645"
1924,아남전자,2023,-21.79,4.69,-30.54,"7,060,728"
1925,아모레퍼시픽,2019,11.50,-1.89,5.73,"223,761,028"
1926,아모레퍼시픽,2020,-4.79,-3.59,-20.57,"21,869,012"
1927,아모레퍼시픽,2021,7.27,-0.97,9.72,"180,857,694"
1928,아모레퍼시픽,2022,-5.15,-2.60,-14.97,"129,264,245"
1929,아모레퍼시픽,2023,1.46,-1.36,-11.15,"173,878,929"
1930,아모레G,2019,12.10,-3.66,3.39,"282,404,952"
1931,아모레G,2020,-5.95,-3.72,-21.55,"22,047,682"
1932,아모레G,2021,3.20,-5.23,8.03,"291,978,846"
1933,아모레G,2022,-4.82,-3.40,-15.60,"149,222,413"
1934,아모레G,2023,-0.26,-1.88,-10.54,"234,714,548"
1935,메타랩스,2019,-8.23,-34.58,83.42,"-25,362,334"
1936,메타랩스,2020,-21.64,-2.89,-43.62,"-19,340,233"
1937,메타랩스,2021,10.41,-61.97,-40.10,"-14,647,574"
1938,메타랩스,2022,5.86,-58.82,-22.78,"-4,146,497"
1939,메타랩스,2023,24.26,-17.66,-4.68,"-7,437,667"
1940,아세아,2019,1.55,1.08,-5.23,"94,330,214"
1941,아세아,2020,0.11,-1.30,-0.99,"82,947,954"
1942,아세아,2021,7.89,2.56,20.91,"201,244,924"
1943,아세아,2022,2.15,2.33,12.23,"163,508,811"
1944,아세아,2023,2.82,7.59,2.10,"175,601,384"
1945,아세아제지,2019,4.41,7.94,-10.08,"61,440,521"
1946,아세아제지,2020,4.02,-0.14,4.87,"54,245,096"
1947,아세아제지,2021,9.89,2.05,29.26,"90,996,795"
1948,아세아제지,2022,6.74,-1.07,8.21,"94,400,173"
1949,아세아제지,2023,1.28,9.09,-11.24,"81,053,176"
1950,아시아나항공,2019,64.85,88.61,-4.13,"-817,886,114"
1951,아시아나항공,2020,2.58,-7.97,-43.69,"-502,971,861"
1952,아시아나항공,2021,-5.55,-8.68,11.90,"-516,809,974"
1953,아시아나항공,2022,2.85,0.11,43.02,"26,525,712"
1954,아시아나항공,2023,-3.26,3.77,22.83,"180,531,807"
1955,아이에스동서,2019,32.12,23.99,-51.74,"74,262,246"
1956,아이에스동서,2020,25.58,-17.05,55.78,"141,598,300"
1957,아이에스동서,2021,-3.09,5.27,33.99,"110,673,223"
1958,아이에스동서,2022,6.50,-2.95,41.66,"204,862,055"
1959,아이에스동서,2023,13.37,15.74,-10.93,"160,256,445"
1960,IHQ,2019,-28.31,155.76,-9.28,"-66,279,161"
1961,IHQ,2020,-11.75,-36.61,-18.37,"-18,248,434"
1962,IHQ,2021,63.05,251.59,-25.96,"-10,099,947"
1963,IHQ,2022,3.25,21.65,-22.02,"-112,100,062"
1964,IHQ,2023,-38.43,-0.39,-22.43,"37,540,963"
1965,알루코,2019,3.79,1.40,-10.34,"-6,794,707"
1966,알루코,2020,-9.21,-9.28,9.00,"-31,940,784"
1967,알루코,2021,11.22,5.70,2.08,"2,444,329"
1968,알루코,2022,4.71,6.09,27.66,"15,722,959"
1969,알루코,2023,5.41,-2.89,-8.40,"20,461,689"
1970,에넥스,2019,-15.04,-6.86,-18.42,"-3,764,886"
1971,에넥스,2020,-14.47,-10.44,-35.73,"-8,893,062"
1972,에넥스,2021,17.68,183.52,-13.65,"10,021,496"
1973,에넥스,2022,-3.63,3.88,2.07,"-23,471,393"
1974,에넥스,2023,12.46,63.38,11.97,"-19,728,244"
1975,에스엘,2019,31.39,47.83,41.51,"87,092,916"
1976,에스엘,2020,2.87,6.75,10.73,"64,203,075"
1977,에스엘,2021,9.77,6.69,19.81,"96,212,545"
1978,에스엘,2022,14.18,13.84,39.10,"165,912,606"
1979,에스엘,2023,10.37,1.80,15.91,"349,266,124"
1980,에스원,2019,6.66,2.40,6.60,"146,641,282"
1981,에스원,2020,6.22,-0.14,3.34,"142,089,585"
1982,에스원,2021,3.48,1.86,4.01,"128,990,896"
1983,에스원,2022,5.20,-0.75,6.72,"151,030,833"
1984,에스원,2023,5.00,-0.34,6.19,"189,480,546"
1985,SJM홀딩스,2019,6.68,-0.14,0.01,"9,333,723"
1986,SJM홀딩스,2020,-0.17,-8.14,-11.94,"5,010,390"
1987,SJM홀딩스,2021,6.75,-1.39,5.73,"6,148,773"
1988,SJM홀딩스,2022,-0.30,-6.10,23.09,"3,830,315"
1989,SJM홀딩스,2023,3.55,-2.84,10.11,"19,364,289"
1990,에쓰씨엔지니어링,2019,1.86,-1.64,-4.26,"-4,376,262"
1991,에쓰씨엔지니어링,2020,-81.65,-99.96,-69.82,"-1,126,871"
1992,에쓰씨엔지니어링,2021,69.73,"27,167.50",4.49,"-7,922,314"
1993,에쓰씨엔지니어링,2022,-8.52,36.68,81.22,"6,506,744"
1994,에쓰씨엔지니어링,2023,-6.76,17.99,-0.91,"-2,364,589"
1995,에이엔피,2019,-14.07,-15.76,-1.84,"-7,766,243"
1996,에이엔피,2020,-21.47,-39.91,-22.45,"-24,690,993"
1997,에이엔피,2021,-21.05,-5.89,-15.59,"-11,948,328"
1998,에이엔피,2022,30.20,-38.42,55.09,"-30,357,953"
1999,에이엔피,2023,-11.01,-8.15,31.13,"-10,024,836"
2000,에이프로젠,2019,63.78,22.06,53.29,"18,325,775"
2001,에이프로젠,2020,28.92,-1.78,62.48,"-32,668,134"
2002,에이프로젠,2021,-42.75,682.55,-79.32,"-119,229,370"
2003,에이프로젠,2022,25.59,16.10,197.95,"-116,084,862"
2004,에이프로젠,2023,-0.90,-0.59,92.19,"-97,283,316"
2005,에이프로젠바이오로직스,2019,68.29,17.58,12.13,"-3,466,524"
2006,에이프로젠바이오로직스,2020,68.45,-2.81,4.75,"18,917,570"
2007,에이프로젠바이오로직스,2021,-0.11,-4.77,5.93,"9,151,011"
2008,에이프로젠바이오로직스,2022,11.31,"1,617.03",15.42,"13,620,686"
2009,에이프로젠바이오로직스,2023,-13.85,-1.72,34.01,"-115,330,071"
2010,엔씨소프트,2019,13.77,49.83,-0.81,"359,154,723"
2011,엔씨소프트,2020,21.96,5.15,42.03,"586,612,599"
2012,엔씨소프트,2021,12.27,102.82,-4.44,"395,734,616"
2013,엔씨소프트,2022,-3.15,24.48,11.39,"435,990,309"
2014,엔씨소프트,2023,-0.99,7.56,-30.79,"213,914,316"
2015,엔케이,2019,-28.49,-17.83,-32.04,"-26,626,482"
2016,엔케이,2020,-4.59,-44.50,-5.88,"-35,681"
2017,엔케이,2021,-6.75,-48.09,-0.39,"11,161,953"
2018,엔케이,2022,42.09,142.21,10.99,"10,681,446"
2019,엔케이,2023,33.34,-22.04,19.36,"59,156,275"
2020,플레이그램,2019,-5.54,-73.96,34.41,"-3,276,104"
2021,플레이그램,2020,61.66,-4.79,288.46,"3,639,878"
2022,플레이그램,2021,87.60,304.90,19.79,"-18,015,509"
2023,플레이그램,2022,134.44,228.31,221.57,"-3,943,930"
2024,플레이그램,2023,-9.88,-29.82,63.30,"-43,211,170"
2025,NPC,2019,2.78,-0.38,9.54,"14,370,310"
2026,NPC,2020,1.69,-0.01,-5.09,"18,864,944"
2027,NPC,2021,21.77,12.91,12.88,"26,181,241"
2028,NPC,2022,5.46,13.27,11.85,"28,189,180"
2029,NPC,2023,1.96,2.50,-6.58,"26,735,825"
2030,영보화학,2019,2.70,2.97,-8.84,"4,753,725"
2031,영보화학,2020,-3.38,-3.48,-18.16,"2,658,898"
2032,영보화학,2021,2.96,0.29,-28.47,"3,501,714"
2033,영보화학,2022,0.31,-1.63,8.05,"6,689,329"
2034,영보화학,2023,-0.78,-3.51,8.78,"5,960,795"
2035,영원무역,2019,17.64,-3.79,13.66,"174,282,787"
2036,영원무역,2020,-2.13,-1.40,3.27,"182,425,908"
2037,영원무역,2021,16.76,15.82,13.22,"334,303,486"
2038,영원무역,2022,27.23,2.71,40.05,"743,155,039"
2039,영원무역,2023,17.36,13.70,-7.84,"533,070,681"
2040,영원무역홀딩스,2019,16.16,4.43,8.71,"227,683,259"
2041,영원무역홀딩스,2020,-1.50,-0.06,4.13,"234,465,777"
2042,영원무역홀딩스,2021,15.89,11.49,13.66,"446,829,435"
2043,영원무역홀딩스,2022,26.92,1.20,39.91,"898,144,561"
2044,영원무역홀딩스,2023,16.19,9.90,-3.93,"718,736,627"
2045,영진약품,2019,2.21,5.91,18.30,"5,029,924"
2046,영진약품,2020,-6.16,-0.28,-5.47,"-133,121"
2047,영진약품,2021,3.19,15.63,-5.95,"-11,582,456"
2048,영진약품,2022,4.63,-1.99,11.38,"-21,961,039"
2049,영진약품,2023,11.58,-1.32,7.57,"-3,875,543"
2050,영풍,2019,2.35,-12.30,3.79,"207,399,649"
2051,영풍,2020,3.48,-6.34,3.22,"85,349,631"
2052,영풍,2021,10.40,3.66,12.52,"170,063,547"
2053,영풍,2022,6.36,14.07,23.66,"415,564,249"
2054,영풍,2023,-5.17,-10.99,-15.08,"-83,369,163"
2055,영풍제지,2019,0.41,78.29,-10.38,"9,277,191"
2056,영풍제지,2020,44.86,-40.60,-1.52,"8,524,501"
2057,영풍제지,2021,3.70,-0.56,22.88,"6,342,599"
2058,영풍제지,2022,-2.83,20.67,-12.57,"7,918,488"
2059,영풍제지,2023,-1.84,5.20,-21.70,"-5,653,312"
2060,영화금속,2019,-3.13,-1.75,2.59,"264,119"
2061,영화금속,2020,-2.13,-6.21,-22.88,"-9,046,782"
2062,영화금속,2021,7.07,-5.99,31.29,"-18,521,149"
2063,영화금속,2022,4.34,-5.99,20.94,"469,416"
2064,영화금속,2023,-4.86,-9.03,2.62,"7,535,978"
2065,예스코홀딩스,2019,5.44,-0.81,1.17,"22,132,122"
2066,예스코홀딩스,2020,1.28,-14.85,-0.61,"-77,910,988"
2067,예스코홀딩스,2021,-9.02,-0.27,17.12,"26,557,568"
2068,예스코홀딩스,2022,4.81,3.56,13.97,"-2,469,725"
2069,예스코홀딩스,2023,-8.94,0.40,-2.70,"34,053,372"
2070,오뚜기,2019,4.30,23.83,5.02,"99,795,075"
2071,오뚜기,2020,8.70,1.25,10.01,"110,380,199"
2072,오뚜기,2021,11.39,-0.49,5.51,"129,977,855"
2073,오뚜기,2022,36.99,40.42,16.22,"278,494,298"
2074,오뚜기,2023,-2.05,-1.41,8.52,"161,681,369"
2075,오리온홀딩스,2019,0.56,5.18,5.30,"156,389,781"
2076,오리온홀딩스,2020,3.01,0.76,8.41,"218,531,879"
2077,오리온홀딩스,2021,10.32,5.69,5.90,"225,328,341"
2078,오리온홀딩스,2022,2.83,-2.79,21.51,"323,574,722"
2079,오리온홀딩스,2023,0.71,0.24,0.65,"290,412,990"
2080,웰바이오텍,2019,7.80,-56.37,-29.22,"-16,552,641"
2081,웰바이오텍,2020,-40.81,-83.29,15.47,"-67,825,461"
2082,웰바이오텍,2021,96.53,-12.83,79.34,"-33,297,531"
2083,웰바이오텍,2022,-57.47,35.86,45.89,"-21,024,065"
2084,웰바이오텍,2023,1.61,161.38,-54.38,"-66,372,243"
2085,팜젠사이언스,2019,1.88,80.96,6.77,"235,996"
2086,팜젠사이언스,2020,35.50,10.38,1.55,"9,124,059"
2087,팜젠사이언스,2021,62.55,102.75,13.72,"32,414,423"
2088,팜젠사이언스,2022,44.06,21.61,37.38,"70,058,186"
2089,팜젠사이언스,2023,5.84,-2.76,10.50,"5,726,202"
2090,에스메디,2019,13.61,-10.68,67.19,"-4,806,227"
2091,에스메디,2020,98.11,-48.21,-88.21,"11,221,115"
2092,에스메디,2021,27.49,-96.88,181.12,"7,779,694"
2093,에스메디,2022,7.69,"1,816.73",2.61,"-49,554,716"
2094,에스메디,2023,-18.20,66.97,191.91,"-26,019,814"
2095,우성,2019,19.04,-6.98,17.80,"11,867,931"
2096,우성,2020,-6.69,-2.35,14.01,"5,715,732"
2097,우성,2021,9.94,8.80,23.66,"-5,842,440"
2098,우성,2022,16.64,-6.02,27.44,"126,061"
2099,우성,2023,5.81,36.31,3.68,"11,055,745"
2100,우신시스템,2019,5.66,0.65,-13.14,"4,012,656"
2101,우신시스템,2020,2.37,-2.96,-5.02,"-14,012,533"
2102,우신시스템,2021,-4.59,-6.07,9.01,"-12,911,457"
2103,우신시스템,2022,-8.75,-3.03,-2.97,"2,816,573"
2104,우신시스템,2023,34.67,1.59,-4.85,"7,430,685"
2105,우진플라임,2019,-6.92,-5.02,5.76,"-13,605,915"
2106,우진플라임,2020,-0.06,-5.82,12.76,"7,769,633"
2107,우진플라임,2021,3.27,-3.74,14.14,"22,511,895"
2108,우진플라임,2022,3.21,1.22,8.80,"21,850,157"
2109,우진플라임,2023,11.62,13.55,-16.68,"6,051,097"
2110,웅진,2019,281.86,51.57,194.22,"-237,500,819"
2111,웅진,2020,-62.54,159.37,8.09,"-25,737,338"
2112,웅진,2021,-1.93,-7.36,10.56,"34,162,110"
2113,웅진,2022,2.67,7.49,7.14,"8,092,750"
2114,웅진,2023,-6.15,-0.12,-2.98,"-24,754,798"
2115,웅진씽크빅,2019,275.57,-15.32,1.45,"-150,612,377"
2116,웅진씽크빅,2020,-72.85,-0.85,-0.94,"357,915"
2117,웅진씽크빅,2021,15.85,118.13,25.96,"44,176,535"
2118,웅진씽크빅,2022,2.48,24.74,14.67,"3,109,290"
2119,웅진씽크빅,2023,-6.50,1.92,-4.63,"-32,199,315"
2120,원림,2019,8.71,2.29,0.14,"4,348,589"
2121,원림,2020,8.72,10.10,-13.52,"18,304,754"
2122,원림,2021,-3.97,-5.85,16.55,"2,724,277"
2123,원림,2022,-0.21,13.27,2.82,"9,219,220"
2124,원림,2023,2.96,-4.51,3.05,"10,089,058"
2125,윌비스,2019,-7.81,-2.17,-2.91,"-36,493,420"
2126,윌비스,2020,1.33,-10.66,-11.13,"-2,449,013"
2127,윌비스,2021,1.14,-3.38,15.39,"-14,579,096"
2128,윌비스,2022,-6.12,-6.90,-7.82,"-9,325,313"
2129,윌비스,2023,12.00,72.90,-15.20,"-15,449,995"
2130,유나이티드제약,2019,9.70,11.48,4.42,"30,915,946"
2131,유나이티드제약,2020,6.70,2.80,-2.42,"26,613,257"
2132,유나이티드제약,2021,7.53,-2.22,2.36,"28,648,749"
2133,유나이티드제약,2022,9.96,13.27,18.77,"45,275,094"
2134,유나이티드제약,2023,12.20,13.98,6.26,"48,261,714"
2135,유니드,2019,-3.20,-1.45,7.51,"67,465,576"
2136,유니드,2020,4.14,-7.30,1.75,"76,818,319"
2137,유니드,2021,20.25,4.71,-1.50,"182,423,116"
2138,유니드,2022,10.50,-7.18,60.17,"126,750,419"
2139,유니드,2023,-15.45,7.63,-19.30,"16,264,874"
2140,유니온,2019,6.06,17.20,0.59,"-12,637,322"
2141,유니온,2020,9.00,5.24,-9.94,"15,437,191"
2142,유니온,2021,3.31,1.98,14.13,"10,374,292"
2143,유니온,2022,2.72,13.61,8.83,"-9,138,514"
2144,유니온,2023,1.79,-9.31,-4.40,"-2,562,126"
2145,유니온머티리얼,2019,21.23,19.82,-4.96,"2,268,731"
2146,유니온머티리얼,2020,5.48,4.65,-12.42,"-1,373,789"
2147,유니온머티리얼,2021,1.20,-0.53,26.47,"543,551"
2148,유니온머티리얼,2022,9.37,13.10,6.67,"-214,987"
2149,유니온머티리얼,2023,-8.36,-14.65,-7.67,"-18,050,286"
2150,유니퀘스트,2019,7.90,4.18,26.24,"22,448,564"
2151,유니퀘스트,2020,8.66,-0.26,20.15,"20,521,130"
2152,유니퀘스트,2021,29.04,-8.12,46.72,"60,395,384"
2153,유니퀘스트,2022,24.55,1.19,23.45,"44,083,014"
2154,유니퀘스트,2023,-25.60,-21.46,-8.72,"16,341,231"
2155,유성기업,2019,5.54,-3.69,5.26,"19,032,126"
2156,유성기업,2020,3.76,26.34,-6.95,"-2,972,498"
2157,유성기업,2021,-0.33,2.80,14.43,"10,346,413"
2158,유성기업,2022,4.17,-0.93,7.37,"22,144,843"
2159,유성기업,2023,2.94,8.82,4.96,"13,754,879"
2160,유수홀딩스,2019,-3.55,-92.94,-4.74,"-2,460,450"
2161,유수홀딩스,2020,-4.54,-61.77,-8.55,"62,940,465"
2162,유수홀딩스,2021,0.69,124.66,50.44,"39,167,182"
2163,유수홀딩스,2022,4.63,0.68,10.70,"44,118,934"
2164,유수홀딩스,2023,-1.99,41.60,-38.71,"23,263,598"
