,종목명,회계년,총자산(천원),*매출원가율(%),당기순이익(천원),영업이익률(%),매출총이익률(%),ROE(당기순이익)(%),당기순이익률(%),매출액(천원),총자산순이익률(%)
588,KIB플러그에너지,2022,192687257.0,84.42,11278003.0,12.24,15.58,10.85,10.67,105673907.0,54.84218761804264
589,KIB플러그에너지,2023,221864642.0,78.67,14501211.0,9.39,21.33,12.19,10.57,137250776.0,61.86239265650991
590,대교,2019,919873575.0,81.61,17155260.0,3.86,18.39,2.79,2.25,761938686.0,82.83080487446331
591,대교,2020,845161976.0,86.56,-18181601.0,-4.47,13.44,-3.10,-2.90,627005590.0,74.18762412472755
592,대교,2021,813566533.0,85.5,-42448478.0,-4.43,14.5,-7.90,-6.65,638394753.0,78.46865955092083
593,대교,2022,666723789.0,85.11,-136174498.0,-7.31,14.89,-29.58,-19.94,683076344.0,102.45267309638476
594,대교,2023,604526705.0,83.43,-96293719.0,-4.21,16.57,-27.01,-14.60,659740743.0,109.13343240973946
595,대구백화점,2019,673555125.0,0.0,-19263522.0,-14.03,100.0,-6.46,-18.98,101484471.0,15.066988169676534
596,대구백화점,2020,508655893.0,0.0,-17803714.0,-19.27,100.0,-6.49,-19.54,91109595.0,17.911833177169147
597,대구백화점,2021,486599802.0,0.0,-5831920.0,-22.09,100.0,-2.26,-7.13,81794092.0,16.80931469018559
598,대구백화점,2022,470347263.0,0.0,-18601406.0,-21.48,100.0,-7.66,-24.51,75899713.0,16.136952199081893
599,대구백화점,2023,467423345.0,0.0,-29666182.0,-22.39,100.0,-13.83,-43.86,67645317.0,14.471959461074842
600,대동,2019,827371930.0,76.69,2662897.0,2.89,23.31,1.22,0.32,834431433.0,100.85324419937717
601,대동,2020,938726122.0,80.07,21001956.0,3.70,19.93,7.68,2.34,895751424.0,95.42201958666705
602,대동,2021,1260639076.0,81.65,34671963.0,3.24,18.35,9.71,2.94,1179193322.0,93.53932814311715
603,대동,2022,1713773206.0,78.57,38470969.0,6.03,21.43,8.97,2.63,1463737930.0,85.4102471012725
604,대동,2023,1956376111.0,78.22,11919510.0,4.56,21.78,2.27,0.83,1433390777.0,73.26764873791693
605,대림B&Co,2019,309166166.0,79.43,2026520.0,1.75,20.57,1.27,0.86,236449075.0,76.47960902681699
606,대림B&Co,2020,326324588.0,80.2,-1769021.0,0.74,19.8,-1.12,-0.76,232365627.0,71.20690120966306
607,대림B&Co,2021,326583009.0,80.95,915191.0,0.93,19.05,0.58,0.35,260359422.0,79.72228034680151
608,대림B&Co,2022,337590813.0,83.4,-859786.0,0.57,16.6,-0.55,-0.34,253490953.0,75.08822611236165
609,대림B&Co,2023,347656028.0,78.61,-5547638.0,1.52,21.39,-3.48,-2.08,266280933.0,76.59321615444561
610,DL,2019,13445224178.0,84.35,710307662.0,8.19,15.65,11.11,42.78,1660433292.0,12.349614034081448
611,DL,2020,13901859840.0,79.93,572657163.0,7.60,20.07,11.51,36.56,1566148812.0,11.265750266692374
612,DL,2021,8180715294.0,82.13,728618667.0,8.19,17.87,19.18,30.89,2358774797.0,28.83335640258745
613,DL,2022,12004032770.0,80.55,98152635.0,5.50,19.45,2.18,1.90,5173707170.0,43.0997421377416
614,DL,2023,12119563560.0,81.54,-120978169.0,3.00,18.46,-2.65,-2.41,5017815821.0,41.40261153925579
615,대림통상,2019,179479977.0,87.2,-11708649.0,-1.35,12.8,-11.80,-6.38,183586182.0,102.28783459226764
616,대림통상,2020,159653334.0,87.27,-12804156.0,-4.38,12.73,-15.23,-8.18,156571762.0,98.06983548492636
617,대림통상,2021,165802431.0,83.11,340648.0,1.90,16.89,0.45,0.22,155229119.0,93.62294513040041
618,대림통상,2022,171792619.0,80.42,3827885.0,3.99,19.58,4.89,2.20,174112262.0,101.35025766153551
619,대림통상,2023,177143797.0,84.16,-7955397.0,-3.39,15.84,-10.51,-5.46,145721236.0,82.26155161391286
620,대상,2019,2389611801.0,74.55,108874639.0,4.38,25.45,11.20,3.67,2963985753.0,124.0362870554806
621,대상,2020,2528335047.0,72.79,127010739.0,5.60,27.21,12.00,4.08,3113203668.0,123.1325599704033
622,대상,2021,2870530106.0,74.55,144949592.0,4.42,25.45,12.34,4.18,3469992523.0,120.8833349542999
623,대상,2022,3190196448.0,76.24,82218895.0,3.43,23.76,6.40,2.01,4084090278.0,128.0200246151111
624,대상,2023,3334370027.0,75.19,68563901.0,3.01,24.81,5.14,1.67,4107493944.0,123.18650631872417
625,대상홀딩스,2019,2888845151.0,74.55,138230329.0,4.38,25.45,12.04,3.89,3552513453.0,122.97348135016047
626,대상홀딩스,2020,3060158355.0,71.97,164808903.0,5.51,28.03,13.04,4.39,3754298961.0,122.68315967589854
627,대상홀딩스,2021,3626092434.0,73.54,142732812.0,3.88,26.46,10.13,3.39,4205969182.0,115.99178064416655
628,대상홀딩스,2022,4015327449.0,77.05,78060701.0,2.75,22.95,5.13,1.49,5226659820.0,130.1677107629585
629,대상홀딩스,2023,4159485426.0,76.12,65516157.0,2.18,23.88,4.18,1.25,5259400430.0,126.44353547014929
630,대성홀딩스,2019,1135842550.0,84.88,17926751.0,2.60,15.12,3.34,1.95,918567910.0,80.87105998978468
631,대성홀딩스,2020,1181125455.0,83.42,47690200.0,2.87,16.58,8.50,5.39,884302672.0,74.86949572177326
632,대성홀딩스,2021,1244012863.0,83.81,23947536.0,2.25,16.19,4.06,2.55,938585208.0,75.44819156745326
633,대성홀딩스,2022,1391346078.0,88.47,4902357.0,0.56,11.53,0.82,0.39,1253169918.0,90.06888636947737
634,대성홀딩스,2023,1245982849.0,86.93,159418653.0,0.82,13.07,27.40,13.10,1216816670.0,97.65918294754955
635,대양금속,2019,90520352.0,95.07,3471573.0,2.14,4.93,7.06,2.29,151597696.0,167.4736041680439
636,대양금속,2020,116257053.0,95.56,-651416.0,0.76,4.44,-0.91,-0.46,140495484.0,120.84899829690332
637,대양금속,2021,157542367.0,89.09,15243418.0,7.47,10.91,17.39,7.49,203423902.0,129.12329925828777
638,대양금속,2022,400877091.0,89.87,9266192.0,5.38,10.13,6.76,3.63,254967649.0,63.60244941011109
639,대양금속,2023,151056760.0,96.69,-38643397.0,-1.24,3.31,-28.39,-19.23,200969629.0,133.04245966880265
640,대영포장,2019,212247463.0,84.91,10790536.0,4.96,15.09,7.42,4.00,270087084.0,127.2510305576656
641,대영포장,2020,207957144.0,87.18,3313636.0,1.80,12.82,2.18,1.27,260706386.0,125.36543875597752
642,대영포장,2021,246069404.0,86.41,10049917.0,3.90,13.59,6.26,3.40,295763691.0,120.19523199235284
643,대영포장,2022,247356883.0,86.88,12852542.0,3.94,13.12,7.69,4.25,302554046.0,122.31478757759086
644,대영포장,2023,221137779.0,85.82,7925125.0,3.91,14.18,4.64,2.80,283462476.0,128.18364970555302
645,대우건설,2019,9697696817.0,90.12,201239572.0,4.21,9.88,8.37,2.33,8651852221.0,89.21553626870823
646,대우건설,2020,9305916434.0,87.71,282603723.0,6.86,12.29,10.94,3.47,8136705737.0,87.43583498420226
647,대우건설,2021,10457976991.0,85.74,484926502.0,8.50,14.26,16.46,5.58,8685207680.0,83.04864016696898
648,대우건설,2022,11140353752.0,87.97,508010239.0,7.29,12.03,14.64,4.88,10419213132.0,93.52677090823498
649,대우건설,2023,11243136483.0,89.6,521479150.0,5.69,10.4,13.39,4.48,11647800865.0,103.59921257392782
650,대우부품,2019,77481781.0,85.29,-2477990.0,-1.86,14.71,-6.50,-4.64,53430109.0,68.9582871101014
651,대우부품,2020,91992450.0,89.37,-3625942.0,-1.31,10.63,-10.09,-4.77,75948847.0,82.55986985888516
652,대우부품,2021,94393900.0,86.86,-40458.0,1.09,13.14,-0.12,-0.04,99183663.0,105.07422937287261
653,대우부품,2022,91241230.0,92.11,-8743987.0,-5.73,7.89,-28.85,-8.70,100501934.0,110.14969219507454
654,대우부품,2023,94593219.0,86.65,229716.0,1.80,13.35,0.86,0.20,113444155.0,119.92842214197192
655,한화오션,2019,11276078800.0,94.39,-46485191.0,3.50,5.61,-1.22,-0.56,8358744819.0,74.12811640691976
656,한화오션,2020,10320774854.0,94.37,86572614.0,2.18,5.63,2.27,1.23,7030175197.0,68.11673829194453
657,한화오션,2021,10623209555.0,134.48,-1699829430.0,-39.11,-34.48,-55.86,-37.89,4486585681.0,42.233805685291316
658,한화오션,2022,12235665305.0,127.71,-1744778448.0,-33.20,-27.71,-117.79,-35.90,4860150250.0,39.72117681262449
659,한화오션,2023,13944772692.0,98.67,160043854.0,-2.65,1.33,6.33,2.16,7408312266.0,53.12608838902112
660,대웅,2019,1670891673.0,53.62,70396367.0,7.79,46.38,7.11,5.15,1365679369.0,81.73356723646799
661,대웅,2020,1837532868.0,53.78,118379527.0,7.23,46.22,11.10,8.73,1355337387.0,73.7585384513514
662,대웅,2021,1929216826.0,49.52,99784450.0,12.07,50.48,8.79,6.60,1511373581.0,78.34130205745987
663,대웅,2022,2158905107.0,47.0,120268044.0,12.22,53.0,9.89,7.09,1697338483.0,78.62033757280838
664,대웅,2023,2359277174.0,48.66,191438974.0,10.78,51.34,14.10,10.55,1813841462.0,76.88123642228736
665,대웅제약,2019,1245668149.0,57.04,28865606.0,4.01,42.96,4.64,2.59,1113425921.0,89.38383163235235
666,대웅제약,2020,1366907921.0,57.65,24148066.0,1.61,42.35,3.63,2.29,1055423690.0,77.2124935253777
667,대웅제약,2021,1410687452.0,52.77,30084147.0,7.70,47.23,4.32,2.61,1152975698.0,81.73147754063953
668,대웅제약,2022,1563340614.0,50.09,39163169.0,7.48,49.91,5.44,3.06,1280091851.0,81.88182661772773
669,대웅제약,2023,1770310793.0,49.96,120002904.0,8.91,50.04,14.51,8.73,1375328745.0,77.68854770801819
670,대원강업,2019,1047989108.0,90.01,21198893.0,2.81,9.99,3.66,2.21,960215102.0,91.62453070075229
671,대원강업,2020,1017866947.0,91.58,-2670014.0,0.61,8.42,-0.46,-0.31,861230960.0,84.61134950283437
672,대원강업,2021,983029517.0,92.56,-2857372.0,-0.58,7.44,-0.50,-0.33,862222797.0,87.71077389734168
673,대원강업,2022,1010418825.0,91.4,23233916.0,2.15,8.6,3.95,2.27,1024450499.0,101.38869879032588
674,대원강업,2023,1026303658.0,88.21,37786380.0,5.35,11.79,6.21,3.41,1106756862.0,107.83912279498082
675,대원전선,2019,189591442.0,96.54,-817858.0,0.25,3.46,-1.01,-0.20,401312381.0,211.67220248264158
676,대원전선,2020,192012755.0,96.01,2314050.0,1.16,3.99,2.79,0.63,367313110.0,191.29620321316676
677,대원전선,2021,240573775.0,97.25,1304381.0,0.48,2.75,1.51,0.27,474978487.0,197.4356876596379
678,대원전선,2022,245958532.0,97.26,1354066.0,0.24,2.74,1.51,0.24,562428058.0,228.66783820290487
679,대원전선,2023,234871662.0,94.73,9612692.0,2.55,5.27,10.02,1.87,515401908.0,219.43980112849886
680,대원제약,2019,327532233.0,43.32,26879413.0,11.05,56.68,13.88,8.46,317827567.0,97.03703482521063
681,대원제약,2020,335214010.0,46.21,17198486.0,7.81,53.79,8.25,5.57,308501016.0,92.0310627828473
682,대원제약,2021,429579922.0,50.18,6610676.0,5.48,49.82,3.07,1.87,354176435.0,82.44715752800012
683,대원제약,2022,453550066.0,50.31,30657172.0,8.98,49.69,13.12,6.40,478884656.0,105.58584198287824
684,대원제약,2023,507998342.0,51.18,23463261.0,6.12,48.82,9.15,4.45,526952045.0,103.73105607498223
685,대원화성,2019,130497955.0,80.12,5860058.0,6.21,19.88,7.68,4.40,133052794.0,101.95776171358395
686,대원화성,2020,129796349.0,84.02,-2183150.0,0.32,15.98,-2.81,-2.01,108787317.0,83.8138498025087
687,대원화성,2021,135832582.0,87.97,-7003648.0,-7.44,12.03,-9.53,-6.18,113339078.0,83.44027355675239
688,대원화성,2022,130913447.0,88.58,-9621845.0,-5.04,11.42,-14.42,-6.55,146805184.0,112.13911738188362
689,대원화성,2023,138374975.0,88.79,-9744852.0,-5.27,11.21,-16.90,-7.98,122178458.0,88.29519788531127
690,대유에이텍,2019,1117314246.0,84.26,17887239.0,2.44,15.74,8.80,1.39,1284997078.0,115.00766974021022
691,대유에이텍,2020,1166526680.0,83.66,21559439.0,3.22,16.34,9.07,1.47,1466904248.0,125.74973836003475
692,대유에이텍,2021,1320996327.0,83.12,-2852372.0,3.16,16.88,-1.33,-0.18,1569707441.0,118.82754016166163
693,대유에이텍,2022,1375206765.0,89.15,-93776539.0,7.61,10.85,-43.80,-18.71,501285872.0,36.4516729235258
694,대유에이텍,2023,336026490.0,88.14,-195250149.0,6.37,11.86,-141.87,-34.44,566931443.0,168.71629465879312
695,대유플러스,2019,1089118794.0,90.29,20433429.0,3.57,9.71,13.67,4.47,457263303.0,41.984704103820654
696,대유플러스,2020,473118285.0,88.8,-5288657.0,3.21,11.2,-3.75,-1.17,452928403.0,95.73259317170546
697,대유플러스,2021,594393688.0,90.41,1985111.0,1.70,9.59,1.53,0.43,464527023.0,78.15140577333992
698,대유플러스,2022,543210277.0,92.16,-24285823.0,-4.52,7.84,-19.42,-48.37,50205455.0,9.242361038762159
699,대유플러스,2023,56615116.0,110.06,-169047672.0,-92.95,-10.06,완전잠식,-479.17,35279150.0,62.31401168550109
700,대창,2019,576144363.0,94.76,4690761.0,1.89,5.24,2.18,0.52,898987909.0,156.0351826266154
701,대창,2020,620282790.0,93.64,7049680.0,3.04,6.36,3.23,0.76,933560488.0,150.5056247006305
702,대창,2021,810738132.0,91.87,26232036.0,4.72,8.13,10.59,2.05,1277635712.0,157.5891970010361
703,대창,2022,840153818.0,96.29,3655650.0,0.63,3.71,1.33,0.25,1441272496.0,171.54864563145983
704,대창,2023,759532652.0,97.69,-25089630.0,-0.70,2.31,-9.52,-1.90,1323045956.0,174.1921104400394
705,대창단조,2019,238563737.0,85.88,15614482.0,6.74,14.12,8.40,5.63,277253876.0,116.21794640146838
706,대창단조,2020,247240846.0,85.17,14829533.0,7.24,14.83,7.65,5.61,264472232.0,106.9694738061202
707,대창단조,2021,298478419.0,84.33,28223118.0,8.32,15.67,13.30,7.96,354439662.0,118.74884059875698
708,대창단조,2022,338228490.0,80.91,40053759.0,11.83,19.09,17.06,9.50,421497658.0,124.61920579191894
709,대창단조,2023,334751849.0,79.81,33910342.0,12.48,20.19,13.17,9.11,372122590.0,111.16371458787671
710,대한방직,2019,197730297.0,98.12,-15955033.0,-8.30,1.88,-10.54,-10.21,156304223.0,79.04920256100156
711,대한방직,2020,213793933.0,91.24,2643028.0,2.03,8.76,2.01,1.51,175246728.0,81.96992568540287
712,대한방직,2021,232612120.0,90.86,1555721.0,2.70,9.14,1.13,0.78,200372905.0,86.14035459545272
713,대한방직,2022,210639558.0,92.99,-5230875.0,-2.03,7.01,-3.81,-2.73,191519691.0,90.92294572703196
714,대한방직,2023,180718515.0,88.61,-3671293.0,-1.21,11.39,-2.76,-2.46,149403981.0,82.67220489278589
715,대한유화,2019,2026475126.0,92.27,106342325.0,5.49,7.73,6.11,5.13,2074296475.0,102.35982906409482
716,대한유화,2020,2127550340.0,88.56,127243164.0,9.04,11.44,6.93,6.76,1882733376.0,88.49301192093063
717,대한유화,2021,2478873031.0,90.97,149935945.0,7.13,9.03,7.64,5.96,2514851602.0,101.45140838397381
718,대한유화,2022,2195832516.0,107.73,-149053086.0,-9.66,-7.73,-7.66,-6.71,2222070978.0,101.19492091536185
719,대한유화,2023,2196492714.0,100.46,-29040721.0,-2.49,-0.46,-1.58,-1.16,2499972628.0,113.81656820738264
720,대한전선,2019,1235075989.0,93.63,-12627729.0,2.14,6.37,-3.98,-0.81,1554739981.0,125.88213153255626
721,대한전선,2020,1199462928.0,91.9,2683898.0,3.55,8.1,0.80,0.17,1596841749.0,133.12972929164178
722,대한전선,2021,1420870615.0,93.75,28937337.0,1.98,6.25,7.74,1.45,1997709556.0,140.5975698920341
723,대한전선,2022,1620264871.0,94.35,21830706.0,1.97,5.65,3.44,0.89,2450545975.0,151.24354164930853
724,대한전선,2023,1878565100.0,93.25,71872998.0,2.81,6.75,7.83,2.53,2843980012.0,151.39108099048576
725,대한제강,2019,635231706.0,91.73,29622526.0,4.11,8.27,6.60,2.90,1021712426.0,160.84090519247476
726,대한제강,2020,944860968.0,87.63,53080079.0,7.46,12.37,10.51,4.84,1096134815.0,116.01016997455227
727,대한제강,2021,1232437581.0,86.55,163681147.0,9.94,13.45,25.81,8.06,2030305294.0,164.7389957349897
728,대한제강,2022,1220496810.0,86.27,137607060.0,10.06,13.73,18.12,6.43,2141616302.0,175.47086436055494
729,대한제강,2023,1115779075.0,87.77,77048615.0,7.59,12.23,9.38,5.32,1447832026.0,129.759739937765
730,대한제당,2019,1143146276.0,89.14,14430621.0,2.45,10.86,3.15,1.20,1204394671.0,105.35787906463862
731,대한제당,2020,1146241857.0,87.74,22674699.0,3.81,12.26,4.81,1.87,1214452231.0,105.95078373586213
732,대한제당,2021,1182290229.0,89.23,20190982.0,3.33,10.77,4.08,1.60,1261349333.0,106.6869455621628
733,대한제당,2022,1219466296.0,90.45,25512530.0,2.76,9.55,4.86,1.85,1378075519.0,113.00644581324289
734,대한제당,2023,1185391612.0,89.55,32504635.0,3.54,10.45,5.95,2.44,1332349884.0,112.3974449044777
735,대한제분,2019,1005108274.0,80.76,16993289.0,2.51,19.24,2.25,1.82,933866093.0,92.91198940025839
736,대한제분,2020,1084880808.0,80.74,20812924.0,2.37,19.26,2.70,2.15,970248268.0,89.4336281778892
737,대한제분,2021,1321597381.0,82.16,87295095.0,2.25,17.84,10.51,7.85,1111341734.0,84.09079421442952
738,대한제분,2022,1318431899.0,83.32,41343754.0,3.16,16.68,4.59,3.02,1368170051.0,103.7725234073694
739,대한제분,2023,1401353854.0,82.09,100629160.0,3.81,17.91,10.52,6.98,1441458548.0,102.86185347730168
740,대한항공,2019,27014118935.0,88.3,-622761502.0,1.42,11.7,-20.96,-5.03,12384263747.0,45.843670773784574
741,대한항공,2020,25190061074.0,90.01,-230018635.0,1.41,9.99,-7.55,-3.02,7610530916.0,30.21243534758728
742,대한항공,2021,26671903184.0,76.66,578782033.0,15.73,23.34,11.37,6.42,9016824640.0,33.80645384694195
743,대한항공,2022,28997701022.0,72.68,1729502852.0,20.08,27.32,21.41,12.27,14096094819.0,48.61107716196385
744,대한항공,2023,30391776030.0,79.76,1129105736.0,11.11,20.24,11.82,7.01,16111796106.0,53.01367083679446
745,대한화섬,2019,609361576.0,90.11,22519885.0,4.27,9.89,4.36,19.71,114236034.0,18.74683906882898
746,대한화섬,2020,722306185.0,89.21,16203021.0,3.45,10.79,2.84,18.65,86893259.0,12.029975764363696
747,대한화섬,2021,907819642.0,90.57,24376322.0,2.69,9.43,3.61,20.77,117346875.0,12.926232212983995
748,대한화섬,2022,836764532.0,90.34,33439084.0,4.23,9.66,4.59,22.17,150864212.0,18.029470207037885
749,대한화섬,2023,860872754.0,92.38,10427991.0,1.78,7.62,1.46,7.76,134407372.0,15.612919723093013
750,대현,2019,263695073.0,43.36,16638711.0,6.76,56.64,8.65,5.55,299583978.0,113.61000211027834
751,대현,2020,252923294.0,47.49,9018284.0,2.82,52.51,4.48,3.56,253198946.0,100.10898640281034
752,대현,2021,280081122.0,43.29,19243108.0,7.79,56.71,9.06,6.68,287896441.0,102.79037692515385
753,대현,2022,297649820.0,41.6,25431135.0,9.46,58.4,10.97,7.96,319305280.0,107.27548231005146
754,대현,2023,309337534.0,42.58,23272375.0,7.22,57.42,9.25,7.88,295303511.0,95.46320072494015
755,대호에이엘,2019,80920216.0,97.11,-3506994.0,-0.81,2.89,-12.62,-2.98,117536747.0,145.250164680727
756,대호에이엘,2020,101175472.0,94.56,652579.0,2.13,5.44,2.43,0.54,121426442.0,120.01569115486805
757,대호에이엘,2021,145025262.0,93.93,-3042735.0,1.27,6.07,-6.31,-2.12,143401758.0,98.88053710256355
758,대호에이엘,2022,153542697.0,91.6,5924964.0,5.37,8.4,8.35,3.40,174036741.0,113.34745604996115
759,대호에이엘,2023,145877680.0,92.16,3485684.0,4.60,7.84,4.16,1.92,181568717.0,124.46641391609738
760,더존비즈온,2019,727012781.0,43.17,51025561.0,25.43,56.83,18.72,19.43,262663608.0,36.12915960551731
761,더존비즈온,2020,804070787.0,44.75,57901331.0,25.04,55.25,15.22,18.89,306455633.0,38.113016659066865
762,더존비즈온,2021,900314203.0,55.34,54413670.0,22.33,44.66,12.10,17.07,318746986.0,35.40397173985269
763,더존비즈온,2022,832892726.0,60.59,23076079.0,14.96,39.41,4.91,7.58,304302941.0,36.53567038115783
764,더존비즈온,2023,883327560.0,56.79,34328701.0,19.54,43.21,7.77,9.71,353562627.0,40.026219378913076
765,덕성,2019,102872752.0,86.18,184845.0,0.54,13.82,0.29,0.21,86726847.0,84.30497416847564
766,덕성,2020,105039887.0,84.95,3621884.0,4.73,15.05,5.61,3.08,117682292.0,112.03581359526787
767,덕성,2021,125291792.0,85.86,5922939.0,3.45,14.14,7.83,5.14,115176864.0,91.92690292114267
768,덕성,2022,125172359.0,85.47,2515239.0,3.94,14.53,2.99,1.89,133297779.0,106.49138521069177
769,덕성,2023,126819097.0,83.41,5634122.0,4.72,16.59,6.66,5.22,107932701.0,85.1076088327612
770,덕양산업,2019,509568546.0,98.97,-16421347.0,-0.39,1.03,-23.48,-1.21,1359423501.0,266.7793198130404
771,덕양산업,2020,513044314.0,98.65,-8997096.0,-0.04,1.35,-15.21,-0.70,1292024988.0,251.8349687820534
772,덕양산업,2021,523564265.0,97.9,1602089.0,0.46,2.1,2.68,0.12,1348236915.0,257.511256044184
773,덕양산업,2022,520217537.0,96.34,11489080.0,1.99,3.66,15.10,0.75,1542026244.0,296.41950421213886
774,덕양산업,2023,573648655.0,96.93,4450283.0,1.48,3.07,4.96,0.24,1875890051.0,327.01027617680023
775,케이비아이동국실업,2019,559688330.0,92.73,275498.0,-2.27,7.27,0.15,0.04,615578390.0,109.98592555967713
776,케이비아이동국실업,2020,566142150.0,95.09,-11427243.0,-3.92,4.91,-6.60,-2.15,530786950.0,93.75506663829924
777,케이비아이동국실업,2021,568005111.0,103.92,-23735749.0,-14.05,-3.92,-13.97,-4.55,521440975.0,91.80216249849906
778,케이비아이동국실업,2022,553570562.0,91.12,4575114.0,-0.16,8.88,2.61,0.74,614172276.0,110.94742353730868
779,케이비아이동국실업,2023,622237518.0,90.02,8074115.0,0.69,9.98,4.29,1.24,649418493.0,104.36826359930294
780,하이스틸,2019,234322434.0,94.38,31538.0,0.52,5.62,0.02,0.01,214251803.0,91.43460971389534
781,하이스틸,2020,239658335.0,93.1,-1259003.0,0.18,6.9,-0.99,-0.78,161686463.0,67.46540361302267
782,하이스틸,2021,259714572.0,86.74,11512025.0,6.47,13.26,8.73,5.09,226150662.0,87.07661655580881
783,하이스틸,2022,292456090.0,90.94,11510797.0,5.33,9.06,8.03,3.64,316413942.0,108.19194840497252
784,하이스틸,2023,270448865.0,94.55,1306918.0,1.32,5.45,0.88,0.51,256655947.0,94.8999904288746
785,하이트진로,2019,3270859605.0,57.16,-42394951.0,4.34,42.84,-3.86,-2.08,2035063967.0,62.21801644708624
786,하이트진로,2020,3297783699.0,56.79,86628492.0,8.80,43.21,8.22,3.84,2256322946.0,68.41937349269432
787,하이트진로,2021,3631051440.0,57.94,71771638.0,7.90,42.06,6.62,3.26,2202903850.0,60.66848367204625
788,하이트진로,2022,3333438311.0,57.43,86816259.0,7.63,42.57,7.70,3.48,2497554821.0,74.92428501701467
789,하이트진로,2023,3358347206.0,55.8,35511120.0,4.92,44.2,3.12,1.41,2520181552.0,75.04231687234306
790,하이트진로홀딩스,2019,3836704100.0,56.69,-40132480.0,4.98,43.31,-3.86,-1.98,2026315991.0,52.81397621984974
791,하이트진로홀딩스,2020,3904980587.0,56.34,107691607.0,9.37,43.66,10.54,4.79,2247005970.0,57.542052257070544
792,하이트진로홀딩스,2021,4236298193.0,57.39,67355184.0,8.60,42.61,6.27,3.07,2192007505.0,51.743465760319765
793,하이트진로홀딩스,2022,3945000965.0,56.96,72048976.0,8.15,43.04,6.40,2.90,2484277054.0,62.97278697877328
794,하이트진로홀딩스,2023,3979751149.0,55.22,18315800.0,5.51,44.78,1.61,0.73,2506869282.0,62.9906038881327
795,한국가스공사,2019,39311854558.0,92.97,58269152.0,5.34,7.03,0.70,0.23,24982639515.0,63.54988793047417
796,한국가스공사,2020,35909774516.0,93.66,-160683053.0,4.31,6.34,-2.02,-0.77,20833721595.0,58.01685439633519
797,한국가스공사,2021,43669902324.0,93.96,964522139.0,4.50,6.04,11.45,3.50,27520756430.0,63.01996332809567
798,한국가스공사,2022,62424983096.0,94.4,1497008013.0,4.76,5.6,15.33,2.89,51724286632.0,82.85831099458373
799,한국가스공사,2023,57254666338.0,95.61,-747428633.0,3.49,4.39,-7.39,-1.68,44555995015.0,77.82072251013736
800,한국공항,2019,464725240.0,91.19,16263109.0,4.45,8.81,5.07,3.23,503778116.0,108.40343339216953
801,한국공항,2020,425353643.0,108.46,-47459465.0,-16.68,-8.46,-15.94,-15.65,303207422.0,71.283607649741
802,한국공항,2021,383887978.0,93.76,3251006.0,-0.26,6.24,1.16,0.94,345532184.0,90.00859724760643
803,한국공항,2022,421095043.0,92.29,5774386.0,0.65,7.71,1.84,1.44,400521082.0,95.11417639746475
804,한국공항,2023,476851540.0,88.09,31422609.0,6.24,11.91,9.14,5.77,544725137.0,114.23369566972563
805,한국내화,2019,209255064.0,86.78,4286222.0,4.18,13.22,3.18,1.93,222425584.0,106.29400299722256
806,한국내화,2020,202829020.0,88.21,1475766.0,2.54,11.79,1.04,0.72,203694764.0,100.42683438494156
807,한국내화,2021,357947858.0,87.19,5684426.0,3.16,12.81,2.86,2.09,271738137.0,75.91556449542995
808,한국내화,2022,325998841.0,89.5,809212.0,2.93,10.5,0.34,0.23,358774067.0,110.05378605011667
809,한국내화,2023,333192248.0,91.06,-14730464.0,-1.83,8.94,-6.91,-3.58,411810116.0,123.59534727230508
810,한국단자,2019,885601836.0,87.94,31868435.0,4.34,12.06,4.55,4.13,772133925.0,87.18748015332706
811,한국단자,2020,985178227.0,82.84,57722621.0,9.84,17.16,7.83,7.19,802497228.0,81.45706086539406
812,한국단자,2021,1125163279.0,84.39,62880356.0,7.92,15.61,7.83,6.53,962228396.0,85.51900101602942
813,한국단자,2022,1289776455.0,87.48,48629559.0,5.50,12.52,5.68,4.16,1168134977.0,90.56879372169962
814,한국단자,2023,1425051765.0,84.21,72856237.0,8.62,15.79,8.09,5.62,1296939956.0,91.01002418673542
815,한국석유,2019,292834924.0,89.36,-7676790.0,1.27,10.64,-5.36,-1.58,485386597.0,165.75434048979758
816,한국석유,2020,316488297.0,87.6,6351446.0,3.60,12.4,4.49,1.31,484013218.0,152.93242201622388
817,한국석유,2021,342126723.0,90.89,11251505.0,2.47,9.11,7.55,1.79,628912392.0,183.82439889093376
818,한국석유,2022,347065524.0,91.77,10997829.0,2.41,8.23,6.92,1.47,747935988.0,215.50281900082936
819,한국석유,2023,353982212.0,90.99,14756719.0,2.24,9.01,8.65,2.17,679233436.0,191.8834938519453
820,한국수출포장,2019,308084432.0,82.54,18020496.0,7.10,17.46,7.51,6.64,271561779.0,88.14524552152638
821,한국수출포장,2020,309083509.0,85.46,8353901.0,4.11,14.54,3.34,3.15,264812666.0,85.67673728590935
822,한국수출포장,2021,331846867.0,85.09,15859236.0,6.27,14.91,6.15,4.97,319224099.0,96.19620696916208
823,한국수출포장,2022,345521340.0,83.94,20317168.0,7.53,16.06,7.47,5.95,341420236.0,98.81306781225148
824,한국수출포장,2023,357003990.0,83.23,19041696.0,7.33,16.77,6.60,6.10,312304377.0,87.47923993790657
825,한국쉘석유,2019,141114506.0,64.44,21026587.0,12.12,35.56,21.30,9.93,211845125.0,150.12285483960096
