,종목명,회계년,총자산(천원),*매출원가율(%),당기순이익(천원),영업이익률(%),매출총이익률(%),ROE(당기순이익)(%),당기순이익률(%),매출액(천원),총자산순이익률(%)
1449,미원상사,2023,447566169.0,75.94,61015748.0,15.96,24.06,16.95,14.48,421367351.0,94.14638106840466
1450,미원홀딩스,2019,315171350.0,85.69,16268200.0,4.12,14.31,9.87,8.64,188376779.0,59.76963927717415
1451,미원홀딩스,2020,331257263.0,83.95,23673458.0,7.54,16.05,11.96,8.19,288971437.0,87.23474751404923
1452,미원홀딩스,2021,426808405.0,85.78,40232181.0,7.05,14.22,18.54,9.55,421385924.0,98.72952806540911
1453,미원홀딩스,2022,485886407.0,88.84,26602300.0,4.57,11.16,10.81,5.33,499293421.0,102.75928978601783
1454,미원홀딩스,2023,467503158.0,89.18,17037306.0,3.51,10.82,6.48,3.84,443162258.0,94.79342554515964
1455,미창석유,2019,295367498.0,90.67,17725860.0,5.40,9.33,6.98,5.48,323727562.0,109.60161974219656
1456,미창석유,2020,311812975.0,88.58,19678866.0,6.74,11.42,7.36,7.09,277578235.0,89.02074552862979
1457,미창석유,2021,347596980.0,87.72,33138439.0,8.73,12.28,11.44,8.16,406292673.0,116.88613433868153
1458,미창석유,2022,357326203.0,86.18,23383095.0,10.51,13.82,7.51,5.58,418789690.0,117.20094593790537
1459,미창석유,2023,416240457.0,84.89,47646038.0,11.73,15.11,13.89,11.64,409234736.0,98.31690531706292
1460,방림,2019,236858931.0,85.0,5744853.0,1.60,15.0,3.05,4.36,131906971.0,55.69009808627398
1461,방림,2020,236854131.0,92.1,5114514.0,-1.15,7.9,2.68,4.39,116546957.0,49.206216715721965
1462,방림,2021,257080320.0,87.79,7444412.0,4.85,12.21,3.80,5.68,130973160.0,50.94639683037582
1463,방림,2022,265220044.0,92.3,5587649.0,1.38,7.7,2.78,3.59,155768173.0,58.73167451853677
1464,방림,2023,243460572.0,96.25,-4198834.0,-3.12,3.75,-2.12,-3.18,131921585.0,54.186016206353116
1465,백광산업,2019,328845193.0,71.25,16028599.0,12.59,28.75,9.98,9.52,168389466.0,51.20630302173825
1466,백광산업,2020,322745475.0,75.04,10145917.0,7.31,24.96,5.89,5.92,171324549.0,53.083485988455756
1467,백광산업,2021,361859837.0,72.89,15001059.0,9.46,27.11,8.20,7.85,191117729.0,52.815402390180154
1468,백광산업,2022,404267601.0,70.51,22702656.0,12.15,29.49,11.39,9.76,232725147.0,57.567103182231016
1469,백광산업,2023,426908196.0,75.09,7728814.0,7.60,24.91,3.65,3.31,233521888.0,54.700727272989624
1470,태경비케이,2019,301367428.0,79.6,9812086.0,2.08,20.4,4.96,5.26,186439233.0,61.86442716695979
1471,태경비케이,2020,295877498.0,73.88,9147910.0,6.53,26.12,4.45,5.53,165345270.0,55.883016152853905
1472,태경비케이,2021,332382424.0,71.4,15491052.0,10.04,28.6,6.98,7.94,195157044.0,58.71461001199029
1473,태경비케이,2022,361240179.0,78.76,28816694.0,9.26,21.24,11.53,8.35,345051212.0,95.51850321721827
1474,태경비케이,2023,378041031.0,70.68,34255565.0,13.62,29.32,12.28,11.65,294162114.0,77.81221874828714
1475,백산,2019,330589417.0,80.33,6247667.0,6.83,19.67,4.46,1.33,468882611.0,141.83231128660117
1476,백산,2020,291097333.0,81.77,-16433339.0,1.03,18.23,-12.42,-4.29,383111246.0,131.60932876015048
1477,백산,2021,330162573.0,81.7,19134154.0,6.26,18.3,14.20,5.16,371076933.0,112.39218595500829
1478,백산,2022,338873472.0,80.04,44891846.0,10.57,19.96,27.44,9.43,475895241.0,140.43449261203898
1479,백산,2023,351920467.0,76.9,40522031.0,12.72,23.1,20.85,9.70,417721810.0,118.69778804311485
1480,범양건영,2019,138462330.0,92.79,19716990.0,4.15,7.21,32.82,7.14,276111459.0,199.41269152411346
1481,범양건영,2020,158124590.0,84.65,10968238.0,8.32,15.35,14.47,7.60,144357124.0,91.29327955885925
1482,범양건영,2021,191769769.0,87.84,3068640.0,2.70,12.16,3.81,2.74,111908020.0,58.3554022010633
1483,범양건영,2022,215054262.0,101.31,-8414780.0,-10.29,-1.31,-11.18,-7.03,119750819.0,55.684001742778754
1484,범양건영,2023,192910733.0,96.08,-9110987.0,-8.64,3.92,-13.68,-7.54,120763371.0,62.600649078452264
1485,보락,2019,55616509.0,86.43,648534.0,1.75,13.57,1.48,1.80,36123805.0,64.95158658735664
1486,보락,2020,54109129.0,87.62,394509.0,0.38,12.38,0.90,1.03,38292697.0,70.76938348055833
1487,보락,2021,56317969.0,83.64,1694988.0,4.26,16.36,3.79,4.26,39763913.0,70.60608488917632
1488,보락,2022,60912252.0,82.84,3069106.0,6.78,17.16,6.54,6.34,48434716.0,79.51555624638537
1489,보락,2023,57928436.0,87.84,857813.0,1.08,12.16,1.77,1.83,46773797.0,80.74410467425704
1490,보령,2019,507628914.0,57.47,32221803.0,7.45,42.53,11.95,6.15,524268670.0,103.27793700104324
1491,보령,2020,647993966.0,58.81,26859762.0,7.12,41.19,8.62,4.78,561866592.0,86.70861481447807
1492,보령,2021,828641139.0,57.76,43119260.0,6.61,42.24,10.59,6.87,627279390.0,75.69976440670054
1493,보령,2022,892385915.0,59.61,41938309.0,7.44,40.39,8.47,5.51,760475845.0,85.21827072987811
1494,보령,2023,915511541.0,58.89,40213138.0,7.94,41.11,7.55,4.68,859625586.0,93.89565805593706
1495,보해양조,2019,163069254.0,89.84,-20194795.0,-20.20,10.16,-27.71,-26.57,76011205.0,46.61283665405129
1496,보해양조,2020,149117626.0,66.6,1716780.0,2.22,33.4,2.21,2.19,78563805.0,52.685793830972074
1497,보해양조,2021,153116764.0,65.1,-908719.0,1.26,34.9,-1.12,-1.09,83748911.0,54.69610825892324
1498,보해양조,2022,147392501.0,69.84,-2828784.0,0.07,30.16,-3.39,-3.11,90858781.0,61.64410019747205
1499,보해양조,2023,143300747.0,72.0,-3555068.0,-3.01,28.0,-4.38,-3.82,93084785.0,64.95764114893274
1500,부광약품,2019,388534557.0,49.91,-7434843.0,5.67,50.09,-2.01,-4.42,168193616.0,43.28922948287454
1501,부광약품,2020,400968742.0,57.77,-10104662.0,2.37,42.23,-3.38,-5.96,169659754.0,42.31246384786772
1502,부광약품,2021,397416583.0,58.49,-2796798.0,3.08,41.51,-1.01,-1.53,182491221.0,45.91937750116482
1503,부광약품,2022,400929189.0,58.39,-4248677.0,-0.12,41.61,-1.54,-2.23,190909365.0,47.61672889822946
1504,부광약품,2023,429017049.0,62.62,-34406512.0,-29.78,37.38,-13.60,-27.32,125928241.0,29.352735816333492
1505,부국철강,2019,122258588.0,96.45,1838565.0,0.24,3.55,1.64,1.39,132264146.0,108.18393060453144
1506,부국철강,2020,132192727.0,95.43,807618.0,1.29,4.57,0.72,0.58,138929983.0,105.09654059863671
1507,부국철강,2021,150684043.0,93.25,8793809.0,4.12,6.75,7.53,4.49,195734223.0,129.89711392333692
1508,부국철강,2022,153622004.0,94.92,7102656.0,2.82,5.08,5.76,3.39,209727336.0,136.52167693372886
1509,부국철강,2023,156095855.0,96.32,3624751.0,1.26,3.68,2.80,1.89,191434539.0,122.63909185801249
1510,부산산업,2019,135954198.0,83.17,6938910.0,6.13,16.83,9.31,4.92,140962863.0,103.6840826349474
1511,부산산업,2020,129019981.0,83.33,4125589.0,4.79,16.67,5.19,3.57,115637559.0,89.62763604809398
1512,부산산업,2021,133795624.0,88.32,-3247162.0,0.31,11.68,-4.09,-2.54,128014972.0,95.67949098245545
1513,부산산업,2022,134678926.0,86.18,4538775.0,3.45,13.82,5.69,2.97,152610203.0,113.31409265915886
1514,부산산업,2023,278200799.0,82.95,5450935.0,5.09,17.05,4.26,3.88,140483424.0,50.497131749790555
1515,부산주공,2019,282063934.0,95.71,-21586911.0,-4.36,4.29,-52.37,-10.55,204597345.0,72.53580494980972
1516,부산주공,2020,249781607.0,93.24,-13437444.0,-2.95,6.76,-47.39,-8.80,152724659.0,61.1432766544736
1517,부산주공,2021,239665282.0,96.31,-11744451.0,-5.00,3.69,-47.16,-6.29,186826816.0,77.953224781218
1518,부산주공,2022,233931779.0,95.92,-9711498.0,-2.80,4.08,-43.56,-4.21,230549456.0,98.5541412909103
1519,부산주공,2023,238225997.0,91.5,-5084591.0,0.15,8.5,-24.58,-2.10,241720629.0,101.46693981513697
1520,비상교육,2019,286170370.0,48.14,11156442.0,11.00,51.86,5.30,5.60,199386233.0,69.67396135386063
1521,비상교육,2020,263230581.0,53.7,-14904336.0,-8.62,46.3,-7.26,-8.65,172313770.0,65.46115171929814
1522,비상교육,2021,271514540.0,43.0,6033787.0,3.59,57.0,3.05,2.80,215573814.0,79.39678442266849
1523,비상교육,2022,309226088.0,41.97,-1021656.0,1.40,58.03,-0.51,-0.40,253028639.0,81.82642047976236
1524,비상교육,2023,362621260.0,40.15,-12359024.0,-2.30,59.85,-6.53,-4.90,252371392.0,69.59641362450729
1525,빙그레,2019,684922782.0,73.68,41057896.0,5.21,26.32,7.36,4.67,878334260.0,128.23843549709812
1526,빙그레,2020,764138445.0,72.81,34876252.0,4.15,27.19,6.01,3.64,959129490.0,125.51776399628736
1527,빙그레,2021,760245281.0,73.69,-19327115.0,2.29,26.31,-3.37,-1.68,1147435119.0,150.92959439231296
1528,빙그레,2022,769266588.0,73.52,25685517.0,3.11,26.48,4.53,2.03,1267685823.0,164.7914835734423
1529,빙그레,2023,890717260.0,68.36,86218494.0,8.05,31.64,14.16,6.18,1394316382.0,156.53860597694043
1530,사조대림,2019,1070930247.0,85.61,87072853.0,3.73,14.39,23.53,6.55,1329705655.0,124.16360997599128
1531,사조대림,2020,1124142190.0,88.08,36150823.0,2.88,11.92,8.26,2.10,1718104062.0,152.8368988624117
1532,사조대림,2021,1135725586.0,85.98,66562486.0,5.64,14.02,13.72,3.67,1813694743.0,159.69480351215756
1533,사조대림,2022,1168252667.0,87.1,73810465.0,4.84,12.9,13.15,3.66,2018752699.0,172.8010349151636
1534,사조대림,2023,1262971666.0,85.59,107150334.0,6.24,14.41,16.30,5.19,2063074656.0,163.35082658932748
1535,사조동아원,2019,466881522.0,88.99,887403.0,3.02,11.01,0.47,0.22,412225994.0,88.29349086983143
1536,사조동아원,2020,446436771.0,88.05,9616139.0,4.14,11.95,4.75,2.48,387603620.0,86.82161622390196
1537,사조동아원,2021,448788965.0,88.11,2275542.0,4.64,11.89,1.08,0.55,412139561.0,91.83371097370899
1538,사조동아원,2022,481673723.0,91.6,1035396.0,2.41,8.4,0.47,0.16,631567233.0,131.1193039691725
1539,사조동아원,2023,448802369.0,88.1,10738978.0,5.69,11.9,4.54,1.58,678497887.0,151.179658100245
1540,사조산업,2019,1137411086.0,92.32,-14445129.0,2.48,7.68,-2.90,-1.96,735428243.0,64.65808642557928
1541,사조산업,2020,1087398591.0,91.19,12133246.0,3.52,8.81,2.46,1.95,621927420.0,57.19406160238441
1542,사조산업,2021,1113856493.0,86.26,55325013.0,8.34,13.74,10.35,9.37,590393764.0,53.0044729918363
1543,사조산업,2022,1166611978.0,86.4,80131865.0,8.35,13.6,13.26,12.12,660986319.0,56.65862612975846
1544,사조산업,2023,1169759640.0,97.77,9347260.0,-3.78,2.23,1.45,1.48,632240276.0,54.04873397752037
1545,사조오양,2019,311156562.0,85.97,13214801.0,7.21,14.03,8.18,4.21,313595840.0,100.78393911551188
1546,사조오양,2020,318741896.0,85.26,18457164.0,8.16,14.74,10.48,5.63,327621185.0,102.78573011939416
1547,사조오양,2021,315948483.0,86.88,15770039.0,6.20,13.12,8.27,4.80,328881779.0,104.09348254411464
1548,사조오양,2022,343207955.0,90.22,8526794.0,2.76,9.78,4.24,2.31,369125207.0,107.55147181830327
1549,사조오양,2023,346240177.0,88.73,20298535.0,4.16,11.27,9.51,5.18,391537751.0,113.08270299318846
1550,SGC에너지,2019,695852509.0,89.32,426699.0,0.39,10.68,0.14,0.15,284244835.0,40.84843143103477
1551,SGC에너지,2020,2675392824.0,87.29,31721614.0,6.59,12.71,6.41,29.77,106548367.0,3.9825316882138724
1552,SGC에너지,2021,2591549831.0,86.51,98486293.0,8.02,13.49,13.90,5.19,1898386810.0,73.25295417018744
1553,SGC에너지,2022,3054362176.0,89.62,148411627.0,7.42,10.38,18.48,5.26,2823334066.0,92.4361258852886
1554,SGC에너지,2023,2967510634.0,93.03,17169649.0,3.53,6.97,1.98,0.57,3024051635.0,101.90533440224903
1555,삼성SDI,2019,19852096448.0,78.06,402366430.0,4.58,21.94,3.23,3.98,10097426164.0,50.863273762793284
1556,삼성SDI,2020,21534232267.0,78.92,630966298.0,5.94,21.08,4.85,5.59,11294770446.0,52.450304733215866
1557,삼성SDI,2021,25833192997.0,77.29,1250401560.0,7.88,22.71,8.76,9.23,13553220249.0,52.46436338927957
1558,삼성SDI,2022,30257525171.0,79.03,2039361448.0,8.98,20.97,12.58,10.13,20124069516.0,66.50930438715358
1559,삼성SDI,2023,34038860193.0,82.46,2066046562.0,7.19,17.54,11.13,9.10,22708300499.0,66.71286985006009
1560,삼성공조,2019,258430845.0,92.72,5039089.0,-5.42,7.28,2.33,6.70,75226695.0,29.109023344330282
1561,삼성공조,2020,258204690.0,88.49,5388558.0,-2.04,11.51,2.44,8.45,63768469.0,24.696867047612496
1562,삼성공조,2021,257514152.0,87.49,-2479562.0,1.47,12.51,-1.12,-3.12,79578435.0,30.90254822189345
1563,삼성공조,2022,308654791.0,79.56,40961799.0,9.13,20.44,17.12,42.78,95745354.0,31.02020664892255
1564,삼성공조,2023,313423840.0,85.63,14081133.0,4.32,14.37,5.31,11.19,125890837.0,40.16632461653204
1565,삼성물산,2019,45905516600.0,87.64,1047890681.0,2.82,12.36,4.26,3.41,30761501059.0,67.01046701432828
1566,삼성물산,2020,54331740266.0,88.86,1160650820.0,2.84,11.14,3.89,3.84,30216118917.0,55.614119424606024
1567,삼성물산,2021,55245423114.0,88.33,1829084040.0,3.47,11.67,5.52,5.31,34455181883.0,62.36748664572822
1568,삼성물산,2022,58981492467.0,86.01,2544956969.0,5.86,13.99,7.79,5.90,43161653400.0,73.17829982710057
1569,삼성물산,2023,66127029213.0,84.33,2719106117.0,6.85,15.67,7.57,6.49,41895681216.0,63.356363826735574
1570,삼성E&A,2019,4565711800.0,87.49,323809854.0,6.61,12.51,28.24,5.07,6392058453.0,140.00135648071347
1571,삼성E&A,2020,4755575903.0,90.04,252135563.0,5.35,9.96,17.53,3.74,6749174145.0,141.92127899256874
1572,삼성E&A,2021,6058722397.0,88.5,351071466.0,6.72,11.5,19.82,4.69,7486696121.0,123.56889176350228
1573,삼성E&A,2022,7848723223.0,89.25,595319035.0,6.99,10.75,26.24,5.92,10054344625.0,128.10165856704717
1574,삼성E&A,2023,7801398613.0,86.35,695607943.0,9.35,13.65,23.68,6.55,10624917994.0,136.19247677326703
1575,삼성전기,2019,8674248230.0,74.24,528048551.0,9.60,25.76,10.18,6.84,7718297732.0,88.97944268306927
1576,삼성전기,2020,9225498476.0,74.61,623811178.0,11.77,25.39,11.00,8.05,7753259286.0,84.04162990400998
1577,삼성전기,2021,9941374038.0,73.66,915432453.0,15.37,26.34,14.32,9.46,9675036128.0,97.32091450354903
1578,삼성전기,2022,10997170899.0,75.99,993519182.0,12.55,24.01,13.64,10.54,9424551868.0,85.69978546806978
1579,삼성전기,2023,11657871602.0,80.68,450482125.0,7.18,19.32,5.73,5.06,8909448484.0,76.42431473058524
1580,삼성전자,2019,352564497000.0,63.91,21738865000.0,12.05,36.09,8.51,9.44,230400881000.0,65.34999495425654
1581,삼성전자,2020,378235718000.0,61.02,26407832000.0,15.20,38.98,9.80,11.15,236806988000.0,62.60830924487147
1582,삼성전자,2021,426621158000.0,59.52,39907450000.0,18.47,40.48,13.74,14.27,279604799000.0,65.53936525576634
1583,삼성전자,2022,448424507000.0,62.88,55654077000.0,14.35,37.12,16.87,18.41,302231360000.0,67.39849300876858
1584,삼성전자,2023,455905980000.0,69.67,15487100000.0,2.54,30.33,4.31,5.98,258935494000.0,56.79580996064144
1585,삼성제약,2019,168532386.0,78.91,6885174.0,-14.52,21.09,5.02,15.45,44566363.0,26.443797573719745
1586,삼성제약,2020,178725958.0,78.35,-39876979.0,-20.81,21.65,-30.12,-82.61,48269172.0,27.00736509690439
1587,삼성제약,2021,145456078.0,83.09,-40276344.0,-33.04,16.91,-32.33,-73.36,54901130.0,37.744129193418786
1588,삼성제약,2022,117914809.0,52.5,-25093031.0,-26.94,47.5,-21.83,-48.41,51832234.0,43.95735738332918
1589,삼성제약,2023,93479032.0,55.78,-24812022.0,-34.72,44.22,-27.54,-47.76,51955038.0,55.57934960216533
1590,삼성중공업,2019,13600084436.0,99.17,-1315353147.0,-8.39,0.83,-21.93,-17.90,7349656036.0,54.04125298329141
1591,삼성중공업,2020,12922170786.0,106.79,-1492699902.0,-15.37,-6.79,-33.29,-21.76,6860317643.0,53.089513802375464
1592,삼성중공업,2021,12138595961.0,111.56,-1452069566.0,-19.81,-11.56,-37.16,-21.93,6622001487.0,54.5532737746258
1593,삼성중공업,2022,14491697985.0,107.78,-627411807.0,-14.37,-7.78,-16.36,-10.55,5944667452.0,41.02119336293911
1594,삼성중공업,2023,15593389152.0,91.94,-155556376.0,2.91,8.06,-4.46,-1.94,8009429912.0,51.364266189513486
1595,삼성출판사,2019,241636875.0,47.51,6603130.0,2.37,52.49,5.56,3.27,202043374.0,83.61446240355492
1596,삼성출판사,2020,292398203.0,47.33,53270131.0,-2.70,52.67,36.10,31.88,167106176.0,57.15020622065862
1597,삼성출판사,2021,338722413.0,46.0,5934977.0,4.27,54.0,2.99,3.17,187479540.0,55.34902114670517
1598,삼성출판사,2022,211487638.0,51.66,16441994.0,-2.80,48.34,8.24,36.60,44923919.0,21.24186521010746
1599,삼성출판사,2023,196570540.0,50.39,8753854.0,-3.14,49.61,5.12,20.94,41805583.0,21.267471209063167
1600,삼아알미늄,2019,208472995.0,90.34,4952309.0,3.37,9.66,4.62,2.59,191124194.0,91.6781542856426
1601,삼아알미늄,2020,207542630.0,90.03,3511621.0,3.75,9.97,3.20,1.78,197013477.0,94.9267516750655
1602,삼아알미늄,2021,227237961.0,87.93,12153040.0,6.11,12.07,10.46,4.80,252965525.0,111.32186008305187
1603,삼아알미늄,2022,288153290.0,87.64,17206656.0,7.23,12.36,13.24,5.51,312055883.0,108.29509633570382
1604,삼아알미늄,2023,404298806.0,92.37,3406230.0,1.41,7.63,1.73,1.27,268023420.0,66.29339884817766
1605,삼양식품,2019,470358962.0,71.09,60028837.0,14.40,28.91,23.00,11.04,543580958.0,115.56725860790552
1606,삼양식품,2020,556224426.0,70.47,67973728.0,14.70,29.53,21.41,10.48,648506611.0,116.59081850533475
1607,삼양식품,2021,753080321.0,73.42,56657566.0,10.18,26.58,15.25,8.82,642030314.0,85.25389604490807
1608,삼양식품,2022,924929491.0,72.36,80271061.0,9.94,27.64,18.88,8.83,909036572.0,98.28171561674208
1609,삼양식품,2023,1170302771.0,65.07,126591200.0,12.37,34.93,24.54,10.61,1192914608.0,101.9321356456055
1610,삼양통상,2019,371695423.0,70.62,44199832.0,25.73,29.38,14.22,23.01,192107453.0,51.68410507976581
1611,삼양통상,2020,422110653.0,67.14,49909670.0,29.08,32.86,14.17,25.15,198417051.0,47.005933062769685
1612,삼양통상,2021,459013786.0,77.28,33139838.0,18.76,22.72,8.48,17.09,193958607.0,42.25550798598454
1613,삼양통상,2022,457536776.0,86.18,15100586.0,9.20,13.82,3.67,8.45,178800834.0,39.07900815387133
1614,삼양통상,2023,454751843.0,85.78,21640419.0,9.87,14.22,5.10,12.07,179258366.0,39.4189421679815
1615,삼양홀딩스,2019,3589513891.0,81.38,62043854.0,3.19,18.62,3.08,2.49,2488563009.0,69.32869142085178
1616,삼양홀딩스,2020,3893564668.0,78.95,143264827.0,6.89,21.05,6.85,5.80,2471226109.0,63.46950210716263
1617,삼양홀딩스,2021,4460588689.0,76.54,274086323.0,11.32,23.46,11.97,8.82,3107313357.0,69.66150823685595
1618,삼양홀딩스,2022,4547780622.0,83.62,105849359.0,3.99,16.38,4.28,3.19,3316777826.0,72.93179028810243
1619,삼양홀딩스,2023,5136660179.0,83.53,227014035.0,2.95,16.47,8.53,7.07,3210853492.0,62.50858301132713
1620,삼영무역,2019,517329569.0,90.53,32426085.0,3.35,9.47,8.83,11.82,274243608.0,53.01139243405591
1621,삼영무역,2020,533231525.0,87.84,34664569.0,5.70,12.16,8.44,8.83,392435848.0,73.59577024257896
1622,삼영무역,2021,578816472.0,89.1,44918344.0,5.13,10.9,10.15,9.62,467033282.0,80.68762804663237
1623,삼영무역,2022,624208063.0,89.89,57700063.0,3.93,10.11,11.82,11.72,492512781.0,78.90202164850922
1624,삼영무역,2023,675612521.0,89.76,55062739.0,3.60,10.24,10.31,11.55,476810216.0,70.5745084910882
1625,삼영전자,2019,502682603.0,87.68,8554285.0,2.31,12.32,1.77,4.26,200957322.0,39.97697966881898
1626,삼영전자,2020,513873622.0,85.52,11424172.0,4.61,14.48,2.34,5.70,200568030.0,39.03061402906569
1627,삼영전자,2021,543640907.0,84.67,17029949.0,6.58,15.33,3.40,7.13,238877795.0,43.94036429639023
1628,삼영전자,2022,543607710.0,84.07,18761577.0,7.15,15.93,3.63,8.24,227806510.0,41.90641630156423
1629,삼영전자,2023,544042880.0,86.12,13835689.0,3.64,13.88,2.63,7.80,177289642.0,32.587439063626746
1630,삼영,2019,106971164.0,89.75,-1892637.0,-0.81,10.25,-4.18,-1.70,111144083.0,103.90097559375909
1631,삼영,2020,108988417.0,86.53,1150858.0,1.12,13.47,2.56,0.98,117657777.0,107.95438656568433
1632,삼영,2021,117674616.0,86.52,3631754.0,1.94,13.48,7.54,2.73,133269776.0,113.2527817214207
1633,삼영,2022,135833316.0,86.3,1086767.0,2.04,13.7,2.12,0.80,135256436.0,99.5753030132902
1634,삼영,2023,132156559.0,85.01,18914810.0,4.92,14.99,31.70,15.43,122586708.0,92.75870144288487
1635,삼익THK,2019,392601235.0,83.86,3265423.0,3.21,16.14,1.74,1.41,232008253.0,59.09514090041006
1636,삼익THK,2020,387615060.0,87.13,4458300.0,2.17,12.87,2.36,1.69,263856444.0,68.0717730626875
1637,삼익THK,2021,378200330.0,85.98,11812259.0,4.77,14.02,6.10,3.80,310484620.0,82.09528003320357
1638,삼익THK,2022,444027584.0,83.9,16648775.0,6.09,16.1,8.16,4.91,339133931.0,76.37677099808286
1639,삼익THK,2023,473605961.0,86.05,985056.0,2.20,13.95,0.48,0.31,315640475.0,66.64622090767983
1640,삼익악기,2019,612852995.0,69.89,13089168.0,10.43,30.11,6.01,4.93,265391541.0,43.304274135104784
1641,삼익악기,2020,622371934.0,72.69,9961370.0,8.14,27.31,4.46,4.02,247857720.0,39.824694279996244
1642,삼익악기,2021,585304800.0,72.22,23763505.0,11.29,27.78,9.97,8.04,295428268.0,50.47426024867727
1643,삼익악기,2022,521558833.0,79.4,15067692.0,3.55,20.6,5.86,4.63,325699587.0,62.44733410545077
1644,삼익악기,2023,534158280.0,76.64,3388985.0,2.61,23.36,1.30,1.37,247929199.0,46.4149313570502
1645,삼일제약,2019,183874717.0,61.42,786258.0,3.98,38.58,1.33,0.65,121107086.0,65.86391428681301
1646,삼일제약,2020,191660927.0,60.14,1340564.0,5.32,39.86,2.13,1.09,122998992.0,64.17530892981645
1647,삼일제약,2021,226404983.0,63.51,-5346663.0,0.30,36.49,-8.27,-3.98,134246778.0,59.29497496969843
1648,삼일제약,2022,356700497.0,62.44,-28287.0,2.24,37.56,-0.03,-0.02,179676108.0,50.371701052045346
1649,삼일제약,2023,370680097.0,62.28,1663540.0,3.30,37.72,1.31,0.85,196345808.0,52.96907214308838
1650,삼정펄프,2019,206283506.0,89.92,4670509.0,4.56,10.08,2.56,3.18,147064265.0,71.2923043881172
1651,삼정펄프,2020,232780513.0,84.79,26856456.0,9.27,15.21,13.58,18.35,146331017.0,62.86222807662598
1652,삼정펄프,2021,239413229.0,92.31,7614075.0,0.97,7.69,3.57,5.51,138137181.0,57.69822393565395
1653,삼정펄프,2022,232663819.0,90.9,-957080.0,2.67,9.1,-0.45,-0.55,174464092.0,74.98548452864517
1654,삼정펄프,2023,242673645.0,89.37,13973440.0,4.14,10.63,6.39,7.84,178308059.0,73.4764827882319
1655,삼진제약,2019,244151048.0,50.1,11880757.0,18.56,49.9,6.01,4.91,241926177.0,99.0887317428185
1656,삼진제약,2020,269033498.0,53.0,27879308.0,13.71,47.0,13.57,11.86,235164889.0,87.41100671411559
1657,삼진제약,2021,332495965.0,52.88,28404156.0,13.56,47.12,12.69,11.36,250070355.0,75.21004202261523
1658,삼진제약,2022,406556944.0,57.04,21900919.0,8.46,42.96,8.59,7.99,274031808.0,67.40305682738504
1659,삼진제약,2023,419901237.0,60.06,18905784.0,7.01,39.94,6.99,6.47,292128534.0,69.57077242427843
1660,삼천리,2019,3912362195.0,89.52,35974986.0,2.47,10.48,2.61,1.04,3461627493.0,88.47921844822959
1661,삼천리,2020,3859947628.0,88.16,27252090.0,2.95,11.84,1.96,0.85,3208032099.0,83.11076750702485
1662,삼천리,2021,4245308851.0,89.82,71110072.0,1.90,10.18,4.99,1.89,3769310896.0,88.78767195258652
1663,삼천리,2022,5021952466.0,92.61,66728901.0,1.58,7.39,4.45,1.15,5789104872.0,115.27597903791072
1664,삼천리,2023,4432766185.0,90.63,145238918.0,3.08,9.37,9.04,2.56,5664041261.0,127.77667543500266
1665,삼호개발,2019,298782147.0,89.73,21526296.0,6.46,10.27,11.49,5.90,364581696.0,122.02258389956613
1666,삼호개발,2020,312804376.0,92.61,18777147.0,3.75,7.39,9.34,5.17,363379547.0,116.1683067374991
1667,삼호개발,2021,296852078.0,91.65,13927522.0,4.12,8.35,6.45,4.39,317259071.0,106.87446526818654
1668,삼호개발,2022,282392862.0,93.35,5925977.0,1.45,6.65,2.70,1.93,307522114.0,108.89868526492712
1669,삼호개발,2023,328385016.0,92.5,15111584.0,2.91,7.5,6.77,4.18,361917141.0,110.21122260949934
1670,삼화왕관,2019,238659775.0,80.68,8350350.0,7.84,19.32,5.88,7.20,115980220.0,48.59646750274528
1671,삼화왕관,2020,246083352.0,82.59,1495342.0,6.78,17.41,1.03,1.07,140269050.0,57.0006255441449
1672,삼화왕관,2021,243315828.0,84.53,1422227.0,5.40,15.47,0.99,0.95,149945172.0,61.62573690027268
1673,삼화왕관,2022,222783557.0,87.09,-17219140.0,2.33,12.91,-13.08,-11.15,154447846.0,69.32641173333991
1674,삼화왕관,2023,201158073.0,84.81,-6651613.0,4.40,15.19,-5.90,-4.21,157903566.0,78.49725524065843
1675,삼화전기,2019,125230245.0,85.61,3569595.0,2.62,14.39,5.93,1.83,195087851.0,155.78333412986615
1676,삼화전기,2020,137039897.0,86.06,5776536.0,2.93,13.94,8.96,2.90,199302909.0,145.43422270669103
1677,삼화전기,2021,158640156.0,80.97,15466954.0,8.83,19.03,20.01,6.26,247098495.0,155.76037065924217
1678,삼화전기,2022,139115270.0,83.33,10784756.0,5.71,16.67,12.26,4.51,239112734.0,171.88101205568591
1679,삼화전기,2023,139238489.0,83.98,5800702.0,3.87,16.02,6.34,2.87,202450939.0,145.39869001307534
1680,삼화전자,2019,60400095.0,85.52,-3221224.0,-0.53,14.48,-18.19,-7.71,41787723.0,69.18486303705316
1681,삼화전자,2020,55038202.0,88.69,-2296598.0,-3.13,11.31,-15.32,-5.72,40116152.0,72.88783161920878
1682,삼화전자,2021,66900329.0,95.21,-4123339.0,-8.99,4.79,-26.20,-9.30,44342176.0,66.2809535660131
1683,삼화전자,2022,68742293.0,94.83,-6062382.0,-8.89,5.17,-34.28,-12.54,48326220.0,70.30056445745852
1684,삼화전자,2023,73014232.0,95.5,-6371620.0,-11.94,4.5,-27.49,-15.20,41907000.0,57.39565952018779
