,종목명,업종명,종목코드,결산월,회계연도,주기,총자산(천원),유동자산(천원),매출채권(천원),재고자산(천원),유형자산(천원),부채및자본총계(천원),총부채(천원),유동부채(천원),매입채무(천원),단기차입금(천원),장기차입금(천원),총자본(천원),매출액(천원),매출원가(천원),영업이익(천원),연구개발비(천원),광고선전비(천원),당기순이익(천원),영업활동으로인한현금흐름(천원),투자활동으로인한현금흐름(천원),재무활동으로인한현금흐름(천원),자기자본비율(%),차입금의존도(%),부채비율(%),차입금비율(%),*매출원가율(%),ROE(당기순이익)(%),영업이익률(%),EBIT(천원),매출총이익률(%),총자산(천원)_증가율(%),유동자산(천원)_증가율(%),매출채권(천원)_증가율(%),재고자산(천원)_증가율(%),유형자산(천원)_증가율(%),부채및자본총계(천원)_증가율(%),총부채(천원)_증가율(%),유동부채(천원)_증가율(%),매입채무(천원)_증가율(%),총자본(천원)_증가율(%),매출액(천원)_증가율(%),영업이익(천원)_증가율(%),당기순이익(천원)_증가율(%),영업활동으로인한현금흐름(천원)_증가율(%),투자활동으로인한현금흐름(천원)_증가율(%),재무활동으로인한현금흐름(천원)_증가율(%),총자산(천원)_회전율,총자본(천원)_회전율,총부채(천원)_회전율
343,LG이노텍,전기전자,A011070,12,2022,Annual,9793617826.0,4713796331.0,1792871361,1978792006,4130978039.0,9793617826.0,5527824867.0,4270416742,1992345933,207626593,921935007,4265792959.0,19589409483.0,17215010893.0,1271751532,570608021,0,979848641,1514999767,-1996725065,441365737,43.56,20.69,129.58,47.51,87.88,25.85,6.49,1271751532.0,12.12,26.510417844936974,14.597110478262998,-5.406794663924552,42.15321652954997,31.293142246915863,26.510417844936974,24.862023053739613,29.00517131986038,27.234476711244994,28.712358534684455,31.071334704084496,0.595487470555045,10.308230950994513,28.648288177719206,98.03021990497365,-242.54712281273623,2.000221964042157,4.592208218092284,3.5437825825388978
344,LG이노텍,전기전자,A011070,12,2023,Annual,11204305524.0,5349008426.0,2250890833,1572002033,4855577990.0,11204305524.0,6489730988.0,4219145431,2493726421,38681997,1496606808,4714574536.0,20605290042.0,18741974184.0,830824123,539301191,0,565200779,2104063772,-1904419025,608294480,42.08,24.63,137.65,58.54,90.96,12.59,4.03,830824122.8,9.04,14.404153021521026,13.475594836852945,25.54670022418859,-20.55749021456276,17.54063914547961,14.404153021521026,17.401168527287926,-1.2006161013687788,25.16533297232373,10.520472543168257,5.185866168562137,-34.670876968127764,-42.31754218455869,38.88211852114429,-4.622871802332984,37.82095641012568,1.8390510681686405,4.37055133706343,3.1750607351985356
346,LG전자,전기전자,A066570,12,2020,Annual,48204227000.0,23239420000.0,7154932000,7447157000,13973998000.0,48204227000.0,30662102000.0,20207492000,8728159000,196774000,3528600000,17542125000.0,58057908000.0,42549187000.0,3905108000,1824380000,0,2063790000,4628576000,-2314521000,-993875000,36.39,22.37,174.79,61.46,73.29,12.15,6.73,3905108000.0,26.71,7.455107710398212,17.647189850297295,12.49383675707767,27.010508205282303,-3.6636032368316918,7.455107710398212,7.833253390034867,14.43871405889574,27.966787300436735,6.800472543974978,-6.818372336289302,60.299063394986895,1046.8813212705893,25.464088883009815,11.101078743525171,-11.019881589631886,1.2044152891405147,3.309627995468052,1.893474491735759
347,LG전자,전기전자,A066570,12,2021,Annual,53481478000.0,27487763000.0,8166459000,9754018000,14700784000.0,53481478000.0,33383445000.0,23619899000,8741937000,330086000,3142863000,20098033000.0,73907984000.0,55010762000.0,4057997000,2092951000,0,1414972000,2677382000,-2465536000,-282268000,37.58,20.36,166.1,54.17,74.43,7.52,5.49,4057997000.0,25.57,10.947693446054018,18.280761740181116,14.137478874711885,30.976398107358282,5.200988292684738,10.947693446054018,8.875265629212237,16.886840781626944,0.15785688597103054,14.57011622024127,27.30046008547191,3.915102988188801,-31.438179272115864,-42.15538429097848,6.524676164096155,-71.59924537793988,1.3819360788794954,3.6773739997342028,2.2139112365425437
348,LG전자,전기전자,A066570,12,2022,Annual,55156141000.0,27488228000.0,8216512000,9388808000,15831838000.0,55156141000.0,32664144000.0,22332549000,8212419000,885911000,4584578000,22491997000.0,83467318000.0,63231088000.0,3550972000,2397333000,0,1863123000,3107839000,-3227546000,448320000,40.78,22.01,145.23,53.98,75.76,8.75,4.25,3550972000.0,24.24,3.131295286940272,0.001691661849667625,0.6129094629630849,-3.74420059507784,7.693834560115986,3.131295286940272,-2.1546637861970197,-5.450277327604159,-6.057215923656278,11.9114343179753,12.934101950338682,-12.494464633660396,31.67207548983302,16.07753394920859,30.906464152216806,-258.8277806906911,1.5132914755584514,3.710978531608376,2.5553193128220353
349,LG전자,전기전자,A066570,12,2023,Annual,60240793000.0,30341209000.0,9265022000,9125404000,16818629000.0,60240793000.0,36742257000.0,24160380000,9427288000,707605000,5536626000,23498536000.0,84227765000.0,64425110000.0,3549074000,2547621000,0,1150611000,5913596000,-5289705000,1503249000,39.01,24.09,156.36,61.76,76.49,5.0,4.21,3549074000.0,23.51,9.2186507391806,10.378919295925515,12.761010998340904,-2.8055105610850672,6.2329528637167675,9.2186507391806,12.484983534238637,8.184605348901286,14.793071322834361,4.475098409447598,0.911071564561361,-0.053450153929679445,-38.24288573540233,90.27999841690641,63.89247434428511,235.30714668094217,1.3981848645319128,3.5843835122324217,2.2923949663734593
351,LG헬로비전,서비스업,A037560,12,2020,Annual,1472721456.0,376033628.0,144435574,7219629,594172767.0,1472721456.0,841615540.0,422439306,18414413,0,0,631105915.0,1057934696.0,89445178.0,34150119,0,15405555,-312793599,218615357,-97334595,-51493500,42.85,37.9,133.36,88.45,8.45,-39.53,3.23,34150119.19,91.55,-17.75590574051159,13.15002570111401,-4.611291815937612,40.143757614157025,-10.608401005225865,-17.75590574051159,0.26824058846219856,-27.530592333769842,-7.068481080149491,-33.65909419182215,-4.877424572696976,16.75469107773675,231.94218870773238,-12.705548767906006,-15.109765052400348,-68.62212530428118,0.7183535567366651,1.6763187776492319,1.257028471693857
352,LG헬로비전,서비스업,A037560,12,2021,Annual,1488116032.0,435297352.0,150185663,10144191,538508233.0,1488116032.0,835732530.0,268234438,17717803,0,0,652383502.0,1080132281.0,108421154.0,44492026,0,15848524,26921862,69815022,-117605993,26756370,43.84,39.62,128.1,90.37,10.04,4.2,4.12,44492025.6,89.96,1.0453148446558647,15.760219189758207,3.9810753270520527,40.50848042191642,-9.368408835203311,1.0453148446558647,-0.6990139464392531,-36.50343749026044,-3.7829606623898338,3.3714764026573807,2.098199925187072,30.283663140383197,-108.60690950392498,-68.064904973716,20.826508807069068,-151.96067464825657,0.7258387503213191,1.6556707483997657,1.292437762354422
353,LG헬로비전,서비스업,A037560,12,2022,Annual,1428013437.0,468027207.0,165007099,6672584,495243874.0,1428013437.0,802491626.0,449526731,7451491,0,0,625521811.0,1167867998.0,175445330.0,53800860,0,15767922,-26024593,178964673,-71444519,-44546700,43.8,38.4,128.29,87.67,15.02,-4.07,4.61,53800859.86,84.98,-4.038837947281793,7.518964875302059,9.868742264699403,-34.22261075328728,-8.03411282293246,-4.038837947281793,-3.9774572374249972,67.5872547730057,-57.94348204458532,-4.117469389960138,8.122682614278798,20.922477209736414,-196.6671361735678,156.3412112080979,-39.25095381831435,-266.49007320499754,0.8178270370154788,1.8670300179189114,1.4553024108440977
354,LG헬로비전,서비스업,A037560,12,2023,Annual,1319446206.0,411275026.0,197448310,10345332,475290849.0,1319446206.0,754107898.0,372344341,32326366,0,0,565338308.0,1190257449.0,170720770.0,47352194,0,20787807,-45352667,84352110,-112062565,-75738217,42.85,38.9,133.39,90.78,14.34,-7.62,3.98,47352193.56,85.66,-7.602675730284458,-12.125829471276873,19.660494122134708,55.0423643973609,-4.028929189742991,-7.602675730284458,-6.029187898342004,-17.16969974806681,333.8241299627149,-9.621327656630662,1.917121715668424,-11.986176429150019,74.26849672538587,-52.86661407192916,56.852571153848764,70.01981516027,0.9020886517293908,2.1053896970307555,1.5783649158916513
356,LG화학,화학,A051910,12,2020,Annual,41388894000.0,16319700000.0,5298365000,5349688000,20567475000.0,41388894000.0,22598454000.0,12624219000,3458526000,879757000,3131254000,18790440000.0,30058872000.0,23741385000.0,1805359000,217778000,27413000,682408000,5840832000,-5296375000,938069000,45.4,24.61,120.27,54.21,78.98,3.77,6.01,1805359000.0,21.02,21.6446502286328,37.49013877660508,41.73481845924696,6.2770066120072965,10.615634096859573,21.6446502286328,35.802818125291715,41.186356382672365,45.33386617114432,8.091739953815601,9.89210062575041,118.72137046213118,81.44130346925319,87.14011497865657,-13.336723695769948,-59.225825801025366,0.7262545358182319,1.5996896294072944,1.3301295743505286
357,LG화학,화학,A051910,12,2021,Annual,51135302000.0,20413820000.0,6386979000,8283474000,24378259000.0,51135302000.0,27925314000.0,15062096000,3742132000,1688383000,3628563000,23209988000.0,42599284000.0,31384656000.0,5026370000,255142000,39055000,3953904000,5509816000,-5349305000,123670000,45.39,28.88,120.32,63.62,73.67,18.83,11.8,5026370000.0,26.33,23.548365414161587,25.086980765577806,20.546225109066675,54.840319659763324,18.528205333907046,23.548365414161587,23.571789468430016,19.31111144380495,8.20019858170793,23.52019431157546,41.719502980684034,178.41387779383493,479.4046963107115,-5.667274799206689,0.9993627717070686,-86.81653481780126,0.8330699601617685,1.8353858692214748,1.5254719785782893
358,LG화학,화학,A051910,12,2022,Annual,67973823000.0,29674369000.0,7450395000,11880631000,29662743000.0,67973823000.0,30492696000.0,16459563000,4756246000,1402367000,5285629000,37481127000.0,50983251000.0,41122379000.0,2979354000,375702000,48222000,2195518000,569880000,-9229217000,13331856000,55.14,23.49,81.35,42.59,80.66,7.24,5.84,2979354000.0,19.34,32.929346931401724,45.36411607430652,16.64974943553126,43.425705205328114,21.677036083667822,32.929346931401724,9.19374442844223,9.278038063228378,27.099899201845368,61.48705893342126,19.68100449763428,-40.72553353613044,-44.472147022284815,-89.65700488001778,72.53114189600332,10680.185978814588,0.7500424244197652,1.3602379405507203,1.6719823986701603
359,LG화학,화학,A051910,12,2023,Annual,77466694000.0,28859296000.0,8082952000,9375327000,38950393000.0,77466694000.0,36528509000.0,18390839000,4117913000,1875362000,6330484000,40938185000.0,55249785000.0,46463916000.0,1852322000,474555000,76836000,2053425000,7536462000,-13169629000,6157504000,52.85,28.31,89.23,53.56,84.1,5.24,3.35,1852322000.0,15.9,13.965480505635242,-2.7467239488731865,8.490247832497477,-21.08729746761767,31.310826513920166,13.965480505635242,19.79429106563748,11.733458537143427,-13.420941641790607,9.223463317951985,8.368501255441707,-37.82806608412428,-6.471957870534428,1222.4647294167194,42.69497618270326,-53.81360254716223,0.7132069557531395,1.3495904862416348,1.512511364753486
361,LIG넥스원,기계,A079550,12,2020,Annual,2595606499.0,1545723606.0,151221417,227217745,743209334.0,2595606499.0,1923097847.0,1380432960,142640688,6792900,71986918,672508652.0,1600344315.0,1410664126.0,63741639,35004825,4425246,57881698,192104830,-166037663,-3713025,25.91,25.38,285.96,97.97,88.15,8.86,3.98,63741639.09,11.85,12.000704995121204,11.93982340827966,21.06619958170828,74.15401731095234,-0.30339541323495256,12.000704995121204,14.230985255432715,11.550928368030778,11.523375535470294,6.078203492375089,10.167130798223356,252.0329740487567,1717.1369066380687,27.217566289678597,16.07918196554352,-88.60119315508868,0.6165589104575593,2.3796635333102003,0.8321699894243603
362,LIG넥스원,기계,A079550,12,2021,Annual,2576847035.0,1485925498.0,129461848,218623677,743221909.0,2576847035.0,1813542650.0,1481145703,138054480,13174193,68394491,763304385.0,1822194315.0,1590624426.0,97201007,34468603,6550993,105055806,135245427,24737386,-136587865,29.62,21.31,237.59,71.92,87.29,14.63,5.33,97201006.84,12.71,-0.7227391365843494,-3.8686158228989354,-14.389211152544611,-3.782304942776371,0.0016919862849906764,-0.7227391365843494,-5.696808260219532,7.295735897236177,-3.215217245727253,13.501050541131177,13.862641802804788,52.492167639429546,81.50090551939233,-29.59811213492134,-114.89865946860502,3578.6142027053415,0.7071410488283019,2.3872446573197665,1.0047705881083084
363,LIG넥스원,기계,A079550,12,2022,Annual,3012727223.0,1822951228.0,187160948,230836873,856228523.0,3012727223.0,2077548155.0,1899456288,36310120,932000,44790603,935179068.0,2220751868.0,1894209847.0,179111738,34134173,7767777,122939587,456521223,-33436816,-244567349,31.04,12.16,222.16,39.17,85.3,14.48,8.07,179111737.9,14.7,16.91525271308936,22.681199727282685,44.56841987919098,5.586401330172497,15.204962694392265,16.91525271308936,14.557446718994992,28.242365633085864,-73.69870213556271,22.517187949863548,21.872395809774005,84.26942634452337,17.023124833290982,237.5502101080283,-235.16713528260422,79.05496143453155,0.7371234445143792,2.3746808969424027,1.0689291907171221
364,LIG넥스원,기계,A079550,12,2023,Annual,3815758833.0,2535880560.0,276058027,228919620,893734049.0,3815758833.0,2763399824.0,2650650421,127551460,107826829,19757390,1052359009.0,2308571093.0,1961778920.0,186378439,32895315,10021024,174962143,467285196,-97044509,-176522474,27.58,6.61,262.59,23.96,84.98,17.61,8.07,186378438.9,15.02,26.65464048219941,39.10852473997182,47.49766441661751,-0.830566180819825,4.38031728592625,26.65464048219941,33.01255219280343,39.54785049520444,251.28349892536846,12.530214266942941,3.954481644952512,4.057076929263004,42.315544788677386,2.357825322832796,190.23250598980476,-27.822550834453374,0.6050096963766892,2.193710580948711,0.835409727159337
366,LS,기타금융,A006260,12,2020,Annual,11660540000.0,6692220000.0,2346605000,1655435000,2386919000.0,11660540000.0,7212043000.0,4340518000,1306132000,1244974000,808535000,4448497000.0,10444316000.0,9152917000.0,336561000,76066000,0,194725000,701304000,-273951000,125232000,38.15,37.38,162.12,97.98,87.64,4.47,3.22,336561000.0,12.36,8.333971291154786,11.2323531235202,-3.2528510581104175,9.47384361852539,4.533500686038061,8.333971291154786,11.088086844119015,9.239721869598426,15.869090031652311,4.147866892919483,2.8818254174645563,24.72336073167658,109.77872102042573,130.89945905368964,64.72211699767303,165.15350412873175,0.8956974548348533,2.3478302896461436,1.4481771669969246
367,LS,기타금융,A006260,12,2021,Annual,12625931000.0,7485506000.0,2839896000,2223241000,2470922000.0,12625931000.0,7915665000.0,5173933000,1446951000,1537208000,622753000,4710266000.0,12829274000.0,11216879000.0,470136000,73071000,0,352129000,-133177000,-444232000,279629000,37.31,38.9,168.05,104.27,87.43,7.69,3.66,470136000.0,12.57,8.279127724788049,11.853854176939782,21.021475706392856,34.29950435988125,3.519306687826451,8.279127724788049,9.756209162923746,19.20081888843681,10.781375848689102,5.884436923302405,22.83498507705053,39.68819916746147,80.83399666195916,-118.98991022438202,62.15746611620325,123.2887760316852,1.0161051885995576,2.723683545685106,1.6207449405703753
368,LS,기타금융,A006260,12,2022,Annual,17257356000.0,11461292000.0,3355933000,4661997000,3938770000.0,17257356000.0,11363417000.0,8504994000,1771530000,3597977000,976955000,5893939000.0,17491338000.0,15611056000.0,560129000,84536000,0,847180000,467114000,-1039601000,971069000,34.15,41.84,192.8,122.51,89.25,15.98,3.2,560129000.0,10.75,36.68184944143922,53.11312288040382,18.170982317662343,109.69373090906474,59.40486992304896,36.68184944143922,43.55606256707427,64.38160293146433,22.431927549723518,25.129642359900693,36.339265963140235,19.14190787346639,140.5879663418804,-450.7467505650375,134.02208755785264,247.27049054282637,1.0135583921430373,2.9676822240610226,1.5392674580190095
369,LS,기타금융,A006260,12,2023,Annual,18245954000.0,11617591000.0,3292227000,4828161000,4362411000.0,18245954000.0,11495353000.0,8631564000,1471481000,4004057000,992250000,6750601000.0,24480743000.0,22113378000.0,901702000,97561000,0,570596000,361391000,-714354000,372184000,37.0,41.77,170.29,112.9,90.33,9.03,3.68,901702000.0,9.67,5.72856004129485,1.3637118747170884,-1.898309650401242,3.5642236578015796,10.755667378394772,5.72856004129485,1.1610592130870456,1.4881844713823478,-16.937280204117343,14.534626164268083,39.95923582289702,60.98113113229273,-32.647607356169885,-22.63323300093767,-31.285752899429685,-61.67275445926088,1.3417080301747992,3.626453852034804,2.12962081286238
371,LS네트웍스,유통업,A000680,12,2020,Annual,1228401794.0,277925725.0,24843451,114736141,98329697.0,1228401794.0,735193129.0,593783241,17055631,84935440,0,493208666.0,334864621.0,250863652.0,-32273794,0,9944862,-24668585,27963444,-5663165,16148831,40.15,45.77,149.06,114.0,74.91,-4.87,-9.64,-32273793.6,25.09,4.670377409609294,3.8086342636661774,-51.759877171766135,-16.605432881603864,-11.56694282094084,4.670377409609294,12.364271971880614,249.03668358578338,-7.770184022904381,-5.023649215749259,-16.86842040632113,51.03544221788123,-64.35173723500782,-224.58320999807714,-130.3692314754426,132.09382903348992,0.2726018658028759,0.6789512108856579,0.4554784420462123
372,LS네트웍스,유통업,A000680,12,2021,Annual,1309373198.0,280148930.0,30986779,97981595,97993370.0,1309373198.0,755744195.0,171369784,17208768,12832883,367186342,553629003.0,390470564.0,279937431.0,4309070,0,11430616,60088303,24412586,11405750,-55023068,42.28,40.34,136.51,95.42,71.69,11.48,1.1,4309069.59,28.31,6.59160580809115,0.7999277504808111,24.728158740909233,-14.602675193686354,-0.3420401061542955,6.59160580809115,2.7953288992177194,-71.13933634917122,0.8978676895624593,12.250461349355124,16.605499510203558,-113.35160656971412,-343.58228491824724,-12.698214139860598,-301.402396010005,-440.72477444342564,0.2982118196679324,0.7052928258529114,0.5166702788898034
373,LS네트웍스,유통업,A000680,12,2022,Annual,1300442455.0,282285965.0,25464628,105903071,96499244.0,1300442455.0,748565972.0,210966611,21741689,22547380,388632275,551876483.0,362911032.0,245353980.0,8016375,0,12407245,-2397223,-2739665,-901896,-25091652,42.44,39.98,135.64,94.22,67.61,-0.43,2.21,8016374.66,32.39,-0.682062456573973,0.7628210466482876,-17.8209906876736,8.084657123615923,-1.5247215194252428,-0.682062456573973,-0.9498217846053092,23.10607277184875,26.340764196484034,-0.3165513350101734,-7.058030627886202,86.03492168843859,-103.98950025265317,-111.22234653878947,-107.90738004953641,-54.39794087817859,0.27906735173452946,0.6575946668849088,0.484808347660238
374,LS네트웍스,유통업,A000680,12,2023,Annual,1309219122.0,285499588.0,29646797,107945961,89784918.0,1309219122.0,745211526.0,597891184,23933553,16291014,400000,564007597.0,379631754.0,257109475.0,11618277,0,12701142,10704984,15153531,630411,-19202376,43.08,38.79,132.13,90.03,67.73,1.92,3.06,11618277.3,32.27,0.6748985290548681,1.1384281893008774,16.42344431656335,1.9290186589584257,-6.957905286802035,0.6748985290548681,-0.4481162817270068,183.40559729615222,10.081387881134706,2.1981574453137087,4.607388733225393,44.9318052112083,-546.5577044772222,-653.1162021634032,-169.8984140078235,-23.471057226522984,0.2899680791555075,0.6730968802890078,0.5094281834819608
376,LS에코에너지,기타금융,A229640,12,2020,Annual,416558419.0,306208569.0,130170826,120134429,56508730.0,416558419.0,267665701.0,248166465,105406949,102432595,11470000,148892718.0,579612301.0,532694701.0,16082165,0,0,8283112,-13703004,-15581094,17982343,35.74,27.64,179.77,77.32,91.91,5.34,2.77,16082164.58,8.09,15.819649548195592,25.119544763273936,49.012743891486444,3.9337414598799914,-8.719294683935185,15.819649548195592,34.8898364673714,29.45188772538412,23.85977525445073,-7.651089446986004,11.399015611469988,-38.03793163167354,-51.52982116249731,-39.85424391543974,-261.16366893638417,-31.75188491876364,1.3914310083839645,3.8928183243991823,2.1654335943476
