,종목명,업종명,종목코드,결산월,회계연도,주기,총자산(천원),유동자산(천원),매출채권(천원),재고자산(천원),유형자산(천원),부채및자본총계(천원),총부채(천원),유동부채(천원),매입채무(천원),단기차입금(천원),장기차입금(천원),총자본(천원),매출액(천원),매출원가(천원),영업이익(천원),연구개발비(천원),광고선전비(천원),당기순이익(천원),영업활동으로인한현금흐름(천원),투자활동으로인한현금흐름(천원),재무활동으로인한현금흐름(천원),자기자본비율(%),차입금의존도(%),부채비율(%),차입금비율(%),*매출원가율(%),ROE(당기순이익)(%),영업이익률(%),EBIT(천원),매출총이익률(%)
2878,인터지스,운수창고업,A129260,12,2022,Annual,433167238,195139523,146650681,2546779,186076842,433167238,178721965,154310487,64634632,50850000,7203015,254445273,719983673,660922338,35409146,0,0,31320677,22731981,-349273,-19176660,58.74,20.4,70.24,34.73,91.8,13.58,4.92,35409146,8.2
509,남광토건,건설업,A001260,12,2023,Annual,377327938,296406260,60278557,0,2888748,377327938,264295801,241834276,84762482,22000000,9245011,113032137,547683547,522807942,4346983,0,-93391,5988600,-24184640,196562,-7523306,29.96,10.4,233.82,34.73,95.46,5.44,0.79,4346983.08,4.54
2909,사조씨푸드,음식료품,A014710,12,2023,Annual,320138050,63068296,17764576,32340833,79542658,320138050,102175106,93547331,6227832,75563000,0,217962944,176023866,199189454,-34849471,0,99866,-23096470,-8808760,-997684,14820888,68.08,23.62,46.88,34.69,113.16,-10.11,-19.8,-34849470.99,-13.16
2660,대성에너지,전기가스업,A117580,12,2019,Annual,697193346,210732770,163728759,657749,447070183,697193346,390716664,229885422,186270963,25000000,6194308,306476682,774850381,660420884,24284418,0,523961,13033218,47577573,-38588778,-6103844,43.96,15.2,127.49,34.58,85.23,4.28,3.13,24284418.15,14.77
1077,현대백화점,유통업,A069960,12,2021,Annual,8969196456,1945333677,706542906,364986675,5297982760,8969196456,3743568385,1978464235,64615294,116000000,100000000,5225628071,3572433182,1232154240,264365188,350577,47007290,233388925,500164435,42114475,-530278844,58.26,20.08,71.64,34.46,34.49,4.55,7.4,264365188,65.51
1102,현대약품,의약품,A004310,11,2021,Annual,163857417,84895718,36865623,22021742,28425145,163857417,77257092,45850372,16553238,14000000,15000000,86600325,139802753,83489655,-1571885,8088955,7719575,-3173176,5132209,-27748,3251284,52.85,18.21,89.21,34.46,59.72,-3.59,-1.12,-1571885.03,40.28
534,남해화학,화학,A025860,12,2023,Annual,833548600,499607200,197644374,239782042,268698917,833548600,314231857,272183416,74088113,143359198,31172600,519316743,1588078325,1481593134,11053225,0,449749,10677893,101864314,-81391988,-12681266,62.3,21.46,60.51,34.45,93.29,2.05,0.7,11053225.2,6.71
3198,HD한국조선해양,기타금융,A009540,12,2022,Annual,29883476300,15775914217,672301269,2203316626,10143112509,29883476300,17571346490,15033482523,1609851204,634742000,399188000,12312129810,17302020185,16935580632,-355560593,81845000,8890000,-295177096,462245767,-1339470657,-977270382,41.2,14.2,142.72,34.45,97.88,-2.39,-2.06,-355560593,2.12
1242,동성케미컬,서비스업,A102260,12,2021,Annual,818795753,394351509,132374539,159996107,294329593,818795753,361792854,316478629,88700011,104462349,0,457002898,925978520,788827449,45320055,1793215,0,42391510,-16319513,31635471,-29568443,55.81,19.21,79.17,34.42,85.19,9.59,4.89,45320054.62,14.81
1971,에넥스,기타제조업,A011090,12,2020,Annual,112937632,71600224,34358732,11585293,15961929,112937632,67681050,59628870,38756657,13200000,0,45256582,233680440,214957019,-8514827,0,2019361,-8893062,15972313,2453823,-1607391,40.07,13.79,149.55,34.42,91.99,-17.89,-3.64,-8514826.62,8.01
2913,애경케미칼,화학,A161000,12,2022,Annual,1234083723,591670033,189308319,256527691,551690681,1234083723,505938346,473849819,123372392,186460037,7630680,728145377,2176436883,1954291031,95087064,19323201,2930075,59364094,136958393,-42601444,-57707977,59,20.29,69.48,34.38,89.79,8.38,4.37,95087063.78,10.21
1442,미래아이앤지,서비스업,A007120,12,2021,Annual,99668333,36533717,58224,12207,142441,99668333,28587956,3265138,335,0,0,71080377,7807922,3690015,899375,0,4500,-18081303,2019891,-22114161,1181200,71.32,24.52,40.22,34.38,47.26,-22.52,11.52,899375.45,52.74
547,노루페인트,화학,A090350,12,2021,Annual,670646934,303768290,155296721,77856029,291028364,670646934,325655495,209944463,123318571,27498829,49830000,344991439,730931676,598878502,25525165,443646,2471618,14445731,23768428,-17900375,-11966291,51.44,17.63,94.4,34.28,81.93,4.26,3.49,25525165.41,18.07
1829,수산중공업,기계,A017550,12,2023,Annual,263117530,146167632,23417570,68799639,83680490,263117530,87612992,80673847,8556145,57808720,0,175504537,226540511,174244600,16398431,4804147,0,16873038,21448197,-20802270,7722599,66.7,22.85,49.92,34.26,76.92,10.75,7.24,16398431.25,23.08
2160,유수홀딩스,서비스업,A000700,12,2019,Annual,521957790,444419347,77483742,12371,15654550,521957790,193360417,168741589,27417851,12573400,0,328597373,366111472,296568465,-7814058,852090,0,-2460450,31550424,-4749305,-9075237,62.95,21.56,58.84,34.25,81,-0.75,-2.13,-7814058.31,19
987,한일시멘트,비금속광물,A300720,12,2021,Annual,2370327907,602918549,285344043,80668053,1084570999,2370327907,911950415,492669740,95767517,33000000,163120351,1458377492,1271853626,982188497,120397431,2567255,349534,86015249,105443537,4314044,-111837014,61.53,21.06,62.53,34.24,77.22,6.11,9.47,120397431.5,22.78
104,주성코퍼레이션,전기전자,A109070,12,2023,Annual,34134612,27488558,2104806,1675632,5617622,34134612,11872345,7924286,1655725,3641481,2114280,22262267,23947360,19030343,-1335470,771178,16750,-1376873,1085483,-858466,6632177,65.22,22.33,53.33,34.24,79.47,-7.43,-5.58,-1335469.78,20.53
1266,동양고속,운수창고업,A084670,12,2020,Annual,167885900,9255955,1020856,919639,64348159,167885900,60838463,41724090,391394,21000000,12472788,107047437,83541287,95597957,-22122997,0,471,-16411367,-24282354,-6417445,12329841,63.76,21.83,56.83,34.24,114.43,-13.72,-26.48,-22122997.23,-14.43
2421,천일고속,운수창고업,A000650,12,2020,Annual,67019917,15501577,479186,303906,15886159,67019917,29080896,8770514,796982,0,11000000,37939021,31159428,34875606,-9995626,0,8240,-6763102,2425678,1311188,64951,56.61,19.37,76.65,34.21,111.93,-15.21,-32.08,-9995625.51,-11.93
3367,크라운제과,음식료품,A264900,12,2021,Annual,324569692,146109125,48162453,24875702,159966045,324569692,164015182,123268892,27102954,22000000,0,160554509,381212216,258219268,15876289,363935,3800102,13098370,34757494,6934709,-29468646,49.47,16.91,102.16,34.18,67.74,8.36,4.16,15876288.55,32.26
550,노루홀딩스,기타금융,A000320,12,2019,Annual,1007372302,452835629,186191532,96523789,422171875,1007372302,439906013,271365815,120971339,71932394,88420743,567466289,884292309,674244549,25013197,6149791,4321703,19914490,57418999,-41451353,-23722323,56.33,19.25,77.52,34.17,76.25,3.53,2.83,25013196.74,23.75
359,경농,화학,A002100,12,2023,Annual,448592734,259940118,53339953,159477563,141920449,448592734,180131702,158323199,38835623,77863870,0,268461032,347407789,245538663,25209888,7148869,0,15126191,15641893,-5887992,-19362292,59.85,20.36,67.1,34.03,70.68,5.72,7.26,25209888.38,29.32
3145,해성디에스,전기전자,A195870,12,2019,Annual,326587243,127523422,65367503,48364201,190124580,326587243,118049126,88484844,17171538,26689616,25800000,208538117,381400318,324346848,27024998,8820581,0,18231058,33520291,-31855608,-3073561,63.85,21.69,56.61,33.98,85.04,9.01,7.09,27024997.84,14.96
2205,이스타코,서비스업,A015020,12,2019,Annual,78897625,24174284,694723,8679638,1718551,78897625,30011585,23259122,0,7590000,0,48886041,23815644,16324189,3933073,0,10536,10952190,16742148,5363965,-13283043,61.96,21.05,61.39,33.96,68.54,26.3,16.51,3933073.21,31.46
2273,일신석재,유통업,A007110,12,2022,Annual,116167864,61470486,24032538,15259892,29968921,116167864,60940447,50872604,13769574,17500000,508283,55227417,137670991,123699119,3899804,0,145087,2347584,-2890944,-462412,2926438,47.54,16.14,110.34,33.96,89.85,4.37,2.83,3899804.29,10.15
1211,동남합성,화학,A023450,12,2020,Annual,81304054,28839797,15948469,9034852,44466973,81304054,32284855,28512061,7842785,12100000,924780,49019199,124928328,103712693,13494365,604113,5115,9947503,20111676,408090,-24996350,60.29,20.47,65.86,33.95,83.02,16.1,10.8,13494364.95,16.98
2233,인스코비,통신업,A006490,12,2022,Annual,101183784,28777159,6929977,3860874,3706130,101183784,38132317,37180120,9089331,109925,0,63051467,76678322,42461913,-1387902,1407062,889239,-7408063,-1906076,-3126550,-2847253,62.31,21.14,60.48,33.93,55.38,-11.49,-1.81,-1387901.65,44.62
1504,부광약품,의약품,A003000,12,2023,Annual,429017049,254178523,35729277,56831838,120981397,429017049,194752377,97544075,2368355,0,78525127,234264672,125928241,78854725,-37496760,34551208,12764361,-34406512,-9361822,-2319128,76838554,54.6,18.5,83.13,33.89,62.62,-13.6,-29.78,-37496760,37.38
2718,신세계인터내셔날,유통업,A031430,12,2022,Annual,1278681815,547064855,118560006,289237475,281173230,1278681815,445005787,282263661,32848575,44344674,0,833676028,1553877317,608045013,115270512,3897661,55941445,118792238,109993406,-96057892,-14010451,65.2,22.05,53.38,33.82,39.13,15.3,7.42,115270511.5,60.87
357,경농,화학,A002100,12,2021,Annual,388785779,206547237,31353423,136702685,139705983,388785779,151976386,123054677,26671498,66751837,8500000,236809394,270269450,187051199,16758990,6432904,0,16107580,10815548,-5751218,7383203,60.91,20.6,64.18,33.82,69.21,7.19,6.2,16758990.47,30.79
439,국동,유통업,A005320,12,2023,Annual,175919907,99626820,20989314,45797784,48760594,175919907,65127341,54580829,0,15854105,2044827,110792565,224438686,200445740,-3581192,0,0,-8505715,2963365,-12483534,5162518,62.98,21.27,58.78,33.78,89.31,-7.74,-1.6,-3581191.92,10.69
589,KIB플러그에너지,기계,A015590,12,2023,Annual,221864642,143157238,19535358,6678154,53814780,221864642,93839585,82519903,20211804,30900000,7208470,128025057,137250776,107969386,12883590,0,0,14501211,6533839,-17234584,19803616,57.7,19.48,73.3,33.76,78.67,12.19,9.39,12883589.89,21.33
3075,두올,운수장비,A016740,12,2019,Annual,364345053,198015642,87482444,54702127,90323671,364345053,187265017,153777415,59355679,45613295,1044083,177080036,465931135,387619166,27616989,5274030,13778,13087165,21445743,-17131733,1292668,48.6,16.41,105.75,33.76,83.19,7.67,5.93,27616988.69,16.81
1892,SHD,철강금속,A001770,12,2021,Annual,71036421,46687247,25921296,15539717,15880819,71036421,30435747,24180044,12050030,8700000,5000000,40600674,104770706,95324459,5712546,0,1280,5792585,-770578,-2217790,-127250,57.15,19.29,74.96,33.74,90.98,15.4,5.45,5712545.72,9.02
1351,디와이,기타금융,A013570,12,2020,Annual,795605265,462943478,199542469,109618537,303470983,795605265,328425725,259005577,100791249,81289914,47987584,467179540,789428572,694401937,41721200,1099999,0,2967607,61380839,-56820438,19428539,58.72,19.69,70.3,33.53,87.96,0.63,5.28,41721200,12.04
2663,대성에너지,전기가스업,A117580,12,2022,Annual,834489958,304783692,243890763,1813011,485147194,834489958,520696425,345343380,312646952,20000000,2295700,313793533,1020936454,906984807,938739,0,523214,-755414,53041241,-34884895,-18290944,37.6,12.59,165.94,33.49,88.84,-0.24,0.09,938738.84,11.16
373,경방,유통업,A000050,12,2022,Annual,1248318314,149882373,36488407,80622146,323845847,1248318314,493309854,199537522,22934875,120584376,130000000,755008459,389227583,263039746,31895306,24191,918499,4415250,29255425,-16134056,-7053903,60.48,20.18,65.34,33.36,67.58,0.59,8.19,31895306.27,32.42
2210,이아이디,유통업,A093230,12,2019,Annual,205252079,122370711,23165903,25943685,31849846,205252079,67319728,64678931,13707487,851827,1336897,137932352,141020916,130320641,1484789,37993,15003,465759,-6709421,-103329809,125266148,67.2,22.34,48.81,33.25,92.41,0.44,1.05,1484789.11,7.59
3284,롯데이노베이트,서비스업,A286940,12,2023,Annual,944050170,421382347,167611572,38096107,353026474,944050170,492995444,351253640,153037668,13964000,86565400,451054727,1196722468,1071597073,56946199,0,1666480,40721529,112902451,-92919345,14142718,47.78,15.88,109.3,33.24,89.54,9,4.76,56946199.41,10.46
1352,디와이,기타금융,A013570,12,2021,Annual,859972555,533995612,197204641,176201821,300106115,859972555,361846877,301092729,121687094,101515018,42809642,498125678,998349819,899045851,46788190,686770,0,11599269,26102932,-23961800,-2373520,57.92,19.22,72.64,33.18,90.05,2.4,4.69,46788190.05,9.95
769,덕성,화학,A004830,12,2023,Annual,126819097,65116466,18933598,8852906,37590201,126819097,41050936,21035220,7212689,7822002,18620850,85768161,107932701,90025754,5090066,1290168,30154,5634122,12463742,-9208773,-3627085,67.63,22.39,47.86,33.11,83.41,6.66,4.72,5090066.22,16.59
1443,미래아이앤지,서비스업,A007120,12,2022,Annual,97492843,31591857,482939,77406,160721,97492843,28061180,4710195,48928,0,0,69431663,12828359,6241410,3105522,0,0,-3042386,5712596,-15136069,-1966955,71.22,23.57,40.42,33.1,48.65,-4.33,24.21,3105522.38,51.35
372,경방,유통업,A000050,12,2021,Annual,1270805118,125501062,54131362,42638707,121326174,1270805118,518658698,230716414,25151597,114176111,101195365,752146420,383357145,246771597,53796815,22381,894164,22281880,20910159,-52176588,2602977,59.19,19.59,68.96,33.09,64.37,2.98,14.03,53796815.2,35.63
988,한일시멘트,비금속광물,A300720,12,2022,Annual,2460836872,630383484,350657980,119945019,1144101061,2460836872,885820287,485429197,95977406,62000000,216438922,1575016585,1487574713,1179572219,117984447,1509994,329811,87618199,-923102,66799708,22568484,64,21.16,56.24,33.06,79.29,5.78,7.93,117984446.5,20.71
1171,황금에스티,철강금속,A032560,12,2020,Annual,452295228,239987322,33462739,103806216,155424307,452295228,150228430,121604953,18320350,86367433,10000007,302066798,239454495,192961440,23749718,1958455,266002,19972692,-14107650,-24498183,35440095,66.79,21.98,49.73,32.92,80.58,6.83,9.92,23749717.81,19.42
262,SIMPAC,철강금속,A009160,12,2021,Annual,903229593,542192190,87485420,170336468,221270861,903229593,356567304,331370731,40384548,177300000,0,546662289,613012780,453576259,106401536,0,131096,90832863,63747133,3089555,25828856,60.52,19.91,65.23,32.89,73.99,17.98,17.36,106401536.5,26.01
2733,인바이오젠,유통업,A101140,12,2022,Annual,141814848,17033020,5493767,1532115,2108552,141814848,37399819,36361573,308801,0,0,104415029,10419522,8060861,-5768802,3667,65863,-119687208,-11505134,-15924584,13567578,73.63,24.2,35.82,32.87,77.36,-84.75,-55.37,-5768802.13,22.64
2303,일진홀딩스,기타금융,A015860,12,2022,Annual,1586114519,891510805,182168053,181024141,502951327,1586114519,678227620,463109692,122351572,143756173,63823892,907886899,1433888289,1252070856,44244448,0,1765000,28691537,68412727,-120410119,-29690654,57.24,18.79,74.7,32.83,87.32,3.2,3.09,44244447.61,12.68
1255,동아지질,건설업,A028100,12,2019,Annual,322274034,217795681,48506383,4189306,80324679,322274034,128394045,126611984,35899395,22000000,0,193879989,380903410,347336200,22916297,613015,6305,19042768,16030066,-36795155,33727302,60.16,19.72,66.22,32.78,91.19,10.33,6.02,22916296.88,8.81
2394,진양폴리,화학,A010640,12,2023,Annual,51748835,11920811,7407246,2869923,39102330,51748835,19533006,9205007,3647493,2400000,6608528,32215829,54512150,45106287,3960005,0,8130,3663580,5295053,-5497444,1402745,62.25,20.39,60.63,32.75,82.75,11.64,7.26,3960005.03,17.25
2750,우진,의료정밀,A105840,12,2019,Annual,199870389,75619957,15923626,14050002,87344643,199870389,67143964,31084318,6859056,8551990,28831544,132726425,88925734,71062166,-1965171,2775515,15976,-13993501,-923021,17942865,-6473395,66.41,21.75,50.59,32.75,79.91,-10.61,-2.21,-1965171.3,20.09
2174,유유제약,의약품,A000220,12,2023,Annual,198213527,101596546,20801220,44152171,80627035,198213527,77857872,49975203,10951761,17575000,741710,120355655,137209589,88312980,364537,7187636,4481291,-5540582,420857,-2814814,7160246,60.72,19.88,64.69,32.74,64.36,-4.55,0.27,364537.12,35.64
639,대양금속,철강금속,A009190,12,2023,Annual,151056760,83909793,35197522,34674441,34004614,151056760,53311055,43254943,11137778,22938532,1700000,97745705,200969629,194321718,-2500237,0,0,-38643397,15232812,50265333,-70017381,64.71,21.17,54.54,32.72,96.69,-28.39,-1.24,-2500237.16,3.31
713,대한방직,섬유의복,A001070,12,2022,Annual,210639558,99100926,30268715,39419252,95323823,210639558,75392117,61689420,4229108,32021052,403723,135247441,191519691,178090722,-3886402,189974,15135,-5230875,3217731,14291678,-14587834,64.21,20.99,55.74,32.69,92.99,-3.81,-2.03,-3886402.45,7.01
2316,제이준코스메틱,화학,A025620,12,2020,Annual,87885496,17921326,1667518,10405434,2209090,87885496,28058348,26871733,4453855,9055859,428621,59827148,30519229,24582819,-12264645,0,2748646,-22055627,-5024575,19295097,-14228099,68.07,22.22,46.9,32.65,80.55,-39.01,-40.19,-12264644.92,19.45
673,대원강업,운수장비,A000430,12,2022,Annual,1010418825,380159613,163096115,110911035,477218459,1010418825,412406943,376914805,108463620,175745655,0,598011882,1024450499,936372146,22056716,0,76144,23233916,56182942,16217637,-34099311,59.18,19.3,68.96,32.62,91.4,3.95,2.15,22056715.85,8.6
2906,사조씨푸드,음식료품,A014710,12,2020,Annual,311639371,79771172,10877457,31898944,74267299,311639371,100810804,52835249,9932173,28600000,35000000,210828567,214456964,193492076,10784111,0,32651,7842235,31763181,-1257737,-31569988,67.65,22.04,47.82,32.57,90.22,3.78,5.03,10784110.99,9.78
2333,제일파마홀딩스,서비스업,A002620,12,2022,Annual,865677012,352916444,162403360,113265718,233120075,865677012,445884553,358504740,162967415,115195170,16300000,419792460,792964733,612481608,-7547961,41565861,6227869,-83145006,-17255700,-21110188,44913983,48.49,15.78,106.22,32.53,77.24,-18.07,-0.95,-7547961.15,22.76
3199,HD한국조선해양,기타금융,A009540,12,2023,Annual,32242568184,17735127271,1049160954,2005664722,10503503219,32242568184,19872465252,17497867505,1915051517,926171000,985700000,12370102932,21296205574,20248178434,282260719,98003000,11949000,144930284,2081590925,-1266889555,-485208777,38.37,12.45,160.65,32.45,95.08,1.17,1.33,282260719,4.92
360,경동나비엔,전기전자,A009450,12,2019,Annual,609808343,274279157,95358764,138114361,278770581,609808343,308765719,270253541,92666117,64709266,23688184,301042624,774290704,509635845,44824995,10204000,30382447,27852090,78554868,-51466326,-33520665,49.37,16.01,102.57,32.43,65.82,9.59,5.79,44824995.05,34.18
3179,카카오,서비스업,A035720,12,2023,Annual,25179968939,8943259940,622027315,138643535,1322051482,25179968939,11321369715,6245063908,241859266,1052546624,845628441,13858599224,7557001757,0,460857846,0,399885312,-1816669011,1341098334,-1779932042,1019586517,55.04,17.83,81.69,32.4,0,-13.27,6.1,460857845.7,100
1547,사조오양,음식료품,A006090,12,2021,Annual,315948483,126691707,31562703,61112895,94509456,315948483,119243894,105743803,22731805,58266103,500000,196704589,328881779,285731280,20393330,2522,79522,15770039,20241471,-17566829,-10362449,62.26,20.16,60.62,32.38,86.88,8.27,6.2,20393329.85,13.12
1243,동성케미컬,서비스업,A102260,12,2022,Annual,899511754,457682237,132100899,201503707,308239868,899511754,410505252,351666796,118093886,112428567,20900000,489006502,1140123620,994564100,55370343,2284749,0,46832994,53187246,-8409690,-23896297,54.36,17.59,83.95,32.36,87.23,9.9,4.86,55370343.08,12.77
3089,샘표식품,음식료품,A248170,12,2023,Annual,366709739,163554810,37810139,70601636,186895188,366709739,130234364,124555006,29101219,47135000,773640,236475376,383426041,255980981,9846452,13035388,2794533,10428343,20514645,-31577717,13499562,64.49,20.87,55.07,32.36,66.76,4.5,2.57,9846452.06,33.24
711,대한방직,섬유의복,A001070,12,2020,Annual,213793933,96346434,24907047,40272709,92434156,213793933,77489052,49666488,7947180,33191054,442172,136304881,175246728,159902044,3550300,130185,8142,2643028,4285624,-9395657,6723057,63.76,20.63,56.85,32.36,91.24,2.01,2.03,3550300.01,8.76
2279,일양약품,의약품,A007570,12,2023,Annual,459455967,159066390,62701323,61724677,198628481,459455967,196428262,173674352,31495237,78248480,6000000,263027704,370537407,170389455,24812856,27439226,14528190,111712,19382378,-62608155,-6959794,57.25,18.52,74.68,32.36,45.98,0.04,6.7,24812856.34,54.02
1803,세원이앤씨,기계,A091090,12,2022,Annual,282702160,105579047,19348194,17428778,147194604,282702160,115300761,95664758,16886762,1020000,0,167401399,126627325,110170399,1818196,680473,638568,-86375471,-11361916,10228194,10458586,59.21,19.15,68.88,32.34,87,-51.18,1.44,1818195.59,13
879,한국화장품제조,화학,A003350,12,2023,Annual,89173515,62408084,16504759,10853448,14860444,89173515,36551560,33773104,12196934,12375000,0,52621954,109337763,88492580,9024560,5091569,37082,7281366,12276398,1721480,-4646288,59.01,19.05,69.46,32.29,80.94,14.58,8.25,9024560.44,19.06
438,국동,유통업,A005320,12,2022,Annual,175008166,109587105,14951921,58144928,47330792,175008166,65952316,53328492,0,15700050,5028593,109055850,329876667,283729727,17033936,0,0,1390174,10064571,-7615916,7844677,62.31,20.12,60.48,32.29,86.01,1.32,5.16,17033935.52,13.99
1576,삼성전기,전기전자,A009150,12,2020,Annual,9225498476,4150302652,943793120,1337915721,4424362288,9225498476,3315102537,1914879974,434514202,406200835,1233208709,5910395940,7753259286,5784472159,912738677,415219545,0,623811178,1588076610,-732395953,-209473997,64.07,20.67,56.09,32.26,74.61,11,11.77,912738676.8,25.39
1280,HLB글로벌,광업,A003580,12,2019,Annual,129401749,58047356,3998023,4516977,6310419,129401749,48334756,31399540,490961,55357,258130,81066993,30027700,11318262,5702285,893078,443716,-22868905,-6417304,16370456,-13087168,62.65,20.21,59.62,32.26,37.69,-29.81,18.99,5702285.15,62.31
883,한농화성,화학,A011500,12,2022,Annual,225415183,104679893,43415420,45196249,95979177,225415183,72824107,31932043,13921827,6387497,37000000,152591076,239432889,223162297,4544911,0,41647,8571221,17508681,-25415607,7812001,67.69,21.83,47.73,32.24,93.2,5.71,1.9,4544911.21,6.8
2946,동아에스티,의약품,A170900,12,2020,Annual,980667424,462243165,81208648,104561325,350314147,980667424,338570602,147716173,31535545,50532739,90000000,642096822,586728127,302387232,33994186,76151291,7630625,27102951,27031041,-82138452,-16283579,65.48,21.1,52.73,32.22,51.54,4.21,5.79,33994186.44,48.46
1451,미원홀딩스,기타금융,A107590,12,2020,Annual,331257263,96198875,39935580,38952343,96181291,331257263,132989918,66425515,39207148,12100000,44616956,198267345,288971437,242577589,21798300,604113,46146,23673458,25040687,-11474937,-13680260,59.85,19.28,67.08,32.21,83.95,11.96,7.54,21798300.32,16.05
1675,삼화전기,전기전자,A009470,12,2019,Annual,125230245,66977303,33885434,18273008,28497985,125230245,63914778,47332773,25465759,15769216,0,61315467,195087851,167009266,5108628,0,375582,3569595,6794492,-6043676,-5012044,48.96,15.73,104.24,32.12,85.61,5.93,2.62,5108628,14.39
587,KIB플러그에너지,기계,A015590,12,2021,Annual,165866104,93777742,11879366,668616,60786525,165866104,67845866,62453123,11099684,23050000,336390,98020238,80705227,73060404,-14968118,0,0,-13018203,979288,20930205,-18746960,59.1,18.96,69.22,32.08,90.53,-12.68,-18.55,-14968118,9.47
200,NAVER,서비스업,A035420,12,2019,Annual,12299527121,5643714460,0,55114732,1596271318,12299527121,5795601052,3773118831,0,509561603,50039880,6503926069,4356239667,0,1155025444,0,487506373,396821062,1356843480,-1078128842,52336566,52.88,16.96,89.11,32.07,0,6.37,26.51,1155025444,100
117,그린케미칼,화학,A083420,12,2021,Annual,211689251,103451540,43195240,35213613,79879463,211689251,88296552,77813473,25642402,38017386,0,123392699,286224270,254329238,20850252,0,0,15928806,15654812,-29949454,7892978,58.29,18.68,71.56,32.04,88.86,13.46,7.28,20850251.54,11.14
2945,동아에스티,의약품,A170900,12,2019,Annual,1008775746,453319169,89029466,114577416,319469611,1008775746,362918121,216115668,37975231,90586328,50000000,645857624,612310602,300321518,56561533,74115741,9121643,70912713,56254297,-20005707,-28144112,64.02,20.5,56.19,32.03,49.05,11.58,9.24,56561533.15,50.95
95,KEC,전기전자,A092220,12,2019,Annual,334212514,145518354,58317788,46778920,104307333,334212514,120251347,94887808,11689694,52685610,0,213961167,201729382,178989965,-6954033,5590250,110164,-19726091,17563717,-18139567,-1067324,64.02,20.47,56.2,31.97,88.73,-8.98,-3.45,-6954032.91,11.27
2792,스카이라이프,서비스업,A053210,12,2021,Annual,1275644844,408484115,105924837,2772782,284440146,1275644844,469693813,249676242,0,100000000,149641016,805951031,763222599,0,73018655,0,31814726,62308920,102947300,-352116204,230010052,63.18,20.16,58.28,31.91,0,8.04,9.57,73018655.04,100
2173,유유제약,의약품,A000220,12,2022,Annual,195205073,96357746,21744853,39832040,80607347,195205073,71831031,64315528,15840532,7200000,1600439,123374041,138881056,85567913,-592114,8620374,7118927,-4425393,-6229001,-8543848,-9083180,63.2,20.12,58.22,31.84,61.61,-3.51,-0.43,-592113.63,38.39
679,대원전선,전기전자,A006340,12,2023,Annual,234871662,191351572,125432967,45331836,39689274,234871662,134547618,122508950,81857164,28392723,0,100324044,515401908,488244827,13130113,0,47270,9612692,-5886838,15764953,-1539993,42.71,13.56,134.11,31.75,94.73,10.02,2.55,13130113.48,5.27
1900,쌍방울,섬유의복,A102280,12,2019,Annual,340359626,81683762,14537470,40060200,21104147,340359626,174319623,147939347,6673209,23194982,0,166040004,95502202,73282173,-10402396,108324,1212942,-36403524,-2302772,-5099543,7582303,48.78,15.49,104.99,31.75,76.73,-19.67,-10.89,-10402396.16,23.27
5,BYC,섬유의복,A001460,12,2019,Annual,693882853,118321886,5923595,45676332,68972515,693882853,259555399,109379625,3768051,56319316,56500000,434327454,170589027,101169466,23393687,0,1524335,27788950,18715999,41944072,-73191907,62.59,19.86,59.76,31.73,59.31,6.6,13.71,23393686.89,40.69
1658,삼진제약,의약품,A005500,12,2022,Annual,406556944,134268343,59779834,68594579,197394605,406556944,130692791,81652161,13180483,36000000,42499920,275864153,274031808,156297385,23184322,3657764,14704583,21900919,17293228,-70057357,47164864,67.85,21.53,47.38,31.72,57.04,8.59,8.46,23184322.38,42.96
2879,인터지스,운수창고업,A129260,12,2023,Annual,428501449,198200870,132201136,2121138,184307697,428501449,164660989,139449960,54808649,49650000,4397818,263840461,611639434,563035940,23029106,0,0,13971344,32849592,-23411956,-16197353,61.57,19.52,62.41,31.69,92.05,5.39,3.77,23029106.09,7.95
1970,에넥스,기타제조업,A011090,12,2019,Annual,132037408,83366663,54814213,19119533,17821786,132037408,77860306,65642666,43713329,13500000,0,54177102,363611210,332398117,-2830597,0,1432715,-3764886,-883020,-2236333,133081,41.03,12.98,143.71,31.62,91.42,-6.63,-0.78,-2830597.39,8.58
250,SG글로벌,운수장비,A001380,12,2019,Annual,204066348,48737348,16454465,16248134,22830251,204066348,74001790,57480138,12833206,24549763,0,130064558,93036628,80664141,4771421,0,0,753301,15908797,-6142354,-8221210,63.74,20.14,56.9,31.6,86.7,0.59,5.13,4771421.04,13.3
437,국동,유통업,A005320,12,2021,Annual,168474551,103105105,20979960,59650414,49352889,168474551,66109970,52591898,0,18327677,5415900,102364581,226076663,201884768,-769195,0,0,-7948938,-25316837,-7110215,-25636490,60.76,19.17,64.58,31.55,89.3,-8.54,-0.34,-769194.72,10.7
405,고려제강,철강금속,A002240,12,2019,Annual,2346638059,916181572,403523175,331584643,995459280,2346638059,875788212,640459454,138479164,359444211,74822440,1470849847,1639715935,1449203151,22446355,0,2953000,-4214666,81755681,-73753121,-38638006,62.68,19.76,59.54,31.53,88.38,-0.29,1.37,22446354.95,11.62
553,노루홀딩스,기타금융,A000320,12,2022,Annual,1171989378,583742767,234474827,155760942,450478522,1171989378,511163924,367016108,173956771,57412652,63672237,660825454,1031734917,823685102,29622459,13769966,3542787,33390807,48373910,-33513244,-30745435,56.38,17.76,77.35,31.5,79.83,5.37,2.87,29622458.74,20.17
