,종목명,회계년,총자본회전율(회),총부채회전율(회),총자산회전율(회)
2937,DSR,2021,1.60,2.54,0.98
2938,DSR,2022,1.93,2.56,1.10
2939,DSR,2023,1.38,2.02,0.82
2940,NHN,2019,0.82,2.21,0.60
2941,NHN,2020,0.89,2.38,0.65
2942,NHN,2021,0.98,2.35,0.69
2943,NHN,2022,1.03,2.16,0.70
2944,NHN,2023,1.14,1.82,0.70
2945,동아에스티,2019,1.00,1.67,0.63
2946,동아에스티,2020,0.91,1.67,0.59
2947,동아에스티,2021,0.91,1.49,0.57
2948,동아에스티,2022,0.94,1.37,0.56
2949,동아에스티,2023,0.97,1.27,0.55
2950,한진칼,2019,0.77,1.00,0.43
2951,한진칼,2020,0.27,0.26,0.13
2952,한진칼,2021,0.09,0.08,0.04
2953,한진칼,2022,0.09,0.12,0.05
2954,한진칼,2023,0.10,0.24,0.07
2955,현대로템,2019,2.47,0.81,0.61
2956,현대로템,2020,2.50,0.92,0.67
2957,현대로템,2021,2.20,1.01,0.69
2958,현대로템,2022,2.29,1.03,0.71
2959,현대로템,2023,2.29,1.04,0.71
2960,신송홀딩스,2019,2.44,2.78,1.30
2961,신송홀딩스,2020,2.27,2.21,1.12
2962,신송홀딩스,2021,2.01,1.62,0.90
2963,신송홀딩스,2022,2.19,1.40,0.85
2964,신송홀딩스,2023,1.94,1.35,0.80
2965,아세아시멘트,2019,1.05,0.74,0.43
2966,아세아시멘트,2020,0.97,0.72,0.41
2967,아세아시멘트,2021,1.02,0.81,0.45
2968,아세아시멘트,2022,1.10,0.95,0.51
2969,아세아시멘트,2023,1.18,1.13,0.58
2970,종근당,2019,2.38,3.56,1.43
2971,종근당,2020,2.54,3.61,1.49
2972,종근당,2021,2.40,3.07,1.35
2973,종근당,2022,2.51,3.02,1.37
2974,종근당,2023,2.32,3.06,1.32
2975,AJ네트웍스,2019,2.38,0.57,0.46
2976,AJ네트웍스,2020,2.74,0.63,0.51
2977,AJ네트웍스,2021,3.02,0.86,0.67
2978,AJ네트웍스,2022,3.29,1.13,0.84
2979,AJ네트웍스,2023,2.56,0.86,0.65
2980,BGF,2019,0.09,1.12,0.08
2981,BGF,2020,0.10,1.23,0.09
2982,BGF,2021,0.09,0.81,0.08
2983,BGF,2022,0.25,1.93,0.22
2984,BGF,2023,0.24,1.88,0.22
2985,디와이파워,2019,2.17,3.37,1.32
2986,디와이파워,2020,1.71,3.14,1.11
2987,디와이파워,2021,2.11,4.07,1.39
2988,디와이파워,2022,1.80,4.12,1.25
2989,디와이파워,2023,1.71,5.38,1.29
2990,HL만도,2019,3.90,2.01,1.32
2991,HL만도,2020,3.38,1.78,1.17
2992,HL만도,2021,3.28,1.78,1.16
2993,HL만도,2022,3.48,2.08,1.30
2994,HL만도,2023,3.63,2.24,1.38
2995,코스맥스,2019,4.77,1.56,1.17
2996,코스맥스,2020,4.70,1.53,1.16
2997,코스맥스,2021,4.32,1.71,1.22
2998,코스맥스,2022,3.52,1.69,1.14
2999,코스맥스,2023,4.43,1.65,1.20
3000,쿠쿠홀딩스,2019,0.82,3.82,0.68
3001,쿠쿠홀딩스,2020,0.82,3.88,0.68
3002,쿠쿠홀딩스,2021,0.84,3.93,0.69
3003,쿠쿠홀딩스,2022,0.82,4.13,0.69
3004,쿠쿠홀딩스,2023,0.76,4.39,0.64
3005,화인베스틸,2019,1.40,1.10,0.61
3006,화인베스틸,2020,1.17,0.90,0.51
3007,화인베스틸,2021,1.59,1.21,0.69
3008,화인베스틸,2022,1.77,1.36,0.77
3009,화인베스틸,2023,1.85,1.17,0.71
3010,삼성에스디에스,2019,1.67,5.15,1.26
3011,삼성에스디에스,2020,1.62,4.80,1.21
3012,삼성에스디에스,2021,1.91,5.08,1.39
3013,삼성에스디에스,2022,2.17,5.26,1.53
3014,삼성에스디에스,2023,1.52,3.89,1.09
3015,서연이화,2019,3.07,1.77,1.12
3016,서연이화,2020,3.13,1.66,1.08
3017,서연이화,2021,3.28,1.93,1.21
3018,서연이화,2022,3.91,2.51,1.53
3019,서연이화,2023,4.25,2.74,1.67
3020,씨에스윈드,2019,2.32,2.45,1.19
3021,씨에스윈드,2020,2.38,2.41,1.20
3022,씨에스윈드,2021,1.72,1.89,0.90
3023,씨에스윈드,2022,1.47,1.63,0.77
3024,씨에스윈드,2023,1.62,1.11,0.66
3025,JW생명과학,2019,1.47,2.00,0.85
3026,JW생명과학,2020,1.44,2.28,0.88
3027,JW생명과학,2021,1.29,2.00,0.78
3028,JW생명과학,2022,1.39,1.88,0.80
3029,JW생명과학,2023,1.38,1.98,0.81
3030,LIG넥스원,2019,2.26,0.87,0.63
3031,LIG넥스원,2020,2.45,0.89,0.65
3032,LIG넥스원,2021,2.54,0.98,0.70
3033,LIG넥스원,2022,2.61,1.14,0.79
3034,LIG넥스원,2023,2.32,0.95,0.68
3035,LS에코에너지,2019,3.41,2.57,1.47
3036,LS에코에너지,2020,3.74,2.49,1.49
3037,LS에코에너지,2021,4.67,2.54,1.65
3038,LS에코에너지,2022,4.95,2.44,1.63
3039,LS에코에너지,2023,4.66,2.43,1.60
3040,SK디앤디,2019,1.28,0.42,0.32
3041,SK디앤디,2020,1.57,0.63,0.45
3042,SK디앤디,2021,1.51,0.70,0.48
3043,SK디앤디,2022,0.84,0.40,0.27
3044,SK디앤디,2023,0.66,0.30,0.21
3045,경보제약,2019,1.29,2.38,0.83
3046,경보제약,2020,1.41,2.32,0.88
3047,경보제약,2021,1.13,1.81,0.70
3048,경보제약,2022,1.36,2.09,0.82
3049,경보제약,2023,1.50,1.98,0.85
3050,금호에이치티,2019,1.69,1.91,0.90
3051,금호에이치티,2020,1.11,1.62,0.66
3052,금호에이치티,2021,0.82,2.04,0.58
3053,금호에이치티,2022,0.82,2.66,0.63
3054,금호에이치티,2023,1.16,3.04,0.84
3055,삼일씨엔에스,2019,0.70,3.24,0.58
3056,삼일씨엔에스,2020,0.67,3.46,0.56
3057,삼일씨엔에스,2021,0.82,3.66,0.67
3058,삼일씨엔에스,2022,0.88,2.24,0.63
3059,삼일씨엔에스,2023,0.80,1.91,0.56
3060,동서,2019,0.38,3.75,0.35
3061,동서,2020,0.36,3.86,0.33
3062,동서,2021,0.38,4.08,0.34
3063,동서,2022,0.37,5.15,0.35
3064,동서,2023,0.31,6.38,0.29
3065,동일제강,2019,0.97,7.11,0.86
3066,동일제강,2020,0.94,6.97,0.83
3067,동일제강,2021,1.29,7.97,1.11
3068,동일제강,2022,1.26,8.03,1.09
3069,동일제강,2023,1.16,7.53,1.01
3070,두산밥캣,2019,1.17,1.66,0.69
3071,두산밥캣,2020,1.06,1.53,0.63
3072,두산밥캣,2021,1.39,1.63,0.75
3073,두산밥캣,2022,1.85,2.03,0.97
3074,두산밥캣,2023,1.78,2.26,0.99
3075,두올,2019,2.73,2.52,1.31
3076,두올,2020,2.58,2.27,1.21
3077,두올,2021,2.60,2.21,1.19
3078,두올,2022,2.86,2.31,1.28
3079,두올,2023,3.64,2.87,1.60
3080,삼성바이오로직스,2019,0.16,0.41,0.12
3081,삼성바이오로직스,2020,0.26,0.69,0.19
3082,삼성바이오로직스,2021,0.33,0.65,0.22
3083,삼성바이오로직스,2022,0.43,0.57,0.24
3084,삼성바이오로직스,2023,0.39,0.53,0.23
3085,샘표식품,2019,1.95,3.94,1.30
3086,샘표식품,2020,1.83,4.39,1.29
3087,샘표식품,2021,1.71,3.69,1.17
3088,샘표식품,2022,1.68,3.15,1.10
3089,샘표식품,2023,1.65,3.03,1.07
3090,세진중공업,2019,1.85,1.30,0.76
3091,세진중공업,2020,1.77,1.07,0.67
3092,세진중공업,2021,1.37,0.77,0.49
3093,세진중공업,2022,1.99,1.16,0.73
3094,세진중공업,2023,1.74,1.18,0.70
3095,다이나믹디자인,2019,4.01,0.70,0.60
3096,다이나믹디자인,2020,1.81,0.68,0.49
3097,다이나믹디자인,2021,1.00,0.65,0.40
3098,다이나믹디자인,2022,1.28,0.94,0.54
3099,다이나믹디자인,2023,1.33,1.30,0.66
3100,HDC랩스,2019,1.34,3.34,0.96
3101,HDC랩스,2020,1.57,4.25,1.14
3102,HDC랩스,2021,1.28,2.75,0.87
3103,HDC랩스,2022,2.32,4.56,1.54
3104,HDC랩스,2023,2.34,4.91,1.58
3105,용평리조트,2019,0.32,0.30,0.16
3106,용평리조트,2020,0.33,0.26,0.14
3107,용평리조트,2021,0.62,0.48,0.27
3108,용평리조트,2022,0.38,0.30,0.17
3109,용평리조트,2023,0.55,0.38,0.23
3110,이노션,2019,1.67,1.11,0.67
3111,이노션,2020,1.56,0.96,0.59
3112,이노션,2021,1.86,1.14,0.71
3113,이노션,2022,2.05,1.26,0.78
3114,이노션,2023,2.31,1.38,0.86
3115,일동제약,2019,1.95,1.60,0.88
3116,일동제약,2020,2.21,1.58,0.92
3117,일동제약,2021,2.70,1.25,0.85
3118,일동제약,2022,3.55,1.27,0.93
3119,일동제약,2023,3.23,1.34,0.95
3120,잇츠한불,2019,0.43,3.25,0.38
3121,잇츠한불,2020,0.31,2.83,0.28
3122,잇츠한불,2021,0.30,3.69,0.28
3123,잇츠한불,2022,0.29,3.94,0.27
3124,잇츠한불,2023,0.30,4.48,0.28
3125,제이에스코퍼레이션,2019,1.62,6.41,1.29
3126,제이에스코퍼레이션,2020,2.62,2.02,1.14
3127,제이에스코퍼레이션,2021,5.60,2.80,1.87
3128,제이에스코퍼레이션,2022,4.26,3.10,1.80
3129,제이에스코퍼레이션,2023,3.15,2.31,1.33
3130,제주항공,2019,3.91,1.54,1.11
3131,제주항공,2020,1.39,0.36,0.29
3132,제주항공,2021,1.36,0.27,0.22
3133,제주항공,2022,2.98,0.58,0.48
3134,제주항공,2023,5.76,1.14,0.95
3135,토니모리,2019,1.69,1.43,0.77
3136,토니모리,2020,1.37,0.84,0.52
3137,토니모리,2021,1.41,0.98,0.58
3138,토니모리,2022,1.32,1.22,0.63
3139,토니모리,2023,1.52,1.49,0.75
3140,한솔제지,2019,2.80,1.44,0.95
3141,한솔제지,2020,2.42,1.35,0.87
3142,한솔제지,2021,2.79,1.59,1.01
3143,한솔제지,2022,3.46,1.84,1.20
3144,한솔제지,2023,2.99,1.56,1.02
3145,해성디에스,2019,1.88,3.35,1.21
3146,해성디에스,2020,2.08,3.41,1.29
3147,해성디에스,2021,2.49,3.95,1.53
3148,해성디에스,2022,2.26,4.27,1.48
3149,해성디에스,2023,1.40,3.48,1.00
3150,해태제과식품,2019,2.03,1.06,0.70
3151,해태제과식품,2020,2.22,1.30,0.82
3152,해태제과식품,2021,2.17,1.51,0.89
3153,해태제과식품,2022,2.30,1.42,0.88
3154,해태제과식품,2023,2.39,1.46,0.91
3155,핸즈코퍼레이션,2019,1.92,1.36,0.79
3156,핸즈코퍼레이션,2020,1.79,1.08,0.68
3157,핸즈코퍼레이션,2021,1.95,0.97,0.65
3158,핸즈코퍼레이션,2022,3.41,1.20,0.89
3159,핸즈코퍼레이션,2023,3.15,1.08,0.80
3160,현대코퍼레이션홀딩스,2019,1.06,4.46,0.86
3161,현대코퍼레이션홀딩스,2020,0.85,2.97,0.66
3162,현대코퍼레이션홀딩스,2021,0.69,2.94,0.56
3163,현대코퍼레이션홀딩스,2022,0.77,2.72,0.60
3164,현대코퍼레이션홀딩스,2023,0.76,2.60,0.59
3165,화승엔터프라이즈,2019,3.69,2.21,1.38
3166,화승엔터프라이즈,2020,2.47,1.82,1.05
3167,화승엔터프라이즈,2021,2.09,1.63,0.92
3168,화승엔터프라이즈,2022,2.90,1.99,1.18
3169,화승엔터프라이즈,2023,2.11,1.44,0.86
3170,셀트리온,2019,0.41,1.19,0.31
3171,셀트리온,2020,0.59,1.43,0.42
3172,셀트리온,2021,0.51,1.18,0.35
3173,셀트리온,2022,0.55,1.41,0.39
3174,셀트리온,2023,0.20,0.99,0.17
3175,카카오,2019,0.54,1.15,0.37
3176,카카오,2020,0.62,1.08,0.39
3177,카카오,2021,0.56,0.86,0.34
3178,카카오,2022,0.50,0.73,0.30
3179,카카오,2023,0.55,0.73,0.31
3180,HDC,2019,0.73,1.02,0.42
3181,HDC,2020,1.18,1.11,0.57
3182,HDC,2021,1.04,0.86,0.47
3183,HDC,2022,1.05,0.80,0.45
3184,HDC,2023,1.20,0.88,0.51
3185,BGF리테일,2019,10.39,4.74,3.25
3186,BGF리테일,2020,9.37,3.83,2.72
3187,BGF리테일,2021,9.00,3.92,2.73
3188,BGF리테일,2022,8.60,4.04,2.75
3189,BGF리테일,2023,8.05,3.97,2.66
3190,F&F홀딩스,2019,2.07,6.03,1.54
3191,F&F홀딩스,2020,0.04,0.09,0.03
3192,F&F홀딩스,2021,0.48,1.56,0.36
3193,F&F홀딩스,2022,0.67,2.64,0.54
3194,F&F홀딩스,2023,0.65,2.94,0.53
3195,HD한국조선해양,2019,1.17,1.28,0.61
3196,HD한국조선해양,2020,1.18,1.19,0.59
3197,HD한국조선해양,2021,1.25,1.12,0.59
3198,HD한국조선해양,2022,1.40,1.07,0.61
3199,HD한국조선해양,2023,1.73,1.14,0.69
3200,HD현대,2019,2.37,2.00,1.09
3201,HD현대,2020,1.65,1.29,0.72
3202,HD현대,2021,2.47,1.44,0.91
3203,HD현대,2022,3.47,1.84,1.20
3204,HD현대,2023,2.64,1.41,0.92
3205,HD현대건설기계,2019,1.81,1.80,0.90
3206,HD현대건설기계,2020,1.51,1.41,0.73
3207,HD현대건설기계,2021,2.10,1.74,0.95
3208,HD현대건설기계,2022,2.19,1.85,1.00
3209,HD현대건설기계,2023,2.22,2.31,1.13
3210,HD현대일렉트릭,2019,2.28,1.17,0.77
3211,HD현대일렉트릭,2020,2.63,1.15,0.80
3212,HD현대일렉트릭,2021,2.73,1.14,0.80
3213,HD현대일렉트릭,2022,2.85,1.33,0.91
3214,HD현대일렉트릭,2023,2.86,1.56,1.01
3215,LX세미콘,2019,1.89,5.45,1.40
3216,LX세미콘,2020,2.31,6.18,1.68
3217,LX세미콘,2021,2.85,6.43,1.97
3218,LX세미콘,2022,2.42,5.96,1.72
3219,LX세미콘,2023,1.97,6.70,1.52
3220,LX인터내셔널,2019,6.80,3.09,2.12
3221,LX인터내셔널,2020,6.82,3.24,2.20
3222,LX인터내셔널,2021,8.06,4.17,2.75
3223,LX인터내셔널,2022,6.92,4.15,2.59
3224,LX인터내셔널,2023,4.75,3.02,1.85
3225,OCI홀딩스,2019,0.84,1.21,0.50
3226,OCI홀딩스,2020,0.79,0.96,0.43
3227,OCI홀딩스,2021,1.18,1.40,0.64
3228,OCI홀딩스,2022,0.78,1.04,0.44
3229,OCI홀딩스,2023,0.68,1.09,0.42
3230,SK케미칼,2019,1.54,0.84,0.55
3231,SK케미칼,2020,1.43,0.93,0.56
3232,SK케미칼,2021,1.19,1.64,0.69
3233,SK케미칼,2022,0.69,1.39,0.46
3234,SK케미칼,2023,0.65,1.29,0.43
3235,경동도시가스,2019,4.31,3.28,1.86
3236,경동도시가스,2020,3.12,2.89,1.50
3237,경동도시가스,2021,3.98,3.34,1.82
3238,경동도시가스,2022,5.98,3.84,2.34
3239,경동도시가스,2023,4.41,2.99,1.78
3240,넷마블,2019,0.47,2.14,0.39
3241,넷마블,2020,0.48,1.33,0.35
3242,넷마블,2021,0.43,0.69,0.27
3243,넷마블,2022,0.46,0.67,0.27
3244,넷마블,2023,0.47,0.81,0.30
3245,대덕,2019,0.00,0.00,0.00
3246,대덕,2020,0.00,0.01,0.00
3247,대덕,2021,1.01,4.26,0.82
3248,대덕,2022,1.16,4.32,0.92
3249,대덕,2023,0.86,3.37,0.68
3250,더블유게임즈,2019,0.88,1.13,0.50
3251,더블유게임즈,2020,0.84,2.52,0.63
3252,더블유게임즈,2021,0.59,4.27,0.52
3253,더블유게임즈,2022,0.56,2.90,0.47
3254,더블유게임즈,2023,0.53,3.63,0.46
3255,덴티움,2019,1.26,0.87,0.51
3256,덴티움,2020,1.06,0.74,0.43
3257,덴티움,2021,1.12,1.04,0.54
3258,덴티움,2022,1.07,1.23,0.57
3259,덴티움,2023,0.94,1.29,0.54
3260,동국홀딩스,2019,2.85,1.57,1.01
3261,동국홀딩스,2020,2.55,1.54,0.96
3262,동국홀딩스,2021,2.94,2.12,1.23
3263,동국홀딩스,2022,0.69,0.62,0.33
3264,동국홀딩스,2023,0.73,0.96,0.41
3265,동아타이어,2019,0.45,5.40,0.41
3266,동아타이어,2020,0.40,4.95,0.37
3267,동아타이어,2021,0.49,4.54,0.44
3268,동아타이어,2022,0.55,2.80,0.46
3269,동아타이어,2023,0.44,2.03,0.36
3270,동양피스톤,2019,3.58,1.57,1.09
3271,동양피스톤,2020,3.16,1.31,0.92
3272,동양피스톤,2021,3.40,1.42,1.00
3273,동양피스톤,2022,3.35,1.59,1.08
3274,동양피스톤,2023,3.38,1.70,1.13
3275,롯데웰푸드,2019,1.64,1.55,0.80
3276,롯데웰푸드,2020,1.61,1.49,0.77
3277,롯데웰푸드,2021,1.65,1.59,0.81
3278,롯데웰푸드,2022,1.86,1.92,0.95
3279,롯데웰푸드,2023,1.91,2.01,0.98
3280,롯데이노베이트,2019,2.23,2.63,1.21
3281,롯데이노베이트,2020,2.11,3.13,1.26
3282,롯데이노베이트,2021,2.20,3.36,1.33
3283,롯데이노베이트,2022,2.36,2.85,1.29
3284,롯데이노베이트,2023,2.64,2.63,1.32
3285,미원에스씨,2019,1.61,6.36,1.28
3286,미원에스씨,2020,1.46,5.79,1.16
3287,미원에스씨,2021,1.81,5.98,1.39
3288,미원에스씨,2022,1.73,5.87,1.34
3289,미원에스씨,2023,1.16,4.73,0.93
3290,삼양패키징,2019,1.36,1.35,0.68
3291,삼양패키징,2020,1.24,1.38,0.65
3292,삼양패키징,2021,1.25,1.43,0.67
3293,삼양패키징,2022,1.19,1.42,0.65
3294,삼양패키징,2023,1.15,1.54,0.66
3295,성안머티리얼스,2019,2.76,0.98,0.72
3296,성안머티리얼스,2020,3.24,0.54,0.46
3297,성안머티리얼스,2021,4.41,0.45,0.41
3298,성안머티리얼스,2022,1.80,0.51,0.40
3299,성안머티리얼스,2023,1.37,0.33,0.27
3300,세아제강지주,2019,1.95,2.42,1.08
3301,세아제강지주,2020,1.72,2.22,0.97
3302,세아제강지주,2021,1.95,2.47,1.09
3303,세아제강지주,2022,2.22,2.72,1.22
3304,세아제강지주,2023,1.79,2.21,0.99
3305,CR홀딩스,2019,1.08,2.16,0.72
3306,CR홀딩스,2020,0.98,1.60,0.61
3307,CR홀딩스,2021,0.98,1.39,0.58
3308,CR홀딩스,2022,0.99,1.18,0.54
3309,CR홀딩스,2023,0.99,1.03,0.50
3310,아시아나IDT,2019,1.66,3.33,1.11
3311,아시아나IDT,2020,1.44,2.42,0.90
3312,아시아나IDT,2021,1.22,2.47,0.82
3313,아시아나IDT,2022,1.15,3.23,0.85
3314,아시아나IDT,2023,1.16,3.64,0.88
3315,애경산업,2019,2.17,6.55,1.63
3316,애경산업,2020,1.75,5.48,1.33
3317,애경산업,2021,1.69,6.15,1.33
3318,애경산업,2022,1.73,5.84,1.34
3319,애경산업,2023,1.79,6.12,1.39
3320,에어부산,2019,4.86,1.23,0.98
3321,에어부산,2020,1.74,0.21,0.19
3322,에어부산,2021,1.47,0.20,0.17
3323,에어부산,2022,3.15,0.41,0.36
3324,에어부산,2023,5.68,0.78,0.69
3325,오리온,2019,1.30,2.39,0.84
3326,오리온,2020,1.25,2.87,0.87
3327,오리온,2021,1.12,2.95,0.81
3328,오리온,2022,1.17,3.68,0.89
3329,오리온,2023,1.04,4.49,0.85
3330,우진아이엔에스,2019,0.99,5.45,0.84
3331,우진아이엔에스,2020,1.35,6.12,1.10
3332,우진아이엔에스,2021,0.90,4.82,0.76
3333,우진아이엔에스,2022,0.88,4.72,0.74
3334,우진아이엔에스,2023,1.06,5.58,0.89
3335,제일약품,2019,3.80,2.99,1.67
3336,제일약품,2020,4.05,2.95,1.71
3337,제일약품,2021,4.12,2.82,1.68
3338,제일약품,2022,4.47,2.58,1.64
3339,제일약품,2023,4.65,2.30,1.54
3340,진에어,2019,3.98,2.38,1.49
3341,진에어,2020,1.87,0.56,0.43
3342,진에어,2021,1.82,0.56,0.43
3343,진에어,2022,4.43,1.09,0.87
3344,진에어,2023,10.74,1.74,1.49
3345,케이씨텍,2019,0.97,5.02,0.82
3346,케이씨텍,2020,1.01,5.89,0.86
3347,케이씨텍,2021,0.94,5.41,0.80
3348,케이씨텍,2022,0.93,6.04,0.81
3349,케이씨텍,2023,0.65,5.48,0.58
3350,콘텐트리중앙,2019,1.26,0.93,0.53
3351,콘텐트리중앙,2020,1.05,0.37,0.27
3352,콘텐트리중앙,2021,1.41,0.49,0.36
3353,콘텐트리중앙,2022,1.27,0.49,0.35
3354,콘텐트리중앙,2023,1.71,0.51,0.39
3355,콜마홀딩스,2019,0.91,1.14,0.51
3356,콜마홀딩스,2020,0.97,1.46,0.58
3357,콜마홀딩스,2021,0.82,1.72,0.56
3358,콜마홀딩스,2022,0.76,1.68,0.52
3359,콜마홀딩스,2023,0.76,1.43,0.50
3360,쿠쿠홈시스,2019,1.58,4.40,1.17
3361,쿠쿠홈시스,2020,1.58,4.62,1.18
3362,쿠쿠홈시스,2021,1.42,3.76,1.03
3363,쿠쿠홈시스,2022,1.30,3.76,0.96
3364,쿠쿠홈시스,2023,1.13,4.14,0.89
3365,크라운제과,2019,2.86,1.96,1.16
3366,크라운제과,2020,2.59,2.09,1.16
3367,크라운제과,2021,2.43,2.25,1.17
3368,크라운제과,2022,2.34,2.74,1.26
3369,크라운제과,2023,2.19,3.20,1.30
3370,테이팩스,2019,1.16,2.02,0.74
3371,테이팩스,2020,1.10,2.57,0.77
3372,테이팩스,2021,1.26,3.17,0.90
3373,테이팩스,2022,1.31,3.68,0.96
3374,테이팩스,2023,0.97,3.01,0.73
3375,티웨이항공,2019,3.91,1.97,1.31
3376,티웨이항공,2020,1.76,0.45,0.36
3377,티웨이항공,2021,2.61,0.34,0.30
3378,티웨이항공,2022,9.85,0.63,0.59
3379,티웨이항공,2023,12.46,1.28,1.16
3380,포스코퓨처엠,2019,1.68,3.25,1.11
3381,포스코퓨처엠,2020,1.54,1.75,0.82
3382,포스코퓨처엠,2021,1.15,1.56,0.66
3383,포스코퓨처엠,2022,1.30,1.90,0.77
3384,포스코퓨처엠,2023,1.81,1.67,0.87
3385,하나제약,2019,0.78,4.17,0.66
3386,하나제약,2020,0.78,4.08,0.66
3387,하나제약,2021,0.81,4.10,0.68
3388,하나제약,2022,0.81,3.26,0.65
3389,하나제약,2023,0.82,3.03,0.65
3390,한일홀딩스,2019,0.95,1.07,0.50
3391,한일홀딩스,2020,0.86,1.00,0.46
3392,한일홀딩스,2021,0.88,1.17,0.50
3393,한일홀딩스,2022,0.99,1.54,0.60
3394,한일홀딩스,2023,1.11,1.83,0.69
3395,현대지에프홀딩스,2019,1.48,3.96,1.08
3396,현대지에프홀딩스,2020,1.50,3.75,1.07
3397,현대지에프홀딩스,2021,1.58,3.92,1.13
3398,현대지에프홀딩스,2022,0.89,2.07,0.62
3399,현대지에프홀딩스,2023,0.92,2.09,0.64
3400,호전실업,2019,2.47,1.88,1.07
3401,호전실업,2020,2.53,1.76,1.04
3402,호전실업,2021,3.03,1.98,1.20
3403,호전실업,2022,3.76,2.64,1.55
3404,호전실업,2023,3.07,2.56,1.40
3405,화승코퍼레이션,2019,6.46,1.60,1.28
3406,화승코퍼레이션,2020,5.44,1.37,1.10
3407,화승코퍼레이션,2021,6.29,1.46,1.18
3408,화승코퍼레이션,2022,6.67,1.68,1.34
3409,화승코퍼레이션,2023,6.27,1.80,1.40
3410,효성중공업,2019,3.99,1.37,1.02
3411,효성중공업,2020,3.05,1.04,0.77
3412,효성중공업,2021,3.09,1.08,0.80
3413,효성중공업,2022,3.28,1.07,0.81
3414,효성중공업,2023,3.70,1.21,0.91
3415,효성첨단소재,2019,7.01,1.46,1.21
3416,효성첨단소재,2020,6.09,1.16,0.98
3417,효성첨단소재,2021,6.53,1.72,1.36
3418,효성첨단소재,2022,5.05,1.78,1.31
3419,효성첨단소재,2023,4.13,1.45,1.07
3420,효성티앤씨,2019,11.18,2.26,1.88
3421,효성티앤씨,2020,7.95,2.17,1.71
3422,효성티앤씨,2021,6.94,3.53,2.34
3423,효성티앤씨,2022,5.42,3.19,2.01
3424,효성티앤씨,2023,4.88,2.84,1.79
3425,효성화학,2019,4.41,1.25,0.98
3426,효성화학,2020,4.24,1.00,0.81
3427,효성화학,2021,5.65,1.10,0.92
3428,효성화학,2022,9.53,1.03,0.93
3429,효성화학,2023,31.63,0.92,0.89
