,종목명,회계년,영업활동CF/총자산(%),투자활동CF/총자산(%),재무활동CF/총자산(%)
0,AK홀딩스,2010,3.2343761376196536,-3.8760400889618816,-0.25561825520413944
1,AK홀딩스,2011,5.500227404785938,-20.05720884219896,17.250594114700206
2,AK홀딩스,2012,1.494755699130657,-0.5556125772645675,4.05922320648459
3,AK홀딩스,2013,7.68415274863006,0.8024843941615709,-6.749948679459495
4,AK홀딩스,2014,7.92383851836428,-6.981973617680348,0.10030673104992896
5,AK홀딩스,2015,5.6600364412236575,5.747397647472279,-5.8655505340816845
6,AK홀딩스,2016,11.608770654414187,-4.689939678228653,-2.708798399922684
7,AK홀딩스,2017,9.540037398195258,-9.933242626000688,-1.335404510692341
8,AK홀딩스,2018,9.336792850857332,-6.609957565418527,2.647525116678796
9,BYC,2010,1.7256454145829665,-6.541548173678699,4.761497109300839
10,BYC,2011,5.110743480626037,-11.885074050261155,6.649293213681462
11,BYC,2012,5.859933261890913,-5.187922894337028,-0.3773822993988248
12,BYC,2013,7.2881435056160235,-7.041136673163397,-0.4931834378429888
13,BYC,2014,4.581838789118593,-14.10218507873151,9.489474548418231
14,BYC,2015,4.0593619159473135,-12.101398381185986,8.54595509746472
15,BYC,2016,5.994691528379642,-5.164446882363755,2.4653338976083004
16,BYC,2017,3.1566060160102287,-4.140508903450576,1.1830209894248396
17,BYC,2018,6.6427861592702575,-2.9066051180630734,-2.7978915470273553
18,CJ,2010,7.236845655401414,-1.6973637035852887,-5.599932041156444
19,CJ,2011,2.8982843741926887,-13.333259120145142,11.608828187742414
20,CJ,2012,7.308751027382769,-11.494653465489431,3.2179408087739496
21,CJ,2013,6.673730962981324,-8.128513261533858,1.5914564143913796
22,CJ,2014,7.643394700032506,-8.388657259230083,-0.31891903836032565
23,CJ,2015,9.742807009113715,-6.202633455771297,-2.703871262127606
24,CJ,2016,7.744467049524167,-12.383393283124853,4.555784917111259
25,CJ,2017,7.639812571622747,-9.765600049452095,2.4491251058257615
26,CJ,2018,4.856962726121663,-6.700419525614677,2.607508821440957
27,CJ대한통운,2010,2.5044793474515363,0.7296380618030883,-1.42883691349611
28,CJ대한통운,2011,3.0930284204012817,2.7084585747463814,-1.630897678675466
29,CJ대한통운,2012,3.1867812065122028,-5.96973798267576,0.6075448612266208
30,CJ대한통운,2013,-1.6019227029368466,-2.7618093098814867,3.501898747199995
31,CJ대한통운,2014,5.7189509493199555,-1.4829515954694121,-3.9471323786696946
32,CJ대한통운,2015,3.8190108353966217,-1.9193873103920955,-2.2392317494141567
33,CJ대한통운,2016,3.7746311445351366,-12.77732801618857,9.838996303204606
34,CJ대한통운,2017,3.9200444267926424,-10.970493871061105,7.261850560134222
35,CJ대한통운,2018,0.7859019027006987,-10.719778469440516,9.894422964975092
36,CJ씨푸드,2010,28.38465928769368,-2.8709694098687764,-28.775511372820144
37,CJ씨푸드,2011,2.858954509528345,-8.64281426311595,6.010728559706259
38,CJ씨푸드,2012,8.648701834039297,-2.430030301750669,-6.533548087967578
39,CJ씨푸드,2013,12.162776873215984,-3.7847214330660774,-8.604581792963774
40,CJ씨푸드,2014,-8.323694486874956,-3.3951039021072917,12.448538085779047
41,CJ씨푸드,2015,33.329983989381006,-22.40820707346404,-10.62496044775893
42,CJ씨푸드,2016,-4.568045479612159,-7.033505143468112,10.93348849997809
43,CJ씨푸드,2017,12.989197999841135,-9.23329309239323,-3.8318529682277473
44,CJ씨푸드,2018,-0.8259857544296021,-5.456587737872595,6.819122218595343
45,CJ제일제당,2010,5.841700426205995,8.016468434160986,-12.531529355932399
46,CJ제일제당,2011,-2.543150854728031,-12.523522288991561,16.565234268793034
47,CJ제일제당,2012,6.511318484156497,-9.352332999252194,3.6892536070056816
48,CJ제일제당,2013,4.543848807755315,-5.914139374623625,0.46691786890862735
49,CJ제일제당,2014,5.1452262978589065,-4.0139727266701914,-1.0565438246520729
50,CJ제일제당,2015,8.396123033991772,-5.039555655985524,-2.6505777647559325
51,CJ제일제당,2016,5.075033794653917,-8.93629229644627,4.604415322045763
52,CJ제일제당,2017,7.000405358357726,-8.678552630467266,1.5731069421339463
53,CJ제일제당,2018,2.4179338856234787,-5.306600982907273,2.6720250989063774
54,CS홀딩스,2010,5.1853517683488395,-1.9512588704922427,0.1098969452823747
55,CS홀딩스,2011,4.0802097300902975,-3.824091509761419,-0.38757329474952823
56,CS홀딩스,2012,1.2742290447398226,1.9939959361154855,-0.2353866319307557
57,CS홀딩스,2013,8.901694307451097,-8.100142793482638,-0.27170970405931455
58,CS홀딩스,2014,5.633703305203498,-4.614817728491043,1.530614467131387
59,CS홀딩스,2015,9.41968614361593,-4.062927762656335,1.022814041094078
60,CS홀딩스,2016,5.648372361021693,-6.116370185042441,-1.1111861674293861
61,CS홀딩스,2017,5.577813331922556,0.1268743456730831,-1.3995895797056463
62,CS홀딩스,2018,3.3461075041595825,-1.1211015236530228,-3.241865376948742
63,DB,2010,-7.284926285534694,-4.612966146651782,10.157820587096133
64,DB,2011,-0.595944560504021,-6.097356623903591,5.835795745111051
65,DB,2012,-4.933718319048519,3.5989931817839236,2.721853933329171
66,DB,2013,1.5821043491862097,-3.9855412762326905,0.7232004606527577
67,DB,2014,7.5141142749524406,27.85540532651543,-34.044566642035484
68,DB,2015,-4.734421822115376,37.87530795867791,-31.281937316206733
69,DB,2016,6.675409890300858,3.204588651270231,-8.653640410582906
70,DB,2017,4.0299081889664485,0.888653519688252,-4.225393179711
71,DB,2018,2.342750849838702,-29.40585712797736,32.17204292903088
72,DB하이텍,2010,3.1743405348667104,19.38312159797469,-21.18039254663725
73,DB하이텍,2011,5.066468506332857,-1.947217329043363,-7.403940280687095
74,DB하이텍,2012,6.381023361754668,-4.2558329422625505,-1.9622718443622118
75,DB하이텍,2013,2.681515214112121,-1.362986898031919,-1.709152551358692
76,DB하이텍,2014,4.881640729672056,-4.4305146863083875,0.1224421370068931
77,DB하이텍,2015,15.510404335979755,-1.2399670917717698,-7.288634165370063
78,DB하이텍,2016,25.16366707578774,-12.265229496395099,-12.011685619723615
79,DB하이텍,2017,18.423859384095017,-10.252434346040818,-8.63129049295321
80,DB하이텍,2018,16.909311944569897,-10.998453176131758,-4.771965979063543
81,DI동일,2010,0.2690795887089353,-4.224435080020255,4.395116622787448
82,DI동일,2011,0.806504766601888,-2.717601595800673,0.9652358970145093
83,DI동일,2012,2.5051695018022055,1.3898832735273556,-3.536068972702597
84,DI동일,2013,1.5822418479066207,-3.120425844006565,3.542302481399911
85,DI동일,2014,0.5138585994821702,-1.0819901660193154,1.3378376903552562
86,DI동일,2015,2.6225536301328316,-2.2754281678894337,1.9888326275345765
87,DI동일,2016,0.8688020935507644,0.053508089806265216,-0.8852260649030297
88,DI동일,2017,3.812973616826429,-1.388009520843163,-4.336254366614684
89,DI동일,2018,3.121165077641398,-1.34842522617124,-1.3465651200022637
90,DL,2010,6.167434781143089,-4.4802008012581345,-0.8049467389154756
91,DL,2011,4.656006621960178,-6.006129263876843,1.7623871852899584
92,DL,2012,7.4218907267947305,-3.022376867901704,-3.01107989374049
93,DL,2013,0.32175197503190056,-2.501440322003765,2.9705255587617807
94,DL,2014,0.29940511789505,-3.289889013535842,1.1785998489004614
95,DL,2015,3.189901379546905,-0.8454712664621226,4.232797076398982
96,DL,2016,1.1862650358950082,-5.644386813530504,-0.37340092535839015
97,DL,2017,3.265372404153282,-1.7715019912147623,1.1480392168716003
98,DL,2018,8.606405907697418,-2.96732572451483,-4.095602029998116
