종목명,2011통합등급,2011환경,2011사회,2011지배구조,2012통합등급,2012환경,2012사회,2012지배구조,2013통합등급,2013환경,2013사회,2013지배구조,2014통합등급,2014환경,2014사회,2014지배구조,2015통합등급,2015환경,2015사회,2015지배구조,2016통합등급,2016환경,2016사회,2016지배구조,2017통합등급,2017환경,2017사회,2017지배구조,2018통합등급,2018환경,2018사회,2018지배구조,2020통합등급,2020환경,2020사회,2020지배구조,2021통합등급,2021환경,2021사회,2021지배구조,2022통합등급,2022환경,2022사회,2022지배구조,2023통합등급,2023환경,2023사회,2023지배구조,2024통합등급,2024환경,2024사회,2024지배구조,종목코드,시장구분,업종명,시가총액
KTis,,,,,,B,B이하,,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,B이하,B+,B+,B이하,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B,D,B+,B+,A,B+,A+,A,B+,B+,B+,B+,B+,B+,A,B+,B+,B+,A,B+,58860,KOSPI,서비스업,98315650000.0
스카이라이프,,,,,B이하,B+,B+,B이하,B이하,B,B+,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,B+,C,B+,B+,A,B,A,A,A,B,A+,A,B+,B+,A,B+,B+,B+,A,B+,53210,KOSPI,서비스업,257574000000.0
코오롱인더,,,,,B이하,B+,B이하,B이하,B+,B+,B이하,B+,B+,B+,B이하,B+,B+,B,B+,B+,B이하,B,B이하,B+,B이하,C,B+,B+,B+,B,B+,B+,B+,B+,B+,B+,A,B+,A,A,B+,B,A,A,B+,B+,A+,B,B+,B+,A+,B,120110,KOSPI,화학,983808000000.0
코오롱플라스틱,,,,,B이하,B,B이하,B이하,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B,B이하,A,B+,B+,B+,B+,B이하,B,B이하,B+,B+,B,B+,B+,B+,B,B+,B+,B,C,B,B+,B,C,B,B+,B,C,B,B+,138490,KOSPI,화학,267140000000.0
티웨이홀딩스,,,,,,,B이하,B이하,B이하,D,B이하,B이하,B이하,C,B이하,B이하,B이하,D,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,C,D,B,C,C,D,D,B,D,D,C,D,D,C,C,D,D,C,C,D,4870,KOSPI,비금속광물,47993027990.0
하나투어,,,,,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,B,D,B,B,B+,B,A,B+,B+,B+,B+,B+,B+,B+,A,B+,B+,B+,A,B+,39130,KOSPI,서비스업,936688000000.0
한국항공우주,,,,,B이하,B,B이하,B이하,B+,B+,B+,B이하,B+,B+,B이하,B+,B이하,B,B이하,B+,B이하,B,B이하,B+,B이하,B,B이하,B+,A,B+,A+,B+,A,A,A+,B+,A,A,A+,B+,C,B,A,D,B+,B+,A,B+,B+,B+,A,B+,47810,KOSPI,운수장비,4883500000000.0
한국화장품,,,,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B,D,B+,B,B,D,B,B,C,D,C,C,D,D,C,D,D,D,C,D,123690,KOSPI,유통업,107495000000.0
HL홀딩스,,,,,B이하,B,B이하,B+,B이하,B,B이하,B+,B+,B+,B이하,B+,B이하,C,B이하,B이하,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,B+,B+,A,B이하,B+,B,B+,A,A,B,A+,A,B+,B+,A,B+,A,A,A+,A,A,A,A+,A,60980,KOSPI,기타금융,343726000000.0
한미약품,,,,,B이하,B,B이하,B이하,B+,B,B+,B+,B+,B+,B+,B+,B이하,C,B+,B+,B이하,D,B+,B이하,B이하,C,B+,B이하,B+,B,A,B+,A,B+,A+,B+,A,B+,A+,A,B+,B,A+,B,B+,A,A,B,B+,A,A,B,128940,KOSPI,의약품,4016250000000.0
한세엠케이,,,,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,C,C,C,B,C,D,C,B+,C,C,B,C,C,B,B+,C,C,B,B+,C,69640,KOSPI,유통업,64277381770.0
한전산업,,,,,B이하,C,B이하,B+,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B+,B이하,B이하,B,B+,B이하,B이하,D,B이하,B+,B+,B,B+,B+,B+,B,B+,B+,C,C,B,C,C,C,D,B,C,C,D,B,130660,KOSPI,서비스업,230156000000.0
한화생명,,,,,B이하,B+,B이하,B이하,B+,A,B이하,B이하,B+,A,B이하,B이하,B+,A,A,B이하,B이하,B+,B+,B이하,B+,B+,A,B이하,B+,B+ 이하,B+,B+,A,A,A+,B+,A,A+,A+,B+,A,A,A+,B+,A,A,A+,B+,A,A,A+,B+,88350,KOSPI,보험,2410170000000.0
허메스홀딩스,,,,,B이하,C,B이하,B이하,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
현대퓨처넷,,,,,,B,B이하,,B이하,B,B이하,B이하,B이하,B,B+,B이하,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B+,B+,B+,B이하,B+,B+,B+,B이하,B+,C,A,A,,,,,A,A,A,A,A,A,A+,A,A,A,A+,A,126560,KOSPI,통신업,506934000000.0
현대위아,,,,,B이하,B,B이하,B이하,B+,B,B+,B+,B+,B,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B이하,B,B이하,B+,B+,B+,B이하,B+,A,A,A+,A,A,A,A+,A,A,A,A,B+,A+,A+,A+,A,A+,A+,A+,A,11210,KOSPI,운수장비,1558280000000.0
현대홈쇼핑,,,,,B이하,B,B+,B이하,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B+,A,B이하,B이하,B+,A,B이하,B이하,B+,A,B이하,B이하,B+,A,B+,B이하,A,A,A,A,A,A,A+,A,A,A,A+,A,A,A,A+,A,A,A,A+,A,57050,KOSPI,유통업,684000000000.0
휠라홀딩스,,,,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B+,B,B+,B+,A,B+,A+,A,B+,B,A,B+,A,A,A,B+,A,A,A,B+,81660,KOSPI,유통업,2460460000000.0
GS리테일,,,,,,,,,B이하,B,B이하,B이하,B+,B+,B이하,B+,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B+,B+,B+,B이하,B이하,B+,B+,B이하,B,C,B,B+,A,A,A,A,A,B+,A,A,A,A+,A,A,A,A+,A,A,7070,KOSPI,유통업,2043050000000.0
메리츠금융지주,,,,,,,,,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B이하,A,B이하,B이하,B이하,A,B이하,B이하,B+,A,B이하,B이하,B+,A,B이하,B이하,B+,D,B+,A,B+,D,B+,A,B,C,C,B+,B+,B,A,B+,B+,B,A,B+,138040,KOSPI,기타금융,15456900000000.0
미원화학,,,,,,,,,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,C,C,C,C,C,C,C,B+,C,C,D,C,C,C,C,C,C,C,C,C,134380,KOSPI,화학,155488000000.0
선진,,,,,,,,,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B,D,B,B+,B+,B,A,B,C,C,B+,C,B+,C,B,A,B+,C,B,A,136490,KOSPI,음식료품,176920000000.0
인터지스,,,,,,,,,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B+,B+,B+,B이하,B+,B,B,B+,B,B,C,B+,C,C,B,C,C,C,C,C,C,C,C,C,129260,KOSPI,운수창고업,68122631460.0
제주은행,,,,,,,,,B+,A,B이하,B이하,B+,A,B이하,B이하,B이하,A,B이하,B이하,B+,A+,B+,B이하,B+,A,B+,B이하,B+,A,B+,B이하,B+,C,A,A,A,B,A+,A,B+,A,A,B+,B+,B+,A,B+,B+,B+,A,B+,6220,KOSPI,은행,491892000000.0
시디즈,,,,,,,,,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,C,D,C,B,C,C,C,C,C,D,C,C,D,C,D,D,D,C,D,D,134790,KOSPI,기타제조업,59000000000.0
한국종합기술,,,,,,,,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B이하,B,B이하,B+,B,B,C,B,B,B,C,B+,C,D,C,B,C,C,C,B,C,C,C,B,23350,KOSPI,서비스업,59349000000.0
SK렌터카,,,,,,,,,,,,,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B+,B,B,C,B,A,B+,A+,B+,B+,A,A,B+,A,A+,A+,A,A,A+,A+,A,,,,
LG헬로비전,,,,,,,,,,,,,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,B+,B+,B이하,B+,A,B+,B이하,B+,D,B+,A,B+,C,A,A,A,B,A,A,A,B+,A+,A,A,B+,A+,A,37560,KOSPI,서비스업,254413000000.0
대한해운,,,,,,,,,,,,,B이하,D,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B,C,B,B,B,D,B,B+,C,C,B+,C,C,B,B+,D,C,B,B+,D,5880,KOSPI,운수창고업,576754000000.0
동일고무벨트,,,,,,,,,,,,,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B+,B,B+,B+,B+,B,B+,B+,B,C,B+,B,A,A,A,B+,A,A,A,B+,163560,KOSPI,화학,111339000000.0
사조씨푸드,,,,,,,,,,,,,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,C,D,B,B,B,C,B+,B+,C,D,B,B,B,B,B+,B,B,B,B+,B,14710,KOSPI,음식료품,58198675340.0
애경케미칼,,,,,,,,,,,,,B이하,C,B이하,B이하,B이하,C,B이하,B+,B이하,C,B이하,B+,B이하,B,B이하,B+,B이하,C,B이하,B+,B,B+,C,B,B,B,C,B,B+,B+,A,B+,A,A,A,B+,A,A,A,B+,161000,KOSPI,화학,586217000000.0
지엠비코리아,,,,,,,,,,,,,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,C,C,B,C,C,C,C,B,D,D,C,D,D,D,C,D,D,D,C,D,13870,KOSPI,운수장비,80771105800.0
코오롱머티리얼,,,,,,,,,,,,,B이하,C,B이하,B이하,B이하,B,B+,B이하,B이하,C,B이하,B이하,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,,,,,,,,,,,,,,,,,,,,,,,,
한국콜마,,,,,,,,,,,,,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,D,B+,B+,B+,B,B+,B+,B+,B+,A,B+,B+,B+,B+,B+,A,A,A+,A,A,A,A+,A,161890,KOSPI,화학,1156650000000.0
한국타이어앤테크놀로지,,,,,,,,,,,,,A,B+,A,A,A,B+,A,A+,A,B+,A+,A+,B+,B+,B이하,A,B+,B,A+,A,B+,A,A,B,B+,B+,A,B,B,B,A,C,B,B+,A+,D,B,B+,A+,D,161390,KOSPI,화학,7209530000000.0
휴비스,,,,,,,,,,,,,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B+,B,B+,B+,B+,B,A,B+,B+,B+,B+,B+,B+,B+,B+,B+,A,B+,A+,A,B+,B+,A,B+,A,B+,A+,B+,A,B+,A+,B+,79980,KOSPI,화학,127650000000.0
DSR,,,,,,,,,,,,,,,,,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,C,B,B,C,B,B,B,B,D,D,C,D,D,C,C,D,D,C,C,D,155660,KOSPI,철강금속,66160000000.0
JB금융지주,,,,,,,,,,,,,,,,,B이하,A+,B이하,B이하,B이하,A+,B이하,B이하,B이하,A,B이하,B이하,B+,B+ 이하,A,B이하,A+,A,A,A+,A+,A,A+,A+,A,A,A+,A,A,A+,A,A,A,A+,A,A,175330,KOSPI,기타금융,2450240000000.0
NHN,,,,,,,,,,,,,,,,,B이하,B+,B이하,B이하,B이하,C,B이하,B이하,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B,D,B+,B+,B+,C,A,A,A,B+,A,A,A,B+,A+,A,A,B+,A+,A,181710,KOSPI,서비스업,771556000000.0
동아에스티,,,,,,,,,,,,,,,,,B이하,B+,B이하,B이하,B이하,B+,B+,B이하,B이하,B,B이하,B이하,B이하,B,A,B이하,B+,D,B+,A,A,B+,A+,A,A,B,A,A,A,B+,A+,A,A,B+,A+,A,170900,KOSPI,의약품,611349000000.0
한진칼,,,,,,,,,,,,,,,,,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B이하,C,B이하,B이하,B+,B,B,A,A,A,A,A,A,A,A,A,A,A,A+,A,A,A,A+,A,180640,KOSPI,운수창고업,3925620000000.0
현대로템,,,,,,,,,,,,,,,,,B+,B+,B이하,B+,B+,B,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B,A,B+,A,A,A+,A,A,A,A+,A,A,A,A+,A,A,A,A+,A,64350,KOSPI,운수장비,4376610000000.0
신송홀딩스,,,,,,,,,,,,,,,,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B,D,B,B+,C,D,C,B,D,D,D,C,C,D,D,B,C,D,D,B,6880,KOSPI,유통업,88479857840.0
아세아시멘트,,,,,,,,,,,,,,,,,B이하,C,B+,B+,B이하,B,B이하,B+,B이하,C,B이하,B+,B이하,C,B+,A,B+,B+,B+,B,B+,B+,B+,B,C,B,B+,C,B+,B+,A,B,B+,B+,A,B,183190,KOSPI,비금속광물,386944000000.0
종근당,,,,,,,,,,,,,,,,,B이하,B,B이하,B이하,B이하,B,B+,B이하,B이하,B+,B+,B이하,B이하,B,B+,B이하,B,C,B+,B+,A,A,A+,B+,B+,B+,A,B,B+,A,A,B,B+,A,A,B,185750,KOSPI,의약품,1343790000000.0
AJ네트웍스,,,,,,,,,,,,,,,,,,,,,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B,D,B,B,B,D,B,B,B+,C,B+,B+,B+,C,A,B+,B+,C,A,B+,95570,KOSPI,서비스업,213593000000.0
BGF,,,,,,,,,,,,,,,,,,,,,B이하,B,B+,B이하,B이하,B,A,B이하,,B,,,B+,B,A,B+,A,A,A+,A,B+,A,A+,B,A,A,A+,B+,A,A,A+,B+,27410,KOSPI,기타금융,351281000000.0
광주은행,,,,,,,,,,,,,,,,,,,,,B+,A+,B이하,B이하,B이하,A,B이하,B이하,B이하,B+ 이하,B+,B이하,,,,,,,,,,,,,,,,,,,,,,,,
디와이파워,,,,,,,,,,,,,,,,,,,,,B이하,C,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,C,D,B,B,B,C,C,B+,C,D,D,B,C,C,D,C,C,C,D,C,210540,KOSPI,기계,141223000000.0
HL만도,,,,,,,,,,,,,,,,,,,,,B이하,B,B이하,B+,B이하,B,B이하,B+,B+,B+,B+,B+,A,A,A+,A,A,B+,A+,A,A,A,A,B+,A,B+,A+,A,A,B+,A+,A,204320,KOSPI,운수장비,1537850000000.0
미래에셋생명,,,,,,,,,,,,,,,,,,,,,B+,A,B+,B이하,B+,A,B+,B이하,B이하,B+ 이하,B+,B이하,B,D,B+,B,B+,C,A+,B+,B+,B,A,B+,B+,B,B+,B+,B+,B,B+,B+,85620,KOSPI,보험,873575000000.0
코스맥스,,,,,,,,,,,,,,,,,,,,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B+,B+,B+,B,A,A,A,B+,B,B+,A,C,B,A,A,D,B,A,A,D,192820,KOSPI,화학,1503810000000.0
쿠쿠홀딩스,,,,,,,,,,,,,,,,,,,,,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,,B,,,B,D,B,B+,B,D,C,B+,C,D,D,B,D,D,C,D,D,D,C,D,192400,KOSPI,기타금융,663946000000.0
화인베스틸,,,,,,,,,,,,,,,,,,,,,B이하,B,B이하,B+,B이하,B,B이하,B+,B이하,B,B이하,B+,B,B,C,B,B,B,C,B,D,C,D,D,D,C,C,D,D,C,C,D,133820,KOSPI,철강금속,39796518338.0
삼성에스디에스,,,,,,,,,,,,,,,,,,,,,B+,B+,B+,B이하,B+,B+,B+,B+,B+,B+,A,B+,A,B+,A+,A,A,A,A+,A,A,A,A+,A,A,A,A+,B+,A,A,A+,B+,18260,KOSPI,서비스업,11676300000000.0
서연이화,,,,,,,,,,,,,,,,,,,,,B이하,C,B이하,B이하,B+,B+,B+,B이하,B+,B+,B+,B이하,B+,B,B+,B+,A,B+,A,A,B+,B,A,B+,B+,B+,A,B,B+,B+,A,B,200880,KOSPI,운수장비,480836000000.0
씨에스윈드,,,,,,,,,,,,,,,,,,,,,B이하,B+,B이하,B이하,B+,B+,B이하,B이하,B이하,B+,B이하,B이하,B,B,C,B,B,B,C,B+,C,C,B,C,A,B+,B+,A,A,B+,B+,A,112610,KOSPI,기계,2146520000000.0
엔에스쇼핑,,,,,,,,,,,,,,,,,,,,,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B이하,B+,B+,B이하,,,,,,,,,,,,,,,,,,,,,,,,
JW생명과학,,,,,,,,,,,,,,,,,,,,,,,,,B이하,B,B이하,B+,B+,B,B+,B+,B+,B+,B+,B+,B,B,B+,B,C,C,B+,C,B+,B+,A,B,B+,B+,A,B,234080,KOSPI,의약품,193657000000.0
LIG넥스원,,,,,,,,,,,,,,,,,,,,,,,,,B+,B+,B+,B+,B+,B+,B+,B+,A,B+,A,A,A,A,A+,A,A,A,A+,A,A,A,A+,A,A,A,A+,A,79550,KOSPI,기계,3489200000000.0
LS에코에너지,,,,,,,,,,,,,,,,,,,,,,,,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B,D,C,B+,B,D,C,B+,C,D,D,B,C,D,C,B,C,D,C,B,229640,KOSPI,기타금융,600248000000.0
SK디앤디,,,,,,,,,,,,,,,,,,,,,,,,,B이하,B,B이하,B이하,B이하,C,B이하,B이하,B,C,B,B+,A,A,A+,A,A,A,A,A,A,A,A+,A,A,A,A+,A,210980,KOSPI,서비스업,199643000000.0
경보제약,,,,,,,,,,,,,,,,,,,,,,,,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B,B,B,B,B+,B+,A,B+,B+,B,A,B+,B+,B+,A,B+,B+,B+,A,B+,214390,KOSPI,의약품,177867000000.0
금호에이치티,,,,,,,,,,,,,,,,,,,,,,,,,B이하,C,B이하,B이하,B이하,C,B이하,B이하,D,D,C,C,C,C,C,B,D,D,D,D,D,C,C,D,D,C,C,D,214330,KOSPI,운수장비,128776000000.0
삼일씨엔에스,,,,,,,,,,,,,,,,,,,,,,,,,B이하,B+,B이하,B이하,B이하,B,B+,B이하,B,C,B,B+,B,C,B,B+,D,D,D,D,D,C,D,D,D,C,D,D,4440,KOSPI,비금속광물,56084226535.0
동서,,,,,,,,,,,,,,,,,,,,,,,,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,C,D,B,C,C,D,C,B,D,C,C,D,D,C,C,D,D,C,C,D,26960,KOSPI,유통업,1847440000000.0
동일제강,,,,,,,,,,,,,,,,,,,,,,,,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,C,C,C,B,C,C,C,B,D,D,D,C,C,C,D,C,C,C,D,C,2690,KOSPI,철강금속,36682750520.0
두산밥캣,,,,,,,,,,,,,,,,,,,,,,,,,B이하,A,B이하,B이하,B이하,A,B이하,B이하,B+,D,A,A,B+,C,A,A,B+,B,A,B+,A,B,A,A,A,B,A,A,241560,KOSPI,기계,5363330000000.0
두올,,,,,,,,,,,,,,,,,,,,,,,,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B,C,B,B+,B,C,B,B+,D,D,C,C,C,C,B,D,C,C,B,D,16740,KOSPI,운수장비,117883000000.0
삼성바이오로직스,,,,,,,,,,,,,,,,,,,,,,,,,B+,B+,B+,B+,B+,B,A,B이하,B+,B,A,B+,A,A,A+,A,A,A,A+,A,A+,A,A,A+,A+,A,A,A+,207940,KOSPI,의약품,57081500000000.0
샘표식품,,,,,,,,,,,,,,,,,,,,,,,,,B이하,C,B이하,B이하,B+,B,B+,B+,C,B,B+,C,B,B,B+,B,C,D,C,C,C,C,B,D,C,C,B,D,248170,KOSPI,음식료품,126998000000.0
세진중공업,,,,,,,,,,,,,,,,,,,,,,,,,B이하,B+,B+,B이하,B이하,B,B이하,B이하,B,D,B+,B+,C,C,C,B+,D,D,D,C,C,C,D,C,C,C,D,C,75580,KOSPI,운수장비,400789000000.0
다이나믹디자인,,,,,,,,,,,,,,,,,,,,,,,,,B이하,B+,B이하,B이하,B이하,D,B이하,B이하,C,D,C,C,C,C,C,C,D,D,D,C,D,D,D,D,D,D,D,D,145210,KOSPI,기계,120070000000.0
HDC랩스,,,,,,,,,,,,,,,,,,,,,,,,,B이하,B+,B이하,B이하,B이하,C,B이하,B이하,C,D,C,B,B,C,B,B+,D,D,D,D,D,D,D,C,D,D,D,C,39570,KOSPI,건설업,209997000000.0
용평리조트,,,,,,,,,,,,,,,,,,,,,,,,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B,C,B,B,C,C,C,B,D,C,D,D,D,C,D,D,D,C,D,D,70960,KOSPI,서비스업,134292000000.0
이노션,,,,,,,,,,,,,,,,,,,,,,,,,B이하,B,B이하,B이하,B이하,B+,B+,B이하,B+,D,A,A,A,B+,A,A,B+,B,A,B+,B+,A,A,B+,B+,A,A,B+,214320,KOSPI,서비스업,876000000000.0
일동제약,,,,,,,,,,,,,,,,,,,,,,,,,B이하,B,B이하,B이하,B이하,C,B+,B+,A,B+,A+,B+,A,B+,A,A,B,C,A+,B,B+,B+,A+,B,B+,B+,A+,B,249420,KOSPI,의약품,416167000000.0
잇츠한불,,,,,,,,,,,,,,,,,,,,,,,,,B이하,B+,B이하,B이하,B이하,B,B이하,B이하,B,C,B,B,B+,B+,B,B+,C,D,C,B,C,C,C,B,C,C,C,B,226320,KOSPI,화학,260520000000.0
제이에스코퍼레이션,,,,,,,,,,,,,,,,,,,,,,,,,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,C,D,C,B+,C,D,C,B+,C,D,D,B,D,D,D,C,D,D,D,C,194370,KOSPI,기타제조업,248976000000.0
제주항공,,,,,,,,,,,,,,,,,,,,,,,,,B이하,B+,B이하,B이하,B이하,B+,B이하,B이하,B,C,B+,B+,B+,B,B+,B+,B,C,B+,B+,A,A,A+,B+,A,A,A+,B+,89590,KOSPI,운수창고업,874955000000.0
코리아오토글라스,,,,,,,,,,,,,,,,,,,,,,,,,B이하,B,B이하,B+,B이하,B,B이하,B+,,,,,,,,,,,,,,,,,,,,,,,,
토니모리,,,,,,,,,,,,,,,,,,,,,,,,,B이하,B,B이하,B이하,B이하,B+,B이하,B이하,C,D,C,B+,C,D,C,B+,C,D,D,B+,C,D,D,B,C,D,D,B,214420,KOSPI,화학,195084000000.0
한국자산신탁,,,,,,,,,,,,,,,,,,,,,,,,,B이하,B+,B이하,B이하,B이하,B+ 이하,B이하,B이하,C,D,B,C,C,C,B+,C,C,C,D,B,C,C,C,B,C,C,C,B,123890,KOSPI,기타금융,380612000000.0
한국토지신탁,,,,,,,,,,,,,,,,,,,,,,,,,B이하,B+,B+,B이하,B이하,B+ 이하,B이하,B이하,C,D,B,C,C,D,C,C,C,D,C,C,C,D,C,B,C,D,C,B,34830,KOSPI,기타금융,254004000000.0
한솔제지,,,,,,,,,,,,,,,,,,,,,,,,,A,B+,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B+,B+,A,B+,A,A,A,A,A,A,A,A,213500,KOSPI,종이목재,243956000000.0
해성디에스,,,,,,,,,,,,,,,,,,,,,,,,,A,B+,A,A,A,B+,A+,A,A,A,A,A,A,A,A+,A,B+,B+,A,B+,A,A,A+,B+,A,A,A+,B+,195870,KOSPI,전기전자,802400000000.0
해태제과식품,,,,,,,,,,,,,,,,,,,,,,,,,B이하,B,B이하,B이하,B이하,B,B+,B이하,B,D,B+,B,B,D,B+,B+,C,D,B,C,D,D,C,D,D,D,C,D,101530,KOSPI,음식료품,153154000000.0
핸즈코퍼레이션,,,,,,,,,,,,,,,,,,,,,,,,,B이하,B+,B이하,B+,B이하,B,B이하,B+,B,B,B,B+,B,B,B,B+,C,C,B,D,C,C,B,D,C,C,B,D,143210,KOSPI,운수장비,61470849070.0
현대코퍼레이션홀딩스,,,,,,,,,,,,,,,,,,,,,,,,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,C,D,C,B,B+,C,A,B+,B,C,B,B+,B+,B,B+,B+,B+,B,B+,B+,227840,KOSPI,유통업,98380037160.0
화승엔터프라이즈,,,,,,,,,,,,,,,,,,,,,,,,,B이하,B,B이하,B이하,B이하,B,B이하,B이하,B+,B+,B,A,B+,B,B+,A,B+,B,B,A,B+,B+,B+,B+,B+,B+,B+,B+,241590,KOSPI,기타제조업,553786000000.0
셀트리온,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B이하,B,B이하,B이하,B+,B,B,B+,B,C,B+,B+,B,C,B+,B,B,B+,A+,C,B,B+,A+,C,68270,KOSPI,의약품,38965500000000.0
신한금융투자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B+ 이하,,,,,,,,,,,,,,,,,,,,,,,,,,
신한은행,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B+ 이하,,,,,,,,,,,,,,,,,,,,,,,,,,
신한카드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,
씨티은행,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,
아이엔지생명,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B+ 이하,,,,,,,,,,,,,,,,,,,,,,,,,,
카카오,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B이하,B+,B이하,B이하,B+,C,A+,A,A,A,A+,A,A,A,A,A,A,A+,A+,B+,A,A+,A+,B+,35720,KOSPI,서비스업,21817000000000.0
컨버즈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B이하,C,B이하,B이하,,,,,,,,,,,,,,,,,,,,,,,,
하나금융투자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B+ 이하,,,,,,,,,,,,,,,,,,,,,,,,,,
한국스탠다드차타드은행,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,
HL D&I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B이하,B,B+,B이하,,,,,,,,,,,,,,,,,,,,,,,,
