,회사명,종합등급,환경,사회,지배구조
534,자화전자  2020  N  N,KCGS  B,환경  B,사회  B+,지배구조 B
535,전방  2020  N  N,KCGS  C,환경  C,사회  B+,지배구조 C
536,제이에스코퍼레이션  2020  N  N,KCGS  C,환경  D,사회  C,지배구조 B+
537,제이준코스메틱  2020  N  N,KCGS  C,환경  D,사회  C,지배구조 B
538,제일기획  2020  N  N,KCGS  B+,환경  D,사회  A,지배구조 B+
539,제일약품  2020  N  N,KCGS  C,환경  D,사회  B,지배구조 B
540,제일연마  2020  N  N,KCGS  C,환경  C,사회  C,지배구조 B
541,제일파마홀딩스  2020  N  N,KCGS  B,환경  D,사회  B,지배구조 B
542,제주은행  2020  N  N,KCGS  B+,환경  C,사회  A,지배구조 A
543,제주항공  2020  N  N,KCGS  B,환경  C,사회  B+,지배구조 B+
544,조광페인트  2020  N  N,KCGS  C,환경  C,사회  B,지배구조 B
545,조광피혁  2020  N  N,KCGS  C,환경  D,사회  C,지배구조 B
546,조비  2020  N  N,KCGS  C,환경  D,사회  B,지배구조 B
547,조선선재  2020  N  N,KCGS  C,환경  D,사회  C,지배구조 B+
548,조일알미늄  2020  N  N,KCGS  B,환경  B,사회  C,지배구조 B
549,조흥  2020  N  N,KCGS  B,환경  B,사회  C,지배구조 B
550,종근당  2020  N  N,KCGS  B,환경  C,사회  B+,지배구조 B+
551,종근당바이오  2020  N  N,KCGS  C,환경  B,사회  C,지배구조 C
552,종근당홀딩스  2020  N  N,KCGS  C,환경  C,사회  B+,지배구조 C
553,주성코퍼레이션  2020  N  N,KCGS  D,환경  C,사회  C,지배구조 D
554,주연테크  2020  N  N,KCGS  C,환경  C,사회  B,지배구조 C
555,지엠비코리아  2020  N  N,KCGS  C,환경  C,사회  B,지배구조 C
556,지역난방공사  2020  N  N,KCGS  A,환경  B+,사회  A+,지배구조 B+
557,진도  2020  N  N,KCGS  B,환경  D,사회  B,지배구조 B
558,진양산업  2020  N  N,KCGS  D,환경  D,사회  C,지배구조 C
559,진양폴리우레탄  2020  N  N,KCGS  C,환경  D,사회  C,지배구조 B
560,진양홀딩스  2020  N  N,KCGS  C,환경  D,사회  C,지배구조 C
561,진양화학  2020  N  N,KCGS  D,환경  D,사회  C,지배구조 C
562,진에어  2020  N  N,KCGS  B+,환경  C,사회  B+,지배구조 A
563,진원생명과학  2020  N  N,KCGS  C,환경  D,사회  C,지배구조 B
564,진흥기업  2020  N  N,KCGS  C,환경  C,사회  B,지배구조 B
565,참엔지니어링  2020  N  N,KCGS  B,환경  B,사회  B,지배구조 B
566,천일고속  2020  N  N,KCGS  B,환경  C,사회  B,지배구조 B+
567,청호ICT  2020  N  N,KCGS  C,환경  B,사회  C,지배구조 C
568,체시스  2020  N  N,KCGS  C,환경  C,사회  B,지배구조 C
569,카카오  2020  N  N,KCGS  B+,환경  C,사회  A+,지배구조 A
570,카프로  2020  N  N,KCGS  B+,환경  B+,사회  B,지배구조 B+
571,케이비아이동국실업  2020  N  N,KCGS  C,환경  B,사회  B,지배구조 C
572,케이씨  2020  N  N,KCGS  B+,환경  B,사회  B,지배구조 B+
573,케이씨씨  2020  N  N,KCGS  B,환경  B+,사회  A,지배구조 C
574,케이씨텍  2020  N  N,KCGS  B,환경  B,사회  B,지배구조 B
575,케이씨티시  2020  N  N,KCGS  B,환경  B,사회  B,지배구조 B
576,케이티  2020  N  N,KCGS  A+,환경  A,사회  A,지배구조 A+
577,케이티스카이라이프  2020  N  N,KCGS  B+,환경  C,사회  B+,지배구조 B+
578,케이티앤지  2020  N  N,KCGS  A,환경  B+,사회  A+,지배구조 A
579,코리아써키트  2020  N  N,KCGS  C,환경  B+,사회  B,지배구조 C
580,코리안리  2020  N  N,KCGS  B,환경  D,사회  B,지배구조 B+
581,코스맥스  2020  N  N,KCGS  B+,환경  B+,사회  B+,지배구조 B
582,코스맥스비티아이  2020  N  N,KCGS  B,환경  B,사회  B,지배구조 B
583,코스모신소재  2020  N  N,KCGS  B+,환경  B+,사회  B,지배구조 B+
584,코스모화학  2020  N  N,KCGS  C,환경  B,사회  C,지배구조 D
585,코아스  2020  N  N,KCGS  B+,환경  B,사회  B,지배구조 B+
586,코오롱  2020  N  N,KCGS  B,환경  C,사회  B+,지배구조 B
587,코오롱글로벌  2020  N  N,KCGS  B,환경  C,사회  B,지배구조 B+
588,코오롱인더  2020  N  N,KCGS  B+,환경  B+,사회  B+,지배구조 B+
589,코오롱플라스틱  2020  N  N,KCGS  B+,환경  B,사회  B+,지배구조 B+
590,코웨이  2020  N  N,KCGS  A,환경  A,사회  A+,지배구조 B+
591,콘텐트리중앙  2020  N  N,KCGS  B,환경  D,사회  B,지배구조 B
592,콜마홀딩스  2020  N  N,KCGS  B,환경  B,사회  B,지배구조 B
593,콤텍시스템  2020  N  N,KCGS  C,환경  D,사회  B,지배구조 C
594,쿠쿠홀딩스  2020  N  N,KCGS  B,환경  D,사회  B,지배구조 B+
595,쿠쿠홈시스  2020  N  N,KCGS  C,환경  D,사회  C,지배구조 C
596,크라운제과  2020  N  N,KCGS  B,환경  D,사회  B+,지배구조 B
597,크라운해태홀딩스  2020  N  N,KCGS  B,환경  D,사회  B+,지배구조 B
598,키다리스튜디오  2020  N  N,KCGS  B,환경  B,사회  B,지배구조 B
599,키움증권  2020  N  N,KCGS  B,환경  D,사회  B+,지배구조 B+
600,태경비케이  2020  N  N,KCGS  C,환경  C,사회  B,지배구조 B
601,태경산업  2020  N  N,KCGS  B,환경  B,사회  B,지배구조 B
602,태경케미컬  2020  N  N,KCGS  D,환경  D,사회  C,지배구조 C
603,태광산업  2020  N  N,KCGS  C,환경  B,사회  B+,지배구조 D
604,태림포장  2020  N  N,KCGS  C,환경  B,사회  C,지배구조 C
605,태양금속공업  2020  N  N,KCGS  B,환경  B+,사회  B,지배구조 B
606,태영건설  2020  N  N,KCGS  B,환경  B,사회  B,지배구조 B+
607,태원물산  2020  N  N,KCGS  B,환경  B,사회  C,지배구조 B
608,테이팩스  2020  N  N,KCGS  B+,환경  B+,사회  B+,지배구조 B
609,텔코웨어  2020  N  N,KCGS  B,환경  D,사회  B,지배구조 B
610,토니모리  2020  N  N,KCGS  C,환경  D,사회  C,지배구조 B+
611,티비에이치글로벌  2020  N  N,KCGS  B,환경  C,사회  B,지배구조 B+
612,티에이치엔  2020  N  N,KCGS  B,환경  B,사회  B,지배구조 B
613,티웨이항공  2020  N  N,KCGS  B,환경  C,사회  B,지배구조 B
614,티웨이홀딩스  2020  N  N,KCGS  C,환경  D,사회  B,지배구조 C
615,티케이지휴켐스  2020  N  N,KCGS  C,환경  B,사회  B+,지배구조 C
616,파미셀  2020  N  N,KCGS  B,환경  B,사회  C,지배구조 B
617,팜스코  2020  N  N,KCGS  B,환경  D,사회  B+,지배구조 B+
618,팜젠사이언스  2020  N  N,KCGS  C,환경  D,사회  B,지배구조 C
619,팬오션  2020  N  N,KCGS  B+,환경  B,사회  B,지배구조 A
620,퍼스텍  2020  N  N,KCGS  C,환경  B,사회  B,지배구조 C
621,퍼시스  2020  N  N,KCGS  B,환경  B,사회  B,지배구조 B
622,페이퍼코리아  2020  N  N,KCGS  C,환경  C,사회  B,지배구조 C
623,평화산업  2020  N  N,KCGS  B,환경  B,사회  B,지배구조 B
624,평화홀딩스  2020  N  N,KCGS  B,환경  C,사회  B,지배구조 B+
625,포스코DX  2020  N  N,KCGS  B+,환경  B,사회  A,지배구조 B+
626,포스코스틸리온  2020  N  N,KCGS  A,환경  B+,사회  A+,지배구조 B+
627,포스코인터내셔널  2020  N  N,KCGS  A+,환경  A,사회  A+,지배구조 A+
628,포스코퓨처엠  2020  N  N,KCGS  A,환경  A,사회  A+,지배구조 B+
629,풀무원  2020  N  N,KCGS  A+,환경  A,사회  A+,지배구조 A+
630,풍산  2020  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
631,풍산홀딩스  2020  N  N,KCGS  B,환경  B,사회  B+,지배구조 B
632,플레이그램  2020  N  N,KCGS  C,환경  D,사회  C,지배구조 C
633,하나금융지주  2020  N  N,KCGS  A,환경  A,사회  A,지배구조 A
634,하나제약  2020  N  N,KCGS  B,환경  D,사회  B,지배구조 B+
635,하나투어  2020  N  N,KCGS  B,환경  D,사회  B,지배구조 B
636,하이스틸  2020  N  N,KCGS  B,환경  B,사회  C,지배구조 B
637,하이트론씨스템즈  2020  N  N,KCGS  B,환경  D,사회  B,지배구조 B+
638,하이트진로  2020  N  N,KCGS  B,환경  B,사회  B,지배구조 B
639,하이트진로홀딩스  2020  N  N,KCGS  B,환경  C,사회  B,지배구조 B
640,한국가스공사  2020  N  N,KCGS  A,환경  B+,사회  A+,지배구조 B+
641,한국공항  2020  N  N,KCGS  C,환경  D,사회  B,지배구조 B
642,한국금융지주  2020  N  N,KCGS  B,환경  D,사회  B+,지배구조 B+
643,한국내화  2020  N  N,KCGS  C,환경  C,사회  B,지배구조 D
644,한국단자공업  2020  N  N,KCGS  C,환경  C,사회  B,지배구조 B
645,한국무브넥스  2020  N  N,KCGS  C,환경  B,사회  B+,지배구조 C
646,한국석유공업  2020  N  N,KCGS  C,환경  C,사회  C,지배구조 B
647,한국수출포장공업  2020  N  N,KCGS  B,환경  B,사회  C,지배구조 B
648,한국쉘석유  2020  N  N,KCGS  B,환경  C,사회  B+,지배구조 B
649,한국앤컴퍼니  2020  N  N,KCGS  B,환경  B+,사회  B+,지배구조 B
650,한국자산신탁  2020  N  N,KCGS  C,환경  D,사회  B,지배구조 C
651,한국전력공사  2020  N  N,KCGS  A,환경  B+,사회  A,지배구조 A
652,한국전자홀딩스  2020  N  N,KCGS  C,환경  C,사회  B,지배구조 C
653,한국제지  2020  N  N,KCGS  B,환경  B+,사회  B,지배구조 B
654,한국종합기술  2020  N  N,KCGS  B,환경  B,사회  C,지배구조 B
655,한국주강  2020  N  N,KCGS  C,환경  D,사회  C,지배구조 C
656,한국주철관공업  2020  N  N,KCGS  C,환경  C,사회  C,지배구조 B
657,한국철강  2020  N  N,KCGS  C,환경  B+,사회  B,지배구조 C
658,한국카본  2020  N  N,KCGS  B+,환경  B,사회  B,지배구조 B+
659,한국콜마  2020  N  N,KCGS  B+,환경  B,사회  B+,지배구조 B+
660,한국타이어앤테크놀로지  2020  N  N,KCGS  B+,환경  A,사회  A,지배구조 B
661,한국토지신탁  2020  N  N,KCGS  C,환경  D,사회  B,지배구조 C
662,한국특강  2020  N  N,KCGS  B,환경  B,사회  B,지배구조 B
663,한국항공우주  2020  N  N,KCGS  A,환경  A,사회  A+,지배구조 B+
664,한국화장품  2020  N  N,KCGS  B,환경  D,사회  B+,지배구조 B
665,한국화장품제조  2020  N  N,KCGS  C,환경  D,사회  B,지배구조 B
666,한농화성  2020  N  N,KCGS  C,환경  C,사회  C,지배구조 B
667,한독  2020  N  N,KCGS  B+,환경  B+,사회  B+,지배구조 B
668,한미글로벌  2020  N  N,KCGS  B+,환경  B,사회  B+,지배구조 B+
669,한미반도체  2020  N  N,KCGS  C,환경  D,사회  C,지배구조 B
670,한미사이언스  2020  N  N,KCGS  B,환경  B,사회  B,지배구조 B
671,한미약품  2020  N  N,KCGS  A,환경  B+,사회  A+,지배구조 B+
672,한샘  2020  N  N,KCGS  B+,환경  B+,사회  A+,지배구조 B
673,한섬  2020  N  N,KCGS  A,환경  B+,사회  A,지배구조 A
674,한성기업  2020  N  N,KCGS  C,환경  D,사회  B,지배구조 C
675,한세실업  2020  N  N,KCGS  B,환경  C,사회  B,지배구조 B+
676,한세엠케이  2020  N  N,KCGS  C,환경  C,사회  C,지배구조 B
677,한세예스24홀딩스  2020  N  N,KCGS  B,환경  C,사회  B,지배구조 B
678,한솔로지스틱스  2020  N  N,KCGS  B+,환경  B,사회  B+,지배구조 A
679,한솔제지  2020  N  N,KCGS  A,환경  A,사회  A,지배구조 A
680,한솔케미칼  2020  N  N,KCGS  B+,환경  B,사회  B+,지배구조 B+
681,한솔테크닉스  2020  N  N,KCGS  B+,환경  B+,사회  B+,지배구조 A
682,한솔피엔에스  2020  N  N,KCGS  A,환경  B+,사회  B+,지배구조 A
683,한솔홀딩스  2020  N  N,KCGS  A,환경  B+,사회  A,지배구조 A
684,한솔홈데코  2020  N  N,KCGS  B+,환경  B,사회  B+,지배구조 A
685,한신공영  2020  N  N,KCGS  C,환경  C,사회  B,지배구조 B
686,한신기계공업  2020  N  N,KCGS  C,환경  B,사회  C,지배구조 C
687,한양증권  2020  N  N,KCGS  C,환경  D,사회  B+,지배구조 C
688,한온시스템  2020  N  N,KCGS  B,환경  B,사회  B,지배구조 B+
689,한올바이오파마  2020  N  N,KCGS  B,환경  D,사회  B+,지배구조 B
690,한익스프레스  2020  N  N,KCGS  C,환경  B,사회  C,지배구조 D
691,한일시멘트  2020  N  N,KCGS  B,환경  C,사회  B+,지배구조 B
692,한일철강  2020  N  N,KCGS  D,환경  D,사회  D,지배구조 C
693,한일현대시멘트  2020  N  N,KCGS  B+,환경  B,사회  B+,지배구조 B+
694,한일홀딩스  2020  N  N,KCGS  B,환경  D,사회  B+,지배구조 B+
695,한전KPS  2020  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
696,한전기술  2020  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
697,한전산업  2020  N  N,KCGS  B+,환경  B,사회  B+,지배구조 B+
698,한진  2020  N  N,KCGS  B,환경  B,사회  C,지배구조 B+
699,한진중공업홀딩스  2020  N  N,KCGS  B,환경  D,사회  C,지배구조 B+
700,한진칼  2020  N  N,KCGS  B+,환경  B,사회  B,지배구조 A
701,한창  2020  N  N,KCGS  C,환경  D,사회  B,지배구조 C
702,한창제지  2020  N  N,KCGS  B,환경  B,사회  C,지배구조 B
703,한화  2020  N  N,KCGS  A,환경  B+,사회  A,지배구조 A
704,한화생명  2020  N  N,KCGS  A,환경  A,사회  A+,지배구조 B+
705,한화손해보험  2020  N  N,KCGS  B+,환경  B,사회  A,지배구조 B
706,한화솔루션  2020  N  N,KCGS  B+,환경  A,사회  A,지배구조 B
707,한화에어로스페이스  2020  N  N,KCGS  A,환경  A,사회  A,지배구조 A
708,한화엔진  2020  N  N,KCGS  A,환경  B+,사회  A,지배구조 A
709,한화오션  2020  N  N,KCGS  B+,환경  B+,사회  B,지배구조 A
710,한화투자증권  2020  N  N,KCGS  B+,환경  B,사회  A,지배구조 B+
711,해성디에스  2020  N  N,KCGS  A,환경  A,사회  A,지배구조 A
712,해태제과식품  2020  N  N,KCGS  B,환경  D,사회  B+,지배구조 B
713,핸즈코퍼레이션  2020  N  N,KCGS  B,환경  B,사회  B,지배구조 B+
714,현대건설  2020  N  N,KCGS  A,환경  A+,사회  A,지배구조 A
715,현대글로비스  2020  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
716,현대로템  2020  N  N,KCGS  B+,환경  B,사회  A,지배구조 B+
717,현대리바트  2020  N  N,KCGS  A,환경  B,사회  A,지배구조 A
718,현대모비스  2020  N  N,KCGS  A,환경  B+,사회  A+,지배구조 A
719,현대백화점  2020  N  N,KCGS  A,환경  B+,사회  A,지배구조 A
720,현대비앤지스틸  2020  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
721,현대약품  2020  N  N,KCGS  B,환경  B,사회  B+,지배구조 B
722,현대엘리베이터  2020  N  N,KCGS  A,환경  B+,사회  A,지배구조 A
723,현대위아  2020  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
724,현대자동차  2020  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
725,현대제철  2020  N  N,KCGS  B+,환경  B+,사회  B,지배구조 B+
726,현대지에프홀딩스  2020  N  N,KCGS  A,환경  B+,사회  A,지배구조 A
727,현대차증권  2020  N  N,KCGS  A,환경  B,사회  A+,지배구조 A
728,현대코퍼레이션  2020  N  N,KCGS  B,환경  D,사회  B,지배구조 B
729,현대코퍼레이션홀딩스  2020  N  N,KCGS  C,환경  D,사회  C,지배구조 B
730,현대퓨처넷  2020  N  N,KCGS  B+,환경  C,사회  A,지배구조 A
731,현대해상  2020  N  N,KCGS  A,환경  B+,사회  A,지배구조 A
732,현대홈쇼핑  2020  N  N,KCGS  A,환경  A,사회  A,지배구조 A
733,형지엘리트  2020  N  N,KCGS  C,환경  D,사회  B,지배구조 C
734,혜인  2020  N  N,KCGS  C,환경  B,사회  C,지배구조 C
735,호전실업  2020  N  N,KCGS  C,환경  D,사회  C,지배구조 B+
736,호텔신라  2020  N  N,KCGS  A,환경  A,사회  A,지배구조 A
737,화성산업  2020  N  N,KCGS  B,환경  C,사회  B,지배구조 B+
738,화승엔터프라이즈  2020  N  N,KCGS  B+,환경  B+,사회  B,지배구조 A
739,화승인더스트리  2020  N  N,KCGS  B,환경  B,사회  B,지배구조 B+
740,화승코퍼레이션  2020  N  N,KCGS  B+,환경  B+,사회  B,지배구조 B+
741,화신  2020  N  N,KCGS  C,환경  D,사회  B+,지배구조 B
742,화인베스틸  2020  N  N,KCGS  B,환경  B,사회  C,지배구조 B
743,화천기계  2020  N  N,KCGS  C,환경  B,사회  B,지배구조 C
744,화천기공  2020  N  N,KCGS  C,환경  D,사회  C,지배구조 B
745,환인제약  2020  N  N,KCGS  B,환경  D,사회  B+,지배구조 B+
746,황금에스티  2020  N  N,KCGS  D,환경  D,사회  C,지배구조 C
747,효성  2020  N  N,KCGS  B+,환경  A,사회  A+,지배구조 B
748,효성 ITX  2020  N  N,KCGS  B+,환경  C,사회  B+,지배구조 B+
749,효성중공업  2020  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
750,효성첨단소재  2020  N  N,KCGS  A+,환경  A+,사회  A+,지배구조 A
751,효성티앤씨  2020  N  N,KCGS  A+,환경  A+,사회  A+,지배구조 A
752,효성화학  2020  N  N,KCGS  A+,환경  A+,사회  A+,지배구조 A
753,후성  2020  N  N,KCGS  C,환경  B,사회  C,지배구조 C
754,휠라홀딩스  2020  N  N,KCGS  B+,환경  B,사회  B+,지배구조 B+
755,휴니드테크놀러지스  2020  N  N,KCGS  C,환경  C,사회  B,지배구조 B
756,휴비스  2020  N  N,KCGS  B+,환경  B+,사회  B+,지배구조 B+
757,휴스틸  2020  N  N,KCGS  C,환경  B,사회  B,지배구조 C
758,흥국화재  2020  N  N,KCGS  B,환경  D,사회  A,지배구조 B
759,흥아해운  2020  N  N,KCGS  D,환경  D,사회  C,지배구조 D
