,회사명,종합등급,환경,사회,지배구조
748,현대로템  2022  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
749,현대리바트  2022  N  N,KCGS  A,환경  A,사회  A,지배구조 A
750,현대모비스  2022  N  N,KCGS  A,환경  A,사회  A+,지배구조 B+
751,현대백화점  2022  N  N,KCGS  A,환경  A,사회  A,지배구조 A
752,현대비앤지스틸  2022  N  N,KCGS  C,환경  B+,사회  B+,지배구조 D
753,현대약품  2022  N  N,KCGS  D,환경  D,사회  C,지배구조 D
754,현대엘리베이터  2022  N  N,KCGS  B,환경  C,사회  B,지배구조 B
755,현대오토에버  2022  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
756,현대위아  2022  N  N,KCGS  A,환경  A,사회  A,지배구조 B+
757,현대자동차  2022  N  N,KCGS  B+,환경  A,사회  B+,지배구조 B
758,현대제철  2022  N  N,KCGS  A,환경  A,사회  A,지배구조 B+
759,현대지에프홀딩스  2022  N  N,KCGS  A,환경  A,사회  A,지배구조 A
760,현대차증권  2022  N  N,KCGS  A,환경  B+,사회  A+,지배구조 B+
761,현대코퍼레이션  2022  N  N,KCGS  B,환경  C,사회  B,지배구조 B
762,현대코퍼레이션홀딩스  2022  N  N,KCGS  B,환경  C,사회  B,지배구조 B+
763,현대퓨처넷  2022  N  N,KCGS  A,환경  A,사회  A,지배구조 A
764,현대해상  2022  N  N,KCGS  B+,환경  A,사회  A,지배구조 B+
765,현대홈쇼핑  2022  N  N,KCGS  A,환경  A,사회  A+,지배구조 A
766,형지엘리트  2022  N  N,KCGS  D,환경  D,사회  C,지배구조 D
767,혜인  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 D
768,호전실업  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 C
769,호텔신라  2022  N  N,KCGS  A,환경  B+,사회  A,지배구조 A
770,화성산업  2022  N  N,KCGS  B,환경  C,사회  B+,지배구조 B
771,화승엔터프라이즈  2022  N  N,KCGS  B+,환경  B,사회  B,지배구조 A
772,화승인더스트리  2022  N  N,KCGS  C,환경  C,사회  C,지배구조 B+
773,화승코퍼레이션  2022  N  N,KCGS  C,환경  C,사회  C,지배구조 B
774,화신  2022  N  N,KCGS  C,환경  C,사회  A,지배구조 C
775,화인베스틸  2022  N  N,KCGS  D,환경  C,사회  D,지배구조 D
776,화천기계  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 D
777,화천기공  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 C
778,환인제약  2022  N  N,KCGS  B,환경  D,사회  B+,지배구조 B+
779,황금에스티  2022  N  N,KCGS  C,환경  D,사회  D,지배구조 B
780,효성  2022  N  N,KCGS  B+,환경  A,사회  A+,지배구조 B
781,효성 ITX  2022  N  N,KCGS  B+,환경  B,사회  A,지배구조 B+
782,효성중공업  2022  N  N,KCGS  A,환경  A,사회  A+,지배구조 B+
783,효성첨단소재  2022  N  N,KCGS  A,환경  B+,사회  A+,지배구조 A
784,효성티앤씨  2022  N  N,KCGS  A,환경  A,사회  A+,지배구조 B+
785,효성화학  2022  N  N,KCGS  A,환경  A,사회  A+,지배구조 B+
786,후성  2022  N  N,KCGS  B,환경  B,사회  B+,지배구조 B
787,휠라홀딩스  2022  N  N,KCGS  B+,환경  B,사회  A,지배구조 B+
788,휴니드테크놀러지스  2022  N  N,KCGS  D,환경  D,사회  C,지배구조 C
789,휴비스  2022  N  N,KCGS  B+,환경  B+,사회  A,지배구조 B+
790,휴스틸  2022  N  N,KCGS  D,환경  D,사회  D,지배구조 C
791,흥국화재  2022  N  N,KCGS  B+,환경  C,사회  B+,지배구조 B+
792,흥아해운  2022  N  N,KCGS  C,환경  C,사회  B,지배구조 C
