종목명,업종명,회계연도,t년_시가총액,t년_tobinQ,t년대비 t+1년 tobinQ 증가율,t년대비 t+1년 시가총액 증가율
LG,기타금융,2020,15300000000000.0,0.771817443,-15.974954585212709,-15.686274509803921
LG디스플레이,전기전자,2020,6640000000000.0,0.826214968,2.126811989685473,32.53012048192772
LG생활건강,화학,2020,26800000000000.0,4.228725459,-35.885363325498396,-31.343283582089555
LG유플러스,통신업,2020,5130000000000.0,0.862615373,3.8335706776234213,15.789473684210531
LG이노텍,전기전자,2020,4320000000000.0,1.313245136,28.28644042280315,99.30555555555556
LG전자,전기전자,2020,23200000000000.0,1.117142735,-4.44193731430389,2.155172413793105
LX하우시스,화학,2020,733000000000.0,0.956431114,-7.04111514297725,-20.736698499317875
LG화학,화학,2020,61100000000000.0,2.022278102,-28.87877846387322,-25.36824877250409
LS,기타금융,2020,2300000000000.0,0.815667456,-6.222966679205111,-24.347826086956527
LS네트웍스,유통업,2020,212000000000.0,0.771061336,-1.6507266550322863,11.792452830188683
LSELECTRIC,전기전자,2020,1890000000000.0,1.188761943,-9.845726361716133,-11.64021164021164
MH에탄올,음식료품,2020,62053403660.0,0.95914402,2.0790225017510933,21.28418549346016
NAVER,서비스업,2020,48000000000000.0,3.338739261,-36.20845470388472,29.374999999999996
NICE,서비스업,2020,737000000000.0,0.8121905,-5.3965959956438825,-17.774762550881952
NI스틸,철강금속,2020,73359300105.0,0.832690884,4.1318492445511,31.578947368421062
SNT에너지,기계,2020,117000000000.0,0.647257714,5.377554295165954,18.803418803418804
SNT모티브,운수장비,2020,722000000000.0,0.964918646,-11.647261503950656,-4.709141274238227
SNT다이내믹스,운수장비,2020,196000000000.0,0.518108976,15.1133739478005,52.04081632653062
SNT홀딩스,기타금융,2020,243000000000.0,0.394578419,-6.081392150339582,18.106995884773667
S-Oil,화학,2020,7950000000000.0,1.144245981,0.861556445353151,24.15094339622641
SBS,서비스업,2020,430000000000.0,0.879169933,27.681474976010122,109.53488372093022
SG세계물산,유통업,2020,122000000000.0,0.723903246,-9.251146941258492,13.114754098360649
SG글로벌,운수장비,2020,93300596725.0,0.833325962,-6.110879454395302,-11.807228915662648
SH에너지화학,화학,2020,92796664550.0,1.023758993,11.065147048725365,16.383493440982733
SIMPAC,철강금속,2020,162000000000.0,0.589876151,45.64182270186408,158.64197530864197
SK,기타금융,2020,17100000000000.0,0.747199698,-4.055591842597339,9.35672514619883
SKC,화학,2020,3560000000000.0,1.30417739,30.344988192135425,85.67415730337078
SK가스,유통업,2020,965000000000.0,0.792360073,3.0292957479698623,22.27979274611398
SK네트웍스,유통업,2020,1220000000000.0,0.882722732,-0.36051105116435833,3.2786885245901676
SK디스커버리,기타금융,2020,1330000000000.0,0.77073898,-10.536982961468999,-29.84962406015037
SK이노베이션,화학,2020,17700000000000.0,1.059250513,-0.6233926648096078,25.423728813559322
SK텔레콤,통신업,2020,19200000000000.0,0.89189998,13.336244833193067,-33.854166666666664
SK하이닉스,전기전자,2020,86300000000000.0,1.482750358,-9.333808368569619,10.544611819235229
SPC삼립,음식료품,2020,621000000000.0,1.269313264,-3.443961490029779,-1.6103059581320411
STX,유통업,2020,110000000000.0,1.004282158,-1.1895211823528262,6.363636363636371
STX엔진,기계,2020,168000000000.0,0.877708591,5.350087316167107,31.547619047619047
STX중공업,기계,2020,109000000000.0,0.86214812,10.732650904580066,22.935779816513758
TCC스틸,철강금속,2020,122000000000.0,1.001757471,19.47708448884633,86.0655737704918
WISCOM,화학,2020,41917807930.0,0.427469508,17.616194743883362,26.142595978062168
YGPLUS,서비스업,2020,301000000000.0,2.304164481,13.512504361879362,68.1063122923588
가온전선,전기전자,2020,90695564600.0,0.681329108,9.108428844639938,9.174311926605494
강남제비스코,화학,2020,143000000000.0,0.382861207,16.80048012803763,13.286713286713292
강원랜드,서비스업,2020,5030000000000.0,1.488948725,0.3709131085088302,2.385685884691857
갤럭시아에스엠,서비스업,2020,39395990920.0,1.654062999,36.01098152610329,113.63636363636363
경농,화학,2020,260000000000.0,1.131696873,-11.104689957025272,-8.076923076923082
경동나비엔,전기전자,2020,709000000000.0,1.490877477,-7.830335745289407,12.834978843441469
경동인베스트,기타금융,2020,73788717600.0,0.394247339,-2.726808766108113,13.301282051282048
경방,유통업,2020,340000000000.0,0.682204004,3.307043474931004,10.882352941176476
경인양행,화학,2020,291000000000.0,1.12315181,-5.3307265738190885,-0.6872852233676952
경인전자,전기전자,2020,39348464850.0,0.745494857,30.491646436670194,46.906187624750494
계룡건설,건설업,2020,250000000000.0,0.828070821,-3.2747606016659714,16.39999999999999
계양전기,기계,2020,151000000000.0,0.882011101,-2.6790212700508964,-5.298013245033117
고려산업,음식료품,2020,122000000000.0,1.090331743,-21.45688626438531,-40.5133387295082
고려아연,철강금속,2020,7580000000000.0,1.057564908,12.666569492489256,27.176781002638517
고려제강,철강금속,2020,294000000000.0,0.479483827,8.187882841771032,52.04081632653062
광동제약,의약품,2020,537000000000.0,1.042295368,-19.011624351764368,-27.560521415270024
광명전기,전기전자,2020,87108606150.0,0.863286962,13.275071215543278,27.427133673634163
광전자,전기전자,2020,136000000000.0,0.732492398,24.05942047742591,38.970588235294116
광주신세계,유통업,2020,245000000000.0,0.421912837,10.146829924494561,18.36734693877551
국도화학,화학,2020,314000000000.0,0.743734717,5.42248265116283,62.101910828025474
국동,유통업,2020,163000000000.0,1.438182718,-11.001455657875582,-7.975460122699385
국보,운수창고업,2020,89124483225.0,1.641872402,2.260003576087888,13.324640261890286
국제약품,의약품,2020,186000000000.0,1.792073468,-24.33169235447885,-36.55913978494624
극동유화,화학,2020,120000000000.0,0.82138571,4.974026636036788,14.999999999999991
금강공업,철강금속,2020,148000000000.0,0.736440043,12.390965139303267,60.13513513513513
금비,비금속광물,2020,78000000000.0,0.762113149,-6.405922409823173,-16.666666666666664
금양,화학,2020,292000000000.0,1.963400253,-29.33370707882863,-18.150684931506845
금호건설,건설업,2020,342000000000.0,0.965182887,-9.450748995718572,26.90058479532165
금호석유,화학,2020,4590000000000.0,1.285658593,-19.360486240688935,17.211328976034856
금호전기,전기전자,2020,38881005900.0,1.511048907,6.558080915907771,78.80960564345894
기아,운수장비,2020,25300000000000.0,0.924004987,5.647766920548025,31.62055335968379
까뮤이앤씨,건설업,2020,135000000000.0,1.315642259,-12.35140995877666,-4.444444444444439
깨끗한나라,종이목재,2020,168000000000.0,0.913596198,-3.088025000734518,-4.1666666666666625
이엔플러스,기계,2020,152000000000.0,2.0638908,30.269885790469164,61.8421052631579
남광토건,건설업,2020,132000000000.0,1.320583385,-10.766704974105057,3.7878787878787845
남선알미늄,철강금속,2020,532000000000.0,2.158675904,-47.84632362302034,-47.180451127819545
남성,유통업,2020,153000000000.0,1.199558868,-18.314791867305015,-25.49019607843137
남양유업,음식료품,2020,229000000000.0,0.356000381,35.06442230464917,42.35807860262008
비비안,섬유의복,2020,101000000000.0,1.057162614,-12.536189347308868,-12.535465000000002
남해화학,화학,2020,408000000000.0,0.923562649,15.808721168844064,27.941176470588225
넥센,화학,2020,259000000000.0,0.579662009,2.3121197856525333,-1.158301158301156
넥센타이어,화학,2020,622000000000.0,0.738725123,3.0572921235277883,10.450160771704176
노루페인트,화학,2020,204000000000.0,0.805674069,17.231300142539396,50.98039215686274
노루홀딩스,기타금융,2020,149000000000.0,0.591732103,3.8171630177719074,18.120805369127524
녹십자,의약품,2020,4740000000000.0,2.615424799,-45.49222659565368,-46.20253164556962
녹십자홀딩스,서비스업,2020,2060000000000.0,1.118971071,-25.741070744803906,-35.922330097087375
농심,음식료품,2020,1820000000000.0,0.917750259,-0.9367514654114562,6.593406593406592
농심홀딩스,기타금융,2020,359000000000.0,0.507629161,-4.920700172305503,-1.9498607242339872
다우기술,서비스업,2020,983000000000.0,0.941417208,-2.0175104978535696,3.7639877924720233
키다리스튜디오,서비스업,2020,182000000000.0,4.212929659,-51.120400132937526,191.20879120879118
KIB플러그에너지,기계,2020,147000000000.0,1.198198634,-12.6952827088601,-27.89115646258503
대교,서비스업,2020,361000000000.0,0.765961396,9.17133283307139,6.094182825484773
대구백화점,유통업,2020,98909524540.0,0.678690013,8.596217254194372,27.389147391002112
대동,기계,2020,162000000000.0,0.822661189,7.454660657390022,48.14814814814814
대림B&Co,비금속광물,2020,106000000000.0,0.841760082,6.183098143159516,16.03773584905661
DL,화학,2020,3090000000000.0,0.991313111,-36.710111362584406,-56.63430420711975
대림통상,기계,2020,60519375000.0,0.900342589,-3.982806926841931,-11.32075471698113
대상,음식료품,2020,927000000000.0,0.931032551,-8.173872429944728,-10.35598705501618
대상홀딩스,기타금융,2020,377000000000.0,0.68986569,-0.18436269819418483,-3.9787798408488118
대성홀딩스,서비스업,2020,398000000000.0,0.844684079,33.69990190143031,90.45226130653265
대양금속,철강금속,2020,114000000000.0,1.326133013,2.8832637921819115,37.71929824561404
대영포장,종이목재,2020,179000000000.0,1.122625001,30.167353541772755,56.98324022346368
대우건설,건설업,2020,2070000000000.0,0.934975123,-1.4134788910314056,15.94202898550725
대우부품,운수장비,2020,132000000000.0,2.057644437,-8.93319009323086,-11.363636363636365
한화오션,운수장비,2020,2940000000000.0,0.909966967,12.5368282736795,-15.986394557823125
대웅,의약품,2020,2920000000000.0,1.983722306,-32.532952825505,-38.013698630136986
대웅제약,의약품,2020,1910000000000.0,1.889987808,-8.949120321521153,-10.471204188481675
대원강업,운수장비,2020,237000000000.0,0.670933418,-3.3733558938630614,-2.5316455696202556
대원전선,전기전자,2020,83408596360.0,0.989729221,20.279041149983378,59.45598631819489
대원제약,의약품,2020,393000000000.0,1.536834153,-14.48422762895223,-10.178117048346058
대원화성,화학,2020,73835982080.0,0.983134287,75.6459705285408,130.24004721140966
대유에이텍,운수장비,2020,90344009015.0,0.87231743,11.109179029014694,64.92515842999754
대유플러스,전기전자,2020,90647063199.0,0.936065122,10.461775756665803,75.40557232498853
대창,철강금속,2020,140000000000.0,0.869424085,-0.336982843073641,18.571428571428573
대창단조,운수장비,2020,99145638100.0,0.603391998,2.261245433354264,13.973748281317476
대한방직,섬유의복,2020,212000000000.0,1.35281693,12.801101254698244,23.584905660377366
대한유화,화학,2020,1500000000000.0,0.812404112,-18.601609810660335,-20.666666666666668
대한전선,전기전자,2020,1170000000000.0,1.678416704,7.24655782501078,29.91452991452992
대한제강,철강금속,2020,256000000000.0,0.690905093,5.16613488040969,49.609375
대한제당,음식료품,2020,215000000000.0,0.77025062,5.709644608919628,35.813953488372086
대한제분,음식료품,2020,281000000000.0,0.538880808,-1.4179773869400836,-7.117437722419928
대한항공,운수창고업,2020,4790000000000.0,1.058558647,6.454823565387224,115.03131524008352
대한화섬,화학,2020,135000000000.0,0.346882151,4.933667515224771,22.222222222222232
대현,섬유의복,2020,83914977450.0,0.527011274,8.706045821706642,20.359920325522296
대호에이엘,철강금속,2020,67158726525.0,1.392795534,22.313196116264965,154.62067083172704
더존비즈온,서비스업,2020,3130000000000.0,4.399002947,-33.93414980587872,-29.073482428115017
덕성,화학,2020,144000000000.0,1.740021522,37.943788835503845,80.55555555555556
덕양산업,운수장비,2020,55686115800.0,0.999822925,8.394366932524555,93.944214726501
케이비아이동국실업,운수장비,2020,45833197968.0,0.781082037,5.616716544718092,54.13840731629569
하이스틸,철강금속,2020,38598919200.0,0.635122117,7.417269488664346,43.26424870466321
하이트진로,음식료품,2020,2260000000000.0,1.358565619,-5.25072775303318,-5.309734513274334
하이트진로홀딩스,기타금융,2020,356000000000.0,0.81964169,-0.9503207432018268,-18.53932584269663
한국가스공사,전기가스업,2020,2850000000000.0,0.86402907,1.1341584838111984,26.66666666666666
한국공항,운수창고업,2020,119000000000.0,0.639544183,-5.235814489458046,16.806722689075638
한국내화,비금속광물,2020,95912936240.0,0.762011621,-8.76734490116129,51.17877283745222
한국단자,전기전자,2020,648000000000.0,0.881855916,8.609782008878653,22.685185185185187
한국석유,비금속광물,2020,66502800000.0,0.755082053,28.377394767718055,115.02854015169288
한국수출포장,종이목재,2020,88400000000.0,0.468841824,9.579630421367845,15.384615384615374
한국쉘석유,화학,2020,336000000000.0,2.601088614,-9.308778974186849,-0.29761904761904656
한국전력,전기가스업,2020,17600000000000.0,0.738718729,2.5795811385201706,-19.318181818181824
한국전자홀딩스,기타금융,2020,43854538432.0,0.603044383,-8.522817299833797,132.58710192141058
한국주강,기계,2020,17529351450.0,0.731298185,124.20070234414706,243.2258064516129
한국주철관,철강금속,2020,190000000000.0,0.735806955,-8.877382927156486,8.947368421052637
한국철강,철강금속,2020,301000000000.0,0.544573149,9.717602327102615,18.272425249169434
한국카본,기계,2020,591000000000.0,1.440586639,-18.942134795129107,-19.96615905245347
한국앤컴퍼니,기타금융,2020,1360000000000.0,0.43631479,3.1189767827948245,9.558823529411775
한국특강,철강금속,2020,104000000000.0,1.006146887,8.483854405644031,75.0
한국무브넥스,운수장비,2020,112000000000.0,0.812563468,-8.782564047046238,-27.136495000000004
한국화장품제조,화학,2020,168000000000.0,2.592114809,-24.15738472793857,-30.35714285714286
한농화성,화학,2020,139000000000.0,1.048556076,42.477781989410765,83.45323741007194
한독,의약품,2020,458000000000.0,1.093386957,-16.16887121875554,-31.441048034934493
HLD&I,건설업,2020,190000000000.0,0.888906093,-3.1853660609344026,7.36842105263158
한미글로벌,서비스업,2020,115000000000.0,0.934638913,2.8711478440230476,15.652173913043477
한미반도체,기계,2020,932000000000.0,3.064693775,48.56265732454788,100.64377682403433
한미사이언스,기타금융,2020,5020000000000.0,5.727712231,-28.180310862408618,-27.290836653386453
한샘,유통업,2020,2460000000000.0,2.488722087,-9.60475330888162,-11.382113821138207
한섬,섬유의복,2020,745000000000.0,0.735166805,4.260951499299526,17.718120805369118
한성기업,음식료품,2020,51601069650.0,1.005701369,-2.868063909337293,-22.62334536702768
한세실업,섬유의복,2020,700000000000.0,1.272902118,5.275187231639111,25.428571428571423
한세예스24홀딩스,섬유의복,2020,306000000000.0,0.761205686,-6.878321715531699,-2.941176470588236
한솔로지스틱스,운수창고업,2020,63610238875.0,1.045722708,6.171173151955678,69.78398746816528
한솔케미칼,화학,2020,2220000000000.0,2.598517474,25.11590360773537,55.855855855855864
한솔테크닉스,전기전자,2020,326000000000.0,1.079155618,-10.565873456815932,-23.006134969325153
한솔PNS,유통업,2020,35452910760.0,0.923427143,-0.9518026480622943,14.739884393063573
한솔홀딩스,기타금융,2020,155000000000.0,0.407354495,-4.7782538891586235,-3.8709677419354827
한솔홈데코,종이목재,2020,173000000000.0,1.06193541,-13.043181976576147,-21.387283236994215
한신공영,건설업,2020,194000000000.0,0.753788723,1.6178577136925387,-6.185567010309279
한신기계,기계,2020,52887226130.0,0.690672046,90.65119525627942,123.1162581867101
한온시스템,기계,2020,8670000000000.0,1.824193141,-13.869809523639699,-17.18569780853518
한올바이오파마,의약품,2020,1960000000000.0,9.075804682,-37.01066907777246,-43.87755102040817
한익스프레스,운수창고업,2020,85320000000.0,1.055448943,-4.665894672273129,-11.111111111111116
한일시멘트,비금속광물,2020,727000000000.0,0.737046889,35.454059965511895,99.44979367262722
한일철강,철강금속,2020,46281176580.0,0.652603644,5.131663500181105,54.30831879685112
한전KPS,건설업,2020,1340000000000.0,1.210996945,18.61573697033563,29.104477611940304
한전기술,서비스업,2020,682000000000.0,1.261537535,286.5905734624059,376.53958944281527
한진,운수창고업,2020,714000000000.0,0.861843174,-11.619954305050861,-36.97478991596639
HJ중공업,건설업,2020,610000000000.0,1.131989124,-2.8630910238321317,9.836065573770503
한진중공업홀딩스,전기가스업,2020,125000000000.0,0.873816736,0.39178798699501804,-1.6000000000000014
한창,유통업,2020,98849598120.0,1.519697126,-19.10874969964246,-31.418918918918916
한창제지,종이목재,2020,149000000000.0,1.297448458,-18.655531517075485,-18.120805369127513
한화,화학,2020,2450000000000.0,0.920136208,-1.6023288586856643,11.428571428571432
한화솔루션,화학,2020,7730000000000.0,1.116337273,-16.552454125573224,-11.642949547218628
한화에어로스페이스,운수장비,2020,1440000000000.0,0.836577321,3.2878568794001417,68.75
HDC현대EP,화학,2020,211000000000.0,0.844625397,-5.5416969660456505,-9.952606635071092
현대건설,건설업,2020,4190000000000.0,0.744760685,4.172979270515609,20.04773269689737
현대글로비스,운수창고업,2020,6900000000000.0,1.168243056,-10.972149360672068,-8.695652173913048
현대리바트,기타제조업,2020,328000000000.0,0.80890844,-1.848168502234926,-5.182926829268297
현대모비스,운수장비,2020,24300000000000.0,0.81356585,-4.036036296262935,-0.8230452674897082
HD현대미포,운수장비,2020,1920000000000.0,0.874894189,31.736326688529417,45.83333333333333
현대백화점,유통업,2020,1670000000000.0,0.613948663,-0.10056590024691836,5.389221556886237
현대비앤지스틸,철강금속,2020,156000000000.0,0.579765639,18.271030891501304,64.1025641025641
HDC현대산업개발,건설업,2020,1720000000000.0,0.832760251,-5.08101953103427,-12.209302325581394
HMM,운수창고업,2020,4560000000000.0,1.306110296,-11.457658626404399,189.47368421052633
한일현대시멘트,비금속광물,2020,500000000000.0,1.432945795,1.0885733469073733,18.399999999999995
현대약품,의약품,2020,247000000000.0,1.996174101,-18.169682885791538,-23.076923076923073
현대엘리베이,기계,2020,1620000000000.0,1.226554201,-3.586560297468666,3.703703703703698
현대차,운수장비,2020,46700000000000.0,0.858230472,0.75645834211302,9.207708779443259
현대제철,철강금속,2020,5280000000000.0,0.672590954,-2.6536574561185744,3.5984848484848397
현대코퍼레이션,유통업,2020,211000000000.0,0.91512931,0.27670712459204605,5.213270142180093
형지엘리트,섬유의복,2020,106000000000.0,1.397238878,2.720179748677154,10.377358490566046
혜인,유통업,2020,65979156930.0,0.845082847,0.4707312441758704,10.019267822736033
호텔신라,유통업,2020,3290000000000.0,1.92132315,1.8547884565904393,-5.167173252279634
화성산업,건설업,2020,155000000000.0,0.587503054,15.41715781446813,1.2903225806451646
화승인더,화학,2020,394000000000.0,0.837586888,-2.28617451805192,-14.467005076142136
화신,운수장비,2020,118000000000.0,0.832914444,20.34934478816648,146.61016949152543
화천기계,기계,2020,57970000000.0,0.575335912,-1.0777451695036855,1.1385199240986799
화천기공,기계,2020,71280000000.0,0.405662664,11.503931256537815,5.709876543209869
환인제약,의약품,2020,311000000000.0,1.042537961,-0.3173763569075394,6.430868167202575
황금에스티,철강금속,2020,113000000000.0,0.582248969,-6.775177990912007,19.469026548672574
효성,기타금융,2020,1610000000000.0,0.795813915,1.8815262862047266,24.22360248447204
효성ITX,서비스업,2020,268000000000.0,2.352671894,-34.98515194996418,-13.805970149253731
후성,화학,2020,1090000000000.0,2.569297095,56.111378586990554,96.3302752293578
휴니드,전기전자,2020,80461285500.0,0.840796532,13.629957860006957,50.38288196377374
휴스틸,철강금속,2020,55561959720.0,0.405918998,13.756420683714833,105.17634830465626
TKG휴켐스,화학,2020,1050000000000.0,1.417033787,-12.573058287988449,-9.904761904761905
흥아해운,운수창고업,2020,30117000222.0,1.196672223,168.13477586669111,2054.929093920568
동남합성,화학,2020,178000000000.0,2.586068525,16.915184913748572,29.21348314606742
동방,운수창고업,2020,90790388820.0,0.950686044,17.38966118661147,112.577567414806
동방아그로,화학,2020,87152492800.0,0.721269047,6.018773324678661,13.593750000000004
동부건설,건설업,2020,313000000000.0,0.845921332,-2.2617214244692874,8.94568690095847
KG스틸,철강금속,2020,1170000000000.0,1.08586359,-10.730683768483296,-8.54700854700855
동성제약,의약품,2020,325000000000.0,3.147732052,-15.895783304747424,-32.61538461538461
동성케미컬,서비스업,2020,218000000000.0,0.737244899,-0.5960606856637019,9.174311926605494
동아쏘시오홀딩스,기타금융,2020,754000000000.0,0.910847021,-6.769150645331045,-3.183023872679047
다스코,기계,2020,77308000000.0,0.831057661,2.965745237260986,6.422666315258452
동아지질,건설업,2020,181000000000.0,0.967191094,5.177229640619507,16.022099447513803
동양,비금속광물,2020,295000000000.0,0.513532671,13.213390078544784,22.711864406779657
동양고속,운수창고업,2020,72389225000.0,0.793560913,0.21428701592312027,-31.000000000000007
TYM,기계,2020,198000000000.0,1.042205623,-1.574478551820302,34.84848484848484
동양철관,철강금속,2020,133000000000.0,1.297627147,5.495032541886236,15.037593984962406
HLB글로벌,광업,2020,176000000000.0,1.784564168,230.86459875619335,421.02272727272725
동원F&B,음식료품,2020,691000000000.0,0.966648115,0.8731476189761,8.683068017366136
동원산업,기타금융,2020,818000000000.0,0.846470447,-13.528715669384727,2.0782396088019572
동원수산,"농업, 임업 및 어업",2020,43187310400.0,0.9493568,-8.76036048828006,0.7543103448275801
동원시스템즈,화학,2020,923000000000.0,1.243962424,25.53769156294066,62.51354279523294
DI동일,유통업,2020,360000000000.0,0.822460973,36.51557506790051,93.05555555555556
동일산업,철강금속,2020,184000000000.0,0.577465495,58.301224214271016,96.19565217391303
동화약품,의약품,2020,549000000000.0,1.475258306,-25.000030198101452,-25.683060109289613
두산,기타금융,2020,1100000000000.0,0.779146375,-1.5731373966797912,114.54545454545455
HD현대인프라코어,기계,2020,1710000000000.0,0.768936983,30.811539337808114,-18.128654970760238
두산에너빌리티,기계,2020,5060000000000.0,0.919862216,17.049398624282674,109.48616600790513
디씨엠,철강금속,2020,143000000000.0,0.799631208,41.212823199366674,90.90909090909092
디아이,의료정밀,2020,150000000000.0,1.060762837,48.50135667036006,96.66666666666666
디아이씨,운수장비,2020,114000000000.0,1.072259835,5.731364823527119,90.35087719298245
디와이,기타금융,2020,119000000000.0,0.562658073,10.35532782624804,44.53781512605042
DN오토모티브,전기전자,2020,257000000000.0,0.586868609,70.80865267407752,179.37743190661476
롯데관광개발,서비스업,2020,1040000000000.0,1.678400446,12.787658661048763,17.307692307692314
롯데쇼핑,유통업,2020,2900000000000.0,0.75055403,-3.9544640110719342,-14.827586206896548
롯데정밀화학,화학,2020,1420000000000.0,0.879685478,2.673077774736199,36.61971830985915
롯데지주,기타금융,2020,3770000000000.0,0.756301502,-10.55796911533834,-15.6498673740053
롯데칠성,음식료품,2020,1020000000000.0,0.917877434,4.3391616924749465,26.470588235294112
롯데케미칼,화학,2020,9460000000000.0,0.780655342,-16.748766448587237,-21.35306553911205
마니커,음식료품,2020,136000000000.0,1.331446862,-14.809062128384054,-45.82865847058824
만호제강,철강금속,2020,72625000000.0,0.360665503,29.738056761142474,31.714285714285715
명문제약,의약품,2020,247000000000.0,1.642185715,-18.724136752096896,-34.81781376518218
모나리자,종이목재,2020,184000000000.0,2.238710565,-23.550781384729824,-22.826086956521742
모나미,유통업,2020,104000000000.0,1.071323244,-14.56127278799152,-15.961495312499995
모토닉,운수장비,2020,389000000000.0,0.942965406,-10.290114502885594,-10.025706940874034
무림P&P,종이목재,2020,226000000000.0,0.73739243,3.7502615805263817,19.469026548672574
무림페이퍼,종이목재,2020,113000000000.0,0.757493732,0.6619889760355102,-7.964601769911505
문배철강,철강금속,2020,70121987100.0,0.739132047,-6.270099664613782,11.988304093567258
미래산업,의료정밀,2020,51267678720.0,0.866248893,-6.053441155739514,22.008056365536955
미래아이앤지,서비스업,2020,51016754312.0,0.583517721,53.79679274556257,19.289340101522832
미원상사,화학,2020,604000000000.0,2.022270672,44.44241512493241,67.21854304635761
미원홀딩스,기타금융,2020,179000000000.0,0.942850023,34.81808378764817,96.08938547486035
미창석유,화학,2020,112000000000.0,0.469982165,12.049548092957973,22.32142857142858
방림,섬유의복,2020,80819911900.0,0.53081102,23.683948008464494,37.34239173304519
백광산업,화학,2020,149000000000.0,0.912233459,22.622177575707635,55.70469798657718
태경비케이,비금속광물,2020,111000000000.0,0.671145495,6.538020790856991,26.126126126126124
백산,화학,2020,134000000000.0,1.039969799,11.34522186254372,48.50746268656716
범양건영,건설업,2020,121000000000.0,1.246086178,14.653703349239766,33.88429752066116
보락,화학,2020,147000000000.0,2.904540988,-20.908570115175806,-19.047619047619047
보령,의약품,2020,907000000000.0,1.874812837,-12.63881686340298,10.253583241455356
보해양조,음식료품,2020,117000000000.0,1.256325265,0.7310445197486359,6.8376068376068355
부광약품,의약품,2020,1820000000000.0,4.867530559,-46.544213837774905,-49.61538461538461
부국철강,철강금속,2020,89100000000.0,0.817168345,-6.151599766141214,-4.264870931537601
부산산업,비금속광물,2020,121000000000.0,1.309959804,-5.523545514836259,-9.917355371900827
부산주공,운수장비,2020,40874802723.0,1.056992094,0.8538792344079837,-4.610181905390965
비상교육,서비스업,2020,86428327650.0,0.58396417,9.080743258614632,16.859833744567432
빙그레,음식료품,2020,563000000000.0,0.964633184,-0.9411948656329772,-6.927175843694489
사조대림,음식료품,2020,149000000000.0,0.731132265,2.137605020071165,55.03355704697987
사조동아원,음식료품,2020,135000000000.0,0.837274721,4.77647168807811,16.296296296296298
사조산업,"농업, 임업 및 어업",2020,156000000000.0,0.680720874,3.5125029822429044,51.92307692307692
사조오양,음식료품,2020,92719751760.0,0.711139711,-7.800066729784961,-5.182926829268297
SGC에너지,전기가스업,2020,576000000000.0,0.961976554,2.1397802175540326,20.486111111111114
삼성SDI,전기전자,2020,43700000000000.0,2.40792914,-9.591918099383923,4.347826086956519
