종목명,업종명,회계연도,t년_시가총액,t년_tobinQ,t년대비 t+1년 tobinQ 증가율,t년대비 t+1년 시가총액 증가율
KH필룩스,전기전자,2012,36192211770.0,0.768331356,6.734850998323694,19.930069930069937
KIB플러그에너지,기계,2012,105000000000.0,1.133566572,-7.383930689868645,-11.373511428571426
KISCO홀딩스,철강금속,2012,140000000000.0,0.299793139,-6.082814657075907,4.285714285714293
KPX케미칼,화학,2012,239000000000.0,0.781959711,16.972088348423874,29.288702928870293
KPX홀딩스,화학,2012,169000000000.0,0.41600779,3.452875966577462,10.650887573964507
KR모터스,운수장비,2012,58954641226.0,0.984559021,-2.812216983383886,-11.336032388663963
KSS해운,운수창고업,2012,99119637000.0,0.876416675,8.462519839664173,45.278982407895626
KT,통신업,2012,9270000000000.0,0.885757697,-2.08634246844146,-11.111111111111116
KT&G,기타제조업,2012,11100000000000.0,1.885590371,-10.039663010137412,-8.108108108108103
LF,섬유의복,2012,915000000000.0,1.033352557,2.021079433009043,7.650273224043724
LG,기타금융,2012,11300000000000.0,0.984515471,-3.983202921145368,-0.8849557522123908
LG디스플레이,전기전자,2012,11100000000000.0,1.035158537,-11.081115877422365,-18.28828828828829
LG생활건강,화학,2012,10700000000000.0,4.410979793,-27.404955604610727,-15.514018691588783
LG유플러스,통신업,2012,3410000000000.0,0.96947342,8.995027424269143,37.53665689149561
LG이노텍,전기전자,2012,1660000000000.0,1.080161763,0.11836708572694477,1.8072289156626509
LG전자,전기전자,2012,12400000000000.0,0.991205587,-2.2061818745579775,-6.451612903225811
LG화학,화학,2012,22600000000000.0,1.713740775,-10.62893353867944,-7.079646017699115
LS,기타금융,2012,3040000000000.0,1.014839273,-5.471337528735942,-14.473684210526317
LSELECTRIC,전기전자,2012,2010000000000.0,1.580332973,-5.312000409675688,-1.9900497512437831
LS네트웍스,유통업,2012,337000000000.0,0.669358354,9.219839960345077,13.946587537091993
LX하우시스,화학,2012,733000000000.0,1.003644475,27.04903825630087,80.0818553888131
MH에탄올,음식료품,2012,19355000000.0,0.848769319,-4.851962020554601,8.137432188065109
NAVER,서비스업,2012,10900000000000.0,4.073269053,128.62172112449457,119.26605504587155
NICE,서비스업,2012,220000000000.0,0.626730576,36.73050842185175,103.18181818181817
NI스틸,철강금속,2012,48609913500.0,0.899499021,-0.4581998316594116,8.479532163742686
NPC,화학,2012,96538800000.0,0.839206365,31.828637405532547,99.91961781169852
POSCO홀딩스,철강금속,2012,30400000000000.0,0.848239585,-6.288584374425287,-6.25
S-Oil,화학,2012,11900000000000.0,1.522026098,-16.738299450631356,-28.235294117647058
SBS,서비스업,2012,774000000000.0,1.256844706,-1.7340260810232544,-1.9379844961240345
SGC에너지,전기가스업,2012,342000000000.0,1.1619477,-18.13182391944147,-33.62573099415205
SG세계물산,유통업,2012,189000000000.0,0.928092363,-22.657418634528725,-33.333333333333336
SHD,철강금속,2012,15125231100.0,0.732854015,-5.3739309867873235,-15.662650602409634
SH에너지화학,화학,2012,110000000000.0,1.43513132,-23.113460585613865,-26.33980134545455
SIMPAC,철강금속,2012,222000000000.0,1.107131294,-11.380974025651557,-9.009009009009006
SJM홀딩스,유통업,2012,55778519880.0,0.405418484,15.535948035363866,32.53012048192772
SK,기타금융,2012,5150000000000.0,1.568744815,14.920289569212052,31.06796116504855
SKC,화학,2012,1520000000000.0,1.094055112,-11.030079716861641,-26.973684210526315
SK가스,유통업,2012,759000000000.0,0.924731534,-11.31297464762351,-14.88801054018445
SK네트웍스,유통업,2012,2100000000000.0,0.909064835,1.5159038683967951,-10.476190476190473
SK디스커버리,기타금융,2012,1280000000000.0,0.908246532,-3.1170550068227665,-6.25
SK이노베이션,화학,2012,16200000000000.0,0.995624594,-10.134921697203481,-18.518518518518523
SK텔레콤,통신업,2012,12300000000000.0,0.978325056,19.26691081292311,51.21951219512195
SK하이닉스,전기전자,2012,17900000000000.0,1.437594098,13.152573961109848,45.8100558659218
SNT다이내믹스,운수장비,2012,386000000000.0,0.646795059,11.862007282278885,7.253886010362698
SNT모티브,운수장비,2012,338000000000.0,0.830112178,-6.221599726970883,16.27218934911243
SNT에너지,기계,2012,116000000000.0,0.770130322,-3.5495372950657633,1.724137931034475
SNT홀딩스,기타금융,2012,145000000000.0,0.434661594,8.954165847006035,67.58620689655173
SPC삼립,음식료품,2012,215000000000.0,1.068672439,48.06956961299533,141.39534883720933
SUN&L,종이목재,2012,66896594600.0,0.562217705,11.170568881319731,4.426716961762955
TBH글로벌,섬유의복,2012,306000000000.0,1.247859911,25.740166277366704,60.45751633986929
TCC스틸,철강금속,2012,78455000000.0,0.730274204,0.8951204854553474,-20.158052386718506
TKG휴켐스,화학,2012,1060000000000.0,1.777555764,-6.253906530045706,-7.452830188679249
TP,섬유의복,2012,68074800000.0,0.864380142,3.635096697998863,49.83518130056937
TYM,기계,2012,76178068500.0,0.803326272,-7.8831180066273205,-30.98712446351931
WISCOM,화학,2012,64536326400.0,0.609418143,9.597735917750661,14.668218859138538
가온전선,전기전자,2012,91943668700.0,0.665980676,-2.823209543094918,-13.574660633484159
강남제비스코,화학,2012,128000000000.0,0.519993733,15.418430244812221,42.1875
강원랜드,서비스업,2012,6260000000000.0,2.337610614,-0.6483465599116944,5.7507987220447365
갤럭시아에스엠,서비스업,2012,31395878400.0,1.124800869,25.27526416767021,17.500000000000004
경농,화학,2012,69305141250.0,0.694024029,-4.466454719826429,10.954616588419409
경동나비엔,전기전자,2012,149000000000.0,0.910334606,20.59969046150927,48.99328859060403
경동인베스트,기타금융,2012,264000000000.0,0.849156424,2.2876916962474736,29.54545454545454
경방,유통업,2012,186000000000.0,0.674388612,6.616846163469914,46.23655913978495
경인양행,화학,2012,102000000000.0,0.746084519,24.837599264005107,64.70588235294117
경인전자,전기전자,2012,21048679800.0,0.436246895,17.55457422797242,22.76119402985075
계룡건설,건설업,2012,72251037630.0,0.725918267,4.1335207232083615,1.977750309023496
계양전기,기계,2012,81204000000.0,0.638326068,10.151124988992288,17.601349687207524
고려산업,음식료품,2012,27383488650.0,0.766041621,-2.764263770989017,4.735883424408005
고려아연,철강금속,2012,7640000000000.0,1.739585705,-23.790597083573996,-21.46596858638743
고려제강,철강금속,2012,462000000000.0,0.560612319,8.856560820598025,21.212121212121215
광동제약,의약품,2012,317000000000.0,1.127697306,9.545232521820001,23.34384858044165
광명전기,전기전자,2012,108000000000.0,1.343402296,-15.602577546882513,-20.347068726851848
광전자,전기전자,2012,106000000000.0,0.63428703,7.895799319749597,16.981132075471695
광주신세계,유통업,2012,372000000000.0,1.024112027,-3.052283263537914,8.602150537634401
국도화학,화학,2012,249000000000.0,0.83965795,10.879566137615914,29.31726907630523
국동,유통업,2012,5572724060.0,0.941496655,-4.11314822993184,49.12962117847981
국보,운수창고업,2012,12584474000.0,0.784669768,3.7692805567602905,-8.571428571428575
국제약품,의약품,2012,42610122000.0,0.889124799,-15.44868764817795,-31.521739130434778
그린케미칼,화학,2012,94300000000.0,0.973154875,-5.366672699450836,-0.9544008483563071
극동유화,화학,2012,71482311000.0,0.839150927,2.158695583494241,19.756097560975604
금강공업,철강금속,2012,73598499850.0,0.743473531,-0.20166837654371772,12.848608149993424
금비,비금속광물,2012,27150000000.0,0.533975479,-0.5719925577331475,8.655616942909749
금양,화학,2012,41714506480.0,0.969989403,2.7472266106808307,8.018867924528305
금호건설,건설업,2012,267000000000.0,1.130666983,-0.2490486626335109,41.94756554307115
금호석유,화학,2012,4060000000000.0,1.544500202,-12.959461108571613,-25.86206896551724
금호전기,전기전자,2012,148000000000.0,0.865973757,14.406667060235169,22.297297297297302
기신정기,기계,2012,184000000000.0,0.919505993,7.6437472441792,16.30434782608696
기아,운수장비,2012,22900000000000.0,1.18679793,-10.045290692409614,-0.8733624454148492
까뮤이앤씨,건설업,2012,8894999160.0,0.834173435,7.909162559222471,90.86294416243655
깨끗한나라,종이목재,2012,114000000000.0,0.993486544,-11.727284350617229,7.8947368421052655
남선알미늄,철강금속,2012,56466908270.0,0.979443751,1.507160772114613,22.994350262485153
남성,유통업,2012,25674421440.0,0.754939854,1.0769644703378045,19.887165021156548
남양유업,음식료품,2012,721000000000.0,0.854993168,5.1509242001335,0.9708737864077666
남해화학,화학,2012,384000000000.0,1.075762877,-9.127242824535585,-10.677083333333337
넥센,화학,2012,403000000000.0,0.828793126,-8.213054846210198,0.496277915632759
넥센타이어,화학,2012,1540000000000.0,1.418818067,-10.732522057741733,-8.441558441558438
노루페인트,화학,2012,92799672420.0,0.753754875,1.1516603458120223,13.146951127998395
노루홀딩스,기타금융,2012,121000000000.0,0.699790273,12.14630029588879,80.99173553719008
녹십자,의약품,2012,1400000000000.0,1.748933387,-11.206491079468428,3.571428571428581
녹십자홀딩스,서비스업,2012,759000000000.0,0.852159428,-17.453281875794723,-18.577075098814234
농심,음식료품,2012,1650000000000.0,1.088625363,-7.588449967061816,-7.272727272727275
농심홀딩스,기타금융,2012,282000000000.0,0.573602014,12.91190724445399,29.78723404255319
다스코,기계,2012,34851250000.0,0.681133351,4.905674336889132,14.691008213478707
다우기술,서비스업,2012,707000000000.0,0.909822846,-1.3333470414964688,-3.8189533239038176
대교,서비스업,2012,611000000000.0,0.986574903,6.228807545492576,12.438625204582653
대구백화점,유통업,2012,166000000000.0,0.64099018,7.6808777320114485,29.518072289156617
대동,기계,2012,134000000000.0,0.826129296,3.4622430336860965,5.970149253731338
대동전자,전기전자,2012,31261532060.0,0.409417936,7.414869093570942,3.3557046979865834
대림B&Co,비금속광물,2012,32625000000.0,0.545577802,11.23425710784327,19.3103448275862
대림통상,기계,2012,62955375000.0,0.702443168,4.923376377688693,2.90205562273278
대상,음식료품,2012,914000000000.0,1.177512094,15.548326504067322,46.60831509846828
대상홀딩스,기타금융,2012,235000000000.0,0.69731854,2.830346945887885,29.78723404255319
대성홀딩스,서비스업,2012,130000000000.0,0.673874113,2.5994349184919496,10.769230769230775
대양금속,철강금속,2012,7454677531.0,0.905720897,55.014922880817664,715.0746602026292
대영포장,종이목재,2012,80171332120.0,0.839605354,-10.658158094594516,-13.98104265402843
대우건설,건설업,2012,4140000000000.0,1.073942158,-3.146602426236056,-26.086956521739136
대우부품,운수장비,2012,25129216281.0,1.18864359,27.081205982021906,50.075414781297134
대웅,의약품,2012,264000000000.0,0.556890455,35.18591677065106,76.13636363636364
대웅제약,의약품,2012,538000000000.0,1.313911778,34.606636428218394,64.12639405204462
대원강업,운수장비,2012,535000000000.0,1.082943881,-9.491012027796852,-13.45794392523364
대원전선,전기전자,2012,53756139131.0,0.917604279,-3.8052518715423256,-10.267296238574431
대원제약,의약품,2012,129000000000.0,1.109261415,12.526323202182255,26.356589147286826
대원화성,화학,2012,30008883308.0,0.948811259,19.876038275384754,69.94973345577316
대유에이텍,운수장비,2012,129000000000.0,1.079511381,-9.264604316385627,-26.696928992248058
대유플러스,전기전자,2012,130000000000.0,1.047263031,-3.28819532253688,-10.769230769230765
대창,철강금속,2012,118000000000.0,0.850551873,0.654846597463199,-23.07609660508475
대창단조,운수장비,2012,81500000000.0,0.84319911,1.8545855675772716,20.24539877300613
대한방직,섬유의복,2012,21518000000.0,0.797758147,-0.403622703460782,-9.35960591133005
대한유화,화학,2012,343000000000.0,0.684903939,22.010774856997873,65.3061224489796
대한전선,전기전자,2012,394000000000.0,1.071489467,-7.5048964527058555,-36.29441624365482
대한제강,철강금속,2012,197000000000.0,0.785318306,-9.06746238511852,-27.41116751269036
대한제당,음식료품,2012,202000000000.0,0.856733554,0.14492603846352203,9.405940594059414
대한제분,음식료품,2012,235000000000.0,0.590423068,3.6142607151656847,10.212765957446802
대한항공,운수창고업,2012,3280000000000.0,1.016350084,-5.473079293807581,-43.90243902439024
대한화섬,화학,2012,83531200000.0,0.416240493,-11.006939202332722,-3.0206677265500748
대현,섬유의복,2012,50942598750.0,0.753671304,31.7696417163841,108.0773313512986
대호에이엘,철강금속,2012,64038220040.0,1.222754275,-4.05737187056655,-13.347457627118642
더존비즈온,서비스업,2012,341000000000.0,2.346175224,-4.197420592998302,-2.639296187683282
덕성,화학,2012,51902080000.0,0.933492621,-8.992023944450656,-8.977212473950946
덕양산업,운수장비,2012,49661594500.0,0.978156956,3.911380864320102,19.999999999999996
동남합성,화학,2012,46339208750.0,0.973091941,-7.9231175135176635,-6.206896551724139
동방,운수창고업,2012,81360606600.0,0.89863977,-3.523878094111055,-44.17989417989418
동방아그로,화학,2012,85198606250.0,0.810786423,0.03570730734843153,0.6949982823222456
동성제약,의약품,2012,80920871950.0,1.134985823,-3.737143684128641,-9.486716918650306
동성케미컬,서비스업,2012,158000000000.0,0.79476273,-6.973590218554904,-8.227848101265822
동아쏘시오홀딩스,기타금융,2012,1210000000000.0,1.190793734,-5.367089461019958,-47.107438016528924
동아지질,건설업,2012,128000000000.0,0.975112285,-15.057404183970458,-26.41796875
동양고속,운수창고업,2012,55294200000.0,0.729505518,2.84864575897561,11.031175059952037
동양철관,철강금속,2012,147000000000.0,1.182919305,-12.918623980018651,-27.89115646258503
동원F&B,음식료품,2012,286000000000.0,0.884604457,23.169452898200802,77.97202797202797
동원금속,운수장비,2012,45426000000.0,0.991989187,-2.520062751450136,-10.914454277286135
동원산업,기타금융,2012,960000000000.0,1.274002293,4.8035251848640215,10.416666666666675
동원수산,"농업, 임업 및 어업",2012,41816938800.0,0.968597145,-0.8432154732399111,-6.320412196217484
동원시스템즈,화학,2012,146000000000.0,1.13578255,-11.08904252843117,44.52054794520548
동일산업,철강금속,2012,118000000000.0,0.472417173,2.016655732368977,1.6949152542372836
동화약품,의약품,2012,169000000000.0,0.821161236,-18.36836267804537,-27.2189349112426
두산,기타금융,2012,2890000000000.0,0.867071791,-6.3099025441596845,11.072664359861584
두산에너빌리티,기계,2012,4780000000000.0,0.956779841,-11.133842649596538,-21.338912133891206
디씨엠,철강금속,2012,122000000000.0,0.892956273,1.8227221748852607,1.6393442622950838
디아이,의료정밀,2012,107000000000.0,0.997450465,111.13901029661659,197.196261682243
디아이씨,운수장비,2012,95263000000.0,0.875922776,-1.4225603376706863,-1.252847380410027
디와이,기타금융,2012,336000000000.0,1.037984288,-1.141003205628488,5.952380952380953
롯데쇼핑,유통업,2012,10900000000000.0,0.86926991,2.56701362181051,16.5137614678899
롯데정밀화학,화학,2012,1570000000000.0,1.259127542,-19.597715542624528,-26.751592356687905
롯데지주,기타금융,2012,2320000000000.0,0.880328425,7.275365781810339,17.24137931034482
롯데칠성,음식료품,2012,1910000000000.0,0.904434177,-3.0051706018181523,1.5706806282722585
롯데케미칼,화학,2012,7820000000000.0,1.167357561,-1.0669811389519945,1.662404092071612
마니커,음식료품,2012,43920652700.0,0.867692972,1.9768061461260755,9.016393442622949
만호제강,철강금속,2012,62042500000.0,0.437017196,0.32938978446972467,-1.3377926421404673
메타랩스,섬유의복,2012,77220000000.0,1.129722648,10.573817760622607,14.055245299145302
명문제약,의약품,2012,51255000000.0,0.885240336,-8.951194017892107,-30.01658374792703
모나리자,종이목재,2012,127000000000.0,2.222062082,-41.717378443614514,-40.9676592519685
모나미,유통업,2012,39056774400.0,0.890515888,-5.487966319136572,-29.724915212148197
모토닉,운수장비,2012,417000000000.0,1.094116456,-14.600944453759324,-13.669064748201443
무림P&P,종이목재,2012,237000000000.0,0.739487293,11.094934933520207,49.78902953586497
무림페이퍼,종이목재,2012,102000000000.0,0.760570109,0.7705522384656494,28.431372549019617
문배철강,철강금속,2012,35163511075.0,0.632069285,-2.3200610040717273,8.163265306122458
미래산업,의료정밀,2012,96350219840.0,1.606388642,6.293817844361982,-12.5
미래아이앤지,서비스업,2012,100000000000.0,3.001674942,-34.78602860655789,-49.88703508
미원상사,화학,2012,124000000000.0,1.028630494,9.213469321861268,32.258064516129025
미원홀딩스,기타금융,2012,194000000000.0,1.50715382,5.116477958434262,32.98969072164948
미창석유,화학,2012,94638156800.0,0.638971128,14.357852644634672,33.13868767148263
방림,섬유의복,2012,49295914850.0,0.567529894,-0.7559270525404171,-1.2875536480686733
백광산업,화학,2012,127000000000.0,0.843778987,0.8515828327922081,-30.450541708661415
백산,화학,2012,105000000000.0,1.107532941,28.494760861474,52.38095238095237
보락,화학,2012,38935000000.0,1.008370306,-21.785068807847264,-26.15384615384615
보령,의약품,2012,164000000000.0,1.066690661,23.537098165332115,49.390243902439025
보해양조,음식료품,2012,33788373120.0,0.950063041,-0.7920748071706174,16.336664717167658
부광약품,의약품,2012,398000000000.0,1.813842149,9.469047187743996,7.035175879396993
부국철강,철강금속,2012,39800000000.0,0.537948936,-3.923528719461966,0.7537688442211143
부산산업,비금속광물,2012,15998400000.0,0.783338147,-2.5919492211324724,15.51155115511551
부산주공,운수장비,2012,21255048000.0,0.873625236,1.0287743107274538,-17.901234567901238
비비안,섬유의복,2012,49449204000.0,0.584194997,-1.670793151280614,-11.111111111111116
비상교육,서비스업,2012,182000000000.0,1.20403663,-8.965120355183887,-3.8461538461538436
빙그레,음식료품,2012,1100000000000.0,2.212324031,-15.596917411959355,-13.0
사조동아원,음식료품,2012,189000000000.0,1.010439941,6.075806439246856,9.523809523809534
사조산업,"농업, 임업 및 어업",2012,252000000000.0,0.86875594,-7.779100422611207,-42.063492063492056
사조오양,음식료품,2012,49922000000.0,0.87326146,-13.030624069909146,-31.00436681222707
삼성E&A,서비스업,2012,6620000000000.0,1.869164036,-30.84986576319939,-60.12084592145015
삼성SDI,전기전자,2012,6960000000000.0,0.944517966,5.448671264343097,7.758620689655182
삼성공조,운수장비,2012,58590723940.0,0.57085454,-4.513744955063325,9.431345353675447
삼성전기,전기전자,2012,7490000000000.0,1.511408285,-21.939910167953048,-25.901201602136183
삼성전자,전기전자,2012,244000000000000.0,1.676633405,-19.465412118518543,-7.786885245901642
삼성제약,의약품,2012,26234417000.0,0.917696713,12.761550558152667,-17.923707052457083
삼성중공업,운수장비,2012,8900000000000.0,1.217436622,-3.983210306285645,-1.2359550561797716
삼성출판사,서비스업,2012,38300000000.0,0.599950618,1.502247806668633,8.746736292428192
삼아알미늄,철강금속,2012,32670000000.0,0.55714214,3.8698991607420075,-11.279461279461279
삼양식품,음식료품,2012,183000000000.0,1.075207833,-0.10326552373618458,1.6393442622950838
삼양통상,기타제조업,2012,64200000000.0,0.424758953,18.301901455153093,21.962616822429904
삼양홀딩스,기타금융,2012,554000000000.0,0.596508586,0.5735334042618501,11.913357400722013
삼영,화학,2012,117000000000.0,0.906739612,-27.33703366650756,-41.00854700854701
삼영무역,유통업,2012,156000000000.0,0.796000912,40.92496856335259,66.02564102564104
삼영전자,전기전자,2012,173000000000.0,0.444825158,4.378207628265485,8.092485549132956
삼익THK,기계,2012,115000000000.0,0.985316839,18.06405736256782,42.608695652173914
삼익악기,기타제조업,2012,91337537515.0,0.836980619,11.608696640561034,74.07957815141235
삼일제약,의약품,2012,24612500000.0,0.655291187,0.36129114002567686,23.5754189944134
삼정펄프,종이목재,2012,85499016750.0,0.662853729,16.357763901181887,29.826054403134417
삼진제약,의약품,2012,148000000000.0,1.172688361,22.07600250924635,35.810810810810814
삼천리,전기가스업,2012,505000000000.0,0.762627034,-1.3367564412881783,1.980198019801982
삼호개발,건설업,2012,50000000000.0,0.664756993,5.513551175233755,23.0
삼화왕관,기계,2012,45241959000.0,0.548189541,9.637035012311568,18.571428571428573
삼화전기,전기전자,2012,19874529100.0,0.868109768,13.652505981248208,75.7071547420965
삼화전자,전기전자,2012,15800208000.0,1.1063585,6.467382769689922,16.176470588235304
삼화콘덴서,전기전자,2012,64968750000.0,1.079366582,-3.278258062653261,-8.799999999999997
삼화페인트,화학,2012,97440000000.0,0.707378175,36.65218438496494,141.17405582922825
상신브레이크,운수장비,2012,79014936000.0,0.977367424,10.682988652586811,54.401188150048
새론오토모티브,운수장비,2012,109000000000.0,0.849026319,28.09201866450033,59.63302752293578
샘표,기타금융,2012,129000000000.0,0.965510183,-14.272176764809952,-21.705426356589154
서연,기타금융,2012,288000000000.0,0.830986532,20.258008826549776,133.33333333333334
서울가스,전기가스업,2012,401000000000.0,0.78492692,10.010459190264488,47.13216957605986
서울식품,음식료품,2012,29425183000.0,1.104812786,5.364890934562361,11.52052988081671
서원,철강금속,2012,91896528150.0,0.881067429,-9.145178263081611,-43.98782343987824
서흥,화학,2012,215000000000.0,1.03225661,44.58567661775496,108.37209302325581
선도전기,전기전자,2012,46170000000.0,0.720158378,2.3037935135984844,-5.653021442495132
성문전자,전기전자,2012,24809428920.0,0.798414518,10.025221385065052,-3.0475834507842414
성보화학,화학,2012,51051000000.0,0.640874343,7.234018572654888,11.764705882352944
성신양회,비금속광물,2012,95709593000.0,0.792382381,3.67729314768801,50.45513776241843
성창기업지주,서비스업,2012,107000000000.0,0.542195392,-5.085305852248934,-10.134192523364483
세기상사,유통업,2012,12513074400.0,0.653496376,-1.3878306495765491,-9.609120521172642
세방,운수창고업,2012,349000000000.0,0.709057486,-0.8653304028440778,8.595988538681954
세방전지,전기전자,2012,660000000000.0,1.096402895,3.676106856686112,16.21212121212121
세아베스틸지주,철강금속,2012,1030000000000.0,0.851919727,-8.873410323083174,-9.805825242718447
세아홀딩스,철강금속,2012,331000000000.0,0.537349936,0.31377039188853484,14.199395770392753
세우글로벌,유통업,2012,26126108925.0,0.903394257,-4.631928382958483,-1.9501407632594892
세원이앤씨,기계,2012,139000000000.0,1.080553767,-11.75979343932082,-36.772217870503596
세원정공,운수장비,2012,173000000000.0,0.670837218,6.643628708149585,51.445086705202314
세이브존I&C,유통업,2012,111000000000.0,0.69193115,18.966794456355963,77.47747747747749
송원산업,화학,2012,286000000000.0,0.999169492,-7.708719353092508,-16.433566433566437
수산중공업,기계,2012,85720810050.0,1.040433572,-17.87373956441305,-26.096855112488527
신대양제지,종이목재,2012,79537726200.0,0.561657448,-0.7854351465842124,8.352144469525967
신도리코,전기전자,2012,635000000000.0,0.774174262,10.961788988019872,9.291338582677167
신라교역,"농업, 임업 및 어업",2012,382000000000.0,0.969829525,-1.5803510415915545,1.8324607329842868
신성이엔지,전기전자,2012,57799889905.0,0.970757098,9.814379848088418,10.103480135685917
신성통상,유통업,2012,127000000000.0,0.853446252,3.687873012066367,3.149606299212593
신세계,유통업,2012,2150000000000.0,0.863566868,2.6153051763444957,15.81395348837209
신세계I&C,서비스업,2012,88580000000.0,0.719903184,23.891902664511623,49.01783698351772
신세계건설,건설업,2012,45000000000.0,0.801880841,27.20069552079498,-13.33333333333333
신영와코루,섬유의복,2012,87570000000.0,0.413130234,-1.4761783326659117,1.130524152106882
신원,섬유의복,2012,91765883950.0,0.78860973,-3.4801330691164534,-22.404823410410792
신일전자,유통업,2012,34785065011.0,1.130372307,50.92356203662729,120.35139092240117
신풍,유통업,2012,27267786000.0,0.646645336,12.809592119288094,3.205128205128216
신풍제약,의약품,2012,221000000000.0,1.085004154,-6.165226995066419,-10.407239819004522
신흥,유통업,2012,68160000000.0,0.935310623,-2.163502744691914,-1.8309859154929553
쌍방울,섬유의복,2012,88517698650.0,1.100563793,-19.825529005023334,-33.333333333333336
쌍용C&E,비금속광물,2012,534000000000.0,0.804525849,1.088110594691405,16.479400749063664
써니전자,전기전자,2012,42714700000.0,1.718323532,109.26337683420608,107.74487471526197
씨아이테크,기타제조업,2012,26098644000.0,1.490304153,-43.51038804358751,-41.37802101902306
아남전자,전기전자,2012,45326101880.0,0.816416405,2.0551357000230697,11.831102207282962
아모레G,화학,2012,3960000000000.0,1.072141315,-5.382226036126592,0.5050505050504972
아모레퍼시픽,화학,2012,7500000000000.0,2.703861401,-22.552530531871007,-16.133333333333333
아세아,서비스업,2012,287000000000.0,0.493468215,-17.024892677231495,-36.58536585365854
아세아제지,종이목재,2012,91229066000.0,0.661631208,-6.554537100976643,114.84380866071784
아시아나항공,운수창고업,2012,1210000000000.0,1.033699938,-2.4366459814956443,-20.413223140495873
아이에스동서,비금속광물,2012,257000000000.0,0.87443031,13.269893057572535,58.365758754863805
알루코,철강금속,2012,113000000000.0,0.951445,-0.6523318741493145,0.0
에넥스,기타제조업,2012,19326450000.0,0.842856163,21.093114674181955,137.4652632273387
에스메디,유통업,2012,54694526440.0,2.06254503,-21.193667369288892,-45.54665076098243
에스엘,운수장비,2012,479000000000.0,0.879416315,1.0420780060238055,15.657620041753662
에스원,서비스업,2012,2660000000000.0,2.720884826,0.3329355918867627,6.766917293233088
에스제이지세종,운수장비,2012,238000000000.0,0.894061149,3.635773015789545,28.15126050420169
에쓰씨엔지니어링,건설업,2012,31548644200.0,0.770037876,-1.9739114754921516,-45.64516129032258
에이엔피,전기전자,2012,32732992938.0,0.849853682,1.197179492834155,14.981284593463219
에이프로젠,기계,2012,20326212012.0,1.080647618,10.358099729786296,27.458252328102304
에이프로젠바이오로직스,의약품,2012,94017475734.0,1.274053588,-15.99950684334951,-34.010768896272694
엔씨소프트,서비스업,2012,3300000000000.0,2.731008094,42.81985200150784,65.15151515151516
엔케이,기계,2012,103000000000.0,0.884466298,7.584580006235586,5.825242718446599
영보화학,화학,2012,59800000000.0,0.801469376,6.652709959563063,21.571906354515047
영원무역,유통업,2012,1350000000000.0,1.670440611,8.160277121040371,39.25925925925926
영원무역홀딩스,기타금융,2012,814000000000.0,0.896242144,3.087637552558564,32.678132678132684
영진약품,의약품,2012,288000000000.0,2.215996037,-2.7594659006152322,3.472222222222232
영풍,철강금속,2012,2050000000000.0,0.882415609,-0.6692252425920198,13.658536585365844
영풍제지,종이목재,2012,37074000000.0,0.46747935,5.237240960483058,13.473053892215558
영화금속,운수장비,2012,48138559320.0,1.033975739,-9.990552689360532,-12.647058823529411
예스코홀딩스,서비스업,2012,172000000000.0,0.670385168,3.9073394296814,30.813953488372103
오뚜기,음식료품,2012,752000000000.0,1.08526002,40.16939184767905,82.18085106382979
오리엔트바이오,의약품,2012,60078486902.0,0.983771412,-3.833107014498194,-9.593784869119471
오리온홀딩스,기타금융,2012,6560000000000.0,3.051672576,-18.73561277499254,-13.567073170731703
우성,음식료품,2012,91309500000.0,0.732899122,-7.220953390635931,-6.768189509306266
우신시스템,기계,2012,32900000000.0,0.720451458,9.102718756660488,7.021276595744674
우진플라임,기계,2012,47150000000.0,0.839657373,-0.06295877544804096,-0.42417815482502785
웅진씽크빅,서비스업,2012,190000000000.0,0.958507275,3.9567515019643507,5.263157894736836
원림,섬유의복,2012,28490000000.0,0.579547349,-9.90465474461174,9.26640926640927
웰바이오텍,유통업,2012,14613706940.0,0.653367885,0.6336240416836558,34.93233805056721
윌비스,유통업,2012,86384530750.0,0.847614867,-11.84860824296986,-30.716762040175805
유나이티드제약,의약품,2012,137000000000.0,1.018780476,-0.543745991457345,5.109489051094895
유니드,화학,2012,252000000000.0,0.739252485,19.253409611467177,54.761904761904766
유니온,비금속광물,2012,68066658840.0,0.521609693,-3.720583850423198,0.8027522935779796
유니온머티리얼,비금속광물,2012,85680000000.0,0.987342933,-10.480547998210055,-13.235294117647056
유니퀘스트,유통업,2012,123000000000.0,1.024525975,17.077349454219547,54.47154471544715
유성기업,운수장비,2012,83550950000.0,0.587102458,5.979002901738828,38.837439909420546
유수홀딩스,서비스업,2012,249000000000.0,0.904489982,5.55773563006694,-7.630522088353409
유엔젤,서비스업,2012,68880269880.0,0.992824139,-22.165256600393757,-30.555555555555557
유유제약,의약품,2012,46075409200.0,0.735836462,-6.540016088520484,-8.380025195739337
유한양행,의약품,2012,1950000000000.0,1.542934313,2.5586376339794326,8.205128205128197
율촌화학,화학,2012,201000000000.0,0.767952122,23.268249397453978,44.776119402985074
이건산업,종이목재,2012,60759348720.0,0.820749747,12.253704295080347,85.9796103489241
이구산업,철강금속,2012,42471340000.0,0.755414679,1.256807851889774,-1.1811023622047223
이수페타시스,전기전자,2012,191000000000.0,1.065405734,8.651346436248852,47.12041884816753
