종목명,2011 Market Cap,2012 Market Cap,2013 Market Cap,2014 Market Cap,2015 Market Cap,2016 Market Cap,2017 Market Cap,2018 Market Cap,2019 Market Cap,2020 Market Cap,2021 Market Cap,2022 Market Cap,2023 Market Cap
NAVER,1.01549E+13,1.0925E+13,2.3865E+13,2.34694E+13,2.16894E+13,2.55461E+13,2.86775E+13,2.01072E+13,3.07377E+13,4.8047E+13,6.20926E+13,2.91187E+13,3.63795E+13
NH투자증권,2.19909E+12,2.44787E+12,1.99756E+12,2.15709E+12,2.96942E+12,2.84316E+12,4.0801E+12,3.83864E+12,3.74052E+12,3.34523E+12,3.93277E+12,3.07364E+12,3.61067E+12
OCI,,,,,,,,,,,,,8.27708E+11
SNT에너지,1.24689E+11,1.16188E+11,1.18313E+11,1.08749E+11,2.10767E+11,1.36025E+11,1.14062E+11,80633507500,1.48633E+11,1.1748E+11,1.39249E+11,1.4E+11,1.65148E+11
SNT모티브,3.58475E+11,3.37759E+11,3.93212E+11,6.04942E+11,1.23581E+12,7.1434E+11,6.85094E+11,3.95556E+11,6.25139E+11,7.22383E+11,6.88019E+11,6.14172E+11,6.31719E+11
SNT다이내믹스,5.30941E+11,3.86434E+11,4.14036E+11,2.76674E+11,4.44886E+11,3.02003E+11,2.42901E+11,2.33809E+11,2.198E+11,1.95858E+11,2.97944E+11,3.1058E+11,4.78839E+11
SNT홀딩스,1.88035E+11,1.45205E+11,2.42506E+11,2.92499E+11,4.51112E+11,2.50907E+11,2.49324E+11,2.11951E+11,2.51895E+11,2.42928E+11,2.86948E+11,2.55971E+11,2.81894E+11
S-Oil,1.14819E+13,1.19475E+13,8.54308E+12,5.57489E+12,9.12589E+12,9.76099E+12,1.35704E+13,1.12825E+13,1.09479E+13,7.94577E+12,9.86875E+12,9.60619E+12,8.03384E+12
SG세계물산,59310513280,1.88862E+11,1.26111E+11,1.24087E+11,2.45946E+11,2.31777E+11,1.87648E+11,1.48985E+11,1.82992E+11,1.22467E+11,1.38459E+11,1.08095E+11,91496081920
SH에너지화학,35998388680,1.1048E+11,81026218520,1.90039E+11,1.60033E+11,1.75036E+11,1.56143E+11,1.22247E+11,1.13356E+11,92796664550,1.08133E+11,91240792330,71236720930
SIMPAC,1.43389E+11,2.21627E+11,2.02431E+11,1.48915E+11,1.62876E+11,1.37863E+11,1.20121E+11,1.59648E+11,1.9269E+11,1.61611E+11,4.19403E+11,3.06537E+11,2.57138E+11
SK,5.85E+12,5.15E+12,6.75E+12,1.0675E+13,1.70074E+13,1.62252E+13,2.00045E+13,1.83659E+13,1.85403E+13,1.70575E+13,1.8736E+13,1.41093E+13,1.3109E+13
SK,5.70533E+12,8.43143E+12,9.00922E+12,7.73537E+12,,,,,,,,,
SKC,1.37979E+12,1.52465E+12,1.10637E+12,9.66844E+11,1.24374E+12,1.23864E+12,1.76412E+12,1.34374E+12,1.91426E+12,3.55962E+12,6.60802E+12,3.35134E+12,3.43087E+12
SK가스,6.40247E+11,7.59323E+11,6.46287E+11,8.43332E+11,6.42136E+11,1.15015E+12,8.44729E+11,6.4013E+11,7.73395E+11,9.6456E+11,1.17686E+12,1.06609E+12,1.36608E+12
SK네트웍스,2.50827E+12,2.09841E+12,1.87783E+12,2.22045E+12,1.36838E+12,1.7231E+12,1.65669E+12,1.29637E+12,1.48295E+12,1.21632E+12,1.25536E+12,9.64748E+11,1.35573E+12
SK이노베이션,1.31875E+13,1.61506E+13,1.3165E+13,7.93249E+12,1.21078E+13,1.36547E+13,1.90865E+13,1.67455E+13,1.40097E+13,1.77395E+13,2.22291E+13,1.43569E+13,1.42361E+13
SK증권,3.73863E+11,3.8315E+11,2.29659E+11,2.85907E+11,3.76018E+11,3.32662E+11,3.82063E+11,3.2664E+11,2.97856E+11,3.99167E+11,4.88045E+11,3.02116E+11,3.12399E+11
SK텔레콤,1.14255E+13,1.23137E+13,1.85715E+13,2.16399E+13,1.74007E+13,1.8087E+13,2.15591E+13,2.1761E+13,1.92175E+13,1.92175E+13,1.26704E+13,1.03727E+13,1.09635E+13
SK하이닉스,1.29982E+13,1.78744E+13,2.61354E+13,3.47621E+13,2.23861E+13,3.25417E+13,5.56922E+13,4.40441E+13,6.8505E+13,8.62683E+13,9.53683E+13,5.46002E+13,1.03012E+14
SPC삼립,1.04842E+11,2.14862E+11,5.19466E+11,1.29435E+12,2.38592E+12,1.46262E+12,1.35044E+12,1.1002E+12,7.5245E+11,6.21289E+11,6.10934E+11,6.15248E+11,5.40176E+11
TCC스틸,82240000000,78455000000,62640000000,50350000000,48706650000,55074262500,42227325000,44685000000,60771600000,1.2167E+11,2.2748E+11,2.37359E+11,1.54137E+12
WISCOM,59277254400,64536326400,74002656000,82342041600,74528563200,62808345600,60779846400,41321280000,40768325080,41917807930,52876211100,41304750410,39772106610
강원랜드,5.81918E+12,6.25776E+12,6.62146E+12,6.50379E+12,8.21532E+12,7.64837E+12,7.44513E+12,6.8461E+12,6.33264E+12,5.0276E+12,5.14527E+12,4.96342E+12,3.42305E+12
경농,65183708750,69305141250,76897253750,1.013E+11,1.10411E+11,1.25812E+11,1.30367E+11,2.34271E+11,2.46201E+11,2.60301E+11,2.39152E+11,1.97178E+11,1.98545E+11
경동나비엔,76437060000,1.49052E+11,2.22304E+11,3.69446E+11,3.9811E+11,5.48436E+11,6.53537E+11,5.29327E+11,5.93661E+11,7.08806E+11,7.99816E+11,4.92418E+11,6.87638E+11
경동인베스트,1.88179E+11,2.63799E+11,3.41859E+11,3.86813E+11,3.10844E+11,2.67284E+11,1.01105E+11,88097106750,86678092950,73788717600,83603563050,2.32955E+11,1.60112E+11
경방,1.95104E+11,1.86368E+11,2.7166E+11,4.98958E+11,5.27744E+11,4.19454E+11,3.81072E+11,2.96085E+11,2.54414E+11,3.39949E+11,3.7696E+11,2.96085E+11,2.42351E+11
경인양행,1.51313E+11,1.02375E+11,1.67645E+11,1.72089E+11,1.48255E+11,2.01578E+11,2.34299E+11,2.34299E+11,3.15686E+11,2.90586E+11,2.8854E+11,1.70211E+11,1.60223E+11
계룡건설,1.12976E+11,72251037630,73679982750,84754307430,88862524650,1.25926E+11,1.54505E+11,1.94247E+11,1.80851E+11,2.50065E+11,2.91148E+11,1.62543E+11,1.29052E+11
계양전기,98783000000,81204000000,95497000000,1.37248E+11,1.67725E+11,1.69778E+11,1.52164E+11,1.2013E+11,1.02513E+11,1.5101E+11,1.42859E+11,1.10622E+11,55215581560
고려산업,17033627275,27383488650,28680338750,48382484500,51250518375,1.66346E+11,67087053250,54118552250,83796468000,1.22203E+11,72573726750,86539804750,78309794500
고려아연,5.73648E+12,7.64235E+12,6.00066E+12,7.61405E+12,8.85003E+12,8.96325E+12,9.30291E+12,8.16128E+12,8.01975E+12,7.57631E+12,9.64257E+12,1.12028E+13,1.04125E+13
고려제강,5.499E+11,4.62E+11,5.6025E+11,6.3375E+11,6.858E+11,7.227E+11,5.904E+11,4.65E+11,4.11E+11,2.94E+11,4.4735E+11,4.485E+11,5.075E+11
광동제약,1.96054E+11,3.16622E+11,3.9106E+11,5.50419E+11,5.84492E+11,4.46626E+11,4.58682E+11,3.59083E+11,3.48599E+11,5.37314E+11,3.89487E+11,3.12428E+11,3.89487E+11
광주신세계,2.736E+11,3.72E+11,4.04E+11,4.912E+11,4.528E+11,3.976E+11,3.672E+11,2.88E+11,2.624E+11,2.448E+11,2.896E+11,2.56E+11,2.39114E+11
교보증권,1.926E+11,1.7442E+11,1.5912E+11,2.898E+11,3.384E+11,3.1716E+11,3.2652E+11,3.2832E+11,3.3192E+11,4.93951E+11,5.41148E+11,3.40076E+11,5.64117E+11
국도화학,2.8995E+11,2.48694E+11,3.22489E+11,2.38816E+11,3.4457E+11,3.19003E+11,3.6665E+11,2.65255E+11,2.73389E+11,3.13773E+11,5.091E+11,3.85204E+11,3.68985E+11
국동,4369977860,5572724060,8310582280,46961240000,47430852400,47253275480,40531927140,36961891200,34081252660,1.63015E+11,1.49531E+11,60328643060,51396104033
국보,11608535200,12584474000,11505804800,12944030400,19981062800,21573384000,15780011520,19094150400,58358439675,89124483225,1.01313E+11,75639265520,25368384535
국제약품,34923183300,42610122000,29178670500,37212120260,63107808400,76476699390,91680060920,77103846890,85194407600,1.85845E+11,1.18355E+11,1.11073E+11,1.25266E+11
극동유화,58929319800,71482311000,85604426100,83860955100,1.14372E+11,1.14023E+11,1.18556E+11,1.14895E+11,1.20125E+11,1.20474E+11,1.37734E+11,1.26576E+11,1.51333E+11
금강공업,52752297700,73598499850,83054882700,2.95805E+11,1.94461E+11,1.94953E+11,1.43719E+11,1.04056E+11,98100212985,1.4791E+11,2.36994E+11,1.88598E+11,1.72124E+11
금호건설,8.14531E+11,2.67043E+11,3.79386E+11,7.52977E+11,5.22581E+11,3.44869E+11,3.47315E+11,4.32188E+11,4.2522E+11,3.42339E+11,4.34028E+11,2.65061E+11,1.96594E+11
금호석유,5.22352E+12,4.0616E+12,3.00559E+12,2.57679E+12,1.69107E+12,2.58694E+12,3.14023E+12,2.75613E+12,2.46072E+12,4.58532E+12,5.38115E+12,3.93851E+12,3.97963E+12
금호전기,1.73247E+11,1.48349E+11,1.81201E+11,1.24835E+11,91291873200,65633323990,49449764650,46115114480,44043971400,38881005900,69522973320,25349855720,30745700790
기신정기,1.41474E+11,1.8396E+11,2.14328E+11,2.12576E+11,1.84252E+11,1.42934E+11,1.42788E+11,1.00302E+11,1.1023E+11,1.06142E+11,1.23808E+11,1.00156E+11,89498000000
기아,2.69344E+13,2.2903E+13,2.27409E+13,2.12005E+13,2.13221E+13,1.59105E+13,1.35797E+13,1.36607E+13,1.79576E+13,2.52947E+13,3.33209E+13,2.4038E+13,4.02044E+13
기업은행,6.82502E+12,6.47012E+12,6.68487E+12,7.79046E+12,6.87156E+12,7.11173E+12,9.21165E+12,7.8677E+12,6.81045E+12,6.52979E+12,7.6663E+12,7.83072E+12,9.45747E+12
까뮤이앤씨,11875049640,8894999160,16977257280,28762002360,53279690400,49893269400,45603802800,60052532400,57343395600,1.35231E+11,1.28684E+11,96174356400,75404307600
깨끗한나라,1.09927E+11,1.14489E+11,1.2251E+11,1.14032E+11,1.80935E+11,2.19271E+11,1.60981E+11,1.20044E+11,95467980270,1.6816E+11,1.60867E+11,1.107E+11,95328734125
이엔플러스,33585289080,17464771898,8413261920,13531741784,56975754880,46639171920,1.36788E+11,1.57377E+11,2.73413E+11,1.51893E+11,2.45982E+11,2.75646E+11,2.68126E+11
비비안,60437916000,49449204000,43954848000,57072622950,69366244500,60781313250,53363932650,42306541200,1.40793E+11,1.01062E+11,88339180350,37838367300,37302075480
남해화학,5.36532E+11,3.84017E+11,3.42784E+11,4.50587E+11,5.0424E+11,4.17302E+11,5.31564E+11,5.71307E+11,4.05379E+11,4.07863E+11,5.21628E+11,4.22767E+11,3.67623E+11
넥센,2.12028E+11,4.03378E+11,4.0489E+11,4.56052E+11,4.08426E+11,4.29007E+11,4.25374E+11,3.0785E+11,3.36183E+11,2.59377E+11,2.56169E+11,2.31572E+11,2.33416E+11
넥센타이어,1.7739E+12,1.53748E+12,1.40725E+12,1.26278E+12,1.22441E+12,1.28786E+12,1.19012E+12,9.19664E+11,9.14068E+11,6.21757E+11,6.87317E+11,6.14985E+11,8.05692E+11
노루페인트,60807903040,92799672420,1.04576E+11,1.842E+11,2.27409E+11,1.75025E+11,1.77713E+11,1.6843E+11,1.69044E+11,2.04313E+11,3.07772E+11,1.61886E+11,1.93174E+11
녹십자,1.47912E+12,1.40314E+12,1.45497E+12,1.60106E+12,2.13864E+12,1.83479E+12,2.64116E+12,1.58937E+12,1.54847E+12,4.74473E+12,2.54767E+12,1.51341E+12,1.46666E+12
녹십자홀딩스,7.28333E+11,7.58614E+11,6.18356E+11,1.0178E+12,2.03731E+12,1.17693E+12,1.86861E+12,1.1942E+12,1.06165E+12,2.05911E+12,1.31954E+12,8.27355E+11,7.95306E+11
농심,1.41421E+12,1.65144E+12,1.52674E+12,1.53587E+12,2.67332E+12,2.02248E+12,2.15326E+12,1.54803E+12,1.46288E+12,1.82479E+12,1.93732E+12,2.1715E+12,2.47564E+12
농심홀딩스,2.35136E+11,2.82441E+11,3.66385E+11,4.8233E+11,7.1422E+11,5.58854E+11,5.31027E+11,3.24182E+11,3.64067E+11,3.58965E+11,3.51544E+11,3.08413E+11,3.00529E+11
KIB플러그에너지,1.48071E+11,1.05101E+11,93057813000,81562436100,69519660300,75691682300,71191105788,63987847398,1.45154E+11,1.46552E+11,1.05664E+11,79305591834,1.84807E+11
대교,6.07419E+11,6.11491E+11,6.86811E+11,6.7829E+11,8.6051E+11,7.88489E+11,7.91893E+11,6.5765E+11,5.97504E+11,3.61086E+11,3.83148E+11,2.54232E+11,2.49084E+11
대구백화점,1.38094E+11,1.65923E+11,2.14747E+11,1.69358E+11,1.59619E+11,1.5042E+11,1.304E+11,95230176800,64821449890,98909524540,1.26072E+11,1.06268E+11,98152011770
대덕전자,,,,,,,,,,6.41303E+11,1.26254E+12,9.54746E+11,1.358E+12
대동,87201171750,1.34302E+11,1.42369E+11,2.33723E+11,2.17588E+11,1.69657E+11,2.27791E+11,1.22912E+11,1.34776E+11,1.61826E+11,2.39655E+11,3.09924E+11,4.32182E+11
DL,3.21111E+12,3.10056E+12,3.39058E+12,2.38579E+12,2.42818E+12,3.14774E+12,2.9933E+12,3.71463E+12,3.30634E+12,3.09056E+12,1.3386E+12,1.29775E+12,1.11886E+12
대림통상,60900000000,62955375000,64782375000,65619750000,77343000000,92872500000,83737500000,63640500000,62727000000,60519375000,53668125000,54353250000,45294375000
대상,5.62662E+11,9.14093E+11,1.34295E+12,1.17516E+12,1.14981E+12,9.32433E+11,9.72709E+11,8.84855E+11,8.2199E+11,9.27177E+11,8.30798E+11,7.80236E+11,7.55052E+11
대신증권,7.92039E+11,7.45411E+11,5.93891E+11,6.995E+11,8.59225E+11,7.85743E+11,1.06602E+12,8.84838E+11,9.22602E+11,1.02105E+12,1.51052E+12,1.06958E+12,1.21044E+12
대영포장,35526159020,80171332120,68962543980,86630633760,1.21585E+11,1.0019E+11,90064238810,1.20318E+11,1.20318E+11,1.79393E+11,2.80742E+11,1.65844E+11,1.23136E+11
대우건설,4.36404E+12,4.13545E+12,3.06314E+12,2.44802E+12,2.32749E+12,2.11136E+12,2.46049E+12,2.24021E+12,1.97005E+12,2.07188E+12,2.39814E+12,1.7373E+12,1.72276E+12
대우부품,25735652873,25129216281,37712775565,33429817134,56808391870,74566576875,1.26501E+11,99819155625,1.00057E+11,1.32219E+11,1.17448E+11,68610780000,66061691800
한화오션,4.6508E+12,5.19626E+12,6.69868E+12,3.56944E+12,9.70351E+11,1.2249E+12,1.4599E+12,3.66108E+12,2.98568E+12,2.93976E+12,2.47305E+12,2.03316E+12,7.68961E+12
대웅,1.66761E+11,2.63965E+11,4.65136E+11,5.25022E+11,6.58167E+11,5.12231E+11,1.12505E+12,1.03493E+12,7.52939E+11,2.92454E+12,1.80531E+12,1.18319E+12,1.20063E+12
대웅제약,3.18829E+11,5.38341E+11,8.82897E+11,7.78618E+11,8.23805E+11,7.95998E+11,1.90599E+12,2.18407E+12,1.59315E+12,1.91178E+12,1.71481E+12,1.83647E+12,1.35331E+12
대원강업,2.9884E+11,5.3506E+11,4.6252E+11,3.72E+11,3.0008E+11,2.7776E+11,2.3188E+11,2.4025E+11,2.1049E+11,2.3715E+11,2.3126E+11,2.1018E+11,3.3728E+11
대원제약,64354834560,1.28662E+11,1.62903E+11,2.38865E+11,3.03068E+11,3.46557E+11,3.87728E+11,3.08442E+11,3.40164E+11,3.92726E+11,3.53393E+11,4.11838E+11,3.47498E+11
대유에이텍,1.83209E+11,1.29177E+11,94560961600,1.39861E+11,2.00269E+11,1.5328E+11,96925916885,1.35338E+11,96010556326,90344009015,1.49047E+11,82007542008,46553819398
대유플러스,1.83813E+11,1.29836E+11,1.15894E+11,1.08388E+11,1.04863E+11,83273897070,64327983980,85982820840,81615994000,90647063199,1.59113E+11,90749080500,20865059985
대창,1.01575E+11,1.18175E+11,90770206006,80112498621,99343143910,90867077503,96153226445,84304961575,1.29875E+11,1.40356E+11,1.65876E+11,1.09824E+11,1.15384E+11
대한유화,5.8175E+11,3.432E+11,5.668E+11,4.6085E+11,1.118E+12,1.79075E+12,1.71275E+12,9.9775E+11,7.6375E+11,1.495E+12,1.1895E+12,1.11475E+12,9.945E+11
대한제강,1.54592E+11,1.96927E+11,1.42951E+11,1.40486E+11,2.05554E+11,2.3439E+11,2.33405E+11,1.37775E+11,1.4862E+11,2.56326E+11,3.83257E+11,2.67417E+11,3.02514E+11
대한제당,1.86025E+11,2.01539E+11,2.21451E+11,1.96635E+11,1.88168E+11,2.22896E+11,2.28787E+11,1.7924E+11,1.88157E+11,2.15221E+11,2.91564E+11,2.43447E+11,3.0491E+11
대한제분,2.8561E+11,2.3491E+11,2.59415E+11,2.62795E+11,3.1096E+11,3.042E+11,2.81385E+11,2.9744E+11,2.49275E+11,2.8054E+11,2.61105E+11,2.23925E+11,2.15982E+11
대한항공,3.15007E+12,3.27818E+12,1.84261E+12,2.80342E+12,2.03171E+12,2.00605E+12,3.22654E+12,3.14978E+12,2.72507E+12,4.78682E+12,1.025E+13,8.48477E+12,8.82808E+12
대한화섬,99998400000,83531200000,81008000000,97076800000,1.328E+11,1.38776E+11,1.52056E+11,1.40104E+11,1.18856E+11,1.35456E+11,1.64672E+11,1.55376E+11,1.4037E+11
하이스틸,51133894400,46498698000,36898966800,31699112400,38298927600,41998824000,44798745600,53798493600,38298927600,38598919200,55298451600,66631854300,66328982235
한국가스공사,3.22276E+12,5.80407E+12,6.14805E+12,4.57411E+12,3.40173E+12,4.47256E+12,3.92792E+12,4.44949E+12,3.49405E+12,2.85247E+12,3.60944E+12,3.34173E+12,2.28013E+12
한국공항,97207098500,85491585000,72034576250,1.30296E+11,92615883750,1.35203E+11,1.67184E+11,1.35203E+11,1.43119E+11,1.19213E+11,1.38845E+11,1.27446E+11,1.56735E+11
한국내화,52613156890,71220213680,81966120720,72706349760,70991577360,71906122640,68933850480,1.26207E+11,92483391440,95912936240,1.44761E+11,1.15604E+11,1.24023E+11
한국단자,2.28609E+11,3.03077E+11,4.32223E+11,7.03013E+11,1.02275E+12,8.19661E+11,6.96764E+11,4.22849E+11,4.45241E+11,6.47813E+11,7.94665E+11,5.39497E+11,7.81125E+11
한국석유,21457800000,20769840000,31449600000,47108880000,65454480000,67485600000,63226800000,88124400000,67813200000,66502800000,1.43444E+11,1.30749E+11,1.43317E+11
한국쉘석유,2.652E+11,3.2045E+11,6.0905E+11,5.2845E+11,6.1295E+11,5.759E+11,4.992E+11,4.3745E+11,4.199E+11,3.3605E+11,3.3475E+11,3.0355E+11,2.938E+11
한국전력,1.64022E+13,1.95478E+13,2.23083E+13,2.74119E+13,3.20982E+13,2.82785E+13,2.44909E+13,2.1249E+13,1.78466E+13,1.75898E+13,1.41874E+13,1.39948E+13,1.21331E+13
한국제지,97096010600,1.03602E+11,1.33382E+11,1.44393E+11,1.75173E+11,1.54152E+11,1.12111E+11,81580668700,85334380450,,,,
한국제지,50276506350,53136715975,14184823980,23435828370,42808828500,42513595200,35013529370,40796935860,73611862530,1.03613E+11,92676425170,64758371625,2.14331E+11
한국주철관,72049580000,82309805000,83335827500,1.14003E+11,2.66766E+11,2.26181E+11,2.0452E+11,2.23445E+11,2.35985E+11,1.89928E+11,2.07485E+11,1.54587E+11,1.57551E+11
한국철강,2.09528E+11,2.58801E+11,2.26106E+11,2.69393E+11,3.72545E+11,3.41231E+11,3.47678E+11,2.54196E+11,2.17817E+11,3.01167E+11,3.56427E+11,2.58521E+11,2.79321E+11
한국카본,1.66085E+11,2.72179E+11,3.09021E+11,2.37782E+11,2.6689E+11,2.65963E+11,2.3563E+11,3.09484E+11,3.44213E+11,5.91272E+11,4.72578E+11,4.85766E+11,6.04214E+11
한국앤컴퍼니,6.88659E+12,5.60634E+11,2.05109E+12,2.27434E+12,1.62785E+12,1.93017E+12,1.75808E+12,1.54413E+12,1.33949E+12,1.36275E+12,1.49048E+12,1.32435E+12,1.48099E+12
한국무브넥스,76430554200,74603529000,73385512200,1.05358E+11,87392705400,82825142400,60291831600,41412571200,66990924000,1.11753E+11,81607125600,82216134000,2.81971E+11
한국화장품제조,17244260000,21662960000,14932940000,36210680000,1.53182E+11,1.2395E+11,2.18896E+11,1.61792E+11,1.40719E+11,1.67911E+11,1.16926E+11,1.29389E+11,1.06049E+11
한농화성,53478683640,51836794230,60828093380,57857055400,60593537750,1.00546E+11,65284650350,62626353210,66535613710,1.3917E+11,2.54884E+11,1.55901E+11,2.46596E+11
한독,1.4152E+11,2.3258E+11,1.9488E+11,2.49363E+11,3.69636E+11,3.30595E+11,4.15605E+11,4.2254E+11,3.11744E+11,4.58326E+11,3.13809E+11,2.30539E+11,1.96819E+11
한미글로벌,57155000000,47925000000,48422000000,59222658640,1.18096E+11,96289065560,97482219510,1.04316E+11,1.05192E+11,1.14506E+11,1.33134E+11,2.94758E+11,2.25178E+11
한미반도체,1.59464E+11,1.71672E+11,2.84848E+11,4.12012E+11,3.17911E+11,3.92937E+11,7.53448E+11,4.45202E+11,4.63514E+11,9.32177E+11,1.87206E+12,1.1194E+12,6.00583E+12
한샘,4.78915E+11,4.36554E+11,1.18376E+12,2.69463E+12,5.4481E+12,4.68325E+12,4.23611E+12,1.58619E+12,1.46381E+12,2.4593E+12,2.17924E+12,1.04961E+12,1.25907E+12
한섬,7.31511E+11,7.25354E+11,7.77077E+11,8.01707E+11,9.99978E+11,8.58356E+11,7.74614E+11,8.92838E+11,7.77077E+11,7.45058E+11,8.76828E+11,6.66242E+11,4.70926E+11
한성기업,58066280600,46507803990,32922485510,34511091300,49246779490,45357434280,35880579050,34475790510,32766714360,51601069650,39927181450,31916907100,35953091850
한세실업,2.836E+11,6.62E+11,7.76E+11,1.588E+12,2.12E+12,1.026E+12,1.078E+12,7.94E+11,6.92E+11,7E+11,8.78E+11,6.16E+11,8.42E+11
한솔로지스틱스,71975628000,1.7826E+11,1.23318E+11,1.10408E+11,56682342000,45724854375,33778721250,36407588125,42177847375,63610238875,1.07986E+11,77486338500,67992951250
한솔케미칼,2.11785E+11,2.69955E+11,3.08924E+11,4.39948E+11,7.01432E+11,9.4089E+11,8.18902E+11,8.75378E+11,1.19729E+12,2.21951E+12,3.4629E+12,2.10268E+12,2.57309E+12
한솔테크닉스,1.73956E+11,1.67743E+11,3.35255E+11,3.05293E+11,6.33448E+11,3.41598E+11,3.69235E+11,1.37523E+11,2.87062E+11,3.25915E+11,2.50778E+11,1.6376E+11,2.22843E+11
한솔PNS,21880750080,22948739072,32971241415,31729646550,44697415140,42625464960,29509937280,27768031260,35555375820,35452910760,40678628820,31969098720,25800702108
한솔홀딩스,3.72989E+11,3.97855E+11,4.92957E+11,4.64601E+11,2.67089E+11,3.10611E+11,2.11633E+11,2.31799E+11,1.85196E+11,1.54802E+11,1.4913E+11,1.37368E+11,1.20565E+11
한양증권,85006367600,86649183040,82471052160,92807523340,97989689560,96229871500,1.03063E+11,91240887220,1.04702E+11,1.26125E+11,2.10023E+11,1.11248E+11,1.23305E+11
한온시스템,2.32737E+12,2.53021E+12,4.13695E+12,5.16718E+12,5.54084E+12,5.49814E+12,7.41982E+12,5.76504E+12,5.95187E+12,8.67425E+12,7.17961E+12,4.31844E+12,3.8914E+12
한올바이오파마,3.40686E+11,3.56384E+11,1.74322E+11,1.60526E+11,6.77682E+11,6.86964E+11,1.27467E+12,1.89111E+12,1.89634E+12,1.95902E+12,1.09967E+12,9.29883E+11,2.31426E+12
한익스프레스,26760000000,24960000000,26760000000,46320000000,1.44E+11,89760000000,53280000000,52140000000,52920000000,85320000000,75840000000,63120000000,78600000000
한전KPS,1.854E+12,2.7405E+12,2.466E+12,3.5865E+12,4.005E+12,2.439E+12,1.827E+12,1.494E+12,1.76175E+12,1.3365E+12,1.73475E+12,1.494E+12,1.53225E+12
한전기술,3.53917E+12,2.67922E+12,2.31231E+12,1.96069E+12,1.32241E+12,9.03903E+11,9.09636E+11,7.98798E+11,7.66311E+11,6.82227E+11,3.2487E+12,2.08681E+12,2.37346E+12
한진,2.59251E+11,2.36499E+11,2.28117E+11,6.49026E+11,5.55624E+11,3.4487E+11,3.11341E+11,6.44236E+11,3.5924E+11,7.14497E+11,4.49924E+11,3.14648E+11,3.71449E+11
HJ중공업,8.95751E+11,6.03606E+11,8.34926E+11,4.54672E+11,3.98925E+11,3.56867E+11,3.51034E+11,1.75517E+11,4.15122E+11,6.09568E+11,6.69525E+11,3.26019E+11,3.70571E+11
한진중공업홀딩스,2.08776E+11,2.1793E+11,2.82305E+11,2.40373E+11,1.77474E+11,1.49126E+11,1.19005E+11,86522349160,76482213080,1.24763E+11,1.22992E+11,1.15019E+11,94938345580
한창,10682162590,17436046034,14748276092,41867185635,1.77806E+11,2.03995E+11,58751894245,62542339035,94281628990,98849598120,67792123035,72805827556,24467425205
한창제지,27087134096,27965915164,31274267420,34427540664,79059418950,68319271470,60264160860,1.77212E+11,1.82583E+11,1.48572E+11,1.22318E+11,79656093810,55252092036
한화,2.49095E+12,2.56886E+12,2.94543E+12,2.34939E+12,2.96545E+12,3.01368E+12,3.52886E+12,2.68551E+12,2.19638E+12,2.4488E+12,2.7318E+12,2.24963E+12,2.25876E+12
한화손해보험,3.60668E+11,2.9682E+11,4.15584E+11,4.16945E+11,7.07764E+11,6.56042E+11,9.50255E+11,6.89927E+11,3.29787E+11,4.47694E+11,4.33101E+11,5.44003E+11,4.72793E+11
한화솔루션,3.46101E+12,2.58247E+12,3.03264E+12,1.91847E+12,4.42324E+12,4.08518E+12,5.22646E+12,3.30809E+12,3.05754E+12,7.72875E+12,6.83185E+12,8.26296E+12,6.85697E+12
한화에어로스페이스,2.82652E+12,3.17186E+12,2.89027E+12,1.26715E+12,1.88877E+12,2.3085E+12,1.86993E+12,1.6913E+12,1.80718E+12,1.44296E+12,2.43024E+12,3.72637E+12,6.30344E+12
한화투자증권,3.93838E+11,3.61664E+11,2.92145E+11,3.2178E+11,3.43347E+11,3.68471E+11,4.77163E+11,3.60761E+11,4.52761E+11,4.8778E+11,1.4348E+12,5.28379E+11,7.96786E+11
HDC현대EP,1.70027E+11,1.52642E+11,2.02565E+11,2.27766E+11,3.509E+11,2.98584E+11,2.1692E+11,1.37011E+11,1.59819E+11,2.11178E+11,1.89805E+11,1.26165E+11,1.45464E+11
현대건설,7.84315E+12,7.79776E+12,6.76249E+12,4.69134E+12,3.18324E+12,4.77069E+12,4.0469E+12,6.09564E+12,4.72285E+12,4.18757E+12,5.02739E+12,3.94432E+12,3.94063E+12
현대그린푸드,,,,,,,,,,,,,3.88953E+11
현대글로비스,7.2E+12,8.30625E+12,8.6625E+12,1.09313E+13,7.2375E+12,5.79375E+12,5.1E+12,4.8375E+12,5.3625E+12,6.9E+12,6.3E+12,6.13125E+12,7.18125E+12
현대리바트,1.34986E+11,1.02534E+11,2.12318E+11,6.54217E+11,6.04158E+11,4.09101E+11,6.57129E+11,4.11732E+11,2.74146E+11,3.27538E+11,3.1111E+11,1.76398E+11,1.59354E+11
현대모비스,2.84282E+13,2.80377E+13,2.85752E+13,2.29739E+13,2.39953E+13,2.56988E+13,2.56014E+13,1.84953E+13,2.43985E+13,2.42865E+13,2.40689E+13,1.89042E+13,2.21963E+13
HD현대미포,2.24E+12,2.54E+12,3.56E+12,1.394E+12,1.042E+12,1.344E+12,1.574E+12,2.39653E+12,1.83934E+12,1.91722E+12,2.79595E+12,3.37511E+12,3.39109E+12
