Symbol,Name,결산월,회계년,주기,ROE(영업이익)(%)
A028260,삼성물산,12,2012,Annual,1.83
A028260,삼성물산,12,2013,Annual,2.87
A028260,삼성물산,12,2014,Annual,4.62
A028260,삼성물산,12,2015,Annual,0.31
A028260,삼성물산,12,2016,Annual,0.71
A028260,삼성물산,12,2017,Annual,3.81
A028260,삼성물산,12,2018,Annual,4.63
A028260,삼성물산,12,2019,Annual,3.52
A028260,삼성물산,12,2020,Annual,2.87
A028260,삼성물산,12,2021,Annual,3.61
A028260,삼성물산,12,2022,Annual,7.74
A028260,삼성물산,12,2023,Annual,7.99
A028260,삼성물산,12,2024,Annual,
A051910,LG화학,12,2011,Annual,32.12
A051910,LG화학,12,2012,Annual,18.66
