Symbol,Name,결산월,회계년,주기,ROE(영업이익)(%)
A282330,BGF리테일,12,2011,Annual,
A282330,BGF리테일,12,2012,Annual,
A282330,BGF리테일,12,2013,Annual,
A282330,BGF리테일,12,2014,Annual,
A282330,BGF리테일,12,2015,Annual,
A282330,BGF리테일,12,2016,Annual,
A282330,BGF리테일,12,2017,Annual,
A282330,BGF리테일,12,2018,Annual,41.64
A282330,BGF리테일,12,2019,Annual,34.37
A282330,BGF리테일,12,2020,Annual,24.59
A282330,BGF리테일,12,2021,Annual,26.48
A282330,BGF리테일,12,2022,Annual,28.49
A282330,BGF리테일,12,2023,Annual,24.86
A282330,BGF리테일,12,2024,Annual,
A008770,호텔신라,12,2011,Annual,16.65
A008770,호텔신라,12,2012,Annual,20.03
A008770,호텔신라,12,2013,Annual,12.66
A008770,호텔신라,12,2014,Annual,19.73
A008770,호텔신라,12,2015,Annual,10.47
A008770,호텔신라,12,2016,Annual,11.24
A008770,호텔신라,12,2017,Annual,10.99
A008770,호텔신라,12,2018,Annual,29.18
A008770,호텔신라,12,2019,Annual,35.13
A008770,호텔신라,12,2020,Annual,-24.01
A008770,호텔신라,12,2021,Annual,19.79
A008770,호텔신라,12,2022,Annual,14.03
A008770,호텔신라,12,2023,Annual,15.89
A008770,호텔신라,12,2024,Annual,
A007660,이수페타시스,12,2011,Annual,7.76
A007660,이수페타시스,12,2012,Annual,18.40
A007660,이수페타시스,12,2013,Annual,25.08
A007660,이수페타시스,12,2014,Annual,5.07
A007660,이수페타시스,12,2015,Annual,10.17
A007660,이수페타시스,12,2016,Annual,5.58
A007660,이수페타시스,12,2017,Annual,-4.33
A007660,이수페타시스,12,2018,Annual,4.28
A007660,이수페타시스,12,2019,Annual,-18.89
A007660,이수페타시스,12,2020,Annual,18.12
A007660,이수페타시스,12,2021,Annual,49.19
A007660,이수페타시스,12,2022,Annual,67.06
A007660,이수페타시스,12,2023,Annual,25.42
A007660,이수페타시스,12,2024,Annual,
A052690,한전기술,12,2011,Annual,37.93
A052690,한전기술,12,2012,Annual,38.02
A052690,한전기술,12,2013,Annual,8.37
A052690,한전기술,12,2014,Annual,16.87
A052690,한전기술,12,2015,Annual,3.53
A052690,한전기술,12,2016,Annual,3.03
A052690,한전기술,12,2017,Annual,7.58
A052690,한전기술,12,2018,Annual,4.68
A052690,한전기술,12,2019,Annual,9.24
A052690,한전기술,12,2020,Annual,5.97
A052690,한전기술,12,2021,Annual,2.00
A052690,한전기술,12,2022,Annual,2.64
A052690,한전기술,12,2023,Annual,5.24
A052690,한전기술,12,2024,Annual,
A028670,팬오션,12,2011,Annual,-5.07
A028670,팬오션,12,2012,Annual,-10.06
A028670,팬오션,12,2013,Annual,-21.99
A028670,팬오션,12,2014,Annual,25.96
A028670,팬오션,12,2015,Annual,11.90
A028670,팬오션,12,2016,Annual,6.72
A028670,팬오션,12,2017,Annual,7.84
A028670,팬오션,12,2018,Annual,8.04
A028670,팬오션,12,2019,Annual,7.55
A028670,팬오션,12,2020,Annual,7.89
A028670,팬오션,12,2021,Annual,17.89
A028670,팬오션,12,2022,Annual,19.52
A028670,팬오션,12,2023,Annual,8.38
A028670,팬오션,12,2024,Annual,
A000150,두산,12,2011,Annual,11.56
A000150,두산,12,2012,Annual,15.13
A000150,두산,12,2013,Annual,14.07
A000150,두산,12,2014,Annual,11.11
A000150,두산,12,2015,Annual,0.82
A000150,두산,12,2016,Annual,11.34
A000150,두산,12,2017,Annual,15.06
A000150,두산,12,2018,Annual,15.95
A000150,두산,12,2019,Annual,17.60
A000150,두산,12,2020,Annual,-0.28
A000150,두산,12,2021,Annual,11.39
A000150,두산,12,2022,Annual,12.04
A000150,두산,12,2023,Annual,13.36
A000150,두산,12,2024,Annual,
A002380,KCC,12,2011,Annual,2.25
A002380,KCC,12,2012,Annual,3.98
A002380,KCC,12,2013,Annual,4.61
A002380,KCC,12,2014,Annual,4.83
A002380,KCC,12,2015,Annual,5.11
A002380,KCC,12,2016,Annual,5.52
A002380,KCC,12,2017,Annual,5.57
A002380,KCC,12,2018,Annual,3.46
A002380,KCC,12,2019,Annual,2.61
A002380,KCC,12,2020,Annual,2.76
A002380,KCC,12,2021,Annual,7.32
A002380,KCC,12,2022,Annual,8.56
A002380,KCC,12,2023,Annual,5.68
A002380,KCC,12,2024,Annual,
A112610,씨에스윈드,12,2011,Annual,7.31
A112610,씨에스윈드,12,2012,Annual,15.40
A112610,씨에스윈드,12,2013,Annual,28.16
A112610,씨에스윈드,12,2014,Annual,31.74
A112610,씨에스윈드,12,2015,Annual,11.69
A112610,씨에스윈드,12,2016,Annual,-7.58
A112610,씨에스윈드,12,2017,Annual,11.79
A112610,씨에스윈드,12,2018,Annual,10.56
A112610,씨에스윈드,12,2019,Annual,17.47
A112610,씨에스윈드,12,2020,Annual,23.99
A112610,씨에스윈드,12,2021,Annual,14.58
A112610,씨에스윈드,12,2022,Annual,4.50
A112610,씨에스윈드,12,2023,Annual,11.18
A112610,씨에스윈드,12,2024,Annual,
A030000,제일기획,12,2011,Annual,15.35
A030000,제일기획,12,2012,Annual,17.84
A030000,제일기획,12,2013,Annual,19.01
A030000,제일기획,12,2014,Annual,16.34
A030000,제일기획,12,2015,Annual,15.12
A030000,제일기획,12,2016,Annual,18.97
A030000,제일기획,12,2017,Annual,19.18
A030000,제일기획,12,2018,Annual,20.71
A030000,제일기획,12,2019,Annual,22.25
A030000,제일기획,12,2020,Annual,20.78
A030000,제일기획,12,2021,Annual,23.16
A030000,제일기획,12,2022,Annual,26.52
A030000,제일기획,12,2023,Annual,24.41
A030000,제일기획,12,2024,Annual,
A020150,롯데에너지머티리얼즈,12,2011,Annual,4.53
A020150,롯데에너지머티리얼즈,12,2012,Annual,-2.29
A020150,롯데에너지머티리얼즈,12,2013,Annual,-5.33
A020150,롯데에너지머티리얼즈,12,2014,Annual,-9.88
A020150,롯데에너지머티리얼즈,12,2015,Annual,5.49
A020150,롯데에너지머티리얼즈,12,2016,Annual,11.00
A020150,롯데에너지머티리얼즈,12,2017,Annual,12.00
A020150,롯데에너지머티리얼즈,12,2018,Annual,9.20
A020150,롯데에너지머티리얼즈,12,2019,Annual,6.97
A020150,롯데에너지머티리얼즈,12,2020,Annual,6.10
A020150,롯데에너지머티리얼즈,12,2021,Annual,6.35
A020150,롯데에너지머티리얼즈,12,2022,Annual,5.08
A020150,롯데에너지머티리얼즈,12,2023,Annual,0.60
A020150,롯데에너지머티리얼즈,12,2024,Annual,
A003230,삼양식품,12,2011,Annual,10.40
A003230,삼양식품,12,2012,Annual,4.77
A003230,삼양식품,12,2013,Annual,6.27
A003230,삼양식품,12,2014,Annual,5.89
A003230,삼양식품,12,2015,Annual,4.35
A003230,삼양식품,12,2016,Annual,14.86
A003230,삼양식품,12,2017,Annual,22.76
A003230,삼양식품,12,2018,Annual,25.22
A003230,삼양식품,12,2019,Annual,29.99
A003230,삼양식품,12,2020,Annual,30.03
A003230,삼양식품,12,2021,Annual,17.60
A003230,삼양식품,12,2022,Annual,21.25
A003230,삼양식품,12,2023,Annual,28.60
A003230,삼양식품,12,2024,Annual,
A014680,한솔케미칼,12,2011,Annual,16.42
A014680,한솔케미칼,12,2012,Annual,16.04
A014680,한솔케미칼,12,2013,Annual,14.60
A014680,한솔케미칼,12,2014,Annual,13.69
A014680,한솔케미칼,12,2015,Annual,21.30
A014680,한솔케미칼,12,2016,Annual,27.95
A014680,한솔케미칼,12,2017,Annual,21.63
A014680,한솔케미칼,12,2018,Annual,22.33
A014680,한솔케미칼,12,2019,Annual,22.97
A014680,한솔케미칼,12,2020,Annual,26.59
A014680,한솔케미칼,12,2021,Annual,28.44
A014680,한솔케미칼,12,2022,Annual,22.96
A014680,한솔케미칼,12,2023,Annual,13.84
A014680,한솔케미칼,12,2024,Annual,
A007070,GS리테일,12,2011,Annual,6.68
A007070,GS리테일,12,2012,Annual,9.49
A007070,GS리테일,12,2013,Annual,9.88
A007070,GS리테일,12,2014,Annual,8.70
A007070,GS리테일,12,2015,Annual,11.76
A007070,GS리테일,12,2016,Annual,9.66
A007070,GS리테일,12,2017,Annual,6.98
A007070,GS리테일,12,2018,Annual,7.43
A007070,GS리테일,12,2019,Annual,9.51
A007070,GS리테일,12,2020,Annual,9.65
A007070,GS리테일,12,2021,Annual,6.20
A007070,GS리테일,12,2022,Annual,8.15
A007070,GS리테일,12,2023,Annual,8.90
A007070,GS리테일,12,2024,Annual,
A457190,이수스페셜티케미컬,12,2011,Annual,
A457190,이수스페셜티케미컬,12,2012,Annual,
A457190,이수스페셜티케미컬,12,2013,Annual,
A457190,이수스페셜티케미컬,12,2014,Annual,
A457190,이수스페셜티케미컬,12,2015,Annual,
A457190,이수스페셜티케미컬,12,2016,Annual,
A457190,이수스페셜티케미컬,12,2017,Annual,
A457190,이수스페셜티케미컬,12,2018,Annual,
A457190,이수스페셜티케미컬,12,2019,Annual,
A457190,이수스페셜티케미컬,12,2020,Annual,
A457190,이수스페셜티케미컬,12,2021,Annual,
A457190,이수스페셜티케미컬,12,2022,Annual,
A457190,이수스페셜티케미컬,12,2023,Annual,
A457190,이수스페셜티케미컬,12,2024,Annual,
A000880,한화,12,2011,Annual,6.03
A000880,한화,12,2012,Annual,15.67
A000880,한화,12,2013,Annual,8.09
A000880,한화,12,2014,Annual,4.51
A000880,한화,12,2015,Annual,5.89
A000880,한화,12,2016,Annual,12.10
A000880,한화,12,2017,Annual,14.30
A000880,한화,12,2018,Annual,10.97
A000880,한화,12,2019,Annual,6.39
A000880,한화,12,2020,Annual,8.61
A000880,한화,12,2021,Annual,14.75
A000880,한화,12,2022,Annual,8.59
A000880,한화,12,2023,Annual,7.27
A000880,한화,12,2024,Annual,
A023530,롯데쇼핑,12,2011,Annual,11.97
A023530,롯데쇼핑,12,2012,Annual,9.66
A023530,롯데쇼핑,12,2013,Annual,9.10
A023530,롯데쇼핑,12,2014,Annual,6.90
A023530,롯데쇼핑,12,2015,Annual,4.93
A023530,롯데쇼핑,12,2016,Annual,4.44
A023530,롯데쇼핑,12,2017,Annual,5.23
A023530,롯데쇼핑,12,2018,Annual,4.63
A023530,롯데쇼핑,12,2019,Annual,3.53
A023530,롯데쇼핑,12,2020,Annual,3.03
A023530,롯데쇼핑,12,2021,Annual,1.81
A023530,롯데쇼핑,12,2022,Annual,3.38
A023530,롯데쇼핑,12,2023,Annual,4.65
A023530,롯데쇼핑,12,2024,Annual,
A073240,금호타이어,12,2011,Annual,35.96
A073240,금호타이어,12,2012,Annual,50.06
A073240,금호타이어,12,2013,Annual,33.45
A073240,금호타이어,12,2014,Annual,29.09
A073240,금호타이어,12,2015,Annual,10.51
A073240,금호타이어,12,2016,Annual,9.28
A073240,금호타이어,12,2017,Annual,-15.81
A073240,금호타이어,12,2018,Annual,-8.65
A073240,금호타이어,12,2019,Annual,4.36
A073240,금호타이어,12,2020,Annual,-0.36
A073240,금호타이어,12,2021,Annual,-3.39
A073240,금호타이어,12,2022,Annual,1.83
A073240,금호타이어,12,2023,Annual,31.09
A073240,금호타이어,12,2024,Annual,
A009420,한올바이오파마,12,2011,Annual,-12.48
A009420,한올바이오파마,12,2012,Annual,-4.74
A009420,한올바이오파마,12,2013,Annual,-18.78
A009420,한올바이오파마,12,2014,Annual,1.55
A009420,한올바이오파마,12,2015,Annual,-6.07
A009420,한올바이오파마,12,2016,Annual,0.29
A009420,한올바이오파마,12,2017,Annual,3.28
A009420,한올바이오파마,12,2018,Annual,4.80
A009420,한올바이오파마,12,2019,Annual,13.28
A009420,한올바이오파마,12,2020,Annual,3.69
A009420,한올바이오파마,12,2021,Annual,5.86
A009420,한올바이오파마,12,2022,Annual,0.91
A009420,한올바이오파마,12,2023,Annual,1.25
A009420,한올바이오파마,12,2024,Annual,
A010060,OCI홀딩스,12,2011,Annual,37.22
A010060,OCI홀딩스,12,2012,Annual,4.23
A010060,OCI홀딩스,12,2013,Annual,-3.09
A010060,OCI홀딩스,12,2014,Annual,-2.33
A010060,OCI홀딩스,12,2015,Annual,-4.45
A010060,OCI홀딩스,12,2016,Annual,4.07
A010060,OCI홀딩스,12,2017,Annual,8.52
A010060,OCI홀딩스,12,2018,Annual,4.59
A010060,OCI홀딩스,12,2019,Annual,-5.85
A010060,OCI홀딩스,12,2020,Annual,-3.40
A010060,OCI홀딩스,12,2021,Annual,22.72
A010060,OCI홀딩스,12,2022,Annual,21.09
A010060,OCI홀딩스,12,2023,Annual,13.58
A010060,OCI홀딩스,12,2024,Annual,
A026960,동서,12,2011,Annual,6.11
A026960,동서,12,2012,Annual,5.82
A026960,동서,12,2013,Annual,5.29
A026960,동서,12,2014,Annual,5.21
A026960,동서,12,2015,Annual,4.41
A026960,동서,12,2016,Annual,3.90
A026960,동서,12,2017,Annual,3.90
A026960,동서,12,2018,Annual,3.41
A026960,동서,12,2019,Annual,3.15
A026960,동서,12,2020,Annual,3.28
A026960,동서,12,2021,Annual,2.70
A026960,동서,12,2022,Annual,2.62
A026960,동서,12,2023,Annual,2.76
A026960,동서,12,2024,Annual,
A000990,DB하이텍,12,2011,Annual,-10.02
A000990,DB하이텍,12,2012,Annual,-5.21
A000990,DB하이텍,12,2013,Annual,-3.88
A000990,DB하이텍,12,2014,Annual,28.00
A000990,DB하이텍,12,2015,Annual,66.69
A000990,DB하이텍,12,2016,Annual,57.86
A000990,DB하이텍,12,2017,Annual,35.90
A000990,DB하이텍,12,2018,Annual,22.28
A000990,DB하이텍,12,2019,Annual,30.14
A000990,DB하이텍,12,2020,Annual,33.26
A000990,DB하이텍,12,2021,Annual,42.00
A000990,DB하이텍,12,2022,Annual,55.60
A000990,DB하이텍,12,2023,Annual,15.73
A000990,DB하이텍,12,2024,Annual,
A278470,에이피알,12,2011,Annual,
A278470,에이피알,12,2012,Annual,
A278470,에이피알,12,2013,Annual,
A278470,에이피알,12,2014,Annual,
A278470,에이피알,12,2015,Annual,
A278470,에이피알,12,2016,Annual,150.44
A278470,에이피알,12,2017,Annual,22.93
A278470,에이피알,12,2018,Annual,N/A(IFRS)
A278470,에이피알,12,2019,Annual,80.99
A278470,에이피알,12,2020,Annual,47.37
A278470,에이피알,12,2021,Annual,24.25
A278470,에이피알,12,2022,Annual,47.47
A278470,에이피알,12,2023,Annual,70.35
A278470,에이피알,12,2024,Annual,
A139480,이마트,12,2011,Annual,
A139480,이마트,12,2012,Annual,12.56
A139480,이마트,12,2013,Annual,11.46
A139480,이마트,12,2014,Annual,8.47
A139480,이마트,12,2015,Annual,7.05
A139480,이마트,12,2016,Annual,7.40
A139480,이마트,12,2017,Annual,6.92
A139480,이마트,12,2018,Annual,5.25
A139480,이마트,12,2019,Annual,1.58
A139480,이마트,12,2020,Annual,2.29
A139480,이마트,12,2021,Annual,2.77
A139480,이마트,12,2022,Annual,1.05
A139480,이마트,12,2023,Annual,-0.34
A139480,이마트,12,2024,Annual,
A006040,동원산업,12,2011,Annual,19.92
A006040,동원산업,12,2012,Annual,25.92
A006040,동원산업,12,2013,Annual,18.35
A006040,동원산업,12,2014,Annual,12.29
A006040,동원산업,12,2015,Annual,8.20
A006040,동원산업,12,2016,Annual,20.19
A006040,동원산업,12,2017,Annual,26.50
A006040,동원산업,12,2018,Annual,18.93
A006040,동원산업,12,2019,Annual,18.87
A006040,동원산업,12,2020,Annual,25.83
A006040,동원산업,12,2021,Annual,25.94
A006040,동원산업,12,2022,Annual,17.86
A006040,동원산업,12,2023,Annual,15.38
A006040,동원산업,12,2024,Annual,
A103140,풍산,12,2011,Annual,10.53
A103140,풍산,12,2012,Annual,13.38
A103140,풍산,12,2013,Annual,13.58
A103140,풍산,12,2014,Annual,12.50
A103140,풍산,12,2015,Annual,10.37
A103140,풍산,12,2016,Annual,18.71
A103140,풍산,12,2017,Annual,18.95
A103140,풍산,12,2018,Annual,8.00
A103140,풍산,12,2019,Annual,2.98
A103140,풍산,12,2020,Annual,8.57
A103140,풍산,12,2021,Annual,20.06
A103140,풍산,12,2022,Annual,13.13
A103140,풍산,12,2023,Annual,12.01
A103140,풍산,12,2024,Annual,
A111770,영원무역,12,2011,Annual,34.48
A111770,영원무역,12,2012,Annual,29.63
A111770,영원무역,12,2013,Annual,20.32
A111770,영원무역,12,2014,Annual,19.38
A111770,영원무역,12,2015,Annual,16.58
A111770,영원무역,12,2016,Annual,13.10
A111770,영원무역,12,2017,Annual,13.33
A111770,영원무역,12,2018,Annual,13.39
A111770,영원무역,12,2019,Annual,13.09
A111770,영원무역,12,2020,Annual,13.11
A111770,영원무역,12,2021,Annual,19.99
A111770,영원무역,12,2022,Annual,29.67
A111770,영원무역,12,2023,Annual,19.01
A111770,영원무역,12,2024,Annual,
A007310,오뚜기,12,2011,Annual,14.98
A007310,오뚜기,12,2012,Annual,17.37
A007310,오뚜기,12,2013,Annual,15.02
A007310,오뚜기,12,2014,Annual,14.81
A007310,오뚜기,12,2015,Annual,15.05
A007310,오뚜기,12,2016,Annual,14.36
A007310,오뚜기,12,2017,Annual,13.36
A007310,오뚜기,12,2018,Annual,12.50
A007310,오뚜기,12,2019,Annual,11.31
A007310,오뚜기,12,2020,Annual,14.23
A007310,오뚜기,12,2021,Annual,11.18
A007310,오뚜기,12,2022,Annual,10.65
A007310,오뚜기,12,2023,Annual,12.71
A007310,오뚜기,12,2024,Annual,
A004170,신세계,12,2011,Annual,5.29
A004170,신세계,12,2012,Annual,9.46
A004170,신세계,12,2013,Annual,9.51
A004170,신세계,12,2014,Annual,7.91
A004170,신세계,12,2015,Annual,6.87
A004170,신세계,12,2016,Annual,5.74
A004170,신세계,12,2017,Annual,7.19
A004170,신세계,12,2018,Annual,8.01
A004170,신세계,12,2019,Annual,8.90
A004170,신세계,12,2020,Annual,1.67
A004170,신세계,12,2021,Annual,9.56
A004170,신세계,12,2022,Annual,10.74
A004170,신세계,12,2023,Annual,10.16
A004170,신세계,12,2024,Annual,
A012510,더존비즈온,12,2011,Annual,27.63
A012510,더존비즈온,12,2012,Annual,32.79
A012510,더존비즈온,12,2013,Annual,21.24
A012510,더존비즈온,12,2014,Annual,19.70
A012510,더존비즈온,12,2015,Annual,23.15
A012510,더존비즈온,12,2016,Annual,26.86
A012510,더존비즈온,12,2017,Annual,30.10
A012510,더존비즈온,12,2018,Annual,29.63
A012510,더존비즈온,12,2019,Annual,24.50
A012510,더존비즈온,12,2020,Annual,20.17
A012510,더존비즈온,12,2021,Annual,15.82
A012510,더존비즈온,12,2022,Annual,9.69
A012510,더존비즈온,12,2023,Annual,15.63
A012510,더존비즈온,12,2024,Annual,
A017800,현대엘리베이,12,2011,Annual,4.72
A017800,현대엘리베이,12,2012,Annual,10.51
A017800,현대엘리베이,12,2013,Annual,35.44
A017800,현대엘리베이,12,2014,Annual,50.31
A017800,현대엘리베이,12,2015,Annual,30.89
A017800,현대엘리베이,12,2016,Annual,25.34
A017800,현대엘리베이,12,2017,Annual,16.64
A017800,현대엘리베이,12,2018,Annual,16.20
A017800,현대엘리베이,12,2019,Annual,14.49
A017800,현대엘리베이,12,2020,Annual,15.20
A017800,현대엘리베이,12,2021,Annual,11.94
A017800,현대엘리베이,12,2022,Annual,3.74
A017800,현대엘리베이,12,2023,Annual,6.51
A017800,현대엘리베이,12,2024,Annual,
A042670,HD현대인프라코어,12,2011,Annual,33.62
A042670,HD현대인프라코어,12,2012,Annual,13.69
A042670,HD현대인프라코어,12,2013,Annual,11.27
A042670,HD현대인프라코어,12,2014,Annual,13.25
A042670,HD현대인프라코어,12,2015,Annual,-2.98
A042670,HD현대인프라코어,12,2016,Annual,14.98
A042670,HD현대인프라코어,12,2017,Annual,19.96
A042670,HD현대인프라코어,12,2018,Annual,24.25
A042670,HD현대인프라코어,12,2019,Annual,20.78
A042670,HD현대인프라코어,12,2020,Annual,6.04
A042670,HD현대인프라코어,12,2021,Annual,9.03
A042670,HD현대인프라코어,12,2022,Annual,22.13
A042670,HD현대인프라코어,12,2023,Annual,24.26
A042670,HD현대인프라코어,12,2024,Annual,
A011210,현대위아,12,2011,Annual,25.58
A011210,현대위아,12,2012,Annual,31.96
A011210,현대위아,12,2013,Annual,25.24
A011210,현대위아,12,2014,Annual,20.37
A011210,현대위아,12,2015,Annual,16.66
A011210,현대위아,12,2016,Annual,8.18
A011210,현대위아,12,2017,Annual,0.52
A011210,현대위아,12,2018,Annual,0.16
A011210,현대위아,12,2019,Annual,3.33
A011210,현대위아,12,2020,Annual,2.17
A011210,현대위아,12,2021,Annual,2.85
A011210,현대위아,12,2022,Annual,5.71
A011210,현대위아,12,2023,Annual,6.11
A011210,현대위아,12,2024,Annual,
A204320,HL만도,12,2011,Annual,
A204320,HL만도,12,2012,Annual,
A204320,HL만도,12,2013,Annual,
A204320,HL만도,12,2014,Annual,
A204320,HL만도,12,2015,Annual,21.56
A204320,HL만도,12,2016,Annual,21.17
A204320,HL만도,12,2017,Annual,5.71
A204320,HL만도,12,2018,Annual,13.64
A204320,HL만도,12,2019,Annual,14.25
A204320,HL만도,12,2020,Annual,5.38
A204320,HL만도,12,2021,Annual,12.38
A204320,HL만도,12,2022,Annual,11.49
A204320,HL만도,12,2023,Annual,12.06
A204320,HL만도,12,2024,Annual,
A051600,한전KPS,12,2011,Annual,25.31
A051600,한전KPS,12,2012,Annual,27.73
A051600,한전KPS,12,2013,Annual,31.90
A051600,한전KPS,12,2014,Annual,32.70
A051600,한전KPS,12,2015,Annual,23.60
A051600,한전KPS,12,2016,Annual,13.42
A051600,한전KPS,12,2017,Annual,19.36
A051600,한전KPS,12,2018,Annual,20.28
A051600,한전KPS,12,2019,Annual,18.94
A051600,한전KPS,12,2020,Annual,12.80
A051600,한전KPS,12,2021,Annual,11.46
A051600,한전KPS,12,2022,Annual,11.22
A051600,한전KPS,12,2023,Annual,16.02
A051600,한전KPS,12,2024,Annual,
A047040,대우건설,12,2011,Annual,8.80
A047040,대우건설,12,2012,Annual,10.13
A047040,대우건설,12,2013,Annual,-8.07
A047040,대우건설,12,2014,Annual,15.87
A047040,대우건설,12,2015,Annual,6.12
A047040,대우건설,12,2016,Annual,-19.22
A047040,대우건설,12,2017,Annual,19.73
A047040,대우건설,12,2018,Annual,27.36
A047040,대우건설,12,2019,Annual,15.15
A047040,대우건설,12,2020,Annual,21.62
A047040,대우건설,12,2021,Annual,25.06
A047040,대우건설,12,2022,Annual,21.90
A047040,대우건설,12,2023,Annual,17.02
A047040,대우건설,12,2024,Annual,
A298050,효성첨단소재,12,2011,Annual,
A298050,효성첨단소재,12,2012,Annual,
A298050,효성첨단소재,12,2013,Annual,
A298050,효성첨단소재,12,2014,Annual,
A298050,효성첨단소재,12,2015,Annual,
A298050,효성첨단소재,12,2016,Annual,
A298050,효성첨단소재,12,2017,Annual,
A298050,효성첨단소재,12,2018,Annual,
A298050,효성첨단소재,12,2019,Annual,36.34
A298050,효성첨단소재,12,2020,Annual,8.70
A298050,효성첨단소재,12,2021,Annual,79.32
A298050,효성첨단소재,12,2022,Annual,41.43
A298050,효성첨단소재,12,2023,Annual,22.25
A298050,효성첨단소재,12,2024,Annual,
A298020,효성티앤씨,12,2011,Annual,
A298020,효성티앤씨,12,2012,Annual,
A298020,효성티앤씨,12,2013,Annual,
A298020,효성티앤씨,12,2014,Annual,
A298020,효성티앤씨,12,2015,Annual,
A298020,효성티앤씨,12,2016,Annual,
A298020,효성티앤씨,12,2017,Annual,
A298020,효성티앤씨,12,2018,Annual,
A298020,효성티앤씨,12,2019,Annual,60.37
A298020,효성티앤씨,12,2020,Annual,41.06
A298020,효성티앤씨,12,2021,Annual,114.86
A298020,효성티앤씨,12,2022,Annual,7.54
A298020,효성티앤씨,12,2023,Annual,13.84
A298020,효성티앤씨,12,2024,Annual,
A145720,덴티움,12,2011,Annual,67.30
A145720,덴티움,12,2012,Annual,43.01
A145720,덴티움,12,2013,Annual,67.29
A145720,덴티움,12,2014,Annual,45.38
A145720,덴티움,12,2015,Annual,37.37
A145720,덴티움,12,2016,Annual,48.27
A145720,덴티움,12,2017,Annual,35.42
A145720,덴티움,12,2018,Annual,23.49
A145720,덴티움,12,2019,Annual,22.26
A145720,덴티움,12,2020,Annual,18.20
A145720,덴티움,12,2021,Annual,26.89
A145720,덴티움,12,2022,Annual,37.85
A145720,덴티움,12,2023,Annual,33.04
A145720,덴티움,12,2024,Annual,
A018670,SK가스,12,2011,Annual,21.29
A018670,SK가스,12,2012,Annual,15.69
A018670,SK가스,12,2013,Annual,11.79
A018670,SK가스,12,2014,Annual,9.53
A018670,SK가스,12,2015,Annual,6.54
A018670,SK가스,12,2016,Annual,11.84
A018670,SK가스,12,2017,Annual,5.59
A018670,SK가스,12,2018,Annual,6.01
A018670,SK가스,12,2019,Annual,11.48
A018670,SK가스,12,2020,Annual,10.69
A018670,SK가스,12,2021,Annual,5.25
A018670,SK가스,12,2022,Annual,17.52
A018670,SK가스,12,2023,Annual,12.32
A018670,SK가스,12,2024,Annual,
A000080,하이트진로,12,2011,Annual,12.30
A000080,하이트진로,12,2012,Annual,11.80
A000080,하이트진로,12,2013,Annual,11.54
A000080,하이트진로,12,2014,Annual,6.91
A000080,하이트진로,12,2015,Annual,10.10
A000080,하이트진로,12,2016,Annual,9.48
A000080,하이트진로,12,2017,Annual,6.95
A000080,하이트진로,12,2018,Annual,7.60
A000080,하이트진로,12,2019,Annual,8.04
A000080,하이트진로,12,2020,Annual,18.84
A000080,하이트진로,12,2021,Annual,16.07
A000080,하이트진로,12,2022,Annual,16.91
A000080,하이트진로,12,2023,Annual,10.88
A000080,하이트진로,12,2024,Annual,
A000240,한국앤컴퍼니,12,2011,Annual,18.89
A000240,한국앤컴퍼니,12,2012,Annual,0.67
A000240,한국앤컴퍼니,12,2013,Annual,7.72
A000240,한국앤컴퍼니,12,2014,Annual,8.03
A000240,한국앤컴퍼니,12,2015,Annual,7.29
A000240,한국앤컴퍼니,12,2016,Annual,9.62
A000240,한국앤컴퍼니,12,2017,Annual,6.72
A000240,한국앤컴퍼니,12,2018,Annual,6.71
A000240,한국앤컴퍼니,12,2019,Annual,5.15
A000240,한국앤컴퍼니,12,2020,Annual,4.58
A000240,한국앤컴퍼니,12,2021,Annual,6.31
A000240,한국앤컴퍼니,12,2022,Annual,6.46
A000240,한국앤컴퍼니,12,2023,Annual,6.52
A000240,한국앤컴퍼니,12,2024,Annual,
A192820,코스맥스,12,2011,Annual,
A192820,코스맥스,12,2012,Annual,
A192820,코스맥스,12,2013,Annual,
A192820,코스맥스,12,2014,Annual,
A192820,코스맥스,12,2015,Annual,40.59
A192820,코스맥스,12,2016,Annual,34.63
A192820,코스맥스,12,2017,Annual,16.13
A192820,코스맥스,12,2018,Annual,22.26
A192820,코스맥스,12,2019,Annual,19.34
A192820,코스맥스,12,2020,Annual,22.65
A192820,코스맥스,12,2021,Annual,33.26
A192820,코스맥스,12,2022,Annual,11.68
A192820,코스맥스,12,2023,Annual,28.82
A192820,코스맥스,12,2024,Annual,
A002710,TCC스틸,12,2011,Annual,5.21
A002710,TCC스틸,12,2012,Annual,2.63
A002710,TCC스틸,12,2013,Annual,-3.59
A002710,TCC스틸,12,2014,Annual,5.50
A002710,TCC스틸,12,2015,Annual,11.58
A002710,TCC스틸,12,2016,Annual,16.43
A002710,TCC스틸,12,2017,Annual,8.03
A002710,TCC스틸,12,2018,Annual,16.03
A002710,TCC스틸,12,2019,Annual,11.22
A002710,TCC스틸,12,2020,Annual,0.82
A002710,TCC스틸,12,2021,Annual,18.52
A002710,TCC스틸,12,2022,Annual,24.16
A002710,TCC스틸,12,2023,Annual,5.07
A002710,TCC스틸,12,2024,Annual,
A005850,에스엘,12,2011,Annual,5.47
A005850,에스엘,12,2012,Annual,6.26
A005850,에스엘,12,2013,Annual,5.41
A005850,에스엘,12,2014,Annual,8.14
A005850,에스엘,12,2015,Annual,7.79
