Symbol,Name,결산월,회계년,주기,총자본(천원),총부채(천원),총자산(천원)
A002350,넥센타이어,12,2016,Annual,"1,202,749,981","1,415,163,264","2,617,913,245"
A002350,넥센타이어,12,2017,Annual,"1,338,933,844","1,455,076,288","2,794,010,132"
A002350,넥센타이어,12,2018,Annual,"1,428,184,674","1,814,100,595","3,242,285,269"
A002350,넥센타이어,12,2019,Annual,"1,557,904,774","1,878,147,340","3,436,052,113"
A002350,넥센타이어,12,2020,Annual,"1,546,952,327","1,994,128,000","3,541,080,327"
A002350,넥센타이어,12,2021,Annual,"1,599,927,142","2,223,486,296","3,823,413,438"
A002350,넥센타이어,12,2022,Annual,"1,596,231,828","2,348,104,912","3,944,336,740"
A002350,넥센타이어,12,2023,Annual,"1,704,882,809","2,527,778,745","4,232,661,555"
A002350,넥센타이어,12,2024,Annual,,,
A001800,오리온홀딩스,12,2011,Annual,"1,009,625,731","1,310,257,820","2,319,883,551"
A001800,오리온홀딩스,12,2012,Annual,"1,127,977,936","1,519,628,767","2,647,606,703"
A001800,오리온홀딩스,12,2013,Annual,"1,269,276,140","1,704,340,597","2,973,616,737"
A001800,오리온홀딩스,12,2014,Annual,"1,402,522,481","1,529,996,739","2,932,519,219"
A001800,오리온홀딩스,12,2015,Annual,"1,526,175,939","1,472,662,854","2,998,838,793"
A001800,오리온홀딩스,12,2016,Annual,"1,704,895,452","1,203,969,012","2,908,864,465"
A001800,오리온홀딩스,12,2017,Annual,"3,117,905,288","1,184,944,341","4,302,849,629"
A001800,오리온홀딩스,12,2018,Annual,"3,176,587,954","1,165,546,173","4,342,134,128"
A001800,오리온홀딩스,12,2019,Annual,"3,337,625,446","1,028,708,207","4,366,333,653"
A001800,오리온홀딩스,12,2020,Annual,"3,494,709,905","1,002,841,041","4,497,550,946"
A001800,오리온홀딩스,12,2021,Annual,"3,870,846,883","1,090,941,457","4,961,788,340"
A001800,오리온홀딩스,12,2022,Annual,"4,124,954,123","977,214,308","5,102,168,431"
A001800,오리온홀딩스,12,2023,Annual,"4,319,813,023","818,487,035","5,138,300,058"
A001800,오리온홀딩스,12,2024,Annual,,,
A214320,이노션,12,2011,Annual,"217,858,279","635,848,485","853,706,764"
A214320,이노션,12,2012,Annual,"285,903,012","545,785,747","831,688,759"
A214320,이노션,12,2013,Annual,"347,642,529","519,067,844","866,710,373"
A214320,이노션,12,2014,Annual,"427,339,336","746,860,142","1,174,199,477"
A214320,이노션,12,2015,Annual,"623,576,787","806,898,196","1,430,474,983"
A214320,이노션,12,2016,Annual,"678,252,882","996,817,600","1,675,070,482"
A214320,이노션,12,2017,Annual,"685,580,503","940,913,666","1,626,494,168"
A214320,이노션,12,2018,Annual,"741,845,909","999,096,763","1,740,942,672"
A214320,이노션,12,2019,Annual,"780,995,522","1,294,511,572","2,075,507,094"
A214320,이노션,12,2020,Annual,"783,974,506","1,260,002,678","2,043,977,185"
A214320,이노션,12,2021,Annual,"834,762,741","1,366,820,754","2,201,583,495"
A214320,이노션,12,2022,Annual,"873,966,892","1,416,175,662","2,290,142,555"
A214320,이노션,12,2023,Annual,"937,468,760","1,622,740,343","2,560,209,103"
A214320,이노션,12,2024,Annual,,,
A085620,미래에셋생명,3,2011,Annual,"920,868,841","16,199,877,006","17,120,745,847"
A085620,미래에셋생명,3,2012,Annual,"1,249,376,869","18,911,310,865","20,160,687,734"
A085620,미래에셋생명,12,2013,Annual,"968,920,739","20,550,542,513","21,519,463,252"
A085620,미래에셋생명,12,2014,Annual,"1,498,086,443","23,183,047,781","24,681,134,225"
A085620,미래에셋생명,12,2015,Annual,"1,857,316,692","25,362,973,681","27,220,290,373"
A085620,미래에셋생명,12,2016,Annual,"1,880,182,193","26,763,927,088","28,644,109,281"
A085620,미래에셋생명,12,2017,Annual,"2,051,600,130","33,469,187,239","35,520,787,369"
A085620,미래에셋생명,12,2018,Annual,"2,064,973,506","32,575,528,824","34,640,502,330"
A085620,미래에셋생명,12,2019,Annual,"2,336,488,921","35,678,970,903","38,015,459,824"
A085620,미래에셋생명,12,2020,Annual,"2,285,082,629","38,343,942,579","40,629,025,209"
A085620,미래에셋생명,12,2021,Annual,"1,902,145,201","40,095,124,685","41,997,269,887"
A085620,미래에셋생명,12,2022,Annual,"4,086,946,928","30,954,564,228","35,041,511,156"
A085620,미래에셋생명,12,2023,Annual,"2,910,747,637","30,181,275,853","33,092,023,489"
A085620,미래에셋생명,12,2024,Annual,,,
A089590,제주항공,12,2011,Annual,"28,602,801","72,392,591","100,995,393"
A089590,제주항공,12,2012,Annual,"33,244,964","89,283,307","122,528,271"
A089590,제주항공,12,2013,Annual,"49,035,086","131,866,420","180,901,506"
A089590,제주항공,12,2014,Annual,"80,090,826","183,590,306","263,681,131"
A089590,제주항공,12,2015,Annual,"231,818,382","245,922,579","477,740,961"
A089590,제주항공,12,2016,Annual,"271,928,097","328,381,879","600,309,976"
A089590,제주항공,12,2017,Annual,"331,421,849","468,995,987","800,417,836"
A089590,제주항공,12,2018,Annual,"382,410,696","649,194,617","1,031,605,312"
A089590,제주항공,12,2019,Annual,"325,119,008","1,142,388,633","1,467,507,641"
A089590,제주항공,12,2020,Annual,"216,811,873","951,754,574","1,168,566,447"
A089590,제주항공,12,2021,Annual,"184,088,788","1,082,667,274","1,266,756,061"
A089590,제주항공,12,2022,Annual,"287,651,014","1,357,023,834","1,644,674,849"
A089590,제주항공,12,2023,Annual,"311,202,862","1,669,691,472","1,980,894,334"
A089590,제주항공,12,2024,Annual,,,
A023590,다우기술,12,2011,Annual,"1,077,849,292","3,157,243,955","4,235,093,248"
A023590,다우기술,12,2012,Annual,"1,144,224,213","3,704,278,918","4,848,503,131"
A023590,다우기술,12,2013,Annual,"1,176,140,535","3,673,326,980","4,849,467,515"
A023590,다우기술,12,2014,Annual,"1,250,074,821","4,088,430,083","5,338,504,904"
A023590,다우기술,12,2015,Annual,"1,447,570,633","5,708,677,754","7,156,248,386"
A023590,다우기술,12,2016,Annual,"1,607,568,822","8,210,684,424","9,818,253,246"
A023590,다우기술,12,2017,Annual,"1,910,991,813","11,215,409,981","13,126,401,794"
A023590,다우기술,12,2018,Annual,"2,440,572,841","16,905,080,889","19,345,653,730"
A023590,다우기술,12,2019,Annual,"2,664,225,769","22,077,381,030","24,741,606,800"
A023590,다우기술,12,2020,Annual,"3,245,177,240","35,377,055,590","38,622,232,830"
A023590,다우기술,12,2021,Annual,"4,616,469,257","41,705,976,712","46,322,445,970"
A023590,다우기술,12,2022,Annual,"5,188,413,233","44,071,595,510","49,260,008,743"
A023590,다우기술,12,2023,Annual,"5,550,533,035","47,791,926,295","53,342,459,330"
A023590,다우기술,12,2024,Annual,,,
A114090,GKL,12,2011,Annual,"221,318,869","155,037,919","376,356,788"
A114090,GKL,12,2012,Annual,"331,431,251","171,240,905","502,672,156"
A114090,GKL,12,2013,Annual,"395,536,495","167,377,759","562,914,254"
A114090,GKL,12,2014,Annual,"431,411,913","219,601,245","651,013,158"
A114090,GKL,12,2015,Annual,"456,239,880","194,278,364","650,518,244"
A114090,GKL,12,2016,Annual,"518,726,390","211,451,259","730,177,649"
A114090,GKL,12,2017,Annual,"532,052,448","199,851,863","731,904,311"
A114090,GKL,12,2018,Annual,"562,086,555","203,672,777","765,759,332"
A114090,GKL,12,2019,Annual,"585,172,372","324,258,160","909,430,532"
A114090,GKL,12,2020,Annual,"486,390,297","222,055,672","708,445,969"
A114090,GKL,12,2021,Annual,"383,548,330","147,757,778","531,306,108"
A114090,GKL,12,2022,Annual,"382,455,408","227,057,758","609,513,167"
A114090,GKL,12,2023,Annual,"411,810,412","227,557,872","639,368,284"
A114090,GKL,12,2024,Annual,,,
A009450,경동나비엔,12,2011,Annual,"168,114,574","95,096,442","263,211,016"
A009450,경동나비엔,12,2012,Annual,"175,875,394","123,854,443","299,729,837"
A009450,경동나비엔,12,2013,Annual,"187,280,988","167,498,879","354,779,867"
A009450,경동나비엔,12,2014,Annual,"190,021,880","211,637,077","401,658,957"
A009450,경동나비엔,12,2015,Annual,"206,076,609","196,007,760","402,084,368"
A009450,경동나비엔,12,2016,Annual,"238,762,190","190,992,511","429,754,702"
A009450,경동나비엔,12,2017,Annual,"256,506,497","247,190,712","503,697,210"
A009450,경동나비엔,12,2018,Annual,"280,103,616","303,492,202","583,595,818"
A009450,경동나비엔,12,2019,Annual,"301,042,624","308,765,719","609,808,343"
A009450,경동나비엔,12,2020,Annual,"348,163,846","386,524,892","734,688,738"
A009450,경동나비엔,12,2021,Annual,"450,415,463","483,469,066","933,884,529"
A009450,경동나비엔,12,2022,Annual,"517,704,585","500,314,844","1,018,019,428"
A009450,경동나비엔,12,2023,Annual,"584,595,249","475,962,722","1,060,557,971"
A009450,경동나비엔,12,2024,Annual,,,
A006650,대한유화,12,2011,Annual,"768,676,131","502,991,841","1,271,667,971"
A006650,대한유화,12,2012,Annual,"745,733,549","532,395,880","1,278,129,428"
A006650,대한유화,12,2013,Annual,"789,608,260","564,922,951","1,354,531,211"
A006650,대한유화,12,2014,Annual,"842,116,813","598,303,884","1,440,420,697"
A006650,대한유화,12,2015,Annual,"1,035,587,589","493,476,469","1,529,064,058"
A006650,대한유화,12,2016,Annual,"1,293,063,531","470,579,723","1,763,643,254"
A006650,대한유화,12,2017,Annual,"1,473,202,093","497,378,336","1,970,580,429"
A006650,대한유화,12,2018,Annual,"1,701,097,076","282,816,339","1,983,913,415"
A006650,대한유화,12,2019,Annual,"1,778,610,741","247,864,385","2,026,475,126"
A006650,대한유화,12,2020,Annual,"1,894,119,696","233,430,644","2,127,550,340"
A006650,대한유화,12,2021,Annual,"2,029,134,282","449,738,749","2,478,873,031"
A006650,대한유화,12,2022,Annual,"1,861,952,414","333,880,102","2,195,832,516"
A006650,대한유화,12,2023,Annual,"1,824,790,602","371,702,112","2,196,492,714"
A006650,대한유화,12,2024,Annual,,,
A082640,동양생명,3,2011,Annual,"1,181,374,477","13,473,493,535","14,654,868,012"
A082640,동양생명,3,2012,Annual,"1,610,647,871","16,052,079,938","17,662,727,809"
A082640,동양생명,12,2013,Annual,"1,353,762,062","16,709,738,305","18,063,500,367"
A082640,동양생명,12,2014,Annual,"1,805,958,289","18,619,774,928","20,425,733,216"
A082640,동양생명,12,2015,Annual,"1,992,715,883","20,628,180,163","22,620,896,045"
A082640,동양생명,12,2016,Annual,"1,835,711,003","24,885,093,831","26,720,804,835"
A082640,동양생명,12,2017,Annual,"2,452,407,783","27,891,497,998","30,343,905,781"
A082640,동양생명,12,2018,Annual,"2,293,000,136","29,629,092,628","31,922,092,764"
A082640,동양생명,12,2019,Annual,"2,601,216,263","31,346,741,205","33,947,957,467"
A082640,동양생명,12,2020,Annual,"3,069,904,079","33,183,128,989","36,253,033,068"
A082640,동양생명,12,2021,Annual,"3,043,935,892","34,059,408,798","37,103,344,690"
A082640,동양생명,12,2022,Annual,"4,859,589,804","30,006,997,133","34,866,586,937"
A082640,동양생명,12,2023,Annual,"2,903,979,870","29,965,457,520","32,869,437,390"
A082640,동양생명,12,2024,Annual,,,
A105630,한세실업,12,2011,Annual,"188,667,108","325,327,028","513,994,136"
A105630,한세실업,12,2012,Annual,"234,357,421","351,354,612","585,712,033"
A105630,한세실업,12,2013,Annual,"272,098,156","410,285,567","682,383,723"
A105630,한세실업,12,2014,Annual,"330,889,640","452,344,055","783,233,695"
A105630,한세실업,12,2015,Annual,"425,603,115","566,569,189","992,172,304"
A105630,한세실업,12,2016,Annual,"563,612,203","707,071,811","1,270,684,015"
A105630,한세실업,12,2017,Annual,"573,578,531","622,479,949","1,196,058,481"
A105630,한세실업,12,2018,Annual,"492,657,657","678,071,688","1,170,729,345"
A105630,한세실업,12,2019,Annual,"455,003,687","724,452,010","1,179,455,697"
A105630,한세실업,12,2020,Annual,"421,351,758","599,703,859","1,021,055,618"
A105630,한세실업,12,2021,Annual,"464,417,141","751,823,860","1,216,241,001"
A105630,한세실업,12,2022,Annual,"537,086,482","702,124,695","1,239,211,177"
A105630,한세실업,12,2023,Annual,"643,694,360","593,553,251","1,237,247,611"
A105630,한세실업,12,2024,Annual,,,
A093370,후성,12,2011,Annual,"127,977,037","180,062,974","308,040,011"
A093370,후성,12,2012,Annual,"160,413,529","161,339,031","321,752,560"
A093370,후성,12,2013,Annual,"131,990,793","158,147,515","290,138,308"
A093370,후성,12,2014,Annual,"61,371,526","170,608,627","231,980,153"
A093370,후성,12,2015,Annual,"97,994,236","163,394,033","261,388,269"
A093370,후성,12,2016,Annual,"159,226,644","151,704,789","310,931,433"
A093370,후성,12,2017,Annual,"208,911,446","107,203,524","316,114,969"
A093370,후성,12,2018,Annual,"245,500,452","195,980,508","441,480,960"
A093370,후성,12,2019,Annual,"242,943,810","285,964,096","528,907,906"
A093370,후성,12,2020,Annual,"245,169,490","294,938,889","540,108,379"
A093370,후성,12,2021,Annual,"283,458,550","332,875,874","616,334,424"
A093370,후성,12,2022,Annual,"415,296,152","518,459,265","933,755,417"
A093370,후성,12,2023,Annual,"331,469,582","521,907,370","853,376,952"
A093370,후성,12,2024,Annual,,,
A006120,SK디스커버리,12,2011,Annual,"1,620,428,644","2,414,092,714","4,034,521,357"
A006120,SK디스커버리,12,2012,Annual,"1,738,211,755","3,255,733,025","4,993,944,780"
A006120,SK디스커버리,12,2013,Annual,"1,783,544,452","3,076,733,335","4,860,277,787"
A006120,SK디스커버리,12,2014,Annual,"2,006,099,602","3,548,677,283","5,554,776,885"
A006120,SK디스커버리,12,2015,Annual,"2,585,779,063","4,009,221,014","6,595,000,076"
