종목명,2020 Market Cap,2021 Market Cap,2022 Market Cap,2023 Market Cap,총부채_2020,총부채_2021,총부채_2022,총부채_2023,총자산_2020,총자산_2021,총자산_2022,총자산_2023,2020 tobinQ,2021 tobinQ,2022 tobinQ,2023 tobinQ,2020대비 2021 tobinQ증가율,2020대비 2022 tobinQ증가율,2020대비 2023 tobinQ증가율,2021대비 2022 tobinQ증가율,2021대비 2023 tobinQ증가율,2022대비 2023 tobinQ증가율
삼화전기,1.38E+11,2.03E+11,90609334000,1.15E+11,69343133,71761025,50062915,45172484,137039897,158640156,139115270,139238489,1.509853244,1.732253875,1.011192006,1.151876074,14.72995024,-33.02713289,-23.70940167,-41.62564616,-33.50419993,13.91269573
삼화전자,41151993900,42250077600,34976803000,70991340000,41201050,49263944,51007478,44398806,55038202,66900329,68742293,73014232,1.496288776,1.367915868,1.25082067,1.580378823,-8.579420644,-16.40512912,5.619907601,-8.560116918,15.53187296,26.3473542
삼화콘덴서,6.85E+11,6.26E+11,3.12E+11,3.96E+11,60145259,66356721,62021312,62806573,234968255,269298659,287453833,308031065,3.171391212,2.570141729,1.300630811,1.489643822,-18.95854037,-58.98863545,-53.02869553,-49.39458799,-42.04040169,14.53241068
삼화페인트,3.73E+11,2.51E+11,1.60E+11,1.81E+11,301977867,316175727,287461316,281560003,594292974,612097736,587186274,590613614,1.135406099,0.926753513,0.761968281,0.7825607,-18.37691255,-32.89024233,-31.07658126,-17.78091253,-15.55891735,2.702529603
상신브레이크,68923354500,83309226000,64951136250,78370792500,269841443,305186258,346980657,353038165,440014845,493641122,544569686,564873379,0.769894019,0.78699984,0.756435409,0.763726834,2.221840976,-1.748112031,-0.801043356,-3.883664166,-2.957180484,0.96391906
새론오토모티브,1.19E+11,1.05E+11,97152000000,78720000000,30173636,29993562,26237447,27269308,248085258,268378498,256209762,257571092,0.59991326,0.503801769,0.481595416,0.411495355,-16.02089802,-19.72249189,-31.40752466,-4.407755954,-18.32197092,-14.55579906
샘표,1.41E+11,1.23E+11,1.36E+11,1.42E+11,90148032,129328227,138655949,144770085,381155550,442738149,465919907,474583603,0.606214528,0.569142794,0.590163556,0.604997904,-6.115283119,-2.647738044,-0.200692091,3.693407394,6.299844347,2.513599483
서연,2.28E+11,2.89E+11,1.63E+11,2.02E+11,1324421697,1231606779,1319636711,1556642713,2151012180,2137879391,2323543347,2771870653,0.721493682,0.711176124,0.637970328,0.634349482,-1.430027434,-11.57644978,-12.07830392,-10.29362399,-10.8027589,-0.567557097
서울가스,4.53E+11,8.38E+11,2.13E+12,3.09E+11,655228369,623830584,818373686,709423037,1689713126,1662601876,1871342447,1777219780,0.655571855,0.878941979,1.572867484,0.573042821,34.07256159,139.9229727,-12.58886166,78.95009233,-34.80311161,-63.5669993
서울식품,95833960690,1.32E+11,81354262359,76284168828,46385830,46261760,42534581,44090117,74752325,72278884,70853362,70814891,1.902546719,2.461324112,1.748524556,1.699844258,29.36996959,-8.095578488,-10.65426985,-28.96000378,-30.93781314,-2.784078638
서원,1.32E+11,92338077550,55782643250,63995747320,120382590,154493744,129996556,123001609,225954131,293365978,266232857,246997269,1.114773113,0.841378483,0.69780718,0.757082688,-24.52468818,-37.4036589,-32.08638788,-17.06381915,-10.01877239,8.494539647
서흥,5.90E+11,5.11E+11,3.89E+11,3.32E+11,389007506,380086403,456694418,516668522,765989776,809954854,926418536,993737056,1.278127381,1.100606285,0.913189218,0.854051398,-13.8891552,-28.55256594,-33.17947718,-17.02852965,-22.40173352,-6.475965585
선도전기,54270000000,64620000000,54000000000,54000000000,84878609,88951576,76037003,69366338,171389483,146217075,113976353,92323070,0.811885342,1.05029851,1.140912124,1.336246054,29.36537412,40.52626218,64.58556218,8.627415284,27.22535942,17.12085672
SUN&L,63670344450,63039945000,39084765900,31456932555,325109521,397875441,373988182,396711706,528379079,566176957,524434320,628100647,0.735797235,0.814083619,0.787654301,0.681687944,10.63966808,7.047738651,-7.353831841,-3.246511393,-16.26315429,-13.45340936
성문전자,41188119735,52442759655,35004628350,37895782425,13826330,23623581,25167616,24201250,40358770,54386004,57241316,60912720,1.363134945,1.398638162,1.051203022,1.019442777,2.604526905,-22.88342211,-25.21336347,-24.84095954,-27.11175736,-3.021323591
성보화학,89289200000,79679600000,65565500000,58658600000,22532879,36424835,33383212,33110290,159209820,172156874,170785287,165627372,0.70235667,0.674410683,0.57937492,0.554068382,-3.978888224,-17.50987143,-21.11296075,-14.09167522,-17.84406805,-4.367903629
성신양회,1.89E+11,4.19E+11,2.43E+11,2.18E+11,682849243,707589359,791369380,772175804,1090267313,1121595053,1187583002,1310199053,0.79921248,1.004174685,0.871053542,0.755386597,25.64552108,8.988981481,-5.483633458,-13.25677148,-24.7753794,-13.27897072
성창기업지주,1.56E+11,1.71E+11,1.30E+11,1.35E+11,174455182,164488268,224541467,195769131,707392787,703740105,820314255,769067175,0.46699682,0.476072439,0.431882617,0.430504827,1.943400542,-7.519152536,-7.814184503,-9.282163463,-9.57157108,-0.319019532
세기상사,25107667200,43204752000,40069130360,34409269120,19870637,27800153,25060643,23943612,40517199,46388873,51641841,50999114,1.110103988,1.530645183,1.261182253,1.144194017,37.88304512,13.60937948,3.070886093,-17.60453261,-25.24759951,-9.276076885
세방,2.51E+11,2.57E+11,6.05E+11,2.62E+11,311208175,347791902,277495007,287005143,1164648378,1244948679,1280973787,1345241647,0.482626504,0.486038431,0.689203023,0.408169153,0.706949687,42.80256427,-15.42753057,41.80010884,-16.0212183,-40.77664511
세방전지,9.65E+11,1.06E+12,5.93E+11,8.15E+11,378160846,472409464,430957932,498766535,1514339389,1684408564,1676981981,1840970162,0.886697431,0.911304714,0.610536037,0.713518645,2.775161139,-31.14494132,-19.53076441,-33.00418319,-21.70361526,16.86757244
세아베스틸지주,3.80E+11,7.14E+11,5.85E+11,8.91E+11,1566714422,1619635049,1846659305,1626121166,3280434991,3525996555,3818404052,3665171001,0.593473862,0.661739458,0.636709021,0.686815203,11.50271321,7.285099135,15.72796169,-3.782521479,3.78936831,7.869557491
세아제강,2.57E+11,2.71E+11,3.67E+11,3.90E+11,456800611,548598492,636127563,538663133,1052052852,1228191226,1465129429,1535913845,0.67818419,0.667443697,0.684873666,0.604811355,-1.583713291,0.986380429,-10.81901294,2.611451627,-9.38391394,-11.69008466
세아홀딩스,3.06E+11,4.18E+11,4.32E+11,4.32E+11,2357914263,2674980509,2915366416,2681649313,5084932952,5537774299,5919958905,5789382239,0.523883852,0.558524119,0.565437441,0.537820649,6.612203489,7.931832403,2.660283714,1.23778411,-3.706817461,-4.884146384
세우글로벌,86115093000,49516178475,47076250840,38723086819,4114500,4426591,4030129,6056709,47098886,48681238,49888721,54508702,1.915747922,1.1080813,1.024407498,0.821516458,-42.159337,-46.5270203,-57.11771633,-7.551233118,-25.86135524,-19.80569643
세원이앤씨,2.01E+11,1.66E+11,1.20E+11,54838923850,154627981,122542234,115300761,153770418,324723875,292675905,282702160,343623738,1.095543039,0.987181483,0.834004102,0.607086527,-9.891127261,-23.87299525,-44.58578937,-15.51663844,-38.50304754,-27.20820842
세원정공,80900000000,80900000000,61500000000,66400000000,94841140,70776213,77647409,92873802,612803378,622152014,628831844,674081857,0.286782264,0.243792851,0.221279203,0.236282583,-14.99026217,-22.84069466,-17.6090671,-9.234744973,-3.080594064,6.780293745
세이브존I&C,1.21E+11,1.23E+11,1.03E+11,98292943525,107305935,106318459,109458880,110440387,559381457,564254721,573569548,584799204,0.407898639,0.405535746,0.369721302,0.356931626,-0.579284452,-9.359515696,-12.49501924,-8.831390114,-11.98516297,-3.459274924
에스제이지세종,2.56E+11,2.42E+11,1.52E+11,1.65E+11,770626000,777174141,748025818,739910936,1158750683,1180100054,1149427318,1151805424,0.886211344,0.863905681,0.783420408,0.785868791,-2.516968764,-11.59891903,-11.3226437,-9.316442211,-9.03303357,0.312524837
송원산업,3.83E+11,5.15E+11,4.13E+11,3.93E+11,427645000,572395000,534689000,384152000,891142000,1115649000,1217311000,1089744000,0.909445408,0.974495563,0.778345879,0.712820626,7.152727787,-14.415327,-21.62029526,-20.12833013,-26.85234771,-8.418526361
수산중공업,1.65E+11,1.58E+11,1.44E+11,1.32E+11,132757189,114040079,123182487,87612992,236404221,236089652,261731135,263117530,1.258066323,1.154163584,1.020331368,0.833372797,-8.258923751,-18.89685389,-33.75764201,-11.59560207,-27.79422185,-18.32331892
신대양제지,2.57E+11,3.45E+11,3.47E+11,2.26E+11,209644030,219154384,227229978,189456582,809132235,845951512,884529890,876212193,0.57684518,0.667303475,0.648695973,0.474691616,15.68155515,12.45581926,-17.70900887,-2.788461728,-28.86420742,-26.82371471
신도리코,2.67E+11,3.33E+11,3.26E+11,3.30E+11,67712532,73933348,84787666,87555410,916234313,1022601243,1038493448,1078782999,0.365445309,0.398081218,0.395646854,0.386706511,8.930449351,8.26431321,5.817888849,-0.611524275,-2.857383331,-2.259677533
신라교역,1.46E+11,2.14E+11,1.81E+11,1.39E+11,111067184,127921321,157356041,178568344,629072905,680457027,716401498,748620183,0.409026016,0.503075591,0.472020287,0.424044597,22.99354357,15.40104276,3.671791242,-6.173088919,-15.70956634,-10.16390427
신성이엔지,6.91E+11,4.38E+11,3.20E+11,4.20E+11,231976448,268618297,366385475,345149056,423441771,476656365,577555245,587747541,2.180829836,1.481990694,1.188595344,1.301713751,-32.04464332,-45.49802446,-40.31108117,-19.79738139,-12.16451249,9.516982157
신성통상,2.46E+11,4.88E+11,3.21E+11,2.65E+11,627550384,633484645,679481774,645814959,858316042,898483606,1022769919,1069740616,1.018285039,1.248074687,0.97839187,0.851030563,22.56633843,-3.917681864,-16.4251137,-21.6079069,-31.81252914,-13.01741265
신세계,2.36E+12,2.50E+12,2.17E+12,1.72E+12,7711856252,7882059338,8096632950,8411994527,12769110974,13644510517,14348412323,14751983355,0.788604334,0.760946267,0.715241012,0.687153333,-3.507217233,-9.302931601,-12.86462636,-6.006370841,-9.697522299,-3.927023024
신세계I&C,2.16E+11,3.41E+11,2.37E+11,2.08E+11,72335931,77831503,118998740,94320452,283666197,354134942,482934080,476561498,1.015968536,1.183874996,0.736122702,0.634991398,16.52673813,-27.54473432,-37.49891108,-37.82090974,-46.36330689,-13.73837591
신세계건설,1.07E+11,1.39E+11,66200000000,48640000000,563223277,602860756,751891779,1141761519,765614224,828998344,1035610954,1261721118,0.875928445,0.894646849,0.789960531,0.943474356,2.136978581,-9.814490553,7.711350254,-11.70141246,5.457740919,19.43310063
신영와코루,94050000000,1.07E+11,1.00E+11,84960000000,56262666,65750359,63083714,36041587,373426209,388668604,425804459,401719803,0.402523075,0.443566466,0.383823397,0.301208918,10.19653109,-4.645616395,-25.16977633,-13.46879737,-32.09384821,-21.52408642
신영증권,8.54E+11,9.87E+11,9.42E+11,9.79E+11,8419702402,9592427579,8663574450,9355337865,9820753720,11085013453,10198800405,10980360381,0.944336827,0.954399616,0.941789237,0.941155163,1.065593212,-0.269775531,-0.336920404,-1.321289176,-1.387726101,-0.067326503
신원,1.23E+11,2.83E+11,1.58E+11,1.46E+11,220186806,292127409,284616542,331223041,405804841,503617026,510124894,545009763,0.846642946,1.141568651,0.868635401,0.8759642,34.83472067,2.597606889,3.463237281,-23.90861465,-23.26662097,0.843714019
신일전자,1.33E+11,1.50E+11,1.32E+11,1.34E+11,35333284,39482255,70989813,43889322,110598654,122088681,152880655,126134087,1.523954207,1.55418384,1.328734581,1.407465073,1.983631324,-12.81007166,-7.6438736,-14.50595825,-9.440245262,5.925223429
신풍제약,6.84E+12,1.78E+12,1.21E+12,7.62E+11,112819609,38025375,30777771,79301495,492915057,398349775,361536058,350083640,14.10478238,4.56607607,3.437603922,2.402535848,-67.62746175,-75.62809669,-82.96651601,-24.71426516,-47.3829211,-30.11016095
신풍,1.22E+11,77433520500,40202505000,29190514500,7342670,4491678,30070256,32548431,107754752,93873256,112417897,104190909,1.20363759,0.87272139,0.625102967,0.592555973,-27.49300971,-48.06551635,-50.76956898,-28.37313555,-32.10250374,-5.206661252
신한지주,1.66E+13,1.90E+13,1.79E+13,2.07E+13,5.59E+11,5.99E+11,6.11E+11,6.35E+11,6.05E+11,6.48E+11,6.64E+11,6.92E+11,0.950759045,0.952901326,0.946550217,0.948504253,0.225323163,-0.442680907,-0.237157022,-0.666502286,-0.461440452,0.206437746
SHD,24783511200,36385596100,38754608200,25694669700,29596285,30435747,36836002,33500821,64200496,71036421,88291972,84766158,0.84703078,0.940663144,0.856143639,0.698338725,11.0541867,1.075859253,-17.55450433,-8.985097945,-25.76101981,-18.43206056
신흥,1.06E+11,1.53E+11,1.41E+11,1.36E+11,54274739,37195201,33759592,26440644,146176718,138612212,140622550,140331353,1.093708637,1.375204957,1.239912034,1.159189593,25.73777972,13.36767326,5.987056702,-9.838018836,-15.70786685,-6.510336104
쌍방울,1.51E+11,2.13E+11,83241704893,70637282701,135141277,167330571,29093373,30263801,350525095,395643690,167746018,143820156,0.81574267,0.960537424,0.669673589,0.701578183,17.75005274,-17.90626956,-13.99515946,-30.28136418,-26.95982843,4.764200723
쌍용C&E,3.37E+12,3.88E+12,2.90E+12,2.87E+12,1637119316,1909294816,2281205119,2060600861,3326801073,3564764921,3874346066,3639543305,1.503816792,1.625367996,1.337886454,1.354046497,8.0828466,-11.03394634,-9.959344514,-17.68716641,-16.6929274,1.207878491
써니전자,1.77E+11,1.62E+11,90422803545,86802320660,1602323,9012295,3286137,1493834,65431757,77185258,76509690,82497512,2.735114128,2.220505566,1.22479833,1.070288697,-18.81488443,-55.21947997,-60.86859095,-44.84146544,-51.79977417,-12.61510804
씨아이테크,22538624028,60926371475,38202415188,73596715710,42371691,31715497,41507587,35659256,75094283,79538625,94190035,90579938,0.864384244,1.164740634,0.84626789,1.206182894,34.74801766,-2.095868113,39.54244332,-27.34280356,3.558067672,42.52967738
아남전자,2.63E+11,1.85E+11,1.29E+11,1.68E+11,133577436,193585924,172812424,105190755,192770243,271957635,270755696,211753779,2.057233678,1.39244454,1.113957817,1.29075739,-32.31471198,-45.85166339,-37.25761913,-19.9998431,-7.302779226,15.87129872
아모레퍼시픽,1.27E+13,1.05E+13,8.55E+12,8.87E+12,1237520432,1372414055,1022508074,1013805678,5701918176,6116713933,5801783178,5886510889,2.443830304,1.947698419,1.65039054,1.678698275,-20.30140492,-32.46705644,-31.3087217,-15.26457461,-13.81118045,1.715214337
아모레G,4.91E+12,4.00E+12,3.17E+12,2.61E+12,1516700822,1562518154,1117500460,1106298749,7788743600,8038142932,7651003801,7631430778,0.825257725,0.692452001,0.559769747,0.486993705,-16.0926363,-32.17031117,-40.98889469,-19.16122037,-29.67112455,-13.00106734
메타랩스,68148232590,69428395167,60891964605,55412933025,23555345,28601817,11129379,38453398,77019665,85034045,90016754,111855785,1.190651473,1.152834869,0.80008821,0.839172789,-3.176127061,-32.80248432,-29.51986307,-30.59819481,-27.20789327,4.885033656
아세아,1.98E+11,2.80E+11,2.88E+11,3.99E+11,1359881772,1399054581,1317598874,1291990928,2887531024,3115270385,3182375948,3272086006,0.539620097,0.539120325,0.504566054,0.516925266,-0.09261566,-6.496059648,-4.2057054,-6.409380078,-4.116902637,2.449473508
아세아제지,3.34E+11,4.71E+11,3.53E+11,3.69E+11,248826738,255172404,230662240,198420446,882326925,969593253,1034948262,1048177765,0.660137101,0.74906091,0.56384291,0.54177494,13.47050619,-14.5869987,-17.9299361,-24.72669405,-27.6727789,-3.913850755
아시아나항공,9.40E+11,1.49E+12,1.04E+12,8.30E+11,12762122307,12561568437,12739695841,12206400393,13851459281,13082664860,13455341412,13016745781,0.98920576,1.073925579,1.024236801,1.001543367,8.564428399,3.541330029,1.247223486,-4.626836289,-6.739965402,-2.215643301
아이에스동서,1.65E+12,1.37E+12,8.71E+11,8.94E+11,2231460472,2052891777,2131652334,2465162334,3621499080,3509755192,3737786456,4237373316,1.071691691,0.974396102,0.803369419,0.792826849,-9.078692115,-25.03726341,-26.02099505,-17.55206966,-18.63402906,-1.312294185
IHQ,2.35E+11,2.16E+11,90562459104,58878996765,27655370,120389630,158843225,43043155,146319857,238568446,246320129,151653101,1.798083838,1.408768157,1.012526606,0.6720743,-21.65169791,-43.68857645,-62.62274949,-28.12681061,-52.29347731,-33.62403548
알루코,3.94E+11,3.06E+11,2.33E+11,2.95E+11,439521686,487493321,506348249,502306306,701423268,780157703,816932966,861149661,1.188309148,1.017334467,0.904504139,0.925895163,-14.38806402,-23.88309553,-22.0829727,-11.09078005,-8.988126001,2.364944882
에넥스,72289927405,1.57E+11,46073580288,34315218652,67681050,66492066,83739059,105063306,112937632,132906036,128080156,144034594,1.239365258,1.685176029,1.013526555,0.967673951,35.97089466,-18.22212631,-21.92181079,-39.85633919,-42.57727773,-4.524065394
에스엘,7.83E+11,1.50E+12,1.07E+12,1.66E+12,913788518,1049018849,1225627791,1226615064,2338956946,2567493134,2931636940,3235734467,0.725576211,0.994339114,0.781685399,0.891551854,37.04130588,7.733052346,22.87501176,-21.38643772,-10.33724396,14.05507324
에스원,3.23E+12,2.81E+12,2.25E+12,2.28E+12,522505041,530076698,552669333,581598590,1906689693,1972972502,2075658596,2179505358,1.968036569,1.691973251,1.351869396,1.312934873,-14.02734696,-31.30872578,-33.28706927,-20.10101841,-22.40214955,-2.880050658
SJM홀딩스,45548724400,55778519880,51148977400,55629179800,60442219,66104871,65018743,64326933,308348208,329167360,328166067,339809517,0.343737828,0.370277876,0.353990653,0.353009868,7.721014491,2.982745551,2.697416181,-4.398648641,-4.663526735,-0.27706522
에쓰씨엔지니어링,1.60E+11,89851350745,49842721225,56295387964,48922065,71886044,65881041,60269563,68596640,116426813,106506525,99303953,3.047205592,1.389176519,1.086541526,1.173819847,-54.41146071,-64.34301876,-61.47881027,-21.78520787,-15.50246986,8.032672397
에이엔피,35686178715,48805053665,65335656330,60907806900,63222191,52058401,76747050,62786247,103907677,82030111,106799190,95035399,0.951887027,1.229590615,1.330372509,1.301557685,29.17400709,39.76159684,36.7344704,8.19637789,5.852929304,-2.165921477
에이프로젠,3.74E+11,3.36E+11,4.35E+11,2.54E+11,144268553,478452841,138850905,176739762,834308436,477646399,599853282,594427763,0.621345213,1.704252021,0.957145559,0.725039759,174.2842441,54.04408675,16.68871726,-43.83779235,-57.45701047,-24.24979126
에이프로젠바이오로직스,5.24E+11,3.61E+11,2.00E+11,1.93E+11,16952930,17440224,173729692,220705187,615309134,614621103,684140417,589396665,0.879362746,0.615259096,0.546983752,0.702030079,-30.03352733,-37.79771159,-20.16604282,-11.09700684,14.10316133,28.34569149
엔씨소프트,2.04E+13,1.41E+13,9.84E+12,5.28E+12,936521663,1430662643,1239083608,1140771883,4081208897,4581889369,4437632451,4393800424,5.237595576,3.393155397,2.495583789,1.461311681,-35.21539897,-52.35249165,-72.09957012,-26.45241679,-56.93354681,-41.44409468
엔케이,91580938040,83582602840,69585516240,80383268760,50718430,28011922,57514392,62956181,140196786,130726528,185745935,247666086,1.014997363,0.853648655,0.684267509,0.578760912,-15.89646567,-32.5843067,-42.97907235,-19.84202111,-32.2015084,-15.41891084
플레이그램,23318379180,2.31E+11,84412521600,70853354533,6899406,77794238,120092720,99973853,69040671,129521138,303643330,273648832,0.437680931,2.380825576,0.673504804,0.624257031,443.963743,53.88031699,42.6283365,-71.71129161,-73.77980824,-7.312163575
NPC,1.33E+11,4.08E+11,2.30E+11,2.21E+11,115195206,176774337,182861270,172746134,410578593,499980383,527275693,537632854,0.603297907,1.170280589,0.782255422,0.731886326,93.98054831,29.66320832,21.31424898,-33.15659253,-37.46061137,-6.438957854
영보화학,74100000000,88500000000,68400000000,75200000000,27197470,24685850,22013068,15171621,174719741,179898107,180449397,179035625,0.579771178,0.629166431,0.501043891,0.504768931,8.519784298,-13.57902733,-12.93652561,-20.3638551,-19.77179558,0.743455781
영원무역,1.40E+12,1.93E+12,2.08E+12,2.02E+12,1044287669,1113408479,1399319640,1709153120,3038285285,3547620438,4513623781,5297123641,0.806032824,0.859057087,0.770941445,0.70410913,6.578424741,-4.35359183,-12.64510462,-10.25725103,-18.03698019,-8.668922282
영원무역홀딩스,5.15E+11,6.37E+11,8.37E+11,1.06E+12,1115409879,1170497825,1503556313,1799444220,3732514860,4325576167,5490219711,6379343146,0.43674411,0.417970174,0.426354761,0.448796084,-4.298612102,-2.378818236,2.759504658,2.006025104,7.375145665,5.263532771
영진약품,1.47E+12,9.68E+11,5.94E+11,3.89E+11,73668890,89209751,113212626,136968480,188100730,194095213,203082817,226600824,8.209053149,5.444300942,3.48435991,2.319565616,-33.67930694,-57.55466743,-71.74381047,-35.99986578,-57.3946106,-33.42921867
영풍,9.91E+11,1.21E+12,1.11E+12,9.50E+11,1288719463,1618710698,1468547025,1285348175,5000855951,5521001406,5871933652,5568116970,0.455869452,0.511727944,0.439885254,0.4015435,12.25317719,-3.506310481,-11.91699778,-14.03923529,-21.53184041,-8.716308123
영풍제지,1.42E+11,1.68E+11,2.74E+11,1.30E+11,75568184,77558899,67139876,79693711,202117558,209596339,203670380,199916289,1.074642827,1.172896913,1.676085035,1.05081838,9.142952721,55.96670748,-2.216964234,42.90130841,-10.40829176,-37.30518689
영화금속,1.23E+11,86232125575,42502025980,47307531430,123903362,150705230,158037883,142474702,197590025,211560373,220738936,210002658,1.248597251,1.119951493,0.908493593,0.903713483,-10.3032229,-27.23886009,-27.6216985,-18.88098741,-19.30780142,-0.526157797
예스코홀딩스,2.10E+11,2.15E+11,1.89E+11,1.98E+11,1042780635,889444520,971855140,855030228,1564088965,1423002538,1491393801,1358039481,0.800965075,0.77599617,0.778369294,0.775404723,-3.11735246,-2.82106943,-3.191194273,0.305816406,-0.076217789,-0.380869434
오뚜기,2.12E+12,1.67E+12,1.91E+12,1.60E+12,897375182,1067386662,1622240968,1432941730,2339299659,2605839009,3569760859,3496482529,1.28931972,1.052178071,0.988853626,0.868321722,-18.39277299,-23.30423478,-32.65272312,-6.018415247,-17.47388149,-12.18905414
오리엔트바이오,1.50E+11,1.45E+11,72691382065,71979884035,22973290,21764271,9657862,9754941,71518505,104952009,81050220,83254490,2.418455056,1.585822631,1.016027397,0.981746751,-34.4282778,-57.98857644,-59.40603699,-35.93057776,-38.09227263,-3.373988397
오리온홀딩스,8.27E+11,9.99E+11,9.62E+11,9.15E+11,1002841041,1090941457,977214308,818487035,4497550946,4961788340,5102168431,5138300058,0.406834978,0.421246396,0.379999472,0.337292493,3.542325218,-6.596165026,-17.09353649,-9.791638562,-19.92988052,-11.23869428
웰바이오텍,1.05E+11,1.04E+11,70750190760,1.10E+11,51430394,102354210,23982588,23020936,70920912,139383374,59285485,60240632,2.212540555,1.477358483,1.597908472,2.200905462,-33.22795915,-27.77947195,-0.525870274,8.159833266,48.97572166,37.73664138
우리금융지주,7.03E+12,9.25E+12,8.41E+12,9.78E+12,3.72E+11,4.18E+11,4.49E+11,4.65E+11,3.99E+11,4.47E+11,4.80E+11,4.98E+11,0.950640747,0.95616205,0.951677094,0.952565416,0.580798007,0.109015604,0.202460172,-0.469058122,-0.376153145,0.09334281
팜젠사이언스,1.66E+11,1.60E+11,1.06E+11,1.12E+11,51973965,93391563,110275883,107705788,135543934,220323823,317391477,335917099,1.610031217,1.149864593,0.680629124,0.65290153,-28.58122373,-57.72571879,-59.4478962,-40.80788917,-43.21926821,-4.0738183
에스메디,1.43E+11,1.22E+11,44046592200,57110945200,62166694,56902663,60277758,17600314,138292817,176303068,189857328,155304762,1.486358427,1.01696848,0.549488141,0.481062256,-31.57986252,-63.03124934,-67.63484182,-45.96802635,-52.69644381,-12.45265906
우성,92700000000,86520000000,66435000000,61274700000,136104556,172372494,228737289,242808034,313457406,344617741,401969273,425327564,0.729938268,0.751245404,0.734315553,0.714937756,2.919032587,0.599678808,-2.055038484,-2.253571298,-4.83299439,-2.638892414
우신시스템,65289602510,74996051130,58604972800,1.62E+11,224284592,220358555,192467200,284056762,324516702,309605708,282515716,380460470,0.892324471,0.953970158,0.888701614,1.172139544,6.908438424,-0.406002221,31.35799614,-6.841780455,22.86962384,31.89348663
우진플라임,60600000000,91400000000,70600000000,60700000000,206845326,194240951,182460325,211957809,267621933,276360691,285245048,318384839,0.999340088,1.033580246,0.887168162,0.856378117,3.426276874,-11.22459981,-14.30563751,-14.16552652,-17.14449646,-3.470598492
웅진,86125488050,1.37E+11,94713589800,1.01E+11,897850726,845476888,868253314,835453231,1087018285,1065994370,1094417788,1027078032,0.905206681,0.921348101,0.879889668,0.911791706,1.783175025,-2.796821315,0.727460927,-4.499757783,-1.037218673,3.625686207
웅진씽크빅,3.23E+11,3.67E+11,2.77E+11,2.96E+11,291360210,398095903,425863102,418313652,666079005,771639508,790792230,739376284,0.923015446,0.991172555,0.889079426,0.965690498,7.384178618,-3.676647043,4.623438547,-10.30023771,-2.570900207,8.616898535
원림,43340000000,44350821000,47223283500,42857140500,43929962,34844419,26002568,23052297,177323382,170283437,169931826,174969479,0.492151464,0.465078938,0.430913109,0.376691054,-5.500852467,-12.4429894,-23.46034057,-7.346242919,-19.00492075,-12.58305999
윌비스,87637345910,1.13E+11,46325630871,42694884765,185657189,183381462,172118972,195506006,284787600,288026486,270394722,302851731,0.95964338,1.028740329,0.807873028,0.78652643,7.200273671,-15.81528665,-18.03971698,-21.4696843,-23.54470729,-2.642320956
유나이티드제약,1.08E+12,7.69E+11,3.70E+11,4.39E+11,76542019,79323820,80034380,90179373,353433063,380032751,417890867,468860418,3.268517125,2.232743935,1.075889462,1.127818329,-31.68939156,-67.08325456,-65.49449535,-51.81312802,-49.48734108,4.826598704
유니드,4.29E+11,8.93E+11,5.51E+11,4.59E+11,338797020,354619999,587712512,356024268,1120794923,1347710903,1489264678,1259135784,0.685384993,0.926050977,0.764535364,0.647163934,35.11398519,11.54830815,-5.576582292,-17.44133075,-30.11573334,-15.35199478
유니온,92889133050,1.18E+11,73452667395,86332253070,178419689,182516607,201552927,206746721,354433760,366165151,376111723,382846277,0.765471162,0.819926763,0.731180598,0.765526509,7.113997752,-4.479667673,0.007230527,-10.8236698,-6.634769847,4.697322644
유니온머티리얼,1.64E+11,1.33E+11,1.03E+11,1.22E+11,101282697,102788774,120343647,123358031,184455805,186669511,204164785,187088687,1.437106829,1.265009871,1.09550551,1.31150651,-11.97523765,-23.77007134,-8.739803897,-13.39944963,3.67559499,19.71701628
유니퀘스트,4.01E+11,3.31E+11,2.26E+11,1.33E+11,143296166,181823563,262882234,240747286,379977750,490332218,610723418,454404381,1.433537006,1.04556369,0.799984444,0.821416566,-27.06406005,-44.19506153,-42.70000968,-23.48773662,-21.4379216,2.679067282
유성기업,71355625000,82902262500,69409562500,74469325000,116177970,104854261,99811963,104498592,411316942,409968041,427046002,439604034,0.455934526,0.457978439,0.396260648,0.407111635,0.448290918,-13.088256,-10.7083119,-13.47613464,-11.10681199,2.738345815
유수홀딩스,1.49E+11,1.64E+11,1.67E+11,1.51E+11,109944490,93662172,79255170,68107153,498245353,501707092,524926065,514472138,0.520676186,0.51369649,0.468491063,0.425463571,-1.340506123,-10.02256769,-18.28633946,-8.800026462,-17.17607974,-9.184271611
유안타증권,6.41E+11,8.55E+11,5.09E+11,5.43E+11,13561249167,13189879725,11862753297,14860352268,14948245614,14714933646,13419879837,16461846690,0.950074111,0.954459671,0.921865505,0.93567238,0.461601843,-2.9690954,-1.515853483,-3.414933845,-1.968369297,1.497710366
유엔젤,53639520510,69540042580,39718316540,47635588940,13146431,9512538,7242895,8118758,48567847,61716674,61023632,62948969,1.375106282,1.280895023,0.769557793,0.885707071,-6.851198333,-44.03648629,-35.58991895,-39.92030739,-30.85248559,15.09298967
