종목명,2020 Market Cap,2021 Market Cap,2022 Market Cap,2023 Market Cap,총부채_2020,총부채_2021,총부채_2022,총부채_2023,총자산_2020,총자산_2021,총자산_2022,총자산_2023,2020 tobinQ,2021 tobinQ,2022 tobinQ,2023 tobinQ,2020대비 2021 tobinQ증가율,2020대비 2022 tobinQ증가율,2020대비 2023 tobinQ증가율,2021대비 2022 tobinQ증가율,2021대비 2023 tobinQ증가율,2022대비 2023 tobinQ증가율
한국공항,1.19E+11,1.39E+11,1.27E+11,1.57E+11,152819448,93813701,81818614,128378638,425353643,383887978,421095043,476851540,0.639544183,0.606058836,0.496953402,0.597908603,-5.235814496,-22.29568887,-6.510196034,-18.00244922,-1.344792371,20.31482245
한국금융지주,4.77E+12,4.88E+12,3.22E+12,3.67E+12,64805369408,74608457222,78602833042,87456133490,70437687757,82036577890,86308574157,95901185591,0.98781947,0.968913249,0.948057871,0.950220406,-1.913934867,-4.025188887,-3.806268818,-2.152450521,-1.929258706,0.228101589
한국내화,95912936240,1.45E+11,1.16E+11,1.24E+11,58645134,104085580,105655719,127475850,202829020,357947858,325998841,333192248,0.762011621,0.695203434,0.678713207,0.75481603,-8.767344884,-10.93138358,-0.944288777,-2.372000128,8.574842086,11.21281008
한국단자,6.48E+11,7.95E+11,5.39E+11,7.81E+11,220972248,282995897,419492219,493288440,985178227,1125163279,1289776455,1425051765,0.881855916,0.957781788,0.743531342,0.894292735,8.609781968,-15.68562066,1.41030051,-22.36944241,-6.6287597,20.27640043
한국석유,66502800000,1.43E+11,1.31E+11,1.43E+11,172471833,188198136,183328539,176607402,316488297,342126723,347065524,353982212,0.755082053,0.969354668,0.904951709,0.903786663,28.3773948,19.84812847,19.69383449,-6.643900462,-6.764088275,-0.128741254
한국수출포장,88400000000,1.02E+11,1.15E+11,1.19E+11,56511276,68488033,64604055,61282438,309083509,331846867,345521340,357003990,0.468841824,0.513755138,0.519805969,0.503866744,9.57963055,10.87022168,7.470519597,1.177765544,-1.924729023,-3.066379802
한국쉘석유,3.36E+11,3.35E+11,3.04E+11,2.94E+11,50491877,56156827,59384706,62221361,148607731,165711580,172340454,188371617,2.601088614,2.358959024,2.105917082,1.889994717,-9.308778966,-19.03708813,-27.33831876,-10.7268477,-19.88013789,-10.25312756
한국전력,1.76E+13,1.42E+13,1.40E+13,1.21E+13,1.32E+11,1.46E+11,1.93E+11,2.02E+11,2.03E+11,2.11E+11,2.35E+11,2.40E+11,0.738718729,0.757774578,0.880729967,0.895159252,2.579581167,19.22399326,21.17727854,16.22585305,18.13001883,1.638332375
한국전자홀딩스,43854538432,1.02E+11,46803136000,42590853760,204746693,153728383,123768339,116991494,412243673,463627852,469100261,503113632,0.603044383,0.551648012,0.363614112,0.317189473,-8.522817252,-39.70359022,-47.40196876,-34.08584745,-42.50147452,-12.7675571
한국주강,17529351450,60165257880,28951703040,34323601065,16447220,22132882,18273217,11207425,46460626,50194780,48045222,44186933,0.731298185,1.639575667,0.982926461,1.030418338,124.2007024,34.4084372,40.90262491,-40.04994821,-37.1533526,4.831681583
한국주철관,1.90E+11,2.07E+11,1.55E+11,1.58E+11,73142233,76191124,73948279,74562473,357526157,423089952,424608629,434108102,0.735806955,0.670486554,0.538225706,0.534690488,-8.87738294,-26.85232154,-27.33277602,-19.72610004,-20.25336154,-0.656828067
한국철강,3.01E+11,3.56E+11,2.59E+11,2.79E+11,171944787,186519007,150021132,120716792,868775458,908707498,948549497,972464325,0.544573149,0.597492602,0.430701965,0.411365005,9.717602224,-20.91017241,-24.46101946,-27.91509658,-31.15144789,-4.489638132
한국카본,5.91E+11,4.73E+11,4.86E+11,6.04E+11,97788639,109356564,181165801,337774036,478319471,498355905,585333635,792428142,1.440586639,1.167708776,1.13940454,1.188736222,-18.94213476,-20.90690632,-17.4824901,-2.423912291,1.800744025,4.329602073
한국앤컴퍼니,1.36E+12,1.49E+12,1.32E+12,1.48E+12,291952510,345760552,445377544,624304502,3792451107,4081229755,4301818676,4640995962,0.43631479,0.449923347,0.411390548,0.453629893,3.118976721,-5.712444923,3.968488581,-8.564303027,0.823817193,10.26745629
한국특강,1.04E+11,1.82E+11,1.18E+11,1.09E+11,250943537,316723246,348107185,334499280,352334775,456750420,547808388,560997435,1.006146887,1.091506924,0.85057877,0.790341011,8.483854427,-15.46176991,-21.44874457,-22.07298447,-27.5917547,-7.081973036
한국무브넥스,1.12E+11,81607125600,82216134000,2.82E+11,431038186,436752217,498148853,533544152,667998510,699351929,799394136,874724776,0.812563468,0.741199561,0.72600606,0.932310567,-8.782564091,-10.65238737,14.73695332,-2.049852922,25.78401506,28.4163616
한국화장품제조,1.68E+11,1.17E+11,1.29E+11,1.06E+11,33387006,33557252,35421547,36551560,77657828,76545671,82665926,89173515,2.592114809,1.965927662,1.993693835,1.599135797,-24.15738474,-23.08620638,-38.30767867,1.412370023,-18.65744461,-19.79030233
한농화성,1.39E+11,2.55E+11,1.56E+11,2.47E+11,40522140,69259918,72824107,74790089,171371035,216969691,225415183,237369526,1.048556076,1.49395944,1.014683678,1.353948396,42.47778196,-3.230384966,29.12503461,-32.08090854,-9.371810233,33.43551544
한독,4.58E+11,3.14E+11,2.31E+11,1.97E+11,437077758,457565421,489250128,449706525,818926687,841561832,871106170,790339658,1.093386957,0.916598628,0.826293227,0.818035029,-16.16887115,-24.42810647,-25.1833924,-9.852229645,-10.75319082,-0.999427018
HLD&I,1.90E+11,2.04E+11,1.01E+11,77799425055,1279380184,1104826105,1240232282,1268702893,1653568578,1521351991,1667421795,1724300710,0.888906093,0.86059118,0.8046514,0.780897619,-3.185366059,-9.478469482,-12.1507182,-6.500157225,-9.260327465,-2.952058697
한미글로벌,1.15E+11,1.33E+11,2.95E+11,2.25E+11,89884233,141130569,178412243,196050464,218683633,285254341,373059660,398871055,0.934638913,0.961473778,1.268350062,1.056051721,2.871147889,35.70482086,12.99034379,31.91728064,9.836767749,-16.73815044
한미반도체,9.32E+11,1.87E+12,1.12E+12,6.01E+12,69876325,82473641,65336210,151940479,326966868,429285683,455432966,723839104,3.064693775,4.552990511,2.601340479,8.507098394,48.56265731,-15.11907322,177.5839617,-42.86523389,86.84638973,227.0274869
한미사이언스,5.02E+12,3.65E+12,2.23E+12,2.74E+12,264485903,259599612,384942964,438697577,923219549,949894436,1109690934,1226170046,5.727712231,4.113625119,2.35361296,2.594262996,-28.18031087,-58.90832386,-54.70682026,-42.78494291,-36.9348708,10.22470728
한샘,2.46E+12,2.18E+12,1.05E+12,1.26E+12,600608098,624662475,654251595,708747065,1229509761,1246352553,1099679541,1051517419,2.488722087,2.24968647,1.549416472,1.871407006,-9.604753308,-37.74248718,-24.80450042,-31.12744851,-16.81476369,20.7814064
한섬,7.45E+11,8.77E+11,6.66E+11,4.71E+11,312511906,316664864,348223077,329926346,1438544149,1557084758,1684715499,1724265474,0.735166805,0.766491906,0.602158096,0.464460002,4.26095149,-18.09231705,-36.82250082,-21.43973196,-39.4044479,-22.86743208
한성기업,51601069650,39927181450,31916907100,35953091850,145267047,155369922,182635463,179406071,195752062,199923900,234918896,230810002,1.005701369,0.976857211,0.913304012,0.933058191,-2.868063824,-9.187355204,-7.223136029,-6.505884294,-4.483666626,2.162935767
한세실업,7.00E+11,8.78E+11,6.16E+11,8.42E+11,599703859,751823860,702124695,593553251,1021055618,1216241001,1239211177,1237247611,1.272902118,1.340050088,1.063680444,1.160279671,5.275187184,-16.4365878,-8.847691088,-20.62382938,-13.41520129,9.081602231
한세예스24홀딩스,3.06E+11,2.97E+11,1.85E+11,1.96E+11,1094228156,1291920827,1205446232,1188689217,1840012735,2241273060,2036963741,2152345947,0.761205686,0.70884751,0.682607257,0.643339524,-6.87832175,-10.32551783,-15.48414103,-3.701819109,-9.241477858,-5.752609964
한솔로지스틱스,63610238875,1.08E+11,77486338500,67992951250,141321704,188039086,171990567,126703696,195971591,266627758,274496249,245120387,1.045722708,1.110256067,0.908853605,0.794289898,6.171173147,-13.08847001,-24.04392751,-18.14018117,-28.45885542,-12.60529817
한솔케미칼,2.22E+12,3.46E+12,2.10E+12,2.57E+12,376929964,429305068,400814014,409492210,999200502,1197174769,1253310603,1350979663,2.598517474,3.251158618,1.997504855,2.207718067,25.11590365,-23.1290582,-15.03932187,-38.56021532,-32.09442153,10.5237898
한솔테크닉스,3.26E+11,2.51E+11,1.64E+11,2.23E+11,312289415,510394100,631895651,479360236,591392385,788670353,1071921901,954035007,1.079155618,0.965133401,0.742270169,0.736035083,-10.5658735,-31.21750407,-31.79527856,-23.09144325,-23.73747683,-0.840002221
한솔PNS,35452910760,40678628820,31969098720,25800702108,63470511,59666915,83843135,78866175,107126396,109710673,134944512,124852549,0.923427143,0.914637939,0.858221146,0.83832391,-0.951802629,-7.061303891,-9.216020221,-6.168210452,-8.343632505,-2.318427544
한솔홀딩스,1.55E+11,1.49E+11,1.37E+11,1.21E+11,100666386,104432487,125962865,125877734,627140216,653696785,723295784,720105338,0.407354495,0.387890063,0.364070787,0.342231506,-4.778253939,-10.62556299,-15.98681007,-6.14072866,-11.77100463,-5.998635922
한솔홈데코,1.73E+11,1.36E+11,82579277725,69688853885,140448641,154814152,166074493,172328108,294990296,314661262,319496521,312095401,1.06193541,0.923425242,0.778267538,0.775458277,-13.043182,-26.71234707,-26.97688867,-15.71948628,-16.02370808,-0.360963389
한신공영,1.94E+11,1.82E+11,98235259980,83540468440,1113458345,1442187010,1622658480,1716013928,1734262275,2119949126,2349398105,2468946950,0.753788723,0.765983952,0.732482816,0.728875279,1.617857789,-2.826509067,-3.305096392,-4.373608096,-4.844575833,-0.492508112
한신기계,52887226130,1.18E+11,2.08E+11,1.58E+11,12873520,15086454,22775323,25660500,95212694,101149022,115721730,116461865,0.690672046,1.316774511,1.991245058,1.577112817,90.6511954,188.3054369,128.344672,51.22141577,19.77091019,-20.79765318
한양증권,1.26E+11,2.10E+11,1.11E+11,1.23E+11,1616639486,1201053826,1043504163,1258029082,1967706224,1633398450,1502891064,1747822855,0.885683272,0.863890146,0.768353869,0.790316981,-2.460600302,-13.24733196,-10.76753888,-11.05884564,-8.516495494,2.85846318
한온시스템,8.67E+12,7.18E+12,4.32E+12,3.89E+12,5567975657,5757074853,6728917211,6735917854,7807411034,8233732862,9098783328,9244404434,1.824193141,1.571181027,1.214157631,1.149594647,-13.86980953,-33.44138821,-36.98065071,-22.7232502,-26.83245103,-5.317512503
한올바이오파마,1.96E+12,1.10E+12,9.30E+11,2.31E+12,38858948,34985662,45194772,53528623,220132431,198477805,213451233,239746993,9.075804682,5.716788645,4.568152445,9.876197375,-37.01066907,-49.66669507,8.818972212,-20.0923328,72.75778392,116.1967555
한익스프레스,85320000000,75840000000,63120000000,78600000000,233096248,301259496,302592348,342926253,301687969,374774840,407946966,427530518,1.055448943,1.006202807,0.896470322,0.985955938,-4.665894673,-15.06265386,-6.584212835,-10.90560314,-2.012205553,9.981994268
한일시멘트,7.27E+11,1.45E+12,8.07E+11,8.86E+11,1041417958,911950415,885820287,1148706829,2399662742,2370327907,2460836872,2867925364,0.737046889,0.998359935,0.687862453,0.709419378,35.45406001,-6.673175963,-3.748406074,-31.10075546,-28.94152163,3.133900591
한일철강,46281176580,71415705500,75153349900,63806929400,146274692,161018234,164622339,157459593,295057912,338779024,339154971,331028996,0.652603644,0.686093067,0.706979727,0.668420365,5.13166344,8.332175847,2.423633593,3.044289706,-2.575846095,-5.454097279
한전KPS,1.34E+12,1.73E+12,1.49E+12,1.53E+12,298187345,314925082,346288975,324737143,1349869091,1426920122,1562022195,1597333551,1.210996945,1.436432951,1.178145215,1.162554397,18.61573701,-2.712783854,-4.000220485,-17.98118985,-19.06657419,-1.323335873
한전기술,6.82E+11,3.25E+12,2.09E+12,2.37E+12,201216889,192058364,273089488,307700361,700291402,705509291,816503302,855008773,1.261537535,4.876985191,2.890251004,3.135827895,286.5905735,129.1054308,148.571906,-40.73693295,-35.70150877,8.496732337
한진,7.14E+11,4.50E+11,3.15E+11,3.71E+11,2550728647,2503649583,2558814753,2661786978,3788654067,3877620716,4093197692,4201363600,0.861843174,0.761697391,0.702009277,0.721964645,-11.61995431,-18.54558948,-16.23016041,-7.836197765,-5.21634274,2.842607359
HJ중공업,6.10E+11,6.70E+11,3.26E+11,3.71E+11,1873852000,1953231000,2182707000,2549673000,2193855000,2385236000,2567697000,2890585000,1.131989124,1.099579245,0.977033505,1.010260553,-2.863091039,-13.68879044,-10.75351068,-11.14478474,-8.122988189,3.40080944
한진중공업홀딩스,1.25E+11,1.23E+11,1.15E+11,94938345580,1480600000,1489201000,1629209000,1497922000,1837185000,1837801000,1995988000,1865721000,0.873816736,0.877240245,0.873866977,0.853750558,0.391788026,0.00574963,-2.296382834,-0.384531847,-2.67768003,-2.302000107
한창,98849598120,67792123035,72805827556,24467425205,80110484,97276581,90132833,89140438,117760361,134278398,113480993,90310468,1.519697126,1.229302006,1.435823359,1.257970042,-19.10874967,-5.519110693,-17.2223188,16.79988741,2.332057995,-12.38685219
한창제지,1.49E+11,1.22E+11,79656093810,55252092036,86371983,140052514,172631642,197857871,181081554,248597574,283062451,288895489,1.297448458,1.055402552,0.891279415,0.876129856,-18.65553152,-31.30521603,-32.47285854,-15.55076178,-16.9861913,-1.699754251
한화,2.45E+12,2.73E+12,2.25E+12,2.26E+12,1.73E+11,1.81E+11,1.64E+11,1.77E+11,1.91E+11,2.03E+11,1.97E+11,2.10E+11,0.920136208,0.9053926,0.84299502,0.852481477,-1.602328856,-8.383670563,-7.352686554,-6.891770535,-5.84399776,1.125327783
한화손해보험,4.48E+11,4.33E+11,5.44E+11,4.73E+11,17811681663,18825405055,13942309500,14769484442,19518332852,20284988079,17173511589,18115263746,0.935498733,0.949396962,0.843526522,0.841405218,1.485649091,-9.831356075,-10.05811254,-11.15133545,-11.37477243,-0.251480403
한화솔루션,7.73E+12,6.83E+12,8.26E+12,6.86E+12,9169604331,11806325075,13934972874,15482363319,15137319822,20007572194,23831884434,24492909474,1.116337273,0.931556058,0.931438424,0.912073486,-16.55245416,-16.56299164,-18.2976769,-0.012627664,-2.091400912,-2.079035782
한화에어로스페이스,1.44E+12,2.43E+12,3.73E+12,6.30E+12,6475090147,7114272104,11233518425,14858674608,9464815678,11045830631,15151828043,19542899926,0.836577321,0.864082786,0.987332247,1.082854371,3.287856822,18.02044134,29.43864762,14.26361721,25.31835939,9.674770023
한화투자증권,4.88E+11,1.43E+12,5.28E+11,7.97E+11,10606835890,9920841050,10555667496,11677138582,11859021179,11791027415,12111249518,13250183608,0.935542295,0.963074773,0.915186041,0.941415225,2.942943154,-2.175877483,0.627756757,-4.972483281,-2.248999617,2.865994775
HDC현대EP,2.11E+11,1.90E+11,1.26E+11,1.45E+11,232179896,275234383,289863741,288562520,524916605,582888462,603330217,605440391,0.844625397,0.797818817,0.689553961,0.716877378,-5.541697029,-18.35978845,-15.12481387,-13.57010555,-10.1453409,3.962476957
현대건설,4.19E+12,5.03E+12,3.94E+12,3.94E+12,9172896000,10207973000,10987431000,13258980000,17939274000,19637264000,20911708000,23714495000,0.744760685,0.775839394,0.714037849,0.725278358,4.172979202,-4.125195781,-2.615917778,-7.965765256,-6.516946172,1.574217559
현대글로비스,6.90E+12,6.30E+12,6.13E+12,7.18E+12,5832335783,6358516107,6998172212,6941096284,10898704437,12170928243,13877784500,14725019904,1.168243056,1.040061683,0.946074801,0.959071456,-10.97214943,-19.0172973,-17.90480149,-9.036664166,-7.787059902,1.373744985
현대리바트,3.28E+11,3.11E+11,1.76E+11,1.59E+11,322270197,374591023,415626224,497104514,803314893,863648499,854159330,899461324,0.80890844,0.793958449,0.693107484,0.729835176,-1.848168477,-14.31570627,-9.775304577,-12.70229765,-8.076401608,5.298989458
현대모비스,2.43E+13,2.41E+13,1.89E+13,2.22E+13,15169553000,16125063000,17599066000,17930546000,48497676000,51482537000,55406698000,58585845000,0.81356585,0.780730037,0.658824065,0.68492391,-4.036036341,-19.0201918,-15.81211165,-15.61435657,-12.27135151,3.961580336
HD현대미포,1.92E+12,2.80E+12,3.38E+12,3.39E+12,1231546541,1674021487,2572981743,2893858196,3599025550,3878320283,4748245499,4909071433,0.874894189,1.152553467,1.252692546,1.280272304,31.7363266,43.18217691,46.33453051,8.688454132,11.08138073,2.201638265
현대백화점,1.67E+12,1.76E+12,1.38E+12,1.21E+12,3674740993,3743568385,5702018783,5433464917,8707032548,8969196456,12069249655,11712592639,0.613948663,0.61333124,0.58684334,0.567399134,-0.100565912,-4.414916824,-7.581990521,-4.318694046,-7.488955946,-3.31335559
현대비앤지스틸,1.56E+11,2.56E+11,1.62E+11,2.20E+11,220007943,271019167,333016275,298689554,648496423,768751883,857843841,792550276,0.579765639,0.685694798,0.576531825,0.654836128,18.27103089,-0.557779545,12.94841986,-15.92005269,-4.50035058,13.58195678
HDC현대산업개발,1.72E+12,1.51E+12,6.59E+11,9.62E+11,3373063232,3681097259,4434454286,4008251615,6116097910,6566377904,7336326609,7016268810,0.832760251,0.79044754,0.694288512,0.70842477,-5.081019591,-16.62804377,-14.9305255,-12.16513718,-10.37675064,2.036078255
HMM,4.56E+12,1.32E+13,9.56E+12,1.35E+13,7684812000,7517806000,5285543000,4272550000,9373360000,17876100000,26066659000,25713363000,1.306110296,1.156460637,0.569549899,0.690845068,-11.45765857,-56.3934301,-47.10668234,-50.75060226,-40.26212002,21.29667108
한일현대시멘트,5.00E+11,5.92E+11,3.38E+11,3.02E+11,307055133,272590216,285245442,447338760,562929272,596793705,649126014,838319619,1.432945795,1.448544461,0.960490611,0.894428262,1.088573402,-32.97090407,-37.58115167,-33.69270762,-38.25330972,-6.877979682
현대약품,2.47E+11,1.90E+11,1.53E+11,1.32E+11,67361026,77257092,94604146,69967632,157501806,163857417,181159428,154629100,1.996174101,1.633475597,1.368320428,1.303038251,-18.1696829,-31.45285138,-34.72321627,-16.23257608,-20.22909595,-4.770971439
현대엘리베이,1.62E+12,1.68E+12,1.16E+12,1.73E+12,1600843056,1851191574,1847719039,2163866654,2626221535,2987393730,3014471063,3535433379,1.226554201,1.182563095,0.996124685,1.102443813,-3.586560319,-18.7867373,-10.1186224,-15.76562046,-6.775053457,10.67327504
현대차,4.67E+13,5.10E+13,3.69E+13,5.02E+13,1.33E+11,1.51E+11,1.65E+11,1.81E+11,2.09E+11,2.34E+11,2.56E+11,2.82E+11,0.858230472,0.864722628,0.789019402,0.817214998,0.756458338,-8.064392048,-4.779074571,-8.754625293,-5.49397329,3.573498398
현대제철,5.28E+12,5.47E+12,4.08E+12,4.87E+12,18152008767,18781894206,17672412852,15722841602,34845040108,37042298366,36800955830,35218841930,0.672590954,0.654742694,0.591176299,0.584732787,-2.653657523,-12.10463134,-13.06264473,-9.708606993,-10.6927358,-1.089947525
현대코퍼레이션,2.11E+11,2.22E+11,2.14E+11,2.50E+11,904594889,1344552872,1394707519,1479068054,1219059292,1707383176,1831301802,2059712573,0.91512931,0.917661538,0.878618979,0.839355489,0.276707149,-3.989636338,-8.280121763,-4.254570785,-8.533216891,-4.468773226
현대차증권,3.70E+11,3.92E+11,2.88E+11,2.72E+11,8102117000,7645419000,9008411000,10307455000,9167904000,8806128000,10233054000,11585257000,0.924067813,0.912667747,0.908494962,0.913218067,-1.233682866,-1.685249865,-1.174128806,-0.45720749,0.060297945,0.519882377
현대해상,2.03E+12,2.05E+12,2.63E+12,2.77E+12,44389432859,47809992570,36744509270,38032594523,49194086423,52818002945,46252595501,44087986399,0.943676085,0.944028926,0.851354153,0.925512772,0.037390054,-9.783222548,-1.924740112,-9.816942042,-1.961396798,8.710666307
형지엘리트,1.06E+11,1.17E+11,40812785380,43180550028,53840117,70234923,41486678,55199613,114344168,130445154,109225633,125126388,1.397238878,1.435246287,0.753481222,0.786246327,2.720179785,-46.0735574,-43.72856783,-47.50160804,-45.21871721,4.348496672
혜인,65979156930,72589785370,76912119350,72208402960,109699111,92754855,132475114,139149135,207882894,194738254,240522146,253960587,0.845082847,0.849060916,0.870552824,0.83224543,0.470731259,3.01390291,-1.519072012,2.531256237,-1.98048053,-4.400352568
호텔신라,3.29E+12,3.12E+12,3.31E+12,2.60E+12,2269886508,2079545237,2398761038,2398045990,2893842459,2656449912,2938544987,3006538770,1.92132315,1.95695963,1.942311948,1.663363214,1.854788476,1.092413753,-13.42616083,-0.748491783,-15.0026813,-14.36168556
화성산업,1.55E+11,1.57E+11,1.07E+11,1.10E+11,186024043,390984899,389175293,622246444,580483864,807965790,746127742,991687670,0.587503054,0.678079327,0.664430854,0.73851321,15.41715775,13.09402556,25.7037226,-2.012813553,8.91250924,11.1497464
화승인더,3.94E+11,3.37E+11,2.13E+11,1.91E+11,806233973,1002373143,1119839946,1039627991,1433482294,1637051105,1779489489,1653277050,0.837586888,0.81843819,0.748991188,0.744436022,-2.286174489,-10.57749364,-11.12133757,-8.485308102,-9.041876142,-0.608173429
화신,1.18E+11,2.91E+11,2.52E+11,4.78E+11,566999792,582311067,647757404,751750659,822660475,870753098,1004620994,1196813984,0.832914444,1.002407076,0.89574318,1.027278821,20.34934483,7.543240097,23.33545529,-10.64077644,2.481202091,14.68452613
화천기계,57970000000,58630000000,69300000000,85140000000,26338052,30111090,32602284,29955964,146537093,155922672,161427031,167517651,0.575335912,0.569135257,0.631259111,0.687067681,-1.07774512,9.72009528,19.42026684,10.91548147,20.72133514,8.840834069
화천기공,71280000000,75350000000,67430000000,69630000000,82213083,117087776,128766813,118338768,378376165,425436857,474032616,463885406,0.405662664,0.452329818,0.413888847,0.405205177,11.50393126,2.027838455,-0.112775197,-8.498438308,-10.41820349,-2.098068217
환인제약,3.11E+11,3.31E+11,3.27E+11,2.80E+11,32957381,35963186,35446436,43019153,329559588,353188872,369374561,401226633,1.042537961,1.039229192,0.98222096,0.80444349,-0.317376405,-5.785592782,-22.83796657,-5.485626461,-22.59229278,-18.09953944
황금에스티,1.13E+11,1.35E+11,1.18E+11,1.22E+11,150228430,99055555,108492131,112667876,452295228,431568370,481912632,513527276,0.582248969,0.542800565,0.471002659,0.456096272,-6.775177954,-19.10631289,-21.66645262,-13.22730864,-15.97350827,-3.164820168
효성,1.61E+12,2.00E+12,1.41E+12,1.33E+12,1915426595,2265599710,2369980097,2312626241,4429749880,5255421960,5267284721,5088858302,0.795813915,0.810787363,0.718368248,0.716550948,1.881526214,-9.731630171,-9.95998757,-11.3986871,-11.62282724,-0.252976097
효성ITX,2.68E+11,2.31E+11,1.57E+11,1.44E+11,112273681,138085361,111070180,106070813,161698570,241404764,176818736,176284814,2.352671894,1.529586057,1.513890361,1.416677973,-34.98515198,-35.65229541,-39.78429476,-1.026140106,-7.381610396,-6.421362466
후성,1.09E+12,2.14E+12,1.01E+12,1.13E+12,294938889,332875874,518459265,521907370,540108379,616334424,933755417,853376952,2.569297095,4.010965115,1.636434164,1.93612842,56.11137861,-36.30809893,-24.64365354,-59.20098737,-51.72911345,18.31385968
휴니드,80461285500,1.21E+11,85401890750,86813492250,127968482,134159016,159788539,137756657,247895608,267340262,304125357,299334914,0.840796532,0.955396745,0.806215017,0.75023039,13.62995781,-4.112946955,-10.77146951,-15.61463641,-21.47446658,-6.944130975
휴스틸,55561959720,1.14E+11,2.85E+11,2.80E+11,189665934,325520952,297193189,318962394,604130122,951920862,1206373632,1325993300,0.405918998,0.461758923,0.482493295,0.451782369,13.75642071,18.86442806,11.29865098,4.490302457,-2.160554729,-6.36504731
TKG휴켐스,1.05E+12,9.46E+11,8.18E+11,8.79E+11,179440954,229725000,201162049,259255639,866585515,949304335,941352875,1099714172,1.417033787,1.238869303,1.08220209,1.034946778,-12.57305827,-23.62905527,-26.96386018,-12.64598392,-16.46037437,-4.366588525
흥국화재,1.91E+11,2.42E+11,2.24E+11,2.02E+11,12487415000,13071612000,9810958000,10670878000,13211184000,13762260000,12403741000,12031553000,0.959636774,0.967380212,0.809003268,0.903660733,0.806913412,-15.69692938,-5.833044665,-16.37173705,-6.586808239,11.70050467
흥아해운,30117000222,6.49E+11,3.26E+11,6.01E+11,313059823,144358895,181755200,154939134,286775958,247298683,317059937,325653339,1.196672223,3.208694383,1.600742133,2.321490504,168.1347758,33.76613098,93.99552014,-50.1123528,-27.64999633,45.02588863
동남합성,1.78E+11,2.30E+11,1.96E+11,1.19E+11,32284855,44342732,42058880,45751506,81304054,90602982,92085226,97568840,2.586068525,3.023506798,2.58937172,1.688566821,16.91518492,0.127730362,-34.70525607,-14.35866057,-44.15204152,-34.78855089
동방,90790388820,1.93E+11,1.27E+11,98821837960,410051935,399799100,437684707,455221060,526822001,531255658,567964926,599319321,0.950686044,1.116007126,0.994022133,0.92445359,17.38966122,4.558401725,-2.759318243,-10.93048516,-17.16418572,-6.998691495
동방아그로,87152492800,98999784790,85926910870,86607789720,54235750,57352106,65704821,64434056,196027049,204466926,216528029,224384204,0.721269047,0.764680596,0.700286852,0.673139388,6.018773307,-2.909066272,-6.672913427,-8.420998754,-11.9711692,-3.876620617
동부건설,3.13E+11,3.41E+11,1.72E+11,1.40E+11,494379516,702346281,998112147,1226953607,954233550,1262000761,1581700494,1807512336,0.845921332,0.826788948,0.740042854,0.756392407,-2.261721519,-12.51635049,-10.5835994,-10.49192715,-8.514451057,2.209271216
KG스틸,1.17E+12,1.07E+12,7.39E+11,8.90E+11,1285016839,1620934715,1361342497,1304937566,2257720824,2771098268,3051507327,3195514054,1.08586359,0.969343002,0.688318353,0.686905621,-10.73068373,-36.61097405,-36.74107618,-28.99124962,-29.13699079,-0.205243945
동성제약,3.25E+11,2.19E+11,1.74E+11,1.50E+11,70770129,58141479,64892798,75170970,125718175,104581874,107702061,114973284,3.147732052,2.647375386,2.221376228,1.961438015,-15.89578333,-29.42931002,-37.68726236,-16.09137714,-25.91009095,-11.70167436
동성케미컬,2.18E+11,2.38E+11,2.35E+11,2.24E+11,370735252,361792854,410505252,445611888,797944147,818795753,899511754,970612856,0.737244899,0.732850472,0.717652937,0.689477667,-0.596060685,-2.657456442,-6.479153873,-2.073756605,-5.918370267,-3.926029967
동아쏘시오홀딩스,7.54E+11,7.30E+11,6.44E+11,6.41E+11,622382702,706347762,732791277,929797049,1511106333,1691388336,1731452067,1957106350,0.910847021,0.849190414,0.795405373,0.802734634,-6.76915061,-12.67409845,-11.86943415,-6.333684485,-5.470596456,0.92144975
다스코,77308000000,82273234875,88256081550,82436999250,130077408,173177983,202891749,165929194,249543946,298527300,346117669,320034641,0.831057661,0.855704714,0.841181646,0.776060343,2.96574528,1.218204932,-6.617749927,-1.697205554,-9.307459661,-7.741645748
동아지질,1.81E+11,2.10E+11,1.71E+11,1.82E+11,143304737,146434994,150642232,162018317,334840487,350828019,372281355,390934867,0.967191094,1.017264798,0.863277808,0.879582115,5.177229655,-10.74382168,-9.058083773,-15.13735567,-13.53459629,1.888651228
동양,2.95E+11,3.62E+11,2.47E+11,2.46E+11,217173926,223240278,200018245,311407795,996760196,1007233610,983550241,1099649988,0.513532671,0.581387746,0.454005526,0.506906562,13.21338999,-11.59169573,-1.290299412,-21.91002824,-12.81093112,11.65206866
동양고속,72389225000,49948565250,40103630650,37729264070,60838463,84315064,90255924,99329870,167885900,168829554,165498374,168393916,0.793560913,0.795261411,0.787678764,0.81391975,0.214287017,-0.741234676,2.565504112,-0.953478513,2.346189515,3.331432521
TYM,1.98E+11,2.67E+11,4.39E+11,2.49E+11,486125602,458227293,447666197,466443819,656859440,707428248,782128427,849110905,1.042205623,1.025796319,1.1333755,0.842204257,-1.574478535,8.747782087,-19.19020216,10.4873822,-17.89751617,-25.69062441
