종목명,2024통합등급,2024환경,2024사회,2024지배구조,2023통합등급,2023환경,2023사회,2023지배구조,2022통합등급,2022환경,2022사회,2022지배구조,2021통합등급,2021환경,2021사회,2021지배구조,2020통합등급,2020환경,2020사회,2020지배구조,2021-2020통합등급,2021-2020환경,2021-2020사회,2021-2020지배구조,2022-2021통합등급,2022-2021환경,2022-2021사회,2022-2021지배구조,2023-2022통합등급,2023-2022환경,2023-2022사회,2023-2022지배구조,2024-2023통합등급,2024-2023환경,2024-2023사회,2024-2023지배구조
NAVER  ,8.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0,7.0,6.0,6.0,8.0,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,-1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
NH투자증권  ,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,6.0,7.0,7.0,8.0,7.0,6.0,5.0,8.0,6.0,1.0,2.0,0.0,1.0,-1.0,0.0,-1.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NICE  ,6.0,5.0,7.0,6.0,6.0,5.0,7.0,6.0,6.0,3.0,6.0,6.0,6.0,5.0,7.0,6.0,5.0,1.0,5.0,6.0,1.0,4.0,2.0,0.0,0.0,-2.0,-1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
NICE평가정보  ,,,,,,,,,,,,,6.0,5.0,7.0,5.0,5.0,1.0,5.0,5.0,1.0,4.0,2.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-
NI스틸  ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0
OCI홀딩스  ,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,8.0,7.0,7.0,7.0,8.0,7.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PI첨단소재  ,6.0,6.0,7.0,5.0,6.0,6.0,7.0,5.0,,,,,6.0,6.0,5.0,6.0,5.0,3.0,5.0,6.0,1.0,3.0,0.0,0.0,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
POSCO홀딩스  ,8.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,8.0,7.0,7.0,5.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SBS  ,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,3.0,1.0,1.0,6.0,5.0,1.0,6.0,6.0,5.0,3.0,5.0,6.0,0.0,-2.0,1.0,0.0,-2.0,0.0,-5.0,0.0,3.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0
SGC에너지  ,6.0,7.0,7.0,5.0,6.0,7.0,7.0,5.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0
SG글로벌  ,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,0.0,0.0,2.0,-2.0,-2.0,-2.0,-2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
SG세계물산  ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,3.0,3.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,-2.0,0.0,-4.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHD  ,3.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,5.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,4.0,-2.0,0.0,-2.0,-2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
SH에너지화학  ,3.0,3.0,1.0,5.0,3.0,3.0,1.0,5.0,3.0,3.0,1.0,6.0,5.0,5.0,1.0,6.0,3.0,3.0,3.0,6.0,2.0,2.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
SIMPAC  ,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,2.0,2.0,0.0,2.0,-4.0,-4.0,-2.0,-4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
SK  ,8.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SKC  ,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,6.0,8.0,7.0,7.0,7.0,8.0,6.0,6.0,6.0,8.0,5.0,1.0,1.0,0.0,1.0,0.0,-1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
SK가스  ,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,8.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SK네트웍스  ,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,6.0,7.0,6.0,8.0,7.0,7.0,6.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
SK디스커버리  ,7.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0,6.0,7.0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
SK디앤디  ,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,5.0,3.0,5.0,6.0,2.0,4.0,3.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SK렌터카  ,7.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,6.0,7.0,7.0,6.0,7.0,6.0,8.0,6.0,5.0,5.0,3.0,5.0,2.0,1.0,5.0,1.0,-1.0,1.0,-1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
SK바이오사이언스  ,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,7.0,,,,,,,,,-,-,-,-,-,-,-,-,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0
SK스퀘어  ,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
SK아이이테크놀로지  ,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,0.0,0.0
SK이노베이션  ,8.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,6.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,1.0,0.0,1.0,1.0,-1.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SK증권  ,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,3.0,7.0,6.0,5.0,1.0,7.0,5.0,1.0,2.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
SK케미칼  ,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,6.0,6.0,7.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SK텔레콤  ,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0,7.0,7.0,0.0,-1.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
SK하이닉스  ,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,8.0,7.0,7.0,7.0,8.0,7.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
SNT다이내믹스  ,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,5.0,6.0,6.0,6.0,6.0,-1.0,-1.0,-3.0,-1.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0
SNT모티브  ,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,5.0,5.0,3.0,5.0,6.0,6.0,5.0,6.0,6.0,-1.0,-2.0,-1.0,0.0,-2.0,0.0,-4.0,-1.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0
SNT에너지  ,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,-1.0,0.0,0.0,-1.0,-2.0,-4.0,-2.0,-2.0,-2.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0
SNT홀딩스  ,5.0,3.0,3.0,6.0,5.0,3.0,3.0,6.0,3.0,3.0,3.0,5.0,6.0,5.0,5.0,6.0,6.0,3.0,6.0,6.0,0.0,2.0,-1.0,0.0,-3.0,-2.0,-2.0,-1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
S-Oil  ,8.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,5.0,8.0,8.0,7.0,6.0,8.0,8.0,8.0,7.0,8.0,8.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
SPC삼립  ,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,5.0,3.0,6.0,5.0,6.0,5.0,7.0,6.0,6.0,5.0,7.0,5.0,0.0,0.0,0.0,1.0,-1.0,-2.0,-1.0,-1.0,-4.0,0.0,-3.0,-4.0,0.0,0.0,0.0,0.0
STX  ,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,5.0,1.0,5.0,6.0,5.0,3.0,6.0,5.0,0.0,-2.0,-1.0,1.0,-2.0,0.0,-2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STX엔진  ,3.0,3.0,5.0,1.0,3.0,3.0,5.0,1.0,3.0,1.0,5.0,1.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,0.0,-1.0,-1.0,1.0,-3.0,-4.0,0.0,-5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
STX중공업  ,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,1.0,5.0,5.0,5.0,3.0,5.0,6.0,5.0,3.0,6.0,6.0,0.0,0.0,-1.0,0.0,-2.0,-2.0,0.0,-1.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0
SUN&L  ,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,-3.0,-4.0,-2.0,-1.0,0.0,2.0,0.0,-2.0,0.0,0.0,0.0,0.0
TCC스틸  ,3.0,6.0,6.0,1.0,3.0,6.0,6.0,1.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,3.0,2.0,0.0,-2.0,2.0,-2.0,-2.0,0.0,-2.0,0.0,3.0,3.0,-2.0,0.0,0.0,0.0,0.0
TP  ,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,5.0,1.0,5.0,3.0,6.0,5.0,3.0,1.0,6.0,5.0,2.0,2.0,0.0,0.0,-2.0,-2.0,-1.0,-4.0,-2.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0
TYM  ,6.0,6.0,7.0,5.0,6.0,6.0,7.0,5.0,6.0,5.0,6.0,6.0,7.0,6.0,8.0,6.0,6.0,5.0,6.0,6.0,1.0,1.0,2.0,0.0,-1.0,-1.0,-2.0,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0
WISCOM  ,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,1.0,1.0,5.0,3.0,3.0,3.0,6.0,3.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
YG PLUS  ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,5.0,1.0,5.0,5.0,-2.0,0.0,-2.0,0.0,-2.0,0.0,-2.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
가온전선  ,6.0,6.0,7.0,5.0,6.0,6.0,7.0,5.0,5.0,3.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,-1.0,-2.0,0.0,0.0,1.0,3.0,1.0,-1.0,0.0,0.0,0.0,0.0
강남제비스코  ,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,3.0,5.0,0.0,0.0,2.0,1.0,-2.0,-2.0,0.0,-1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
강원랜드  ,7.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,6.0,8.0,7.0,7.0,6.0,7.0,7.0,7.0,5.0,7.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
갤럭시아에스엠  ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,3.0,1.0,3.0,3.0,0.0,0.0,-2.0,2.0,-2.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
경농  ,3.0,3.0,1.0,6.0,3.0,3.0,1.0,6.0,3.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,6.0,3.0,2.0,0.0,-1.0,2.0,-2.0,-2.0,-4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
경동나비엔  ,5.0,6.0,7.0,3.0,5.0,6.0,7.0,3.0,3.0,3.0,5.0,1.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,0.0,1.0,0.0,0.0,-3.0,-3.0,-1.0,-5.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0
경동도시가스  ,3.0,3.0,6.0,1.0,3.0,3.0,6.0,1.0,5.0,3.0,6.0,5.0,7.0,6.0,7.0,7.0,6.0,5.0,7.0,6.0,1.0,1.0,0.0,1.0,-2.0,-3.0,-1.0,-2.0,-2.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0
경동인베스트  ,3.0,3.0,6.0,3.0,3.0,3.0,6.0,3.0,3.0,3.0,6.0,3.0,6.0,6.0,7.0,6.0,5.0,3.0,5.0,6.0,1.0,3.0,2.0,0.0,-3.0,-3.0,-1.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
경방  ,3.0,3.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0,6.0,3.0,3.0,5.0,5.0,0.0,0.0,-2.0,1.0,-2.0,0.0,-2.0,-5.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
경보제약  ,6.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,7.0,6.0,6.0,6.0,7.0,6.0,5.0,5.0,5.0,5.0,1.0,1.0,2.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
경인양행  ,3.0,6.0,6.0,1.0,3.0,6.0,6.0,1.0,3.0,5.0,6.0,1.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,-2.0,-2.0,2.0,0.0,0.0,2.0,1.0,-4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
경인전자  ,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,-2.0,0.0,-2.0,-4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
계룡건설산업  ,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,3.0,5.0,5.0,3.0,3.0,1.0,1.0,6.0,5.0,5.0,5.0,6.0,-2.0,-4.0,-4.0,0.0,0.0,4.0,4.0,-3.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0
계양전기  ,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,1.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-1.0,-4.0,0.0,0.0,-2.0,2.0,0.0,0.0,0.0,0.0
고려산업  ,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,5.0,3.0,3.0,3.0,3.0,0.0,0.0,-2.0,2.0,-2.0,-2.0,0.0,-4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
고려아연  ,5.0,7.0,7.0,3.0,5.0,7.0,7.0,3.0,5.0,6.0,7.0,3.0,5.0,6.0,3.0,6.0,5.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
고려제강  ,3.0,3.0,5.0,1.0,3.0,3.0,5.0,1.0,1.0,3.0,3.0,1.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,3.0,1.0,0.0,-1.0,3.0,-5.0,-3.0,-2.0,-5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
광동제약  ,3.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,1.0,5.0,5.0,5.0,3.0,6.0,6.0,5.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-1.0,-1.0,0.0,2.0,0.0,-2.0,0.0,0.0,0.0,0.0
광명전기  ,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,5.0,3.0,3.0,3.0,3.0,0.0,0.0,-2.0,2.0,-2.0,-2.0,2.0,-4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
광전자  ,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,5.0,6.0,5.0,3.0,5.0,6.0,0.0,0.0,0.0,0.0,-4.0,-2.0,-4.0,-3.0,0.0,2.0,0.0,-2.0,0.0,0.0,0.0,0.0
광주신세계  ,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,7.0,7.0,6.0,3.0,7.0,6.0,1.0,3.0,0.0,1.0,-1.0,0.0,0.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
교보증권  ,6.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,1.0,6.0,5.0,5.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
교촌에프앤비  ,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,1.0,3.0,5.0,,,,,,,,,-,-,-,-,-,-,-,-,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
국도화학  ,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,5.0,3.0,6.0,5.0,5.0,5.0,5.0,0.0,0.0,-2.0,1.0,-4.0,-2.0,-2.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
국동  ,3.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,5.0,1.0,5.0,6.0,5.0,1.0,3.0,6.0,0.0,0.0,2.0,0.0,-4.0,0.0,-2.0,-5.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
국보  ,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,5.0,3.0,3.0,-2.0,-4.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
국제약품  ,3.0,1.0,3.0,5.0,3.0,1.0,3.0,5.0,3.0,1.0,3.0,5.0,5.0,1.0,5.0,6.0,3.0,1.0,5.0,3.0,2.0,0.0,0.0,3.0,-2.0,0.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
그린케미칼  ,3.0,3.0,3.0,5.0,3.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,-2.0,0.0,-4.0,-4.0,-2.0,-4.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0
극동유화  ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0,-4.0,-4.0,0.0,-4.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0
금강공업  ,3.0,3.0,1.0,5.0,3.0,3.0,1.0,5.0,3.0,1.0,1.0,5.0,3.0,3.0,3.0,6.0,3.0,3.0,5.0,5.0,0.0,0.0,-2.0,1.0,0.0,-2.0,-2.0,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
금비  ,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0,0.0,0.0,-2.0,2.0,-2.0,-2.0,-2.0,-4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
금양  ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,6.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,3.0,-2.0,0.0,-2.0,-3.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0
금호건설  ,5.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,3.0,3.0,6.0,1.0,3.0,3.0,1.0,3.0,3.0,5.0,6.0,3.0,0.0,-2.0,-5.0,0.0,0.0,0.0,5.0,-2.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0
금호석유화학  ,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,6.0,7.0,7.0,6.0,5.0,7.0,7.0,7.0,6.0,7.0,7.0,-1.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
금호에이치티  ,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,1.0,1.0,3.0,3.0,2.0,2.0,0.0,2.0,-2.0,-2.0,-2.0,-4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
금호전기  ,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,5.0,3.0,5.0,6.0,5.0,5.0,5.0,5.0,0.0,-2.0,0.0,1.0,-4.0,-2.0,-2.0,-5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
금호타이어  ,7.0,7.0,8.0,6.0,7.0,7.0,8.0,6.0,6.0,5.0,7.0,5.0,6.0,6.0,7.0,6.0,5.0,5.0,3.0,6.0,1.0,1.0,4.0,0.0,0.0,-1.0,0.0,-1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
기신정기  ,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,3.0,1.0,5.0,5.0,0.0,0.0,-2.0,0.0,-2.0,0.0,-2.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
기아  ,5.0,7.0,8.0,3.0,5.0,7.0,8.0,3.0,6.0,7.0,7.0,5.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,6.0,1.0,1.0,0.0,1.0,-2.0,-1.0,-1.0,-2.0,-1.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0
기업은행  ,7.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0,6.0,7.0,7.0,8.0,7.0,6.0,6.0,7.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
까뮤이앤씨  ,3.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,5.0,3.0,1.0,3.0,6.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
깨끗한나라  ,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,3.0,3.0,5.0,3.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,-1.0,1.0,-1.0,-1.0,-2.0,-3.0,0.0,-2.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0
남광토건  ,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,5.0,3.0,1.0,3.0,5.0,5.0,5.0,5.0,5.0,-2.0,-4.0,-2.0,0.0,0.0,0.0,-2.0,0.0,-2.0,2.0,0.0,-4.0,0.0,0.0,0.0,0.0
남선알미늄  ,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,6.0,5.0,-2.0,0.0,-1.0,0.0,-2.0,-2.0,-4.0,-2.0,0.0,2.0,2.0,-2.0,0.0,0.0,0.0,0.0
남성  ,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,5.0,3.0,1.0,5.0,5.0,0.0,0.0,-2.0,0.0,-2.0,0.0,-2.0,-4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
