,종목명,총부채_2020,총부채_2021,총부채_2022,총부채_2023,총자산_2020,총자산_2021,총자산_2022,총자산_2023
428,알루코,439521686.0,487493321.0,506348249.0,502306306.0,701423268.0,780157703.0,816932966.0,861149661.0
429,에넥스,67681050.0,66492066.0,83739059.0,105063306.0,112937632.0,132906036.0,128080156.0,144034594.0
430,에스엘,913788518.0,1049018849.0,1225627791.0,1226615064.0,2338956946.0,2567493134.0,2931636940.0,3235734467.0
431,에스원,522505041.0,530076698.0,552669333.0,581598590.0,1906689693.0,1972972502.0,2075658596.0,2179505358.0
432,SJM홀딩스,60442219.0,66104871.0,65018743.0,64326933.0,308348208.0,329167360.0,328166067.0,339809517.0
433,에쓰씨엔지니어링,48922065.0,71886044.0,65881041.0,60269563.0,68596640.0,116426813.0,106506525.0,99303953.0
434,에이엔피,63222191.0,52058401.0,76747050.0,62786247.0,103907677.0,82030111.0,106799190.0,95035399.0
435,에이프로젠,144268553.0,478452841.0,138850905.0,176739762.0,834308436.0,477646399.0,599853282.0,594427763.0
436,에이프로젠바이오로직스,16952930.0,17440224.0,173729692.0,220705187.0,615309134.0,614621103.0,684140417.0,589396665.0
437,엔씨소프트,936521663.0,1430662643.0,1239083608.0,1140771883.0,4081208897.0,4581889369.0,4437632451.0,4393800424.0
438,엔케이,50718430.0,28011922.0,57514392.0,62956181.0,140196786.0,130726528.0,185745935.0,247666086.0
439,플레이그램,6899406.0,77794238.0,120092720.0,99973853.0,69040671.0,129521138.0,303643330.0,273648832.0
440,NPC,115195206.0,176774337.0,182861270.0,172746134.0,410578593.0,499980383.0,527275693.0,537632854.0
441,영보화학,27197470.0,24685850.0,22013068.0,15171621.0,174719741.0,179898107.0,180449397.0,179035625.0
442,영원무역,1044287669.0,1113408479.0,1399319640.0,1709153120.0,3038285285.0,3547620438.0,4513623781.0,5297123641.0
443,영원무역홀딩스,1115409879.0,1170497825.0,1503556313.0,1799444220.0,3732514860.0,4325576167.0,5490219711.0,6379343146.0
444,영진약품,73668890.0,89209751.0,113212626.0,136968480.0,188100730.0,194095213.0,203082817.0,226600824.0
445,영풍,1288719463.0,1618710698.0,1468547025.0,1285348175.0,5000855951.0,5521001406.0,5871933652.0,5568116970.0
446,영풍제지,75568184.0,77558899.0,67139876.0,79693711.0,202117558.0,209596339.0,203670380.0,199916289.0
447,영화금속,123903362.0,150705230.0,158037883.0,142474702.0,197590025.0,211560373.0,220738936.0,210002658.0
448,예스코홀딩스,1042780635.0,889444520.0,971855140.0,855030228.0,1564088965.0,1423002538.0,1491393801.0,1358039481.0
449,오뚜기,897375182.0,1067386662.0,1622240968.0,1432941730.0,2339299659.0,2605839009.0,3569760859.0,3496482529.0
450,오리엔트바이오,22973290.0,21764271.0,9657862.0,9754941.0,71518505.0,104952009.0,81050220.0,83254490.0
451,오리온홀딩스,1002841041.0,1090941457.0,977214308.0,818487035.0,4497550946.0,4961788340.0,5102168431.0,5138300058.0
452,웰바이오텍,51430394.0,102354210.0,23982588.0,23020936.0,70920912.0,139383374.0,59285485.0,60240632.0
453,우리금융지주,372355000000.0,418334000000.0,448847000000.0,464607000000.0,399081000000.0,447184000000.0,480474000000.0,498005000000.0
454,팜젠사이언스,51973965.0,93391563.0,110275883.0,107705788.0,135543934.0,220323823.0,317391477.0,335917099.0
455,에스메디,62166694.0,56902663.0,60277758.0,17600314.0,138292817.0,176303068.0,189857328.0,155304762.0
456,우성,136104556.0,172372494.0,228737289.0,242808034.0,313457406.0,344617741.0,401969273.0,425327564.0
457,우신시스템,224284592.0,220358555.0,192467200.0,284056762.0,324516702.0,309605708.0,282515716.0,380460470.0
458,우진플라임,206845326.0,194240951.0,182460325.0,211957809.0,267621933.0,276360691.0,285245048.0,318384839.0
459,웅진,897850726.0,845476888.0,868253314.0,835453231.0,1087018285.0,1065994370.0,1094417788.0,1027078032.0
460,웅진씽크빅,291360210.0,398095903.0,425863102.0,418313652.0,666079005.0,771639508.0,790792230.0,739376284.0
461,원림,43929962.0,34844419.0,26002568.0,23052297.0,177323382.0,170283437.0,169931826.0,174969479.0
462,윌비스,185657189.0,183381462.0,172118972.0,195506006.0,284787600.0,288026486.0,270394722.0,302851731.0
463,유나이티드제약,76542019.0,79323820.0,80034380.0,90179373.0,353433063.0,380032751.0,417890867.0,468860418.0
464,유니드,338797020.0,354619999.0,587712512.0,356024268.0,1120794923.0,1347710903.0,1489264678.0,1259135784.0
465,유니온,178419689.0,182516607.0,201552927.0,206746721.0,354433760.0,366165151.0,376111723.0,382846277.0
466,유니온머티리얼,101282697.0,102788774.0,120343647.0,123358031.0,184455805.0,186669511.0,204164785.0,187088687.0
467,유니퀘스트,143296166.0,181823563.0,262882234.0,240747286.0,379977750.0,490332218.0,610723418.0,454404381.0
468,유성기업,116177970.0,104854261.0,99811963.0,104498592.0,411316942.0,409968041.0,427046002.0,439604034.0
469,유수홀딩스,109944490.0,93662172.0,79255170.0,68107153.0,498245353.0,501707092.0,524926065.0,514472138.0
470,유안타증권,13561249167.0,13189879725.0,11862753297.0,14860352268.0,14948245614.0,14714933646.0,13419879837.0,16461846690.0
471,유엔젤,13146431.0,9512538.0,7242895.0,8118758.0,48567847.0,61716674.0,61023632.0,62948969.0
472,유유제약,37864566.0,64300209.0,71831031.0,77857872.0,154901007.0,192985288.0,195205073.0,198213527.0
473,유진투자증권,9211740033.0,8214653816.0,7100764279.0,7687427344.0,10076939662.0,9175464956.0,8076408299.0,8699332043.0
474,유한양행,547019907.0,527922717.0,464921703.0,712337878.0,2393522101.0,2463811805.0,2472728072.0,2814070522.0
475,유화증권,248010490.0,248858479.0,190957655.0,296900932.0,719642910.0,734694870.0,689335170.0,802953283.0
476,율촌화학,265701497.0,320650273.0,319324397.0,372689001.0,613344959.0,666716498.0,653136153.0,678951067.0
477,이건산업,210728508.0,229454184.0,242273570.0,250827068.0,383232664.0,419293457.0,442826933.0,443074731.0
478,이구산업,169397042.0,201231109.0,209999598.0,187965583.0,271665261.0,323941424.0,337212432.0,313891618.0
479,이수페타시스,324275898.0,324186856.0,323686082.0,359658155.0,389384713.0,449678765.0,546014161.0,626436319.0
480,이수화학,683246293.0,777122952.0,782591483.0,832802123.0,969058838.0,1168938576.0,1188076573.0,1093466714.0
481,이스타코,21867550.0,31761979.0,34487215.0,37121853.0,70696188.0,82087857.0,79791361.0,79504420.0
482,이아이디,78640063.0,261615873.0,384426714.0,243352948.0,225852507.0,519321207.0,566212896.0,467831375.0
483,이월드,85228987.0,194324048.0,185352588.0,186383287.0,447853890.0,433174726.0,431705015.0,421666524.0
484,이화산업,125529358.0,66332388.0,58496403.0,58674387.0,274857377.0,274689898.0,268217246.0,265952519.0
485,인디에프,97457009.0,87338281.0,81801083.0,75965446.0,138647755.0,129046719.0,119745167.0,115588583.0
486,인스코비,33050534.0,43461356.0,38132317.0,38133734.0,76233776.0,109349945.0,101183784.0,76484143.0
487,인지컨트롤스,324223298.0,346845570.0,400688874.0,428904725.0,511309877.0,543367175.0,606910470.0,649103362.0
488,인천도시가스,148540215.0,169182627.0,223143902.0,232331241.0,340211568.0,360580638.0,423143582.0,443887541.0
489,인팩,205338444.0,232862255.0,273499293.0,330515820.0,319762537.0,353962028.0,411164185.0,482869726.0
490,일동홀딩스,505381036.0,737422940.0,693452985.0,707097204.0,810988824.0,920762518.0,862553167.0,876999055.0
491,일성건설,208208371.0,269946371.0,292815448.0,284266785.0,298510508.0,379287374.0,413301997.0,409313433.0
492,일성아이에스,23748423.0,25472910.0,49747959.0,36436249.0,371224516.0,371382501.0,498743323.0,419189929.0
493,일신방직,234632046.0,249710018.0,272298157.0,178495604.0,964200063.0,1044004956.0,1176745986.0,1059230390.0
494,일신석재,41825961.0,39637444.0,60940447.0,41333554.0,94043686.0,91890080.0,116167864.0,98302188.0
495,일양약품,194194688.0,222513276.0,206331142.0,196428262.0,439116735.0,494271353.0,498185237.0,459455967.0
496,일정실업,20316038.0,22455076.0,28081176.0,28010994.0,40721796.0,34576440.0,33565989.0,31049305.0
497,일진다이아,59150952.0,106685387.0,71340431.0,62179847.0,247688526.0,641762242.0,599305652.0,594029355.0
498,일진디스플,85519736.0,106734302.0,88372906.0,86389552.0,113893786.0,117460184.0,117303570.0,111889655.0
499,일진전기,481494842.0,514885051.0,494610874.0,557745968.0,790379092.0,837942611.0,839513249.0,928888144.0
500,일진홀딩스,638963895.0,726755399.0,678227620.0,724215861.0,1158500912.0,1611593520.0,1586114519.0,1664779335.0
501,자화전자,83535079.0,139199345.0,162630932.0,312897493.0,355988092.0,437943843.0,505788674.0,692647471.0
502,전방,233102954.0,239288171.0,94123353.0,47159660.0,373432831.0,383313469.0,304781349.0,236979138.0
503,제이준코스메틱,28058348.0,19745647.0,6805876.0,8368375.0,87885496.0,79881575.0,48387027.0,48355454.0
504,제일기획,1226934683.0,1414844027.0,1530015562.0,1591740851.0,2242463952.0,2542111414.0,2751445128.0,2889504607.0
505,제일연마,12767542.0,13575873.0,11951005.0,10794722.0,98714752.0,106469253.0,104117876.0,106615085.0
506,제일파마홀딩스,388110851.0,392107688.0,445884553.0,477810922.0,887395067.0,892421378.0,865677012.0,879996991.0
507,조광페인트,147550487.0,172513434.0,216375249.0,207511535.0,349970175.0,347025302.0,386108212.0,382807997.0
508,조광피혁,28284868.0,63928944.0,63994596.0,69790235.0,343161525.0,440910560.0,442034876.0,504500386.0
509,조비,36652318.0,50521010.0,68561446.0,66303820.0,87855328.0,103778713.0,130041760.0,118588765.0
510,조일알미늄,163031549.0,181069785.0,180767714.0,199513686.0,274904170.0,347937580.0,367680590.0,390898369.0
511,조흥,115083266.0,121819557.0,279570332.0,244362081.0,248313869.0,267558823.0,433755477.0,394002200.0
512,종근당바이오,114714927.0,137048970.0,164791529.0,170760623.0,283462940.0,298540308.0,312590995.0,293785061.0
513,종근당홀딩스,418150785.0,527666927.0,577829023.0,632518934.0,1258451806.0,1367635165.0,1376372970.0,1456003651.0
514,주연테크,19927980.0,14445525.0,11699002.0,8902970.0,57589967.0,59714399.0,53242325.0,45913552.0
515,HS애드,385037788.0,403733028.0,368225320.0,364992855.0,530366843.0,564897384.0,542150546.0,547772703.0
516,진도,31364732.0,35781862.0,25027285.0,16788658.0,128453979.0,136444645.0,129200780.0,124296634.0
517,진양산업,27292881.0,30401133.0,31490483.0,33019849.0,70722584.0,77871278.0,82719955.0,90029703.0
518,진양폴리,17883675.0,18619837.0,15374878.0,19533006.0,44798058.0,48090927.0,46084521.0,51748835.0
519,진양홀딩스,159267419.0,176049121.0,194455945.0,216313549.0,548008472.0,566089269.0,597085262.0,643080913.0
520,진양화학,10653288.0,8263266.0,9828096.0,17339845.0,38258642.0,33655064.0,44569287.0,49908221.0
521,진원생명과학,38061744.0,44349792.0,41395394.0,39518498.0,136570536.0,250856561.0,222866687.0,151007705.0
522,진흥기업,164069257.0,163663633.0,227013990.0,306441209.0,282917478.0,334617162.0,451746879.0,574331455.0
523,참엔지니어링,663757434.0,613458318.0,653553595.0,605021127.0,750575298.0,699101613.0,739665589.0,678200011.0
524,천일고속,29080896.0,26777803.0,28229906.0,35683673.0,67019917.0,62706050.0,54845658.0,54742622.0
525,청호ICT,11560677.0,10304561.0,9745358.0,10811893.0,20683997.0,32380760.0,29966720.0,52595492.0
526,체시스,59095558.0,47882838.0,47279164.0,53298857.0,81849678.0,81159743.0,75915189.0,84258477.0
527,카프로,188330028.0,269292141.0,275602853.0,240136624.0,312112377.0,395298176.0,302205592.0,216804584.0
528,케이씨,214407497.0,217210674.0,213860829.0,197391479.0,873398777.0,964515631.0,1004623912.0,1062311270.0
529,KCC,7101577326.0,7502796337.0,7567347802.0,7905941669.0,12347572328.0,12878863209.0,13118486308.0,13353471078.0
530,KCTC,232150537.0,303256154.0,371680926.0,380738631.0,441446351.0,532345389.0,630078627.0,662097622.0
531,KT,18111112000.0,20592180000.0,22565958000.0,24148845000.0,33662545000.0,37159341000.0,40980681000.0,42709982000.0
532,KT&G,2376811496.0,2428409041.0,2943136000.0,3477517000.0,11468383152.0,11637271194.0,12301716000.0,12772452000.0
533,코리아써키트,355403556.0,412634245.0,541835924.0,526566695.0,921746308.0,1064620686.0,1293448547.0,1236457011.0
534,코리안리,10064018325.0,10589949239.0,8301594289.0,8813428442.0,12519947404.0,13115655265.0,11017223863.0,12066324171.0
535,코스맥스비티아이,549329618.0,612768103.0,610374632.0,625876970.0,881564731.0,954664614.0,936136657.0,878273229.0
536,코스모신소재,185519057.0,143034111.0,200117020.0,193891014.0,362322682.0,348482657.0,451321117.0,672673344.0
537,코스모화학,418518510.0,378544444.0,409208861.0,446543561.0,668524455.0,681344298.0,807858896.0,1091033171.0
538,코아스,49248700.0,60259190.0,58375881.0,59599079.0,73236024.0,79299246.0,76246125.0,70446618.0
539,코오롱,2899011452.0,2978410677.0,3358709490.0,3920885075.0,3708134499.0,3966282959.0,4659039218.0,5231418957.0
540,코오롱글로벌,1983579091.0,1962370838.0,2270737073.0,2017469543.0,2469880907.0,2575745972.0,2834147586.0,2571300488.0
541,코웨이,1539014181.0,1896190301.0,2053106159.0,2213210952.0,3029023073.0,3800627983.0,4365074875.0,4850965736.0
542,콤텍시스템,86103599.0,181589153.0,358528268.0,318405022.0,185294100.0,349140170.0,558409432.0,525378185.0
543,크라운해태홀딩스,606229982.0,626381107.0,635811692.0,611838014.0,1093370178.0,1115739132.0,1153770087.0,1155786932.0
544,키움증권,34706024507.0,40999237946.0,43444207178.0,47142321221.0,37590936294.0,45301100676.0,48037301113.0,52046420345.0
545,태경산업,195690172.0,199247651.0,204202010.0,185598432.0,541292144.0,584726246.0,625038863.0,635637932.0
546,태경케미컬,16477000.0,19762173.0,20054166.0,20900958.0,140679345.0,160745889.0,167391899.0,182882307.0
547,태광산업,677599574.0,951548817.0,698043531.0,708793032.0,4060159776.0,4922461632.0,4820743828.0,4738292443.0
548,태림포장,242365395.0,257262396.0,284710006.0,350120775.0,566786154.0,600863714.0,651217775.0,715955959.0
549,태양금속,342830888.0,355310136.0,378929146.0,390494101.0,442253642.0,447683663.0,490987941.0,499119800.0
550,태영건설,3151457432.0,3025556022.0,3633240699.0,5842979816.0,3798270930.0,3734783195.0,4651930465.0,5281235960.0
551,태원물산,6676001.0,6106382.0,5374971.0,8426156.0,38295004.0,37439041.0,34948504.0,37386714.0
552,TP,498737792.0,600094345.0,519858776.0,478794359.0,675981153.0,764951832.0,721226343.0,686463961.0
553,텔코웨어,13083158.0,12790697.0,20552807.0,14189707.0,123096514.0,122175454.0,132073841.0,126812371.0
554,TBH글로벌,61332793.0,62327748.0,52145159.0,47020622.0,139428591.0,117022490.0,112327632.0,110046703.0
555,티에이치엔,212845605.0,252248094.0,279919564.0,284771236.0,279629756.0,339937206.0,371353958.0,402977300.0
556,파미셀,12639165.0,30461553.0,32982274.0,12121807.0,69744383.0,94332951.0,109647189.0,92518753.0
557,팜스코,682191883.0,793651852.0,945322533.0,878222194.0,989343685.0,1107610571.0,1223174230.0,1119229512.0
558,팬오션,1852675000.0,2891942000.0,3056338000.0,3140595000.0,4659327000.0,6488779000.0,7548942000.0,7853946000.0
559,퍼스텍,135938847.0,142208454.0,154647755.0,202739372.0,180652738.0,185612511.0,211309948.0,265075748.0
560,퍼시스,38017302.0,77976680.0,71851941.0,67011502.0,498942807.0,575484571.0,544804538.0,597603860.0
561,페이퍼코리아,480849369.0,451786536.0,440215220.0,196513777.0,508899951.0,497167643.0,501830145.0,491668368.0
562,평화산업,177600642.0,194125632.0,195168304.0,209045458.0,203154750.0,220115438.0,236600606.0,252411569.0
563,평화홀딩스,403126368.0,417006666.0,435879831.0,432409688.0,522333834.0,518123304.0,558370415.0,560931482.0
564,POSCO홀딩스,31412381141.0,36666670760.0,40149380046.0,41281496792.0,79086973226.0,91471614112.0,98406780635.0,100945000000.0
565,포스코스틸리온,258126928.0,264010907.0,211361071.0,192037002.0,485428807.0,586432923.0,554542143.0,552186389.0
566,포스코인터내셔널,5167165003.0,7258594219.0,8118209853.0,9992986028.0,8328038736.0,10770734147.0,12516336931.0,16617748008.0
567,풀무원,1180634649.0,1379581563.0,1502570985.0,1650244942.0,1693573176.0,1969372521.0,2049217755.0,2156789583.0
568,풍산,1105623742.0,1462625455.0,1553056946.0,1694674159.0,2552025017.0,3148260459.0,3395297192.0,3660628679.0
569,풍산홀딩스,247429909.0,155681920.0,178221822.0,170346888.0,975300450.0,1051956004.0,1142781392.0,1194251205.0
570,KH필룩스,113136206.0,112111273.0,766469146.0,572780044.0,383138673.0,539371447.0,1246019564.0,1035818461.0
571,하나금융지주,429347000000.0,466946000000.0,530975000000.0,551744000000.0,460947000000.0,502445000000.0,568603000000.0,591926000000.0
572,BNK금융지주,104531000000.0,118064000000.0,126143000000.0,135110000000.0,114157000000.0,128287000000.0,136933000000.0,145784000000.0
573,DGB금융지주,74214723872.0,79578661104.0,83576192403.0,87076229658.0,79983329301.0,85905990882.0,89983920400.0,93359783776.0
574,KC코트렐,269571482.0,335125785.0,266719037.0,372977143.0,281917549.0,385076960.0,323473721.0,414426220.0
575,KTcs,215174666.0,234171975.0,224569291.0,234849615.0,384918649.0,416750372.0,416146080.0,434900095.0
576,금호타이어,2678607274.0,3060638117.0,3450429792.0,3431924259.0,3846201934.0,4342205986.0,4694985403.0,4830981257.0
577,대성산업,615662692.0,1206363221.0,1197506141.0,1119752089.0,1101676164.0,1727522535.0,1824588315.0,1733306522.0
578,대성에너지,387705959.0,425136421.0,520696425.0,483594707.0,702116962.0,742479535.0,834489958.0,803198158.0
579,도화엔지니어링,194845013.0,233288041.0,255273457.0,330735949.0,451680724.0,500216803.0,522590276.0,605100050.0
580,한화엔진,529172497.0,586523408.0,734604467.0,912709874.0,723300346.0,795624726.0,956230295.0,1136858165.0
581,락앤락,117856758.0,135773113.0,106428103.0,100343055.0,783185018.0,829724565.0,703428058.0,601807794.0
582,롯데하이마트,1423236080.0,1116187301.0,1168922512.0,1120890822.0,3349190376.0,2943544893.0,2464219074.0,2370680946.0
583,무학,74005602.0,148103725.0,125178899.0,99689197.0,598757759.0,646644150.0,605739795.0,639327517.0
584,벽산,172690898.0,215128919.0,299532317.0,289171147.0,464447680.0,505440465.0,601820034.0,620426944.0
585,삼부토건,300131648.0,312924661.0,307702230.0,411614797.0,458484439.0,519063459.0,498726794.0,513742450.0
586,삼성생명,292959000000.0,301757000000.0,254672000000.0,270318000000.0,336569000000.0,341383000000.0,296234000000.0,314655000000.0
587,삼양사,1223495037.0,1376110131.0,1418659358.0,1492906504.0,2576477891.0,2802047156.0,2949649128.0,3205001055.0
588,삼원강재,45217837.0,51952908.0,62909269.0,61223759.0,257974236.0,270679644.0,293690103.0,303735701.0
589,세아특수강,237585636.0,310772329.0,340157548.0,356275865.0,552376575.0,651146310.0,690192115.0,693805241.0
590,신세계인터내셔날,506237600.0,439493174.0,445005787.0,472354836.0,1147454446.0,1159127578.0,1278681815.0,1324069585.0
591,신세계푸드,603924637.0,594650867.0,611858316.0,585580594.0,887204824.0,879467974.0,903927240.0,875471407.0
592,아이마켓코리아,693884810.0,703385717.0,814780663.0,973345149.0,1110821080.0,1120159809.0,1224954676.0,1373717053.0
593,인바이오젠,18974863.0,96452041.0,37399819.0,2620540.0,96881140.0,274474964.0,141814848.0,151305409.0
594,SJM,51271896.0,55541851.0,56088467.0,52699057.0,224918995.0,241265788.0,243275368.0,251634549.0
595,에이블씨엔씨,97975944.0,79159923.0,79356397.0,86155959.0,254779587.0,193817470.0,195431757.0,173841490.0
596,영흥,191137321.0,321035330.0,337528199.0,314231666.0,337720311.0,518961056.0,535684495.0,544102827.0
597,우진,73838366.0,70225426.0,50483945.0,43017758.0,240174509.0,229794619.0,227053376.0,240301076.0
598,유니켐,182219406.0,207896481.0,295710102.0,73960755.0,285803950.0,335857581.0,434878231.0,219549496.0
599,이마트,11843844820.0,18841829087.0,19718359591.0,19609634816.0,22340423719.0,31242082401.0,33201721509.0,33443865586.0
600,이연제약,87520569.0,232741036.0,236926486.0,251150969.0,317609837.0,477978172.0,484691742.0,499775514.0
601,롯데에너지머티리얼즈,227381589.0,404284925.0,440193361.0,426413928.0,1081009989.0,1753565091.0,2430279802.0,2392246608.0
602,조선선재,9019080.0,13139110.0,9248179.0,9294844.0,125961386.0,139548941.0,145133297.0,155538184.0
603,지역난방공사,4269404295.0,4694183621.0,5811126778.0,5875165562.0,6073139097.0,6517362464.0,7478129880.0,7968409129.0
604,KTis,126893638.0,177618512.0,199203706.0,243518966.0,294288885.0,369360806.0,396208069.0,447609122.0
605,스카이라이프,175038682.0,469693813.0,503764190.0,478564858.0,919475828.0,1275644844.0,1361298311.0,1215697591.0
606,코오롱인더,2751644078.0,3050719238.0,3270361413.0,3073061698.0,5043688226.0,5601285266.0,6003463016.0,6002718765.0
607,코오롱플라스틱,119662333.0,148544686.0,131310108.0,81227507.0,317913470.0,369094511.0,387043504.0,362980211.0
608,티웨이홀딩스,628399403.0,716048793.0,45987386.0,48804665.0,766137055.0,805278646.0,210718177.0,215388360.0
609,하나투어,577946924.0,372839457.0,355727793.0,485292298.0,703260915.0,430595585.0,455429440.0,644596378.0
610,한국항공우주,3924790738.0,4557779985.0,6319189868.0,5519636411.0,5159070657.0,5855223993.0,7772406693.0,7139576929.0
611,한국화장품,45859375.0,26536427.0,21500164.0,23252166.0,75378062.0,48508446.0,43913330.0,48624289.0
612,HL홀딩스,1074612374.0,1280483945.0,1274667759.0,1287916030.0,1961514203.0,2294958467.0,2279864890.0,2298229319.0
613,한미약품,1050137119.0,1008469279.0,915359049.0,798457732.0,1882026593.0,1936728687.0,1924585731.0,1898668376.0
614,한세엠케이,71842627.0,82126554.0,186180877.0,180692521.0,149681758.0,129057654.0,224809704.0,268472037.0
615,한전산업,80406634.0,78116902.0,61835339.0,100167696.0,163588747.0,163320480.0,157781436.0,203640941.0
616,한화생명,135620000000.0,150172000000.0,126616000000.0,132427000000.0,148775000000.0,163591000000.0,146310000000.0,147902000000.0
617,현대위아,4194046000.0,4054243000.0,3812800000.0,3059151000.0,7719906000.0,7749507000.0,7546451000.0,6825905000.0
618,현대홈쇼핑,898307833.0,717965792.0,823288672.0,850516397.0,2693110904.0,2600338276.0,2782027992.0,3432527149.0
619,휠라홀딩스,1901113442.0,1982367579.0,2247238043.0,2426230646.0,3758441249.0,4288856815.0,4821801378.0,4980149551.0
620,GS리테일,4510588585.0,5041586938.0,5412417745.0,5608276835.0,7177767176.0,9455972982.0,9832423125.0,10042015943.0
621,메리츠금융지주,62687116178.0,75147647741.0,80435428575.0,92138657614.0,69564425579.0,82030936760.0,88977399370.0,102236000000.0
622,미원화학,12430856.0,13888348.0,15155439.0,20282131.0,125335557.0,133843310.0,147864036.0,164770958.0
623,선진,735683840.0,834028357.0,892994227.0,815022297.0,1119723429.0,1248892387.0,1333616177.0,1258124553.0
624,인터지스,196810354.0,181665920.0,178721965.0,164660989.0,385984504.0,388581566.0,433167238.0,428501449.0
625,제주은행,6022397000.0,6428269000.0,6798450000.0,6626863000.0,6531838000.0,6944214000.0,7320304000.0,7162714000.0
626,시디즈,46987721.0,23355362.0,21635673.0,30293307.0,95773293.0,84805501.0,85063020.0,95079295.0
627,한국종합기술,194606582.0,197119260.0,183900048.0,224519456.0,332119487.0,339419339.0,332695360.0,381181316.0
628,LG헬로비전,841615540.0,835732530.0,802491626.0,754107898.0,1472721456.0,1488116032.0,1428013437.0,1319446206.0
629,대한해운,2492265618.0,2341620169.0,2706138105.0,2880989160.0,3345588771.0,3859734559.0,4490260112.0,4727803814.0
630,동일고무벨트,75880980.0,104787335.0,163224625.0,150343280.0,275779246.0,313829242.0,381228402.0,374040833.0
631,사조씨푸드,100810804.0,106936375.0,111544269.0,102175106.0,311639371.0,336930665.0,350700455.0,320138050.0
632,애경케미칼,140944041.0,555841020.0,505938346.0,572037722.0,532149672.0,1244966460.0,1234083723.0,1308360653.0
633,지엠비코리아,260401844.0,273762237.0,282988579.0,309489580.0,488507776.0,522463825.0,550819603.0,579056069.0
634,한국콜마,1490357400.0,1246477583.0,1463836380.0,1590839241.0,2489599417.0,2606037352.0,2933309479.0,3009429378.0
635,한국타이어앤테크놀로지,3246400366.0,3498782298.0,3705654911.0,3133752512.0,10658547889.0,11694296588.0,12581364159.0,12763305688.0
636,휴비스,397071856.0,375572103.0,412487680.0,511335644.0,872859156.0,843415197.0,793759628.0,782722787.0
637,DSR,89984973.0,124579418.0,162383840.0,125278828.0,252937447.0,302598631.0,364710387.0,343481015.0
638,JB금융지주,49346603000.0,52068950000.0,55065152000.0,58288020000.0,53375463000.0,56395637000.0,59828165000.0,63403970000.0
639,NHN,706765823.0,928563862.0,1032762862.0,1459885157.0,2550930609.0,3027171507.0,3025182021.0,3449677276.0
640,동아에스티,338570602.0,459606409.0,467613931.0,581112696.0,980667424.0,1115985527.0,1157724934.0,1264420588.0
641,한진칼,1824304096.0,1930524164.0,1339020434.0,931046374.0,3488569253.0,3754742183.0,3915077621.0,3784921894.0
642,현대로템,2851222410.0,2838937571.0,3332399192.0,3594508619.0,4197373871.0,4107182672.0,4823869784.0,5241484775.0
643,신송홀딩스,77261904.0,152906425.0,146219644.0,139384802.0,167829010.0,248190231.0,242350721.0,242937273.0
644,아세아시멘트,1077786377.0,1117733668.0,1061327446.0,1071264422.0,1901368870.0,2037322290.0,2040009732.0,2120387916.0
645,종근당,394740342.0,480890429.0,503593996.0,586793267.0,946333120.0,1046700072.0,1124882798.0,1402428436.0
646,AJ네트웍스,1300162540.0,992534362.0,1119677499.0,1202505532.0,1588170350.0,1355044450.0,1483368740.0,1622157342.0
647,BGF,121105273.0,248858644.0,201490552.0,270623117.0,1658204362.0,1981622039.0,1938013971.0,2171266453.0
648,디와이파워,98753239.0,116073402.0,87153369.0,72837531.0,287809531.0,342046278.0,327522399.0,336728434.0
649,HL만도,3228765246.0,3660109900.0,3572095295.0,3930545236.0,4938346285.0,5704365860.0,5845841407.0,6286700392.0
650,미래에셋생명,38343942579.0,40095124685.0,30954564228.0,30181275853.0,40629025209.0,41997269887.0,35041511156.0,33092023489.0
651,코스맥스,917142783.0,946544204.0,952203952.0,1198515836.0,1189042898.0,1411928776.0,1396450505.0,1557077275.0
652,쿠쿠홀딩스,164151832.0,184150127.0,181757778.0,170371737.0,925062698.0,1051892517.0,1149528708.0,1248108718.0
653,화인베스틸,101455440.0,103741069.0,101359925.0,125305301.0,177774671.0,183238936.0,179622910.0,190295962.0
654,삼성에스디에스,2295810891.0,3073731543.0,3485454955.0,3345453419.0,9154919056.0,10517432175.0,11952424889.0,12321024561.0
655,서연이화,1171771809.0,1092786811.0,1173445902.0,1432265937.0,1803837513.0,1790525413.0,1930332276.0,2357850901.0
656,씨에스윈드,437128952.0,827324537.0,856500062.0,1888228796.0,880657689.0,1771100879.0,1784106978.0,2832647675.0
657,JW생명과학,81908139.0,87974591.0,112609683.0,96443271.0,214402016.0,219466609.0,252942118.0,255836393.0
658,LIG넥스원,1923097847.0,1813542650.0,2077548155.0,2763399824.0,2595606499.0,2576847035.0,3012727223.0,3815758833.0
659,LS에코에너지,267665701.0,322872795.0,348670310.0,252818005.0,416558419.0,495255400.0,506732778.0,408424610.0
660,SK디앤디,1180955926.0,1344174720.0,1494509955.0,1661198359.0,1712427674.0,1983430768.0,2191576214.0,2423076382.0
661,경보제약,97182383.0,91278423.0,96840887.0,121923596.0,253239177.0,236979153.0,240544942.0,266305017.0
662,금호에이치티,121158723.0,107985910.0,100833283.0,138647691.0,344298589.0,458795624.0,426633825.0,441768263.0
663,삼일씨엔에스,49036058.0,74842757.0,140597280.0,85844015.0,326398476.0,351874251.0,411440527.0,354907803.0
664,동서,128513682.0,133970703.0,82302460.0,71145080.0,1525770284.0,1582577880.0,1627852719.0,1694019808.0
