,종목명,총부채_2020,총부채_2021,총부채_2022,총부채_2023,총자산_2020,총자산_2021,총자산_2022,총자산_2023
665,동일제강,18773914.0,26964609.0,22028248.0,25996261.0,148570302.0,180512781.0,179708719.0,179232275.0
666,두산밥캣,2886803304.0,4259633657.0,4223998511.0,4416941196.0,6960607794.0,8580899465.0,9248386178.0,10371753748.0
667,두올,222317127.0,226828876.0,263998120.0,261501986.0,405736363.0,424141555.0,462171290.0,477089682.0
668,삼성바이오로직스,1825417993.0,2978908646.0,7597575863.0,6215704797.0,6424201165.0,7970010787.0,16582050258.0,16046197209.0
669,샘표식품,76452196.0,112576901.0,122931701.0,130234364.0,268629470.0,327531637.0,350286507.0,366709739.0
670,세진중공업,286959693.0,367209565.0,342503861.0,312332840.0,448124447.0,570404297.0,551849174.0,544018917.0
671,다이나믹디자인,86795204.0,74246404.0,49003937.0,54233105.0,150297443.0,116040977.0,97847548.0,106521397.0
672,HDC랩스,54086836.0,145584906.0,122062667.0,124811385.0,217997166.0,411391673.0,382579392.0,383332487.0
673,용평리조트,534133790.0,455244978.0,490578387.0,619154070.0,911905132.0,841499592.0,868285864.0,1004928193.0
674,이노션,1260002678.0,1366820754.0,1416175662.0,1622740343.0,2043977185.0,2201583495.0,2290142555.0,2560209103.0
675,일동제약,350729731.0,548385588.0,457585977.0,436995279.0,605277114.0,708970363.0,655810214.0,611260857.0
676,잇츠한불,39818212.0,36179264.0,30243345.0,31856499.0,508119345.0,494667178.0,486153356.0,498568312.0
677,제이에스코퍼레이션,353700901.0,350394618.0,278290252.0,470072217.0,504395888.0,552280908.0,533768141.0,762883958.0
678,제주항공,951754574.0,1082667274.0,1357023834.0,1669691472.0,1168566447.0,1266756061.0,1644674849.0,1980894334.0
679,토니모리,126955131.0,106805775.0,101679025.0,101250686.0,194228001.0,202095813.0,199062054.0,202609068.0
680,한국자산신탁,438773266.0,415397656.0,431361488.0,445001935.0,1207644740.0,1264658300.0,1363794175.0,1480050024.0
681,한국토지신탁,621544520.0,696633185.0,693138220.0,879258531.0,1544471451.0,1721448771.0,1718070656.0,1886596466.0
682,한솔제지,1105571983.0,1208499791.0,1467471504.0,1350306997.0,1740434461.0,1887832972.0,2210015517.0,2074407699.0
683,해성디에스,151373192.0,180632905.0,212318528.0,173676951.0,383211976.0,474947833.0,659613822.0,688727320.0
684,해태제과식품,357456830.0,395102131.0,437389312.0,416672705.0,621172370.0,654856443.0,691254955.0,684971451.0
685,핸즈코퍼레이션,529391928.0,632933750.0,667856104.0,724014059.0,844136127.0,894964069.0,862588714.0,1005365870.0
686,현대코퍼레이션홀딩스,39971352.0,48800192.0,71951244.0,72706510.0,216918776.0,250984791.0,296127566.0,344014187.0
687,화승엔터프라이즈,617494951.0,779838501.0,884648845.0,801186315.0,1154956254.0,1330258311.0,1475831731.0,1360570206.0
688,셀트리온,1592540900.0,1623747846.0,1617448041.0,2791739990.0,5020121254.0,5674122532.0,5891652311.0,19917534297.0
689,카카오,4542386717.0,9216225463.0,9447826639.0,11321369715.0,11954146191.0,22784559109.0,22963544024.0,25179968939.0
690,HDC,5271895148.0,5846684847.0,6759502439.0,6606454289.0,9617140797.0,10651491648.0,11592341238.0,11620863118.0
691,BGF리테일,1674341688.0,1787059387.0,1983607628.0,2144625475.0,2371169598.0,2596378757.0,2946235272.0,3219078523.0
692,F&F홀딩스,266105400.0,668029961.0,706086461.0,645468239.0,817829021.0,3171939343.0,3595118445.0,3840524558.0
693,HD한국조선해양,12822965818.0,14879338674.0,17571346490.0,19872465252.0,25244191252.0,27293093978.0,29883476300.0,32242568184.0
694,HD현대,15461098130.0,23926584846.0,42307197037.0,44750983788.0,26558952365.0,35778647923.0,65570861076.0,67982820888.0
695,HD현대건설기계,1768328167.0,2011758293.0,1781299828.0,1525880042.0,3355861001.0,3559565864.0,3448586770.0,3296953373.0
696,HD현대일렉트릭,1593446801.0,1568748135.0,1603861296.0,1853129752.0,2272620340.0,2214970250.0,2435030171.0,2910160078.0
697,LX세미콘,218317835.0,372198274.0,339257893.0,228301208.0,750602339.0,1172530982.0,1289618542.0,1205064945.0
698,LX인터내셔널,3637611206.0,4362644678.0,4682532061.0,4920385837.0,5395942204.0,6746889022.0,7719007334.0,7995340731.0
699,OCI홀딩스,2051507407.0,2580268702.0,2734136888.0,2141619139.0,4437236050.0,5704061113.0,6745534254.0,5956551773.0
700,SK케미칼,1161034164.0,1388894986.0,1236777051.0,1483000848.0,2119966957.0,3955632394.0,3945682880.0,4158774904.0
701,경동도시가스,342980474.0,529075279.0,672626336.0,530531232.0,699658165.0,904491766.0,1067615033.0,951329118.0
702,넷마블,2572832682.0,4656124187.0,3313765261.0,2836820601.0,8223428816.0,10663783074.0,8935573716.0,7915865389.0
703,대덕,292481242.0,351055476.0,419083389.0,340057451.0,1638748950.0,1723958191.0,1903351069.0,1835312626.0
704,더블유게임즈,95278856.0,197077448.0,229338874.0,91075430.0,1023166746.0,1381904218.0,1235636098.0,1287800689.0
705,덴티움,281634964.0,279104017.0,301420236.0,309896958.0,510235859.0,570202433.0,674583965.0,773770341.0
706,동국홀딩스,3282307853.0,3551698514.0,3178727259.0,644335386.0,5418538742.0,6334110919.0,6451247797.0,2421648337.0
707,동아타이어,28953954.0,50132557.0,96570090.0,68461549.0,395823339.0,420630889.0,474371544.0,455214202.0
708,동양피스톤,250480375.0,249350068.0,249740813.0,247492713.0,346056812.0,362628219.0,374266035.0,372634566.0
709,롯데웰푸드,1363139327.0,1339676736.0,1993627503.0,2056459477.0,2643035217.0,2666648727.0,4105259179.0,4199096313.0
710,롯데이노베이트,236151659.0,316885706.0,417980302.0,492995444.0,649501374.0,750130638.0,871931522.0,944050170.0
711,미원에스씨,66014614.0,111607731.0,96877962.0,88131934.0,327103637.0,438128598.0,475733781.0,461187881.0
712,비케이탑스,46182268.0,103067009.0,89909718.0,96097126.0,69231085.0,108096534.0,97463452.0,92993075.0
713,삼양패키징,256762736.0,291245808.0,281486642.0,267466067.0,564504328.0,612486514.0,642561004.0,642040554.0
714,성안머티리얼스,245341868.0,105396314.0,101656694.0,101383850.0,244986458.0,141555557.0,123872502.0,128439236.0
715,세아제강지주,984841925.0,1312346969.0,1591270345.0,1951857664.0,2315558157.0,2898999028.0,3572067659.0,4340755996.0
716,CR홀딩스,513632072.0,560656513.0,793378122.0,795117752.0,1246277916.0,1349335977.0,1620442053.0,1621801859.0
717,아시아나IDT,74658633.0,66556638.0,45626560.0,57936999.0,204901871.0,222135981.0,205577784.0,222741818.0
718,애경산업,101424443.0,85261291.0,123665920.0,94745877.0,434466866.0,431492645.0,482639615.0,482372595.0
719,에어부산,924223795.0,879205856.0,1101224122.0,1171269889.0,1034490515.0,1009737367.0,1227883088.0,1358083334.0
720,오리온,767898168.0,827878189.0,732455082.0,565908178.0,2665406434.0,3120428661.0,3371683914.0,3521385128.0
721,우진아이엔에스,19599445.0,17562306.0,18022751.0,17871794.0,121032450.0,114656381.0,111631385.0,113497687.0
722,제일약품,237184010.0,259139220.0,301294320.0,330294126.0,409663297.0,426486418.0,456891539.0,487326298.0
723,진에어,458608098.0,428845331.0,662850264.0,809343860.0,556768750.0,601593802.0,757789020.0,952331548.0
724,케이씨텍,59490143.0,67862265.0,57327965.0,47337825.0,407295413.0,453025638.0,483313332.0,499951266.0
725,콘텐트리중앙,1211631897.0,1547849543.0,1939086869.0,1942938339.0,1475541489.0,2245640003.0,2588133968.0,2453055023.0
726,콜마홀딩스,430896727.0,355074425.0,418764073.0,473544596.0,1218505783.0,1209726178.0,1269102053.0,1289735867.0
727,쿠쿠홈시스,172066718.0,276439251.0,222383618.0,238828611.0,708121273.0,929301624.0,1016960291.0,1138110387.0
728,크라운제과,174367097.0,164015182.0,137897080.0,133792953.0,327040458.0,324569692.0,330163311.0,338608142.0
729,테이팩스,48189380.0,49504456.0,49617920.0,47191194.0,162605488.0,180813732.0,197584861.0,199881922.0
730,티웨이항공,588803293.0,687706322.0,983093108.0,1126731303.0,705789065.0,735047689.0,1042495891.0,1283873354.0
731,포스코퓨처엠,1064436010.0,1484050372.0,1986831501.0,3723127308.0,2088053324.0,3922480304.0,4637476140.0,6334593298.0
732,하나제약,44197791.0,51596171.0,77567636.0,70401294.0,276579304.0,303497254.0,345964556.0,348386182.0
733,한일홀딩스,1496737898.0,1333699702.0,1220879131.0,1361965048.0,3320136776.0,3263832353.0,3268041346.0,3559790251.0
734,현대지에프홀딩스,878287782.0,899515814.0,990002238.0,1530728455.0,3068465672.0,3109986792.0,3188881449.0,5051682271.0
735,호전실업,164917411.0,182611848.0,180582899.0,164296055.0,272119291.0,302687738.0,316098137.0,315985636.0
736,화승코퍼레이션,963187378.0,959344260.0,926620109.0,884030134.0,1183882906.0,1183992948.0,1177218098.0,1154543398.0
737,효성중공업,2735203886.0,2985558692.0,3590259544.0,3537140809.0,3703454378.0,4022701435.0,4693470608.0,4761300218.0
738,효성첨단소재,1995482965.0,2187093122.0,2135155968.0,2284308008.0,2376593775.0,2908681838.0,2934713478.0,3034402592.0
739,효성티앤씨,2108771877.0,2762872543.0,2804355654.0,2501728753.0,2824127678.0,4526469189.0,4319879312.0,4070471419.0
740,효성화학,2015011905.0,2554748675.0,3016501814.0,3053727221.0,2417365034.0,3044049458.0,3131118899.0,3115610853.0
