종목명,총부채_2011,총부채_2012,총부채_2013,총부채_2014,총부채_2015,총부채_2016,총부채_2017,총부채_2018,총부채_2019,총부채_2020,총부채_2021,총부채_2022,총부채_2023,총자산_2011,총자산_2012,총자산_2013,총자산_2014,총자산_2015,총자산_2016,총자산_2017,총자산_2018,총자산_2019,총자산_2020,총자산_2021,총자산_2022,총자산_2023
대유플러스,514576787.0,508186780.0,531438756.0,599702241.0,677878811.0,824990595.0,824721730.0,862959018.0,928163577.0,352222462.0,455486600.0,431957816.0,183494427.0,605360116.0,609385380.0,639239249.0,706651399.0,784472056.0,939900841.0,945974763.0,1000928259.0,1089118794.0,473118285.0,594393688.0,543210277.0,56615116.0
대창,304023288.0,287744526.0,472417458.0,487748117.0,390030097.0,386747178.0,368898736.0,353616919.0,361059362.0,398932797.0,536623950.0,563437643.0,509268660.0,485259912.0,477036779.0,657836001.0,655670847.0,539125755.0,565993244.0,563388104.0,569358623.0,576144363.0,620282790.0,810738132.0,840153818.0,759532652.0
대창단조,65138677.0,39882894.0,35213603.0,45983287.0,43724993.0,39231080.0,45283410.0,47668510.0,48065735.0,50037510.0,71311981.0,95831170.0,62213192.0,148832447.0,143955197.0,155109304.0,183977542.0,195292739.0,202433476.0,216950066.0,229017785.0,238563737.0,247240846.0,298478419.0,338228490.0,334751849.0
대한방직,185717832.0,170845970.0,183271187.0,193124546.0,206758410.0,192606588.0,187610355.0,90659743.0,71652141.0,77489052.0,93144326.0,75392117.0,49782243.0,272312547.0,241130687.0,255211371.0,364449488.0,370516547.0,371647517.0,355954577.0,267468485.0,197730297.0,213793933.0,232612120.0,210639558.0,180718515.0
대한유화,502991841.0,532395880.0,564922951.0,598303884.0,493476469.0,470579723.0,497378336.0,282816339.0,247864385.0,233430644.0,449738749.0,333880102.0,371702112.0,1271667971.0,1278129428.0,1354531211.0,1440420697.0,1529064058.0,1763643254.0,1970580429.0,1983913415.0,2026475126.0,2127550340.0,2478873031.0,2195832516.0,2196492714.0
대한전선,3198387923.0,2692252657.0,1983849443.0,1800072915.0,1198557985.0,1016687642.0,973084154.0,851025836.0,922429403.0,839828614.0,1033109826.0,738060568.0,925279344.0,3522892708.0,2880338773.0,2254974431.0,1873492658.0,1552803066.0,1364242167.0,1307860246.0,1172944859.0,1235075989.0,1199462928.0,1420870615.0,1620264871.0,1878565100.0
대한제강,465557893.0,414635415.0,435890506.0,404088565.0,230938487.0,229357387.0,292972496.0,222188928.0,173149684.0,396483255.0,512229906.0,422049933.0,271812695.0,794943509.0,778837588.0,810646282.0,776610882.0,635458249.0,669562190.0,753638612.0,657105860.0,635231706.0,944860968.0,1232437581.0,1220496810.0,1115779075.0
대한제당,1182587830.0,1186521482.0,1126061530.0,1113825850.0,1116814333.0,760760987.0,701088435.0,683477042.0,678824911.0,667672501.0,671091219.0,681747544.0,630801051.0,1595832317.0,1620715653.0,1570047193.0,1561333927.0,1541681141.0,1210586736.0,1152870713.0,1135447475.0,1143146276.0,1146241857.0,1182290229.0,1219466296.0,1185391612.0
대한제분,286328394.0,296197601.0,289913155.0,275684701.0,238509075.0,205598274.0,163053585.0,170684939.0,245259980.0,304081446.0,440979864.0,399078815.0,407391972.0,845150369.0,899689781.0,897265128.0,900381934.0,895425738.0,867495382.0,873461795.0,919690199.0,1005108274.0,1084880808.0,1321597381.0,1318431899.0,1401353854.0
대한항공,19619390220.0,20069018186.0,20180224924.0,21264565746.0,21681315971.0,22082184812.0,20897570965.0,22679902098.0,24233326242.0,21878336960.0,19806214029.0,19705240816.0,20576567788.0,22388342727.0,22973401146.0,22920438008.0,23465724376.0,24180351113.0,23956534894.0,24648674122.0,25842500933.0,27014118935.0,25190061074.0,26671903184.0,28997701022.0,30391776030.0
대한화섬,118944887.0,115123903.0,105550912.0,110932033.0,102736420.0,83321757.0,90095297.0,84986376.0,75955910.0,115099123.0,165770866.0,122779865.0,143756015.0,467635475.0,477260397.0,503634565.0,523871826.0,516448518.0,483677417.0,558937149.0,583452286.0,609361576.0,722306185.0,907819642.0,836764532.0,860872754.0
대현,78098464.0,98917750.0,108742827.0,115924766.0,108449317.0,87100500.0,73898808.0,73331984.0,64524570.0,49378450.0,59050547.0,54998742.0,48980005.0,173743262.0,198840460.0,216232675.0,225743019.0,225697006.0,249699923.0,246853161.0,258971501.0,263695073.0,252923294.0,280081122.0,297649820.0,309337534.0
대호에이엘,93015428.0,111800011.0,93062904.0,84721243.0,65982971.0,64802351.0,61383109.0,59446082.0,54555866.0,73758019.0,76000082.0,80661978.0,51150337.0,133330219.0,143805043.0,126628810.0,110290375.0,89999597.0,87036748.0,88319324.0,88671126.0,80920216.0,101175472.0,145025262.0,153542697.0,145877680.0
더존비즈온,102756591.0,110115144.0,102644523.0,92901512.0,80758384.0,83200316.0,91867991.0,96540958.0,364007767.0,406089762.0,398587976.0,394392969.0,437989023.0,167409573.0,192276834.0,193373325.0,210570942.0,213534002.0,236494235.0,274283187.0,278701440.0,727012781.0,804070787.0,900314203.0,832892726.0,883327560.0
덕성,32809992.0,41334293.0,40253303.0,35272222.0,33776039.0,42325131.0,40100411.0,37712473.0,39884767.0,38803664.0,40299826.0,41762767.0,41050936.0,89763557.0,99879068.0,102990690.0,97948255.0,97271143.0,108207616.0,105442576.0,100557111.0,102872752.0,105039887.0,125291792.0,125172359.0,126819097.0
덕양산업,185848147.0,177548256.0,172243277.0,156229196.0,328163274.0,325987676.0,345797400.0,449001437.0,447014089.0,457267351.0,459786678.0,431773772.0,482586900.0,254048937.0,232283632.0,228092729.0,217036945.0,419423211.0,410285389.0,429003472.0,526312201.0,509568546.0,513044314.0,523564265.0,520217537.0,573648655.0
케이비아이동국실업,145640595.0,157351770.0,304580329.0,342954483.0,388304400.0,439328381.0,367379311.0,390931429.0,383312185.0,396370266.0,397931073.0,373187014.0,426184780.0,293234918.0,314467559.0,485294266.0,516397132.0,570697476.0,631021758.0,549098269.0,570273061.0,559688330.0,566142150.0,568005111.0,553570562.0,622237518.0
하이스틸,136092111.0,115919753.0,117332992.0,117325215.0,105090966.0,117012025.0,109213634.0,104600998.0,106660480.0,113613390.0,121886838.0,143503167.0,121222358.0,257771024.0,251434733.0,249462910.0,248620346.0,227177154.0,242956625.0,245323396.0,232990175.0,234322434.0,239658335.0,259714572.0,292456090.0,270448865.0
하이트진로,2150023340.0,2109594358.0,2170025901.0,2094436007.0,2135882407.0,2109181984.0,2290086565.0,2265764980.0,2237663549.0,2223505553.0,2537892111.0,2172409937.0,2242471577.0,3573282814.0,3518666190.0,3553146711.0,3422364424.0,3460482406.0,3401085182.0,3507595838.0,3428143515.0,3270859605.0,3297783699.0,3631051440.0,3333438311.0,3358347206.0
하이트진로홀딩스,3352475144.0,3093585314.0,3023864401.0,2923750012.0,2957326315.0,2763614525.0,2924378121.0,2893499586.0,2854140490.0,2844595889.0,3148923131.0,2779584713.0,2874614630.0,4714754951.0,4443598671.0,4262180556.0,4017988232.0,4068786993.0,3967110668.0,4059346912.0,3989286143.0,3836704100.0,3904980587.0,4236298193.0,3945000965.0,3979751149.0
한국가스공사,27971442576.0,32252753251.0,34733596500.0,37047646954.0,32328396264.0,30568978417.0,28999025482.0,31191707143.0,31165333775.0,28174619094.0,34550566518.0,52014242784.0,47428628235.0,36015342447.0,40621718532.0,43666375501.0,46772022425.0,42385339683.0,40042003026.0,37139439444.0,39689691576.0,39311854558.0,35909774516.0,43669902324.0,62424983096.0,57254666338.0
한국공항,119283825.0,136339306.0,128149939.0,122258602.0,112798736.0,91623810.0,100598714.0,105296552.0,141690619.0,152819448.0,93813701.0,81818614.0,128378638.0,395898225.0,373149195.0,371858216.0,388018468.0,381351995.0,373405154.0,416391199.0,424415405.0,464725240.0,425353643.0,383887978.0,421095043.0,476851540.0
한국금융지주,16288961934.0,18127963285.0,18549296971.0,22484109383.0,28350223419.0,33818716270.0,44605780672.0,59105746386.0,55733335673.0,64805369408.0,74608457222.0,78602833042.0,87456133490.0,18794444234.0,20781343922.0,21215645752.0,25344422225.0,31521072913.0,37318213396.0,48743042859.0,64003674069.0,60766311395.0,70437687757.0,82036577890.0,86308574157.0,95901185591.0
한국내화,116660361.0,92281604.0,100765183.0,99074285.0,99784421.0,97552509.0,92254932.0,75121867.0,68784713.0,58645134.0,104085580.0,105655719.0,127475850.0,189906757.0,185082477.0,197446456.0,198386270.0,201235778.0,205577085.0,215430995.0,204551880.0,209255064.0,202829020.0,357947858.0,325998841.0,333192248.0
한국단자,117355789.0,102821163.0,133791709.0,147723989.0,144235793.0,207377151.0,199607353.0,169635830.0,175411368.0,220972248.0,282995897.0,419492219.0,493288440.0,477379456.0,498541217.0,572070390.0,646696686.0,703874182.0,821786178.0,875170056.0,860534743.0,885601836.0,985178227.0,1125163279.0,1289776455.0,1425051765.0
한국석유,135722024.0,112016698.0,118920851.0,113797494.0,110996723.0,123247935.0,138080725.0,159581994.0,154120764.0,172471833.0,188198136.0,183328539.0,176607402.0,236295082.0,215853209.0,230020630.0,231035732.0,240164602.0,262226687.0,284829421.0,307288012.0,292834924.0,316488297.0,342126723.0,347065524.0,353982212.0
한국수출포장,100079081.0,58049431.0,60510639.0,64152324.0,75147391.0,75577543.0,82196334.0,66855317.0,60316496.0,56511276.0,68488033.0,64604055.0,61282438.0,287387803.0,269327436.0,279964685.0,292505708.0,301046858.0,299682673.0,299116741.0,298826766.0,308084432.0,309083509.0,331846867.0,345521340.0,357003990.0
한국쉘석유,41856024.0,30702956.0,32791503.0,24481601.0,29688654.0,25653454.0,31504877.0,45048637.0,43195104.0,50491877.0,56156827.0,59384706.0,62221361.0,119139746.0,116670671.0,122825707.0,115064149.0,126542699.0,122973241.0,130947310.0,144599598.0,141114506.0,148607731.0,165711580.0,172340454.0,188371617.0
한국전력,82663900000.0,95088618000.0,104077000000.0,108883000000.0,107315000000.0,104786000000.0,108824000000.0,114156000000.0,128708000000.0,132475000000.0,145797000000.0,192805000000.0,202450000000.0,136468000000.0,146153000000.0,155527000000.0,163708000000.0,175257000000.0,177837000000.0,181789000000.0,185249000000.0,197598000000.0,203142000000.0,211124000000.0,234805000000.0,239715000000.0
한국전자홀딩스,114940685.0,111811619.0,113293248.0,77637154.0,97655665.0,181299054.0,142256257.0,126722818.0,147646969.0,204746693.0,153728383.0,123768339.0,116991494.0,277755785.0,243581872.0,234855920.0,198274046.0,217226132.0,424621270.0,404799624.0,390848476.0,389933341.0,412243673.0,463627852.0,469100261.0,503113632.0
한국제지,,,,,,,,,,,,,,,,,,,,,,,,,,
한국주강,9729788.0,4762673.0,5372023.0,9253271.0,4315271.0,2143903.0,28582520.0,15185628.0,16295373.0,16447220.0,22132882.0,18273217.0,11207425.0,83528606.0,76068479.0,78185339.0,75730590.0,70437858.0,64842182.0,84927734.0,60348395.0,48507646.0,46460626.0,50194780.0,48045222.0,44186933.0
한국주철관,118077972.0,114729519.0,100246395.0,76388753.0,87957512.0,79632367.0,78487912.0,83056762.0,78565329.0,73142233.0,76191124.0,73948279.0,74562473.0,333471929.0,333174658.0,319386331.0,300739840.0,323376593.0,334728979.0,340407803.0,351976405.0,356691627.0,357526157.0,423089952.0,424608629.0,434108102.0
한국철강,341129622.0,255990255.0,220469677.0,211121238.0,167761255.0,172818964.0,167601465.0,191786937.0,148280031.0,171944787.0,186519007.0,150021132.0,120716792.0,1015150137.0,936810385.0,907187123.0,901950212.0,896577601.0,941767002.0,885882136.0,909037196.0,873216580.0,868775458.0,908707498.0,948549497.0,972464325.0
한국카본,90978114.0,69252604.0,62881567.0,61052472.0,65546320.0,73444558.0,56119221.0,56411443.0,84870941.0,97788639.0,109356564.0,181165801.0,337774036.0,276531776.0,290528372.0,296878102.0,343287705.0,347432101.0,389485376.0,366441407.0,360113098.0,397589485.0,478319471.0,498355905.0,585333635.0,792428142.0
한국앤컴퍼니,4219681477.0,149058759.0,81836887.0,91304080.0,100289038.0,228111606.0,256402381.0,256508575.0,212953071.0,291952510.0,345760552.0,445377544.0,624304502.0,7436379614.0,974311229.0,2353168061.0,2506418760.0,2666933001.0,3097491376.0,3316066259.0,3498590608.0,3607086238.0,3792451107.0,4081229755.0,4301818676.0,4640995962.0
한국특강,464254408.0,433731360.0,425787516.0,412229695.0,341206425.0,296766912.0,282308021.0,247042183.0,246071397.0,250943537.0,316723246.0,348107185.0,334499280.0,581437823.0,553819260.0,532912158.0,500722556.0,380263447.0,355618047.0,344112520.0,341713076.0,317480349.0,352334775.0,456750420.0,547808388.0,560997435.0
한국무브넥스,351839297.0,358644590.0,346523228.0,393842342.0,441648991.0,440032222.0,409762252.0,420232689.0,424144043.0,431038186.0,436752217.0,498148853.0,533544152.0,601235596.0,614503505.0,611838947.0,656706479.0,717080889.0,689653907.0,632537110.0,640611046.0,652275270.0,667998510.0,699351929.0,799394136.0,874724776.0
한국화장품제조,9657726.0,10078561.0,14950705.0,13749375.0,15463880.0,22616030.0,22358046.0,21489063.0,36155654.0,33387006.0,33557252.0,35421547.0,36551560.0,43611977.0,37743205.0,40396297.0,46884011.0,50200633.0,66626328.0,69855872.0,71774144.0,84182717.0,77657828.0,76545671.0,82665926.0,89173515.0
한농화성,52666987.0,54908137.0,50134800.0,62050711.0,46448812.0,55545405.0,56836719.0,50073308.0,43082691.0,40522140.0,69259918.0,72824107.0,74790089.0,120129408.0,128886580.0,130914512.0,148960256.0,140477980.0,157059360.0,165277180.0,162494687.0,163356458.0,171371035.0,216969691.0,225415183.0,237369526.0
한독,129876434.0,149141042.0,179252807.0,207712898.0,226881695.0,333598608.0,348634727.0,339240243.0,404672385.0,437077758.0,457565421.0,489250128.0,449706525.0,408212956.0,436393122.0,473529212.0,515487015.0,530587277.0,622848956.0,639346109.0,652616127.0,748667226.0,818926687.0,841561832.0,871106170.0,790339658.0
HLD&I,2110383391.0,2472551313.0,2018324539.0,1636936942.0,1962182508.0,1722096338.0,1821470362.0,1528092997.0,1327117098.0,1279380184.0,1104826105.0,1240232282.0,1268702893.0,2827317386.0,3149695355.0,2623391099.0,2084759758.0,2285444643.0,2073883264.0,2214101549.0,1793753461.0,1588187042.0,1653568578.0,1521351991.0,1667421795.0,1724300710.0
한미글로벌,89087248.0,91712138.0,87694471.0,93549458.0,42316818.0,50755365.0,63809345.0,106375731.0,79469843.0,89884233.0,141130569.0,178412243.0,196050464.0,138361177.0,140808581.0,141362454.0,153681052.0,124677883.0,149271717.0,168106149.0,209712007.0,203595486.0,218683633.0,285254341.0,373059660.0,398871055.0
한미반도체,34927141.0,47957284.0,58011146.0,43307024.0,31598220.0,75643574.0,78890957.0,30471881.0,37769480.0,69876325.0,82473641.0,65336210.0,151940479.0,204717127.0,230991973.0,240728439.0,248260075.0,225559496.0,284988380.0,285064244.0,246028948.0,257474681.0,326966868.0,429285683.0,455432966.0,723839104.0
한미사이언스,33910596.0,91501440.0,170757239.0,325083425.0,347774739.0,321684820.0,273630939.0,263452031.0,265145245.0,264485903.0,259599612.0,384942964.0,438697577.0,406164685.0,485394283.0,579822998.0,742795234.0,932024384.0,969248669.0,938783180.0,916545956.0,910832377.0,923219549.0,949894436.0,1109690934.0,1226170046.0
한샘,192302352.0,161906390.0,241923059.0,205981149.0,333655167.0,357885198.0,468089700.0,365682789.0,589338707.0,600608098.0,624662475.0,654251595.0,708747065.0,394729625.0,376768030.0,506202072.0,544027391.0,768849170.0,899418181.0,975706063.0,940149892.0,1202637977.0,1229509761.0,1246352553.0,1099679541.0,1051517419.0
한섬,90093961.0,114360689.0,207074565.0,223573590.0,126102700.0,157680487.0,326797067.0,281971077.0,278090262.0,312511906.0,316664864.0,348223077.0,329926346.0,794253533.0,873763192.0,1002393310.0,1048239684.0,957470937.0,1038024262.0,1252267494.0,1272696441.0,1323644545.0,1438544149.0,1557084758.0,1684715499.0,1724265474.0
한성기업,109367203.0,113176895.0,141316252.0,159021024.0,161180186.0,177806896.0,159173214.0,168224643.0,183693909.0,145267047.0,155369922.0,182635463.0,179406071.0,173633122.0,179025738.0,209621483.0,213604546.0,214603274.0,230855837.0,215309216.0,222227643.0,233558717.0,195752062.0,199923900.0,234918896.0,230810002.0
한세실업,325327028.0,351354612.0,410285567.0,452344055.0,566569189.0,707071811.0,622479949.0,678071688.0,724452010.0,599703859.0,751823860.0,702124695.0,593553251.0,513994136.0,585712033.0,682383723.0,783233695.0,992172304.0,1270684015.0,1196058481.0,1170729345.0,1179455697.0,1021055618.0,1216241001.0,1239211177.0,1237247611.0
한세예스24홀딩스,409973966.0,445761214.0,501540084.0,675055076.0,886895297.0,1060589595.0,992421144.0,1060579093.0,1135524402.0,1094228156.0,1291920827.0,1205446232.0,1188689217.0,693150743.0,777412081.0,873460346.0,1121319003.0,1436140855.0,1740589243.0,1693645040.0,1678316387.0,1731430277.0,1840012735.0,2241273060.0,2036963741.0,2152345947.0
한솔로지스틱스,84063876.0,99020240.0,79044017.0,71389101.0,49769079.0,53857333.0,44676518.0,70494773.0,119699484.0,141321704.0,188039086.0,171990567.0,126703696.0,181926875.0,204757097.0,185908008.0,178713372.0,90195689.0,97883701.0,91872344.0,126782732.0,166754679.0,195971591.0,266627758.0,274496249.0,245120387.0
한솔케미칼,169571366.0,177084903.0,229519400.0,261121484.0,274266949.0,358592061.0,332458107.0,344490922.0,418640473.0,376929964.0,429305068.0,400814014.0,409492210.0,321824251.0,358680526.0,427996740.0,474362300.0,521035797.0,699716322.0,723320120.0,791727785.0,939194151.0,999200502.0,1197174769.0,1253310603.0,1350979663.0
한솔테크닉스,299653956.0,274150416.0,251968373.0,206841734.0,282773777.0,296270442.0,290162000.0,311160540.0,233482052.0,312289415.0,510394100.0,631895651.0,479360236.0,486477959.0,420136106.0,422296680.0,408384028.0,541196306.0,511496449.0,503513319.0,513011860.0,495324316.0,591392385.0,788670353.0,1071921901.0,954035007.0
한솔PNS,66687912.0,62836102.0,90838715.0,73420757.0,69955718.0,69330757.0,65754198.0,52831391.0,62354388.0,63470511.0,59666915.0,83843135.0,78866175.0,101284017.0,99178837.0,130493729.0,114755469.0,113295771.0,102752883.0,101700136.0,91319732.0,103412316.0,107126396.0,109710673.0,134944512.0,124852549.0
한솔홀딩스,1822125475.0,1751641472.0,2149079211.0,2531671276.0,1405553419.0,1388387766.0,1106274219.0,915389436.0,210254480.0,100666386.0,104432487.0,125962865.0,125877734.0,2597423607.0,2543426035.0,2960941639.0,2977937047.0,1974138514.0,2006748728.0,1629373679.0,1347350249.0,666384880.0,627140216.0,653696785.0,723295784.0,720105338.0
한솔홈데코,161865308.0,155275338.0,156077993.0,158570140.0,157326945.0,146568717.0,152755332.0,146434082.0,141583076.0,140448641.0,154814152.0,166074493.0,172328108.0,262213173.0,266804784.0,280380827.0,289095889.0,291209034.0,289305376.0,304773056.0,308077735.0,295749540.0,294990296.0,314661262.0,319496521.0,312095401.0
한신공영,969591477.0,1170553460.0,1252015549.0,1159678334.0,1295958091.0,1285281487.0,1554102190.0,1332389643.0,1137165744.0,1113458345.0,1442187010.0,1622658480.0,1716013928.0,1290922344.0,1502729284.0,1547299126.0,1350137690.0,1529444074.0,1553395800.0,1905386491.0,1778426426.0,1650955869.0,1734262275.0,2119949126.0,2349398105.0,2468946950.0
한신기계,19213208.0,22303229.0,23905400.0,22476130.0,21342317.0,17830548.0,12187874.0,10854645.0,12986088.0,12873520.0,15086454.0,22775323.0,25660500.0,68277134.0,74166752.0,83427385.0,87406905.0,91984554.0,95118370.0,90291841.0,90678706.0,93965864.0,95212694.0,101149022.0,115721730.0,116461865.0
한양증권,272330637.0,307941996.0,258865072.0,402675447.0,700888853.0,839480700.0,1447827527.0,1574824940.0,1527470792.0,1616639486.0,1201053826.0,1043504163.0,1258029082.0,540985515.0,570906208.0,514924004.0,662446783.0,963516678.0,1107738960.0,1716738311.0,1844678198.0,1822179620.0,1967706224.0,1633398450.0,1502891064.0,1747822855.0
한온시스템,764655181.0,797516475.0,1413029519.0,1570030886.0,1659920185.0,1974831434.0,2088135770.0,3224124651.0,4744866816.0,5567975657.0,5757074853.0,6728917211.0,6735917854.0,2047728254.0,2236209331.0,2953898412.0,3240023316.0,3459361438.0,3859737521.0,4119580910.0,5355780832.0,7082369013.0,7807411034.0,8233732862.0,9098783328.0,9244404434.0
한올바이오파마,54754547.0,46483279.0,38225375.0,41361752.0,21909163.0,20373366.0,57497661.0,45386081.0,50965912.0,38858948.0,34985662.0,45194772.0,53528623.0,105455816.0,125153773.0,97851602.0,87171187.0,117125562.0,124730823.0,168695547.0,162304333.0,191383403.0,220132431.0,198477805.0,213451233.0,239746993.0
한익스프레스,66423581.0,56061180.0,57524402.0,49249565.0,78292140.0,89547260.0,125181382.0,132610533.0,203919184.0,233096248.0,301259496.0,302592348.0,342926253.0,83431553.0,77986093.0,85379983.0,94846279.0,131657889.0,146825373.0,188215330.0,199582549.0,275847244.0,301687969.0,374774840.0,407946966.0,427530518.0
한일시멘트,,,,,,,,499783148.0,496505082.0,1041417958.0,911950415.0,885820287.0,1148706829.0,,,,,,,,1368001171.0,1383564300.0,2399662742.0,2370327907.0,2460836872.0,2867925364.0
한일철강,201182063.0,146763560.0,148541462.0,152150276.0,191866798.0,144739420.0,155801812.0,150840845.0,170314924.0,146274692.0,161018234.0,164622339.0,157459593.0,377986500.0,309469737.0,315044201.0,315185339.0,342792291.0,299917724.0,319893168.0,312201042.0,319370012.0,295057912.0,338779024.0,339154971.0,331028996.0
한전KPS,178279229.0,224673780.0,219037249.0,227523133.0,247295909.0,302702438.0,294923493.0,296785561.0,296015246.0,298187345.0,314925082.0,346288975.0,324737143.0,672432244.0,756213835.0,841101966.0,925544047.0,1033559144.0,1092468725.0,1199997805.0,1280921375.0,1359433325.0,1349869091.0,1426920122.0,1562022195.0,1597333551.0
한전기술,360264379.0,435913441.0,378453713.0,370481943.0,438370663.0,364787028.0,305134372.0,310099879.0,242994111.0,201216889.0,192058364.0,273089488.0,307700361.0,739893313.0,861882138.0,760503659.0,777612450.0,839120536.0,775474577.0,762165844.0,771479987.0,735206871.0,700291402.0,705509291.0,816503302.0,855008773.0
한진,1025955768.0,1091375700.0,1103290799.0,1170042533.0,1769185965.0,1767294291.0,1584586386.0,1594297340.0,2494469955.0,2550728647.0,2503649583.0,2558814753.0,2661786978.0,1793121990.0,1858651008.0,1807382069.0,1955921456.0,2503676698.0,2537558489.0,2453809753.0,2661425067.0,3548368717.0,3788654067.0,3877620716.0,4093197692.0,4201363600.0
HJ중공업,5169832000.0,4869577000.0,5044381000.0,4897208000.0,4576731000.0,4361260000.0,3629457000.0,3441806000.0,2225228000.0,1873852000.0,1953231000.0,2182707000.0,2549673000.0,7036680000.0,6585093000.0,6683379000.0,6470284000.0,5754767000.0,5278868000.0,4206655000.0,2733620000.0,2470222000.0,2193855000.0,2385236000.0,2567697000.0,2890585000.0
한진중공업홀딩스,679460000.0,1029833000.0,1342276000.0,1614895000.0,1648676000.0,1622526000.0,1489671000.0,1506557000.0,1500188000.0,1480600000.0,1489201000.0,1629209000.0,1497922000.0,1980735000.0,2315289000.0,2531518000.0,2722203000.0,2585756000.0,2277519000.0,1918648000.0,1873603000.0,1860663000.0,1837185000.0,1837801000.0,1995988000.0,1865721000.0
한창,12475146.0,13465238.0,15396883.0,19667696.0,33626447.0,43592552.0,62917483.0,73614002.0,65108889.0,80110484.0,97276581.0,90132833.0,89140438.0,32875105.0,34879179.0,37693959.0,44038164.0,67607184.0,82275229.0,103882929.0,106233878.0,91847934.0,117760361.0,134278398.0,113480993.0,90310468.0
한창제지,111168845.0,104209430.0,121320630.0,106621551.0,102123335.0,93909286.0,80692885.0,77630551.0,86019807.0,86371983.0,140052514.0,172631642.0,197857871.0,154596738.0,152931232.0,158442545.0,145953791.0,144766140.0,152620392.0,150932868.0,154683756.0,171963792.0,181081554.0,248597574.0,283062451.0,288895489.0
한화,9970895877.0,93499691134.0,102547000000.0,111569000000.0,131976000000.0,140643000000.0,144230000000.0,152596000000.0,164022000000.0,173461000000.0,181483000000.0,163801000000.0,176539000000.0,15029730755.0,104086000000.0,113323000000.0,123684000000.0,145622000000.0,154871000000.0,160195000000.0,169549000000.0,182286000000.0,191178000000.0,203464000000.0,196977000000.0,209738000000.0
한화손해보험,6002162704.0,7407452215.0,8452154049.0,9736575766.0,10942467553.0,12398858102.0,13706244084.0,15318315284.0,16792845210.0,17811681663.0,18825405055.0,13942309500.0,14769484442.0,6398013002.0,7886910624.0,8998836735.0,10331616835.0,11803377681.0,13283348171.0,14890553859.0,16733867311.0,18257160261.0,19518332852.0,20284988079.0,17173511589.0,18115263746.0
한화솔루션,7055753062.0,7841274817.0,8350337272.0,7817545449.0,8921461335.0,8349586420.0,7462014737.0,9004379086.0,9875281658.0,9169604331.0,11806325075.0,13934972874.0,15482363319.0,11853543059.0,12406694986.0,12807062090.0,12597023733.0,13852619723.0,13817913129.0,13649487900.0,15231475448.0,15681128868.0,15137319822.0,20007572194.0,23831884434.0,24492909474.0
한화에어로스페이스,1609769040.0,1663262864.0,1729443481.0,1958676390.0,1862814914.0,3311673751.0,3566619940.0,4760935791.0,5853055428.0,6475090147.0,7114272104.0,11233518425.0,14858674608.0,3203519628.0,3240938017.0,3434224084.0,3601728499.0,4107930434.0,5652438366.0,5747573161.0,7396686213.0,8708410720.0,9464815678.0,11045830631.0,15151828043.0,19542899926.0
한화투자증권,6317390850.0,6949136306.0,7161696206.0,6061845339.0,6879663532.0,6120585164.0,6028118063.0,6393815740.0,8722880934.0,10606835890.0,9920841050.0,10555667496.0,11677138582.0,7244506757.0,7774337651.0,7921443471.0,6831448688.0,7662276760.0,6935655404.0,6905287032.0,7344132792.0,9878260429.0,11859021179.0,11791027415.0,12111249518.0,13250183608.0
HDC현대EP,271659589.0,354454469.0,397395434.0,384888455.0,341952333.0,312135588.0,332888899.0,318086294.0,263822645.0,232179896.0,275234383.0,289863741.0,288562520.0,385162508.0,483464434.0,547238482.0,563822640.0,560624379.0,577184630.0,612710406.0,600353780.0,547277769.0,524916605.0,582888462.0,603330217.0,605440391.0
현대건설,7508415000.0,7990893000.0,9532257000.0,11457294000.0,11959465000.0,11748798000.0,9958964000.0,9762753000.0,9511990000.0,9172896000.0,10207973000.0,10987431000.0,13258980000.0,11871889000.0,12746829000.0,14666501000.0,18244600000.0,19350103000.0,19873443000.0,18431902000.0,18054609000.0,18226972000.0,17939274000.0,19637264000.0,20911708000.0,23714495000.0
현대글로비스,2334842645.0,2338550487.0,2735382513.0,3425138662.0,4381749162.0,4490031220.0,4196146498.0,4427675607.0,5459455696.0,5832335783.0,6358516107.0,6998172212.0,6941096284.0,3826579602.0,4257802897.0,5069219085.0,6196213723.0,7478514339.0,7967477350.0,8185663712.0,8687842635.0,10129735810.0,10898704437.0,12170928243.0,13877784500.0,14725019904.0
현대리바트,154786672.0,138564404.0,139721785.0,126290889.0,133465273.0,142446713.0,269113059.0,231521677.0,294855425.0,322270197.0,374591023.0,415626224.0,497104514.0,343030326.0,326931020.0,332663051.0,345197898.0,379216031.0,419856718.0,682759227.0,678896575.0,752808372.0,803314893.0,863648499.0,854159330.0,899461324.0
현대모비스,8781092000.0,13007282000.0,14237123000.0,15825813000.0,12098593000.0,13153619000.0,12377861000.0,12367704000.0,14196442000.0,15169553000.0,16125063000.0,17599066000.0,17930546000.0,22575648000.0,30046996000.0,34430309000.0,39111916000.0,37774833000.0,41711608000.0,41736819000.0,43071132000.0,46606064000.0,48497676000.0,51482537000.0,55406698000.0,58585845000.0
