종목명,총부채_2011,총부채_2012,총부채_2013,총부채_2014,총부채_2015,총부채_2016,총부채_2017,총부채_2018,총부채_2019,총부채_2020,총부채_2021,총부채_2022,총부채_2023,총자산_2011,총자산_2012,총자산_2013,총자산_2014,총자산_2015,총자산_2016,총자산_2017,총자산_2018,총자산_2019,총자산_2020,총자산_2021,총자산_2022,총자산_2023
AK홀딩스,446398508.0,551197541.0,1739973013.0,1946141284.0,1593921534.0,1730525758.0,1792720288.0,1924033598.0,2898025667.0,2889429546.0,3346377386.0,3721996782.0,4020733884.0,797395267.0,1062012676.0,2374994472.0,2773153876.0,2495514993.0,2741946503.0,2944784347.0,3397931239.0,4327964555.0,4152091609.0,4548736657.0,4985365771.0,5314995084.0
BYC,169119743.0,172109096.0,177223435.0,242958473.0,313347277.0,339167415.0,346484954.0,331027820.0,259555399.0,226466839.0,202622248.0,153134740.0,150742490.0,477929172.0,505456934.0,525157538.0,608388101.0,691464609.0,733018518.0,745823200.0,738431267.0,693882853.0,679134864.0,684434512.0,668872026.0,685663060.0
CJ,12092041534.0,13000982677.0,13522759512.0,13969444303.0,13698687478.0,15755138247.0,17333214255.0,19207738403.0,25766279658.0,24628738994.0,25492465688.0,30506774819.0,29310944319.0,19656075093.0,21385040866.0,22123704854.0,23039318812.0,23562143506.0,27009587950.0,29325383064.0,31729548648.0,40381364593.0,40024965069.0,41955995804.0,48240408307.0,47203762893.0
CJCGV,625654643.0,659978085.0,720542557.0,863739963.0,972407247.0,1621292084.0,1682438285.0,1683905312.0,3922936968.0,4066971785.0,3484207008.0,3208379046.0,2932973510.0,933435854.0,1007974719.0,1099174954.0,1254918923.0,1417577427.0,2541773014.0,2460100846.0,2234185993.0,4524046865.0,4354856896.0,3785492376.0,3601468386.0,3194214710.0
CJ대한통운,1330470686.0,1341438819.0,2360513240.0,2262195616.0,2128783996.0,2781927821.0,3526210932.0,4737828935.0,5454770838.0,5603556698.0,4977570577.0,5658991480.0,5314491024.0,3595163312.0,3669501369.0,4608720687.0,4542856099.0,4500489064.0,5521193039.0,6285983376.0,7868566775.0,9110016110.0,9643498960.0,8993928516.0,9693299818.0,9357587267.0
CJ씨푸드,47942613.0,45000536.0,36742740.0,53865255.0,43591128.0,64456088.0,60161191.0,64748289.0,62991686.0,69472863.0,66278140.0,67719807.0,90158645.0,81363764.0,84020228.0,81266483.0,101198140.0,93610372.0,119740511.0,120215051.0,126515257.0,127344142.0,135332382.0,133389814.0,143409087.0,168208969.0
CJ제일제당,6643045604.0,7142847716.0,8191910984.0,8432650582.0,8366031773.0,9705761673.0,10724270560.0,12188810794.0,16799151931.0,15445453188.0,16049003859.0,18484219204.0,17826337301.0,11339519300.0,12363882660.0,13004490092.0,13382531013.0,13751265058.0,15766238539.0,16868123895.0,19497022884.0,26280632351.0,25611892185.0,26855804277.0,30013241845.0,29606279551.0
CS홀딩스,25960045.0,26710404.0,30123447.0,35962320.0,39069233.0,32038731.0,33003455.0,29665433.0,28138800.0,28164319.0,41521128.0,33693421.0,36702820.0,188753459.0,218181889.0,233929444.0,260355830.0,284933124.0,293927435.0,302433875.0,304418193.0,314291513.0,323725568.0,353716996.0,364121571.0,383909711.0
DB,430206277.0,397390951.0,392079771.0,255603853.0,110370381.0,63423582.0,58372533.0,150848167.0,152166923.0,158786944.0,164214797.0,129333891.0,484173981.0,686746431.0,693327543.0,638356756.0,365853366.0,276200611.0,214971054.0,197512862.0,288416201.0,363158130.0,472491491.0,601998919.0,414317385.0,879384842.0
DB금융투자,3713299875.0,5848690834.0,5536611794.0,5795339866.0,5954145397.0,5639570468.0,6290659471.0,6282325285.0,7610866808.0,9037534454.0,8535236409.0,8710072105.0,9038074594.0,4333496523.0,6552570265.0,6216833538.0,6490286503.0,6639172275.0,6335596389.0,6998331079.0,7043191614.0,8422447069.0,9959594273.0,9583673039.0,9757370294.0,10211959858.0
DB손해보험,15403498659.0,25183444357.0,27455719181.0,31340890882.0,36051445686.0,40518709028.0,43542601178.0,45636344236.0,49634011997.0,53559522083.0,58019133909.0,45510911766.0,49736681328.0,17664260394.0,28250023438.0,30313490065.0,34932066498.0,40018390609.0,44863439973.0,48375610761.0,50929102340.0,55779051736.0,60054421461.0,64751602574.0,57635178301.0,60040428591.0
DB하이텍,890982181.0,866861695.0,853635085.0,864173902.0,730586221.0,644871257.0,538152775.0,508142309.0,444239080.0,383996685.0,443888190.0,507381719.0,303296256.0,1199043869.0,1157755031.0,1058391832.0,984876636.0,984643712.0,986788572.0,993950720.0,1066533840.0,1088889810.0,1178581197.0,1549937896.0,2142165862.0,2043378694.0
DRB동일,295096996.0,220885847.0,277609051.0,282962974.0,253964151.0,270797494.0,240358582.0,267955160.0,283757307.0,312819481.0,356400810.0,465469810.0,465541738.0,522115419.0,368994998.0,567066429.0,617244613.0,639083096.0,701206828.0,677426447.0,716166879.0,745278927.0,776434763.0,831956562.0,945238495.0,963651592.0
DSR제강,104096152.0,99996952.0,102542802.0,93318465.0,66215490.0,63775623.0,66034488.0,69290286.0,59774432.0,59997585.0,87876177.0,76302600.0,67790249.0,204273623.0,200277496.0,203893139.0,202111793.0,184284619.0,190208395.0,196090792.0,205433843.0,201633524.0,206252816.0,241710739.0,259398157.0,262988107.0
E1,2141052324.0,2312266489.0,2408362372.0,2411396991.0,2273755026.0,2360951582.0,2209052239.0,2249487466.0,2391690338.0,2487985637.0,2625919366.0,2829299481.0,2899257176.0,3270355545.0,3512419789.0,3629693275.0,3658165076.0,3509763920.0,3544179098.0,3460084198.0,3565388941.0,3594979133.0,3731448422.0,3999326311.0,4339655186.0,4597407646.0
GKL,155037919.0,171240905.0,167377759.0,219601245.0,194278364.0,211451259.0,199851863.0,203672777.0,324258160.0,222055672.0,147757778.0,227057758.0,227557872.0,376356788.0,502672156.0,562914254.0,651013158.0,650518244.0,730177649.0,731904311.0,765759332.0,909430532.0,708445969.0,531306108.0,609513167.0,639368284.0
GS,3635551000.0,5539444000.0,5211722000.0,7854856000.0,10925156000.0,11420898000.0,12341065000.0,12105993000.0,13718283000.0,13720298000.0,16988343000.0,17434432000.0,16823230000.0,10424837000.0,12712426000.0,12636266000.0,15072770000.0,19023008000.0,20341172000.0,22003689000.0,22630978000.0,24734086000.0,24476843000.0,31191287000.0,33922242000.0,34448425000.0
GS건설,7305538734.0,7847483650.0,9268033517.0,9513096912.0,9657468064.0,10023424375.0,10456899427.0,8408589419.0,9028178350.0,9458561906.0,10311003422.0,11590413888.0,12822138677.0,11263576376.0,11775952203.0,12427312942.0,13094708930.0,13005492988.0,13376589310.0,13696614624.0,12033275313.0,13171205734.0,13770677889.0,15183727265.0,16946616697.0,17707298538.0
GS글로벌,807889403.0,871082337.0,443643022.0,604901681.0,597989808.0,972158080.0,1010185598.0,932911606.0,825321064.0,657805876.0,1100168067.0,1012698525.0,953110257.0,1066064452.0,1144032690.0,700315672.0,856611062.0,800714753.0,1326423033.0,1397854513.0,1336006542.0,1205244855.0,956821701.0,1442681821.0,1419412958.0,1401098380.0
JW중외제약,496840929.0,439482599.0,388629268.0,369219165.0,388074345.0,374764691.0,360096626.0,333680091.0,343116046.0,341618154.0,444513607.0,402213719.0,379598339.0,667091705.0,603145264.0,589368538.0,589243249.0,613481028.0,651077844.0,630873131.0,593791187.0,573207865.0,549085029.0,633053136.0,627972755.0,645038796.0
JW홀딩스,848163133.0,871669889.0,778416999.0,822989888.0,812556924.0,919038933.0,976649666.0,874638659.0,891301821.0,789222443.0,760956331.0,824316934.0,827511708.0,1094786336.0,1077132172.0,1014442067.0,1030745502.0,1082862853.0,1196629709.0,1347252529.0,1275635934.0,1226595425.0,1113573849.0,1065779475.0,1157579707.0,1176266428.0
KB금융,254501000000.0,260988000000.0,266185000000.0,280843000000.0,300163000000.0,344412000000.0,402741000000.0,443875000000.0,479419000000.0,567318000000.0,615602000000.0,634557000000.0,656865000000.0,277601000000.0,285751000000.0,292168000000.0,308356000000.0,329065000000.0,375674000000.0,436786000000.0,479588000000.0,518538000000.0,610720000000.0,663896000000.0,688665000000.0,715738000000.0
KC그린홀딩스,250982135.0,293082382.0,217906899.0,243410230.0,254493177.0,254431616.0,271769033.0,384112880.0,521778677.0,546084292.0,646639159.0,534872843.0,701431383.0,416823410.0,485305389.0,429933873.0,437508862.0,450314764.0,462751008.0,519933655.0,670840467.0,816143779.0,776133685.0,906605618.0,792860678.0,916578396.0
KEC,312531013.0,254745797.0,220305018.0,195253724.0,189474238.0,180908585.0,137201102.0,125768863.0,120251347.0,199573553.0,121440786.0,96489868.0,91040501.0,479025819.0,409366183.0,376185399.0,346623526.0,340459280.0,383108805.0,359839158.0,351174343.0,334212514.0,368345953.0,400589167.0,401136513.0,447745861.0
주성코퍼레이션,120830676.0,91234366.0,68930351.0,62034744.0,56149297.0,55972707.0,53971826.0,64002670.0,30562180.0,24623437.0,23434919.0,18158117.0,11872345.0,146573043.0,105726256.0,74487642.0,67495668.0,68293126.0,78594380.0,64607126.0,64916025.0,27113647.0,32146507.0,33044553.0,32951332.0,34134612.0
KG케미칼,574164639.0,674103942.0,498871936.0,495751880.0,678433511.0,753316753.0,902897458.0,904440514.0,2799967272.0,2815857534.0,3097379164.0,3761420644.0,4181830349.0,854039979.0,1011500974.0,911141519.0,928917994.0,1142452651.0,1263528834.0,1480673142.0,1508599076.0,4151542217.0,4323538345.0,4884892280.0,7076647393.0,7818145771.0
KISCO홀딩스,96999005.0,279325467.0,241825209.0,250327751.0,205063812.0,219986880.0,230003665.0,266111097.0,229757770.0,229774076.0,267377534.0,242025489.0,203567063.0,779731867.0,1398716024.0,1377429174.0,1379712311.0,1407103545.0,1493955210.0,1488800280.0,1545159970.0,1557313864.0,1564589807.0,1688093089.0,1745832248.0,1802517205.0
그린케미칼,39599286.0,60107620.0,55843893.0,80575082.0,102629659.0,90866908.0,85528586.0,81834672.0,78322382.0,63603656.0,88296552.0,74168153.0,81009099.0,129851420.0,158667057.0,162058008.0,196396573.0,218566708.0,206368678.0,195270243.0,189074022.0,186816236.0,176839793.0,211689251.0,196645335.0,201377924.0
KPX케미칼,137657049.0,113174427.0,122417908.0,129551771.0,100999621.0,101955026.0,105300084.0,91621793.0,55559442.0,103372859.0,199075058.0,181591489.0,175893523.0,444989970.0,450374133.0,471662716.0,512061535.0,507600643.0,531964308.0,548114232.0,535273094.0,537885808.0,637003840.0,777143204.0,776778117.0,822466229.0
KPX홀딩스,284281300.0,340550709.0,320917507.0,295233534.0,272588266.0,273649961.0,322027970.0,290689743.0,267661517.0,361946207.0,445438443.0,448980402.0,465634459.0,1133171774.0,1224858574.0,1180182446.0,1154028780.0,1171162837.0,1209888939.0,1512487171.0,1416576552.0,1448992400.0,1698659221.0,1814858039.0,1819893803.0,1928646650.0
KR모터스,64573121.0,58530096.0,59616987.0,91067796.0,89813517.0,86129897.0,63221641.0,85006462.0,108871143.0,106028407.0,118211175.0,109161230.0,116165786.0,133337774.0,119327267.0,116931646.0,136844164.0,157559972.0,148873916.0,108443184.0,154901067.0,144081160.0,155873461.0,168436811.0,149185246.0,138570417.0
KSS해운,156547816.0,171791446.0,178301241.0,310586610.0,333550200.0,411978477.0,677378952.0,653237720.0,676238454.0,800671677.0,1103404278.0,1252892415.0,1235554637.0,290211266.0,309112196.0,339056173.0,494936208.0,545679903.0,647988184.0,904763003.0,904473325.0,957238169.0,1069527678.0,1446228923.0,1659172643.0,1656034880.0
다올투자증권,1303411876.0,1480852090.0,463773076.0,666092114.0,599228183.0,901713934.0,1398572988.0,1223857129.0,2279169400.0,3766921211.0,8261480968.0,8517287853.0,8381319281.0,1801888044.0,1960074992.0,893770784.0,1043780274.0,1020430402.0,1359572739.0,1888899369.0,1750744641.0,2859631287.0,4356250899.0,9229156625.0,9503703776.0,9211837352.0
LF,347806319.0,333351783.0,376632462.0,420003361.0,457297484.0,528952359.0,491507174.0,468412422.0,1025585468.0,1065019216.0,1042768391.0,927192270.0,1042077874.0,1172742302.0,1208059897.0,1291580454.0,1402966835.0,1474852964.0,1581137589.0,1594829433.0,1651840925.0,2417125014.0,2479439884.0,2541137895.0,2584040376.0,2755627762.0
LG,4200204000.0,4302676000.0,4444886000.0,4746872000.0,4815156000.0,5269358000.0,5468186000.0,4671433000.0,3413609000.0,3420978000.0,3729575000.0,3399491000.0,3236596000.0,15160651000.0,15848076000.0,16550177000.0,17332707000.0,18123400000.0,19489442000.0,21647697000.0,22835911000.0,22434630000.0,24282268000.0,25669796000.0,29633677000.0,30253085000.0
LG디스플레이,15031903000.0,14215331000.0,10917864000.0,11183613000.0,9872204000.0,11421948000.0,14178177000.0,18289464000.0,23086282000.0,22334584000.0,23392014000.0,24366792000.0,26988754000.0,25162931000.0,24455511000.0,21715284000.0,22967023000.0,22577160000.0,24884336000.0,29159687000.0,33175710000.0,35574563000.0,35066012000.0,38154515000.0,35686019000.0,35759298000.0
LG생활건강,1308326210.0,1492546004.0,1959727163.0,2119845056.0,2099294365.0,1881322776.0,1696736926.0,1681854156.0,2256581998.0,1952220085.0,2057406606.0,1834093664.0,1671359346.0,2368903664.0,2764135538.0,3435103838.0,3828347997.0,4214636964.0,4502162482.0,4778519961.0,5275874284.0,6493669663.0,6801415784.0,7555239418.0,7302929652.0,7220285812.0
LG유플러스,7189151000.0,7340197000.0,7752431000.0,7834848000.0,7502595000.0,7162789000.0,6702467000.0,7086579000.0,10591434000.0,10698976000.0,11411957000.0,11325133000.0,11343820000.0,11048543000.0,11088697000.0,11775047000.0,12012660000.0,11950998000.0,11989117000.0,11935453000.0,13939948000.0,17941050000.0,18350190000.0,19370515000.0,19774800000.0,20100605000.0
LG이노텍,3085126396.0,3617978658.0,3264370902.0,2732270963.0,2149282679.0,2545243040.0,3926706309.0,3637832042.0,3566176252.0,3610912435.0,4427146647.0,5527824867.0,6489730988.0,4409966704.0,4886285404.0,4581270749.0,4428761037.0,3914337673.0,4323719058.0,5877488987.0,5756067241.0,5770780510.0,6038600272.0,7741352841.0,9793617826.0,11204305524.0
LG전자,19510209000.0,22060303000.0,22838695000.0,24077323000.0,23330409000.0,24498527000.0,26547275000.0,28021536000.0,28434737000.0,30662102000.0,33383445000.0,32664144000.0,36742257000.0,32658457000.0,34766050000.0,35528064000.0,37068420000.0,36313896000.0,37855269000.0,41220959000.0,44328443000.0,44859875000.0,48204227000.0,53481478000.0,55156141000.0,60240793000.0
LX하우시스,1220207000.0,1051514000.0,1169149000.0,1227004000.0,1374163000.0,1348533000.0,1596851000.0,1592967000.0,1649601000.0,1548157000.0,1683973000.0,1703786000.0,1551810000.0,1942481000.0,1778034000.0,1952089000.0,2057065000.0,2251751000.0,2285896000.0,2582431000.0,2509714000.0,2565579000.0,2385372000.0,2547391000.0,2483729000.0,2384792000.0
LG화학,5577875000.0,5815798000.0,5720802000.0,5861794000.0,5475206000.0,6436093000.0,8702644000.0,11622009000.0,16640637000.0,22598454000.0,27925314000.0,30492696000.0,36528509000.0,15285554000.0,16581153000.0,17446464000.0,18127646000.0,18578728000.0,20487060000.0,25041221000.0,28944137000.0,34024426000.0,41388894000.0,51135302000.0,67973823000.0,77466694000.0
LS,7171760000.0,7197932000.0,6999669000.0,7302628000.0,6927878000.0,6457803000.0,6346794000.0,6130728000.0,6492184000.0,7212043000.0,7915665000.0,11363417000.0,11495353000.0,9957828000.0,10088230000.0,10006806000.0,10335736000.0,9881465000.0,9713037000.0,9978904000.0,10490289000.0,10763512000.0,11660540000.0,12625931000.0,17257356000.0,18245954000.0
LS네트웍스,549800467.0,602751366.0,676615561.0,821054924.0,831197767.0,658390009.0,650637584.0,635491368.0,654294391.0,735193129.0,755744195.0,748565972.0,745211526.0,1342185570.0,1403958523.0,1450767343.0,1590408230.0,1521083340.0,1261322782.0,1273488634.0,1273639855.0,1173590680.0,1228401794.0,1309373198.0,1300442455.0,1309219122.0
LSELECTRIC,992876188.0,1182784732.0,1174325964.0,1300894607.0,1236975244.0,1195739343.0,1107681471.0,1108364188.0,1175461605.0,1126926171.0,1323312293.0,1773513972.0,2008849631.0,1769390133.0,2020324063.0,2101280444.0,2294355146.0,2251673935.0,2261805558.0,2255821411.0,2405835525.0,2538144407.0,2540396072.0,2796731558.0,3322804978.0,3732891934.0
MH에탄올,91539513.0,94707555.0,83812413.0,32746158.0,21111704.0,8757790.0,393342742.0,348592051.0,372085374.0,369253871.0,366757413.0,352042677.0,346161545.0,134206851.0,134385813.0,129697936.0,85534839.0,78996052.0,72339673.0,500180086.0,440177523.0,451474451.0,449679366.0,451460752.0,447440404.0,445231563.0
NAVER,794843246.0,1023748395.0,1222437824.0,1597039679.0,2116334499.0,2241036318.0,2714065325.0,3932050396.0,5795601052.0,8759106629.0,9663630408.0,10448720409.0,11499828149.0,2372705276.0,2927316669.0,2697746840.0,3394457894.0,4385913018.0,6370635181.0,8019251560.0,9881190909.0,12299527121.0,17014238664.0,33691006757.0,33899042889.0,35737826964.0
NH투자증권,19535243000.0,23772628000.0,26538449000.0,36681087000.0,37155772000.0,38321817000.0,39056532000.0,48368769000.0,44682967000.0,56935559000.0,51718694000.0,46200211000.0,49084465000.0,22984987000.0,27256518000.0,29985901000.0,41059175000.0,41706316000.0,42970595000.0,43892739000.0,53422572000.0,50075052000.0,62738433000.0,58541999000.0,53428267000.0,56697893000.0
NICE,105277047.0,275524670.0,294631865.0,523908570.0,547102835.0,635017904.0,864431349.0,1132969670.0,1341206287.0,1480757599.0,1763338212.0,2058288744.0,2166601590.0,427573951.0,790650223.0,865450175.0,1191004551.0,1242453840.0,1408253173.0,1742367144.0,2172977804.0,2564827369.0,2730355253.0,3083783180.0,3378563521.0,3484123286.0
NI스틸,86008339.0,79336906.0,85149143.0,96626779.0,98247212.0,120408800.0,153205964.0,137609986.0,147790456.0,165936197.0,199203740.0,209249323.0,213796827.0,143559344.0,142242311.0,153991972.0,169173823.0,176627843.0,207262893.0,251330239.0,243908883.0,258675167.0,287376146.0,341056807.0,397444643.0,447987063.0
SNT에너지,115915976.0,109495724.0,113510608.0,96799312.0,84796156.0,118242778.0,66449368.0,49715044.0,88942325.0,99578947.0,87294232.0,170636296.0,147149187.0,276511841.0,292802033.0,311675279.0,304511816.0,316196096.0,348042346.0,300266693.0,280991534.0,333897235.0,335351657.0,332143488.0,429772702.0,423163460.0
SNT모티브,416185552.0,404996794.0,545844242.0,454875421.0,403883173.0,459377724.0,397537549.0,371711021.0,302937030.0,332203457.0,292219245.0,346460014.0,267853621.0,899406231.0,895055890.0,1206018423.0,1115027090.0,1172763190.0,1248155630.0,1226311096.0,1196519724.0,1038905998.0,1092927846.0,1149796359.0,1225486690.0,1211181269.0
SNT다이내믹스,411764235.0,362099616.0,263026289.0,260125541.0,244069810.0,236978141.0,233899733.0,238166577.0,224269463.0,235915632.0,226675590.0,271939015.0,356207739.0,1182293020.0,1156625435.0,935742233.0,914416684.0,921662680.0,890522084.0,838427549.0,845671572.0,841373802.0,833364508.0,879625081.0,930994305.0,1056904317.0
SNT홀딩스,813820784.0,756881039.0,774810996.0,683347926.0,640062214.0,679285814.0,626881784.0,610559077.0,610745978.0,652956674.0,592194060.0,742131375.0,748975381.0,2124828265.0,2074903906.0,2149176237.0,2039388864.0,2169311305.0,2210178425.0,2146174938.0,2113834573.0,2236679025.0,2270485740.0,2372324440.0,2558426987.0,2701797834.0
S-Oil,7977417000.0,7121337000.0,6566728000.0,5346721000.0,5405609000.0,7567442000.0,8244831000.0,9485810000.0,9836775000.0,10008033000.0,11705193000.0,11129666000.0,12538558000.0,13202741000.0,12497379000.0,11920735000.0,10255738000.0,10795526000.0,13959027000.0,15087451000.0,15955044000.0,16333401000.0,15690510000.0,18693235000.0,19613135000.0,21576123000.0
SBS,312079276.0,265904766.0,234308090.0,258285465.0,366142256.0,353378691.0,529039328.0,389164324.0,600644859.0,597980910.0,740552349.0,534612152.0,465277013.0,860880009.0,827393202.0,804265037.0,798563400.0,934369946.0,894153403.0,1092031606.0,957646531.0,1247762888.0,1169090151.0,1462149708.0,1407888697.0,1346398452.0
SG세계물산,95818877.0,81847818.0,78992437.0,90706507.0,89289748.0,102161010.0,131417509.0,137535685.0,82842127.0,70956781.0,64147889.0,58390586.0,60692456.0,305271605.0,291832827.0,285580123.0,289973999.0,291667618.0,302004755.0,324261308.0,334422865.0,287724874.0,267195626.0,308412903.0,303815670.0,303534567.0
SG글로벌,58068721.0,66363664.0,72872984.0,76615424.0,85043145.0,92412694.0,73297557.0,72570150.0,74001790.0,72419539.0,64041656.0,64775256.0,57195064.0,188826231.0,186004029.0,196480577.0,201184232.0,203147148.0,210143168.0,197415490.0,199625376.0,204066348.0,198865922.0,187021454.0,185935448.0,198246797.0
SH에너지화학,39468414.0,38808867.0,40889810.0,26504210.0,23874505.0,20399837.0,17618682.0,17043794.0,24415856.0,27348204.0,27889956.0,30058824.0,30661330.0,104710740.0,103690070.0,110488951.0,110741407.0,115520726.0,124488724.0,125312154.0,122434685.0,123415832.0,117356594.0,119629058.0,124160292.0,120793105.0
SIMPAC,141938059.0,130804553.0,153154843.0,162814028.0,190825603.0,177448939.0,140332152.0,246717950.0,237950364.0,273291527.0,356567304.0,365415682.0,475335058.0,310879328.0,318665505.0,361985890.0,381939281.0,422833445.0,417865468.0,381158251.0,681750819.0,679145850.0,737277692.0,903229593.0,965098439.0,1057913470.0
SK,2363892980.0,2885073569.0,2792125999.0,2704671000.0,56556559000.0,60720613000.0,64027043000.0,68569119000.0,80435391000.0,85807988000.0,99815712000.0,122697000000.0,129091000000.0,4621266049.0,5121976177.0,5292929775.0,5307039000.0,96633809000.0,103047000000.0,109783000000.0,119457000000.0,132611000000.0,137668000000.0,165368000000.0,194506000000.0,206970000000.0
SKC,2030313502.0,2299670423.0,2380345557.0,2385746016.0,2131892824.0,2004918408.0,2073736487.0,2138328269.0,2246614915.0,3491292259.0,3897771812.0,4151241804.0,4507897883.0,3179610657.0,3491296172.0,3585799683.0,3686751079.0,3688196894.0,3528839514.0,3667311814.0,3833128681.0,3972988752.0,5406405841.0,6180132504.0,6393092565.0,7032322132.0
SK가스,1217479882.0,1915600741.0,1509553862.0,1931793486.0,2452408102.0,2359619398.0,2568305687.0,2112825033.0,2421595551.0,2600204915.0,3004172080.0,3490881745.0,3493505644.0,2036113922.0,2892299703.0,2628349553.0,3337842683.0,4079951416.0,4070915648.0,4351747561.0,3755607242.0,4082417323.0,4498920424.0,5121535472.0,5831776892.0,6081811411.0
SK네트웍스,7836368748.0,7560698611.0,6314290102.0,5986466424.0,5683766328.0,6214780000.0,4878871000.0,5457172000.0,7833519000.0,6528232000.0,7021921000.0,7048547000.0,6954518000.0,11109763424.0,10627073278.0,8879374864.0,8504709345.0,8203152084.0,8620317000.0,7227372000.0,7769042000.0,10138772000.0,8773482000.0,9410916000.0,9499259000.0,9110359000.0
SK디스커버리,2414092714.0,3255733025.0,3076733335.0,3548677283.0,4009221014.0,3883506414.0,2908002780.0,2487038523.0,2676892387.0,3005272711.0,3812564887.0,5826776624.0,6181138047.0,4034521357.0,4993944780.0,4860277787.0,5554776885.0,6595000076.0,6545936444.0,5051598144.0,4805607747.0,5000106972.0,5621634329.0,6881873215.0,11780098492.0,12250710295.0
SK이노베이션,20195271278.0,17483055650.0,18373615454.0,19040256567.0,14313499515.0,14276285724.0,14940813591.0,16679128289.0,21321282884.0,23039681023.0,29924245706.0,43976612895.0,50815545738.0,35026880858.0,33831080372.0,35288869208.0,35101313814.0,31359835736.0,32581330983.0,34250146490.0,35853382513.0,39534500042.0,38498146106.0,49544942070.0,67218924277.0,80835513251.0
SK증권,3671622214.0,3683563986.0,3848795884.0,3290946447.0,3096618889.0,3506432660.0,3341795496.0,3217304102.0,3569318559.0,4778756884.0,5752726009.0,5823507503.0,5801855293.0,4124231742.0,4113363515.0,4225404520.0,3675675045.0,3508069266.0,3921512071.0,3778776391.0,3758829303.0,4139474179.0,5359425406.0,6371402201.0,6464840830.0,6449093772.0
SK텔레콤,11633327382.0,12740777306.0,12409958000.0,12692963000.0,13207291000.0,15181233000.0,15399474000.0,20019861000.0,22385434000.0,23510714000.0,18576139000.0,19153066000.0,17890828000.0,24366036429.0,25595559623.0,26576515000.0,27941233000.0,28581387000.0,31297663000.0,33428669000.0,42369111000.0,45202368000.0,47906957000.0,30911277000.0,31308262000.0,30119227000.0
SK하이닉스,9362877000.0,8909251000.0,7730439000.0,8846975000.0,8290203000.0,8192496000.0,11597545000.0,16806004000.0,17312468000.0,19264756000.0,34155467000.0,40580970000.0,46826413000.0,17238148000.0,18648693000.0,20797298000.0,26883278000.0,29677906000.0,32216026000.0,45418464000.0,63658335000.0,65248350000.0,71173853000.0,96346525000.0,103872000000.0,100330000000.0
SPC삼립,203049159.0,368250069.0,358382805.0,348177889.0,359123830.0,382313884.0,454395972.0,438315150.0,873555342.0,878876229.0,887952393.0,906290707.0,874719615.0,360572786.0,545770666.0,554470820.0,571738945.0,612875035.0,674649804.0,734419791.0,752266530.0,1196293066.0,1181871545.0,1222983111.0,1295399586.0,1293732305.0
STX,3318233000.0,3560390000.0,1852183000.0,1161340000.0,1194882000.0,1038305000.0,584982000.0,490033000.0,503816000.0,543156000.0,553619000.0,639377000.0,430038000.0,5234175000.0,5067029000.0,1342520000.0,1255002000.0,1267224000.0,707709000.0,627542000.0,554061000.0,560107000.0,650840000.0,676149000.0,741784000.0,578680000.0
STX엔진,2490346585.0,2293334008.0,1298580783.0,1036487349.0,810510978.0,722965437.0,718979016.0,642931659.0,590909895.0,542790928.0,553504812.0,593142012.0,639500162.0,3513992968.0,3213865730.0,1232540949.0,994049394.0,933607603.0,830228814.0,818261956.0,864147954.0,828375562.0,809261679.0,837479879.0,853387673.0,899134400.0
STX중공업,772301264.0,1517191817.0,1698333123.0,1488676541.0,1313108367.0,1461297438.0,598760616.0,400767376.0,317544515.0,293443430.0,276445468.0,224154880.0,228637993.0,1137453340.0,1733547814.0,1821814981.0,1486441146.0,1419848489.0,849906703.0,744314393.0,567197923.0,447548959.0,467363346.0,430406730.0,416290994.0,454013908.0
TCC스틸,228887542.0,321015196.0,337970494.0,361962559.0,290382095.0,185211072.0,177776736.0,192535369.0,197366953.0,185628052.0,211767466.0,298677336.0,324690124.0,454329510.0,547013976.0,543708595.0,551000563.0,376394571.0,286074924.0,278692540.0,304781579.0,314210087.0,306758932.0,366996615.0,507482317.0,559737446.0
WISCOM,19177136.0,17019602.0,13244075.0,15188194.0,12717306.0,15536657.0,13223006.0,10633344.0,16578158.0,13938143.0,15140908.0,15926877.0,12077939.0,134406563.0,133825895.0,130626774.0,134020212.0,130630753.0,133754645.0,129739854.0,127792595.0,135113962.0,130666515.0,135283854.0,128503266.0,122990007.0
YGPLUS,16364221.0,14593898.0,12803846.0,4785618.0,12426657.0,15747993.0,21874947.0,31249744.0,44894768.0,46829152.0,77400988.0,81946725.0,58633551.0,51103603.0,46787617.0,42121200.0,109807020.0,116473239.0,123034218.0,135980750.0,146754665.0,156670578.0,150978437.0,223117830.0,241371894.0,225534082.0
가온전선,249876050.0,252462432.0,269877495.0,247677182.0,257894369.0,254470711.0,278840954.0,266088415.0,255845320.0,278899162.0,390851138.0,449261889.0,470794089.0,509900791.0,517141282.0,539789322.0,511258653.0,520474259.0,518462532.0,538955918.0,526494275.0,512573535.0,542461378.0,658966429.0,752332445.0,801805532.0
강남제비스코,78590176.0,88384235.0,94413142.0,91045721.0,87215945.0,96695309.0,99759713.0,108323509.0,111090443.0,129656840.0,242083988.0,278945532.0,293589356.0,382288039.0,416128544.0,460559150.0,490785440.0,522260145.0,560934377.0,584684282.0,657866050.0,672270313.0,712155829.0,904010952.0,957791315.0,985686727.0
