,종목명,업종명,종목코드,결산월,회계연도,주기,총자산(천원),유동자산(천원),매출채권(천원),재고자산(천원),유형자산(천원),부채및자본총계(천원),총부채(천원),유동부채(천원),매입채무(천원),단기차입금(천원),장기차입금(천원),총자본(천원),매출액(천원),매출원가(천원),영업이익(천원),연구개발비(천원),광고선전비(천원),당기순이익(천원),영업활동으로인한현금흐름(천원),투자활동으로인한현금흐름(천원),재무활동으로인한현금흐름(천원),자기자본비율(%),차입금의존도(%),부채비율(%),차입금비율(%),*매출원가율(%),ROE(당기순이익)(%),영업이익률(%),EBIT(천원),매출총이익률(%),총자산(천원)_증가율(%),유동자산(천원)_증가율(%),유형자산(천원)_증가율(%),부채및자본총계(천원)_증가율(%),총부채(천원)_증가율(%),유동부채(천원)_증가율(%),총자본(천원)_증가율(%),매출액(천원)_증가율(%),영업이익(천원)_증가율(%),당기순이익(천원)_증가율(%),영업활동으로인한현금흐름(천원)_증가율(%),투자활동으로인한현금흐름(천원)_증가율(%),총자산(천원)_회전율,총자본(천원)_회전율,총부채(천원)_회전율,통합등급,환경등급,사회등급,지배등급,통합등급변화,환경등급변화,사회등급변화,지배등급변화
422,국도화학,화학,A007690,12,2017,Annual,788549500.0,431007146.0,228357923,106183445,300507367.0,788549500.0,320668924.0,232707821,108382167,75676611,24263473,467880576.0,1075981117.0,950587644.0,56506333,10244825,537585,42033007,30128856,-76905904,21857635,59.33,17.39,68.54,29.31,88.35,9.2,5.25,56506333.04,11.65,15.490213206961243,10.368911521839852,9.026363800570358,15.490213206961243,35.339782982666264,40.19144652354096,4.941604536855837,12.948073869622178,52.78794169389525,58.26395394370228,-46.57960401341592,162.0126525701962,1.3645067519540626,2.2996917850250744,3.3554268482841825,3,1.0,3.0,4.0,0.0,-1.0,0.0,0.0
423,국도화학,화학,A007690,12,2018,Annual,854418441.0,451232453.0,253541200,128547795,332871279.0,854418441.0,354772609.0,269570535,90315309,83870962,29828203,499645831.0,1280615690.0,1138693884.0,68614503,11558441,400903,46630413,-12148325,-11222752,34932416,58.48,21.85,71.0,37.37,88.92,9.64,5.36,68614503.04,11.08,8.353177701590075,4.692568832721866,10.769756603005344,8.353177701590075,10.635169936204992,15.840771419539012,6.789180109071258,19.01841675163896,21.427987549643323,10.937609103245926,-140.32122892419147,-85.40716457867786,1.498815601991437,2.563046883503367,3.6096802783328745,3,2.0,3.0,4.0,0.0,1.0,0.0,0.0
425,국보,운수창고업,A001140,12,2012,Annual,98494841.0,39130945.0,28030648,743450,38720706.0,98494841.0,64701450.0,53242160,20461549,27541585,2835446,33793391.0,122343037.0,112775782.0,1365801,0,2850,-874559,-3613866,-1274126,5433114,34.31,32.78,191.46,95.54,92.18,-2.56,1.12,1365801.12,7.82,-0.3789076839851413,-5.33775486220287,2.2332056374459563,-0.3789076839851413,0.4635473625788755,-1.7973817632372602,-1.9530876789448648,-6.348298642518834,84.3492239602525,2207.3608949159698,-211.19779294658616,-232.4517259123348,1.2421263464956505,3.620324370525586,1.89088555202395,3,2.0,3.0,3.0,0.0,-1.0,0.0,0.0
426,국보,운수창고업,A001140,12,2013,Annual,98315386.0,37418409.0,26687968,748235,42306021.0,98315386.0,68547122.0,55559279,19858641,27711068,4832876,29768264.0,108340300.0,98906091.0,819063,0,0,-3846673,3105046,-3952281,224500,30.28,33.69,230.27,111.26,91.29,-12.1,0.76,819062.58,8.71,-0.1821973599612225,-4.376423825184905,9.259425693322854,-0.1821973599612225,5.943718417438859,4.352037933847908,-11.910988749249816,-11.445471146837727,-40.03057546450764,339.8414515201376,-185.9203412633452,210.19545947575045,1.1019668884786762,3.639456435887561,1.5805229576232245,3,2.0,3.0,3.0,0.0,0.0,0.0,0.0
427,국보,운수창고업,A001140,12,2014,Annual,91005502.0,31669967.0,20351961,665254,41286099.0,91005502.0,68385263.0,55303602,15090607,27190274,4802814,22620239.0,97520169.0,91556717.0,-2409123,0,0,-6999514,-238084,604389,-314587,24.86,35.98,302.32,144.74,93.88,-26.72,-2.47,-2409123.35,6.12,-7.435137364969513,-15.36260400595867,-2.410819963427901,-7.435137364969513,-0.2361280755157069,-0.4601877572961266,-24.012233296506647,-9.987170978850902,-394.13158694752417,81.96280266089684,-107.66764807993184,-115.29215660526162,1.0715854190881775,4.311190920661802,1.4260407099699244,3,2.0,3.0,3.0,0.0,0.0,0.0,0.0
428,국보,운수창고업,A001140,12,2015,Annual,83085438.0,26759792.0,17850024,413181,40424444.0,83085438.0,64675995.0,52453525,12891236,25563457,3599269,18409444.0,91618545.0,85746776.0,-2462368,0,0,-4043773,-837022,3057463,-2424763,22.16,36.55,351.32,164.95,93.59,-19.71,-2.69,-2462368.28,6.41,-8.702840845820514,-15.504199925437243,-2.087034185525738,-8.702840845820514,-5.42407506716761,-5.15351061581848,-18.61516582561307,-6.051695829198167,2.2101403705829803,-42.22780324462527,251.56583390736049,405.8766787615261,1.1027027985337214,4.976714397240895,1.4165772787879027,3,2.0,3.0,3.0,0.0,0.0,0.0,0.0
429,국보,운수창고업,A001140,12,2016,Annual,81308887.0,26046898.0,17200297,376717,39656965.0,81308887.0,66033326.0,54893083,16397529,25150389,2927219,15275562.0,87333326.0,79591802.0,204105,0,0,-4187272,507314,194932,-811656,18.79,36.01,432.28,191.68,91.14,-24.86,0.23,204104.74,8.86,-2.1382218626566085,-2.664049107706068,-1.898551777236568,-2.1382218626566085,2.0986627264103275,4.650894291661056,-17.023230033454574,-4.677239744420736,-108.28897224135466,3.548641330757185,-160.6093985582219,-93.62438727794908,1.074093241492778,5.7171923363605215,1.322564397256016,3,2.0,3.0,3.0,0.0,0.0,0.0,0.0
430,국보,운수창고업,A001140,12,2017,Annual,73270170.0,18529522.0,13807123,405427,39367793.0,73270170.0,55421608.0,45812874,15294608,22315377,3532843,17848563.0,78255522.0,72337683.0,-3934058,0,0,-2889794,-3103505,-531778,4309295,24.36,38.19,310.51,156.78,92.44,-17.45,-5.03,-3934058.0,7.56,-9.8866400667863,-28.86092616479705,-0.7291833855667007,-9.8866400667863,-16.070246105731524,-16.54162692957144,16.843904008245335,-10.39443293388368,-2027.467724945494,-30.986236384930333,-711.7522875378957,-372.80179754991485,1.0680406773998203,4.384415821038366,1.4120038162732484,3,2.0,3.0,3.0,0.0,0.0,0.0,0.0
431,국보,운수창고업,A001140,12,2018,Annual,48188113.0,11759027.0,9997246,354646,16528936.0,48188113.0,34775907.0,28126737,9603578,11098735,737525,13412206.0,71549828.0,67935985.0,-5293766,0,0,-3999572,-6078157,20673339,-15204967,27.83,26.52,259.29,95.27,94.95,-25.59,-7.4,-5293766.17,5.05,-34.232289893690705,-36.53896198725472,-58.01406494897999,-34.232289893690705,-37.2520786477361,-38.60516805821874,-24.855541591779684,-8.568972295654742,34.562479760084884,38.4033602395188,95.84814588666686,-3987.588241709888,1.4848024449515174,5.334680066798855,2.057453972372309,3,2.0,3.0,3.0,0.0,0.0,0.0,0.0
433,국제약품,의약품,A002720,12,2012,Annual,114924400.0,66706488.0,35615386,18092810,39994615.0,114924400.0,59572012.0,54077401,11902369,2833843,749940,55352388.0,126768061.0,82361182.0,-14707894,1027499,7576797,-18940026,1579979,-2249176,-1493499,48.16,30.26,107.62,62.83,64.97,-29.11,-11.6,-14707893.64,35.03,-18.847168312769625,-26.84067679501205,-4.882519207934766,-18.847168312769625,-10.849953012613112,80.01935167881274,-25.992146788558067,20.896117242169087,-666.667475757145,-2053.5346138216,-90.91185503870996,157.83633889584982,1.1030561047088348,2.2902003974968523,2.1279801830430034,3,3.0,3.0,3.0,0.0,0.0,0.0,0.0
434,국제약품,의약품,A002720,12,2013,Annual,117430860.0,70312423.0,41519442,21752186,37312872.0,117430860.0,59101938.0,31086590,12321930,5053008,24249980,58328922.0,120461297.0,72687893.0,1046958,816580,4594660,1671940,-4595893,-3420610,24704,49.67,29.64,101.33,59.67,60.34,2.94,0.87,1046958.36,39.66,2.1809641816707304,5.40567358305537,-6.705260195653839,2.1809641816707304,-0.7890853174473911,-42.5146374915466,5.377426534876872,-4.975041781225952,-107.11834066794334,-108.82754859998607,-390.8831699661831,52.08280721473108,1.0258061381820758,2.065206982566899,2.0381953803274606,3,2.0,3.0,3.0,0.0,-1.0,0.0,0.0
435,국제약품,의약품,A002720,12,2014,Annual,117508309.0,71913309.0,41670984,25137592,36057349.0,117508309.0,66655246.0,55559601,13809875,6117209,7000000,50853063.0,122426377.0,75259686.0,-1422954,1533933,5326665,-6917252,-61110,-633786,400821,43.28,30.1,131.07,69.55,61.47,-12.67,-1.16,-1422953.54,38.53,0.0659528508945683,2.2768181378132857,-3.364852215074732,0.0659528508945683,12.780135906880076,78.72529923674485,-12.816727523268812,1.6312957347620172,-235.9131884946674,-513.726090649186,-98.67033457915578,-81.471550395982,1.041852938246265,2.4074533524165496,1.8367103018418085,3,3.0,3.0,3.0,0.0,1.0,0.0,0.0
436,국제약품,의약품,A002720,12,2015,Annual,136643778.0,66557405.0,39159933,20167033,61944479.0,136643778.0,68184899.0,32036508,9517020,11360789,27000000,68458879.0,117636992.0,64860724.0,2097892,1066167,5891890,-5884459,-5080184,-1745716,6707179,50.1,29.54,99.6,58.96,55.14,-9.86,1.78,2097892.31,44.86,16.28435398555519,-7.447722924278177,71.79432409187929,16.28435398555519,2.29487263463104,-42.33848439624324,34.620954887220854,-3.912053200757548,-247.43217278984423,-14.930683456378349,8213.17951235477,175.44249951876503,0.8609026603465253,1.7183598930972854,1.7252645926776249,3,3.0,3.0,3.0,0.0,0.0,0.0,0.0
437,국제약품,의약품,A002720,12,2016,Annual,129455413.0,60437696.0,33827000,17867327,60129888.0,129455413.0,61936189.0,49931516,11111465,6089798,2000000,67519224.0,120684006.0,66903453.0,3969266,1330696,4765252,798939,16098589,-4944565,-5294417,52.16,25.56,91.73,49.01,55.44,1.18,3.29,3969265.71,44.56,-5.260660313417276,-9.194632813584002,-2.9293829398419846,-5.260660313417276,-9.164360571979437,55.858172807098704,-1.3725830947363349,2.590183536824875,89.20259002846666,-113.57710199017446,-416.8898803665379,183.2399428085668,0.932243798874598,1.787402147868287,1.948521663158836,3,4.0,3.0,3.0,0.0,1.0,0.0,0.0
438,국제약품,의약품,A002720,12,2017,Annual,131646346.0,59537269.0,34631990,17161676,60644615.0,131646346.0,63868042.0,50577481,11482686,30500000,4000000,67778304.0,123310224.0,71838725.0,2564176,3291103,2565948,1038655,786104,-5541624,892793,51.49,26.21,94.23,50.9,58.26,1.54,2.08,2564176.44,41.74,1.6924228575903475,-1.4898433586879256,0.8560252099588217,1.6924228575903475,3.119102145596986,1.293701957697424,0.3837129407766815,2.1761110581629106,-35.39924006100876,30.00429319384834,-95.11693850933148,12.075056147507413,0.9366779082497284,1.819317048712225,1.930703058033312,3,4.0,3.0,3.0,0.0,0.0,0.0,0.0
439,국제약품,의약품,A002720,12,2018,Annual,126234896.0,54559369.0,24356919,14183645,61277407.0,126234896.0,57536743.0,48199752,8133910,27000000,0,68698153.0,107681163.0,58871967.0,3287018,3591544,1574069,2182873,13248711,-6432264,-5682532,54.42,22.97,83.75,42.21,54.67,3.2,3.05,3287017.51,45.33,-4.110596430834468,-8.360981421569736,1.0434430163337671,-4.110596430834468,-9.913093938279804,-4.701161372587936,1.3571437255201824,-12.67458649657469,28.190030637522547,110.16343251609052,1585.3636414520215,16.071822989073237,0.8530221548247642,1.5674535383797,1.8715199607318755,3,3.0,3.0,3.0,0.0,-1.0,0.0,0.0
441,극동유화,화학,A014530,12,2012,Annual,197891858.0,116932335.0,64532123,21542370,37617886.0,197891858.0,94578825.0,69665070,22131450,37069260,7350000,103313033.0,333186945.0,293930733.0,17716642,0,107871,11920876,31734406,71370,-14641062,52.21,24.47,91.55,46.87,88.22,12.17,5.32,17716642.12,11.78,0.9998843633890252,1.316922127711995,8.941769321287364,0.9998843633890252,-8.453555757239428,-10.711855791300884,11.544623541253518,5.576673178655689,27.229438084360048,29.922125474407068,-486.81809920841897,-105.56671793735823,1.6836819279345996,3.225023361766952,3.522849274137208,3,3.0,3.0,3.0,0.0,0.0,0.0,0.0
442,극동유화,화학,A014530,12,2013,Annual,195573225.0,109836599.0,60176829,23737245,38133595.0,195573225.0,82053780.0,70752761,21139281,25075580,5191560,113519445.0,306046653.0,265672950.0,18098574,0,93276,12941370,12047023,-6704402,-12503171,58.04,25.39,72.28,43.74,86.81,11.94,5.91,18098574.2,13.19,-1.1716666988896507,-6.0682410900286925,1.3709143570693971,-1.1716666988896507,-13.242969554760275,1.5613147306103414,9.8791137029149,-8.145664890921822,2.155780988293388,8.560562160029184,-62.0379754390235,-9493.865769931344,1.5648698997523818,2.695984401615071,3.72983003342442,3,3.0,3.0,3.0,0.0,0.0,0.0,0.0
443,극동유화,화학,A014530,12,2014,Annual,188576260.0,111319947.0,56961710,27676835,38059969.0,188576260.0,68907928.0,61602516,16544299,22870960,1658280,119668332.0,291576813.0,256222531.0,13002042,0,1191060,9300068,17824910,-1476152,-13280053,63.46,21.1,57.58,33.25,87.87,7.98,4.46,13002042.1,12.13,-3.5776702051111497,1.35050430685677,-0.1930738499740236,-3.5776702051111497,-16.021019385091094,-12.93270378522755,5.416593606496223,-4.727985050043992,-28.15985391998287,-28.136912861621298,47.96111869297501,-77.98234652397036,1.5462010594546736,2.4365411310320595,4.231397191336242,3,2.0,3.0,3.0,0.0,-1.0,0.0,0.0
444,극동유화,화학,A014530,12,2015,Annual,187471506.0,96019952.0,48787610,21555981,38328229.0,187471506.0,56955301.0,46174583,13228628,12801400,0,130516205.0,262018391.0,221072642.0,18086046,0,99846,14487630,17524455,-9024938,-16694291,69.62,13.97,43.64,20.06,84.37,11.58,6.9,18086045.94,15.63,-0.585839384024267,-13.744163029470355,0.704835045977048,-0.585839384024267,-17.345793650913432,-25.04432286499468,9.064948778595827,-10.137439152268946,39.10158112087316,55.779828706628805,-1.6855905583815,511.3827031362624,1.3976438158020663,2.007554471875734,4.600421495446052,3,3.0,3.0,3.0,0.0,1.0,0.0,0.0
445,극동유화,화학,A014530,12,2016,Annual,191718877.0,110011699.0,46621264,15982394,41424950.0,191718877.0,51837900.0,39879310,11764578,10965290,0,139880976.0,231166634.0,194203852.0,16634160,0,82264,13985965,29597281,-2231431,-7336696,72.96,11.83,37.06,16.22,84.01,10.34,7.2,16634159.98,15.99,2.26560883337652,14.571707971693224,8.079478443942723,2.26560883337652,-8.984942420021625,-13.63363259826299,7.175178745045496,-11.774653253251987,-8.027658450055918,-3.462712672811219,68.89130646288287,-75.27483291297958,1.2057583354194172,1.6525952321064732,4.459413556490522,3,3.0,3.0,3.0,0.0,0.0,0.0,0.0
446,극동유화,화학,A014530,12,2017,Annual,268503821.0,134844002.0,58266704,22216239,54858883.0,268503821.0,120112874.0,61804689,17501670,19975900,45000000,148390946.0,490067711.0,453840154.0,13604743,0,166480,15103874,4141150,-48231686,37540584,55.27,30.43,80.94,55.06,92.61,10.48,2.78,13604742.58,7.39,40.05080000546843,22.57242022959758,32.42956961927534,40.05080000546843,131.70860316486585,54.97933389519527,6.08372220679958,111.9975978021119,-18.212022729130894,7.993077345753408,-86.00834313124912,2061.468851154259,1.825179653588617,3.302544556862654,4.080059819399542,3,3.0,3.0,3.0,0.0,0.0,0.0,0.0
447,극동유화,화학,A014530,12,2018,Annual,280142460.0,126806827.0,61696616,19676562,64781960.0,280142460.0,120212239.0,68911775,17736026,19500000,35000000,159930221.0,830880010.0,785383663.0,18556596,0,236555,16292225,12418597,-13257556,-10822900,57.09,23.02,75.17,40.33,94.52,10.57,2.23,18556595.61,5.48,4.334626954899079,-5.960350390668467,18.088368660368094,4.334626954899079,0.0827263528803801,11.499266665673224,7.776266215056005,69.54392043184416,36.39799002450837,7.8678556243252595,199.88281033046377,-72.51276681474498,2.965919589625935,5.1952658153333005,6.911775513972417,3,3.0,3.0,3.0,0.0,0.0,0.0,0.0
449,금호건설,건설업,A002990,12,2012,Annual,1932235236.0,1064537877.0,250585371,11021806,19130133.0,1932235236.0,1917714585.0,1357038966,491456037,51700000,434782968,14520651.0,1499864342.0,1393847209.0,-164779205,0,2519000,-727923205,-14286782,724107035,-710510123,0.75,34.2,13206.81,4551.4,92.93,-1073.03,-10.99,-164779205.0,7.07,-47.510596925399554,-62.07339879433911,-79.09663793120875,-47.510596925399554,-46.13214725289178,-27.70818565455132,-88.01489216597926,-10.975895310453607,-420.8759871029741,1370.0219195717457,-107.60009819048992,247.2708752549576,0.7762327868033972,103.29181122802277,0.7821103065762,3,3.0,4.0,3.0,-1.0,1.0,0.0,0.0
450,금호건설,건설업,A002990,12,2013,Annual,1766377953.0,955140605.0,153159519,2828430,18494439.0,1766377953.0,1613211268.0,1340030427,479920441,32379294,77380163,153166685.0,1434495416.0,1328296316.0,58855510,0,1994000,52624235,123634829,163913150,-127180783,8.67,26.63,1053.24,307.08,92.6,62.76,4.1,58855510.05,7.4,-8.583700364731373,-10.276503482271115,-3.32299832938956,-8.583700364731373,-15.878448199839912,-1.2533567145926794,954.8196840486008,-4.358322560881311,-135.7178018913248,-107.22936631756367,-965.37912456423,-77.36340871208357,0.8121112548781908,9.365583749494872,0.8892173297167919,3,2.0,4.0,3.0,0.0,-1.0,0.0,0.0
451,금호건설,건설업,A002990,12,2014,Annual,1504368052.0,799237440.0,152369000,4819527,9028162.0,1504368052.0,1203465223.0,773324049,318541047,27100000,224565206,300902829.0,1523544063.0,1425442192.0,39815770,0,1873000,105802212,-189386118,120711108,-41580146,20.0,28.96,399.95,144.77,93.56,46.6,2.61,39815769.61,6.44,-14.833173192351325,-16.322535570561357,-51.184450634052745,-14.833173192351325,-25.39940385539137,-42.29056046650499,96.45448943417428,6.2076634060153735,-32.349970291651545,101.0522566266284,-253.181849752063,-26.356666319938338,1.01274688795372,5.063242735414761,1.2659643451948757,4,3.0,4.0,4.0,1.0,1.0,0.0,1.0
452,금호건설,건설업,A002990,12,2015,Annual,1310031833.0,674454378.0,121884000,55991196,9024676.0,1310031833.0,1019861434.0,773535869,288497794,27100000,68395805,290170399.0,1530988130.0,1444535317.0,20777168,0,1908000,-6109525,18208001,44594301,-118635130,22.15,25.53,351.47,115.27,94.35,-2.07,1.36,20777168.19,5.65,-12.918129891261476,-15.612764837443049,-0.0386125104977042,-12.918129891261476,-15.256260462791948,0.0273908460850069,-3.566742803870415,0.4886020155755677,-47.81673693614364,-105.77447756952378,-109.61422156612343,-63.05700300588741,1.1686648304522536,5.2761692277233285,1.5011726877398524,3,3.0,3.0,3.0,-1.0,0.0,-1.0,-1.0
453,금호건설,건설업,A002990,12,2016,Annual,1274602780.0,737819812.0,117180000,34493006,9440057.0,1274602780.0,963344765.0,697422198,364849620,27100000,117164708,311258016.0,1353709568.0,1249742010.0,41801262,0,1631000,36036543,19088939,22194727,-87520481,24.42,21.1,309.5,86.39,92.32,11.98,3.09,41801262.27,7.68,-2.704442144651309,9.395066006970154,4.602724795881863,-2.704442144651309,-5.5416027232578,-9.839708027812222,7.267321915906377,-11.57935574588681,101.18844878185516,-689.8419762583834,4.838191737797026,-50.22967845151334,1.0620638753039593,4.34915567925486,1.405218170257042,3,3.0,3.0,4.0,0.0,0.0,0.0,1.0
454,금호건설,건설업,A002990,12,2017,Annual,1284875517.0,654395336.0,121195884,30377037,9173496.0,1284875517.0,892182689.0,673008878,326679935,37100000,81129545,392692827.0,1297945639.0,1188934061.0,31054433,0,1562000,95278014,75882926,-10320072,-82558695,30.56,16.9,227.2,55.3,91.6,27.07,2.39,31054433.23,8.4,0.8059559543719175,-11.306890197738417,-2.823722356761193,0.8059559543719175,-7.386979053132658,-3.500508023692128,26.163120888105908,-4.119342163059903,-25.709341024201613,164.3927693064232,297.5230158155988,-146.49785509864572,1.0101722865966944,3.3052440731238515,1.4547980531372986,3,3.0,4.0,3.0,0.0,0.0,1.0,-1.0
455,금호건설,건설업,A002990,12,2018,Annual,1182209922.0,618877917.0,83508000,58274256,9602194.0,1182209922.0,825912672.0,639735609,317083031,53500000,45138030,356297250.0,1376712465.0,1277200916.0,42256444,0,1317000,-470572,55707440,-17779761,-50703109,30.14,16.27,231.8,53.98,92.77,-0.13,3.07,42256443.71,7.23,-7.990314520095254,-5.427517136216265,4.673223817833461,-7.990314520095254,-7.427852817260838,-4.943956920580172,-9.268205196933732,6.0685766516913375,36.07218009744373,-100.4938935859851,-26.58764897916561,72.28330383741508,1.164524539492065,3.8639435611697817,1.6668983437028555,3,3.0,3.0,3.0,0.0,0.0,-1.0,0.0
457,금호석유,화학,A011780,12,2012,Annual,4410738573.0,1490096947.0,585687950,567313643,2129599374.0,4410738573.0,2752386618.0,1438481220,287335238,792369000,652097428,1658351955.0,5883690067.0,5480613208.0,223802786,37575000,3627000,126109125,245480652,-373775200,-131876916,37.6,47.43,165.97,126.15,93.15,7.84,3.8,223802785.9,6.85,-6.437824303154915,-27.599503383758883,10.77773920218612,-6.437824303154915,-12.820670908310062,-46.982193466865766,6.504136803713023,-8.883887800680379,-73.32662718900107,-76.808331412895,-63.27401436149786,52.61473062192567,1.3339466780045774,3.5479139692032384,2.137668461444321,4,4.0,5.0,4.0,-1.0,0.0,0.0,-1.0
458,금호석유,화학,A011780,12,2013,Annual,4211638504.0,1258944689.0,539135916,538584306,2221670473.0,4211638504.0,2651879579.0,1404459534,286034057,481287000,667288206,1559758926.0,5132132486.0,4817739012.0,134229023,37141000,2443000,-42712971,287678995,-339262103,-111195463,37.03,48.32,170.02,130.47,93.87,-2.65,2.62,134229022.5,6.13,-4.513984805600946,-15.512565035810388,4.323399984245113,-4.513984805600946,-3.651632308582897,-2.3651115862325933,-5.945241521423594,-12.773575297843776,-40.02352455076229,-133.86984962428377,17.190089180633272,-9.233650868222398,1.2185595893678345,3.290336987627536,1.935281121601789,4,4.0,4.0,5.0,0.0,0.0,-1.0,1.0
459,금호석유,화학,A011780,12,2014,Annual,4437304355.0,1401399538.0,547003125,529333268,2260980519.0,4437304355.0,2795722283.0,1739373248,292144493,731016666,500858248,1641582073.0,4765671058.0,4418681423.0,184864990,31394000,2886000,88334748,319979858,-231254736,41507624,37.0,48.45,170.31,130.96,92.72,5.52,3.88,184864990.5,7.28,5.358148634686333,11.315417606881065,1.7693913871447586,5.358148634686333,5.424179330731227,23.84644810991044,5.245884196337669,-7.140529380324345,37.723560723525495,-306.81012332295967,11.22809226999697,-31.835965775405217,1.0740013929019752,2.9030964314143066,1.7046296361332829,4,3.0,4.0,4.0,0.0,-1.0,0.0,-1.0
460,금호석유,화학,A011780,12,2015,Annual,4210555636.0,967576523.0,435348394,394695333,2505694028.0,4210555636.0,2546806491.0,1541257968,219196676,696933179,527820647,1663749145.0,3934509038.0,3600583121.0,163950028,36120000,2918000,121866343,483191768,-391346979,-258402443,39.51,45.47,153.08,115.08,91.51,7.37,4.17,163950027.5,8.49,-5.110055584636585,-30.956412017883792,10.823335581335902,-5.110055584636585,-8.903452017161605,-11.39003835018164,1.350348079733199,-17.440608256097555,-11.31364137687726,37.95968829842589,51.006932442603926,69.2276602715717,0.9344393895095892,2.364845114916648,1.5448794605730412,3,2.0,3.0,4.0,-1.0,-1.0,-1.0,0.0
461,금호석유,화학,A011780,12,2016,Annual,4546113636.0,1255322772.0,520901202,445541869,2564778156.0,4546113636.0,2818212904.0,2145560402,373697827,971810000,415707148,1727900732.0,3970435497.0,3637513283.0,157076708,36893000,2705000,80764817,296755289,-250676354,103588279,38.01,45.77,163.1,120.42,91.61,4.76,3.96,157076708.0,8.39,7.969447004357311,29.73886221503537,2.3579945252597323,7.969447004357311,10.65673477584992,39.20838993514939,3.855844926670127,0.91311161451193,-4.192326212960451,-33.72672469543129,-38.5843657419263,-35.945243619729084,0.8733691708800919,2.297837730761492,1.4088486683758368,4,3.0,4.0,4.0,1.0,1.0,1.0,0.0
462,금호석유,화학,A011780,12,2017,Annual,4579813618.0,1332668624.0,588511947,426750281,2440253946.0,4579813618.0,2623010577.0,1913905074,398183564,899802967,335228210,1956803041.0,5064779318.0,4636527054.0,262626430,38587000,2710000,217647432,421047042,-106022782,-276676119,42.73,39.5,134.05,92.45,91.54,11.81,5.19,262626429.9,8.46,0.7412921167023745,6.161431444183196,-4.855164947061407,0.7412921167023745,-6.9264577819135535,-10.796961380535397,13.24742242194965,27.562312039242777,67.19629112675318,169.48297548919103,41.88358476064096,-57.70531192583086,1.105892016673767,2.588292849039987,1.9309031242232768,4,3.0,4.0,4.0,0.0,0.0,0.0,0.0
463,금호석유,화학,A011780,12,2018,Annual,4616720748.0,1348711408.0,636967373,471642724,2365586882.0,4616720748.0,2268573650.0,1758919186,319050979,816772432,258599076,2348147098.0,5584910609.0,4854225738.0,554633082,41596000,2169000,503082598,484649992,-190681547,-426406370,50.86,31.56,96.61,62.05,86.92,23.37,9.93,554633082.4,13.08,0.8058653272470462,1.2038089372771177,-3.0598071205823585,0.8058653272470462,-13.512599991319064,-8.097887931091819,19.999154171388067,10.269574612095656,111.18707740115876,131.14566221943753,15.105901159614366,79.84959779682069,1.2097137587148687,2.378433026515616,2.461859948430592,3,2.0,4.0,5.0,-1.0,-1.0,0.0,1.0
465,금호전기,전기전자,A001210,12,2012,Annual,509300064.0,228817911.0,56830377,103623337,212522624.0,509300064.0,293040490.0,135573169,20892952,69100745,101875419,216259574.0,379789500.0,337931762.0,-14235728,3783253,809548,-67108708,10730906,-19019198,16076382,42.46,46.17,135.5,108.74,88.98,-27.6,-3.75,-14235728.33,11.02,-7.289398775813183,-1.813952089302484,-15.357447910564336,-7.289398775813183,4.94752061521091,-6.2903578992886455,-19.93890896538828,20.45590222836005,-373.3737589590859,-21866.84538463285,-171.3318594432982,-59.65168131554134,0.7457087223142387,1.756174272312217,1.2960307976553,3,3.0,3.0,3.0,0.0,0.0,0.0,0.0
466,금호전기,전기전자,A001210,12,2013,Annual,532674472.0,256705430.0,86129908,115273430,193238119.0,532674472.0,346737492.0,192029015,50952430,64257651,79264273,185936980.0,386720348.0,343926934.0,-4577476,666018,1392201,-18056370,-21000767,-16086154,21918112,34.91,49.66,186.48,142.26,88.93,-8.98,-1.18,-4577476.0,11.07,4.589516014669104,12.1876468839889,-9.074095094929756,4.589516014669104,18.32408961642127,41.64234443763721,-14.021388019565784,1.8249182770982308,-67.84515691786189,-73.09384945989423,-295.7035780576216,-15.421491484551552,0.7259975244317697,2.079846343637505,1.1153116029344758,3,2.0,3.0,3.0,0.0,-1.0,0.0,0.0
467,금호전기,전기전자,A001210,12,2014,Annual,515679906.0,227186201.0,86525275,113722192,214917463.0,515679906.0,321045774.0,258243298,31224321,101883270,22267600,194634133.0,447530899.0,393962682.0,4819894,2342315,1027446,-4626424,-7166911,-9448656,-8968426,37.74,50.97,164.95,135.04,88.03,-2.43,1.08,4819893.93,11.97,-3.190422461243836,-11.499261624500887,11.21897900486186,-3.190422461243836,-7.409558698659557,34.48139490795179,4.677473518178044,15.724683563844955,-205.2958879522252,-74.37788436989273,-65.87309882539051,-41.26218112794394,0.867846301151009,2.2993443755315006,1.3939784767264995,3,3.0,3.0,3.0,0.0,1.0,0.0,0.0
468,금호전기,전기전자,A001210,12,2015,Annual,475649784.0,226047391.0,87747437,116462757,191216764.0,475649784.0,294648018.0,174050212,23987409,77373812,116890507,181001766.0,396261336.0,355915518.0,-12592949,1795906,667813,-56359653,-16556361,-12277451,27542018,38.05,51.82,162.79,136.19,89.82,-30.01,-3.18,-12592949.23,10.18,-7.762591005436614,-0.5012672402581297,-11.02781443125448,-7.762591005436614,-8.222427497207917,-32.602234657024866,-7.004098813438853,-11.4560945656626,-361.2702478519237,1118.2120142900867,131.01111483036414,29.93859655807132,0.8330947460285192,2.1892677886910783,1.3448634024071393,3,2.0,3.0,3.0,0.0,-1.0,0.0,0.0
