Unnamed: 0,종목명,2011 Market Cap,2012 Market Cap,2013 Market Cap,2014 Market Cap,2015 Market Cap,2016 Market Cap,2017 Market Cap,2018 Market Cap,2019 Market Cap,2020 Market Cap,2021 Market Cap,2022 Market Cap,2023 Market Cap,총부채_2011_x,총부채_2012_x,총부채_2013_x,총부채_2014_x,총부채_2015_x,총부채_2016_x,총부채_2017_x,총부채_2018_x,총자산_2011_x,총자산_2012_x,총자산_2013_x,총자산_2014_x,총자산_2015_x,총자산_2016_x,총자산_2017_x,총자산_2018_x,총자산_2019_x,총부채_2011_y,총부채_2012_y,총부채_2013_y,총부채_2014_y,총부채_2015_y,총부채_2016_y,총부채_2017_y,총부채_2018_y,총자산_2011_y,총자산_2012_y,총자산_2013_y,총자산_2014_y,총자산_2015_y,총자산_2016_y,총자산_2017_y,총자산_2018_y,총자산_2019_y,2011 tobinQ,2012 tobinQ,2013 tobinQ,2014 tobinQ,2015 tobinQ,2016 tobinQ,2017 tobinQ,2018 tobinQ
154,한진중공업홀딩스,209000000000.0,218000000000.0,282000000000.0,240000000000.0,177000000000.0,149000000000.0,119000000000.0,86522349160.0,76482213080.0,125000000000.0,123000000000.0,115000000000.0,94938345580.0,679460000.0,1029833000.0,1342276000.0,1614895000.0,1648676000.0,1622526000.0,1489671000.0,1506557000.0,1980735000.0,2315289000.0,2531518000.0,2722203000.0,2585756000.0,2277519000.0,1918648000.0,1873603000.0,1860663000.0,679460000.0,1029833000.0,1342276000.0,1614895000.0,1648676000.0,1622526000.0,1489671000.0,1506557000.0,1980735000.0,2315289000.0,2531518000.0,2722203000.0,2585756000.0,2277519000.0,1918648000.0,1873603000.0,1860663000.0,0.4485506642736156,0.5389534524631698,0.641621351299892,0.6813948114817301,0.706051150998006,0.7778314911972194,0.8384398805825769,0.8502758317316955
155,한창,10682162590.0,17436046034.0,14748276092.0,41867185635.0,178000000000.0,204000000000.0,58751894245.0,62542339035.0,94281628990.0,98849598120.0,67792123035.0,72805827556.0,24467425205.0,12475146.0,13465238.0,15396883.0,19667696.0,33626447.0,43592552.0,62917483.0,73614002.0,32875105.0,34879179.0,37693959.0,44038164.0,67607184.0,82275229.0,103882929.0,106233878.0,91847934.0,12475146.0,13465238.0,15396883.0,19667696.0,33626447.0,43592552.0,62917483.0,73614002.0,32875105.0,34879179.0,37693959.0,44038164.0,67607184.0,82275229.0,103882929.0,106233878.0,91847934.0,0.7044025742275196,0.8859521617180267,0.7997344903993767,1.3973080629564847,3.130236085561558,3.00932072762751,1.1712162760158602,1.2816659204985439
156,한창제지,27087134096.0,27965915164.0,31274267420.0,34427540664.0,79059418950.0,68319271470.0,60264160860.0,177000000000.0,183000000000.0,149000000000.0,122000000000.0,79656093810.0,55252092036.0,111168845.0,104209430.0,121320630.0,106621551.0,102123335.0,93909286.0,80692885.0,77630551.0,154596738.0,152931232.0,158442545.0,145953791.0,144766140.0,152620392.0,150932868.0,154683756.0,171963792.0,111168845.0,104209430.0,121320630.0,106621551.0,102123335.0,93909286.0,80692885.0,77630551.0,154596738.0,152931232.0,158442545.0,145953791.0,144766140.0,152620392.0,150932868.0,154683756.0,171963792.0,0.8943007522965977,0.8642796074774314,0.9630929459003578,0.9663955331177386,1.2515547762066461,1.0629546638171392,0.933905568268934,1.6461363337983594
157,한화,2490000000000.0,2570000000000.0,2950000000000.0,2350000000000.0,2970000000000.0,3010000000000.0,3530000000000.0,2690000000000.0,2200000000000.0,2450000000000.0,2730000000000.0,2250000000000.0,2260000000000.0,9970895877.0,93499691134.0,102547000000.0,111569000000.0,131976000000.0,140643000000.0,144230000000.0,152596000000.0,15029730755.0,104086000000.0,113323000000.0,123684000000.0,145622000000.0,154871000000.0,160195000000.0,169549000000.0,182286000000.0,9970895877.0,93499691134.0,102547000000.0,111569000000.0,131976000000.0,140643000000.0,144230000000.0,152596000000.0,15029730755.0,104086000000.0,113323000000.0,123684000000.0,145622000000.0,154871000000.0,160195000000.0,169549000000.0,182286000000.0,0.8290831073507144,0.9229837935361144,0.9309407622459694,0.9210488017851945,0.9266869017044128,0.9275655222733759,0.9223758544274165,0.9158768261682464
158,한화손해보험,361000000000.0,297000000000.0,416000000000.0,417000000000.0,708000000000.0,656000000000.0,950000000000.0,690000000000.0,330000000000.0,448000000000.0,433000000000.0,544000000000.0,473000000000.0,6002162704.0,7407452215.0,8452154049.0,9736575766.0,10942467553.0,12398858102.0,13706244084.0,15318315284.0,6398013002.0,7886910624.0,8998836735.0,10331616835.0,11803377681.0,13283348171.0,14890553859.0,16733867311.0,18257160261.0,6002162704.0,7407452215.0,8452154049.0,9736575766.0,10942467553.0,12398858102.0,13706244084.0,15318315284.0,6398013002.0,7886910624.0,8998836735.0,10331616835.0,11803377681.0,13283348171.0,14890553859.0,16733867311.0,18257160261.0,0.9945529498003355,0.9768656679784381,0.9854778245401737,0.9827673565673809,0.9870452228054906,0.9827987593143996,0.9842645359454927,0.9566417007189331
159,한화솔루션,3460000000000.0,2580000000000.0,3030000000000.0,1920000000000.0,4420000000000.0,4090000000000.0,5230000000000.0,3310000000000.0,3060000000000.0,7730000000000.0,6830000000000.0,8260000000000.0,6860000000000.0,7055753062.0,7841274817.0,8350337272.0,7817545449.0,8921461335.0,8349586420.0,7462014737.0,9004379086.0,11853543059.0,12406694986.0,12807062090.0,12597023733.0,13852619723.0,13817913129.0,13649487900.0,15231475448.0,15681128868.0,7055753062.0,7841274817.0,8350337272.0,7817545449.0,8921461335.0,8349586420.0,7462014737.0,9004379086.0,11853543059.0,12406694986.0,12807062090.0,12597023733.0,13852619723.0,13817913129.0,13649487900.0,15231475448.0,15681128868.0,0.8871400736183886,0.8399718723446983,0.8885985866255763,0.7730036598637883,0.9631002367623428,0.9002507327892175,0.9298528142583283,0.8084823514334565
160,한화에어로스페이스,2830000000000.0,3170000000000.0,2890000000000.0,1270000000000.0,1890000000000.0,2310000000000.0,1870000000000.0,1690000000000.0,1810000000000.0,1440000000000.0,2430000000000.0,3730000000000.0,6300000000000.0,1609769040.0,1663262864.0,1729443481.0,1958676390.0,1862814914.0,3311673751.0,3566619940.0,4760935791.0,3203519628.0,3240938017.0,3434224084.0,3601728499.0,4107930434.0,5652438366.0,5747573161.0,7396686213.0,8708410720.0,1609769040.0,1663262864.0,1729443481.0,1958676390.0,1862814914.0,3311673751.0,3566619940.0,4760935791.0,3203519628.0,3240938017.0,3434224084.0,3601728499.0,4107930434.0,5652438366.0,5747573161.0,7396686213.0,8708410720.0,1.3859034922697842,1.491316044505519,1.3451199945052859,0.8964241449338628,0.9135536675448969,0.994557284306707,0.9458983448684108,0.8721386314404141
161,한화투자증권,394000000000.0,362000000000.0,292000000000.0,322000000000.0,343000000000.0,368000000000.0,477000000000.0,361000000000.0,453000000000.0,488000000000.0,1430000000000.0,528000000000.0,797000000000.0,6317390850.0,6949136306.0,7161696206.0,6061845339.0,6879663532.0,6120585164.0,6028118063.0,6393815740.0,7244506757.0,7774337651.0,7921443471.0,6831448688.0,7662276760.0,6935655404.0,6905287032.0,7344132792.0,9878260429.0,6317390850.0,6949136306.0,7161696206.0,6061845339.0,6879663532.0,6120585164.0,6028118063.0,6393815740.0,7244506757.0,7774337651.0,7921443471.0,6831448688.0,7662276760.0,6935655404.0,6905287032.0,7344132792.0,9878260429.0,0.9264110139058291,0.9404191886442674,0.9409517638152189,0.9344790000712071,0.9426262921883808,0.9355403038417738,0.9420489014945266,0.9197567543111494
162,HDC현대EP,170000000000.0,153000000000.0,203000000000.0,228000000000.0,351000000000.0,299000000000.0,217000000000.0,137000000000.0,160000000000.0,211000000000.0,190000000000.0,126000000000.0,145000000000.0,271659589.0,354454469.0,397395434.0,384888455.0,341952333.0,312135588.0,332888899.0,318086294.0,385162508.0,483464434.0,547238482.0,563822640.0,560624379.0,577184630.0,612710406.0,600353780.0,547277769.0,271659589.0,354454469.0,397395434.0,384888455.0,341952333.0,312135588.0,332888899.0,318086294.0,385162508.0,483464434.0,547238482.0,563822640.0,560624379.0,577184630.0,612710406.0,600353780.0,547277769.0,1.1466837499147242,1.0496210958095007,1.0971367214632395,1.0870234919974124,1.236036745737024,1.0588216598907008,0.897469495564598,0.7580301967949631
163,현대건설,7840000000000.0,7800000000000.0,6760000000000.0,4690000000000.0,3180000000000.0,4770000000000.0,4050000000000.0,6100000000000.0,4720000000000.0,4190000000000.0,5030000000000.0,3940000000000.0,3940000000000.0,7508415000.0,7990893000.0,9532257000.0,11457294000.0,11959465000.0,11748798000.0,9958964000.0,9762753000.0,11871889000.0,12746829000.0,14666501000.0,18244600000.0,19350103000.0,19873443000.0,18431902000.0,18054609000.0,18226972000.0,7508415000.0,7990893000.0,9532257000.0,11457294000.0,11959465000.0,11748798000.0,9958964000.0,9762753000.0,11871889000.0,12746829000.0,14666501000.0,18244600000.0,19350103000.0,19873443000.0,18431902000.0,18054609000.0,18226972000.0,1.2928368012874782,1.2388095109772006,1.110848252081393,0.8850451092378019,0.7823971272917772,0.8311996064295452,0.7600389802419739,0.8785985340363782
164,현대그린푸드,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,현대글로비스,7200000000000.0,8310000000000.0,8660000000000.0,10900000000000.0,7240000000000.0,5790000000000.0,5100000000000.0,4840000000000.0,5360000000000.0,6900000000000.0,6300000000000.0,6130000000000.0,7180000000000.0,2334842645.0,2338550487.0,2735382513.0,3425138662.0,4381749162.0,4490031220.0,4196146498.0,4427675607.0,3826579602.0,4257802897.0,5069219085.0,6196213723.0,7478514339.0,7967477350.0,8185663712.0,8687842635.0,10129735810.0,2334842645.0,2338550487.0,2735382513.0,3425138662.0,4381749162.0,4490031220.0,4196146498.0,4427675607.0,3826579602.0,4257802897.0,5069219085.0,6196213723.0,7478514339.0,7967477350.0,8185663712.0,8687842635.0,10129735810.0,2.491740310332632,2.500949608189437,2.2479562082292603,2.311918100698477,1.5540184367091845,1.2902491928640374,1.1356619114919242,1.0667407314290056
166,현대리바트,135000000000.0,103000000000.0,212000000000.0,654000000000.0,604000000000.0,409000000000.0,657000000000.0,412000000000.0,274000000000.0,328000000000.0,311000000000.0,176000000000.0,159000000000.0,154786672.0,138564404.0,139721785.0,126290889.0,133465273.0,142446713.0,269113059.0,231521677.0,343030326.0,326931020.0,332663051.0,345197898.0,379216031.0,419856718.0,682759227.0,678896575.0,752808372.0,154786672.0,138564404.0,139721785.0,126290889.0,133465273.0,142446713.0,269113059.0,231521677.0,343030326.0,326931020.0,332663051.0,345197898.0,379216031.0,419856718.0,682759227.0,678896575.0,752808372.0,0.8447844112768036,0.7388849305275468,1.0572914062523884,2.2604161077481417,1.9447101723397342,1.3134164331747098,1.356427013178981,0.9478935388648853
167,현대모비스,28400000000000.0,28000000000000.0,28600000000000.0,23000000000000.0,24000000000000.0,25700000000000.0,25600000000000.0,18500000000000.0,24400000000000.0,24300000000000.0,24100000000000.0,18900000000000.0,22200000000000.0,8781092000.0,13007282000.0,14237123000.0,15825813000.0,12098593000.0,13153619000.0,12377861000.0,12367704000.0,22575648000.0,30046996000.0,34430309000.0,39111916000.0,37774833000.0,41711608000.0,41736819000.0,43071132000.0,46606064000.0,8781092000.0,13007282000.0,14237123000.0,15825813000.0,12098593000.0,13153619000.0,12377861000.0,12367704000.0,22575648000.0,30046996000.0,34430309000.0,39111916000.0,37774833000.0,41711608000.0,41736819000.0,43071132000.0,46606064000.0,1.6469556931433376,1.3647714400467854,1.2441689965663683,0.9926850170162975,0.9556254821828067,0.9314821667867611,0.9099366437101974,0.7166680457806403
168,HD현대미포,2240000000000.0,2540000000000.0,3560000000000.0,1390000000000.0,1040000000000.0,1340000000000.0,1570000000000.0,2400000000000.0,1840000000000.0,1920000000000.0,2800000000000.0,3380000000000.0,3390000000000.0,4415983098.0,4330084543.0,6986660092.0,8137122082.0,7641204403.0,6967927605.0,5980297708.0,1146560216.0,7824563657.0,7722829117.0,10227698199.0,10063720316.0,9438010980.0,9226316948.0,8319438717.0,3463733941.0,3380628394.0,4415983098.0,4330084543.0,6986660092.0,8137122082.0,7641204403.0,6967927605.0,5980297708.0,1146560216.0,7824563657.0,7722829117.0,10227698199.0,10063720316.0,9438010980.0,9226316948.0,8319438717.0,3463733941.0,3380628394.0,0.8506523034093325,0.889581322973613,1.0311860876996923,0.9466799337470777,0.9198129162379932,0.9004598098920631,0.9075489302627674,1.0239124241095976
169,현대백화점,3810000000000.0,3720000000000.0,3770000000000.0,2880000000000.0,2960000000000.0,2550000000000.0,2450000000000.0,2120000000000.0,1940000000000.0,1670000000000.0,1760000000000.0,1380000000000.0,1210000000000.0,1827669772.0,2163539803.0,2054604439.0,1894949129.0,2129966969.0,2276668481.0,2159552233.0,2159469660.0,4720062645.0,5400075749.0,5600706253.0,5683921344.0,6160846844.0,6587262226.0,6777281518.0,6988562089.0,7623094297.0,1827669772.0,2163539803.0,2054604439.0,1894949129.0,2129966969.0,2276668481.0,2159552233.0,2159469660.0,4720062645.0,5400075749.0,5600706253.0,5683921344.0,6160846844.0,6587262226.0,6777281518.0,6988562089.0,7623094297.0,1.194405709418291,1.089529124492287,1.0399767771930672,0.8400800855628449,0.8261797603290656,0.7327275452841522,0.6801476699407192,0.6123533862188743
170,현대비앤지스틸,174000000000.0,155000000000.0,197000000000.0,258000000000.0,151000000000.0,192000000000.0,181000000000.0,140000000000.0,143000000000.0,156000000000.0,256000000000.0,162000000000.0,220000000000.0,365654391.0,357728690.0,330834078.0,307793866.0,256677010.0,220538479.0,219532457.0,223593183.0,622203431.0,623511528.0,626576633.0,630402632.0,581173005.0,567742736.0,584566534.0,605619115.0,608637134.0,365654391.0,357728690.0,330834078.0,307793866.0,256677010.0,220538479.0,219532457.0,223593183.0,622203431.0,623511528.0,626576633.0,630402632.0,581173005.0,567742736.0,584566534.0,605619115.0,608637134.0,0.8673278932786855,0.8223243147478743,0.8424094519337111,0.8975119031546175,0.7014727223952875,0.7266292509641198,0.6851785617272439,0.600366094785499
171,HMM,3600000000000.0,3380000000000.0,1930000000000.0,1690000000000.0,923000000000.0,1200000000000.0,1570000000000.0,1150000000000.0,1120000000000.0,4560000000000.0,13200000000000.0,9560000000000.0,13500000000000.0,7052976000.0,7887137000.0,8154885000.0,6580249000.0,5713866000.0,3446776000.0,2705498000.0,3081769000.0,8799439000.0,8982427000.0,8842585000.0,7265782000.0,5942501000.0,4398098000.0,3602418000.0,4121440000.0,7160187000.0,7052976000.0,7887137000.0,8154885000.0,6580249000.0,5713866000.0,3446776000.0,2705498000.0,3081769000.0,8799439000.0,8982427000.0,8842585000.0,7265782000.0,5942501000.0,4398098000.0,3602418000.0,4121440000.0,7160187000.0,1.210642633013309,1.2543533056266418,1.1404905918348538,1.1382462341975028,1.1168472668326013,1.056542168910288,1.1868411716796885,1.0267695271555572
172,현대약품,38500000000.0,45080000000.0,47880000000.0,68320000000.0,103000000000.0,136000000000.0,121000000000.0,151000000000.0,167000000000.0,247000000000.0,190000000000.0,153000000000.0,132000000000.0,52632035.0,50216105.0,42190820.0,42607777.0,42105380.0,50465238.0,60606151.0,57980304.0,156948390.0,149902880.0,143402728.0,147294278.0,146537771.0,148228386.0,142861480.0,146106459.0,146414918.0,52632035.0,50216105.0,42190820.0,42607777.0,42105380.0,50465238.0,60606151.0,57980304.0,156948390.0,149902880.0,143402728.0,147294278.0,146537771.0,148228386.0,142861480.0,146106459.0,146414918.0,0.5806496963747128,0.6357189735113828,0.6280969773462051,0.7531030974604458,0.9902251072182612,1.2579590389657214,1.2712044632324964,1.4303289904520922
173,현대엘리베이,1400000000000.0,1210000000000.0,652000000000.0,1140000000000.0,1480000000000.0,1410000000000.0,1340000000000.0,2910000000000.0,1860000000000.0,1620000000000.0,1680000000000.0,1160000000000.0,1730000000000.0,817243724.0,869603992.0,1044259794.0,701226455.0,1130882351.0,1316481624.0,1452372569.0,1443630014.0,1358712161.0,1266147704.0,1204331842.0,1072912063.0,1772684568.0,2107558500.0,2287650050.0,2374837741.0,2547731188.0,817243724.0,869603992.0,1044259794.0,701226455.0,1130882351.0,1316481624.0,1452372569.0,1443630014.0,1358712161.0,1266147704.0,1204331842.0,1072912063.0,1772684568.0,2107558500.0,2287650050.0,2374837741.0,2547731188.0,1.631871552815225,1.6424655555036256,1.4084654534941707,1.7161019234434687,1.4728409092801444,1.2936683010222492,1.2206292518385844,1.8332326199965001
174,현대차,51200000000000.0,52800000000000.0,60400000000000.0,45700000000000.0,39600000000000.0,38500000000000.0,40800000000000.0,30000000000000.0,30600000000000.0,46700000000000.0,51000000000000.0,36900000000000.0,50200000000000.0,69152273000.0,73620239000.0,76838690000.0,84604552000.0,98486545000.0,106491000000.0,103442000000.0,106760000000.0,109480000000.0,121538000000.0,133421000000.0,147225000000.0,165368000000.0,178836000000.0,178199000000.0,180656000000.0,194512000000.0,69152273000.0,73620239000.0,76838690000.0,84604552000.0,98486545000.0,106491000000.0,103442000000.0,106760000000.0,109480000000.0,121538000000.0,133421000000.0,147225000000.0,165368000000.0,178836000000.0,178199000000.0,180656000000.0,194512000000.0,1.099308302886372,1.0401704734321775,1.0286138613861386,0.8850708235693666,0.8350257909631852,0.8107483951777047,0.809443375103115,0.7570188645824107
175,현대제철,8160000000000.0,7490000000000.0,7360000000000.0,7400000000000.0,6670000000000.0,7610000000000.0,7820000000000.0,6040000000000.0,4200000000000.0,5280000000000.0,5470000000000.0,4080000000000.0,4870000000000.0,12657845960.0,13478141402.0,16155592194.0,15119011830.0,16416434935.0,16056043079.0,16338301856.0,16281783447.0,21776708194.0,23466328779.0,29520275370.0,28933799402.0,31936433537.0,32540832117.0,33373824864.0,33304917423.0,34366332508.0,12657845960.0,13478141402.0,16155592194.0,15119011830.0,16416434935.0,16056043079.0,16338301856.0,16281783447.0,21776708194.0,23466328779.0,29520275370.0,28933799402.0,31936433537.0,32540832117.0,33373824864.0,33304917423.0,34366332508.0,0.9559684491587122,0.8935416186942874,0.7965912207545915,0.7782943234355669,0.722887072166439,0.7272722158397533,0.7238697378693117,0.6702248548913929
176,HD현대중공업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,현대해상,3080000000000.0,2980000000000.0,2910000000000.0,2320000000000.0,3220000000000.0,2820000000000.0,4200000000000.0,3670000000000.0,2410000000000.0,2030000000000.0,2050000000000.0,2630000000000.0,2770000000000.0,16314969336.0,19301278169.0,22483335443.0,26238081276.0,30278670104.0,34209223378.0,37388773284.0,39960818156.0,18096198235.0,21457284099.0,24536084690.0,28610402738.0,32781364187.0,37057390872.0,40492502177.0,44092169050.0,46393828891.0,16314969336.0,19301278169.0,22483335443.0,26238081276.0,30278670104.0,34209223378.0,37388773284.0,39960818156.0,18096198235.0,21457284099.0,24536084690.0,28610402738.0,32781364187.0,37057390872.0,40492502177.0,44092169050.0,46393828891.0,1.071770384261598,1.0384016013489052,1.0349383678704607,0.9981712434292123,1.0218815151470866,0.9992398953801876,1.0270734345387698,0.9895366704804921
178,형지엘리트,22297121775.0,23454010125.0,31608789030.0,28459444955.0,47666966655.0,110000000000.0,88632168240.0,35723698270.0,45953327050.0,106000000000.0,117000000000.0,40812785380.0,43180550028.0,34495391.0,31744988.0,26833720.0,17646322.0,96845293.0,138376975.0,105297165.0,79605122.0,73579787.0,78298761.0,76232517.0,74491835.0,188019458.0,207610802.0,166000027.0,138769481.0,120785276.0,34495391.0,31744988.0,26833720.0,17646322.0,96845293.0,138376975.0,105297165.0,79605122.0,73579787.0,78298761.0,76232517.0,74491835.0,188019458.0,207610802.0,166000027.0,138769481.0,120785276.0,0.77184937726172,0.7049792029914752,0.7666349128941918,0.6189371889550043,0.7686026818298775,1.1963586316669592,1.1682488054053148,0.831082017738468
179,혜인,57857553600.0,43501920000.0,44129365550.0,42206320040.0,39918025580.0,52694336315.0,44176795825.0,67504686570.0,54855503305.0,65979156930.0,72589785370.0,76912119350.0,72208402960.0,87761470.0,148738682.0,132836691.0,160771180.0,145386674.0,143244842.0,135649532.0,136741229.0,199424354.0,250620584.0,228890084.0,257110072.0,236639585.0,234552458.0,227953372.0,228402133.0,218339707.0,87761470.0,148738682.0,132836691.0,160771180.0,145386674.0,143244842.0,135649532.0,136741229.0,199424354.0,250620584.0,228890084.0,257110072.0,236639585.0,234552458.0,227953372.0,228402133.0,218339707.0,0.7301967923135406,0.7670583115391671,0.7731486373608042,0.7894575986894827,0.7830672099091114,0.8353746534389335,0.7888732956536392,0.8942382143602836
180,호텔신라,1520000000000.0,1730000000000.0,2630000000000.0,3630000000000.0,3070000000000.0,1910000000000.0,3370000000000.0,3040000000000.0,3600000000000.0,3290000000000.0,3120000000000.0,3310000000000.0,2600000000000.0,783847880.0,858430951.0,1033516999.0,1177480185.0,1432755896.0,1379414318.0,1551038976.0,1538678672.0,1385303349.0,1547612290.0,1712070637.0,1907452204.0,2176705187.0,2040955003.0,2219176831.0,2303742128.0,3527280624.0,783847880.0,858430951.0,1033516999.0,1177480185.0,1432755896.0,1379414318.0,1551038976.0,1538678672.0,1385303349.0,1547612290.0,1712070637.0,1907452204.0,2176705187.0,2040955003.0,2219176831.0,2303742128.0,3527280624.0,1.663063820399383,1.6725319175385975,2.1398165004566922,2.5203673124383044,2.0686108173453808,1.6117034981980933,2.217506467829557,1.9874961769158566
181,화성산업,40153830000.0,55281552000.0,74580292000.0,150000000000.0,151000000000.0,168000000000.0,189000000000.0,181000000000.0,145000000000.0,155000000000.0,157000000000.0,107000000000.0,110000000000.0,279878849.0,176984152.0,181784254.0,258282873.0,187530485.0,191501592.0,227269590.0,266067933.0,486925661.0,396688055.0,419481129.0,524203233.0,473477372.0,504055705.0,575923237.0,640861362.0,612625098.0,279878849.0,176984152.0,181784254.0,258282873.0,187530485.0,191501592.0,227269590.0,266067933.0,486925661.0,396688055.0,419481129.0,524203233.0,473477372.0,504055705.0,575923237.0,640861362.0,612625098.0,0.6572516189488727,0.5855122206792942,0.6111467913017846,0.7788637064739354,0.7149876742156117,0.7132179805404643,0.7227865855324049,0.6976047543337462
182,화승알앤에이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,화승인더,48294360000.0,46081560000.0,67490400000.0,52609320000.0,418000000000.0,578000000000.0,567000000000.0,378000000000.0,658000000000.0,394000000000.0,337000000000.0,213000000000.0,191000000000.0,337707915.0,320132739.0,365041238.0,417949851.0,431503166.0,516224994.0,563406793.0,637142128.0,476497529.0,457260643.0,473000945.0,517705097.0,561114858.0,803885741.0,875729560.0,991258651.0,1270683674.0,337707915.0,320132739.0,365041238.0,417949851.0,431503166.0,516224994.0,563406793.0,637142128.0,476497529.0,457260643.0,473000945.0,517705097.0,561114858.0,803885741.0,875729560.0,991258651.0,1270683674.0,0.8100824275208361,0.8008874251615834,0.9144413823528408,0.9089328533305903,1.5139559287877564,1.3611698008709923,1.290817216447507,1.0240940918658374
184,화신,438000000000.0,351000000000.0,398000000000.0,254000000000.0,221000000000.0,226000000000.0,150000000000.0,82412167600.0,114000000000.0,118000000000.0,291000000000.0,252000000000.0,478000000000.0,524665838.0,487150237.0,447047404.0,549906137.0,537143204.0,570297226.0,493666262.0,535044887.0,887893456.0,853595978.0,781630816.0,927526528.0,900499508.0,964142090.0,846408269.0,828226155.0,808403061.0,524665838.0,487150237.0,447047404.0,549906137.0,537143204.0,570297226.0,493666262.0,535044887.0,887893456.0,853595978.0,781630816.0,927526528.0,900499508.0,964142090.0,846408269.0,828226155.0,808403061.0,1.0842132369539617,0.9819050916380958,1.0811336844733614,0.8667203715816525,0.8419140679863647,0.8259127303528466,0.7604678328113073,0.7455174542272213
185,화천기계,63800000000.0,52690000000.0,58410000000.0,68860000000.0,58190000000.0,47520000000.0,47740000000.0,40040000000.0,60720000000.0,57970000000.0,58630000000.0,69300000000.0,85140000000.0,89533151.0,60130945.0,51528566.0,56597727.0,33533820.0,38776360.0,33634068.0,37799160.0,194379195.0,175333825.0,173810242.0,182929707.0,159783820.0,161556567.0,156771477.0,162119605.0,158315535.0,89533151.0,60130945.0,51528566.0,56597727.0,33533820.0,38776360.0,33634068.0,37799160.0,194379195.0,175333825.0,173810242.0,182929707.0,159783820.0,161556567.0,156771477.0,162119605.0,158315535.0,0.7888351991580169,0.643463661389923,0.6325206428284014,0.6858247851454766,0.5740494876139524,0.5341556929716141,0.5190616913049815,0.48013415774113194
186,화천기공,98670000000.0,94490000000.0,110000000000.0,142000000000.0,121000000000.0,111000000000.0,122000000000.0,90420000000.0,88000000000.0,71280000000.0,75350000000.0,67430000000.0,69630000000.0,103483385.0,84415108.0,86196910.0,81508723.0,76992744.0,74850170.0,83226695.0,97573835.0,312696483.0,306873292.0,316080665.0,330426536.0,340734968.0,346272696.0,360582908.0,385639759.0,374944126.0,103483385.0,84415108.0,86196910.0,81508723.0,76992744.0,74850170.0,83226695.0,97573835.0,312696483.0,306873292.0,316080665.0,330426536.0,340734968.0,346272696.0,360582908.0,385639759.0,374944126.0,0.6464843578045616,0.582993413450917,0.6207178474520104,0.6764248589284003,0.581075506168771,0.5367162128197367,0.5691525872324487,0.4874856147807104
187,환인제약,110000000000.0,158000000000.0,195000000000.0,428000000000.0,364000000000.0,295000000000.0,414000000000.0,356000000000.0,287000000000.0,311000000000.0,331000000000.0,327000000000.0,280000000000.0,16254891.0,18898537.0,19890384.0,29323517.0,28456175.0,23311866.0,31754514.0,28102894.0,166109686.0,181428238.0,193100883.0,217845029.0,235050406.0,243441128.0,274838060.0,287687354.0,304884815.0,16254891.0,18898537.0,19890384.0,29323517.0,28456175.0,23311866.0,31754514.0,28102894.0,166109686.0,181428238.0,193100883.0,217845029.0,235050406.0,243441128.0,274838060.0,287687354.0,304884815.0,0.7600694097994984,0.975033098210434,1.1128399863401972,2.0993066451839946,1.6696681434364338,1.30755172149876,1.6218805866989456,1.3351400006272087
188,황금에스티,58500000000.0,53060000000.0,58240000000.0,70000000000.0,76020000000.0,124000000000.0,126000000000.0,110000000000.0,97860000000.0,113000000000.0,135000000000.0,118000000000.0,122000000000.0,98834658.0,78748950.0,81918782.0,70700495.0,109753078.0,148303601.0,116290684.0,137853093.0,257748613.0,244484777.0,253730129.0,250683121.0,294144485.0,371879221.0,363642735.0,406187489.0,390222792.0,98834658.0,78748950.0,81918782.0,70700495.0,109753078.0,148303601.0,116290684.0,137853093.0,257748613.0,244484777.0,253730129.0,250683121.0,294144485.0,371879221.0,363642735.0,406187489.0,390222792.0,0.6104190287146182,0.5391294771698608,0.5523931373557927,0.5612683232869117,0.6315708349928777,0.7322366661621033,0.6662877068065172,0.6101938137242824
189,효성,1880000000000.0,2580000000000.0,2470000000000.0,2400000000000.0,4130000000000.0,5110000000000.0,4900000000000.0,690000000000.0,1670000000000.0,1610000000000.0,2000000000000.0,1410000000000.0,1330000000000.0,10662828491.0,10760065415.0,10919332053.0,10766805036.0,10541064326.0,10279585010.0,10671696866.0,3705758076.0,13623189543.0,13772714199.0,13593412883.0,13662073774.0,14013177864.0,14120801415.0,14534978561.0,6407904916.0,6527055213.0,10662828491.0,10760065415.0,10919332053.0,10766805036.0,10541064326.0,10279585010.0,10671696866.0,3705758076.0,13623189543.0,13772714199.0,13593412883.0,13662073774.0,14013177864.0,14120801415.0,14534978561.0,6407904916.0,6527055213.0,0.9206969081219954,0.9685865271181323,0.984986785014437,0.9637486412243992,1.0469476994001565,1.0898520953387403,1.0713257539836836,0.6859899036616729
