Unnamed: 0,종목명,2011 Market Cap,2012 Market Cap,2013 Market Cap,2014 Market Cap,2015 Market Cap,2016 Market Cap,2017 Market Cap,2018 Market Cap,2019 Market Cap,2020 Market Cap,2021 Market Cap,2022 Market Cap,2023 Market Cap,총부채_2011_x,총부채_2012_x,총부채_2013_x,총부채_2014_x,총부채_2015_x,총부채_2016_x,총부채_2017_x,총부채_2018_x,총자산_2011_x,총자산_2012_x,총자산_2013_x,총자산_2014_x,총자산_2015_x,총자산_2016_x,총자산_2017_x,총자산_2018_x,총자산_2019_x,총부채_2011_y,총부채_2012_y,총부채_2013_y,총부채_2014_y,총부채_2015_y,총부채_2016_y,총부채_2017_y,총부채_2018_y,총자산_2011_y,총자산_2012_y,총자산_2013_y,총자산_2014_y,총자산_2015_y,총자산_2016_y,총자산_2017_y,총자산_2018_y,총자산_2019_y,2011 tobinQ,2012 tobinQ,2013 tobinQ,2014 tobinQ,2015 tobinQ,2016 tobinQ,2017 tobinQ,2018 tobinQ
0,AK홀딩스,325000000000.0,166000000000.0,477000000000.0,1060000000000.0,837000000000.0,742000000000.0,907000000000.0,715000000000.0,458000000000.0,333000000000.0,256000000000.0,228000000000.0,227000000000.0,446398508.0,551197541.0,1739973013.0,1946141284.0,1593921534.0,1730525758.0,1792720288.0,1924033598.0,797395267.0,1062012676.0,2374994472.0,2773153876.0,2495514993.0,2741946503.0,2944784347.0,3397931239.0,4327964555.0,446398508.0,551197541.0,1739973013.0,1946141284.0,1593921534.0,1730525758.0,1792720288.0,1924033598.0,797395267.0,1062012676.0,2374994472.0,2773153876.0,2495514993.0,2741946503.0,2944784347.0,3397931239.0,4327964555.0,0.9673979015478656,0.6753191908229164,0.9334644939754622,1.0840153191701216,0.9741161807558012,0.9017410643478189,0.9167803037089425,0.776658917552628
1,BYC,111000000000.0,130000000000.0,132000000000.0,201000000000.0,329000000000.0,285000000000.0,224000000000.0,178000000000.0,174000000000.0,209000000000.0,321000000000.0,259000000000.0,297000000000.0,169119743.0,172109096.0,177223435.0,242958473.0,313347277.0,339167415.0,346484954.0,331027820.0,477929172.0,505456934.0,525157538.0,608388101.0,691464609.0,733018518.0,745823200.0,738431267.0,693882853.0,169119743.0,172109096.0,177223435.0,242958473.0,313347277.0,339167415.0,346484954.0,331027820.0,477929172.0,505456934.0,525157538.0,608388101.0,691464609.0,733018518.0,745823200.0,738431267.0,693882853.0,0.5861114144336015,0.5976950273670595,0.588820330329144,0.7297290533300552,0.9289662386755647,0.8515029288796221,0.7649064201810831,0.6893367639591025
2,CJ,2280000000000.0,3500000000000.0,3470000000000.0,4710000000000.0,7610000000000.0,5620000000000.0,5470000000000.0,3660000000000.0,3230000000000.0,3120000000000.0,2850000000000.0,2870000000000.0,3170000000000.0,12092041534.0,13000982677.0,13522759512.0,13969444303.0,13698687478.0,15755138247.0,17333214255.0,19207738403.0,19656075093.0,21385040866.0,22123704854.0,23039318812.0,23562143506.0,27009587950.0,29325383064.0,31729548648.0,40381364593.0,12092041534.0,13000982677.0,13522759512.0,13969444303.0,13698687478.0,15755138247.0,17333214255.0,19207738403.0,19656075093.0,21385040866.0,22123704854.0,23039318812.0,23562143506.0,27009587950.0,29325383064.0,31729548648.0,40381364593.0,0.7311755508666239,0.7716133338437924,0.768079289799768,0.8107637406914494,0.9043611619025168,0.7913907567405152,0.7775930566783746,0.720707963945192
3,CJCGV,549000000000.0,663000000000.0,921000000000.0,1140000000000.0,2670000000000.0,1490000000000.0,1570000000000.0,868000000000.0,731000000000.0,885000000000.0,951000000000.0,809000000000.0,708000000000.0,625654643.0,659978085.0,720542557.0,863739963.0,972407247.0,1621292084.0,1682438285.0,1683905312.0,933435854.0,1007974719.0,1099174954.0,1254918923.0,1417577427.0,2541773014.0,2460100846.0,2234185993.0,4524046865.0,625654643.0,659978085.0,720542557.0,863739963.0,972407247.0,1621292084.0,1682438285.0,1683905312.0,933435854.0,1007974719.0,1099174954.0,1254918923.0,1417577427.0,2541773014.0,2460100846.0,2234185993.0,4524046865.0,1.2584203166894852,1.312511177177649,1.4934315515708156,1.5967087006783465,2.569459119216068,1.2240637015434142,1.3220751865876965,1.1422080883129053
4,CJ대한통운,1710000000000.0,2290000000000.0,2280000000000.0,4470000000000.0,4360000000000.0,4080000000000.0,3190000000000.0,3810000000000.0,3540000000000.0,3780000000000.0,2870000000000.0,2140000000000.0,2900000000000.0,1330470686.0,1341438819.0,2360513240.0,2262195616.0,2128783996.0,2781927821.0,3526210932.0,4737828935.0,3595163312.0,3669501369.0,4608720687.0,4542856099.0,4500489064.0,5521193039.0,6285983376.0,7868566775.0,9110016110.0,1330470686.0,1341438819.0,2360513240.0,2262195616.0,2128783996.0,2781927821.0,3526210932.0,4737828935.0,3595163312.0,3669501369.0,4608720687.0,4542856099.0,4500489064.0,5521193039.0,6285983376.0,7868566775.0,9110016110.0,0.845711424527354,0.9896273236681276,1.0068983466691046,1.4819301930963498,1.4417953035159292,1.242834252041083,1.0684423629948843,1.0863260336251006
5,CJ제일제당,3880000000000.0,4740000000000.0,3750000000000.0,4240000000000.0,5260000000000.0,4940000000000.0,5020000000000.0,5140000000000.0,3950000000000.0,5960000000000.0,6070000000000.0,5950000000000.0,5060000000000.0,6643045604.0,7142847716.0,8191910984.0,8432650582.0,8366031773.0,9705761673.0,10724270560.0,12188810794.0,11339519300.0,12363882660.0,13004490092.0,13382531013.0,13751265058.0,15766238539.0,16868123895.0,19497022884.0,26280632351.0,6643045604.0,7142847716.0,8191910984.0,8432650582.0,8366031773.0,9705761673.0,10724270560.0,12188810794.0,11339519300.0,12363882660.0,13004490092.0,13382531013.0,13751265058.0,15766238539.0,16868123895.0,19497022884.0,26280632351.0,0.9279975037389813,0.9610935369391479,0.9182913670214822,0.9469546956169643,0.9908929626131274,0.9289318842139586,0.9333741356184175,0.8887926580945177
6,DB,99258844400.0,113000000000.0,80864086080.0,45713706320.0,90243591560.0,134000000000.0,122000000000.0,167000000000.0,177000000000.0,160000000000.0,191000000000.0,162000000000.0,349000000000.0,430206277.0,397390951.0,392079771.0,255603853.0,110370381.0,63423582.0,58372533.0,150848167.0,686746431.0,693327543.0,638356756.0,365853366.0,276200611.0,214971054.0,197512862.0,288416201.0,363158130.0,430206277.0,397390951.0,392079771.0,255603853.0,110370381.0,63423582.0,58372533.0,150848167.0,686746431.0,693327543.0,638356756.0,365853366.0,276200611.0,214971054.0,197512862.0,288416201.0,363158130.0,0.7709761529142916,0.7361469426002596,0.7408770293957694,0.8236019873601491,0.7263342822945457,0.9183728614923198,0.9132191755694371,1.1020468541571282
7,DB손해보험,3780000000000.0,3250000000000.0,3980000000000.0,3890000000000.0,4980000000000.0,4430000000000.0,5040000000000.0,4980000000000.0,3700000000000.0,3100000000000.0,3820000000000.0,4620000000000.0,5930000000000.0,15403498659.0,25183444357.0,27455719181.0,31340890882.0,36051445686.0,40518709028.0,43542601178.0,45636344236.0,17664260394.0,28250023438.0,30313490065.0,34932066498.0,40018390609.0,44863439973.0,48375610761.0,50929102340.0,55779051736.0,15403498659.0,25183444357.0,27455719181.0,31340890882.0,36051445686.0,40518709028.0,43542601178.0,45636344236.0,17664260394.0,28250023438.0,30313490065.0,34932066498.0,40018390609.0,44863439973.0,48375610761.0,50929102340.0,55779051736.0,1.0860063331899272,1.0064927705069893,1.0370207822851691,1.0085544433512719,1.0253147380887468,1.0019006356857905,1.004278817646823,0.9938589511766368
8,DB하이텍,312000000000.0,282000000000.0,336000000000.0,208000000000.0,638000000000.0,709000000000.0,536000000000.0,486000000000.0,1230000000000.0,2280000000000.0,3240000000000.0,1660000000000.0,2600000000000.0,890982181.0,866861695.0,853635085.0,864173902.0,730586221.0,644871257.0,538152775.0,508142309.0,1199043869.0,1157755031.0,1058391832.0,984876636.0,984643712.0,986788572.0,993950720.0,1066533840.0,1088889810.0,890982181.0,866861695.0,853635085.0,864173902.0,730586221.0,644871257.0,538152775.0,508142309.0,1199043869.0,1157755031.0,1058391832.0,984876636.0,984643712.0,986788572.0,993950720.0,1066533840.0,1088889810.0,1.0032845437117197,0.9923184648203873,1.1240025187571554,1.0886377672177818,1.3899303924057356,1.371997300552443,1.0806901724463764,0.9321244874893047
9,DRB동일,209000000000.0,83013349500.0,132000000000.0,222000000000.0,232000000000.0,229000000000.0,149000000000.0,128000000000.0,105000000000.0,137000000000.0,105000000000.0,81314400000.0,117000000000.0,295096996.0,220885847.0,277609051.0,282962974.0,253964151.0,270797494.0,240358582.0,267955160.0,522115419.0,368994998.0,567066429.0,617244613.0,639083096.0,701206828.0,677426447.0,716166879.0,745278927.0,295096996.0,220885847.0,277609051.0,282962974.0,253964151.0,270797494.0,240358582.0,267955160.0,522115419.0,368994998.0,567066429.0,617244613.0,639083096.0,701206828.0,677426447.0,716166879.0,745278927.0,0.9654895788473161,0.8235862224343756,0.7223299247714768,0.8180921523895098,0.760408394529027,0.7127675801810647,0.5747614131752373,0.5528811393133415
10,DSR제강,47808000000.0,42480000000.0,44136000000.0,45504000000.0,54720000000.0,127000000000.0,75456000000.0,61920000000.0,65520000000.0,70344000000.0,68112000000.0,68760000000.0,60192000000.0,104096152.0,99996952.0,102542802.0,93318465.0,66215490.0,63775623.0,66034488.0,69290286.0,204273623.0,200277496.0,203893139.0,202111793.0,184284619.0,190208395.0,196090792.0,205433843.0,201633524.0,104096152.0,99996952.0,102542802.0,93318465.0,66215490.0,63775623.0,66034488.0,69290286.0,204273623.0,200277496.0,203893139.0,202111793.0,184284619.0,190208395.0,196090792.0,205433843.0,201633524.0,0.7436307721433031,0.7113977099054604,0.7193905725292699,0.6868597964493839,0.6562429933449845,1.002982139668441,0.721556002486848,0.6386984933149501
11,E1,364000000000.0,475000000000.0,458000000000.0,474000000000.0,421000000000.0,430000000000.0,390000000000.0,383000000000.0,331000000000.0,306000000000.0,331000000000.0,312000000000.0,427000000000.0,2141052324.0,2312266489.0,2408362372.0,2411396991.0,2273755026.0,2360951582.0,2209052239.0,2249487466.0,3270355545.0,3512419789.0,3629693275.0,3658165076.0,3509763920.0,3544179098.0,3460084198.0,3565388941.0,3594979133.0,2141052324.0,2312266489.0,2408362372.0,2411396991.0,2273755026.0,2360951582.0,2209052239.0,2249487466.0,3270355545.0,3512419789.0,3629693275.0,3658165076.0,3509763920.0,3544179098.0,3460084198.0,3565388941.0,3594979133.0,0.7659877617373863,0.7935459473634118,0.7896982347633767,0.7887552723987571,0.7677881155037914,0.7874747592679359,0.7511528882743101,0.7383451033147747
12,GS건설,4700000000000.0,2920000000000.0,1560000000000.0,1650000000000.0,1400000000000.0,1880000000000.0,2030000000000.0,3470000000000.0,2490000000000.0,3030000000000.0,3390000000000.0,1810000000000.0,1290000000000.0,7305538734.0,7847483650.0,9268033517.0,9513096912.0,9657468064.0,10023424375.0,10456899427.0,8408589419.0,11263576376.0,11775952203.0,12427312942.0,13094708930.0,13005492988.0,13376589310.0,13696614624.0,12033275313.0,13171205734.0,7305538734.0,7847483650.0,9268033517.0,9513096912.0,9657468064.0,10023424375.0,10456899427.0,8408589419.0,11263576376.0,11775952203.0,12427312942.0,13094708930.0,13005492988.0,13376589310.0,13696614624.0,12033275313.0,13171205734.0,1.0658727151334406,0.9143620375137829,0.8713093142126492,0.8524891214974107,0.850215218615902,0.8898699137082201,0.9116777955568475,0.9871451545837328
13,GS글로벌,233000000000.0,268000000000.0,200000000000.0,193000000000.0,124000000000.0,255000000000.0,231000000000.0,203000000000.0,183000000000.0,160000000000.0,196000000000.0,186000000000.0,210000000000.0,807889403.0,871082337.0,443643022.0,604901681.0,597989808.0,972158080.0,1010185598.0,932911606.0,1066064452.0,1144032690.0,700315672.0,856611062.0,800714753.0,1326423033.0,1397854513.0,1336006542.0,1205244855.0,807889403.0,871082337.0,443643022.0,604901681.0,597989808.0,972158080.0,1010185598.0,932911606.0,1066064452.0,1144032690.0,700315672.0,856611062.0,800714753.0,1326423033.0,1397854513.0,1336006542.0,1205244855.0,0.9763850591277383,0.9956728920045108,0.9190755651117286,0.9314632000397866,0.901681660410221,0.9251634278579359,0.8879218734546519,0.8502290747016417
14,JW중외제약,146000000000.0,164000000000.0,225000000000.0,216000000000.0,659000000000.0,995000000000.0,875000000000.0,815000000000.0,610000000000.0,745000000000.0,503000000000.0,443000000000.0,836000000000.0,496840929.0,439482599.0,388629268.0,369219165.0,388074345.0,374764691.0,360096626.0,333680091.0,667091705.0,603145264.0,589368538.0,589243249.0,613481028.0,651077844.0,630873131.0,593791187.0,573207865.0,496840929.0,439482599.0,388629268.0,369219165.0,388074345.0,374764691.0,360096626.0,333680091.0,667091705.0,603145264.0,589368538.0,589243249.0,613481028.0,651077844.0,630873131.0,593791187.0,573207865.0,0.9636470131194331,1.0005592931257767,1.0411639380723101,0.9931707592631239,1.7067754294106712,2.1038416582948565,1.9577575352468133,1.9344849100968553
15,JW홀딩스,114000000000.0,114000000000.0,128000000000.0,128000000000.0,498000000000.0,544000000000.0,519000000000.0,452000000000.0,410000000000.0,387000000000.0,235000000000.0,210000000000.0,253000000000.0,848163133.0,871669889.0,778416999.0,822989888.0,812556924.0,919038933.0,976649666.0,874638659.0,1094786336.0,1077132172.0,1014442067.0,1030745502.0,1082862853.0,1196629709.0,1347252529.0,1275635934.0,1226595425.0,848163133.0,871669889.0,778416999.0,822989888.0,812556924.0,919038933.0,976649666.0,874638659.0,1094786336.0,1077132172.0,1014442067.0,1030745502.0,1082862853.0,1196629709.0,1347252529.0,1275635934.0,1226595425.0,0.8788592818169773,0.9150872238546413,0.8935128268887138,0.9226233693523311,1.2102704607228778,1.2226329682409716,1.1101479743446079,1.039982195264813
16,KB금융,14000000000000.0,14600000000000.0,16300000000000.0,14000000000000.0,12800000000000.0,17900000000000.0,26500000000000.0,19400000000000.0,19800000000000.0,18000000000000.0,22900000000000.0,19800000000000.0,21800000000000.0,254501000000.0,260988000000.0,266185000000.0,280843000000.0,300163000000.0,344412000000.0,402741000000.0,443875000000.0,277601000000.0,285751000000.0,292168000000.0,308356000000.0,329065000000.0,375674000000.0,436786000000.0,479588000000.0,518538000000.0,254501000000.0,260988000000.0,266185000000.0,280843000000.0,300163000000.0,344412000000.0,402741000000.0,443875000000.0,277601000000.0,285751000000.0,292168000000.0,308356000000.0,329065000000.0,375674000000.0,436786000000.0,479588000000.0,518538000000.0,0.9672191382595884,0.9644340702219765,0.966858109033159,0.9561772756164952,0.9510674182912191,0.9644319276819796,0.9827260947008375,0.9659853874575678
17,KEC,104000000000.0,91639156103.0,46293149056.0,68790202360.0,66133070080.0,89047384000.0,143000000000.0,116000000000.0,121000000000.0,343000000000.0,537000000000.0,283000000000.0,313000000000.0,312531013.0,254745797.0,220305018.0,195253724.0,189474238.0,180908585.0,137201102.0,125768863.0,479025819.0,409366183.0,376185399.0,346623526.0,340459280.0,383108805.0,359839158.0,351174343.0,334212514.0,312531013.0,254745797.0,220305018.0,195253724.0,189474238.0,180908585.0,137201102.0,125768863.0,479025819.0,409366183.0,376185399.0,346623526.0,340459280.0,383108805.0,359839158.0,351174343.0,334212514.0,0.8695377085718212,0.8461494072728524,0.7086882366106931,0.761759968825659,0.7507720396988444,0.7046456919725455,0.7786842976105453,0.6884582197395895
18,KG케미칼,81641000000.0,122000000000.0,181000000000.0,180000000000.0,178000000000.0,171000000000.0,303000000000.0,217000000000.0,156000000000.0,310000000000.0,426000000000.0,285000000000.0,469000000000.0,574164639.0,674103942.0,498871936.0,495751880.0,678433511.0,753316753.0,902897458.0,904440514.0,854039979.0,1011500974.0,911141519.0,928917994.0,1142452651.0,1263528834.0,1480673142.0,1508599076.0,4151542217.0,574164639.0,674103942.0,498871936.0,495751880.0,678433511.0,753316753.0,902897458.0,904440514.0,854039979.0,1011500974.0,911141519.0,928917994.0,1142452651.0,1263528834.0,1480673142.0,1508599076.0,4151542217.0,0.7678863462198647,0.787052076531169,0.7461760021057716,0.7274612876107124,0.7496446441350154,0.7315359397647114,0.8144251582568383,0.7433655050177161
19,KR모터스,79362017035.0,58954641226.0,52271524002.0,124000000000.0,223000000000.0,152000000000.0,61186294000.0,64491045000.0,52854896925.0,104000000000.0,83158823320.0,53837540400.0,34417570470.0,64573121.0,58530096.0,59616987.0,91067796.0,89813517.0,86129897.0,63221641.0,85006462.0,133337774.0,119327267.0,116931646.0,136844164.0,157559972.0,148873916.0,108443184.0,154901067.0,144081160.0,64573121.0,58530096.0,59616987.0,91067796.0,89813517.0,86129897.0,63221641.0,85006462.0,133337774.0,119327267.0,116931646.0,136844164.0,157559972.0,148873916.0,108443184.0,154901067.0,144081160.0,1.0794775832615895,0.9845590214179631,0.9568710851979284,1.571625633958347,1.9853615929812427,1.599540761727528,1.1472176527018978,0.9651160569474967
20,KSS해운,44053172000.0,99119637000.0,144000000000.0,145000000000.0,199000000000.0,188000000000.0,210000000000.0,150000000000.0,179000000000.0,240000000000.0,275000000000.0,214000000000.0,214000000000.0,156547816.0,171791446.0,178301241.0,310586610.0,333550200.0,411978477.0,677378952.0,653237720.0,290211266.0,309112196.0,339056173.0,494936208.0,545679903.0,647988184.0,904763003.0,904473325.0,957238169.0,156547816.0,171791446.0,178301241.0,310586610.0,333550200.0,411978477.0,677378952.0,653237720.0,290211266.0,309112196.0,339056173.0,494936208.0,545679903.0,647988184.0,904763003.0,904473325.0,957238169.0,0.6912239857704214,0.8764166749344307,0.9505836102267338,0.9204956166795539,0.975938818842665,0.9259095949811331,0.9807860722174114,0.8880723154549638
21,LF,1180000000000.0,915000000000.0,985000000000.0,874000000000.0,789000000000.0,630000000000.0,915000000000.0,727000000000.0,541000000000.0,430000000000.0,504000000000.0,465000000000.0,388000000000.0,347806319.0,333351783.0,376632462.0,420003361.0,457297484.0,528952359.0,491507174.0,468412422.0,1172742302.0,1208059897.0,1291580454.0,1402966835.0,1474852964.0,1581137589.0,1594829433.0,1651840925.0,2417125014.0,347806319.0,333351783.0,376632462.0,420003361.0,457297484.0,528952359.0,491507174.0,468412422.0,1172742302.0,1208059897.0,1291580454.0,1402966835.0,1474852964.0,1581137589.0,1594829433.0,1651840925.0,2417125014.0,1.3027638863154098,1.0333525565247696,1.0542374327383557,0.9223335354181769,0.8450316841211569,0.73298640615646,0.8819169905550646,0.7236849528958123
22,LG,10700000000000.0,11300000000000.0,11200000000000.0,10700000000000.0,12400000000000.0,10500000000000.0,15900000000000.0,12200000000000.0,12900000000000.0,15300000000000.0,12900000000000.0,12500000000000.0,13700000000000.0,4200204000.0,4302676000.0,4444886000.0,4746872000.0,4815156000.0,5269358000.0,5468186000.0,4671433000.0,15160651000.0,15848076000.0,16550177000.0,17332707000.0,18123400000.0,19489442000.0,21647697000.0,22835911000.0,22434630000.0,4200204000.0,4302676000.0,4444886000.0,4746872000.0,4815156000.0,5269358000.0,5468186000.0,4671433000.0,15160651000.0,15848076000.0,16550177000.0,17332707000.0,18123400000.0,19489442000.0,21647697000.0,22835911000.0,22434630000.0,0.9828208564394761,0.9845154705214689,0.9453002224689199,0.8911978954008742,0.9498855623117075,0.8091231139403581,0.9870881877180746,0.7388114711079404
23,LG디스플레이,8770000000000.0,11100000000000.0,9070000000000.0,12000000000000.0,8780000000000.0,11300000000000.0,10700000000000.0,6460000000000.0,5810000000000.0,6640000000000.0,8800000000000.0,4450000000000.0,4560000000000.0,15031903000.0,14215331000.0,10917864000.0,11183613000.0,9872204000.0,11421948000.0,14178177000.0,18289464000.0,25162931000.0,24455511000.0,21715284000.0,22967023000.0,22577160000.0,24884336000.0,29159687000.0,33175710000.0,35574563000.0,15031903000.0,14215331000.0,10917864000.0,11183613000.0,9872204000.0,11421948000.0,14178177000.0,18289464000.0,25162931000.0,24455511000.0,21715284000.0,22967023000.0,22577160000.0,24884336000.0,29159687000.0,33175710000.0,35574563000.0,0.9459113884626557,1.0351585374764813,0.9204514202991773,1.009430477776767,0.826153688063512,0.9131024432397955,0.8531702346462087,0.7460115849819039
24,LG생활건강,7870000000000.0,10700000000000.0,9040000000000.0,10300000000000.0,17500000000000.0,14600000000000.0,20000000000000.0,18600000000000.0,21300000000000.0,26800000000000.0,18400000000000.0,11900000000000.0,5880000000000.0,1308326210.0,1492546004.0,1959727163.0,2119845056.0,2099294365.0,1881322776.0,1696736926.0,1681854156.0,2368903664.0,2764135538.0,3435103838.0,3828347997.0,4214636964.0,4502162482.0,4778519961.0,5275874284.0,6493669663.0,1308326210.0,1492546004.0,1959727163.0,2119845056.0,2099294365.0,1881322776.0,1696736926.0,1681854156.0,2368903664.0,2764135538.0,3435103838.0,3828347997.0,4214636964.0,4502162482.0,4778519961.0,5275874284.0,6493669663.0,3.8745037839580125,4.41097979327814,3.202152738825009,3.2441787072994765,4.6502924290776475,3.6607569899783994,4.540472176129516,3.8442641094592087
25,LG유플러스,3810000000000.0,3410000000000.0,4690000000000.0,5020000000000.0,4540000000000.0,5000000000000.0,6110000000000.0,7710000000000.0,6200000000000.0,5130000000000.0,5940000000000.0,4820000000000.0,4470000000000.0,7189151000.0,7340197000.0,7752431000.0,7834848000.0,7502595000.0,7162789000.0,6702467000.0,7086579000.0,11048543000.0,11088697000.0,11775047000.0,12012660000.0,11950998000.0,11989117000.0,11935453000.0,13939948000.0,17941050000.0,7189151000.0,7340197000.0,7752431000.0,7834848000.0,7502595000.0,7162789000.0,6702467000.0,7086579000.0,11048543000.0,11088697000.0,11775047000.0,12012660000.0,11950998000.0,11989117000.0,11935453000.0,13939948000.0,17941050000.0,0.9955295462940227,0.9694734196452478,1.0566778204791878,1.070108369004034,1.0076643808324628,1.0144858040838203,1.0734797414057096,1.0614515204791295
26,LG이노텍,1370000000000.0,1660000000000.0,1690000000000.0,2660000000000.0,2330000000000.0,2090000000000.0,3410000000000.0,2040000000000.0,3310000000000.0,4320000000000.0,8610000000000.0,5980000000000.0,5670000000000.0,3085126396.0,3617978658.0,3264370902.0,2732270963.0,2149282679.0,2545243040.0,3926706309.0,3637832042.0,4409966704.0,4886285404.0,4581270749.0,4428761037.0,3914337673.0,4323719058.0,5877488987.0,5756067241.0,5770780510.0,3085126396.0,3617978658.0,3264370902.0,2732270963.0,2149282679.0,2545243040.0,3926706309.0,3637832042.0,4409966704.0,4886285404.0,4581270749.0,4428761037.0,3914337673.0,4323719058.0,5877488987.0,5756067241.0,5770780510.0,1.0102403702864782,1.0801617633057932,1.081440319387681,1.2175574428040652,1.144327100315548,1.0720500055209645,1.248272234150934,0.9864082201050854
27,LG전자,11200000000000.0,12400000000000.0,11600000000000.0,10100000000000.0,9300000000000.0,8890000000000.0,18200000000000.0,10600000000000.0,12300000000000.0,23200000000000.0,23700000000000.0,14900000000000.0,17400000000000.0,19510209000.0,22060303000.0,22838695000.0,24077323000.0,23330409000.0,24498527000.0,26547275000.0,28021536000.0,32658457000.0,34766050000.0,35528064000.0,37068420000.0,36313896000.0,37855269000.0,41220959000.0,44328443000.0,44859875000.0,19510209000.0,22060303000.0,22838695000.0,24077323000.0,23330409000.0,24498527000.0,26547275000.0,28021536000.0,32658457000.0,34766050000.0,35528064000.0,37068420000.0,36313896000.0,37855269000.0,41220959000.0,44328443000.0,44859875000.0,0.9403447627669611,0.9912055870597897,0.9693377888533414,0.9220064680393715,0.8985653591121151,0.8820047481369107,1.0855466754182017,0.8712585731919346
28,LX하우시스,803000000000.0,733000000000.0,1320000000000.0,1530000000000.0,1400000000000.0,916000000000.0,928000000000.0,541000000000.0,519000000000.0,733000000000.0,581000000000.0,297000000000.0,412000000000.0,1220207000.0,1051514000.0,1169149000.0,1227004000.0,1374163000.0,1348533000.0,1596851000.0,1592967000.0,1942481000.0,1778034000.0,1952089000.0,2057065000.0,2251751000.0,2285896000.0,2582431000.0,2509714000.0,2565579000.0,1220207000.0,1051514000.0,1169149000.0,1227004000.0,1374163000.0,1348533000.0,1596851000.0,1592967000.0,1942481000.0,1778034000.0,1952089000.0,2057065000.0,2251751000.0,2285896000.0,2582431000.0,2509714000.0,2565579000.0,1.0415581928471886,1.0036444747400781,1.275120652798105,1.3402610029337916,1.232002561562091,0.9906544304727775,0.9777031796783728,0.8502829406059814
29,LG화학,21900000000000.0,22600000000000.0,21000000000000.0,13100000000000.0,23700000000000.0,18700000000000.0,30500000000000.0,26000000000000.0,23700000000000.0,61100000000000.0,45600000000000.0,44500000000000.0,37600000000000.0,5577875000.0,5815798000.0,5720802000.0,5861794000.0,5475206000.0,6436093000.0,8702644000.0,11622009000.0,15285554000.0,16581153000.0,17446464000.0,18127646000.0,18578728000.0,20487060000.0,25041221000.0,28944137000.0,34024426000.0,5577875000.0,5815798000.0,5720802000.0,5861794000.0,5475206000.0,6436093000.0,8702644000.0,11622009000.0,15285554000.0,16581153000.0,17446464000.0,18127646000.0,18578728000.0,20487060000.0,25041221000.0,28944137000.0,34024426000.0,1.7976368406405159,1.7137407754454712,1.531588406682294,1.0460152410301922,1.5703554086157028,1.2269253372616666,1.5655244606483047,1.2998145012926106
30,LS,2450000000000.0,3040000000000.0,2600000000000.0,1750000000000.0,1300000000000.0,1910000000000.0,2330000000000.0,1580000000000.0,1540000000000.0,2300000000000.0,1740000000000.0,2240000000000.0,3000000000000.0,7171760000.0,7197932000.0,6999669000.0,7302628000.0,6927878000.0,6457803000.0,6346794000.0,6130728000.0,9957828000.0,10088230000.0,10006806000.0,10335736000.0,9881465000.0,9713037000.0,9978904000.0,10490289000.0,10763512000.0,7171760000.0,7197932000.0,6999669000.0,7302628000.0,6927878000.0,6457803000.0,6346794000.0,6130728000.0,9957828000.0,10088230000.0,10006806000.0,10335736000.0,9881465000.0,9713037000.0,9978904000.0,10490289000.0,10763512000.0,0.9662508731823848,1.014839273093496,0.959313990897795,0.8758571232856567,0.8326577081434787,0.8615022263376532,0.8695137261567002,0.7350348498501805
31,LS네트웍스,347000000000.0,337000000000.0,384000000000.0,323000000000.0,287000000000.0,239000000000.0,228000000000.0,195000000000.0,182000000000.0,212000000000.0,237000000000.0,189000000000.0,335000000000.0,549800467.0,602751366.0,676615561.0,821054924.0,831197767.0,658390009.0,650637584.0,635491368.0,1342185570.0,1403958523.0,1450767343.0,1590408230.0,1521083340.0,1261322782.0,1273488634.0,1273639855.0,1173590680.0,549800467.0,602751366.0,676615561.0,821054924.0,831197767.0,658390009.0,650637584.0,635491368.0,1342185570.0,1403958523.0,1450767343.0,1590408230.0,1521083340.0,1261322782.0,1273488634.0,1273639855.0,1173590680.0,0.6681642889365887,0.6693583539718289,0.7310721227063077,0.7193467076060088,0.7351324793288446,0.7114673752083231,0.6899453678202204,0.652061385123662
32,LSELECTRIC,2000000000000.0,2010000000000.0,1970000000000.0,1790000000000.0,1380000000000.0,1190000000000.0,1950000000000.0,1470000000000.0,1640000000000.0,1890000000000.0,1670000000000.0,1690000000000.0,2200000000000.0,992876188.0,1182784732.0,1174325964.0,1300894607.0,1236975244.0,1195739343.0,1107681471.0,1108364188.0,1769390133.0,2020324063.0,2101280444.0,2294355146.0,2251673935.0,2261805558.0,2255821411.0,2405835525.0,2538144407.0,992876188.0,1182784732.0,1174325964.0,1300894607.0,1236975244.0,1195739343.0,1107681471.0,1108364188.0,1769390133.0,2020324063.0,2101280444.0,2294355146.0,2251673935.0,2261805558.0,2255821411.0,2405835525.0,2538144407.0,1.6914733117255378,1.5803329725524335,1.4963856790169603,1.3471735674351437,1.1622354388536278,1.0547941818259516,1.3554625628118928,1.07171257602907
