,종목명,업종명,종목코드,결산월,회계연도,주기,총자산(천원),유동자산(천원),매출채권(천원),재고자산(천원),유형자산(천원),부채및자본총계(천원),총부채(천원),유동부채(천원),매입채무(천원),단기차입금(천원),장기차입금(천원),총자본(천원),매출액(천원),매출원가(천원),영업이익(천원),연구개발비(천원),광고선전비(천원),당기순이익(천원),영업활동으로인한현금흐름(천원),투자활동으로인한현금흐름(천원),재무활동으로인한현금흐름(천원),자기자본비율(%),차입금의존도(%),부채비율(%),차입금비율(%),*매출원가율(%),ROE(당기순이익)(%),영업이익률(%),EBIT(천원),매출총이익률(%),총자산(천원)_증가율(%),유동자산(천원)_증가율(%),유형자산(천원)_증가율(%),부채및자본총계(천원)_증가율(%),총부채(천원)_증가율(%),유동부채(천원)_증가율(%),총자본(천원)_증가율(%),매출액(천원)_증가율(%),영업이익(천원)_증가율(%),당기순이익(천원)_증가율(%),영업활동으로인한현금흐름(천원)_증가율(%),투자활동으로인한현금흐름(천원)_증가율(%),총자산(천원)_회전율,총자본(천원)_회전율,총부채(천원)_회전율,지배구조_등급차이
281,SK텔레콤,통신업,A017670,12,2012,Annual,25595559623.0,5294420978.0,1954920332,242145567,9712718716.0,25595559623.0,12740777306.0,6174895434,253884391,600244564,369236902,12854782317.0,16141409477.0,0.0,1730049433,304557475,384353297,1115662553,3999664146,-5309583793,585266657,50.22,26.82,99.11,53.39,0.0,8.72,10.72,1730049433.0,100.0,5.046053335685907,-13.454202060207566,7.548672913305565,5.046053335685907,9.51963172388266,-7.472655486368984,0.9587376068155962,1.3495823047760205,-24.63672298853571,-29.480981247594297,-36.5776432293399,25.253771571750462,0.6306331924266831,1.2556734979209685,1.2669093171731791,-1.0
282,SK텔레콤,통신업,A017670,12,2013,Annual,26576515000.0,5123415000.0,2257316000,177120000,10196607000.0,26576515000.0,12409958000.0,6069220000,214716000,260000000,104808000,14166557000.0,16602054000.0,0.0,2011109000,352385000,394066000,1609549000,3558570000,-2506477000,-573157000,53.3,24.62,87.6,46.18,0.0,11.91,12.11,2011109000.0,100.0,3.832521700828617,-3.2299278563337586,4.982006564267927,3.832521700828617,-2.596539426556088,-1.7113720407010202,10.204565512285836,2.8538060672853582,16.24575353969091,44.268443506681,-11.028279622956129,-52.79334317494968,0.6246889029656447,1.171918766147625,1.3378009820822925,0.0
283,SK텔레콤,통신업,A017670,12,2014,Annual,27941233000.0,5083148000.0,2392150000,267667000,10567701000.0,27941233000.0,12692963000.0,5420310000,275495000,366600000,149720000,15248270000.0,17163798000.0,0.0,1825105000,390943000,415857000,1799320000,3677385000,-3683165000,-559399000,54.57,24.87,83.24,45.58,0.0,12.23,10.63,1825105000.0,100.0,5.135052507825044,-0.7859406274916214,3.639387102003644,5.135052507825044,2.28046702494884,-10.691818718056023,7.635680285619162,3.383581332767616,-9.248827388271842,11.790321388165248,3.3388411637258697,46.94589258149986,0.614282054052518,1.1256226444049062,1.3522294203488971,0.0
284,SK텔레콤,통신업,A017670,12,2015,Annual,28581387000.0,5160242000.0,2344867000,273556000,10371256000.0,28581387000.0,13207291000.0,5256493000,279782000,260000000,121553000,15374096000.0,17136734000.0,0.0,1708006000,315790000,405005000,1515885000,3778129000,-2880499000,-964583000,53.79,26.74,85.91,49.72,0.0,9.9,9.97,1708006000.0,100.0,2.291072838482111,1.5166585745683523,-1.8589189834193889,2.291072838482111,4.0520720024158186,-3.0222810134475697,0.8251821354160249,-0.1576807184517137,-6.416014421088101,-15.752339772803058,2.7395554177764847,-21.792833066126548,0.5995767105354264,1.1146498629903183,1.2975207406272793,0.0
285,SK텔레콤,통신업,A017670,12,2016,Annual,31297663000.0,5996628000.0,2240926000,259846000,10374212000.0,31297663000.0,15181233000.0,6444099000,402445000,2614000,139716000,16116430000.0,17091816000.0,0.0,1535744000,344787000,438453000,1660101000,4243168000,-2462208000,-1044829000,51.49,24.51,94.2,47.6,0.0,10.54,8.99,1535744000.0,100.0,9.503653549073745,16.20827085241352,0.0285018516561486,9.503653549073745,14.945850742593624,22.59312435115961,4.828472516367799,-0.2621152898796275,-10.08556176032168,9.51365044182111,12.308711534201189,-14.521477007976744,0.5461051836362351,1.060521219649761,1.125851635371119,0.0
286,SK텔레콤,통신업,A017670,12,2017,Annual,33428669000.0,6201799000.0,2126007000,272403000,10144882000.0,33428669000.0,15399474000.0,7109123000,351711000,130000000,211486000,18029195000.0,17520013000.0,0.0,1536626000,395276000,522753000,2657595000,3855820000,-3070607000,-826618000,53.93,23.25,85.41,43.11,0.0,15.57,8.77,1536626000.0,100.0,6.8088342570497895,3.421439515674485,-2.210577535913094,6.8088342570497895,1.4375709799065772,10.319891112783951,11.86841626836712,2.505275039235144,0.0574314469078185,60.08634414412135,-9.128745314821373,24.709488394156786,0.524101423242427,0.971757918198788,1.1377020409917895,0.0
287,SK하이닉스,전기전자,A000660,12,2011,Annual,17238148000.0,4936850000.0,1540925000,1183608000,10899308000.0,17238148000.0,9362877000.0,4817286000,678408000,1416158000,1482824000,7875271000.0,10395811000.0,8704921000.0,369095000,609729000,0,-55971000,2855960000,-3389264000,519133000,45.69,39.31,118.89,86.05,83.73,-0.71,3.55,369095000.0,16.27,-0.999126068358025,-8.848382392746345,2.915118907557468,-0.999126068358025,-1.490487546952557,-9.949848202440617,-0.4085322733540564,-14.12742677445814,-87.7025762302338,-102.1547404791007,-51.458483930000654,-27.63351633147374,0.6030700629789233,1.3200575573843745,1.110322286621943,0.0
288,SK하이닉스,전기전자,A000660,12,2012,Annual,18648693000.0,5313573000.0,1719521000,1509331000,11586192000.0,18648693000.0,8909251000.0,4441180000,592738000,1020609000,2301807000,9739442000.0,10162210000.0,8550989000.0,-227349000,975057000,0,-158795000,2211651000,-4698379000,1917122000,52.23,34.7,91.48,66.45,84.14,-1.8,-2.24,-227349000.0,15.86,8.18269456788514,7.630837477338792,6.30208816926725,8.18269456788514,-4.844942425282317,-7.807425176748895,23.671198108611115,-2.247068554824627,-161.59633698641272,183.70942095013487,-22.560154904130314,38.62534756808558,0.5449288054664206,1.0434078256228645,1.1406357279641128,-1.0
289,SK하이닉스,전기전자,A000660,12,2013,Annual,20797298000.0,6653124000.0,1941675000,1178300000,12129797000.0,20797298000.0,7730439000.0,3078239000,648793000,137979000,1730183000,13066859000.0,14165102000.0,8864587000.0,3379785000,968804000,0,2872857000,6372056000,-4892125000,-1499989000,62.83,21.88,59.16,34.82,62.58,25.19,23.86,3379785000.0,37.42,11.521477671384272,25.2099858230987,4.691834901406788,11.521477671384272,-13.23132550648758,-30.688713359962893,34.16434945657052,39.38997521208479,-1586.6064948603248,-1909.1608677855093,188.1130883670163,4.123677549214322,0.6811029971297233,1.0840479720489828,1.832380023954655,-1.0
290,SK하이닉스,전기전자,A000660,12,2014,Annual,26883278000.0,10363514000.0,3732926000,1497563000,14090334000.0,26883278000.0,8846975000.0,5765304000,787822000,734165000,1262772000,18036303000.0,17125566000.0,9461725000.0,5109466000,1409530000,0,4195169000,5866691000,-6087827000,28343000,67.09,15.53,49.05,23.15,55.25,26.98,29.84,5109466000.0,44.75,29.26332064867272,55.769139429837765,16.162982777040714,29.26332064867272,14.44337119793584,87.29227977424753,38.03089939211864,20.899701251710013,51.17724944042299,46.02776956876029,-7.930956664536537,24.44136239364285,0.6370341444224176,0.9495053393148252,1.9357538593700103,0.0
291,SK하이닉스,전기전자,A000660,12,2015,Annual,29677906000.0,9760030000.0,2628448000,1923376000,16966252000.0,29677906000.0,8290203000.0,4840698000,791373000,147948000,1512003000,21387703000.0,18797998000.0,10515353000.0,5336100000,1620324000,43411000,4323595000,9319520000,-7125530000,-1462257000,72.07,12.87,38.76,17.85,55.94,21.93,28.39,5336100000.0,44.06,10.39541383308984,-5.823159982222248,20.410573659928865,10.39541383308984,-6.293360159828643,-16.037419709350974,18.581413275214985,9.76570351017887,4.435571153619566,3.06128310921443,58.85479565908618,17.04554022313709,0.6334004157840516,0.8789161697261272,2.267495500411751,0.0
292,SK하이닉스,전기전자,A000660,12,2016,Annual,32216026000.0,9838982000.0,3251652000,2026198000,18777402000.0,32216026000.0,8192496000.0,4160849000,696144000,0,2095737000,24023530000.0,17197975000.0,10787139000.0,3276746000,1744711000,47055000,2960483000,5548922000,-6230451000,116876000,74.57,13.46,34.1,18.05,62.72,13.04,19.05,3276746000.0,37.28,8.552220631738638,0.8089319397583727,10.675015318645498,8.552220631738638,-1.1785839261113429,-14.044441524755314,12.324030308444067,-8.511667040288017,-38.5928674500103,-31.527282273200885,-40.45914381856577,-12.561577875610652,0.5338329128490273,0.715880430561204,2.099235080493173,1.0
293,SK하이닉스,전기전자,A000660,12,2017,Annual,45418464000.0,17310444000.0,5552795000,2640439000,24062601000.0,45418464000.0,11597545000.0,8116133000,758578000,192686000,2080333000,33820919000.0,30109434000.0,12701843000.0,13721326000,1975386000,83748000,10642219000,14690614000,-11919162000,-351906000,74.47,9.18,34.29,12.33,42.19,36.8,45.57,13721326000.0,57.81,40.98096394632906,75.93734798986318,28.14659344247943,40.98096394632906,41.56302303962065,95.05954193483107,40.78247035302471,75.07546091909076,318.74853894686987,259.47576797434743,164.7471707117166,91.30496331645976,0.6629337795307213,0.8902606697352015,2.59619031441568,-1.0
294,SNT다이내믹스,운수장비,A003570,12,2011,Annual,1182293020.0,542977795.0,197114689,122904046,558886547.0,1182293020.0,411764235.0,295360007,170404009,32078884,627000,770528785.0,744220700.0,631801243.0,70216617,2205028,968406,56600554,82056085,-47801988,-22187304,65.17,2.82,53.44,4.33,84.89,8.1,9.43,70216616.55,15.11,29.85262868643361,40.19334144350124,29.868743248998108,29.85262868643361,45.68196031190266,52.834306084997685,22.7264807145742,28.024224771188223,10.268498828407502,7.870768881973866,132.03428559212682,-174.69188418145592,0.6294722944401718,0.9658571029244548,1.8073951954569345,0.0
295,SNT다이내믹스,운수장비,A003570,12,2012,Annual,1156625435.0,520914376.0,197766561,135744536,550686565.0,1156625435.0,362099616.0,248817945,137717813,8843803,1230693,794525820.0,612116424.0,546516625.0,35135806,613461,1381039,43739685,14551870,-10082639,-23953467,68.69,1.36,45.57,1.99,89.28,5.59,5.74,35135806.16,10.72,-2.17100029906292,-4.063410917199661,-1.467199746355674,-2.17100029906292,-12.061421264525318,-15.75774001115865,3.1143593162453964,-17.750685515734776,-49.96083904184675,-22.722160988035554,-82.26594651694631,-78.90749020731104,0.5292261483079006,0.7704172836069695,1.690464162215516,0.0
296,SNT다이내믹스,운수장비,A003570,12,2013,Annual,935742233.0,421758329.0,130634765,140996272,434168623.0,935742233.0,263026289.0,175157177,114618700,7116000,741141,672715945.0,584031728.0,535894190.0,19493440,34000,1122421,22626749,53217372,-19590158,-13906359,71.89,0.86,39.1,1.2,91.76,3.08,3.34,19493439.74,8.24,-19.09721119006863,-19.03499914158637,-21.158667998374,-19.09721119006863,-27.36079316913719,-29.604282761840185,-15.331141157879546,-4.588129790159002,-44.51973010096879,-48.269520002258815,265.70813235687234,94.29593779961772,0.6241374038741286,0.8681698900417768,2.2204310079438487,1.0
297,SNT다이내믹스,운수장비,A003570,12,2014,Annual,914416684.0,395314600.0,114778519,123356826,425930805.0,914416684.0,260125541.0,170715794,81125132,7084000,496019,654291143.0,558453346.0,534806241.0,-3703121,0,672981,2593959,51062055,-32288937,-18825386,71.55,0.86,39.76,1.2,95.77,0.39,-0.66,-3703121.18,4.23,-2.278998237755081,-6.269877126718226,-1.897377554158264,-2.278998237755081,-1.102835770153754,-2.53565573279364,-2.738868037385378,-4.379621992043559,-118.99675480571923,-88.53587406657492,-4.050025243636613,64.82223879970748,0.6107208625690386,0.8535242330186945,2.1468608728429324,0.0
298,SNT다이내믹스,운수장비,A003570,12,2015,Annual,921662680.0,425095624.0,88281575,121438153,419185972.0,921662680.0,244069810.0,152652312,56553357,6600000,241477,677592870.0,504444993.0,442500512.0,38471397,0,435440,32623127,49034555,-6324711,-3577565,73.52,0.77,36.02,1.05,87.72,4.9,7.63,38471397.49,12.28,0.7924173002075374,7.53349964812835,-1.5835513470315865,0.7924173002075374,-6.172300858376689,-10.58102567826853,3.5613697738836825,-9.671059075362765,-1138.8911677474218,1157.6577733109891,-3.970658838544594,-80.41214240035217,0.5473206238534037,0.7444662057910969,2.066806185492585,-1.0
299,SNT다이내믹스,운수장비,A003570,12,2016,Annual,890522084.0,421580737.0,98714681,92241762,404366513.0,890522084.0,236978141.0,150625432,72042165,6600000,0,653543942.0,468007770.0,444674639.0,-1447729,0,297658,-24435794,44463191,-9837017,-7486660,73.39,0.77,36.26,1.05,95.01,-3.67,-0.31,-1447729.4,4.99,-3.378741124681317,-0.8268461968453433,-3.5352945923486145,-3.378741124681317,-2.905590412841308,-1.327775500707773,-3.549170757950859,-7.223230184782503,-103.7631308267802,-174.9032856353715,-9.32273985151899,55.53306704448631,0.5255431374568809,0.7161075788841142,1.974898478083681,1.0
300,SNT다이내믹스,운수장비,A003570,12,2017,Annual,838427549.0,399108316.0,68982827,81128806,387097565.0,838427549.0,233899733.0,164030236,43815755,6520000,0,604527815.0,436273550.0,409309801.0,-37459302,0,323549,-30924389,33360987,-47870662,-15701262,72.1,0.78,38.69,1.08,93.82,-4.92,-8.59,-37459302.48,6.18,-5.849886929923686,-5.33051418808066,-4.270617730405391,-5.849886929923686,-1.2990261409806525,8.899429413752657,-7.500050700492911,-6.780703662249021,2487.452624075362,26.553649126359467,-24.969426958132622,386.6379919847653,0.5203473460770073,0.721676553460158,1.865216109502784,0.0
301,SNT모티브,운수장비,A064960,12,2011,Annual,899406231.0,455992508.0,212823550,151929976,424277256.0,899406231.0,416185552.0,326924302,225024028,51668324,0,483220680.0,910484643.0,804850943.0,34760776,19573015,1844177,40654399,29703789,23897640,-45974879,53.73,5.74,86.13,10.69,88.4,9.02,3.82,34760775.95,11.6,18.684235851569685,26.517197589040897,20.06750266503019,18.684235851569685,22.44328998230456,19.62869997164108,15.626894955946868,33.61863999051806,-26.94187973758513,23.187126389860246,6.653419631872892,-30.33744463648398,1.0123174730373865,1.884200491998811,2.1876892136803443,0.0
302,SNT모티브,운수장비,A064960,12,2012,Annual,895055890.0,454072273.0,207930776,145212382,427862373.0,895055890.0,404996794.0,310059609,198403686,52630834,0,490059095.0,905113613.0,807215138.0,34398464,18330601,1648492,15707791,40452016,-39029609,-4514578,54.75,5.88,82.64,10.74,89.18,3.23,3.8,34398463.98,10.82,-0.4836903336952747,-0.4211110854479227,0.8449939159595132,-0.4836903336952747,-2.688406155915768,-5.158592645706717,1.4151743257345697,-0.5899089063493457,-1.0423012420666344,-61.36262892485509,36.184700207774846,-263.3199303362173,1.011236977614884,1.846947893090322,2.2348661184710514,0.0
303,SNT모티브,운수장비,A064960,12,2013,Annual,1206018423.0,639221031.0,257713147,170844504,545314602.0,1206018423.0,545844242.0,436069652,244240536,67284885,0,660174181.0,874892057.0,762672272.0,55449599,19827469,374363,29894402,40877009,770263,17421032,54.74,6.01,82.68,10.98,87.17,5.2,6.34,55449599.13,12.83,34.74224754836259,40.7751736913476,27.45093665901768,34.74224754836259,34.7774229541185,40.64058630738969,34.71317800968472,-3.33897928016248,61.19789244077876,90.31576114044296,1.0506101846691651,-101.97353501542892,0.7254383849491162,1.325244279736532,1.602823643965452,0.0
304,SNT모티브,운수장비,A064960,12,2014,Annual,1115027090.0,588020026.0,238187591,161493201,499087672.0,1115027090.0,454875421.0,346840747,208915693,20000000,0,660151669.0,1099294316.0,950858637.0,69008650,18754405,505130,63510039,43789397,-13513987,-56084275,59.2,2.29,68.9,3.87,86.5,9.62,6.28,69008649.8,13.5,-7.544771395254212,-8.009906200974171,-8.477112079973237,-7.544771395254212,-16.66571047203609,-20.462076319862778,-0.0034100091533262,25.649136622576503,24.45292886608612,112.44793255941362,7.124758076110704,-1854.4639947654243,0.9858902315996644,1.6652147796054424,2.416693154321917,1.0
305,SNT모티브,운수장비,A064960,12,2015,Annual,1172763190.0,645403557.0,248382913,148663223,499189720.0,1172763190.0,403883173.0,303642392,184617052,347267,0,768880017.0,1210524500.0,991236593.0,123133840,21134115,490002,97385183,70454719,-12418378,-10009184,65.56,0.03,52.53,0.05,81.88,13.63,10.17,123133839.6,18.12,5.177999756041807,9.75877154904925,0.0204469085744118,5.177999756041807,-11.210156813463,-12.454809699738078,16.470207242632906,10.118326128050326,78.4324718712799,53.33825098107718,60.89447178274685,-8.107222539136671,1.032198580516498,1.574399741487884,2.9972144940041856,0.0
306,SNT모티브,운수장비,A064960,12,2016,Annual,1248155630.0,716324278.0,251441355,142148536,495387638.0,1248155630.0,459377724.0,368581136,186676878,290307,0,788777907.0,1153810828.0,978364574.0,71647791,18948528,669211,34344246,106102873,-35368912,-17084507,63.2,0.02,58.24,0.04,84.79,4.41,6.21,71647791.2,15.21,6.428615823114292,10.98858539448675,-0.7616507006594553,6.428615823114292,13.740248346518769,21.386586890015025,2.587905727819173,-4.68504949713946,-41.813078354415,-64.73360223597875,50.59725523850289,184.8110437611096,0.9244126295372316,1.4627828920669808,2.511682146781676,0.0
307,SNT모티브,운수장비,A064960,12,2017,Annual,1226311096.0,707755426.0,255324368,131109968,485625121.0,1226311096.0,397537549.0,304754255,208271604,0,0,828773547.0,1137470938.0,962199992.0,96737246,19827310,740078,59056157,70323443,-20624658,-15684705,67.58,0.0,47.97,0.0,84.59,7.3,8.5,96737246.32,15.41,-1.7501450520236772,-1.1962252660100423,-1.970682401243129,-1.7501450520236772,-13.461726977427402,-17.316914721322043,5.07058319522633,-1.4161671569960288,35.01776488824338,71.95356974789897,-33.721452575558445,-41.68704426079039,0.9275549586970384,1.372474956660266,2.8612918222726176,0.0
308,SUN&L,종이목재,A002820,12,2011,Annual,494311778.0,231078308.0,85583164,53390797,238731981.0,494311778.0,222494622.0,178492236,41988575,102151381,19362556,271817156.0,338091633.0,307185154.0,9876406,0,56321,5936620,6688344,4919962,18828991,54.99,29.17,81.85,53.05,90.86,2.2,2.92,9876406.28,9.14,6.999284615456358,23.39437052689461,-2.588666845873522,6.999284615456358,14.502192106108346,49.365412896594975,1.5523945189586996,7.350211132545725,103.274026245064,69.48091897254358,44.724554953769726,-111.47494321841712,0.683964348104204,1.2438200663095746,1.5195496860144333,0.0
309,SUN&L,종이목재,A002820,12,2012,Annual,454078035.0,181964039.0,72573126,47008851,231216191.0,454078035.0,188394116.0,130729583,42996211,58518588,34969580,265683919.0,333579587.0,311896245.0,-4358047,0,164912,-3609428,15009681,-18759951,-29213341,58.51,25.05,70.91,42.82,93.5,-1.34,-1.31,-4358046.52,6.5,-8.13934540722192,-21.254383167804747,-3.1482124717927884,-8.13934540722192,-15.3264405644825,-26.75895269752797,-2.256383331447997,-1.3345630472907932,-144.1258388932168,-160.7993774235171,124.41550554217903,-481.3027620945039,0.7346305288693386,1.2555505363499249,1.7706475875286891,0.0
310,SUN&L,종이목재,A002820,12,2013,Annual,519216425.0,235943415.0,103690819,51611093,232973195.0,519216425.0,254663055.0,177764562,58629330,91010640,54261531,264553370.0,403527847.0,367245628.0,4486865,1184,338105,2492361,-11742295,-22759389,48427357,50.95,30.89,96.26,60.62,91.01,0.94,1.11,4486864.81,8.99,14.345197296319334,29.664859219793428,0.7598966112195793,14.345197296319334,35.175694659168656,35.978833497847226,-0.4255240604155608,20.968986930246423,-202.9558653222418,-169.05141202428752,-178.2314760720098,21.319021568872977,0.7771862128591175,1.5253173565696785,1.5845559027005311,0.0
311,SUN&L,종이목재,A002820,12,2014,Annual,523959616.0,252435084.0,95865640,67337226,226316876.0,523959616.0,255674068.0,180726103,67666210,78938424,52274118,268285548.0,480447717.0,437679464.0,2476949,5000,402781,-1736817,14130898,-4469952,-4401499,51.2,28.84,95.3,56.32,91.1,-0.65,0.52,2476949.42,8.9,0.913528688927734,6.989671231129724,-2.85711796157494,0.913528688927734,0.3970002637406544,1.6659906601631969,1.410746723808498,19.06184928050332,-44.79555324263155,-169.68561135405344,-220.34187524670435,-80.35996484791397,0.9169556246869224,1.7908072968581967,1.8791413644656367,0.0
312,SUN&L,종이목재,A002820,12,2015,Annual,563581137.0,257650636.0,110376154,64393087,242895769.0,563581137.0,290639990.0,194671914,66607363,84570408,69657075,272941148.0,551373874.0,493761816.0,11571654,372687,469177,4986428,24800516,-30892131,17293558,48.43,31.39,106.48,64.81,89.55,1.84,2.1,11571653.5,10.45,7.561941758503776,2.0660963275611843,7.325522202772006,7.561941758503776,13.675975148171847,7.716544964177086,1.73531523956707,14.76251306653622,367.1736882753742,-387.1015196189351,75.50559065672968,591.1065487951548,0.9783398304191292,2.020120007702173,1.8971025769716,1.0
313,SUN&L,종이목재,A002820,12,2016,Annual,577876290.0,265639488.0,113817818,64141893,245683887.0,577876290.0,295354758.0,207403556,72553586,106541928,64149886,282521532.0,551207836.0,486554445.0,13913702,789896,528338,8033547,31375544,-21801976,-3366655,48.89,31.09,104.54,63.6,88.27,2.89,2.52,13913702.25,11.73,2.5364853543705435,3.100652932213221,1.1478660214950145,2.5364853543705435,1.622202092698943,6.5400507645905215,3.5100548488936623,-0.0301135051603895,20.23952669168989,61.10825223987992,26.511658063888667,-29.425470842396727,0.953850928889988,1.9510294741004024,1.8662568354493887,-1.0
314,SUN&L,종이목재,A002820,12,2017,Annual,615266036.0,293686746.0,123412348,67776876,259632263.0,615266036.0,350240945.0,300626103,80715336,155402528,27209583,265025091.0,621841805.0,570385455.0,-777845,967105,281253,-9446323,4431180,-27838405,30693382,43.07,34.83,132.15,80.86,91.73,-3.45,-0.13,-777845.37,8.27,6.470199010933642,10.558391830660362,5.6773670305859225,6.470199010933642,18.58313960190205,44.94741980219472,-6.192958418475514,12.814398560183026,-105.59049633232048,-217.58595549388087,-85.87696200582211,27.68753162557376,1.0106876840508714,2.34635068949,1.7754686134712203,0.0
315,TCC스틸,철강금속,A002710,12,2011,Annual,454329510.0,183481284.0,79959792,79633257,84444856.0,454329510.0,228887542.0,165589918,36286014,108093746,26981943,225441968.0,514424043.0,472273637.0,11734824,0,83910,4557868,-10245999,-33632208,37294243,49.62,31.55,101.53,63.59,91.81,2.02,2.28,11734824.45,8.19,9.557168257073956,5.463681124250153,4.877305390479148,9.557168257073956,20.80431446351508,16.43364995042198,0.0956170308346271,11.612930864575311,-34.50136061719565,-67.08447532376296,-46.96439455367862,279.9459547393536,1.1322708115526108,2.28184684317518,2.2474969083288947,0.0
316,TCC스틸,철강금속,A002710,12,2012,Annual,547013976.0,218440703.0,70510520,100648536,143845835.0,547013976.0,321015196.0,191715329,41180367,95311816,69300233,225998781.0,501337475.0,457927934.0,5933944,0,260968,124581,-4610373,-43256998,58745746,41.31,41.57,142.04,100.62,91.34,0.06,1.18,5933943.95,8.66,20.40027424148609,19.05339783865912,70.34292177607597,20.40027424148609,40.250182773162905,15.777174912303549,0.2469872867681743,-2.5439261982550865,-49.43303793904366,-97.26668258053984,-55.00318709771492,28.61777615076595,0.9164984753515696,2.218319376687257,1.5617250561559086,0.0
317,TCC스틸,철강금속,A002710,12,2013,Annual,543708595.0,220034732.0,68239462,117184576,156557380.0,543708595.0,337970494.0,155751890,38783690,68381264,119777726,205738102.0,500832754.0,474104834.0,-7745721,0,142598,-19955830,-29220038,12243850,15086672,37.84,46.96,164.27,124.1,94.66,-9.24,-1.55,-7745721.41,5.34,-0.6042589668677878,0.7297307590151902,8.83692252890047,-0.6042589668677878,5.2817742621754205,-18.75877071885055,-8.964950567587348,-0.1006748996771111,-230.53242497738435,-16118.357534455496,533.7890231441144,-128.30489993780893,0.9211418738009834,2.434321835048328,1.481883072313407,0.0
318,TCC스틸,철강금속,A002710,12,2014,Annual,551000563.0,233224033.0,86274023,124343812,151621286.0,551000563.0,361962559.0,283660429,37920177,121546985,30545120,189038004.0,485473138.0,445494547.0,10857986,0,149882,-15813610,-21440429,4309765,9083392,34.31,50.77,191.48,148.0,91.77,-8.01,2.24,10857986.48,8.23,1.3411537112081096,5.994190498979957,-3.1528976787935536,1.3411537112081096,7.098863784245024,82.12326604832853,-8.117163441120889,-3.066815394426059,-240.1804428535445,-20.75694170575716,-26.624226156037167,-64.80057334906913,0.8810755752349385,2.5681245449459995,1.341224737003807,1.0
319,TCC스틸,철강금속,A002710,12,2015,Annual,376394571.0,240184174.0,67506469,48965898,71859909.0,376394571.0,290382095.0,153614700,38223007,40104555,113039900,86012476.0,496149223.0,452097262.0,15921415,0,0,-110218983,30047778,21985692,-47690562,22.85,44.68,337.6,195.51,91.12,-80.14,3.21,15921414.95,8.88,-31.68889538866043,2.9843155143449485,-52.60565920803495,-31.68889538866043,-19.775654199637817,-45.84556593193335,-54.49990256985574,2.199109315086356,46.63322461458321,596.9881197272475,-240.1454140679741,410.1366779859227,1.318162538003238,5.768340199856588,1.708608180542261,0.0
320,TCC스틸,철강금속,A002710,12,2016,Annual,286074924.0,120777516.0,57364688,51850499,64693517.0,286074924.0,185211072.0,91980675,25582561,40670209,60103220,100863852.0,444453635.0,402898839.0,15351135,0,12667,14475061,-35273178,87996322,-54304570,35.26,40.92,183.62,116.06,90.65,15.49,3.45,15351134.97,9.35,-23.99600152574996,-49.714623578820806,-9.972726238771044,-23.99600152574996,-36.218150089453694,-40.12247851279858,17.26653700795684,-10.419362885911443,-3.581842443024064,-113.1330017806461,-217.39030420152864,300.24358569200376,1.5536266820785731,4.406470962461358,2.399714175835017,0.0
321,TCC스틸,철강금속,A002710,12,2017,Annual,278692540.0,120243911.0,48146583,52771855,58943990.0,278692540.0,177776736.0,160048884,20150484,41668435,178740,100915803.0,391370092.0,356978389.0,8106455,0,8127,1503708,-1168958,272218,998322,36.21,46.09,176.16,127.28,91.21,1.49,2.07,8106455.41,8.79,-2.5805771078348694,-0.4418082252991562,-8.887331013399692,-2.5805771078348694,-4.013980330506373,74.00272829048058,0.0515060638374142,-11.943550197311358,-47.19312285378248,-89.61173289701509,-96.6859861620634,-99.69064843414704,1.4043077435800757,3.878184391001675,2.201469668112255,-1.0
322,TKG휴켐스,화학,A069260,12,2011,Annual,711538354.0,331910630.0,73805202,27090570,241678926.0,711538354.0,255639165.0,201167700,54136201,101688807,51408333,455899190.0,566909489.0,477087415.0,58665528,0,0,51537570,75874923,-102188572,49836055,64.07,22.95,56.07,35.81,84.16,11.55,10.35,58665528.28,15.84,20.499802988784754,-12.899129710413916,35.97854221161405,20.499802988784754,66.2565876396395,34.395663352364146,4.3898759372319685,5.111389731461413,-23.50366615795617,-24.440001660228493,1.6920883743007042,-21.11722725101244,0.7967377806312883,1.243497469254113,2.217615947071334,0.0
323,TKG휴켐스,화학,A069260,12,2012,Annual,771018336.0,379462567.0,119386458,33054608,338895177.0,771018336.0,310528087.0,140695457,64633316,21549506,106275000,460490248.0,713347820.0,609211571.0,65932967,0,0,52194435,41544492,-23821296,-26598860,59.72,27.14,67.43,45.44,85.4,11.39,9.24,65932966.52,14.6,8.359350085013117,14.326729155977924,40.22537364304573,8.359350085013117,21.471249133519898,-30.060612613257497,1.0070335944224906,25.83098957442218,12.387920551912536,1.2745362266789018,-45.246083478727215,-76.68888454572004,0.925202147202891,1.5491051615060478,2.2972086901755846,0.0
324,TKG휴켐스,화학,A069260,12,2013,Annual,776494191.0,402379039.0,105703410,32396786,320982838.0,776494191.0,312941447.0,163172819,54402894,34687648,84326282,463552743.0,795714488.0,697621713.0,59660817,0,0,50290636,86893076,-61876358,-31504482,59.7,29.31,67.51,49.1,87.67,10.88,7.5,59660816.5,12.33,0.7102107361555587,6.039191739300076,-5.285510156434004,0.7102107361555587,0.7771792958618962,15.975897501793536,0.6650510001679821,11.546494667916708,-9.512919386746244,-3.647513379539413,109.15666991426924,159.75227376377842,1.0247526603840362,1.7165565300084955,2.542694474087991,0.0
