Unnamed: 0,종목명,업종명,종목코드,결산월,회계연도,주기,총자산(천원),유동자산(천원),매출채권(천원),재고자산(천원),유형자산(천원),부채및자본총계(천원),총부채(천원),유동부채(천원),매입채무(천원),단기차입금(천원),장기차입금(천원),총자본(천원),매출액(천원),매출원가(천원),영업이익(천원),연구개발비(천원),광고선전비(천원),당기순이익(천원),영업활동으로인한현금흐름(천원),투자활동으로인한현금흐름(천원),재무활동으로인한현금흐름(천원),자기자본비율(%),차입금의존도(%),부채비율(%),차입금비율(%),*매출원가율(%),ROE(당기순이익)(%),영업이익률(%),EBIT(천원),매출총이익률(%),총자산(천원)_증가율(%),유동자산(천원)_증가율(%),유형자산(천원)_증가율(%),부채및자본총계(천원)_증가율(%),총부채(천원)_증가율(%),유동부채(천원)_증가율(%),총자본(천원)_증가율(%),매출액(천원)_증가율(%),영업이익(천원)_증가율(%),당기순이익(천원)_증가율(%),영업활동으로인한현금흐름(천원)_증가율(%),투자활동으로인한현금흐름(천원)_증가율(%),총자산(천원)_회전율,총자본(천원)_회전율,총부채(천원)_회전율,통합_등급차이
683,사조오양,음식료품,A006090,12,2022,Annual,343207955,136578329,48105577,76468474,100701502,343207955,137261542,129264943,23360287,80531838,0,205946413,369125207,333037979,10201023,1707,78080,8526794,-16187076,-22097586,14424669,60.01,23.94,66.65,39.9,90.22,4.24,2.76,10201022.92,9.78,8.627821771,7.803685209,6.551774036,8.627821771,15.10991246,22.24351625,4.698326586,12.23644196,-49.97863027,-45.93041907,-179.9698599,25.79154724,1.075514718,1.792336179,2.689210697,0
684,삼성E&A,서비스업,A028050,12,2020,Annual,4755575903,3135849998,1126114536,0,438293169,4755575903,3173840385,2961081111,610883875,232552740,0,1581735518,6749174145,6076895399,361182672,0,0,252135563,44368719,73419555,70430800,33.26,4.89,200.66,14.7,90.04,17.53,5.35,361182672.4,9.96,4.158477611,8.066096043,2.402376877,4.158477611,-2.956258105,-0.551114539,22.12417578,5.586865243,-14.5569619,-22.13468494,-94.34162136,-149.873723,1.41921279,4.266942272,2.126500809,0
685,삼성E&A,서비스업,A028050,12,2021,Annual,6058722397,4442487369,1798880828,0,446786684,6058722397,4098204679,3852685466,798813361,40848588,0,1960517718,7486696121,6625376323,503288807,0,0,351071466,739825439,-201253407,-208204189,32.36,0.67,209.04,2.08,88.5,19.82,6.72,503288807.4,11.5,27.40249595,41.66772556,1.937861596,27.40249595,29.12447325,30.11077109,23.9472526,10.92758847,39.34467127,39.23917032,1567.448274,-374.1141744,1.235688918,3.818734231,1.826823379,0
686,삼성E&A,서비스업,A028050,12,2022,Annual,7848723223,5947655471,2130581188,0,437334212,7848723223,5271682816,5013013164,934862604,231871003,0,2577040407,10054344625,8973419012,702942994,0,0,595319035,576706461,-528754532,174668880,32.83,3.31,204.56,10.07,89.25,26.24,6.99,702942994.2,10.75,29.5441961,33.88120161,-2.115656607,29.5441961,28.6339563,30.11737419,31.44693278,34.29614963,39.66990408,69.57203665,-22.04830618,162.7307234,1.281016586,3.901508334,1.907236261,0
687,삼성SDI,전기전자,A006400,12,2020,Annual,21534232267,5657405165,1605658477,1810785261,6128099171,21534232267,8175305379,4983633141,868935376,1377482968,1264692692,13358926888,11294770446,8914217433,671335358,808300073,0,630966298,1948820241,-1778432984,240618953,62.04,18.39,61.2,29.64,78.92,4.85,5.94,671335358.4,21.08,8.473340956,9.186492058,12.92198751,8.473340956,13.67614217,33.1979947,5.517872398,11.8579157,45.25520298,56.81385199,111.1234027,15.85431555,0.524503047,0.845484861,1.381571687,0
688,삼성SDI,전기전자,A006400,12,2021,Annual,25833192997,7444907068,1945662576,2487316319,7635995590,25833192997,10636493682,6461285795,1271912862,2234843504,1887998333,15196699315,13553220249,10475602069,1067575601,877647905,0,1250401560,2176027359,-1949533212,582723400,58.83,18.03,69.99,30.64,77.29,8.76,7.88,1067575601,22.71,19.96338052,31.59579084,24.60626659,19.96338052,30.10515435,29.65010891,13.75688663,19.99553522,59.02269831,98.17247989,11.65870064,9.62084203,0.524643634,0.891852893,1.274218803,0
689,삼성SDI,전기전자,A006400,12,2022,Annual,30257525171,9651702375,2419188858,3204515835,8965469799,30257525171,13040023015,8006938827,2191529679,2211221947,2297040000,17217502156,20124069516,15903322834,1808013013,1076352606,0,2039361448,2641096164,-2946236119,628699236,56.9,17.25,75.74,30.32,79.03,12.58,8.98,1808013013,20.97,17.12654016,29.64167701,17.41062044,17.12654016,22.59700804,23.92175615,13.29764312,48.48183049,69.35690656,63.09652141,21.37237857,51.12520786,0.665093044,1.168814694,1.543254141,0
690,삼성공조,운수장비,A006660,12,2020,Annual,258204690,154025205,9612985,9184275,27653819,258204690,35616241,31975711,20756818,6875000,0,222588449,63768469,56430226,-1299934,1696940,2547,5388558,9646555,2877056,-1235424,86.21,2.91,16,3.38,88.49,2.44,-2.04,-1299934.22,11.51,-0.087510839,21.57713366,-6.932835653,-0.087510839,-10.25832657,-8.605712029,1.757822749,-15.23159565,-68.14223792,6.935162288,31.24750337,-122.8836696,0.24696867,0.286485976,1.79043232,0
691,삼성공조,운수장비,A006660,12,2021,Annual,257514152,158908013,12220669,10369306,23038901,257514152,37761207,34894401,22924974,6544225,0,219752945,79578435,69621687,1170697,1435902,4870,-2479562,9677174,-15212918,-1031956,85.34,2.8,17.18,3.28,87.49,-1.12,1.47,1170697.41,12.51,-0.26743821,3.170135693,-16.68817605,-0.26743821,6.02243791,9.127834562,-1.273877424,24.79276396,-190.0581876,-146.0153162,0.31740865,-628.7668367,0.309025482,0.362126819,2.107412377,0
692,삼성공조,운수장비,A006660,12,2022,Annual,308654791,201631944,16961861,14713185,86476006,308654791,49783881,41011848,24382851,4913245,344293,258870911,95745354,76170612,8737465,1679678,3300,40961799,16040980,2820434,-3905946,83.87,1.91,19.23,2.27,79.56,17.12,9.13,8737465.18,20.44,19.85935088,26.88595131,275.3477911,19.85935088,31.83869096,17.53131398,17.80088362,20.31570362,646.3472615,-1751.977204,65.76099593,-118.5397305,0.310202066,0.369857523,1.923219968,0
693,삼성전기,전기전자,A009150,12,2020,Annual,9225498476,4150302652,943793120,1337915721,4424362288,9225498476,3315102537,1914879974,434514202,406200835,1233208709,5910395940,7753259286,5784472159,912738677,415219545,0,623811178,1588076610,-732395953,-209473997,64.07,20.67,56.09,32.26,74.61,11,11.77,912738676.8,25.39,6.355020417,18.32569024,-1.99684699,6.355020417,2.187049415,3.484344874,8.845128624,0.452969751,23.1892778,18.1351936,55.50013731,41.65084916,0.840416299,1.31180032,2.338769073,0
694,삼성전기,전기전자,A009150,12,2021,Annual,9941374038,4598268759,1219392294,1818409548,4639381068,9941374038,3070248396,2234656821,591676450,56486397,619762227,6871125643,9675036128,7127098009,1486872834,526153387,0,915432453,1731244106,-845055643,-1180966786,69.12,10.89,44.68,15.75,73.66,14.32,15.37,1486872834,26.34,7.759749393,10.79357687,4.859881854,7.759749393,-7.386020139,16.69957654,16.25491275,24.78669642,62.90235874,46.7483247,9.015150472,15.38234742,0.973209145,1.408071491,3.151222598,0
695,삼성전기,전기전자,A009150,12,2022,Annual,10997170899,4888318771,990685140,1901579578,5235280994,10997170899,3303686219,2525123480,381841281,810257330,336606576,7693484679,9424551868,7161405784,1182835924,518368584,0,993519182,1575355827,-1327570885,193059039,69.96,13.69,42.94,19.57,75.99,13.64,12.55,1182835924,24.01,10.62023073,6.30780903,12.84438414,10.62023073,7.6032227,12.99826695,11.96833065,-2.588974932,-20.44807754,8.530037224,-9.004407782,57.09863557,0.856997855,1.225004307,2.852738197,0
696,삼성전자,전기전자,A005930,12,2020,Annual,3.78236E+11,1.98216E+11,30965058000,32043145000,1.28953E+11,3.78236E+11,1.02288E+11,75604351000,9739222000,16553429000,0,2.75948E+11,2.36807E+11,1.44488E+11,35993876000,21111490000,4269043000,26407832000,65287009000,-53628591000,-8327839000,72.96,5.35,37.07,7.33,61.02,9.8,15.2,35993876000,38.98,7.281514846,9.279157593,7.617775923,7.281514846,14.05369221,18.53414035,4.97108947,2.780369877,29.62120509,21.47751044,43.8581215,34.24542265,0.626082657,0.858158059,2.315100501,1
697,삼성전자,전기전자,A005930,12,2021,Annual,4.26621E+11,2.18163E+11,40713415000,41384404000,1.49929E+11,4.26621E+11,1.21721E+11,88117133000,13453351000,13687793000,1500000,3.049E+11,2.79605E+11,1.66411E+11,51633856000,22401726000,5376015000,39907450000,65105448000,-33047763000,-23991033000,71.47,4.31,39.92,6.03,59.52,13.74,18.47,51633856000,40.48,12.79227784,10.06326432,16.26639163,12.79227784,18.99831847,16.55034642,10.49183179,18.07294548,43.45178052,51.11975114,-0.278096673,-38.37659654,0.655394366,0.917038373,2.297097461,1
698,삼성전자,전기전자,A005930,12,2022,Annual,4.48425E+11,2.18471E+11,35721563000,52187866000,1.68045E+11,4.48425E+11,93674903000,78344852000,10644686000,5147315000,33846000,3.5475E+11,3.02231E+11,1.90042E+11,43376630000,24919198000,6112951000,55654077000,62181346000,-31602804000,-19390049000,79.11,2.3,26.41,2.91,62.88,16.87,14.35,43376630000,37.12,5.110859522,0.141178843,12.08305264,5.110859522,-23.0412969,-11.09010322,16.34962283,8.092129969,-15.99188331,39.45786313,-4.491332277,-4.372335277,0.673983386,0.851954898,3.226381777,0
699,삼성제약,의약품,A001360,12,2020,Annual,178725958,65312022,12991982,13186946,92213908,178725958,56810738,50190419,5603180,6000000,4780267,121915220,48269172,37818278,-10044141,663578,1259814,-39876979,-2553235,-6610876,30632888,68.21,15.75,46.6,23.09,78.35,-30.12,-20.81,-10044140.59,21.65,6.048435106,6.382165487,11.26730588,6.048435106,121.0270266,125.383761,-14.64271823,8.308528564,55.20763443,-679.1716956,4.885066325,-176.4351044,0.270073651,0.395924086,0.849648741,0
700,삼성제약,의약품,A001360,12,2021,Annual,145456078,85389949,9630707,10611963,31459991,145456078,18185605,16697166,5325621,0,0,127270474,54901130,45619392,-18139831,650536,602760,-40276344,-7162788,18985310,-12211638,87.5,1.46,14.29,1.67,83.09,-32.33,-33.04,-18139831.26,16.91,-18.61502401,30.74154862,-65.88368102,-18.61502401,-67.98914142,-66.7323638,4.392604959,13.73953131,80.6011186,1.001492616,180.5377492,-387.1829694,0.377441292,0.431373659,3.018933382,-1
701,삼성제약,의약품,A001360,12,2022,Annual,117914809,69571334,7009184,5033532,26643515,117914809,15324892,14233036,4727326,0,0,102589917,51832234,27213215,-13961177,327020,219075,-25093031,-1914280,12824188,-1004704,87,1.7,14.94,1.95,52.5,-21.83,-26.94,-13961176.99,47.5,-18.93442294,-18.52514867,-15.30984545,-18.93442294,-15.7306452,-14.75777386,-19.39220954,-5.589859444,-23.03579344,-37.69784318,-73.27465227,-32.45204845,0.439573574,0.505237118,3.382225075,0
702,삼성중공업,운수장비,A010140,12,2020,Annual,12922170786,6697962907,259334721,1820639685,5505362261,12922170786,9203939004,7533878094,417577730,1814816843,1098800000,3718231782,6860317643,7325859346,-1054144023,49557935,0,-1492699902,-243903394,-166776709,1011397033,28.77,37.55,247.54,130.48,106.79,-33.29,-15.37,-1054144023,-6.79,-4.984628244,-3.34095547,-3.875623745,-4.984628244,10.2115582,6.274595499,-29.16208078,-6.65797679,70.96477028,13.4828244,-64.19552844,41.6932659,0.530895138,1.845048412,0.745367569,0
703,삼성중공업,운수장비,A010140,12,2021,Annual,12138595961,5593582858,113674373,1487633548,5613735223,12138595961,8041328855,7058249753,548359465,922449413,223710000,4097267106,6622001487,7387663491,-1311956174,50836669,0,-1452069566,845026469,99780759,-1369090964,33.75,18.72,196.26,55.46,111.56,-37.16,-19.81,-1311956174,-11.56,-6.063801802,-16.48829748,1.968498291,-6.063801802,-12.63165856,-6.313194016,10.19396708,-3.473835592,24.45701397,-2.721936,-446.4594958,-159.8289531,0.545532738,1.616199607,0.823495918,0
704,삼성중공업,운수장비,A010140,12,2022,Annual,14491697985,8411943463,700822390,1573509692,5235398747,14491697985,10919760588,9216046809,624836473,1407408432,1017163000,3571937397,5944667452,6406887410,-854420951,60865197,0,-627411807,-1693020711,1102067054,946809744,24.65,22.69,305.71,92.04,107.78,-16.36,-14.37,-854420950.8,-7.78,19.38528996,50.38560573,-6.739478457,19.38528996,35.79547342,30.57127661,-12.821466,-10.22853946,-34.87427645,-56.79189058,-300.3512047,1004.488546,0.410211934,1.664269776,0.544395402,1
705,삼성출판사,서비스업,A068290,12,2020,Annual,292398203,94523150,10442425,55002881,27710117,292398203,118739112,60820101,5512212,24097400,9000000,173659091,167106176,79098822,-4508254,0,557152,53270131,27149292,7653492,-32029514,59.39,27.21,68.37,45.82,47.33,36.1,-2.7,-4508253.73,52.67,21.00727714,-0.406388871,-22.13497467,21.00727714,-1.179831257,-13.96571614,42.95268901,-17.2919296,-193.9615984,706.7406063,-25.4831228,-200.0900007,0.571502062,0.962265638,1.40733894,0
706,삼성출판사,서비스업,A068290,12,2021,Annual,338722413,108574220,12314643,48699107,24847004,338722413,115319935,62500663,7441843,15000000,0,223402478,187479540,86232970,7997004,0,631876,5934977,44630629,-11655283,-35185593,65.95,16.68,51.62,25.29,46,2.99,4.27,7997004.01,54,15.84285044,14.86521556,-10.33237427,15.84285044,-2.879570971,2.76316871,28.64427466,12.19186776,-277.385835,-88.85871522,64.3896607,-252.2871259,0.553490211,0.839200808,1.625734007,0
707,삼성출판사,서비스업,A068290,12,2022,Annual,211487638,42688650,5288379,14398866,4401225,211487638,35896218,6848508,1179404,0,0,175591419,44923919,23207614,-1259377,0,761456,16441994,19738978,-87735,-15705170,83.03,0.07,20.44,0.09,51.66,8.24,-2.8,-1259376.55,48.34,-37.56314023,-60.68251745,-82.28669742,-37.56314023,-68.87249546,-89.04250344,-21.40131096,-76.0379618,-115.7481102,177.0355134,-55.77257493,-99.24725123,0.212418652,0.255843476,1.251494489,0
708,삼아알미늄,철강금속,A006110,12,2020,Annual,207542630,76354445,29041484,42259001,121803170,207542630,97148386,79101999,12067537,56112108,7999920,110394244,197013477,177371797,7380513,177985,177710,3511621,11375684,-11726430,-1392638,53.19,32.62,88,61.33,90.03,3.2,3.75,7380512.54,9.97,-0.446276027,-3.454884881,1.356863469,-0.446276027,-2.505224813,-8.417714841,1.43892647,3.081390627,14.58788723,-29.09123805,21.07185627,16.65315413,0.949267517,1.784635411,2.027964489,0
709,삼아알미늄,철강금속,A006110,12,2021,Annual,227237961,99114672,38182436,52423261,118882736,227237961,105209850,92624712,20255780,54954195,5333280,122028111,252965525,222436527,15447143,44875,138238,12153040,15829601,-7758747,-5650865,53.7,28.06,86.22,52.25,87.93,10.46,6.11,15447143.09,12.07,9.489776149,29.80864703,-2.397666662,9.489776149,8.298093599,17.09528605,10.53847246,28.40011194,109.2963321,246.0806277,39.15295995,-33.83538724,1.113218601,2.073010251,2.404390131,-1
710,삼아알미늄,철강금속,A006110,12,2022,Annual,288153290,129950354,47366104,74821150,147918705,288153290,150214355,125330581,16782532,82469045,17472770,137938935,312055883,273482516,22571052,0,0,17206656,-13031681,-24207784,34255803,47.87,34.93,108.9,72.98,87.64,13.24,7.23,22571051.71,12.36,26.80684545,31.11111743,24.42404169,26.80684545,42.77594256,35.31008982,13.03865468,23.35905574,46.11797146,41.58314298,-182.3247598,212.0063588,1.082950963,2.262275571,2.077403874,0
711,삼양식품,음식료품,A003230,12,2020,Annual,556224426,199991590,44452071,34454114,308693807,556224426,208948913,163553281,47538335,43611586,26080000,347275513,648506611,457034082,95337904,0,7961238,67973728,80883024,-66181962,3459018,62.43,12.99,60.17,20.81,70.47,21.41,14.7,95337903.71,29.53,18.25530519,8.366986491,25.27498533,18.25530519,14.35389111,9.43515304,20.7336713,19.30267267,21.78280353,13.23512398,54.02369283,438.74982,1.165908185,1.867412434,3.10366109,2
712,삼양식품,음식료품,A003230,12,2021,Annual,753080321,278912195,53199948,44775562,421088382,753080321,357388871,182419095,68980597,49103507,79340000,395691450,642030314,471392424,65363414,0,15454507,56657566,58357507,-173074820,125202042,52.54,27.51,90.32,52.36,73.42,15.25,10.18,65363413.97,26.58,35.39145097,39.46196188,36.40972784,35.39145097,71.04126835,11.53496517,13.94165013,-0.998647799,-31.44026535,-16.64784665,-27.84949905,161.5135828,0.85253896,1.622552911,1.796447417,-1
713,삼양식품,음식료품,A003230,12,2022,Annual,924929491,353904952,83610717,110337463,475328033,924929491,470165749,225328098,86461472,46771296,150501411,454763742,909036572,657814038,90375676,0,24244237,80271061,47787143,-99819050,37079297,49.17,30.35,103.39,61.73,72.36,18.88,9.94,90375676.14,27.64,22.81950082,26.88758625,12.88082344,22.81950082,31.55578899,23.52221022,14.92887754,41.58779612,38.26645591,41.67756695,-18.11311782,-42.32607031,0.982817156,1.998920512,1.933438524,1
714,삼양통상,기타제조업,A002170,12,2020,Annual,422110653,317230464,60008533,40856153,45788046,422110653,46525861,33410153,2495097,12933891,0,375584792,198417051,133225592,57696602,0,0,49909670,40654969,-36821637,-2479478,88.98,3.14,12.39,3.53,67.14,14.17,29.08,57696601.56,32.86,13.56358644,19.36809469,-3.666772871,13.56358644,8.330363472,8.087908422,14.24726391,3.284410834,16.70817839,12.91823462,-22.08561306,-23.99340741,0.470059331,0.528288299,4.264661561,1
715,삼양통상,기타제조업,A002170,12,2021,Annual,459013786,350096214,50901772,60460367,47442265,459013786,52591297,40844808,7548203,21645806,0,406422489,193958607,149891235,36387253,0,0,33139838,19559316,-22047785,4785480,88.54,4.74,12.94,5.35,77.28,8.48,18.76,36387252.62,22.72,8.742525861,10.36021244,3.612774828,8.742525861,13.03669802,22.25268169,8.210581913,-2.247006483,-36.9334558,-33.60036642,-51.88948244,-40.12274631,0.42255508,0.477233943,3.688036197,-1
716,삼양통상,기타제조업,A002170,12,2022,Annual,457536776,344026136,51272777,63518476,49863102,457536776,40424121,30658721,4533047,16498502,0,417112655,178800834,154095088,16445206,0,0,15100586,5666860,8013424,-8742040,91.16,3.78,9.69,4.15,86.18,3.67,9.2,16445205.67,13.82,-0.321779006,-1.733831375,5.102701146,-0.321779006,-23.1353412,-24.93851116,2.630308679,-7.814952497,-54.80503571,-54.43373622,-71.02730995,-136.34571,0.390790082,0.428663173,4.423122373,0
717,삼양홀딩스,기타금융,A000070,12,2020,Annual,3893564668,1475918359,277561468,332597626,1458210100,3893564668,1737778055,682048881,188295000,70764724,189526560,2155786614,2471226109,1951115806,170336486,38857000,13289000,143264827,245488120,-306669288,88320172,55.37,29.82,80.61,53.86,78.95,6.85,6.89,170336486.5,21.05,8.470527939,17.1849436,3.558594371,8.470527939,11.39550311,29.38890249,6.222206655,-0.696663092,114.5935844,130.9089745,36.17483485,-4.856387943,0.634695021,1.146322225,1.422060833,0
718,삼양홀딩스,기타금융,A000070,12,2021,Annual,4460588689,1651027117,335445262,500525433,1616372063,4460588689,2035181761,1002762979,228084000,191385925,165587266,2425406928,3107313357,2378282507,351699775,31220000,14003000,274086323,241427670,-254406605,141048,54.37,29.16,83.91,53.62,76.54,11.97,11.32,351699775,23.46,14.56310783,11.86439324,10.84630829,14.56310783,17.11402127,47.02215735,12.50681827,25.73974294,106.4735414,91.31445501,-1.65403116,-17.04203357,0.696615082,1.281151349,1.526798941,0
719,삼양홀딩스,기타금융,A000070,12,2022,Annual,4547780622,1747899297,341064731,530619872,1615969942,4547780622,2024270110,754976733,180005000,276813920,237716311,2523510512,3316777826,2773465999,132324277,25624000,13457000,105849359,95653804,-123729616,85468446,55.49,30.49,80.22,54.95,83.62,4.28,3.99,132324276.9,16.38,1.954718067,5.867388791,-0.024877997,1.954718067,-0.536151179,-24.71035042,4.044829874,6.741015306,-62.37578571,-61.38101389,-60.37993325,-51.36540736,0.729317903,1.314350707,1.638505558,0
720,삼영,화학,A003720,12,2020,Annual,108988417,45948477,26280979,14684033,60162256,108988417,63239100,50649299,12375116,30696626,110838,45749317,117657777,101807251,1317049,3001425,73537,1150858,10777287,-7400743,-980071,41.98,29.75,138.23,70.88,86.53,2.56,1.12,1317049.49,13.47,1.88579139,1.164130603,2.209223201,1.88579139,0.924298756,-3.475315962,3.245425669,5.860585489,-245.4108947,-160.8071173,101.3602713,-13.65228068,1.079543866,2.571793083,1.860522636,1
721,삼영,화학,A003720,12,2021,Annual,117674616,51301966,29551219,15259337,62627849,117674616,67128160,56903374,13819200,35444963,10876,50546455,133269776,115305525,2591808,3359436,71428,3631754,7116253,-7978287,3553423,42.95,31.42,132.8,73.14,86.52,7.54,1.94,2591808.23,13.48,7.969836831,11.65106952,4.098238936,7.969836831,6.149771265,12.34780169,10.48570408,13.26899029,96.78903367,215.5692535,-33.96990356,7.803865098,1.132527817,2.636580073,1.985303575,-1
722,삼영,화학,A003720,12,2022,Annual,135833316,54997552,21727963,19319336,77229032,135833316,83735128,69544846,12972980,44088331,6652242,52098188,135256436,116725576,2764345,3491895,89320,1086767,11561149,-20757861,15869065,38.35,39.5,160.73,102.99,86.3,2.12,2.04,2764345.47,13.7,15.43128044,7.203595277,23.31420164,15.43128044,24.73919738,22.21568092,3.069914596,1.49070559,6.657013174,-70.07597431,62.46118568,160.179422,0.99575303,2.596183115,1.615289058,0
723,삼영무역,유통업,A002810,12,2020,Annual,533231525,310547003,79149254,35726473,67130268,533231525,111949319,82492182,47241660,16994498,12023401,421282206,392435848,344696268,22352547,0,0,34664569,18405774,13545217,-18139024,79.01,6.02,26.57,7.61,87.84,8.44,5.7,22352546.93,12.16,3.073854068,0.499517031,-2.267285111,3.073854068,-4.381060949,-1.65521495,5.254513503,43.09753684,143.0658761,6.903343404,125.4018211,59.84214764,0.735957702,0.931527234,3.50547776,1
724,삼영무역,유통업,A002810,12,2021,Annual,578816472,336617200,100327562,45598169,65436359,578816472,114637440,86059949,54873598,10444201,9311151,464179033,467033282,416121182,23951913,0,0,44918344,8844,19127743,-18492018,80.19,3.94,24.7,4.91,89.1,10.15,5.13,23951912.87,10.9,8.54880945,8.394927901,-2.523316308,8.54880945,2.401194598,4.324975911,10.18244454,19.00882256,7.155184597,29.57998699,-99.95194986,41.21400196,0.80687628,1.006149026,4.074003066,0
725,삼영무역,유통업,A002810,12,2022,Annual,624208063,367906366,103193641,39827150,62785855,624208063,112174818,98086686,58427843,12602170,2315300,512033245,492512781,442710058,19352103,0,4928,57700063,28589902,-35124334,-11012413,82.03,3.54,21.91,4.31,89.89,11.82,3.93,19352102.54,10.11,7.842138777,9.29517743,-4.050506539,7.842138777,-2.148183002,13.97483631,10.3094299,5.455606695,-19.20435332,28.45545464,323168.9055,-283.6303112,0.789020216,0.961876569,4.390582394,-1
726,삼영전자,전기전자,A005680,12,2020,Annual,513873622,341561232,36210124,37899169,146978146,513873622,22979317,20362285,9926646,360200,0,490894305,200568030,171520562,9249987,572651,0,11424172,20481142,-20142635,-4296703,95.53,0.07,4.68,0.07,85.52,2.34,4.61,9249986.88,14.48,2.226259459,5.786302498,-3.698616031,2.226259459,25.64205243,24.32994686,1.342135779,-0.193718744,99.47758365,33.54911603,-8.915335076,21.05555651,0.39030614,0.408576812,8.728198057,-1
727,삼영전자,전기전자,A005680,12,2021,Annual,543640907,372337064,43149277,47820662,143139600,543640907,31882386,29302440,14681269,201000,0,511758521,238877795,202267693,15712130,1288633,0,17029949,18766135,-12348570,-5593946,94.14,0.04,6.23,0.04,84.67,3.4,6.58,15712130.45,15.33,5.79272485,9.01034108,-2.611644047,5.79272485,38.74383647,43.90546051,4.250246089,19.10063383,69.86110359,49.06943803,-8.373590691,-38.69436645,0.439403643,0.466778344,7.492469196,-1
728,삼영전자,전기전자,A005680,12,2022,Annual,543607710,374038956,42613219,52108834,137452180,543607710,20693875,16409171,5278916,0,0,522913834,227806510,191523227,16282037,1104465,0,18761577,6214519,5312409,-6214151,96.19,0,3.96,0,84.07,3.63,7.15,16282037.4,15.93,-0.006106421,0.457083692,-3.973337916,-0.006106421,-35.09307929,-44.00066684,2.179800148,-4.634706629,3.627178492,10.1681338,-66.88439575,-143.0204388,0.419064163,0.435648275,11.00840273,-1
729,삼익THK,기계,A004380,12,2020,Annual,387615060,162922428,50538769,83124037,212269281,387615060,197639469,118202668,30387271,53596860,74563900,189975591,263856444,229890121,5736676,297801,635084,4458300,32690104,-17206739,-6365051,49.01,38.96,104.03,79.5,87.13,2.36,2.17,5736675.84,12.87,-1.270035485,-8.16671047,3.46743674,-1.270035485,-3.237619493,-7.304021048,0.863684589,13.72718021,-23.02664982,36.53055056,-567.3735819,-61.95801257,0.680717731,1.388896556,1.335039227,0
730,삼익THK,기계,A004380,12,2021,Annual,378200330,154051792,58545608,68652058,212486022,378200330,180808728,117106847,42964905,53000000,59953600,197391602,310484620,266953521,14809996,171759,1047966,11812259,46661788,-11313721,-37377393,52.19,31.58,91.6,60.52,85.98,6.1,4.77,14809995.79,14.02,-2.428886535,-5.444699118,0.102106626,-2.428886535,-8.5158805,-0.927069599,3.903665182,17.67179732,158.1633685,164.9498464,42.73979673,-34.24831399,0.8209528,1.572937333,1.717199294,-2
731,삼익THK,기계,A004380,12,2022,Annual,444027584,203694823,81285578,98822361,227393888,444027584,233318683,188140073,46893434,94000000,43000000,210708900,339133931,284526001,20638429,363195,1209541,16648775,-13043195,-24575754,34170241,47.45,36.79,110.73,77.53,83.9,8.16,6.09,20638429.21,16.1,17.40539306,32.22489681,7.015927852,17.40539306,29.04171473,60.65676587,6.746638593,9.227288295,39.35472366,40.94488616,-127.9526258,117.2207888,0.76376771,1.609490302,1.453522395,0
732,삼익악기,기타제조업,A002450,12,2020,Annual,622371934,205997413,33062583,86228568,223935590,622371934,399474701,235406140,21128505,141851270,131357968,222897233,247857720,180170751,20180616,0,1227245,9961370,38058430,1785074,15095013,35.81,52.59,179.22,146.84,72.69,4.46,8.14,20180616.32,27.31,1.553217342,16.67550023,-5.436416471,1.553217342,2.77514584,54.3259497,-0.565530417,-6.60677463,-27.0728503,-23.89607957,595.1068922,-140.5784773,0.398246943,1.111982041,0.620459116,0
733,삼익악기,기타제조업,A002450,12,2021,Annual,585304800,273861932,42952848,95114927,219139847,585304800,331393678,207632311,32428351,136352980,95346862,253911121,295428268,213371803,33347126,0,1627417,23763505,15740941,103263873,-95190388,43.38,40.88,130.52,94.24,72.22,9.97,11.29,33347125.74,27.78,-5.955784954,32.94435499,-2.141572494,-5.955784954,-17.04263695,-11.79826023,13.9139852,19.19268361,65.24335035,138.5565941,-58.64006739,5684.851104,0.504742602,1.16351055,0.891472251,-1
734,삼익악기,기타제조업,A002450,12,2022,Annual,521558833,210295390,37985932,81638782,210173825,521558833,260906133,134468493,37973052,77348209,99824244,260652700,325699587,258602638,11556311,0,1498177,15067692,23345962,20680688,-64854705,49.98,35.2,100.1,70.44,79.4,5.86,3.55,11556311.06,20.6,-10.89107197,-23.21116394,-4.091461285,-10.89107197,-21.2700331,-35.23720256,2.655094024,10.24658852,-65.34540638,-36.59314146,48.3136364,-79.97296886,0.624473341,1.249553858,1.248340096,1
735,삼일제약,의약품,A000520,12,2020,Annual,191660927,72523350,30137187,24083824,64182070,191660927,128109718,98683674,10825842,30084145,20000000,63551209,122998992,73966763,6538398,3007248,2714277,1340564,7774732,-4588930,-3323060,33.16,49.25,201.59,148.55,60.14,2.13,5.32,6538397.86,39.86,4.234519094,-8.429898585,-10.00255162,4.234519094,5.351409441,44.79147964,2.053513693,1.562176139,35.57155858,70.49925088,-26.58631203,-82.38531094,0.641753089,1.935431189,0.960106649,0
736,삼일제약,의약품,A000520,12,2021,Annual,226404983,76710526,31012408,24176998,97727448,226404983,160658491,121674245,8541358,50132790,3440000,65746493,134246778,85258535,399741,2971491,3692580,-5346663,1416861,-45307615,31873942,29.04,55.44,244.36,190.91,63.51,-8.27,0.3,399740.77,36.49,18.12787642,5.773555689,52.26596462,18.12787642,25.40695078,23.29723861,3.454354425,9.144616405,-93.88625471,-498.8368329,-81.77607923,887.3241693,0.59294975,2.041885002,0.835603379,-2
