,종목명,업종명,종목코드,결산월,회계연도,주기,총자산(천원),유동자산(천원),매출채권(천원),재고자산(천원),유형자산(천원),부채및자본총계(천원),총부채(천원),유동부채(천원),매입채무(천원),단기차입금(천원),장기차입금(천원),총자본(천원),매출액(천원),매출원가(천원),영업이익(천원),연구개발비(천원),광고선전비(천원),당기순이익(천원),영업활동으로인한현금흐름(천원),투자활동으로인한현금흐름(천원),재무활동으로인한현금흐름(천원),자기자본비율(%),차입금의존도(%),부채비율(%),차입금비율(%),*매출원가율(%),ROE(당기순이익)(%),영업이익률(%),EBIT(천원),매출총이익률(%),총자산(천원)_증가율(%),유동자산(천원)_증가율(%),유형자산(천원)_증가율(%),부채및자본총계(천원)_증가율(%),총부채(천원)_증가율(%),유동부채(천원)_증가율(%),총자본(천원)_증가율(%),매출액(천원)_증가율(%),영업이익(천원)_증가율(%),당기순이익(천원)_증가율(%),영업활동으로인한현금흐름(천원)_증가율(%),투자활동으로인한현금흐름(천원)_증가율(%),총자산(천원)_회전율,총자본(천원)_회전율,총부채(천원)_회전율,환경_등급차이,사회_등급차이,지배구조_등급차이,통합_등급차이,t+1년도_환경_등급차이,t+1년도_사회_등급차이,t+1년도_지배구조_등급차이,t+1년도_통합_등급차이
412,문배철강,철강금속,A008420,12,2021,Annual,209839262.0,84362793.0,31712154,26659830,13849308.0,209839262.0,66845642.0,58507481,10846070,201382,0,142993621.0,204873268.0,177464925.0,20783115,0,0,25376074,2463125,7155994,-9530310,68.14,19.3,46.75,28.32,86.62,19.37,10.14,20783114.68,13.38,11.80060494,44.67445347,0.821969426,11.80060494,-2.566142225,45.09153498,20.07748501,34.18644343,642.6288695,194.6559853,-11.6250091,-166.4417894,0.976334295,1.432744108,3.064870975,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
413,문배철강,철강금속,A008420,12,2022,Annual,206906858.0,60235181.0,30828572,17446279,13869443.0,206906858.0,39013430.0,33283391,12312323,0,0,167893428.0,192206731.0,181992973.0,3006102,0,707,26217228,11192545,13414471,-25890582,81.14,8.4,23.24,10.36,94.69,16.87,1.56,3006102.38,5.31,-1.397452494,-28.59982599,0.145386325,-1.397452494,-41.6365393,-43.11258931,17.41322922,-6.182620663,-85.53584484,3.314752314,354.4042629,87.45782906,0.928952925,1.144813905,4.926681171,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
414,미래산업,의료정밀,A025560,12,2021,Annual,118651369.0,70987743.0,8124238,19201160,17742991.0,118651369.0,34009094.0,29987592,4835748,4450000,0,84642275.0,48338414.0,31550432.0,8486523,1089352,26155,7490277,5207355,12677011,9388329,71.34,13.82,40.18,19.38,65.27,10.07,17.56,8486522.8,34.73,23.90838934,78.64920149,-31.25335393,23.90838934,7.345144349,55.30766023,32.09807525,16.30887801,570.6693873,-211.4231091,-861.9820719,-128.5789599,0.407398704,0.571090675,1.421337893,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0
415,미래산업,의료정밀,A025560,12,2022,Annual,134409510.0,75437247.0,12858742,24041995,16496109.0,134409510.0,41043554.0,33854992,2542470,7450000,0,93365956.0,56171984.0,34639919.0,8019936,975994,118450,8023364,22346,-10442863,4856504,69.46,18.04,43.96,25.97,61.67,9.01,14.28,8019936.15,38.33,13.2810444,6.267989109,-7.027462281,13.2810444,20.68405586,12.89666739,10.30652945,16.20568271,-5.497976026,7.117053214,-99.57087619,-182.3763819,0.417916738,0.601632398,1.368594542,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0
416,미래아이앤지,서비스업,A007120,12,2021,Annual,99668333.0,36533717.0,58224,12207,142441.0,99668333.0,28587956.0,3265138,335,0,0,71080377.0,7807922.0,3690015.0,899375,0,4500,-18081303,2019891,-22114161,1181200,71.32,24.52,40.22,34.38,47.26,-22.52,11.52,899375.45,52.74,7.958704298,-38.92969032,-91.41694701,7.958704298,901.6574955,90.1057211,-20.55104977,35.30131009,30.90634129,-191.9059047,-32.28674958,-167.0992973,0.078339045,0.109846379,0.273119281,0.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
417,미래아이앤지,서비스업,A007120,12,2022,Annual,97492843.0,31591857.0,482939,77406,160721.0,97492843.0,28061180.0,4710195,48928,0,0,69431663.0,12828359.0,6241410.0,3105522,0,0,-3042386,5712596,-15136069,-1966955,71.22,23.57,40.42,33.1,48.65,-4.33,24.21,3105522.38,51.35,-2.182729393,-13.52684699,12.83338365,-2.182729393,-1.842650101,44.25714931,-2.31950655,64.29927194,245.2977901,-83.17385644,182.8170431,-31.55485754,0.131582572,0.184762376,0.457156791,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
418,미원상사,화학,A002840,12,2021,Annual,372413719.0,171562462.0,59827854,85524319,142195289.0,372413719.0,76426655.0,46649328,24932566,430310,0,295987064.0,359794983.0,275114763.0,57154755,9155303,16382,57743052,55077946,-22623872,-33010379,79.48,0.13,25.82,0.16,76.46,20.49,15.89,57154754.66,23.54,13.21120499,24.59505699,3.615662261,13.21120499,24.51253604,30.95614975,10.61871407,21.97107428,33.27772667,11.36915819,-0.055965666,-29.87292837,0.96611635,1.215576715,4.707715953,0.0,0.0,-1.0,0.0,1.0,-2.0,0.0,0.0
419,미원상사,화학,A002840,12,2022,Annual,415619325.0,197197077.0,64090160,102743683,156827465.0,415619325.0,73770759.0,48106996,16173233,613848,0,341848565.0,438188004.0,330046379.0,77015585,10352987,56175,72215529,70782804,-39628717,-27116512,82.25,0.15,21.58,0.18,75.32,22.64,17.58,77015585.49,24.68,11.60150762,14.9418554,10.29019745,11.60150762,-3.475091249,3.124735259,15.49442749,21.78824739,34.74921728,25.06358168,28.51387741,75.16328328,1.054301322,1.281819053,5.939860318,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0
420,미원홀딩스,기타금융,A107590,12,2021,Annual,426808405.0,135070272.0,56820065,59388655,77452126.0,426808405.0,191049964.0,109716813,65342332,27521894,53017043,235758441.0,421385924.0,361479446.0,29724423,702156,30656,40232181,20147480,-35952570,14326445,55.24,20.68,81.04,37.44,85.78,18.54,7.05,29724423.06,14.22,28.84499532,40.40733013,-19.47277356,28.84499532,43.65747936,65.17269456,18.90936503,45.82269043,36.36119789,69.94636356,-19.54102537,213.313877,0.987295281,1.787363041,2.205632051,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
421,미원홀딩스,기타금융,A107590,12,2022,Annual,485886407.0,158573166.0,49774716,92359317,99154127.0,485886407.0,229582717.0,138171345,86417972,31308896,65747165,256303690.0,499293421.0,443589514.0,22840987,644903,58548,26602300,23087777,-38658102,9022513,52.75,22.06,89.57,41.82,88.84,10.81,4.57,22840986.83,11.16,13.84180848,17.40049357,28.01989064,13.84180848,20.1689402,25.93452291,8.714533788,18.48839569,-23.15750923,-33.87805647,14.5938698,7.525281225,1.027592898,1.948053971,2.174786619,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0
422,미창석유,화학,A003650,12,2021,Annual,347596980.0,260425873.0,63079646,51403985,39008089.0,347596980.0,45615051.0,39162451,22136382,0,0,301981929.0,406292673.0,356419393.0,35450218,0,102121,33138439,15235779,-30634394,-3362256,86.88,0.71,15.11,0.82,87.72,11.44,8.73,35450218.34,12.28,11.4761116,18.85642715,-3.105120098,11.4761116,31.51029203,42.44805227,8.968613895,46.37050812,89.38404514,68.39608034,-60.07815059,697.449413,1.168861343,1.345420484,8.906987148,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
423,미창석유,화학,A003650,12,2022,Annual,357326203.0,266514399.0,62395256,62216812,37280530.0,357326203.0,36181496.0,32949978,19309891,0,0,321144707.0,418789690.0,360902828.0,44004544,0,64494,23383095,15317036,-22352963,-4029014,89.87,0.96,11.27,1.07,86.18,7.51,10.51,44004543.91,13.82,2.798995262,2.337911333,-4.4287199,2.798995262,-20.68079459,-15.86334063,6.345670439,3.075865707,24.13053144,-29.43815187,0.53333013,-27.03311513,1.172009459,1.304052911,11.57469249,1.0,0.0,-2.0,-1.0,-1.0,-1.0,0.0,0.0
424,방림,섬유의복,A003610,9,2021,Annual,257080320.0,175106205.0,14108546,47376450,54740456.0,257080320.0,57282435.0,48511604,9684206,22180356,1238000,199797886.0,130973160.0,114975081.0,6354469,0,0,7444412,6947487,4207624,1281334,77.72,9.85,28.67,12.67,87.79,3.8,4.85,6354469.45,12.21,8.53951287,14.72808785,-3.299300058,8.53951287,27.56396739,30.85287711,4.088906078,12.37801773,-573.4040183,45.55463139,-48.61281714,-1751.66791,0.509463968,0.655528257,2.2864454,-1.0,-1.0,-2.0,-1.0,-1.0,0.0,1.0,-1.0
425,방림,섬유의복,A003610,9,2022,Annual,265220044.0,129797150.0,14970861,61393078,54678944.0,265220044.0,63058875.0,57734881,13683921,26702211,0,202161169.0,155768173.0,143781034.0,2149733,0,5000,5587649,1236227,18299001,-7736885,76.22,11.08,31.19,14.53,92.3,2.78,1.38,2149732.67,7.7,3.166218246,-25.87518529,-0.112370273,3.166218246,10.08413836,19.01251709,1.182836839,18.9313696,-66.16974605,-24.94170124,-82.20612719,334.901051,0.587316745,0.770514801,2.47020222,1.0,0.0,0.0,1.0,-1.0,-1.0,-2.0,-1.0
426,백광산업,화학,A001340,12,2021,Annual,361859837.0,57418849.0,26534879,12670069,275606411.0,361859837.0,172997606.0,125477096,14916921,62133006,16909377,188862231.0,191117729.0,139306437.0,18079443,0,44541,15001059,36684991,-47163865,8841120,52.19,30.63,91.6,58.68,72.89,8.2,9.46,18079442.85,27.11,12.11925961,18.76393144,2.016520236,12.11925961,18.8870784,49.20140916,6.562599281,11.55303202,44.38827042,47.85316103,67.39249518,487.1458584,0.528154024,1.011942557,1.104742045,-1.0,-1.0,-2.0,-2.0,0.0,0.0,2.0,1.0
427,백광산업,화학,A001340,12,2022,Annual,404267601.0,61271071.0,30531471,17029238,311190750.0,404267601.0,194591586.0,135827456,16329220,81180995,33246306,209676015.0,232725147.0,164089316.0,28274340,0,52232,22702656,42474750,-64840643,18148747,51.87,32.69,92.81,63.02,70.51,11.39,12.15,28274340.21,29.49,11.71938957,6.708985058,12.91128855,11.71938957,12.4822421,8.248804228,11.02061746,21.77056949,56.38944186,51.34035537,15.78236451,37.4794941,0.575671032,1.109927366,1.195967163,0.0,0.0,0.0,0.0,-1.0,-1.0,-2.0,-2.0
428,백산,화학,A035150,12,2021,Annual,330162573.0,209784108.0,69167651,62529782,68502330.0,330162573.0,183147957.0,148198101,49573503,80897721,19400000,147014617.0,371076933.0,303163144.0,23245153,0,408317,19134154,9761851,16918696,-976674,44.53,33.46,124.58,75.14,81.7,14.2,6.26,23245153.4,18.3,13.41999241,18.79885531,-21.76049796,13.41999241,8.587181998,9.649516367,20.07770836,-3.141205884,487.8101693,-216.434974,-70.13065849,-362.4248185,1.12392186,2.524081895,2.026104681,-1.0,-2.0,-2.0,-1.0,0.0,0.0,0.0,0.0
429,백산,화학,A035150,12,2022,Annual,338873472.0,205877239.0,74045331,52209324,79327753.0,338873472.0,158716155.0,145371471,42975623,69112297,1305165,180157317.0,475895241.0,380905483.0,50295977,0,322207,44891846,51550460,-41266564,-26927504,53.16,27.86,88.1,52.41,80.04,27.44,10.57,50295977.24,19.96,2.638366584,-1.86232839,15.80299969,2.638366584,-13.33992604,-1.907332132,22.54381277,28.24705571,116.3718905,134.6163097,428.0807912,-343.9110201,1.404344926,2.641553776,2.998404548,1.0,1.0,0.0,0.0,-1.0,-2.0,-2.0,-1.0
430,보락,화학,A002760,12,2021,Annual,56317969.0,20693292.0,6123661,11237728,30594612.0,56317969.0,10774060.0,4842323,1466688,0,3137700,45543909.0,39763913.0,33259435.0,1692124,1136570,1500,1694988,1177597,-1118505,-371142,80.87,5.89,23.66,7.28,83.64,3.79,4.26,1692124.11,16.36,4.082194707,18.43354008,-4.549840325,4.082194707,6.598050119,16.20550732,3.50430873,3.842027633,1072.261287,329.6449511,-41.98723775,-40.41542277,0.706060849,0.873089594,3.690708331,0.0,-1.0,-2.0,-1.0,0.0,0.0,0.0,0.0
431,보락,화학,A002760,12,2022,Annual,60912252.0,26264428.0,7805911,14209514,29343093.0,60912252.0,12528504.0,9809629,3188768,0,105300,48383747.0,48434716.0,40122255.0,3282892,1071156,1500,3069106,2548454,-915374,-382999,79.43,5.31,25.89,6.68,82.84,6.54,6.78,3282891.67,17.16,8.157756896,26.92242491,-4.090651648,8.157756896,16.28396352,102.5810546,6.235384846,21.80570861,94.01013165,81.0694825,116.4113869,-18.16093804,0.795155562,1.001053432,3.86596165,0.0,0.0,1.0,0.0,0.0,-1.0,-2.0,-1.0
432,보령,의약품,A003850,12,2021,Annual,828641139.0,437313716.0,106574927,110994217,232197112.0,828641139.0,354327079.0,155952639,61515461,10780015,111082810,474314061.0,627279390.0,362342033.0,41448228,39145987,35149627,43119260,60167364,-47760667,111989133,57.24,26.01,74.7,45.43,57.76,10.59,6.61,41448228.32,42.24,27.87790975,38.53937917,-4.139746007,27.87790975,15.15102451,26.92348307,39.38624762,11.6420515,3.65604369,60.53478061,34.4793283,-66.95315034,0.756997644,1.322497985,1.770339969,1.0,0.0,-1.0,0.0,2.0,2.0,1.0,2.0
433,보령,의약품,A003850,12,2022,Annual,892385915.0,338378355.0,137525825,164621337,216406501.0,892385915.0,375969361.0,277482941,90316254,18076114,94207970,516416554.0,760475845.0,453288659.0,56602877,41705139,39107805,41938309,27814065,-146934563,-15365414,57.87,23.34,72.8,40.33,59.61,8.47,7.44,56602877.31,40.39,7.692687823,-22.62342968,-6.800519982,7.692687823,6.107995489,77.92769829,8.876501133,21.23399192,36.56283931,-2.73880164,-53.7721729,207.6476361,0.852182707,1.472601603,2.022706965,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0
434,보해양조,음식료품,A000890,12,2021,Annual,153116764.0,59746784.0,16789229,15277608,70881025.0,153116764.0,68867729.0,44291065,5134939,12900000,22916640,84249035.0,83748911.0,54517693.0,1053737,0,3159369,-908719,12488518,-3905353,8363697,55.02,28.92,81.74,52.56,65.1,-1.12,1.26,1053737.07,34.9,2.681868071,19.38684333,-11.40411313,2.681868071,-2.272639775,-17.00314968,7.121126608,6.599866185,-39.70048727,-152.9315929,51.70645678,1015.770512,0.546961083,0.994063742,1.21608353,0.0,-1.0,-1.0,-1.0,-2.0,-1.0,0.0,-1.0
435,보해양조,음식료품,A000890,12,2022,Annual,147392501.0,57906205.0,19348726,17451958,67288877.0,147392501.0,64936221.0,49381851,7642914,12300000,14498920,82456280.0,90858781.0,63453460.0,61881,0,2689834,-2828784,3139434,-4673931,-6107876,55.94,25.88,78.75,46.25,69.84,-3.39,0.07,61880.7,30.16,-3.738495283,-3.080632758,-5.067855607,-3.738495283,-5.708781249,11.4939345,-2.127923483,8.489507404,-94.12747204,211.2935902,-74.86143672,19.68011598,0.616441002,1.101902499,1.399200317,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0
436,부광약품,의약품,A003000,12,2021,Annual,397416583.0,220095332.0,90428232,39294486,122935756.0,397416583.0,117355700.0,36994751,7420605,0,0,280060883.0,182491221.0,106733238.0,5621881,22464642,6621591,-2796798,26524994,4749354,-27484627,70.47,0.39,41.9,0.56,58.49,-1.01,3.08,5621880.95,41.51,-0.885894243,-11.32673429,17.50861251,-0.885894243,-9.571686116,-39.55535479,3.270662197,7.563058827,39.56483746,-72.32170655,3567.883164,-63.60167149,0.459193775,0.651612675,1.555026479,0.0,0.0,-1.0,0.0,0.0,-1.0,1.0,0.0
437,부광약품,의약품,A003000,12,2022,Annual,400929189.0,218741259.0,87950195,38606543,121911988.0,400929189.0,129081732.0,44603056,16529807,0,0,271847456.0,190909365.0,111480555.0,-230636,24274420,12180979,-4248677,16461450,-3151014,-10397839,67.8,0.23,47.48,0.34,58.39,-1.54,-0.12,-230635.6,41.61,0.883859947,-0.615221135,-0.832766669,0.883859947,9.991872572,20.56590407,-2.932729095,4.612903543,-104.1024703,51.91218672,-37.93985401,-166.3461599,0.476167289,0.702266513,1.478980504,2.0,4.0,1.0,2.0,0.0,0.0,-1.0,0.0
438,부국철강,철강금속,A026940,12,2021,Annual,150684043.0,114312782.0,39606188,41150584,8228680.0,150684043.0,30259505.0,30220871,26197248,0,0,120424538.0,195734223.0,182531366.0,8055575,0,0,8793809,-3091737,3350450,-1500000,79.92,0.0,25.13,0.0,93.25,7.53,4.12,8055575.08,6.75,13.98814929,20.83829014,-2.6284363,13.98814929,59.90258677,63.11622571,6.317281915,40.88695527,350.3589476,988.8574797,-146.3463887,-185.4890914,1.298971139,1.62536827,6.468520321,0.0,-1.0,-2.0,-1.0,0.0,0.0,1.0,1.0
439,부국철강,철강금속,A026940,12,2022,Annual,153622004.0,109099707.0,42540352,38181507,8032838.0,153622004.0,27614064.0,27606064,23523259,0,0,126007940.0,209727336.0,199068561.0,5922306,0,0,7102656,4331674,3239062,-1500000,82.02,0.0,21.91,0.0,94.92,5.76,2.82,5922305.97,5.08,1.949749251,-4.560360538,-2.379992903,1.949749251,-8.742512477,-8.652321768,4.636432153,7.149037499,-26.48189608,-19.2311773,-240.1048666,-3.324568342,1.365216769,1.664397783,7.594946401,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,-1.0
440,부산산업,비금속광물,A011390,12,2021,Annual,133795624.0,62254807.0,22169702,28159501,66637543.0,133795624.0,56289943.0,43090991,16453294,1000000,10800758,77505681.0,128014972.0,113063185.0,397767,129285,14965,-3247162,-2338960,-9286773,3632368,57.93,10.35,72.63,17.87,88.32,-4.09,0.31,397767.1,11.68,3.70147551,3.049820667,1.90964988,3.70147551,18.32830089,6.586761991,-4.84144733,10.70362701,-92.81666585,-178.7078403,-117.0779375,53.8678573,0.95679491,1.651685016,2.274206815,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0
441,부산산업,비금속광물,A011390,12,2022,Annual,134678926.0,61778892.0,27321016,26933640,67313614.0,134678926.0,52615151.0,36243580,13114604,1000000,14037500,82063775.0,152610203.0,131526724.0,5259377,14392,53245,4538775,2962104,-9459054,2607932,60.93,13.12,64.11,21.53,86.18,5.69,3.45,5259376.58,13.82,0.660187511,-0.764463056,1.014549711,0.660187511,-6.528327804,-15.89058604,5.880980518,19.21277692,1222.225574,-239.7766727,-226.6419263,1.855122334,1.133140927,1.859653702,2.900499193,1.0,0.0,-2.0,-1.0,0.0,0.0,0.0,0.0
442,부산주공,운수장비,A005030,12,2021,Annual,239665282.0,77436967.0,35697732,36699313,129378357.0,239665282.0,216496992.0,176230159,48462111,74478205,24766483,23168290.0,186826816.0,179924128.0,-9346942,0,0,-11744451,-1361085,17794840,-17166837,9.67,57.27,934.45,592.45,96.31,-47.16,-5.0,-9346942.3,3.69,-4.050068026,16.01939919,-2.573686043,-4.050068026,-2.978093615,19.40039483,-13.0294176,22.32917541,107.338364,-12.59907018,-79.84818234,0.949323608,0.779532248,8.063901824,0.862953403,-2.0,0.0,-2.0,-1.0,0.0,-1.0,1.0,0.0
443,부산주공,운수장비,A005030,12,2022,Annual,233931779.0,129259247.0,29271010,35576382,88511556.0,233931779.0,212511514.0,174175206,59659393,52082944,24557602,21420266.0,230549456.0,221134207.0,-6463261,0,0,-9711498,19926667,5501541,-24653319,9.16,46.6,992.1,508.91,95.92,-43.56,-2.8,-6463260.66,4.08,-2.392296019,66.92188758,-31.58704589,-2.392296019,-1.840893013,-1.166062047,-7.544898652,23.40276462,-30.85159831,-17.30990235,-1564.02811,-69.08350398,0.985541413,10.76314627,1.084879834,1.0,1.0,1.0,1.0,-2.0,0.0,-2.0,-1.0
444,비비안,섬유의복,A002070,12,2021,Annual,198167472.0,88583996.0,14712900,40912989,33690589.0,198167472.0,94893342.0,26916644,7728012,10000,61236430,103274131.0,187863421.0,84106484.0,1419137,0,4161156,-3210480,-3328535,-9201937,5866537,52.11,35.16,91.88,67.47,44.77,-3.32,0.76,1419136.5,55.23,4.828780894,-14.29391243,-0.494388634,4.828780894,-3.937731977,-21.33812697,14.42353001,2.488953969,-29.45116916,-93.86008996,-201.6656995,-91.21584027,0.948003318,1.819075302,1.979732372,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0
445,비비안,섬유의복,A002070,12,2022,Annual,201061181.0,90886103.0,16656524,44265680,34547655.0,201061181.0,104480646.0,98654689,6091441,10000,0,96580535.0,213052157.0,94480919.0,5712711,0,3397186,-8169626,-1578040,-9093227,8933845,48.04,38.94,108.18,81.07,44.35,-8.18,2.68,5712710.66,55.65,1.460234099,2.598784322,2.543932966,1.460234099,10.10324202,266.5192771,-6.481386902,13.40800453,302.5482388,154.4674317,-52.5905541,-1.181381703,1.059638444,2.205953374,2.039154285,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0
446,비상교육,서비스업,A100220,12,2021,Annual,271514540.0,119587166.0,68534709,20018277,84051530.0,271514540.0,71577714.0,67485717,10599871,5000000,0,199936826.0,215573814.0,92693161.0,7742345,22604744,18650197,6033787,19634304,1522955,-1752427,73.64,5.08,35.8,6.9,43.0,3.05,3.59,7742344.86,57.0,3.147035184,3.375160104,8.63029986,3.147035184,6.373731774,22.02732012,2.038945445,25.10539001,-152.1131822,-140.4834338,3.665326159,-106.4974096,0.793967844,1.078209644,3.011744885,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0
447,비상교육,서비스업,A100220,12,2022,Annual,309226088.0,140300766.0,78120319,42299504,113768550.0,309226088.0,112016004.0,83561652,23346182,9000000,25452000,197210084.0,253028639.0,106189745.0,3546451,19865740,26120340,-1021656,2003230,-34942999,19074113,63.78,11.69,56.8,18.33,41.97,-0.51,1.4,3546451.2,58.03,13.88932909,17.32092221,35.35571571,13.88932909,56.49564332,23.82124057,-1.363801784,17.37447805,-54.19409752,-116.9322517,-89.79729559,-2394.420978,0.818264205,1.283041079,2.258861502,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0
448,빙그레,음식료품,A005180,12,2021,Annual,760245281.0,313908034.0,59168037,74374615,295488505.0,760245281.0,202369500.0,160011490,55873203,0,0,557875781.0,1147435119.0,845554629.0,26243919,5138000,44303000,-19327115,55501380,-19310293,-23626974,73.38,1.63,36.28,2.22,73.69,-3.37,2.29,26243919.36,26.31,-0.509484116,-3.51613432,5.444231436,-0.509484116,15.89979276,26.66687275,-5.369582815,19.6329725,-34.13896901,-155.4162615,-22.45957695,40.51549704,1.509295944,2.056793211,5.670000267,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.0
449,빙그레,음식료품,A005180,12,2022,Annual,769266588.0,315267835.0,81103835,127474597,298725572.0,769266588.0,193497613.0,152445670,75898080,0,0,575768975.0,1267685823.0,931974590.0,39407655,5387000,45988000,25685517,-11243839,19380465,-24210909,74.85,3.54,33.61,4.73,73.52,4.53,3.11,39407655.26,26.48,1.186631108,0.433184517,1.095496761,1.186631108,-4.384004012,-4.728297949,3.207379601,10.47995673,50.15918545,-232.8988677,-120.2586656,-200.3633917,1.647914836,2.201726522,6.55142874,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0
450,사조동아원,음식료품,A008040,12,2021,Annual,448788965.0,194579526.0,51576743,92906771,204307269.0,448788965.0,237036709.0,230423830,21134838,174150551,0,211752256.0,412139561.0,363145753.0,19110101,214,345266,2275542,-4971809,4160451,971260,47.18,43.28,111.94,91.72,88.11,1.08,4.64,19110101.1,11.89,0.526881779,10.03649264,-9.654011585,0.526881779,-0.703144935,7.515738462,1.940438071,6.330163016,19.15671288,-76.33621977,-116.99884,-205.1461702,0.91833711,1.94632902,1.738716179,0.0,1.0,-2.0,-1.0,1.0,1.0,1.0,1.0
451,사조동아원,음식료품,A008040,12,2022,Annual,481673723.0,230815046.0,77570908,140598641,198549525.0,481673723.0,250702675.0,245773664,29560165,197003759,4480000,230971048.0,631567233.0,578497677.0,15251124,432,380164,1035396,-57680992,20946516,35348295,47.95,42.01,108.54,87.61,91.6,0.47,2.41,15251124.11,8.4,7.327443535,18.62247316,-2.818178731,7.327443535,5.765337385,6.661565342,9.076074259,53.24110878,-20.19338883,-54.49892817,1060.16106,403.4674366,1.31119304,2.734399997,2.51918825,2.0,-1.0,0.0,0.0,0.0,1.0,-2.0,-1.0
452,사조산업,"농업, 임업 및 어업",A007160,12,2021,Annual,1113856493.0,320683528.0,53048976,92475659,422122473.0,1113856493.0,548108054.0,384178386,0,120773020,26828839,565748439.0,590393764.0,509272807.0,49237466,0,0,55325013,49291294,13708404,-56779529,50.79,27.53,96.88,54.2,86.26,10.35,8.34,49237466.18,13.74,2.433137418,4.480207515,-1.709305493,2.433137418,-6.180407899,9.615202145,12.43378322,-5.070311259,124.653044,355.9786639,-10.84717576,0.915270405,0.53004473,1.043562338,1.077148492,0.0,0.0,-3.0,-1.0,1.0,1.0,3.0,2.0
453,사조산업,"농업, 임업 및 어업",A007160,12,2022,Annual,1166611978.0,338171211.0,76649705,137808032,424066596.0,1166611978.0,523375979.0,429303022,0,180868858,1854036,643235999.0,660986319.0,571092546.0,55173554,0,0,80131865,-272131,-17577046,-37615892,55.14,23.82,81.37,43.2,86.4,13.26,8.35,55173554.44,13.6,4.736291015,5.453252654,0.46055899,4.736291015,-4.51226265,11.74575084,13.69646908,11.95685986,12.05603879,44.83840248,-100.5520874,-228.2209512,0.566586261,1.027595346,1.262928269,2.0,1.0,1.0,1.0,0.0,0.0,-3.0,-1.0
454,사조오양,음식료품,A006090,12,2021,Annual,315948483.0,126691707.0,31562703,61112895,94509456.0,315948483.0,119243894.0,105743803,22731805,58266103,500000,196704589.0,328881779.0,285731280.0,20393330,2522,79522,15770039,20241471,-17566829,-10362449,62.26,20.16,60.62,32.38,86.88,8.27,6.2,20393329.85,13.12,-0.876387144,-3.073623363,-1.841783207,-0.876387144,-10.97898065,-6.702875836,6.446699523,0.384771821,-23.69205917,-14.5587101,-36.29391612,-281.880039,1.040934825,1.671957836,2.758059704,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
455,사조오양,음식료품,A006090,12,2022,Annual,343207955.0,136578329.0,48105577,76468474,100701502.0,343207955.0,137261542.0,129264943,23360287,80531838,0,205946413.0,369125207.0,333037979.0,10201023,1707,78080,8526794,-16187076,-22097586,14424669,60.01,23.94,66.65,39.9,90.22,4.24,2.76,10201022.92,9.78,8.627821771,7.803685209,6.551774036,8.627821771,15.10991246,22.24351625,4.698326586,12.23644196,-49.97863027,-45.93041907,-179.9698599,25.79154724,1.075514718,1.792336179,2.689210697,1.0,1.0,1.0,0.0,1.0,0.0,-1.0,0.0
456,삼성E&A,서비스업,A028050,12,2021,Annual,6058722397.0,4442487369.0,1798880828,0,446786684.0,6058722397.0,4098204679.0,3852685466,798813361,40848588,0,1960517718.0,7486696121.0,6625376323.0,503288807,0,0,351071466,739825439,-201253407,-208204189,32.36,0.67,209.04,2.08,88.5,19.82,6.72,503288807.4,11.5,27.40249595,41.66772556,1.937861596,27.40249595,29.12447325,30.11077109,23.9472526,10.92758847,39.34467127,39.23917032,1567.448274,-374.1141744,1.235688918,3.818734231,1.826823379,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
457,삼성E&A,서비스업,A028050,12,2022,Annual,7848723223.0,5947655471.0,2130581188,0,437334212.0,7848723223.0,5271682816.0,5013013164,934862604,231871003,0,2577040407.0,10054344625.0,8973419012.0,702942994,0,0,595319035,576706461,-528754532,174668880,32.83,3.31,204.56,10.07,89.25,26.24,6.99,702942994.2,10.75,29.5441961,33.88120161,-2.115656607,29.5441961,28.6339563,30.11737419,31.44693278,34.29614963,39.66990408,69.57203665,-22.04830618,162.7307234,1.281016586,3.901508334,1.907236261,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0
