,종목명,업종명,종목코드,결산월,회계연도,주기,총자산(천원),유동자산(천원),매출채권(천원),재고자산(천원),유형자산(천원),부채및자본총계(천원),총부채(천원),유동부채(천원),매입채무(천원),단기차입금(천원),장기차입금(천원),총자본(천원),매출액(천원),매출원가(천원),영업이익(천원),연구개발비(천원),광고선전비(천원),당기순이익(천원),영업활동으로인한현금흐름(천원),투자활동으로인한현금흐름(천원),재무활동으로인한현금흐름(천원),자기자본비율(%),차입금의존도(%),부채비율(%),차입금비율(%),*매출원가율(%),ROE(당기순이익)(%),영업이익률(%),EBIT(천원),매출총이익률(%),총자산(천원)_증가율(%),유동자산(천원)_증가율(%),유형자산(천원)_증가율(%),부채및자본총계(천원)_증가율(%),총부채(천원)_증가율(%),유동부채(천원)_증가율(%),총자본(천원)_증가율(%),매출액(천원)_증가율(%),영업이익(천원)_증가율(%),당기순이익(천원)_증가율(%),영업활동으로인한현금흐름(천원)_증가율(%),투자활동으로인한현금흐름(천원)_증가율(%),총자산(천원)_회전율,총자본(천원)_회전율,총부채(천원)_회전율,환경_등급
0,AK홀딩스,기타금융,A006840,12,2011,Annual,797395267.0,368464610.0,164957170,100459041,161817362.0,797395267.0,446398508.0,371846821,88261980,250570529,53531575,350996759.0,390281897.0,339356343.0,20652501,7174681,1258430,43867460,43858553,-159935234,137555421,44.02,38.26,127.18,86.91,86.95,14.18,5.29,20652501.0,13.05,25.867711129678494,7.709224465518871,-2.6723784512796223,25.867711129678494,22.040978036276847,8.714815180573643,31.09564876152984,-70.00230975250714,-73.22575816637348,-22.671420478516225,114.04468889095811,551.3232347123846,0.4894459663252553,1.111924503553607,0.8742903258090639,3.0
1,AK홀딩스,기타금융,A006840,12,2012,Annual,1062012676.0,455173056.0,243262270,120241742,227756234.0,1062012676.0,551197541.0,446381736,132002396,278568031,76035400,510815136.0,428068164.0,368310967.0,27066943,2626757,725964,193423708,15874495,-5900676,43109465,48.1,33.41,107.91,69.47,86.04,44.89,6.32,27066943.2,13.96,33.185224436502715,23.53236746400149,40.74894756966807,33.185224436502715,23.47656435267476,20.04452123580209,45.53272157136927,9.681788289555238,31.05891146065069,340.9275303379772,-63.80524683520681,-96.31058407054944,0.4030725561697533,0.8380099449519836,0.7766147926265876,2.0
2,AK홀딩스,기타금융,A006840,12,2013,Annual,2374994472.0,702558263.0,300681262,141634818,1169177816.0,2374994472.0,1739973013.0,1351772260,272943954,349773376,196176418,635021459.0,2240972021.0,1849771603.0,108947072,6606882,4400201,108312126,182498203,19058960,-160310908,26.74,41.32,274.0,154.54,82.54,18.91,4.86,108947071.7,17.46,123.63146181505653,54.34970364326661,413.3461312852583,123.63146181505653,215.6714033671641,202.8287564166828,24.31531766513668,423.50821889198,302.50970344157446,-44.002662796641246,1049.631550483968,-422.9962126373318,0.9435693629690268,3.528970539875881,1.287934930172391,2.0
3,AK홀딩스,기타금융,A006840,12,2014,Annual,2773153876.0,860690585.0,330216202,229358723,1349566942.0,2773153876.0,1946141284.0,1273322616,384587781,461811659,442035089,827012591.0,2873874157.0,2148505513.0,147517194,9681363,37157968,94294011,219740235,-193620872,2781660,29.82,37.87,235.32,127.0,74.76,12.9,5.13,147517194.0,25.24,16.764645505246456,22.50807233050791,15.428716105574836,16.764645505246456,11.848934981154224,-5.80346603650529,30.233802224941808,28.24230423535483,35.40262376211452,-12.942332052461047,20.406793813745104,-1115.9047083366563,1.0363197591996876,3.475006533485776,1.476703762788067,2.0
4,AK홀딩스,기타금융,A006840,12,2015,Annual,2495514993.0,969178974.0,224543905,203315762,940933616.0,2495514993.0,1593921534.0,1232855273,321221478,599867254,173049776,901593459.0,2807147867.0,1970075403.0,106316161,9634828,50463121,-37443062,141247058,143427170,-146375693,36.13,30.97,176.79,85.73,70.18,-4.33,3.79,106316161.1,29.82,-10.011665252433332,12.604807220006942,-30.278848220335263,-10.011665252433332,-18.09836484615677,-3.178090335591744,9.018105505481966,-2.321823655272881,-27.92964798394959,-139.70884428704596,-35.72089426408414,-174.07629586545815,1.1248771796098762,3.113540630733436,1.7611581292558156,2.0
5,AK홀딩스,기타금융,A006840,12,2016,Annual,2741946503.0,1179857738.0,266392319,197859303,958537543.0,2741946503.0,1730525758.0,1314767741,381560718,361981331,208072515,1011420745.0,2921831064.0,2001793180.0,213669705,13670138,53427031,133322341,318306281,-128595637,-74273803,36.89,27.5,171.1,74.56,68.51,13.94,7.31,213669704.6,31.49,9.874976134835832,21.73785953387801,1.8708999976891016,9.874976134835832,8.570323010643266,6.644126832558062,12.181464373290218,4.085399217767671,100.97575287730716,-456.0668756203752,125.35427321962348,-189.6591887018338,1.0656046938928918,2.8888383775438577,1.6884065726804396,3.0
6,AK홀딩스,기타금융,A006840,12,2017,Annual,2944784347.0,1218481945.0,279391346,217784154,1103018831.0,2944784346.0,1792720288.0,1307593984,363444962,340615780,239496379,1152064058.0,3392454611.0,2328175652.0,265641267,14057626,63903795,185414017,280933528,-292512574,-39324783,39.12,25.81,155.61,65.98,68.63,17.14,7.83,265641267.1,31.37,7.397585758076341,3.273632553825734,15.073096411832454,7.397585721605893,3.5939673080555234,-0.5456292222794978,13.905519903094344,16.107144345153014,24.323318085734247,39.07197819156205,-11.741129607178568,127.46695053114436,1.152021408445771,2.944675330718459,1.8923502086232875,3.0
7,AK홀딩스,기타금융,A006840,12,2018,Annual,3397931239.0,1306700266.0,268844631,227029929,1396079428.0,3397931239.0,1924033598.0,1331030391,327964818,453840494,286561671,1473897641.0,3711183103.0,2665568343.0,269717896,18434400,52378017,206620399,317257801,-224601813,89961083,43.38,22.98,130.54,52.97,71.83,15.74,7.27,269717896.1,28.17,15.3881180624192,7.240018726744446,26.56895682681233,15.388118101603077,7.324807493894991,1.792330592429514,27.93538959619206,9.39521757981745,1.5346369357589262,11.437313285758766,12.929846166314473,-23.216356162521755,1.0921889944106664,2.517938152395754,1.928855663881188,2.0
8,BYC,섬유의복,A001460,12,2011,Annual,477929172.0,147605717.0,15509433,127246984,50049907.0,477929172.0,169119743.0,89437486,8920556,36956499,49900000,308809429.0,202084292.0,121100237.0,36153615,0,2012023,27006654,24425734,-56802236,31778912,64.61,18.17,54.77,28.13,59.93,9.13,17.89,36153614.82,40.07,16.547799475555692,-3.559019789889639,6.713625724236128,16.547799475555692,32.840336426203855,-11.211206699628384,9.21223085740721,-2.091934738121759,5.356364836243777,24.933536699690805,245.17282711579287,111.75097857347116,0.4228331389656206,0.6543980624374005,1.1949183957783096,3.0
9,BYC,섬유의복,A001460,12,2012,Annual,505456934.0,143410428.0,16007741,121715226,57933318.0,505456934.0,172109096.0,77346753,11194876,23285699,44851433,333347838.0,216985677.0,136248902.0,33401881,0,2292302,24650594,29619439,-26222716,-1907505,65.95,16.84,51.63,25.54,62.79,7.68,15.39,33401881.16,37.21,5.759799487611095,-2.842226632725886,15.75110019684951,5.759799487611095,1.7675955195840087,-13.518641389361052,7.946133341673311,7.373846256194905,-7.611227812211863,-8.723998167266478,21.26325047181796,-53.83506381685397,0.4292861812832505,0.6509287064882658,1.2607449695744146,2.0
10,BYC,섬유의복,A001460,12,2013,Annual,525157538.0,76641710.0,11406882,60457067,69384235.0,525157538.0,177223435.0,89963375,7949967,18059695,27130027,347934103.0,182448693.0,108950483.0,25118122,0,1824775,15514678,38274235,-36977060,-2589990,66.25,15.82,50.94,23.88,59.72,4.55,13.77,25118121.58,40.28,3.8975830926082367,-46.55778448691332,19.76568474810989,3.8975830926082367,2.97156810352428,16.311766830082707,4.375689096264668,-15.91671140579477,-24.800276966437902,-37.06164646580119,29.219986239442285,41.01155654509625,0.3474170697327018,0.5243771490833137,1.0294840126532927,3.0
11,BYC,섬유의복,A001460,12,2014,Annual,608388101.0,82095340.0,10814621,66578997,87275949.0,608388101.0,242958473.0,118618722,7598875,55168746,60053467,365429628.0,176909795.0,102833028.0,27901295,0,2310122,19050210,27875362,-85796016,57732834,60.07,23.31,66.49,38.8,58.13,5.34,15.77,27901295.0,41.87,15.84868481884001,7.115746765044784,25.786425403407563,15.84868481884001,37.09161714419993,31.85223653514555,5.02840188677911,-3.035866088665262,11.080338729145446,22.788304082108567,-27.16938170024822,132.02497981180764,0.2907844428732507,0.4841145365476496,0.7281482831841802,2.0
12,BYC,섬유의복,A001460,12,2015,Annual,691464609.0,91849038.0,15057363,68567867,65860300.0,691464609.0,313347277.0,127449261,9433371,63286502,114077000,378117332.0,182195988.0,111111979.0,21130659,0,4142345,13158137,28069051,-83676887,59092255,54.68,29.12,82.87,53.25,60.98,3.54,11.6,21130659.0,39.02,13.655182910949136,11.88093989256882,-24.53785864877849,13.655182910949136,28.97153704122925,7.444473225735826,3.471996528973298,2.988072537193309,-24.266386201787405,-30.9291761088198,0.6948394069286046,-2.4699620084923324,0.2634928608471992,0.481850400869749,0.5814506822728828,2.0
13,BYC,섬유의복,A001460,12,2016,Annual,733018518.0,118647018.0,15522850,68256885,66665983.0,733018518.0,339167415.0,157857292,13467742,69649468,98400000,393851103.0,211857618.0,144343998.0,16154497,0,4830726,17543266,43942199,-37856352,18071354,53.73,30.07,86.12,55.97,68.13,4.55,7.63,16154496.94,31.87,6.0095496514413815,29.17611396212991,1.223321181349002,6.0095496514413815,8.2401028811238,23.858930810120583,4.161081671865818,16.28006759402407,-23.549487973848805,33.32636679493457,56.55035505119144,-54.758890588269615,0.2890208266198262,0.5379129736752318,0.6246402473539505,2.0
14,BYC,섬유의복,A001460,12,2017,Annual,745823200.0,112685946.0,19107107,62400941,67609243.0,745823200.0,346484954.0,135470772,9084735,31636476,122500000,399338246.0,195815808.0,126448218.0,17207998,0,4708126,6190457,23542700,-30880876,8823245,53.54,30.64,86.76,57.23,64.58,1.56,8.79,17207998.0,35.42,1.746842908544366,-5.024207182349915,1.414904509845738,1.746842908544366,2.1575005959814764,-14.181492483730176,1.3932023950685712,-7.571976949160264,6.521410106424241,-64.71320106529765,-46.42348235690253,-18.42617059351096,0.2625499019070471,0.4903507489237582,0.5651495273875586,3.0
15,BYC,섬유의복,A001460,12,2018,Annual,738431267.0,89810780.0,6020221,54609508,66659239.0,738431267.0,331027820.0,82142590,5113114,11537425,155000000,407403447.0,197864080.0,124040905.0,21346821,0,4646381,9092446,49052410,-21463281,-20660506,55.17,28.31,81.25,51.31,62.69,2.25,10.79,21346821.0,37.31,-0.9911106278270744,-20.299928085087025,-1.4051392351782432,-0.9911106278270744,-4.461127047958335,-39.36508311918382,2.0196415146271685,1.0460197370786295,24.05174035933757,46.87842916928426,108.35507397197436,-30.496528013000667,0.2679519257138931,0.4856710993905753,0.5977264388231781,4.0
16,CJ,기타금융,A001040,12,2011,Annual,19656075093.0,5923000095.0,1917411377,1338204012,7359253700.0,19656075093.0,12092041534.0,6947252249,857107193,2763622287,1958718876,7564033559.0,13271073391.0,8689223324.0,900591897,42322052,388718879,736148645,569688953,-2620795425,2281839986,38.48,39.63,159.86,102.99,65.47,10.85,6.79,900591897.0,34.53,42.42901518419677,33.01804478187669,48.606373592247245,42.42901518419677,55.23902309074609,40.94987264044687,25.83011634683199,14.253104884455968,1.0668429580344974,-7.579953973137932,-42.95860257405013,1018.8191203020856,0.6751639545641616,1.7544968947433512,1.0975047806182965,4.0
17,CJ,기타금융,A001040,12,2012,Annual,21385040866.0,6336179553.0,2138531527,1481140301,8170125269.0,21385040866.0,13000982677.0,6700553793,1190114737,2487787285,2211482209,8384058189.0,17628388035.0,12292133603.0,1062972105,47539227,430774626,570256610,1562979394,-2458136341,688157957,39.21,38.9,155.07,99.22,69.73,7.15,6.03,1062972105.0,30.27,8.796088562033045,6.975847566654481,11.018394011881938,8.796088562033045,7.516854291678277,-3.551022003490812,10.841102483268353,32.8331741948996,18.030387408648863,-22.535127399439823,174.35662667659275,-6.206477714680836,0.8243326793463047,2.1026080255655533,1.355927353567383,3.0
18,CJ,기타금융,A001040,12,2013,Annual,22123704854.0,6536537209.0,2379216183,1293816082,8833246209.0,22123704854.0,13522759512.0,6510093116,1198161316,2122552719,2685707899,8600945342.0,18851698863.0,13346666623.0,786067040,45319483,434702779,322608337,1476476541,-1798328283,352089120,38.88,40.33,157.22,103.73,70.8,3.8,4.17,786067040.0,29.2,3.4541153913547173,3.1621208699039505,8.116410925987715,3.4541153913547173,4.013364589148116,-2.8424617260587093,2.586899424011136,6.939436694785695,-26.0500782379421,-43.42751467624374,-5.534484544842311,-26.841800716862675,0.8521040660869051,2.191817075146808,1.3940718864571344,3.0
19,CJ,기타금융,A001040,12,2014,Annual,23039318812.0,6993888486.0,2516322061,1421771573,9108937572.0,23039318812.0,13969444303.0,7200766956,1302361117,2164251359,2443390507,9069874509.0,19572301244.0,13482375700.0,1003117885,42427906,442907486,508633144,1760986073,-1932689490,-73476774,39.37,39.05,154.02,99.2,68.88,5.76,5.13,1003117885.0,31.12,4.13861043637298,6.996843471957659,3.121065081590313,4.13861043637298,3.303207386063578,10.609277435717711,5.452065422508068,3.8224798000265015,27.6122562014558,57.66274012937242,19.26949220658156,7.471450472649876,0.8495173578572033,2.1579462014141964,1.4010794430668057,3.0
20,CJ,기타금융,A001040,12,2015,Annual,23562143506.0,6950205084.0,2655668392,1495391511,9475638230.0,23562143506.0,13698687478.0,7684516234,1398350609,2050571122,1420790955,9863456028.0,21166707211.0,14473552196.0,1225330266,55313523,448254647,551115547,2295614169,-1461473396,-637090027,41.86,36.57,138.88,87.35,68.38,5.82,5.79,1225330266.0,31.62,2.2692714930776736,-0.624593916352012,4.025723692817951,2.2692714930776736,-1.9382075559144063,6.718024357071006,8.749641664970476,8.146236597951262,22.152170180875608,8.352267936357682,30.35958683586932,-24.38136578266382,0.8983353830100385,2.1459726845147142,1.5451631585138057,3.0
21,CJ,기타금융,A001040,12,2016,Annual,27009587950.0,7862451114.0,3284666049,1699383558,10372814813.0,27009587950.0,15755138247.0,8662186804,1762992046,2882199670,1834967495,11254449703.0,23954197397.0,16501957752.0,1252913231,59560918,463558773,569823382,2091748639,-3344703500,1230498734,41.67,36.27,139.99,87.04,68.89,5.4,5.23,1252913231.0,31.11,14.631285320548717,13.125454845930706,9.468244367535329,14.631285320548717,15.012027774943014,12.72260400302514,14.102497857255102,13.16921974784715,2.251063714441859,3.3945395120562605,-8.880653062391863,128.85832264578562,0.886877557752598,2.128420138624347,1.5204054081570002,4.0
22,CJ,기타금융,A001040,12,2017,Annual,29325383064.0,8333253000.0,3551768653,1733006295,11492884161.0,29325383064.0,17333214255.0,9363258715,2034998735,2920089020,1592710545,11992168809.0,26898599989.0,18608585681.0,1325955339,57743357,520515907,1137728417,2240404302,-2863799623,718215319,40.89,36.14,144.54,88.37,69.18,9.79,4.93,1325955339.0,30.82,8.573974243098359,5.987978547322004,10.798123442792452,8.573974243098359,10.0162625250241,8.093474856444583,6.554910506227185,12.291802322580647,5.829781839058579,99.6633435796778,7.106765135559856,-14.378071987546882,0.9172463299216326,2.243013788199252,1.5518529681383668,5.0
23,CJ,기타금융,A001040,12,2018,Annual,31729548648.0,8869354295.0,3534816257,2023661340,12970204923.0,31729548648.0,19207738403.0,10998410550,2088316945,4106708423,1767900780,12521810245.0,29523435477.0,21170216737.0,1332475208,49770826,564177426,880027278,1541092351,-2126012873,827350780,39.46,37.96,153.39,96.19,71.71,7.18,4.51,1332475208.0,28.29,8.198241021278818,6.433277556795658,12.854221284272116,8.198241021278818,10.814636687821878,17.46349091455175,4.416560877649678,9.758260612349368,0.4917110560388238,-22.650496827662515,-31.21364971383633,-25.76251299408736,0.930471334607558,2.357760970606371,1.5370594318584023,5.0
24,CJ대한통운,운수창고업,A000120,12,2011,Annual,3595163312.0,812463279.0,422506026,14577497,1509101286.0,3595163312.0,1330470686.0,590102526,188482127,105334204,522809369,2264692626.0,2587848423.0,2352685057.0,125019927,0,5538770,80994345,111199423,97373509,-58633435,62.99,23.27,58.75,36.94,90.91,3.62,4.83,125019926.6,9.09,-8.037631170475157,10.19443538819993,-14.21717199926552,-8.037631170475157,-21.89597935699712,-33.23941048961583,2.664063932491234,5.043123023977159,-14.528257028051828,-18.025006183471515,13.573394281163864,241.36961796482527,0.7198138716987441,1.1426930053509168,1.9450623378860368,3.0
25,CJ대한통운,운수창고업,A000120,12,2012,Annual,3669501369.0,677650871.0,403102572,13555180,1623205266.0,3669501369.0,1341438819.0,600443468,186445040,77152635,520618490,2328062550.0,2627465778.0,2369632574.0,143027522,0,19340163,69571921,116938980,-219059617,22293867,63.44,23.41,57.62,36.89,90.19,3.03,5.44,143027522.5,9.81,2.067724065604293,-16.59304629323438,7.561055116614623,2.067724065604293,0.8243799067061852,1.752397514732884,2.79816886726596,1.5308993621068856,14.403779807038289,-14.102742605054708,5.161498904540185,-324.96839155709176,0.7160280141048232,1.1286061785582178,1.9586922197157617,3.0
26,CJ대한통운,운수창고업,A000120,12,2013,Annual,4608720687.0,1329685385.0,693587719,14854492,1816461640.0,4608720687.0,2360513240.0,956993741,341668380,249048598,804918021,2248207446.0,3795045156.0,3497499003.0,64177360,0,6932050,-60061094,-73828143,-127284077,161392732,48.78,36.38,105.0,74.57,92.16,-2.62,1.69,64177360.06,7.84,25.59528457829552,96.2198296945744,11.90584937395096,25.59528457829552,75.96875881075871,59.38115609578085,-3.430109899753342,44.43747232699447,-55.12936314452824,-186.3295035363477,-163.1339036820742,-41.89523439183225,0.8234487211830461,1.688031575000842,1.6077203430555635,4.0
27,CJ대한통운,운수창고업,A000120,12,2014,Annual,4542856099.0,1264507113.0,750681544,9665212,1793168810.0,4542856099.0,2262195616.0,869980044,322851896,217211392,701553281,2280660483.0,4560087295.0,4081489293.0,167079481,0,8908157,59451740,259803712,-67368357,-179312544,50.2,33.64,99.19,67.01,89.5,2.63,3.66,167079481.2,10.5,-1.4291295236395385,-4.901781484196732,-1.2823188492986803,-1.4291295236395385,-4.16509521463222,-9.092399800763172,1.443507228736407,20.15897328100198,160.34022122443182,-198.98544305569925,-451.90335479520326,-47.07243939082812,1.0037930314376,1.999459072926814,2.0157793882843418,4.0
28,CJ대한통운,운수창고업,A000120,12,2015,Annual,4500489064.0,1239297511.0,795501657,9904924,1772594157.0,4500489064.0,2128783996.0,1285580125,390689710,209336849,312024763,2371705068.0,5055766404.0,4506506640.0,186633718,0,6957032,48984004,171874165,-86381816,-100776380,52.7,31.21,89.76,59.23,89.14,2.11,3.69,186633717.8,10.86,-0.93260790297377,-1.9936306993316169,-1.1473907467752564,-0.93260790297377,-5.89743959613438,47.77122002582394,3.992027120154207,10.869947808751323,11.703553831364854,-17.607114610943263,-33.844607655182394,28.223130037147847,1.1233815552273498,2.131701142867398,2.374955098074685,4.0
29,CJ대한통운,운수창고업,A000120,12,2016,Annual,5521193039.0,1511133286.0,1061758766,15248404,2036542847.0,5521193039.0,2781927821.0,1362369307,587109362,365933811,394120586,2739265218.0,6081945642.0,5410826301.0,228444490,0,12169048,68210131,208404672,-705460945,543229979,49.61,32.53,101.56,65.57,88.97,2.67,3.76,228444490.4,11.03,22.67984568976613,21.93466642087043,14.890531425801148,22.67984568976613,30.68154524964777,5.973115211313651,15.497717442158798,20.29720434053504,22.402582152920505,39.24980693697477,21.254216420484127,716.6776037679041,1.1015636655047227,2.2202836008849727,2.1862341632622826,4.0
30,CJ대한통운,운수창고업,A000120,12,2017,Annual,6285983376.0,1803525145.0,1307444028,15658455,2429542803.0,6285983376.0,3526210932.0,1890070241,700583305,476903075,468350842,2759772444.0,7110391208.0,6354235538.0,235651420,0,19548423,54178650,246413341,-689603421,456478719,43.9,35.65,127.77,81.2,89.37,1.97,3.31,235651420.4,10.63,13.851903593983362,19.34917731671222,19.29740670955793,13.851903593983362,26.754220773868177,38.734059207633045,0.7486396667706785,16.90981186839091,3.154783903958469,-20.57096327816757,18.237915990674143,-2.2478245057208635,1.1311501769393162,2.5764411205201525,2.0164395565432387,4.0
31,CJ대한통운,운수창고업,A000120,12,2018,Annual,7868566775.0,2180844615.0,1336459742,21224162,3306401976.0,7868566775.0,4737828935.0,2614012912,823066860,913901426,415957840,3130737840.0,9219680477.0,8391607543.0,242686926,0,17813132,66600069,61839216,-843492927,778549278,39.79,37.12,151.33,93.31,91.02,2.26,2.63,242686925.6,8.98,25.176385369428942,20.921220369234163,36.0915301396318,25.176385369428942,34.360338231745914,38.30242153418466,13.441883471462043,29.66488351058392,2.9855563781453043,22.926778352727496,-74.90427435907377,22.31565292655357,1.1717102670200064,2.9448906130703043,1.9459715839233864,4.0
32,CJ씨푸드,음식료품,A011150,12,2011,Annual,81363764.0,32314234.0,16015792,15078392,40934100.0,81363764.0,47942613.0,40747119,9399458,25691467,0,33421151.0,135743012.0,110011106.0,5932854,21000,522258,4066803,2326153,-7032119,4890555,41.08,31.58,143.45,76.87,81.04,12.78,4.37,5932853.5,18.96,33.895265898989905,42.8267261459901,31.0881219445124,33.895265898989905,56.8705763943264,60.263162459221945,10.648359176439048,22.200035434883336,-5.399051862463134,-23.944645776582043,-86.51382528969164,303.0805448144382,1.6683472509949269,4.061589979351699,2.831364489874592,2.0
33,CJ씨푸드,음식료품,A011150,12,2012,Annual,84020228.0,34904104.0,14311779,18515820,40346445.0,84020228.0,45000536.0,40165613,12893140,21110818,0,39019691.0,166841031.0,136422355.0,6405562,0,174559,5695522,7266659,-2041717,-5489502,46.44,25.13,115.33,54.1,81.77,15.72,3.84,6405562.08,18.23,3.264922699495565,8.014641473475749,-1.43561236230918,3.264922699495565,-6.136663848505708,-1.4271094847221,16.751487703101553,22.9094806000032,7.96763244131744,40.0491245826267,212.3895547713328,-70.96583547576485,1.985724568612216,4.275816305157312,3.707534305813602,2.0
34,CJ씨푸드,음식료품,A011150,12,2013,Annual,81266483.0,31918955.0,13169521,15285642,40084632.0,81266483.0,36742740.0,31642331,10048148,14378876,0,44523744.0,154321665.0,121887955.0,7199121,0,6951,6411522,9884261,-3075710,-6992641,54.79,17.69,82.52,32.29,78.98,15.35,4.67,7199121.0,21.02,-3.277478609079709,-8.55242982315203,-0.6489121904048822,-3.277478609079709,-18.350439203657487,-21.220345871479665,14.10583441063129,-7.503769261651227,12.38859291347114,12.571279682529536,36.022083876510514,50.64330658950284,1.898958331936181,3.4660531917531463,4.200058705474878,2.0
35,CJ씨푸드,음식료품,A011150,12,2014,Annual,101198140.0,48939938.0,25283415,22104328,43180926.0,101198140.0,53865255.0,48407226,11355777,28108492,0,47332885.0,156340142.0,123137433.0,6455900,0,29835,3272646,-8423424,-3435782,12597689,46.77,27.78,113.8,59.38,78.76,7.13,4.13,6455900.34,21.24,24.526294561067697,53.32562735841447,7.724391731973501,24.526294561067697,46.60108364264615,52.982490449265576,6.309309926856099,1.3079673550696835,-10.323774249661868,-48.95679996107008,-185.22057440611897,11.706955467192936,1.5448914574912147,3.3029920318611468,2.902430184355388,3.0
36,CJ씨푸드,음식료품,A011150,12,2015,Annual,93610372.0,19831749.0,3220109,14372855,64453196.0,93610372.0,43591128.0,37549660,6255763,18897103,0,50019244.0,161716628.0,128862155.0,5645835,0,18773,2552395,31200322,-20976406,-9946065,53.43,20.19,87.15,37.78,79.68,5.24,3.49,5645834.99,20.32,-7.497932274249308,-59.47737203917177,49.26311677521691,-7.497932274249308,-19.07375542917229,-22.429638913826626,5.675460095026952,3.438967069634624,-12.547669573568363,-22.00821598180799,-470.3995192453805,510.5278507192831,1.7275503188898769,3.2330882090101163,3.70985187628088,3.0
37,CJ씨푸드,음식료품,A011150,12,2016,Annual,119740511.0,41525711.0,17387561,22368332,67236266.0,119740511.0,64456088.0,58602442,13165384,33184058,0,55284424.0,173737758.0,138331321.0,5858131,0,15979,5372999,-5469801,-8421955,13091815,46.17,27.71,116.59,60.02,79.62,10.2,3.37,5858130.68,20.38,27.91372199653261,109.39005934373212,4.317970516155634,27.91372199653261,47.865152743925336,56.06650499631687,10.526308634332814,7.433453287190717,3.760223244214545,110.5081305989081,-117.53123253022837,-59.85034328568965,1.450952201130994,3.142616770322144,2.695443725967359,3.0
38,CJ씨푸드,음식료품,A011150,12,2017,Annual,120215051.0,35171386.0,14875796,17564369,74051222.0,120215051.0,60161191.0,54424568,13673102,28983313,0,60053860.0,164629715.0,131484086.0,6558692,0,9656,4590049,15614971,-11099808,-4606464,49.96,24.11,100.18,48.26,79.87,7.96,3.98,6558691.98,20.13,0.3963069775107186,-15.30214618119362,10.135833539596018,0.3963069775107186,-6.663291448900843,-7.129180725949958,8.627088165013719,-5.242408503970674,11.958780027281746,-14.571936454855106,-385.4760346857226,31.7960972244568,1.369460093645013,2.741367748884085,2.736476992285608,3.0
39,CJ씨푸드,음식료품,A011150,12,2018,Annual,126515257.0,41144155.0,4022436,22252934,72998159.0,126515257.0,64748289.0,58921963,10142780,38369984,0,61766968.0,150703085.0,132400103.0,4134079,0,0,2154614,-1044998,-6903416,8627230,48.82,30.33,104.83,62.12,87.85,3.54,2.74,4134078.73,12.15,5.24077970902328,16.98189829653003,-1.4220737640224246,5.24077970902328,7.624679504765797,8.263538260882486,2.852619298742831,-8.45936591702172,-36.96793506998042,-53.05901963138084,-106.692282681793,-37.80598727473484,1.1911850679005458,2.439865350036285,2.3275222763029304,3.0
40,CJ제일제당,음식료품,A097950,12,2011,Annual,11339519300.0,3325033575.0,1230261455,1075179547,4990814918.0,11339519300.0,6643045604.0,3779666472,466575116,1892711909,1153752239,4696473696.0,6538208074.0,4771973689.0,459920951,32622467,75439341,314022590,-288381082,-1420107227,1878417937,41.42,40.85,141.45,98.64,72.99,8.52,7.03,459920951.0,27.01,88.91128706872873,51.63598448165801,78.04662627788224,88.91128706872873,99.43006987890112,57.47814241428506,75.79596137964674,13.161234925242129,1.6689604436828542,-52.40331233715583,-182.24144788756897,-395.1218150084213,0.5765859999021299,1.392152601550523,0.984218453966826,4.0
41,CJ제일제당,음식료품,A097950,12,2012,Annual,12363882660.0,3363495811.0,1164446237,1139255403,5575156974.0,12363882660.0,7142847716.0,3389358796,638530062,1642298568,1168824144,5221034944.0,9877532183.0,7696632173.0,615528667,34900583,70819699,310715670,805051777,-1156311478,456134987,42.23,39.95,136.81,94.61,77.92,6.27,6.23,615528667.0,22.08,9.033569527061005,1.156747296905114,11.70834955014055,9.033569527061005,7.523689310503179,-10.326511053063092,11.16925765914052,51.07399567595958,33.833578501188995,-1.053083474026506,-379.16247883416986,-18.5757627300632,0.7989021292604211,1.8918724522905623,1.382856330658471,4.0
42,CJ제일제당,음식료품,A097950,12,2013,Annual,13004490092.0,3705058462.0,1367698827,1006681614,6254477598.0,13004490092.0,8191910984.0,3708909347,720032707,1519777463,1791039503,4812579108.0,10847718244.0,8769557560.0,345479026,31879664,60113279,71061595,590904368,-769103669,60720288,37.01,45.02,170.22,121.66,80.84,1.42,3.18,345479026.0,19.16,5.181280424736734,10.15498963557353,12.18478021637852,5.181280424736734,14.686905135189932,9.428053216942445,-7.823273362102212,9.822150341051428,-43.872796748230094,-77.12970350030946,-26.60045168746954,-33.48646245990131,0.8341517558364872,2.2540342715546693,1.3241987449799173,3.0
43,CJ제일제당,음식료품,A097950,12,2014,Annual,13382531013.0,3973270952.0,1550189237,1065579494,6383896491.0,13382531013.0,8432650582.0,4122438480,829508678,1568249389,1594127294,4949880431.0,11701797228.0,9258425633.0,579930251,29315349,54351316,137851320,688561505,-537171145,-141392305,36.99,44.44,170.36,120.15,79.12,2.82,4.96,579930251.0,20.88,2.9070030299193306,7.239089281609279,2.0692198664423067,2.9070030299193306,2.938747728951152,11.149615542221024,2.8529676067404752,7.873351471609258,67.86265079953073,93.98849688076942,16.526724507137168,-30.15621083976392,0.8744083773564725,2.364056544621613,1.3876772331795877,3.0
