,종목명,업종명,종목코드,결산월,회계연도,주기,총자산(천원),유동자산(천원),매출채권(천원),재고자산(천원),유형자산(천원),부채및자본총계(천원),총부채(천원),유동부채(천원),매입채무(천원),단기차입금(천원),장기차입금(천원),총자본(천원),매출액(천원),매출원가(천원),영업이익(천원),연구개발비(천원),광고선전비(천원),당기순이익(천원),영업활동으로인한현금흐름(천원),투자활동으로인한현금흐름(천원),재무활동으로인한현금흐름(천원),자기자본비율(%),차입금의존도(%),부채비율(%),차입금비율(%),*매출원가율(%),ROE(당기순이익)(%),영업이익률(%),EBIT(천원),매출총이익률(%),총자산(천원)_증가율(%),유동자산(천원)_증가율(%),유형자산(천원)_증가율(%),부채및자본총계(천원)_증가율(%),총부채(천원)_증가율(%),유동부채(천원)_증가율(%),총자본(천원)_증가율(%),매출액(천원)_증가율(%),영업이익(천원)_증가율(%),당기순이익(천원)_증가율(%),영업활동으로인한현금흐름(천원)_증가율(%),투자활동으로인한현금흐름(천원)_증가율(%),총자산(천원)_회전율,총자본(천원)_회전율,총부채(천원)_회전율,환경_등급,사회_등급,지배구조_등급,통합_등급
1111,송원산업,화학,A004430,12,2023,Annual,1089744000.0,569230000.0,146860000,291466000,435321000.0,1089744000.0,384152000.0,307693000,75737000,103577000,5250000,705592000.0,1029975000.0,880026000.0,58469000,0,0,34847000,166780000,-43796000,-124943000,64.75,17.29,54.44,26.7,85.44,5.02,5.68,58469000.0,14.56,-10.47940912,-16.37664957,-1.408702703,-10.47940912,-28.15412324,-23.84251353,3.364966262,-22.52967073,-68.41493982,-73.58715096,64.22628133,-18.27732268,0.945153174,1.459731686,2.681165268,4.0,4.0,1.0,2.0
1112,수산중공업,기계,A017550,12,2020,Annual,236404221.0,138689650.0,25924350,47547069,64876526.0,236404221.0,132757189.0,117520143,17411095,78632579,30174,103647033.0,137829699.0,107455160.0,7002449,3154073,0,4031757,20387991,-18961853,15980058,43.84,35.41,128.09,80.77,77.96,3.95,5.08,7002449.12,22.04,29.07024598,61.53237247,-2.653979476,29.07024598,60.32857305,116.6798936,3.279206173,-12.6588219,-3.24663948,2673.902963,61.91242097,-1577.406921,0.583025542,1.329798789,1.038208929,3.0,3.0,3.0,3.0
1113,수산중공업,기계,A017550,12,2021,Annual,236089652.0,138282482.0,31663129,68931204,69697410.0,236089652.0,114040079.0,106468385,22756136,58032124,0,122049573.0,252992406.0,204193305.0,14273593,3659528,0,11393233,-467361,20588489,-17987345,51.7,25.12,93.44,48.6,80.71,10.1,5.64,14273592.74,19.29,-0.133064037,-0.293582109,7.430860278,-0.133064037,-14.09875438,-9.40413934,17.75500896,83.55434847,103.8371575,182.5872938,-102.2923347,-208.5784654,1.071594642,2.072865966,2.21845169,1.0,2.0,4.0,2.0
1114,수산중공업,기계,A017550,12,2022,Annual,261731135.0,155944009.0,31888697,86907962,76345514.0,261731135.0,123182487.0,116508262,18830734,74368236,0,138548648.0,286296769.0,222157141.0,22598865,4819115,0,15749353,1580910,-15815044,8218765,52.94,29.18,88.91,55.12,77.6,12.09,7.89,22598864.8,22.4,10.86090931,12.77206393,9.538523741,10.86090931,8.016837659,9.429913866,13.51833898,13.16417498,58.32639336,38.23427468,-438.2631413,-176.8149814,1.093858279,2.066398865,2.324167793,1.0,1.0,2.0,1.0
1115,수산중공업,기계,A017550,12,2023,Annual,263117530.0,146167632.0,23417570,68799639,83680490.0,263117530.0,87612992.0,80673847,8556145,57808720,0,175504537.0,226540511.0,174244600.0,16398431,4804147,0,16873038,21448197,-20802270,7722599,66.7,22.85,49.92,34.26,76.92,10.75,7.24,16398431.25,23.08,0.529701978,-6.269158439,9.607605759,0.529701978,-28.87544802,-30.75697327,26.67358327,-20.87213845,-27.43692659,7.13480103,1256.699433,31.5346957,0.860986005,1.290795753,2.585695407,2.0,1.0,3.0,2.0
1116,신대양제지,종이목재,A016590,12,2020,Annual,809132235.0,281017598.0,82046129,26130645,516955753.0,809132235.0,209644030.0,119627276,18257315,43592381,33300000,599488205.0,609205004.0,474578135.0,64604115,0,193883,45706346,98169484,-65643560,-11768251,74.09,11.52,34.97,15.55,77.9,7.79,10.6,64604114.82,22.1,5.272956965,15.03137135,-0.131912887,5.272956965,7.610120035,15.36157081,4.479417557,-5.814675425,-31.77361596,-36.75419612,-5.95655281,3.13640371,0.752911549,1.016208491,2.90590199,2.0,2.0,2.0,2.0
1117,신대양제지,종이목재,A016590,12,2021,Annual,845951512.0,318215035.0,91113334,68949290,507976950.0,845951512.0,219154384.0,112456264,19726012,34962224,23350000,626797128.0,681565905.0,556241096.0,54395725,0,175777,60434796,20729642,-3684003,-29412023,74.09,11.66,34.96,15.74,81.61,9.86,7.98,54395725.48,18.39,4.550464733,13.2366931,-1.736861027,4.550464733,4.53642968,-5.994462333,4.555372862,11.87792295,-15.80145475,32.22408109,-78.883823,-94.38786836,0.805679635,1.087378794,3.109980702,2.0,2.0,3.0,2.0
1118,신대양제지,종이목재,A016590,12,2022,Annual,884529890.0,330075837.0,90676240,51733706,514698522.0,884529890.0,227229978.0,157468803,34111700,37237608,24450000,657299912.0,676402224.0,555730075.0,50861766,0,160548,51281301,92472649,-60387080,-24158498,74.31,11.52,34.57,15.5,82.16,7.99,7.52,50861766.33,17.84,4.560353336,3.727291515,1.323204134,4.560353336,3.684888184,40.02670674,4.866452419,-0.757620204,-6.496758707,-15.14606751,346.0889821,1539.170218,0.764702507,1.02906179,2.976729699,1.0,2.0,1.0,1.0
1119,신대양제지,종이목재,A016590,12,2023,Annual,876212193.0,330899043.0,86226461,42134004,509043001.0,876212193.0,189456582.0,123366101,26256153,42731798,19687500,686755610.0,645359892.0,514355475.0,58513878,0,185509,51251648,84741331,-35111741,-50188934,78.38,8.64,27.59,11.02,79.7,7.63,9.07,58513877.51,20.3,-0.940352281,0.249399049,-1.09880265,-0.940352281,-16.62342105,-21.6567989,4.481317807,-4.589330268,15.04491999,-0.057824196,-8.360653754,-41.85554095,0.736533795,0.939722781,3.406373562,2.0,1.0,1.0,1.0
1120,신도리코,전기전자,A029530,12,2020,Annual,916234313.0,746933232.0,50396016,62646111,118053772.0,916234313.0,67712532.0,57277717,33334306,7827081,0,848521782.0,335846270.0,256401369.0,-14618313,65457,564951,-13416107,-7265087,71018522,-11770252,92.61,0.95,7.98,1.02,76.34,-1.56,-4.35,-14618313.38,23.66,-3.300224948,-3.590031205,-2.42230278,-3.300224948,-11.91002102,-8.331987786,-2.540076261,-21.35945653,-332.9553348,-192.6078333,-116.0000256,-198.2792892,0.366550636,0.395801589,4.959883497,3.0,4.0,3.0,3.0
1121,신도리코,전기전자,A029530,12,2021,Annual,1022601243.0,875018623.0,34919848,67093784,95937261.0,1022601243.0,73933348.0,64940728,17138440,6894272,0,948667895.0,321884369.0,238871114.0,4323467,10346506,488146,95437496,21178618,20498803,-12067396,92.77,0.83,7.79,0.9,74.21,10.62,1.34,4323466.55,25.79,11.60914064,17.14817142,-18.73426882,11.60914064,9.187097006,13.37869489,11.802421,-4.157229735,-129.5756904,-811.365048,-391.512242,-71.13597633,0.314770172,0.339301425,4.353710169,2.0,2.0,4.0,2.0
1122,신도리코,전기전자,A029530,12,2022,Annual,1038493448.0,759235989.0,35290222,81631690,75455871.0,1038493448.0,84787666.0,66999917,30489027,10072094,0,953705781.0,378186828.0,289537404.0,-2209597,6792798,510687,45016566,23305841,-64143352,-36457155,91.84,1.74,8.89,1.89,76.56,4.73,-0.58,-2209596.55,23.44,1.554095999,-13.23201941,-21.34873331,1.554095999,14.68122071,3.170874524,0.531048434,17.49151696,-151.1070629,-52.83136305,10.04420118,-412.912671,0.364168718,0.396544548,4.460399087,2.0,1.0,4.0,2.0
1123,신도리코,전기전자,A029530,12,2023,Annual,1078782999.0,903271178.0,34996369,57639303,77574233.0,1078782999.0,87555410.0,71806841,26618893,10545749,0,991227588.0,395823115.0,300827456.0,25334080,3674864,300600,54984229,95429589,-108429329,-15838502,91.88,1.64,8.83,1.78,76.0,5.65,6.4,25334080.16,24.0,3.879615329,18.97106974,2.807418392,3.879615329,3.264323846,7.174522321,3.934316825,4.663379498,-1246.547538,22.14221094,309.4664037,69.04219318,0.366916345,0.399326169,4.520829895,2.0,1.0,2.0,2.0
1124,신라교역,"농업, 임업 및 어업",A004970,12,2020,Annual,629072905.0,243723943.0,57499231,30195381,144374735.0,629072905.0,111067184.0,89801594,32309794,37000000,387850,518005720.0,372322115.0,326360045.0,-4878560,0,163859,7669342,6805548,-5200984,-13915907,82.34,6.86,21.44,8.33,87.66,1.48,-1.31,-4878559.97,12.34,1.47516106,-8.32317433,3.983686253,1.47516106,9.106870674,10.6813167,-0.024232855,0.724013035,14.85017986,-25.64011225,-1094.18409,-93.16645972,0.591858451,0.718760625,3.352224317,1.0,2.0,3.0,2.0
1125,신라교역,"농업, 임업 및 어업",A004970,12,2021,Annual,680457027.0,298311711.0,49059097,53803363,150989754.0,680457027.0,127921321.0,108052291,30158958,53000000,0,552535707.0,346502046.0,277977715.0,16894920,0,261845,44526707,-2359865,30686887,-1124378,81.2,8.16,23.15,10.05,80.22,8.32,4.88,16894920.31,19.78,8.16823004,22.39737603,4.581839752,8.16823004,15.17472254,20.32335528,6.665947048,-6.934873852,-446.3095668,480.5805374,-134.6756058,-690.0207922,0.509219587,0.627112495,2.708712225,1.0,1.0,4.0,2.0
1126,신라교역,"농업, 임업 및 어업",A004970,12,2022,Annual,716401498.0,326498441.0,58515300,60939846,167865072.0,716401498.0,157356041.0,141193244,43364538,73000000,0,559045457.0,432649281.0,361196323.0,14467243,0,812159,14194801,11139684,31482345,7998208,78.04,10.88,28.15,13.94,83.48,2.55,3.34,14467242.99,16.52,5.282401323,9.44875074,11.17646566,5.282401323,23.01001879,30.67121733,1.178159152,24.86197008,-14.36927195,-68.12070338,-572.0475112,2.592175609,0.603920123,0.773907158,2.749492668,1.0,1.0,2.0,1.0
1127,신라교역,"농업, 임업 및 어업",A004970,12,2023,Annual,748620183.0,327223227.0,51912548,44449065,140976463.0,748620183.0,178568344.0,158737026,39325376,87000000,0,570051839.0,434185756.0,347771326.0,13925634,0,2961752,17164768,42565807,-26823969,-645191,76.15,13.06,31.32,17.15,80.1,3.04,3.21,13925633.57,19.9,4.497294477,0.221987584,-16.01798914,4.497294477,13.48045036,12.4253693,1.968781226,0.355131759,-3.74369187,20.922921,282.1096451,-185.2032115,0.579981366,0.761660127,2.431482234,1.0,1.0,2.0,1.0
1128,신성이엔지,전기전자,A011930,12,2020,Annual,423441771.0,185247083.0,0,19101731,103520822.0,423441771.0,231976448.0,204644824,0,77685284,10324550,191465323.0,482365416.0,413264642.0,18509433,8147534,705689,-13722906,23991464,-11666327,1763203,45.22,25.03,121.16,55.36,85.67,-8.75,3.84,18509433.22,14.33,1.638699711,4.747843571,-30.33354181,1.638699711,-21.2139222,-26.24996063,56.71228742,19.75744756,156.2205003,-758.1113997,169.4329305,93.71754064,1.139154068,2.519335661,2.079372368,2.0,2.0,3.0,2.0
1129,신성이엔지,전기전자,A011930,12,2021,Annual,476656365.0,251181941.0,0,35564385,115719296.0,476656365.0,268618297.0,224964985,0,72992539,21622800,208038069.0,454523692.0,402580361.0,2386599,9314990,776692,-15861730,-21302798,-6825862,12050285,43.65,24.57,129.12,56.29,88.57,-7.94,0.53,2386598.72,11.43,12.56715743,35.59292645,11.78359461,12.56715743,15.79550395,9.929477132,8.655742847,-5.771915456,-87.10603939,15.58579502,-188.7932391,-41.49090798,0.953566815,2.184810185,1.692080164,3.0,2.0,4.0,3.0
1130,신성이엔지,전기전자,A011930,12,2022,Annual,577555245.0,250730390.0,101645445,27843901,220543362.0,577555245.0,366385475.0,256892817,70031400,95290380,90524267,211169771.0,664143680.0,587912286.0,21021028,7862486,691679,34271583,-24003168,30119351,4748162,36.56,35.66,173.5,97.52,88.52,16.35,3.17,21021027.97,11.48,21.16805468,-0.179770488,90.5847768,21.16805468,36.39632113,14.1923562,1.505350446,46.11860541,780.7943018,-316.064597,12.67612827,-541.2534417,1.149922342,3.14506985,1.812691074,1.0,2.0,2.0,1.0
1131,신성이엔지,전기전자,A011930,12,2023,Annual,587747541.0,258486008.0,97457837,29939129,144391243.0,587747541.0,345149056.0,249187414,79095889,96215813,81469267,242598485.0,576519652.0,510155409.0,7357387,8826890,641528,15258874,47224539,-31805281,-10313173,41.28,33.37,142.27,80.85,88.49,6.73,1.28,7357387.4,11.51,1.764730922,3.093210201,-34.52931809,1.764730922,-5.79619566,-2.999462223,14.88315011,-13.19353487,-64.99987061,-55.47659996,-296.7429424,-205.5974978,0.980896749,2.3764355,1.670349786,2.0,1.0,1.0,1.0
1132,신성통상,유통업,A005390,6,2020,Annual,858316042.0,475593506.0,89533889,307067583,192528093.0,858316042.0,627550384.0,452793485,79549107,151351706,18942433,230765658.0,1027242492.0,637360520.0,41441942,2479000,15442030,341675,56420040,-48006156,15137769,26.89,55.63,271.94,206.92,62.05,0.15,4.03,41441941.79,37.95,24.05558069,8.350455092,11.60761148,24.05558052,35.50594405,27.29054915,0.87510461,7.579685646,1.82189507,-86.63096896,377.9826942,59.14654553,1.196811479,4.451453049,1.636908395,2.0,1.0,2.0,2.0
1133,신성통상,유통업,A005390,6,2021,Annual,898483606.0,510252466.0,93202444,281965863,179606444.0,898483606.0,633484645.0,419677263,96984090,146572012,35023333,264998961.0,1199903016.0,728331733.0,74322763,1090000,24633521,28809379,173595267,-78275173,-74560158,29.49,49.73,239.05,168.62,60.7,11.62,6.19,74322762.77,39.3,4.67981047,7.287517504,-6.711565465,4.67981047,0.945623037,-7.313758501,14.83466097,16.80815634,79.34189233,8331.807712,207.6837007,63.05236562,1.335475693,4.527953662,1.894131177,2.0,2.0,3.0,2.0
1134,신성통상,유통업,A005390,6,2022,Annual,1022769919.0,612552800.0,90946548,412962150,191467011.0,1022769919.0,679481774.0,473279169,120758876,122607075,16000000,343288145.0,1465811234.0,842163588.0,139903883,1354000,36760000,76653163,71874107,-17285045,-51567790,33.56,42.02,197.93,125.19,57.45,25.2,9.54,139903882.7,42.55,13.83289714,20.04896415,6.603642239,13.83289714,7.260969838,12.77217298,29.54320413,22.1608092,88.23826961,166.0701676,-58.59673582,-77.91758953,1.43317789,4.2699151,2.157248789,1.0,1.0,1.0,1.0
1135,신성통상,유통업,A005390,6,2023,Annual,1069740616.0,621139236.0,89287285,364161270,193965999.0,1069740616.0,645814959.0,458228532,84351075,122190257,4000000,423925657.0,1542577089.0,835637032.0,144094935,1532000,34082000,83210951,169810734,-57703850,-40361823,39.63,40.87,152.34,103.12,54.17,21.69,9.34,144094934.6,45.83,4.592498873,1.401746266,1.305179408,4.592498873,-4.954778228,-3.180075944,23.48974562,5.237090099,2.995665245,8.55514338,136.2613479,233.8368515,1.442010396,3.638791528,2.388574417,1.0,1.0,1.0,1.0
1136,신세계,유통업,A004170,12,2020,Annual,12769110974.0,1663735641.0,216864788,862911200,6603617624.0,12769110974.0,7711856252.0,3608998502,72085000,457147398,216905093,5057254722.0,4769279392.0,2368829406.0,88483189,0,60255000,-69137655,552374855,-389142593,48001605,39.61,38.61,152.49,97.49,49.67,-1.31,1.86,88483188.73,50.33,-1.915565099,-9.143201054,1.892066232,-1.915565099,2.778728261,13.74155724,-8.302171271,-25.41268958,-81.08518263,-111.6565389,-30.07384905,444.2725936,0.373501288,0.943056985,0.618434685,4.0,5.0,5.0,5.0
1137,신세계,유통업,A004170,12,2021,Annual,13644510517.0,1910371465.0,272909315,755967659,6942995597.0,13644510517.0,7882059338.0,3570536290,91794000,340523320,221488784,5762451179.0,6316435934.0,2607115340.0,517400648,0,83456000,388866619,1104485593,-825385476,-90580590,42.23,33.82,136.78,80.07,41.28,7.19,8.19,517400647.8,58.72,6.855602906,14.82421954,5.139273536,6.855602906,2.207031361,-1.065730894,13.94425426,32.44004838,484.7445756,-662.452717,99.95218519,112.103607,0.462928731,1.096136998,0.801368737,5.0,6.0,5.0,5.0
1138,신세계,유통업,A004170,12,2022,Annual,14348412323.0,2653727736.0,309410304,864575306,7011319522.0,14348412323.0,8096632950.0,4849923550,142898000,686802192,180744870,6251779373.0,7812755199.0,2727570887.0,645448994,0,112325000,547639875,903136487,-774107465,232836196,43.57,32.21,129.51,73.93,34.91,9.12,8.26,645448993.6,65.09,5.158864476,38.9116088,0.98406983,5.158864476,2.722303941,35.83179545,8.491667501,23.68929695,24.74839305,40.82974682,-18.23012516,-6.212613681,0.544503115,1.249685047,0.96493879,5.0,6.0,4.0,5.0
1139,신세계,유통업,A004170,12,2023,Annual,14751983355.0,2673702767.0,369183446,891234619,7279885511.0,14751983355.0,8411994527.0,4943859336,99047000,1125485992,368450473,6339988828.0,6357088542.0,2502101471.0,639780614,0,106339000,311968013,791433048,-912218824,-15591133,42.98,32.93,132.68,76.61,39.36,4.96,10.06,639780613.6,60.64,2.812652877,0.752715915,3.830462842,2.812652877,3.894971885,1.93685086,1.410949583,-18.63192459,-0.878207272,-43.03409462,-12.36838956,17.84136767,0.430931109,1.002697121,0.755717151,5.0,6.0,5.0,5.0
1140,신세계건설,건설업,A034300,12,2020,Annual,765614224.0,343791324.0,165200890,66620353,291879862.0,765614224.0,563223277.0,499992814,94596770,1500000,0,202390946.0,956756075.0,869073854.0,20641629,0,0,12230773,36253398,-21840920,-61934718,26.44,6.5,278.28,24.61,90.84,6.12,2.16,20641628.97,9.16,-1.559376961,-9.331992292,1.052376103,-1.559376961,-2.919500883,-6.325570309,2.434380468,-5.845359501,-14.83884854,-30.16879015,-39.79678362,5264.56637,1.249658176,4.727267172,1.698715437,2.0,3.0,4.0,3.0
1141,신세계건설,건설업,A034300,12,2021,Annual,828998344.0,384523030.0,202831372,40276892,302637148.0,828998344.0,602860756.0,543032487,120566505,1500000,0,226137588.0,1256750440.0,1141494896.0,38439660,0,0,26155222,76930609,-35730051,-6707031,27.28,5.56,266.59,20.4,90.83,12.21,3.06,38439659.65,9.17,8.278858727,11.84779928,3.685518393,8.278858727,7.037613788,8.608058315,11.73305549,31.35536558,86.22396517,113.8476611,112.2024782,63.59224337,1.515986671,5.557459293,2.084644634,2.0,5.0,5.0,4.0
1142,신세계건설,건설업,A034300,12,2022,Annual,1035610954.0,482600875.0,316548663,31687210,420575031.0,1035610954.0,751891779.0,680580988,205111019,51500000,4200000,283719175.0,1432384948.0,1360947970.0,-12042240,0,0,-14219380,-17815308,-25129533,26498469,27.4,10.87,265.01,39.66,95.01,-5.58,-0.84,-12042239.74,4.99,24.92316318,25.50636434,38.9700616,24.92316318,24.72063765,25.32970021,25.46307649,13.97528916,-131.3276444,-154.3653577,-123.1576329,-29.66835396,1.383130356,5.048601132,1.905041374,3.0,5.0,4.0,4.0
1143,신세계건설,건설업,A034300,12,2023,Annual,1261721118.0,663932526.0,443677694,12144083,444481428.0,1261721118.0,1141761519.0,911659504,148613542,170000000,4200000,119959599.0,1502628134.0,1615513355.0,-187816502,0,0,-158514892,-175498948,-26719853,277853386,9.51,30.33,951.79,318.99,107.51,-78.54,-12.5,-187816502.4,-7.51,21.83350448,37.57383386,5.684216903,21.83350448,51.85184236,33.95312536,-57.71889616,4.903932152,1459.647557,1014.780616,885.1019584,6.328490068,1.190935233,12.52611835,1.316061287,4.0,5.0,4.0,4.0
1144,신영와코루,섬유의복,A005800,12,2020,Annual,373426209.0,178360239.0,11181727,55034110,41082573.0,373426209.0,56262666.0,45516880,5089566,20221918,0,317163543.0,177981407.0,74314328.0,515443,0,5895250,2920537,8430599,8856958,17874149,84.93,5.74,17.74,6.76,41.75,0.92,0.29,515442.71,58.25,7.210202022,19.23364702,-2.499337497,7.210202022,65.73452337,66.489205,0.890306611,-0.044970422,139.444687,1.672270958,154.9949292,-227.2552168,0.476617342,0.561166032,3.163401589,1.0,3.0,2.0,2.0
1145,신영와코루,섬유의복,A005800,12,2021,Annual,388668604.0,170258778.0,10624567,56650163,28985396.0,388668604.0,65750359.0,53997739,2991636,20095612,0,322918244.0,189412827.0,74634071.0,3690487,0,6624816,6491809,16652335,-55914570,-3284268,83.08,6.06,20.36,7.29,39.4,2.03,1.95,3690487.33,60.6,4.081768937,-4.542190034,-29.44600622,4.081768937,16.86321263,18.63233816,1.814427013,6.422816963,615.9835326,122.2813476,97.52256038,-731.3067082,0.487337606,0.586565889,2.880787723,1.0,3.0,3.0,2.0
1146,신영와코루,섬유의복,A005800,12,2022,Annual,425804459.0,179619782.0,11653623,63627750,51255882.0,425804459.0,63083714.0,54155104,5436313,20079356,0,362720745.0,201443945.0,78984763.0,6613866,0,6466755,23502438,6172038,-2380941,-3936133,85.18,5.96,17.39,7.0,39.21,6.86,3.28,6613866.01,60.79,9.554632048,5.498103599,76.83347159,9.554632048,-4.055711696,0.291428869,12.32587559,6.351796861,79.21390863,262.0321855,-62.93590058,-95.74182364,0.473090267,0.555369241,3.193279727,1.0,1.0,1.0,1.0
1147,신영와코루,섬유의복,A005800,12,2023,Annual,401719803.0,165709722.0,11705440,64529792,52006696.0,401719803.0,36041587.0,27794917,3758201,142514,0,365678216.0,202775169.0,85909849.0,2157295,0,6630514,5008543,775037,38597740,-23037079,91.03,1.12,9.86,1.23,42.37,1.38,1.06,2157294.6,57.63,-5.656271439,-7.744169292,1.464834807,-5.656271439,-42.86704965,-48.67535108,0.815357556,0.66084091,-67.38223907,-78.68926194,-87.44277012,-1721.112829,0.50476767,0.554518044,5.626144293,1.0,1.0,1.0,1.0
1148,신원,섬유의복,A009270,12,2020,Annual,405804841.0,273096142.0,55649347,176901289,98684518.0,405804841.0,220186806.0,135840410,42693374,63212207,0,185618035.0,694296869.0,545367956.0,300342,347175,2964220,-9235265,2105346,-4925034,4441060,45.74,31.04,118.62,67.86,78.55,-4.77,0.04,300342.45,21.45,0.585899929,0.179148232,-4.972081242,0.585899929,9.082511369,-2.368528469,-7.921914913,2.87886151,-96.64904061,-1838.278485,-92.99701536,-41.05559897,1.710913224,3.740460182,3.153217405,1.0,2.0,2.0,1.0
1149,신원,섬유의복,A009270,12,2021,Annual,503617026.0,348377783.0,90202630,218914149,120497946.0,503617026.0,292127409.0,194782745,66807791,79757271,3500000,211489617.0,879417586.0,681922581.0,21639201,436212,4014413,10515902,-12011175,-25302544,30003854,41.99,30.99,138.13,73.79,77.54,5.3,2.46,21639200.85,22.46,24.10325731,27.5659848,22.10420484,24.10325731,32.67253125,43.39086948,13.93807558,26.66304938,7104.853467,-213.8668138,-670.508363,413.7536919,1.746203048,4.158206906,3.010390531,1.0,3.0,3.0,2.0
1150,신원,섬유의복,A009270,12,2022,Annual,510124894.0,332378571.0,77771553,196890026,140015315.0,510124894.0,284616542.0,208318650,37111317,81576152,4000000,225508352.0,995439504.0,754483793.0,33368555,446808,6401592,17561081,40539927,-28861486,4985868,44.21,33.95,126.21,76.79,75.79,8.04,3.35,33368554.91,24.21,1.292225573,-4.592489183,16.19726281,1.292225573,-2.571092875,6.949232079,6.62856891,13.19304047,54.20419174,66.9954798,-437.518411,14.06555009,1.951364295,4.41420238,3.497475927,1.0,2.0,2.0,1.0
1151,신원,섬유의복,A009270,12,2023,Annual,545009763.0,337113876.0,95714290,186487838,168035529.0,545009763.0,331223041.0,219236202,43998863,87336308,18000000,213786722.0,834478141.0,609111915.0,23429996,456330,7310811,5935016,27001335,-44696094,6629650,39.23,39.28,154.93,100.14,72.99,2.7,2.81,23429995.62,27.01,6.838495712,1.42467217,20.01224937,6.838495712,16.37518982,5.240794331,-5.197869567,-16.16987897,-29.78420552,-66.20358394,-33.39569901,54.86414663,1.531125124,3.903320717,2.519384335,2.0,3.0,1.0,2.0
1152,신일전자,유통업,A002700,12,2020,Annual,110598654.0,72045790.0,16176245,24620091,33955252.0,110598654.0,35333284.0,35188721,14489993,9320785,0,75265370.0,172441515.0,127634265.0,6236116,0,1250832,8015379,11924543,-5462766,-636303,68.05,10.52,46.94,15.46,74.02,11.08,3.62,6236116.0,25.98,10.50320133,10.16678666,10.2851445,10.50320133,15.37031932,23.54352201,8.357227281,18.20094114,294.7995809,86.46834259,-296.9941912,-164.4029907,1.55916468,2.291113629,4.88042705,1.0,2.0,3.0,2.0
1153,신일전자,유통업,A002700,12,2021,Annual,122088681.0,82714380.0,21602769,25423093,33426324.0,122088680.0,39482255.0,39024415,18543611,8518154,0,82606426.0,193517100.0,147196797.0,9607808,0,1379151,7977953,7177301,1279465,-3493536,67.66,7.29,47.8,10.77,76.06,10.11,4.96,9607808.0,23.94,10.38893927,14.80806859,-1.557720732,10.38893837,11.74238715,10.90035071,9.753563956,12.22187418,54.06717899,-0.46692739,-39.81068289,-123.4215597,1.585053573,2.342639784,4.901368982,1.0,1.0,4.0,2.0
1154,신일전자,유통업,A002700,12,2022,Annual,152880655.0,105816872.0,29848697,38293008,40879915.0,152880655.0,70989813.0,64029490,14349831,36334787,6300000,81890843.0,202728990.0,160151218.0,2828954,0,1613504,1041713,-24639867,-18145228,33759650,53.57,28.73,86.69,53.63,79.0,1.27,1.4,2828954.0,21.0,25.22098998,27.93044208,22.29856624,25.220991,79.80181983,64.07546404,-0.866255853,4.760245994,-70.55567722,-86.94260295,-443.3026844,-1518.188696,1.326060449,2.475600233,2.855747627,1.0,1.0,1.0,1.0
1155,신일전자,유통업,A002700,12,2023,Annual,126134087.0,79333119.0,26911262,22911194,40274097.0,126134087.0,43889322.0,38648004,15376144,12540421,4550000,82244766.0,184299576.0,141693246.0,2010104,0,1279237,1056841,19958214,-696187,-25177115,65.2,15.45,53.36,23.7,76.88,1.29,1.09,2010104.0,23.12,-17.49506371,-25.02791143,-1.481945351,-17.49506371,-38.17518297,-39.64030637,0.432188737,-9.090665326,-28.9453275,1.452223405,-180.9996823,-96.16325019,1.461140128,2.240866926,4.199189406,1.0,1.0,1.0,1.0
1156,신풍,유통업,A002870,12,2020,Annual,107754752.0,66065332.0,7501129,7098451,291237.0,107754752.0,7342670.0,5459744,766151,408219,262908,100412082.0,33771091.0,30702538.0,-10378452,0,0,32922702,-12071937,-1738798,-5563682,93.19,2.32,7.31,2.49,90.91,38.89,-30.73,-10378451.99,9.09,-41.95684187,-42.03022123,-98.64427806,-41.95684187,-93.71067087,-95.22597207,45.74051374,-78.4730813,-191.4160959,68.47990479,-168.9481255,-46.52891111,0.313406976,0.336324975,4.599293036,4.0,2.0,3.0,3.0
1157,신풍,유통업,A002870,12,2021,Annual,93873256.0,73678458.0,3848705,4898946,214974.0,93873256.0,4491678.0,3833076,19683,350532,0,89381579.0,25902412.0,23137939.0,-3965237,0,0,-10029697,-5048375,10482997,-2388795,95.22,1.64,5.03,1.72,89.33,-10.57,-15.31,-3965236.68,10.67,-12.88249079,11.52363239,-26.18588984,-12.88249079,-38.82772888,-29.79385114,-10.98523482,-23.30004382,-61.79356035,-130.4643799,-58.18090336,-702.8875695,0.275929622,0.289795865,5.76675621,3.0,3.0,4.0,4.0
1158,신풍,유통업,A002870,12,2022,Annual,112417897.0,77923646.0,9819816,14143289,7699849.0,112417897.0,30070256.0,27715048,8715792,16818946,0,82347641.0,18781762.0,17387996.0,-4202051,0,0,-7535495,-3920434,2985403,-2563960,73.25,17.25,36.52,23.56,92.58,-8.78,-22.37,-4202051.31,7.42,19.75497792,5.761776393,3481.758259,19.75497792,569.4659769,623.0497908,-7.869561132,-27.49029704,5.972253361,-24.868169,-22.34265481,-71.52147425,0.167070925,0.228078932,0.624596013,1.0,1.0,2.0,1.0
