,종목명,업종명,종목코드,결산월,회계연도,주기,총자산(천원),유동자산(천원),매출채권(천원),재고자산(천원),유형자산(천원),부채및자본총계(천원),총부채(천원),유동부채(천원),매입채무(천원),단기차입금(천원),장기차입금(천원),총자본(천원),매출액(천원),매출원가(천원),영업이익(천원),연구개발비(천원),광고선전비(천원),당기순이익(천원),영업활동으로인한현금흐름(천원),투자활동으로인한현금흐름(천원),재무활동으로인한현금흐름(천원),자기자본비율(%),차입금의존도(%),부채비율(%),차입금비율(%),*매출원가율(%),ROE(당기순이익)(%),영업이익률(%),EBIT(천원),매출총이익률(%),총자산(천원)_증가율(%),유동자산(천원)_증가율(%),유형자산(천원)_증가율(%),부채및자본총계(천원)_증가율(%),총부채(천원)_증가율(%),유동부채(천원)_증가율(%),총자본(천원)_증가율(%),매출액(천원)_증가율(%),영업이익(천원)_증가율(%),당기순이익(천원)_증가율(%),영업활동으로인한현금흐름(천원)_증가율(%),투자활동으로인한현금흐름(천원)_증가율(%),총자산(천원)_회전율,총자본(천원)_회전율,총부채(천원)_회전율,환경_등급,사회_등급,지배구조_등급,통합_등급
152,KPX홀딩스,화학,A092230,12,2020,Annual,1698659221.0,652676005.0,157162422,78697231,398618918.0,1698659221.0,361946207.0,252558091,71547077,96014735,33075659,1336713014.0,953179618.0,792513012.0,79113691,0,0,194061323,89607035,33927742,-12396293,78.69,8.07,27.08,10.26,83.14,15.41,8.3,79113691.49,16.86,17.23037478,31.37307562,-5.293906341,17.23037478,35.22534396,36.50591952,13.15314221,-2.007117269,24.82608393,156.1348613,-0.967685264,-163.3447322,0.561136458,0.713077233,2.633484202,2.0,2.0,3.0,2.0
153,KPX홀딩스,화학,A092230,12,2021,Annual,1814858039.0,775560557.0,182229949,128314934,446879724.0,1814858039.0,445438443.0,342386067,85853111,172688178,31458985,1369419596.0,1238702230.0,1081990098.0,54144023,609774,677460,82325363,-23808885,-12232018,22917533,75.46,12.09,32.53,16.03,87.35,6.08,4.37,54144022.65,12.65,6.840619741,18.82780293,12.10700341,6.840619741,23.06758142,35.56725332,2.446791619,29.95475424,-31.56175333,-57.57765549,-126.5703301,-136.0531449,0.682533952,0.904545425,2.780860632,3.0,2.0,4.0,3.0
154,KPX홀딩스,화학,A092230,12,2022,Annual,1819893803.0,812718002.0,169773324,127745528,512140724.0,1819893803.0,448980402.0,385145633,97810763,160738879,34983252,1370913401.0,1240447445.0,1054334144.0,55528883,670587,544251,37511313,102615006,-36681824,-48666654,75.33,11.68,32.75,15.5,85.0,2.74,4.48,55528882.65,15.0,0.277474265,4.791043673,14.60370576,0.277474265,0.795162397,12.4886992,0.109083075,0.1408906,2.557733843,-54.43528989,-530.9945888,199.883666,0.681604302,0.904832825,2.762809778,1.0,2.0,2.0,2.0
155,KPX홀딩스,화학,A092230,12,2023,Annual,1928646650.0,850600645.0,183827707,126229853,527489814.0,1928646650.0,465634459.0,375113160,106475608,163591066,43728598,1463012191.0,1207010160.0,1021925520.0,65375089,1758257,958093,137402457,96431614,-26826500,-41848102,75.86,11.7,31.83,15.42,84.67,9.7,5.42,65375088.82,15.33,5.975779841,4.661228484,2.997045398,5.975779841,3.709306002,-2.604851812,6.718060377,-2.695582561,17.73168389,266.2960478,-6.025816536,-26.86705001,0.62583271,0.825017158,2.592183926,2.0,2.0,2.0,2.0
156,KR모터스,운수장비,A000040,12,2020,Annual,155873461.0,60970593.0,12261713,16036136,76245074.0,155873461.0,106028407.0,84122930,28352153,4008337,0,49845054.0,117834375.0,97968122.0,1219024,3244505,417703,-11486012,8847016,-7377770,10252403,31.98,26.63,212.72,83.28,83.14,-27.01,1.03,1219023.92,16.86,8.18448505,15.69572923,6.417800135,8.18448505,-2.611101456,-2.592057576,41.56498135,-11.12156297,-104.9452424,-72.01379037,-224.9811194,-200.5051159,0.755961754,2.364013388,1.111347217,1.0,2.0,3.0,2.0
157,KR모터스,운수장비,A000040,12,2021,Annual,168436811.0,69662862.0,15567938,26271894,80548239.0,168436811.0,118211175.0,95521994,38019286,8515333,0,50225636.0,133510438.0,115827793.0,-2697618,3331490,545881,-11924558,-8501041,-3032516,2700775,29.82,27.25,235.36,91.37,86.76,-23.83,-2.02,-2697618.03,13.24,8.059967309,14.25649411,5.643859694,8.059967309,11.49009812,13.5504838,0.763530119,13.30347193,-321.2932641,3.818087601,-196.0893594,-58.89657715,0.792644062,2.658212989,1.129423153,1.0,2.0,3.0,2.0
158,KR모터스,운수장비,A000040,12,2022,Annual,149185246.0,60741213.0,12980455,25433120,79137685.0,149185246.0,109161230.0,93561448,32030373,13372176,0,40024015.0,117058741.0,100028217.0,-6234393,4386520,311591,-13001280,-2410237,-6876776,1767088,26.83,36.0,272.74,134.19,85.45,-28.81,-5.33,-6234392.98,14.55,-11.42954731,-12.80689415,-1.751191606,-11.42954731,-7.655744053,-2.052455061,-20.31158152,-12.32240508,131.1073325,9.02944998,-71.64774291,126.7680039,0.784653604,2.924712601,1.072347215,1.0,1.0,1.0,1.0
159,KR모터스,운수장비,A000040,12,2023,Annual,138570417.0,48971233.0,5748536,23204503,70212817.0,138570417.0,116165786.0,100285758,27415308,24469774,0,22404631.0,78406267.0,73639024.0,-17856852,5325475,562391,-21026669,-8763355,472932,8419157,16.17,51.04,518.49,315.67,93.92,-67.36,-22.77,-17856852.21,6.08,-7.115200252,-19.37725544,-11.27764604,-7.115200252,6.416706737,7.187052086,-44.02203027,-33.01972469,186.4248693,61.72768374,263.5889334,-106.8772343,0.565822552,3.499556275,0.674951461,1.0,1.0,1.0,1.0
160,KSS해운,운수창고업,A044450,12,2020,Annual,1069527678.0,72496164.0,6076204,10608601,990958886.0,1069527678.0,800671677.0,240088936,5790848,70048400,550583024,268856001.0,226181167.0,163993022.0,50731188,0,164301,13129121,72022521,-179932970,121095635,25.14,71.26,297.81,283.47,72.51,4.78,22.43,50731188.4,27.49,11.73057162,12.88430966,11.49888622,11.73057162,18.40079077,42.75155111,-4.321610448,-2.187715828,-3.867110279,-43.97714883,-13.57474272,301.3230618,0.211477619,0.841272526,0.282489282,3.0,4.0,4.0,4.0
161,KSS해운,운수창고업,A044450,12,2021,Annual,1446228923.0,68132507.0,8270247,17819931,1353046978.0,1446228923.0,1103404278.0,381598280,13817125,73404780,682446171,342824644.0,324001267.0,251817534.0,58089121,0,76343,56071252,100253854,-337110013,222694393,23.7,72.83,321.86,307.25,77.72,18.33,17.93,58089121.0,22.28,35.22127129,-6.019155717,36.53916395,35.22127129,37.80983013,58.94038532,27.51236451,43.24856101,14.5037664,327.0754455,39.19792394,87.35310877,0.224031799,0.945093279,0.293637856,4.0,6.0,5.0,5.0
162,KSS해운,운수창고업,A044450,12,2022,Annual,1659172643.0,82531564.0,18185902,18737481,1546388382.0,1659172643.0,1252892415.0,378619660,19052498,87683692,830233122,406280228.0,445375790.0,360523009.0,69511092,0,96359,45470527,112623503,-171997739,53649382,24.49,71.25,308.38,290.98,80.95,12.14,15.61,69511091.6,19.05,14.7240673,21.13390162,14.28933416,14.7240673,13.54790261,-0.780564315,18.50963316,37.46112604,19.66284014,-18.90581113,12.33832766,-48.97875104,0.268432458,1.096228069,0.35547808,4.0,5.0,4.0,4.0
163,KSS해운,운수창고업,A044450,12,2023,Annual,1656034880.0,133698807.0,21100097,19158781,1491364454.0,1656034880.0,1235554637.0,335931028,17061946,65837529,887542826,420480242.0,472602860.0,370554666.0,88361347,0,90418,17041880,106895968,-19682990,-49591718,25.39,69.88,293.84,275.23,78.41,4.12,18.7,88361347.36,21.59,-0.189116124,61.99718086,-3.558221766,-0.189116124,-1.383820174,-11.27480596,3.495127998,6.113280203,27.11834106,-62.52104138,-5.085559273,-88.55625073,0.28538219,1.123959732,0.382502599,4.0,5.0,4.0,4.0
164,KT,통신업,A030200,12,2020,Annual,33662545000.0,11154180000.0,3056130000,534636000,14206119000.0,33662545000.0,18111112000.0,9192472000,1239717000,95789000,178221000,15551433000.0,23916667000.0,0.0,1184107000,156940000,132466000,703392000,4739827000,-3761470000,-647585000,46.2,25.13,116.46,54.4,0.0,4.58,4.95,1184107000.0,100.0,-2.540678952,-6.245563568,3.052672271,-2.540678952,-6.43419411,-9.41642419,2.422918543,-1.747579827,2.116395272,5.623612867,26.5582925,-3.241232348,0.710483031,1.5379076,1.320552101,5.0,5.0,6.0,6.0
165,KT,통신업,A030200,12,2021,Annual,37159341000.0,11858350000.0,2982867000,514145000,14464886000.0,37159341000.0,20592180000.0,10072432000,1537148000,338927000,501192000,16567161000.0,24898005000.0,0.0,1671824000,168969000,171400000,1459395000,5561834000,-5137474000,-41282000,44.58,25.83,124.3,57.93,0.0,9.09,6.71,1671824000.0,100.0,10.38779451,6.313059319,1.821517897,10.38779451,13.69914779,9.572615505,6.531410964,4.103155344,41.18859191,107.4796131,17.3425528,36.58154923,0.670033546,1.502852842,1.209100008,6.0,4.0,6.0,6.0
166,KT,통신업,A030200,12,2022,Annual,40980681000.0,12681532000.0,3090077000,709191000,14772179000.0,40980681000.0,22565958000.0,10699268000,1150515000,504998000,915762000,18414723000.0,25650011000.0,0.0,1690088000,0,195519000,1387663000,3597065000,-4838643000,669331000,44.94,27.28,122.54,60.71,0.0,7.93,6.59,1690088000.0,100.0,10.28365923,6.941792071,2.124406649,10.28365923,9.585085212,6.223283513,11.15195295,3.020346409,1.092459493,-4.915187458,-35.32591947,-5.816691238,0.625904948,1.392907784,1.136668383,5.0,4.0,5.0,5.0
167,KT,통신업,A030200,12,2023,Annual,42709982000.0,14518157000.0,3257732000,912262000,14872079000.0,42709982000.0,24148845000.0,13147409000,1297752000,434241000,656451000,18561137000.0,26376273000.0,0.0,1649774000,0,153750000,988718000,5503289000,-4620508000,-452792000,43.46,26.69,130.1,61.41,0.0,5.35,6.25,1649774000.0,100.0,4.219795664,14.48267449,0.676271253,4.219795664,7.014490588,22.88138777,0.795092058,2.831429585,-2.385319581,-28.74941538,52.99387139,-4.508185456,0.617566943,1.421048344,1.092237455,4.0,5.0,5.0,5.0
168,KT&G,기타제조업,A033780,12,2020,Annual,11468383152.0,6750382617.0,1115246113,2535032332,1718412219.0,11468383152.0,2376811496.0,1991492012,57897000,17308208,53492408,9091571656.0,5055311488.0,2127074299.0,1473182689,52725000,274971000,1171643099,1261664798,-85834706,-808888422,79.28,1.36,26.14,1.71,42.08,13.14,29.14,1473182689.0,57.92,6.658430386,5.191672852,-2.014385782,6.658430386,18.08166582,24.46093393,4.027492705,1.855841964,6.784049739,12.96226882,21.02423427,-81.30738824,0.440804202,0.556043738,2.126929921,4.0,6.0,5.0,5.0
169,KT&G,기타제조업,A033780,12,2021,Annual,11637271194.0,6255861536.0,904504494,2375380885,1741041768.0,11637271194.0,2428409041.0,2063946377,60337000,75432491,53195099,9208862153.0,5228351597.0,2350179719.0,1338383480,63544000,300906000,971758745,1419821289,-797609538,-947573962,79.13,1.6,26.37,2.02,44.95,10.62,25.6,1338383480.0,55.05,1.472640387,-7.32582298,1.316887109,1.472640387,2.17087241,3.63819511,1.290101442,3.422936636,-9.150203163,-17.06017423,12.53553965,829.2389701,0.449276425,0.567752184,2.152994619,5.0,6.0,5.0,5.0
170,KT&G,기타제조업,A033780,12,2022,Annual,12301716000.0,6509585000.0,1366523000,2575842000,1837041000.0,12301716000.0,2943136000.0,2527315000,220898000,72629000,78808000,9358580000.0,5851406000.0,2891166000.0,1267650000,50531000,311178000,1005327000,887887000,547544000,-931786000,76.08,1.8,31.45,2.36,49.41,10.83,21.66,1267650000.0,50.59,5.709627239,4.055771736,5.513895977,5.709627239,21.19605677,22.45061345,1.625801804,11.91684208,-5.284993506,3.454381571,-37.46487626,-168.6481259,0.475657705,0.625245069,1.988153453,5.0,6.0,5.0,5.0
171,KT&G,기타제조업,A033780,12,2023,Annual,12772452000.0,6418374000.0,1328580000,2763769000,2096467000.0,12772452000.0,3477517000.0,2672414000,260725000,61576000,147270000,9294935000.0,5862608000.0,3054393000.0,1167336000,50655000,307362000,922361000,1265993000,-848296000,-775827000,72.77,4.88,37.41,6.7,52.1,9.89,19.91,1167336000.0,47.9,3.826588096,-1.401179952,14.12194937,3.826588096,18.15685718,5.741231307,-0.680071122,0.191441168,-7.913383032,-8.252638196,42.58492353,-254.9274579,0.459004113,0.630731468,1.685860342,6.0,6.0,6.0,6.0
172,LF,섬유의복,A093050,12,2020,Annual,2479439884.0,1082925012.0,102707833,304764061,541311747.0,2479439884.0,1065019216.0,720808907,52371715,291791315,75606758,1414420667.0,1610459972.0,713336421.0,77067170,0,36806000,28596030,305614753,-269587577,49666395,57.05,31.5,75.3,55.21,44.29,2.04,4.79,77067170.45,55.71,2.578057388,12.57291847,3.547937512,2.578057388,3.844998709,1.519585046,1.644302605,-13.02881892,-11.95658211,-58.82476357,101.6519679,11.89975168,0.649525718,1.138600425,1.512141704,1.0,3.0,4.0,3.0
173,LF,섬유의복,A093050,12,2021,Annual,2541137895.0,1164416322.0,118732000,313867367,490390005.0,2541137895.0,1042768391.0,613206040,74003874,234807203,62699804,1498369503.0,1793103980.0,695009070.0,158865864,0,45532000,136154463,310313178,-126345947,-111800090,58.96,25.19,69.59,42.72,38.76,9.35,8.86,158865864.1,61.24,2.488385034,7.525111074,-9.407100859,2.488385034,-2.089241646,-14.92807122,5.935209939,11.3411082,106.1394807,376.1306482,1.537368518,-53.13361676,0.705630333,1.196703468,1.719561118,1.0,3.0,4.0,3.0
174,LF,섬유의복,A093050,12,2022,Annual,2584040376.0,1205562532.0,127638314,445053612,596131588.0,2584040376.0,927192270.0,742787795,97234643,130709327,2689000,1656848107.0,1968540365.0,798159568.0,185160686,0,60373000,177302503,160923026,-93595246,-159770365,64.12,19.99,55.96,31.17,40.55,11.24,9.41,185160686.4,59.45,1.688317705,3.533633909,21.56275249,1.688317705,-11.083585,21.13184583,10.57673716,9.783949339,16.55158719,30.22158737,-48.14173635,-25.92144962,0.761807123,1.188123617,2.123119906,1.0,3.0,4.0,3.0
175,LF,섬유의복,A093050,12,2023,Annual,2755627762.0,1110887691.0,138874534,444171718,792417889.0,2755627762.0,1042077874.0,816243784,74540427,232491555,1677000,1713549888.0,1900725823.0,806327104.0,57379138,0,62948000,80053774,92566722,-306354784,75947326,62.18,24.17,60.81,38.88,42.42,4.75,3.02,57379138.44,57.58,6.640274958,-7.853167172,32.9266734,6.640274958,12.39069907,9.8892294,3.422267905,-3.444914984,-69.01116579,-54.84904463,-42.47764021,227.3187444,0.689761458,1.109232848,1.823976759,3.0,3.0,4.0,4.0
176,LG,기타금융,A003550,12,2020,Annual,24282268000.0,5895921000.0,1313668000,41682000,1589560000.0,24282268000.0,3420978000.0,2133263000,797369000,49665000,89471000,20861290000.0,5199070000.0,3302831000.0,1586056000,32883000,4799000,1540658000,739096000,-1277688000,693728000,85.91,5.25,16.4,6.11,63.53,7.73,30.51,1586056000.0,36.47,8.235651758,49.67848904,-3.083528541,8.235651758,0.215871238,-4.968725513,9.674922287,-20.43600908,59.51178646,39.2049731,-9.719580733,3658.348041,0.214109736,0.249220925,1.519761308,4.0,6.0,4.0,5.0
177,LG,기타금융,A003550,12,2021,Annual,25669796000.0,5547934000.0,1133381000,54019000,1508820000.0,25669796000.0,3729575000.0,2819273000,659653000,41453000,2065000,21940221000.0,6859010000.0,4065447000.0,2460104000,34661000,5575000,2683974000,1019525000,-271997000,-1008364000,85.47,3.2,17.0,3.75,59.27,12.54,35.87,2460104000.0,40.73,5.714161461,-5.902165243,-5.07939304,5.714161461,9.020724483,32.15777895,5.171928486,31.92763321,55.10826856,74.20959097,37.94216178,-78.71178253,0.267201578,0.312622649,1.839086223,5.0,6.0,5.0,5.0
178,LG,기타금융,A003550,12,2022,Annual,29633677000.0,5083392000.0,1413798000,58204000,1524353000.0,29633677000.0,3399491000.0,2524385000,753442000,289303000,413000,26234186000.0,7185987000.0,4853189000.0,1941380000,47841000,7110000,2115750000,641024000,-175064000,-653033000,88.53,2.9,12.96,3.27,67.54,8.78,27.02,1941380000.0,32.46,15.44180951,-8.373243085,1.029479991,15.44180951,-8.850445426,-10.45971781,19.57120213,4.767116537,-21.08545005,-21.17099495,-37.12522989,-35.63752541,0.242493937,0.273916904,2.113842043,4.0,6.0,5.0,5.0
179,LG,기타금융,A003550,12,2023,Annual,30253085000.0,5199470000.0,1564483000,70181000,1525029000.0,30253085000.0,3236596000.0,1937107000,772816000,2565000,0,27016489000.0,7445336000.0,5438970000.0,1589013000,48304000,8304000,1414258000,882694000,-179302000,-976051000,89.3,1.98,11.98,2.22,73.05,5.31,21.34,1589013000.0,26.95,2.090216479,2.283475286,0.044346683,2.090216479,-4.791746764,-23.26420098,2.981998374,3.609093643,-18.15033636,-33.1557131,37.70061651,2.420828954,0.246101712,0.275584884,2.300360008,5.0,6.0,5.0,5.0
180,LG디스플레이,전기전자,A034220,12,2020,Annual,35066012000.0,11099470000.0,3517512000,2170656000,20139703000.0,35066012000.0,22334584000.0,11006948000,3779290000,394906000,9019658000,12731428000.0,24261561000.0,21626339000.0,-36465000,1098736000,113547000,-76147000,2278784000,-2311152000,931829000,36.31,40.36,175.43,111.16,89.14,-0.6,-0.15,-36465000.0,10.86,-1.42953548,8.305316533,-8.819147537,-1.42953548,-3.256037503,0.200018644,1.947001353,3.348136384,-97.31753105,-97.34871407,-15.80468826,-65.7880452,0.691882527,1.905643342,1.086277721,3.0,5.0,4.0,4.0
181,LG디스플레이,전기전자,A034220,12,2021,Annual,38154515000.0,13187067000.0,4574789000,3350375000,20558446000.0,38154515000.0,23392014000.0,13994817000,4814055000,613733000,7660591000,14762501000.0,29878043000.0,24572939000.0,2230608000,1222044000,126335000,1333544000,5753446000,-4263080000,-2466136000,38.69,33.41,158.46,86.35,82.24,9.7,7.47,2230608000.0,17.76,8.807682493,18.80807822,2.079191535,8.807682493,4.734496062,27.1452995,15.95322222,23.14971407,-6217.120527,-1851.275822,152.4787782,84.45692884,0.783080141,2.023914715,1.277275356,3.0,5.0,4.0,4.0
182,LG디스플레이,전기전자,A034220,12,2022,Annual,35686019000.0,9444035000.0,2358914000,2872918000,20946933000.0,35686019000.0,24366792000.0,13961520000,4061684000,2578552000,8425195000,11319227000.0,26151781000.0,25027703000.0,-2085047000,1382406000,108315000,-3195585000,3011020000,-6700169000,1946024000,31.72,42.21,215.27,133.09,95.7,-24.5,-7.97,-2085047000.0,4.3,-6.469734971,-28.38411301,1.889671038,-6.469734971,4.167140119,-0.237923797,-23.32446243,-12.47157319,-193.4743801,-339.6310133,-47.6657989,57.16732972,0.732829879,2.310385771,1.073254986,5.0,5.0,4.0,5.0
183,LG디스플레이,전기전자,A034220,12,2023,Annual,35759298000.0,9503186000.0,3218093000,2527728000,20200332000.0,35759298000.0,26988754000.0,13885028000,4175064000,1875635000,10230658000,8770544000.0,21330819000.0,20985643000.0,-2510164000,1379653000,76404000,-2576729000,1682748000,-2589336000,1350863000,24.53,46.43,307.72,189.3,98.38,-25.65,-11.77,-2510164000.0,1.62,0.205343723,0.626331859,-3.564249716,0.205343723,10.76039062,-0.547877308,-22.51640505,-18.43454562,20.38884495,-19.36596899,-44.11368905,-61.35416883,0.596511123,2.432097599,0.790359533,5.0,6.0,3.0,4.0
184,LG생활건강,화학,A051900,12,2020,Annual,6801415784.0,1982768918.0,585564696,808965988,2329834013.0,6801415784.0,1952220085.0,1479723875,251186197,186412986,22801783,4849195699.0,7844506057.0,2962930554.0,1220864731,34058000,459898000,813101140,1004842472,-745883641,-465737760,71.3,6.89,40.26,9.67,37.77,17.9,15.56,1220864731.0,62.23,4.739171177,-8.335630353,14.42941623,4.739171177,-13.48774001,-16.45659908,14.44643308,2.069916016,3.77873674,3.162763136,-11.82819386,61.66333065,1.153363698,1.6176922,4.018248822,5.0,6.0,5.0,5.0
185,LG생활건강,화학,A051900,12,2021,Annual,7555239418.0,2472884296.0,554857051,1000655942,2449112181.0,7555239418.0,2057406606.0,1525844759,270571520,256676146,17341602,5497832811.0,8091511298.0,3039883555.0,1289630424,24734000,539304000,861127852,984481666,-465122433,-238400404,72.77,6.91,37.42,9.49,37.57,16.64,15.94,1289630424.0,62.43,11.08333409,24.71873417,5.119599394,11.08333409,5.388046246,3.116857461,13.37617931,3.148767293,5.632539892,5.906609847,-2.026268452,-37.64142187,1.070980131,1.471763798,3.93286931,5.0,6.0,5.0,5.0
186,LG생활건강,화학,A051900,12,2022,Annual,7302929652.0,2284388638.0,550861506,955432615,2383867277.0,7302929652.0,1834093664.0,1162757523,213187479,215544469,14783780,5468835988.0,7185759184.0,3168512093.0,711122934,25356000,483279000,258340047,497299483,-197383722,-373633369,74.89,6.06,33.54,8.1,44.09,4.71,9.9,711122934.4,55.91,-3.339533694,-7.622502125,-2.664022682,-3.339533694,-10.85409862,-23.79581762,-0.527422786,-11.19385589,-44.85839348,-69.99980358,-49.48616108,-57.56306125,0.98395569,1.313946734,3.917880163,5.0,6.0,5.0,5.0
187,LG생활건강,화학,A051900,12,2023,Annual,7220285812.0,2429583604.0,529076344,884515142,2307114070.0,7220285812.0,1671359346.0,1089658848,253398302,138182510,1993444,5548926466.0,6804839370.0,3177921082.0,486981225,25849000,457023000,163524220,659061627,-140774748,-268201685,76.85,4.8,30.12,6.25,46.7,2.97,7.16,486981224.7,53.3,-1.13165324,6.355966038,-3.219692964,-1.13165324,-8.872737592,-6.28666541,1.464488571,-5.301037848,-31.51940379,-36.70194695,32.52811425,-28.67965678,0.942461219,1.226334393,4.071440044,5.0,6.0,5.0,5.0
188,LG유플러스,통신업,A032640,12,2020,Annual,18350190000.0,4950900000.0,1855722000,284077000,9949806000.0,18350190000.0,10698976000.0,4328335000,73752000,50000000,1278125000,7651214000.0,13417627000.0,0.0,886151000,0,236839000,478065000,2548551000,-2615639000,157151000,41.7,37.33,139.83,89.54,0.0,6.37,6.6,886151000.0,100.0,2.280468534,3.025828354,12.28696096,2.280468534,1.015367702,-6.894560873,4.103588541,8.364243199,29.13060078,8.940571655,13.13819586,-18.62604003,0.73119826,1.753659877,1.254103851,4.0,4.0,3.0,3.0
189,LG유플러스,통신업,A032640,12,2021,Annual,19370515000.0,5164421000.0,1763278000,241363000,10196129000.0,19370515000.0,11411957000.0,5073659000,333556000,0,1103125000,7958558000.0,13851135000.0,0.0,979014000,0,244356000,724218000,3404503000,-2944805000,-416515000,41.09,36.45,143.39,88.73,0.0,9.28,7.07,979014000.0,100.0,5.560296651,4.312771415,2.475656309,5.560296651,6.664011584,17.21964682,4.016931169,3.230884269,10.47936525,51.48944181,33.58582975,12.58453479,0.715062816,1.740407622,1.2137388,5.0,6.0,5.0,5.0
190,LG유플러스,통신업,A032640,12,2022,Annual,19774800000.0,5043422000.0,1734478000,226157000,10574114000.0,19774800000.0,11325133000.0,4817824000,160632000,0,1215625000,8449667000.0,13905990000.0,0.0,1081260000,0,208096000,662588000,3504980000,-2866689000,-573707000,42.73,35.6,134.03,83.33,0.0,8.08,7.78,1081260000.0,100.0,2.087115392,-2.342934474,3.707142191,2.087115392,-0.760816046,-5.042416134,6.170828937,0.396032527,10.44377302,-8.509868575,2.95129715,-2.652671399,0.703217732,1.645744146,1.227887567,5.0,4.0,5.0,5.0
191,LG유플러스,통신업,A032640,12,2023,Annual,20100605000.0,4964158000.0,1743706000,354433000,11066309000.0,20100605000.0,11343820000.0,5606861000,126440000,130000000,703125000,8756785000.0,14372626000.0,0.0,998031000,0,220671000,630241000,2974990000,-2998197000,-252004000,43.56,36.7,129.54,84.23,0.0,7.33,6.94,998031000.0,100.0,1.647576714,-1.571631325,4.654716225,1.647576714,0.165004685,16.37745588,3.634675781,3.355647458,-7.697408579,-4.881917572,-15.12105633,4.587452633,0.715034498,1.641313107,1.267000534,5.0,5.0,5.0,5.0
192,LG이노텍,전기전자,A011070,12,2020,Annual,6038600272.0,3161799525.0,1114217058,859393513,2367766837.0,6038600272.0,3610912435.0,2284222240,1001586395,1213528,701380708,2427687837.0,9541789541.0,8251449218.0,681019009,328462259,0,236127867,950268414,-826161591,-167157650,40.2,28.77,148.74,71.57,86.48,10.19,7.14,681019009.1,13.52,4.640962545,24.92569226,-12.55197335,4.640962545,1.254457992,11.63052384,10.11898522,19.64076593,42.96523298,130.8179666,23.56530959,133.1611711,1.580132665,3.930402169,2.642487103,5.0,6.0,4.0,5.0
193,LG이노텍,전기전자,A011070,12,2021,Annual,7741352841.0,4113364038.0,1895348989,1392013529,3146377616.0,7741352841.0,4427146647.0,3310267874,1565885273,1326387,615115344,3314206194.0,14945609219.0,12815071628.0,1264223241,408632896,0,888282436,1177629169,-1008293111,-309627952,42.81,19.42,133.58,45.36,85.74,30.94,8.46,1264223241.0,14.26,28.19780234,30.09566247,32.88376063,28.19780234,22.60465261,44.91881814,36.51698309,56.63318872,85.63699754,276.1870411,23.92595099,22.04550804,1.930619819,4.509559256,3.375901096,5.0,6.0,5.0,5.0
194,LG이노텍,전기전자,A011070,12,2022,Annual,9793617826.0,4713796331.0,1792871361,1978792006,4130978039.0,9793617826.0,5527824867.0,4270416742,1992345933,207626593,921935007,4265792959.0,19589409483.0,17215010893.0,1271751532,570608021,0,979848641,1514999767,-1996725065,441365737,43.56,20.69,129.58,47.51,87.88,25.85,6.49,1271751532.0,12.12,26.51041784,14.59711048,31.29314225,26.51041784,24.86202305,29.00517132,28.71235853,31.0713347,0.595487471,10.30823095,28.64828818,98.0302199,2.000221964,4.592208218,3.543782583,5.0,6.0,5.0,5.0
195,LG이노텍,전기전자,A011070,12,2023,Annual,11204305524.0,5349008426.0,2250890833,1572002033,4855577990.0,11204305524.0,6489730988.0,4219145431,2493726421,38681997,1496606808,4714574536.0,20605290042.0,18741974184.0,830824123,539301191,0,565200779,2104063772,-1904419025,608294480,42.08,24.63,137.65,58.54,90.96,12.59,4.03,830824122.8,9.04,14.40415302,13.47559484,17.54063915,14.40415302,17.40116853,-1.200616101,10.52047254,5.185866169,-34.67087697,-42.31754218,38.88211852,-4.622871802,1.839051068,4.370551337,3.175060735,5.0,6.0,5.0,5.0
196,LG전자,전기전자,A066570,12,2020,Annual,48204227000.0,23239420000.0,7154932000,7447157000,13973998000.0,48204227000.0,30662102000.0,20207492000,8728159000,196774000,3528600000,17542125000.0,58057908000.0,42549187000.0,3905108000,1824380000,0,2063790000,4628576000,-2314521000,-993875000,36.39,22.37,174.79,61.46,73.29,12.15,6.73,3905108000.0,26.71,7.45510771,17.64718985,-3.663603237,7.45510771,7.83325339,14.43871406,6.800472544,-6.818372336,60.29906339,1046.881321,25.46408888,11.10107874,1.204415289,3.309627995,1.893474492,5.0,6.0,3.0,4.0
197,LG전자,전기전자,A066570,12,2021,Annual,53481478000.0,27487763000.0,8166459000,9754018000,14700784000.0,53481478000.0,33383445000.0,23619899000,8741937000,330086000,3142863000,20098033000.0,73907984000.0,55010762000.0,4057997000,2092951000,0,1414972000,2677382000,-2465536000,-282268000,37.58,20.36,166.1,54.17,74.43,7.52,5.49,4057997000.0,25.57,10.94769345,18.28076174,5.200988293,10.94769345,8.875265629,16.88684078,14.57011622,27.30046009,3.915102988,-31.43817927,-42.15538429,6.524676164,1.381936079,3.677374,2.213911237,5.0,6.0,5.0,5.0
198,LG전자,전기전자,A066570,12,2022,Annual,55156141000.0,27488228000.0,8216512000,9388808000,15831838000.0,55156141000.0,32664144000.0,22332549000,8212419000,885911000,4584578000,22491997000.0,83467318000.0,63231088000.0,3550972000,2397333000,0,1863123000,3107839000,-3227546000,448320000,40.78,22.01,145.23,53.98,75.76,8.75,4.25,3550972000.0,24.24,3.131295287,0.001691662,7.69383456,3.131295287,-2.154663786,-5.450277328,11.91143432,12.93410195,-12.49446463,31.67207549,16.07753395,30.90646415,1.513291476,3.710978532,2.555319313,5.0,6.0,5.0,5.0
