,종목명,2011사회,2012사회,2013사회,2014사회,2015사회,2016사회,2017사회,2018사회,종목코드,시장구분,업종명,시가총액,2012-2011사회차이,2013-2012사회차이,2014-2013사회차이,2015-2014사회차이,2016-2015사회차이,2017-2016사회차이,2018-2017사회차이
144,한샘,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,9240.0,KOSPI,유통업,1195520000000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
145,한섬,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,20000.0,KOSPI,섬유의복,446911000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
146,한성기업,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3680.0,KOSPI,음식료품,31979002250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,한세실업,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,105630.0,KOSPI,섬유의복,854000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,한솔로지스틱스,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,9180.0,KOSPI,운수창고업,62026222875.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
149,한솔케미칼,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,14680.0,KOSPI,화학,2157090000000.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0
150,한솔테크닉스,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4710.0,KOSPI,전기전자,176604000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
151,한솔PNS,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,10420.0,KOSPI,유통업,25226897772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,한솔홀딩스,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4150.0,KOSPI,기타금융,115734000000.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0
153,한양증권,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,1750.0,KOSPI,증권,130849000000.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0
154,한온시스템,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,18880.0,KOSPI,기계,2749070000000.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0
155,한올바이오파마,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,9420.0,KOSPI,의약품,1810140000000.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0
156,한익스프레스,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,14130.0,KOSPI,운수창고업,53760000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,한전KPS,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,51600.0,KOSPI,건설업,1539000000000.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0
158,한전기술,5.0,5.0,3.0,3.0,3.0,4.0,4.0,5.0,52690.0,KOSPI,서비스업,2262620000000.0,0.0,-2.0,0.0,0.0,1.0,0.0,1.0
159,한진,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2320.0,KOSPI,운수창고업,316142000000.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0
160,HJ중공업,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,97230.0,KOSPI,건설업,250656000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,한진중공업홀딩스,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3480.0,KOSPI,전기가스업,101730000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,한창,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5110.0,KOSPI,유통업,23332434378.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,한창제지,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,9460.0,KOSPI,종이목재,49285343436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,한화,3.0,3.0,3.0,5.0,4.0,4.0,6.0,5.0,880.0,KOSPI,화학,2001400000000.0,0.0,0.0,2.0,-1.0,0.0,2.0,-1.0
165,한화손해보험,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,370.0,KOSPI,보험,544587000000.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0
166,한화솔루션,5.0,5.0,5.0,5.0,4.0,6.0,3.0,5.0,9830.0,KOSPI,화학,4314500000000.0,0.0,0.0,0.0,-1.0,2.0,-3.0,2.0
167,한화에어로스페이스,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,12450.0,KOSPI,운수장비,11138600000000.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0
168,한화투자증권,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3530.0,KOSPI,증권,736972000000.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
169,HDC현대EP,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,89470.0,KOSPI,화학,130471000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,현대건설,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,720.0,KOSPI,건설업,3786100000000.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0
171,현대그린푸드,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,453340.0,KOSPI,유통업,406910000000.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0
172,현대글로비스,4.0,4.0,4.0,3.0,3.0,6.0,4.0,5.0,86280.0,KOSPI,운수창고업,6671250000000.0,0.0,0.0,-1.0,0.0,3.0,-2.0,1.0
173,현대리바트,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,79430.0,KOSPI,기타제조업,153193000000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
174,현대모비스,5.0,5.0,4.0,5.0,4.0,6.0,5.0,5.0,12330.0,KOSPI,운수장비,22383600000000.0,0.0,-1.0,1.0,-1.0,2.0,-1.0,0.0
175,HD현대미포,3.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,10620.0,KOSPI,운수장비,2923770000000.0,0.0,2.0,0.0,-1.0,-1.0,0.0,1.0
176,현대백화점,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,69960.0,KOSPI,유통업,1170120000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,현대비앤지스틸,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4560.0,KOSPI,철강금속,303838000000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
178,HMM,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,11200.0,KOSPI,운수창고업,11107300000000.0,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0
179,현대약품,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4310.0,KOSPI,의약품,121280000000.0,1.0,-1.0,0.0,0.0,1.0,0.0,0.0
180,현대엘리베이,4.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,17800.0,KOSPI,기계,1581290000000.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0
181,현대차,6.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5380.0,KOSPI,운수장비,51307000000000.0,-1.0,0.0,-1.0,0.0,1.0,-1.0,0.0
182,현대제철,5.0,5.0,4.0,5.0,4.0,3.0,3.0,5.0,4020.0,KOSPI,철강금속,4276940000000.0,0.0,-1.0,1.0,-1.0,-1.0,0.0,2.0
183,HD현대중공업,3.0,3.0,5.0,4.0,3.0,6.0,3.0,4.0,329180.0,KOSPI,운수장비,10883600000000.0,0.0,2.0,-1.0,-1.0,3.0,-3.0,1.0
184,현대해상,5.0,5.0,5.0,5.0,5.0,4.0,5.0,6.0,1450.0,KOSPI,보험,2749050000000.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0
185,형지엘리트,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,93240.0,KOSPI,섬유의복,37697305580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,혜인,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3010.0,KOSPI,유통업,69284471150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,호텔신라,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,8770.0,KOSPI,유통업,2276390000000.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
188,화성산업,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2460.0,KOSPI,건설업,101297000000.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0
189,화승알앤에이,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,378850.0,KOSPI,운수장비,74265065930.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
190,화승인더,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6060.0,KOSPI,화학,221003000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,화신,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,10690.0,KOSPI,운수장비,367363000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,화천기계,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,10660.0,KOSPI,기계,80960000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,화천기공,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,850.0,KOSPI,기계,66880000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,환인제약,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,16580.0,KOSPI,의약품,256495000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,황금에스티,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,32560.0,KOSPI,철강금속,116280000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,효성,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4800.0,KOSPI,기타금융,1224230000000.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0
197,효성ITX,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,94280.0,KOSPI,서비스업,144478000000.0,0.0,1.0,0.0,-1.0,1.0,-1.0,1.0
198,후성,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,93370.0,KOSPI,화학,748212000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,휴니드,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5870.0,KOSPI,전기전자,103753000000.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
200,TKG휴켐스,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,69260.0,KOSPI,화학,791001000000.0,1.0,0.0,0.0,-1.0,1.0,0.0,-1.0
201,흥국화재,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,540.0,KOSPI,보험,260825000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,흥아해운,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3280.0,KOSPI,운수창고업,688817000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,동국제강,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,460860.0,KOSPI,철강금속,557594000000.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
204,동방,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4140.0,KOSPI,운수창고업,106497000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,동방아그로,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7590.0,KOSPI,화학,85654559330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,KG스틸,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,16380.0,KOSPI,철강금속,696062000000.0,0.0,0.0,-1.0,1.0,-1.0,0.0,0.0
207,동성제약,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2210.0,KOSPI,의약품,136769000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,동성케미컬,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,102260.0,KOSPI,서비스업,223604000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
209,동아쏘시오홀딩스,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,640.0,KOSPI,기타금융,721871000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
210,다스코,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,58730.0,KOSPI,기계,65852614695.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,동아지질,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,28100.0,KOSPI,건설업,172707000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,동양고속,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,84670.0,KOSPI,운수창고업,33588600400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,TYM,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2900.0,KOSPI,기계,210388000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,동양생명,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,82640.0,KOSPI,보험,855201000000.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0
215,동양철관,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,8970.0,KOSPI,철강금속,83100817710.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,동원F&B,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,49770.0,KOSPI,음식료품,749635000000.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.0
217,동원산업,3.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,6040.0,KOSPI,기타금융,1722180000000.0,0.0,0.0,0.0,1.0,-1.0,2.0,-2.0
218,동화약품,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,20.0,KOSPI,의약품,243004000000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
219,두산,5.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,150.0,KOSPI,기타금융,2204280000000.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0
220,HD현대인프라코어,4.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,42670.0,KOSPI,기계,1536950000000.0,2.0,0.0,0.0,-1.0,1.0,0.0,0.0
221,두산에너빌리티,4.0,6.0,6.0,5.0,5.0,4.0,5.0,6.0,34020.0,KOSPI,기계,10076000000000.0,2.0,0.0,-1.0,0.0,-1.0,1.0,1.0
222,디씨엠,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,24090.0,KOSPI,철강금속,124260000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,디아이,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3160.0,KOSPI,의료정밀,538549000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,디아이씨,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,92200.0,KOSPI,운수장비,240331000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,디와이,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,13570.0,KOSPI,기타금융,150285000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,DN오토모티브,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7340.0,KOSPI,전기전자,790526000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,스틱인베스트먼트,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,26890.0,KOSPI,기타금융,360099000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,롯데손해보험,3.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,400.0,KOSPI,보험,1013250000000.0,2.0,-1.0,1.0,0.0,0.0,0.0,1.0
229,롯데쇼핑,5.0,6.0,4.0,5.0,3.0,5.0,6.0,6.0,23530.0,KOSPI,유통업,1892520000000.0,1.0,-2.0,1.0,-2.0,2.0,1.0,0.0
230,롯데정밀화학,5.0,4.0,3.0,4.0,4.0,5.0,6.0,6.0,4000.0,KOSPI,화학,1111980000000.0,-1.0,-1.0,1.0,0.0,1.0,1.0,0.0
231,롯데칠성,3.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5300.0,KOSPI,음식료품,1183060000000.0,2.0,0.0,-1.0,1.0,0.0,-1.0,1.0
232,롯데케미칼,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,11170.0,KOSPI,화학,4290370000000.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0
233,마니커,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,27740.0,KOSPI,음식료품,69227238520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,만호제강,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1080.0,KOSPI,철강금속,195673000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,명문제약,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,17180.0,KOSPI,의약품,69434813430.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
236,모나리자,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,12690.0,KOSPI,종이목재,114834000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,모나미,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5360.0,KOSPI,유통업,51117215435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,무림P&P,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,9580.0,KOSPI,종이목재,190535000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,무림페이퍼,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,9200.0,KOSPI,종이목재,89251969950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,미래산업,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,25560.0,KOSPI,의료정밀,66641196300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,미래아이앤지,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7120.0,KOSPI,서비스업,31257497664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,미원상사,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2840.0,KOSPI,화학,907725000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,미원홀딩스,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,107590.0,KOSPI,기타금융,179336000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,미창석유,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3650.0,KOSPI,화학,136738000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,태경비케이,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,14580.0,KOSPI,비금속광물,145639000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,백산,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,35150.0,KOSPI,화학,297198000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,보락,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2760.0,KOSPI,화학,67567200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,보령,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3850.0,KOSPI,의약품,763833000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,부광약품,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3000.0,KOSPI,의약품,437748000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,부국증권,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1270.0,KOSPI,증권,249914000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,부산주공,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5030.0,KOSPI,운수장비,38288532168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,비상교육,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,100220.0,KOSPI,서비스업,62384356800.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
253,빙그레,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5180.0,KOSPI,음식료품,682691000000.0,0.0,0.0,0.0,-1.0,1.0,0.0,1.0
254,사조동아원,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,8040.0,KOSPI,음식료품,136487000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,사조산업,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7160.0,KOSPI,"농업, 임업 및 어업",179500000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,SGC에너지,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5090.0,KOSPI,전기가스업,330694000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,삼성SDI,6.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6400.0,KOSPI,전기전자,28984200000000.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0
258,삼성물산,6.0,5.0,5.0,5.0,3.0,6.0,6.0,6.0,28260.0,KOSPI,유통업,27356200000000.0,-1.0,0.0,0.0,-2.0,3.0,0.0,0.0
259,삼성E&A,4.0,4.0,5.0,5.0,5.0,4.0,6.0,6.0,28050.0,KOSPI,서비스업,5154800000000.0,0.0,1.0,0.0,0.0,-1.0,2.0,0.0
260,삼성전기,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,9150.0,KOSPI,전기전자,10823100000000.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0
261,삼성전자,5.0,5.0,4.0,6.0,4.0,6.0,5.0,5.0,5930.0,KOSPI,전기전자,454300000000000.0,0.0,-1.0,2.0,-2.0,2.0,-1.0,0.0
262,삼성중공업,3.0,6.0,5.0,5.0,4.0,5.0,3.0,3.0,10140.0,KOSPI,운수장비,8342400000000.0,3.0,-1.0,0.0,-1.0,1.0,-2.0,0.0
263,삼성증권,5.0,6.0,4.0,5.0,4.0,4.0,4.0,5.0,16360.0,KOSPI,증권,3344290000000.0,1.0,-2.0,1.0,-1.0,0.0,0.0,1.0
264,삼성출판사,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,68290.0,KOSPI,서비스업,179100000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,삼성카드,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,29780.0,KOSPI,기타금융,4373670000000.0,0.0,0.0,0.0,-1.0,1.0,-1.0,0.0
266,삼성화재,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,810.0,KOSPI,보험,14236100000000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
267,삼양식품,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3230.0,KOSPI,음식료품,2207170000000.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
268,삼양홀딩스,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,70.0,KOSPI,기타금융,586653000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
269,삼영무역,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2810.0,KOSPI,유통업,235269000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,삼영전자,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,5680.0,KOSPI,전기전자,190400000000.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
271,삼영,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3720.0,KOSPI,화학,129880000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,삼익THK,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4380.0,KOSPI,기계,278250000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,삼익악기,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2450.0,KOSPI,기타제조업,116513000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,삼일제약,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,520.0,KOSPI,의약품,183800000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,삼정펄프,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,9770.0,KOSPI,종이목재,62499275000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,삼진제약,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5500.0,KOSPI,의약품,273830000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
277,삼천리,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4690.0,KOSPI,전기가스업,369818000000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
278,삼호개발,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,10960.0,KOSPI,건설업,81750000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,삼화왕관,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4450.0,KOSPI,기계,70448193300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,삼화전기,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,9470.0,KOSPI,전기전자,251325000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,삼화전자,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,11230.0,KOSPI,전기전자,67526286500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,삼화페인트,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,390.0,KOSPI,화학,202666000000.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0
283,상신브레이크,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,41650.0,KOSPI,운수장비,82020939000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,샘표,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7540.0,KOSPI,기타금융,142496000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,서연,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7860.0,KOSPI,기타금융,214136000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,서울가스,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,17390.0,KOSPI,전기가스업,284000000000.0,0.0,1.0,-1.0,0.0,1.0,-1.0,0.0
287,서원,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,21050.0,KOSPI,철강금속,64375544040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,서흥,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,8490.0,KOSPI,화학,249314000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,선도전기,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7610.0,KOSPI,전기전자,54000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,SUN&L,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2820.0,KOSPI,종이목재,32591651565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,성문전자,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,14910.0,KOSPI,전기전자,32029364610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,성신양회,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4980.0,KOSPI,비금속광물,206670000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,성창기업지주,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,180.0,KOSPI,서비스업,132737000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,세방,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4360.0,KOSPI,운수창고업,224946000000.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0
