,종목명,2020환경,2021환경,2022환경,2023환경,2024환경,종목코드,시장구분,업종명,시가총액
14,E1,C,B+,B+,A,A,17940.0,KOSPI,유통업,454818000000.0
16,GKL,C,B+,B,B,B,114090.0,KOSPI,서비스업,856082000000.0
17,GS,C,A,B+,B+,B+,78930.0,KOSPI,기타금융,4157960000000.0
18,GS건설,A,A,A,A,A,6360.0,KOSPI,건설업,1258050000000.0
19,GS글로벌,D,B,C,B+,B+,1250.0,KOSPI,유통업,198081000000.0
20,JW중외제약,B,C,B,B,B,1060.0,KOSPI,의약품,690428000000.0
21,JW홀딩스,C,D,C,B,B,96760.0,KOSPI,기타금융,219927000000.0
22,KB금융,A+,A+,A+,A+,A+,105560.0,KOSPI,기타금융,28044000000000.0
25,KC그린홀딩스,B,D,D,C,C,9440.0,KOSPI,기타금융,54404826500.0
26,KEC,B+,B,C,C,C,92220.0,KOSPI,전기전자,260189000000.0
27,주성코퍼레이션,C,B,D,C,C,109070.0,KOSPI,전기전자,216522000000.0
28,KG케미칼,C,C,D,C,C,1390.0,KOSPI,화학,378634000000.0
29,KISCO홀딩스,B,B,C,C,C,1940.0,KOSPI,철강금속,373674000000.0
30,그린케미칼,B,B,D,C,C,83420.0,KOSPI,화학,171120000000.0
31,KPX케미칼,B,B,C,C,C,25000.0,KOSPI,화학,217074000000.0
32,KPX홀딩스,C,B,D,C,C,92230.0,KOSPI,화학,238270000000.0
33,KR모터스,D,D,D,D,D,40.0,KOSPI,운수장비,31696560384.0
34,KSS해운,B,B+,B+,B+,B+,44450.0,KOSPI,운수창고업,187457000000.0
35,다올투자증권,D,C,B,B+,B+,30210.0,KOSPI,증권,187911000000.0
36,LF,D,D,D,B,B,93050.0,KOSPI,섬유의복,437138000000.0
37,LG,B+,A,B+,A,A,3550.0,KOSPI,기타금융,12426800000000.0
38,LG디스플레이,B,B,A,A,A,34220.0,KOSPI,전기전자,5065000000000.0
41,LG생활건강,A,A,A,A,A,51900.0,KOSPI,화학,5973960000000.0
42,LG유플러스,B+,A,A,A,A,32640.0,KOSPI,통신업,4243860000000.0
43,LG이노텍,A,A,A,A,A,11070.0,KOSPI,전기전자,4366580000000.0
44,LG전자,A,A,A,A+,A+,66570.0,KOSPI,전기전자,15055600000000.0
45,LX하우시스,A,A,B+,A,A,108670.0,KOSPI,화학,352878000000.0
46,LG화학,C,B+,C,B+,B+,51910.0,KOSPI,화학,26683900000000.0
47,LS,B,B+,B+,A,A,6260.0,KOSPI,기타금융,4079740000000.0
48,LS네트웍스,D,D,C,B,B,680.0,KOSPI,유통업,344369000000.0
49,LSELECTRIC,B+,B+,B+,A,A,10120.0,KOSPI,전기전자,4758000000000.0
50,MH에탄올,C,B,C,D,D,23150.0,KOSPI,음식료품,45082793860.0
51,NAVER,B+,A,A,A,A,35420.0,KOSPI,서비스업,29379700000000.0
53,NH투자증권,B,A,A,A,A,5940.0,KOSPI,증권,3853960000000.0
54,NICE,D,B,C,B,B,34310.0,KOSPI,서비스업,461293000000.0
55,NI스틸,D,D,D,D,D,8260.0,KOSPI,철강금속,126699000000.0
57,SNT에너지,B,B,D,D,D,100840.0,KOSPI,기계,76193116650.0
58,SNT모티브,B,C,C,C,C,64960.0,KOSPI,운수장비,666084000000.0
59,SNT다이내믹스,B+,B,C,C,C,3570.0,KOSPI,운수장비,540356000000.0
60,SNT홀딩스,C,B,C,C,C,36530.0,KOSPI,기타금융,366837000000.0
61,S-Oil,A,B+,B,A,A,10950.0,KOSPI,화학,8567550000000.0
62,SBS,C,D,D,B+,B+,34120.0,KOSPI,서비스업,422968000000.0
64,SG세계물산,D,D,D,D,D,4060.0,KOSPI,유통업,82791808640.0
65,SG글로벌,C,C,D,C,C,1380.0,KOSPI,운수장비,91502031005.0
66,SH에너지화학,C,B,C,C,C,2360.0,KOSPI,화학,71236720930.0
67,SIMPAC,C,B,D,C,C,9160.0,KOSPI,철강금속,287236000000.0
68,SK,A,A+,A,A,A,34730.0,KOSPI,기타금융,11865400000000.0
69,SKC,B+,A,B+,A+,A+,11790.0,KOSPI,화학,4161730000000.0
70,SK가스,B+,A,A,A+,A+,18670.0,KOSPI,유통업,1426070000000.0
71,SK네트웍스,B+,B+,A,A,A,1740.0,KOSPI,유통업,1199330000000.0
72,SK디스커버리,B,A,A,A+,A+,6120.0,KOSPI,기타금융,830335000000.0
73,SK이노베이션,A,A,B+,A,A,96770.0,KOSPI,화학,10588400000000.0
74,SK증권,D,C,C,B,B,1510.0,KOSPI,증권,281664000000.0
75,SK텔레콤,A+,A,A+,A,A,17670.0,KOSPI,통신업,10954300000000.0
76,SK하이닉스,A,B+,B+,A,A,660.0,KOSPI,전기전자,124925000000000.0
77,SPC삼립,B,B,C,C,C,5610.0,KOSPI,음식료품,508249000000.0
78,STX,C,D,D,D,D,11810.0,KOSPI,유통업,240079000000.0
79,STX엔진,B+,B,D,C,C,77970.0,KOSPI,기계,309470000000.0
81,STX중공업,C,C,D,C,C,71970.0,KOSPI,기계,416298000000.0
82,TCC스틸,B,B,C,B+,B+,2710.0,KOSPI,철강금속,1420780000000.0
83,WISCOM,C,C,D,C,C,24070.0,KOSPI,화학,36706819010.0
84,YGPLUS,D,D,D,D,D,37270.0,KOSPI,서비스업,260378000000.0
85,가온전선,B,B,C,B+,B+,500.0,KOSPI,전기전자,274819000000.0
86,강남제비스코,B,B,C,B+,B+,860.0,KOSPI,화학,178100000000.0
87,강원랜드,B,B+,B+,A+,A+,35250.0,KOSPI,서비스업,3209110000000.0
88,갤럭시아에스엠,D,D,D,D,D,11420.0,KOSPI,서비스업,61573454340.0
91,경농,B,B,C,C,C,2100.0,KOSPI,화학,191712000000.0
92,경동나비엔,B,B+,C,B+,B+,9450.0,KOSPI,전기전자,789618000000.0
93,경동인베스트,C,B+,C,C,C,12320.0,KOSPI,기타금융,165552000000.0
94,경방,C,C,C,C,C,50.0,KOSPI,유통업,210001000000.0
95,경인양행,B,C,B,B+,B+,12610.0,KOSPI,화학,137542000000.0
96,경인전자,D,D,D,D,D,9140.0,KOSPI,전기전자,33772135500.0
97,계룡건설,B,D,B,B+,B+,13580.0,KOSPI,건설업,117888000000.0
98,계양전기,B,B,C,C,C,12200.0,KOSPI,기계,50062782531.0
100,고려산업,C,C,D,D,D,2140.0,KOSPI,음식료품,78434491625.0
101,고려아연,B+,B+,B+,A,A,10130.0,KOSPI,철강금속,9847940000000.0
102,고려제강,B+,B+,C,C,C,2240.0,KOSPI,철강금속,511250000000.0
103,상상인증권,D,D,D,D,D,1290.0,KOSPI,증권,75835984000.0
104,광동제약,C,C,D,C,C,9290.0,KOSPI,의약품,354365000000.0
105,광명전기,C,C,D,C,C,17040.0,KOSPI,전기전자,110728000000.0
106,광전자,C,C,D,C,C,17900.0,KOSPI,전기전자,121392000000.0
107,광주신세계,C,B+,B+,A,A,37710.0,KOSPI,유통업,245479000000.0
108,교보증권,D,D,B+,A,A,30610.0,KOSPI,증권,562977000000.0
109,국도화학,B,B,C,C,C,7690.0,KOSPI,화학,312668000000.0
110,국동,D,D,D,D,D,5320.0,KOSPI,유통업,40384171685.0
111,국보,B,D,D,C,C,1140.0,KOSPI,운수창고업,32447620090.0
112,국제약품,D,D,D,D,D,2720.0,KOSPI,의약품,106434000000.0
114,극동유화,B,B,D,D,D,14530.0,KOSPI,화학,139652000000.0
115,금강공업,C,C,D,C,C,14280.0,KOSPI,철강금속,156325000000.0
116,금비,C,C,D,C,C,8870.0,KOSPI,비금속광물,60100000000.0
117,금양,D,D,D,D,D,1570.0,KOSPI,화학,5572800000000.0
118,금호건설,B,C,C,B,B,2990.0,KOSPI,건설업,155205000000.0
119,금호석유,B+,B,B+,A,A,11780.0,KOSPI,화학,3406510000000.0
120,금호전기,B,C,D,C,C,1210.0,KOSPI,전기전자,27295981353.0
121,기신정기,D,D,D,D,D,92440.0,KOSPI,기계,87600000000.0
122,기아,A,A+,A,A,A,270.0,KOSPI,운수장비,46275300000000.0
123,기업은행,B+,A,A+,A+,A+,24110.0,KOSPI,은행,10876900000000.0
124,까뮤이앤씨,D,D,D,D,D,13700.0,KOSPI,건설업,70753622760.0
125,깨끗한나라,B,B+,C,B+,B+,4540.0,KOSPI,종이목재,82115728065.0
126,이엔플러스,B,D,D,C,C,74610.0,KOSPI,기계,210769000000.0
127,남광토건,B,D,D,C,C,1260.0,KOSPI,건설업,60666969240.0
128,남선알미늄,C,C,D,C,C,8350.0,KOSPI,철강금속,242669000000.0
129,남성,D,D,D,D,D,4270.0,KOSPI,유통업,65797494720.0
130,남양유업,C,B+,B,B+,B+,3920.0,KOSPI,음식료품,361440000000.0
131,비비안,D,D,D,D,D,2070.0,KOSPI,섬유의복,30121723890.0
132,남해화학,B,C,C,C,C,25860.0,KOSPI,화학,356694000000.0
133,넥센,B,B+,B+,B+,B+,5720.0,KOSPI,화학,223278000000.0
134,넥센타이어,B+,B+,B+,A,A,2350.0,KOSPI,화학,899521000000.0
135,노루페인트,B,A,B+,A,A,90350.0,KOSPI,화학,181400000000.0
136,노루홀딩스,C,A,B+,A,A,320.0,KOSPI,기타금융,149658000000.0
137,녹십자,B,B+,B,B+,B+,6280.0,KOSPI,의약품,1308890000000.0
138,녹십자홀딩스,C,B+,B,B+,B+,5250.0,KOSPI,서비스업,738813000000.0
139,농심,B+,B,B,A,A,4370.0,KOSPI,음식료품,2405680000000.0
140,농심홀딩스,B,B,B,B+,B+,72710.0,KOSPI,기타금융,304239000000.0
141,다우기술,C,B,B+,A,A,23590.0,KOSPI,서비스업,847979000000.0
142,키다리스튜디오,B,D,D,D,D,20120.0,KOSPI,서비스업,165970000000.0
144,KIB플러그에너지,B,D,D,D,D,15590.0,KOSPI,기계,103087000000.0
145,대교,D,D,D,C,C,19680.0,KOSPI,서비스업,209640000000.0
146,대구백화점,D,D,D,D,D,6370.0,KOSPI,유통업,78132031420.0
150,대동,B,B,C,B,B,490.0,KOSPI,기계,302818000000.0
151,대동전자,B,C,D,D,D,8110.0,KOSPI,전기전자,117283000000.0
152,대림B&Co,C,C,D,C,C,5750.0,KOSPI,비금속광물,66355515200.0
153,DL,A,A+,A,A,A,210.0,KOSPI,화학,1058270000000.0
154,대림통상,B,C,D,C,C,6570.0,KOSPI,기계,44761500000.0
155,대상,B,A,A,A,A,1680.0,KOSPI,음식료품,758792000000.0
156,대상홀딩스,C,A,A,A,A,84690.0,KOSPI,기타금융,320843000000.0
158,대성홀딩스,C,C,D,C,C,16710.0,KOSPI,서비스업,144322000000.0
159,대신증권,D,B,B,B,B,3540.0,KOSPI,증권,767694000000.0
160,대양금속,B,C,D,C,C,9190.0,KOSPI,철강금속,76862071306.0
161,대영포장,B,C,D,D,D,14160.0,KOSPI,종이목재,140371000000.0
162,대우건설,A,B+,B+,A+,A+,47040.0,KOSPI,건설업,1541960000000.0
163,대우부품,D,C,D,D,D,9320.0,KOSPI,운수장비,68428080760.0
165,한화오션,B+,B,B,B+,B+,42660.0,KOSPI,운수장비,9864760000000.0
166,대웅,C,D,B,A,A,3090.0,KOSPI,의약품,1054700000000.0
167,대웅제약,B,D,B,A,A,69620.0,KOSPI,의약품,1283790000000.0
168,대원강업,B,B,C,B,B,430.0,KOSPI,운수장비,341000000000.0
169,대원전선,C,C,D,C,C,6340.0,KOSPI,전기전자,170556000000.0
170,대원제약,D,D,D,C,C,3220.0,KOSPI,의약품,337957000000.0
171,대원화성,B+,B,C,C,C,24890.0,KOSPI,화학,70618548224.0
172,대유에이텍,C,C,D,C,C,2880.0,KOSPI,운수장비,54643759380.0
173,대유플러스,C,C,D,C,C,300.0,KOSPI,전기전자,30475633069.0
174,대창,B+,B,D,C,C,12800.0,KOSPI,철강금속,137349000000.0
175,대창단조,B,B,C,C,C,15230.0,KOSPI,운수장비,166290000000.0
176,대한방직,C,C,D,C,C,1070.0,KOSPI,섬유의복,34768000000.0
177,대한유화,B+,B,B,B+,B+,6650.0,KOSPI,화학,869050000000.0
178,대한전선,B,A,B+,A,A,1440.0,KOSPI,전기전자,2321270000000.0
179,대한제강,B+,B,D,C,C,84010.0,KOSPI,철강금속,325928000000.0
180,대한제당,C,B,D,C,C,1790.0,KOSPI,음식료품,278059000000.0
181,대한제분,C,C,C,C,C,1130.0,KOSPI,음식료품,221897000000.0
182,대한항공,A,A,A,A,A,3490.0,KOSPI,운수창고업,7640580000000.0
183,대한화섬,B,B,C,C,C,3830.0,KOSPI,화학,143822000000.0
184,대현,D,D,D,D,D,16090.0,KOSPI,섬유의복,84667776720.0
185,대호에이엘,B,B,C,C,C,69460.0,KOSPI,철강금속,75582738624.0
186,더존비즈온,C,C,D,D,D,12510.0,KOSPI,서비스업,1637630000000.0
187,덕성,B,C,D,C,C,4830.0,KOSPI,화학,125440000000.0
188,덕양산업,B,C,D,D,D,24900.0,KOSPI,운수장비,169989000000.0
190,케이비아이동국실업,B,C,D,D,D,1620.0,KOSPI,운수장비,64661251011.0
191,하이스틸,B,C,D,C,C,71090.0,KOSPI,철강금속,65824195460.0
194,하이트진로,B,B+,B,A,A,80.0,KOSPI,음식료품,1476310000000.0
195,하이트진로홀딩스,C,B+,B,A,A,140.0,KOSPI,기타금융,208861000000.0
196,한국가스공사,B+,B+,B+,A,A,36460.0,KOSPI,전기가스업,2372440000000.0
198,한국공항,D,D,C,A,A,5430.0,KOSPI,운수창고업,216262000000.0
199,한국금융지주,D,C,D,C,C,71050.0,KOSPI,기타금융,3672340000000.0
200,한국내화,C,B,C,B+,B+,10040.0,KOSPI,비금속광물,114577000000.0
201,한국단자,C,C,D,C,C,25540.0,KOSPI,전기전자,655104000000.0
202,한국석유,C,B,D,B+,B+,4090.0,KOSPI,비금속광물,203741000000.0
203,한국수출포장,B,B,C,C,C,2200.0,KOSPI,종이목재,105800000000.0
204,한국쉘석유,C,C,C,C,C,2960.0,KOSPI,화학,350350000000.0
207,한국전력,B+,B+,B,B,B,15760.0,KOSPI,전기가스업,13417000000000.0
208,한국전자홀딩스,C,B,C,C,C,6200.0,KOSPI,기타금융,42731263168.0
209,한국제지,B+,B,D,C,C,27970.0,KOSPI,종이목재,194743000000.0
210,한국주강,D,D,D,D,D,25890.0,KOSPI,기계,26859490125.0
211,한국주철관,C,C,C,C,C,970.0,KOSPI,철강금속,147063000000.0
212,한국철강,B+,B,C,C,C,104700.0,KOSPI,철강금속,514494000000.0
213,한국카본,B,B,B+,B+,B+,17960.0,KOSPI,기계,573069000000.0
215,한국앤컴퍼니,B+,B+,C,B+,B+,240.0,KOSPI,기타금융,1471500000000.0
216,한국특강,B,C,C,C,C,7280.0,KOSPI,철강금속,104356000000.0
217,한국무브넥스,B,B,D,C,C,10100.0,KOSPI,운수장비,145858000000.0
218,한국화장품제조,D,C,D,D,D,3350.0,KOSPI,화학,117379000000.0
219,한농화성,C,C,D,C,C,11500.0,KOSPI,화학,276776000000.0
220,한독,B+,B+,B,A,A,2390.0,KOSPI,의약품,183606000000.0
221,HLD&I,B,B+,B+,A,A,14790.0,KOSPI,건설업,74354292364.0
222,한미글로벌,B,A,B+,A,A,53690.0,KOSPI,서비스업,167431000000.0
223,한미반도체,D,D,D,D,D,42700.0,KOSPI,기계,12371800000000.0
224,한미사이언스,B,B+,B,A,A,8930.0,KOSPI,기타금융,2298090000000.0
225,한샘,B+,B+,B+,A,A,9240.0,KOSPI,유통업,1195520000000.0
226,한섬,B+,A,A,A,A,20000.0,KOSPI,섬유의복,446911000000.0
227,한성기업,D,D,D,B,B,3680.0,KOSPI,음식료품,31979002250.0
228,한세실업,C,B,C,B+,B+,105630.0,KOSPI,섬유의복,854000000000.0
229,한세예스24홀딩스,C,D,C,B+,B+,16450.0,KOSPI,섬유의복,187200000000.0
230,한솔로지스틱스,B,B,C,C,C,9180.0,KOSPI,운수창고업,62026222875.0
232,한솔케미칼,B,A,C,B+,B+,14680.0,KOSPI,화학,2157090000000.0
233,한솔테크닉스,B+,B+,B,B+,B+,4710.0,KOSPI,전기전자,176604000000.0
234,한솔PNS,B+,B+,C,B,B,10420.0,KOSPI,유통업,25226897772.0
235,한솔홀딩스,B+,B+,B+,B+,B+,4150.0,KOSPI,기타금융,115734000000.0
236,한솔홈데코,B,B+,C,B+,B+,25750.0,KOSPI,종이목재,60182166303.0
237,한신공영,C,C,D,C,C,4960.0,KOSPI,건설업,74631027900.0
238,한신기계,B,D,D,C,C,11700.0,KOSPI,기계,142763000000.0
239,한양증권,D,D,D,D,D,1750.0,KOSPI,증권,130849000000.0
240,한온시스템,B,B+,B+,B+,B+,18880.0,KOSPI,기계,2749070000000.0
241,한올바이오파마,D,D,D,B,B,9420.0,KOSPI,의약품,1810140000000.0
242,한익스프레스,B,B,D,C,C,14130.0,KOSPI,운수창고업,53760000000.0
244,한일시멘트,C,B+,B+,A,A,300720.0,KOSPI,비금속광물,873388000000.0
245,한일철강,D,D,D,D,D,2220.0,KOSPI,철강금속,64207391300.0
246,한전KPS,B+,B,B+,A,A,51600.0,KOSPI,건설업,1539000000000.0
247,한전기술,B+,B,B,B+,B+,52690.0,KOSPI,서비스업,2262620000000.0
248,한진,B,A,B+,A,A,2320.0,KOSPI,운수창고업,316142000000.0
249,HJ중공업,B,C,C,B,B,97230.0,KOSPI,건설업,250656000000.0
250,한진중공업홀딩스,D,D,D,D,D,3480.0,KOSPI,전기가스업,101730000000.0
252,한창,D,D,D,D,D,5110.0,KOSPI,유통업,23332434378.0
253,한창제지,B,C,C,C,C,9460.0,KOSPI,종이목재,49285343436.0
254,한화,B+,A,A,B+,B+,880.0,KOSPI,화학,2001400000000.0
256,한화손해보험,B,A,A,A,A,370.0,KOSPI,보험,544587000000.0
257,한화솔루션,A,A,A,A,A,9830.0,KOSPI,화학,4314500000000.0
258,한화에어로스페이스,A,A,B+,A,A,12450.0,KOSPI,운수장비,11138600000000.0
259,한화투자증권,B,B+,B+,A,A,3530.0,KOSPI,증권,736972000000.0
262,HDC현대EP,B,B,C,B+,B+,89470.0,KOSPI,화학,130471000000.0
263,현대건설,A+,A,A,A,A,720.0,KOSPI,건설업,3786100000000.0
265,현대글로비스,A,A,A,A+,A+,86280.0,KOSPI,운수창고업,6671250000000.0
266,현대리바트,B,A,A,A,A,79430.0,KOSPI,기타제조업,153193000000.0
267,현대모비스,B+,A,A,A+,A+,12330.0,KOSPI,운수장비,22383600000000.0
268,HD현대미포,A,A,B+,A,A,10620.0,KOSPI,운수장비,2923770000000.0
269,현대백화점,B+,A,A,A+,A+,69960.0,KOSPI,유통업,1170120000000.0
270,현대비앤지스틸,B+,B+,B+,A,A,4560.0,KOSPI,철강금속,303838000000.0
271,HDC현대산업개발,C,B,D,B+,B+,294870.0,KOSPI,건설업,1065060000000.0
272,HMM,A,A,A+,A+,A+,11200.0,KOSPI,운수창고업,11107300000000.0
273,한일현대시멘트,B,B+,B+,A,A,6390.0,KOSPI,비금속광물,287982000000.0
274,현대약품,B,C,D,C,C,4310.0,KOSPI,의약품,121280000000.0
275,현대엘리베이,B+,B+,C,B+,B+,17800.0,KOSPI,기계,1581290000000.0
276,현대차,A,A,A,A,A,5380.0,KOSPI,운수장비,51307000000000.0
277,현대제철,B+,B+,A,A+,A+,4020.0,KOSPI,철강금속,4276940000000.0
278,현대코퍼레이션,D,B+,C,B,B,11760.0,KOSPI,유통업,218543000000.0
280,현대차증권,B,B+,B+,B+,B+,1500.0,KOSPI,증권,274314000000.0
283,현대해상,B+,A,A,A,A,1450.0,KOSPI,보험,2749050000000.0
284,형지엘리트,D,D,D,D,D,93240.0,KOSPI,섬유의복,37697305580.0
285,혜인,B,B,D,D,D,3010.0,KOSPI,유통업,69284471150.0
286,호텔신라,A,B+,B+,A,A,8770.0,KOSPI,유통업,2276390000000.0
287,화성산업,C,C,C,C,C,2460.0,KOSPI,건설업,101297000000.0
289,화승인더,B,B,C,B+,B+,6060.0,KOSPI,화학,221003000000.0
290,화신,D,B+,C,B,B,10690.0,KOSPI,운수장비,367363000000.0
291,화천기계,B,D,D,D,D,10660.0,KOSPI,기계,80960000000.0
292,화천기공,D,D,D,D,D,850.0,KOSPI,기계,66880000000.0
293,환인제약,D,D,D,C,C,16580.0,KOSPI,의약품,256495000000.0
294,황금에스티,D,D,D,D,D,32560.0,KOSPI,철강금속,116280000000.0
295,효성,A,A,A,A,A,4800.0,KOSPI,기타금융,1224230000000.0
296,효성ITX,C,C,B,B+,B+,94280.0,KOSPI,서비스업,144478000000.0
297,후성,B,A,B,A,A,93370.0,KOSPI,화학,748212000000.0
298,휴니드,C,C,D,C,C,5870.0,KOSPI,전기전자,103753000000.0
299,휴스틸,B,C,D,C,C,5010.0,KOSPI,철강금속,251161000000.0
300,TKG휴켐스,B,B,B,B+,B+,69260.0,KOSPI,화학,791001000000.0
301,흥국화재,D,B,C,B,B,540.0,KOSPI,보험,260825000000.0
302,흥아해운,D,D,C,B,B,3280.0,KOSPI,운수창고업,688817000000.0
304,동남합성,D,D,D,D,D,23450.0,KOSPI,화학,108500000000.0
305,동방,B,B,C,C,C,4140.0,KOSPI,운수창고업,106497000000.0
306,동방아그로,D,D,D,D,D,7590.0,KOSPI,화학,85654559330.0
307,동부건설,C,C,C,B+,B+,5960.0,KOSPI,건설업,113919000000.0
308,KG스틸,B,B+,B,B+,B+,16380.0,KOSPI,철강금속,696062000000.0
309,동성제약,D,D,D,D,D,2210.0,KOSPI,의약품,136769000000.0
310,동성케미컬,B,B,B+,A+,A+,102260.0,KOSPI,서비스업,223604000000.0
312,동아쏘시오홀딩스,C,B+,B,B+,B+,640.0,KOSPI,기타금융,721871000000.0
313,다스코,C,B,D,C,C,58730.0,KOSPI,기계,65852614695.0
314,동아지질,C,D,D,D,D,28100.0,KOSPI,건설업,172707000000.0
315,동양,C,C,D,D,D,1520.0,KOSPI,비금속광물,219112000000.0
316,동양고속,C,C,D,C,C,84670.0,KOSPI,운수창고업,33588600400.0
317,TYM,B,B+,B,B+,B+,2900.0,KOSPI,기계,210388000000.0
318,동양생명,D,C,D,C,C,82640.0,KOSPI,보험,855201000000.0
319,동양철관,C,D,D,C,C,8970.0,KOSPI,철강금속,83100817710.0
320,HLB글로벌,D,D,D,D,D,3580.0,KOSPI,광업,325019000000.0
321,동원F&B,B,B,B,B+,B+,49770.0,KOSPI,음식료품,749635000000.0
322,동원금속,C,D,D,C,C,18500.0,KOSPI,운수장비,76865109852.0
323,동원산업,C,C,B,B+,B+,6040.0,KOSPI,기타금융,1722180000000.0
324,동원수산,D,D,D,D,D,30720.0,KOSPI,"농업, 임업 및 어업",27690139750.0
325,동원시스템즈,B,C,B,A,A,14820.0,KOSPI,화학,1174150000000.0
326,DI동일,D,D,D,D,D,1530.0,KOSPI,유통업,675780000000.0
327,동일산업,B+,B,C,C,C,4890.0,KOSPI,철강금속,105012000000.0
329,동화약품,D,D,C,C,C,20.0,KOSPI,의약품,243004000000.0
330,두산,A+,A,B+,A,A,150.0,KOSPI,기타금융,2204280000000.0
332,HD현대인프라코어,A,A,B+,A+,A+,42670.0,KOSPI,기계,1536950000000.0
333,두산에너빌리티,A,A+,B+,A,A,34020.0,KOSPI,기계,10076000000000.0
334,디씨엠,C,D,D,D,D,24090.0,KOSPI,철강금속,124260000000.0
335,디아이,B,D,D,C,C,3160.0,KOSPI,의료정밀,538549000000.0
336,디아이씨,C,C,D,C,C,92200.0,KOSPI,운수장비,240331000000.0
337,디와이,C,C,D,D,D,13570.0,KOSPI,기타금융,150285000000.0
338,DN오토모티브,B,B,C,C,C,7340.0,KOSPI,전기전자,790526000000.0
341,롯데관광개발,D,D,D,D,D,32350.0,KOSPI,서비스업,740527000000.0
343,롯데손해보험,C,B,B,B,B,400.0,KOSPI,보험,1013250000000.0
344,롯데쇼핑,A,A,A,A,A,23530.0,KOSPI,유통업,1892520000000.0
345,롯데정밀화학,A,A,A,A+,A+,4000.0,KOSPI,화학,1111980000000.0
346,롯데지주,B,B+,A,A,A,4990.0,KOSPI,기타금융,2774850000000.0
347,롯데칠성,B+,B+,A,A+,A+,5300.0,KOSPI,음식료품,1183060000000.0
348,롯데케미칼,B,B,B+,A,A,11170.0,KOSPI,화학,4290370000000.0
350,마니커,D,D,D,D,D,27740.0,KOSPI,음식료품,69227238520.0
351,만호제강,C,C,D,C,C,1080.0,KOSPI,철강금속,195673000000.0
355,명문제약,D,D,D,D,D,17180.0,KOSPI,의약품,69434813430.0
356,모나리자,B,B,D,B+,B+,12690.0,KOSPI,종이목재,114834000000.0
357,모나미,D,D,D,D,D,5360.0,KOSPI,유통업,51117215435.0
358,모토닉,B,B,C,C,C,9680.0,KOSPI,운수장비,274560000000.0
359,무림P&P,B+,B+,B,B+,B+,9580.0,KOSPI,종이목재,190535000000.0
360,무림페이퍼,B+,B+,B,B+,B+,9200.0,KOSPI,종이목재,89251969950.0
361,문배철강,D,D,D,D,D,8420.0,KOSPI,철강금속,56999743900.0
362,미래산업,B,C,D,C,C,25560.0,KOSPI,의료정밀,66641196300.0
363,미래아이앤지,D,D,D,D,D,7120.0,KOSPI,서비스업,31257497664.0
365,미래에셋증권,B+,A,A,A,A,6800.0,KOSPI,증권,4458920000000.0
366,미원상사,D,C,C,C,C,2840.0,KOSPI,화학,907725000000.0
367,미원홀딩스,C,C,C,C,C,107590.0,KOSPI,기타금융,179336000000.0
368,미창석유,C,C,D,C,C,3650.0,KOSPI,화학,136738000000.0
369,방림,B,C,D,C,C,3610.0,KOSPI,섬유의복,88224877650.0
371,백광산업,B,B,C,C,C,1340.0,KOSPI,화학,360246000000.0
372,태경비케이,C,C,C,C,C,14580.0,KOSPI,비금속광물,145639000000.0
373,백산,C,C,D,C,C,35150.0,KOSPI,화학,297198000000.0
374,범양건영,D,D,D,D,D,2410.0,KOSPI,건설업,40103650930.0
376,보락,D,D,D,D,D,2760.0,KOSPI,화학,67567200000.0
377,보령,D,B,B+,A,A,3850.0,KOSPI,의약품,763833000000.0
379,보해양조,B,D,D,D,D,890.0,KOSPI,음식료품,67890622952.0
380,부광약품,D,D,D,B,B,3000.0,KOSPI,의약품,437748000000.0
381,부국증권,D,D,D,D,D,1270.0,KOSPI,증권,249914000000.0
382,부국철강,D,D,D,D,D,26940.0,KOSPI,철강금속,60300000000.0
384,부산산업,D,D,D,C,C,11390.0,KOSPI,비금속광물,55756800000.0
385,부산주공,B,B,D,C,C,5030.0,KOSPI,운수장비,38288532168.0
386,비상교육,D,D,D,D,D,100220.0,KOSPI,서비스업,62384356800.0
387,빙그레,B+,A,A,A,A,5180.0,KOSPI,음식료품,682691000000.0
388,사조대림,D,C,B,B+,B+,3960.0,KOSPI,음식료품,343209000000.0
389,사조동아원,D,C,C,B+,B+,8040.0,KOSPI,음식료품,136487000000.0
390,사조산업,D,C,C,B+,B+,7160.0,KOSPI,"농업, 임업 및 어업",179500000000.0
391,사조오양,D,D,C,B,B,6090.0,KOSPI,음식료품,84804651000.0
393,SGC에너지,C,B+,B+,A,A,5090.0,KOSPI,전기가스업,330694000000.0
394,삼성SDI,A,A,A,A+,A+,6400.0,KOSPI,전기전자,28984200000000.0
395,삼성공조,C,C,D,C,C,6660.0,KOSPI,운수장비,73543141700.0
396,삼성물산,A+,A,A,A+,A+,28260.0,KOSPI,유통업,27356200000000.0
397,삼성E&A,A,A,A,A+,A+,28050.0,KOSPI,서비스업,5154800000000.0
398,삼성전기,A,A,A,A,A,9150.0,KOSPI,전기전자,10823100000000.0
399,삼성전자,A,A,A,A,A,5930.0,KOSPI,전기전자,454300000000000.0
400,삼성제약,B,D,D,D,D,1360.0,KOSPI,의약품,153955000000.0
401,삼성중공업,B+,B,B+,A,A,10140.0,KOSPI,운수장비,8342400000000.0
402,삼성증권,B,A,A,A,A,16360.0,KOSPI,증권,3344290000000.0
403,삼성출판사,D,D,D,D,D,68290.0,KOSPI,서비스업,179100000000.0
